edge_id,source,target,sign,effect,pmid,inferred
E0078,Gibberellin,Shoot_Branching,-1,repression,30742622,False
E0079,CUC3,Shoot_Branching,1,activation,31350929,False
E0080,CLE42,Shoot_Branching,1,activation,23815750,False
E0081,VCTCP18,Shoot_Branching,-1,repression,34305986,False
E0082,EBE,Shoot_Branching,1,activation,23616605,False
E0083,CUC2,Shoot_Branching,1,activation,31350929,False
E0084,Overexpression of Md,Shoot_Branching,-1,repression,34113976,False
E0085,SPL9,Shoot_Branching,-1,repression,34638756,False
E0086,Verticillium longisp,Shoot_Branching,1,activation,21044310,False
E0087,SUGARS,Shoot_Branching,1,activation,27610112,False
E0088,R_FR_Ratio,Shoot_Branching,-1,repression,36304753,False
E0089,TDIF,Shoot_Branching,1,activation,21693505,False
E0090,ARR1,Shoot_Branching,-1,repression,36232689,False
E0091,RanBP domain-contain,Shoot_Branching,1,activation,27357205,False
E0092,ABA,Shoot_Branching,-1,repression,33960609,False
E0093,BRCA1,Shoot_Branching,1,activation,31382685,False
E0094,CLE41,Shoot_Branching,1,activation,21693505,False
E0095,Red Light,Shoot_Branching,1,activation,28062593,False
E0096,BRC2,Shoot_Branching,-1,repression,31557268,False
E0097,ERF114,Shoot_Branching,1,activation,35216327,False
E0098,IPT,Shoot_Branching,1,activation,35216327,False
E0099,MBD9,Shoot_Branching,1,activation,16623890,False
E0100,MAX1,Shoot_Branching,-1,repression,16387852,False
E0101,Decapitation,Shoot_Branching,1,activation,30865619,False
E0102,AXR1,Shoot_Branching,1,activation,22963533,False
E0103,AMS,Shoot_Branching,1,activation,36416577,False
E0104,CUC1,Shoot_Branching,1,activation,31350929,False
E0105,AP2,Shoot_Branching,-1,repression,32778534,False
E0106,BRC,Shoot_Branching,-1,repression,34305986,False
E0107,BrMYC2/3-1OE,Shoot_Branching,1,activation,34539701,False
