test_id,gene,perturbation_type,gene_modifier,exogenous_node,exogenous_value,comparison_baseline,phenotype_node,expected_direction,expected_magnitude,doi,paper_title,authors,year,journal,evidence_sentence,verification,evidence_quality,species,notes
T011,C3H1,knockdown,,,,WT,Lignin_SG_Ratio,increased,strong,,,,,,up to approximately 20% p-hydroxyphenyl (H) lignin subunits; increase in H monomers came at the expense of only guaiacyl (G); S maintained,,,Populus alba x grandidentata,"C3H KD redirects flux to H; G reduced preferentially, S maintained (Coleman 2008; Ralph 2012). Opposing result in P. alba x glandulosa (Peng 2021) reflects genetic-background variation."
T012,C3H1,knockdown,,,,WT,Lignin_SG_Ratio,increased,strong,,,,,,C3H downregulation reduced lignin levels by half; G/S went from 0.59 WT to 0.28 C3H (so S/G from ~1.7 to ~3.6),,,Populus alba x grandidentata,"C3H KD redirects flux to H; G reduced preferentially, S maintained (Coleman 2008; Ralph 2012). Opposing result in P. alba x glandulosa (Peng 2021) reflects genetic-background variation."
T013,C3H1,knockdown,,,,WT,Lignin_SG_Ratio,decreased,moderate,,,,,,"the S/G ratio in DEL-CK was 2.82, while the S/G ratio for DEL-C3H was 2.48",,,Populus alba x glandulosa,"C3H KD redirects flux to H; G reduced preferentially, S maintained (Coleman 2008; Ralph 2012). Opposing result in P. alba x glandulosa (Peng 2021) reflects genetic-background variation."
T014,4CL1,knockdown,,,,WT,Lignin_SG_Ratio,decreased,moderate,,,,,,S/G ratios declined to as little as 1.1 to 1.4 in event 712 as compared with 1.8 to 2.3,,,Populus tremula x alba,4CL antisense lowers total lignin and S/G
T015,4CL1,knockout_CRISPR,,,,WT,Lignin_SG_Ratio,decreased,moderate,,,,,,pyMBMS analysis detected a 30% decrease in S/G ratio; 34% reduction of S-units and a small (5%) reduction of G-units,,,Populus tremula x alba,4CL1 CRISPR KO preferentially reduces S relative to G (Wang 2020)
T016,4CL5,knockout_CRISPR,,,,WT,Lignin_SG_Ratio,unchanged,slight,,,,,,CRISPR-KO of 4CL5 did not change either lignin content or S/G ratio,,,Populus tremula x alba,4CL5 CRISPR KO does not change S/G (4CL5 is not the lignin-dedicated paralog)
T017,CSE1,knockdown,,,,WT,Lignin_SG_Ratio,decreased,moderate,,,,,,S/G ratio decreased from 2.06 in the wild type to 1.85 and 1.9 in hpCSE#1 and hpCSE#2,,,Populus tremula x alba,CSE1 RNAi modestly reduces S/G (Saleme 2017)
T018,CSE1;CSE2,double_knockout,,,,WT,Lignin_SG_Ratio,decreased,strong,,,,,,CRISPR double KO of CSE1 and CSE2 shows importance and partial redundancy in lignification,,,Populus tremula x alba,Both paralogs CRISPR-edited (de Vries 2021); effective full KO of CSE function
T019,SND1,overexpression,,,,WT,Lignin_SG_Ratio,increased,moderate,,,,,,Overexpression of PtrWND2 and PtrWND6 in Arabidopsis leads to activation of secondary wall biosynthetic genes and ectopic deposition of secondary walls,,,Populus,SND1 OE activates secondary wall program; modest S/G increase via MYB/F5H1 route
T020,SND1,loss_of_function,,,,WT,Lignin_SG_Ratio,decreased,strong,,,,,,Dominant repression of PtrWND2B reduced wall thickness of xylary fibers by 56%,,,Populus alba x tremula,Dominant repression creates a chimeric repressor on SND1-family targets; treated as composite KO
T021,MYB3,loss_of_function,,,,WT,Lignin_SG_Ratio,decreased,strong,,,,,,thickness of secondary walls in wood fibers in PtrMYB3 and PtrMYB21 repressors was reduced by 60 to 70%,,,Populus,Master-switch MYB dominant-repression: 60-70% wall-thickness reduction
T022,MYB21,loss_of_function,,,,WT,Lignin_SG_Ratio,decreased,strong,,,,,,strong alterations in wall thickness and vessel morphology in wood of stems,,,Populus,Master-switch MYB dominant-repression: strong secondary-wall alteration
T023,MYB152,overexpression,,,,WT,Lignin_SG_Ratio,increased,moderate,,,,,,24% and 18% increase in lignin for 35S:PtrMYB152 and PtrCesA8:PtrMYB152; S/G monomer ratio higher (0.37-0.42) vs wild-type (0.31),,,Arabidopsis,MYB152 OE (Populus TF expressed in Arabidopsis or Populus)
T024,MYB156,overexpression,,,,WT,Lignin_SG_Ratio,decreased,strong,,,,,,"Transgenic plants overexpressing PtoMYB156 displayed a dramatic decrease in secondary wall thicknesses of xylem fibers and the content of cellulose, lignin and xylose compared with wild-type",,,Populus tomentosa,MYB156 OE (Populus TF expressed in Arabidopsis or Populus)
T025,MYB221,overexpression,,,,WT,Lignin_SG_Ratio,decreased,moderate,,,,,,"35S:PdMYB221: lignin decreased 28%, cellulose 10%, xylose 26%; plants cannot remain upright",,,Arabidopsis,MYB221 OE (Populus TF expressed in Arabidopsis or Populus)
T026,KNAT7,overexpression,,,,WT,Lignin_SG_Ratio,increased,slight,,,,,,No significant changes in lignin content; 5-7% increase in S/G ratios,,,Populus tremula x alba,KNAT7 OE: slight S/G increase (Ahlawat 2021)
T027,KNAT7,knockdown,,,,WT,Lignin_SG_Ratio,increased,slight,,,,,,significant decrease of about 6% lignin; 8-12% increase in S/G ratios,,,Populus tremula x alba,KNAT7 antisense also gives slight S/G increase (KNAT7 is a modulatory brake; both OE and KD shift composition slightly)
T028,LTF1,phospho_dead_mutant,,,,WT,Lignin_SG_Ratio,decreased,moderate,,,,,,Expression of a phosphorylation-null mutant version of LTF1 led to stable protein accumulation and persistent attenuation of lignification in wood cells,,,Populus,LTF1 is a poplar MYB repressor regulated by phosphorylation; no direct ortholog node in the network
T029,NF_YA11,overexpression,,,,WT,Lignin_SG_Ratio,increased,moderate,,,,,,S/G lignin ratio was increased in PtNF-YA11-overexpressing poplars,,,Populus trichocarpa,NF-YA11 activates F5H; OE raises S/G (Wei 2024)
T030,NF_YA11,knockout_CRISPR,,,,WT,Lignin_SG_Ratio,decreased,moderate,,,,,,CRISPR-Cas9 edited nf-ya11 poplars exhibit a decrease in S-lignin composition and S/G ratio,,,Populus trichocarpa,nf-ya11 poplars show reduced S-lignin and S/G ratio (Wei 2024)
T031,miR397a,overexpression,,,,WT,Lignin_SG_Ratio,unchanged,slight,,,,,,S/G ratio of 2.2 compared with 2.1 in WT. The difference was not significant,,,Populus trichocarpa,Ptr-miR397a OE lowers total lignin via laccase suppression; S/G unchanged (Lu 2013)
T032,SND1_B,loss_of_function,,,,WT,Lignin_SG_Ratio,decreased,strong,,,,,,Dominant repression of PtrWND6B reduced wall thickness by 68%,,,Populus alba x tremula,SND1-B (WND6B) DR gave 68% wall reduction; collapsed to SND1 composite
T033,HCT1,knockdown,,,,WT,Lignin_SG_Ratio,unchanged,slight,,,,,,lignin content of HCT samples was 9.4% lower than non-modified samples; no significant differences in S/G ratio and the distribution of the inter-unit linkages between the control and HCT down-regulated poplar,,,Populus alba x glandulosa,HCT RNAi lowers total lignin without shifting S/G (Peng 2014; Zhou 2018)
T034,Tension_Wood,treatment,,,,WT,Lignin_SG_Ratio,increased,moderate,,,,,,"In the wild-type poplar, the lignin in tension wood contained a significantly higher percentage of syringyl than normal wood or opposite wood",,,Populus tremula x alba (clone 717),Tension-wood lignin is S-enriched relative to normal/opposite wood (Al-Haddad 2013)
T035,WT_control,control,,,,WT,Lignin_SG_Ratio,unchanged,,,,,,,"Wild-type Populus tremula x alba stem xylem: ~33-34% G, 64-67% S; S/G ratio ~2.0",,,Populus tremula x alba,"Negative control: no modifications, expected=unchanged"
T036,WT_control,control,,,,WT,Lignin_SG_Ratio,unchanged,,,,,,,S/G ratio of 2.1 in WT Populus trichocarpa stem xylem,,,Populus trichocarpa,Negative control for the reference species
T037,WT_control,control,,,,WT,Lignin_SG_Ratio,unchanged,,,,,,,Arabidopsis wild-type controls showed S/G 0.31 vs 0.37-0.42 in 35S:PtrMYB152 lines,,,Arabidopsis thaliana,Negative control for heterologous Arabidopsis assays (MYB152/MYB221 OE)
