source,source_type,target,target_type,effect,edge_type,confidence,mechanism,doi,paper_title,authors,year,journal,evidence_sentence,verification,species_validated
CSE1,GENE,Lignin_SG_Ratio,PHENOTYPE,activation,enzymatic,MEDIUM,CSE silencing modestly decreases S/G in poplar (2.06 to ~1.88),,,,,,S/G ratio decreased from 2.06 in the wild type to 1.85 and 1.9 in hpCSE#1 and hpCSE#2,,
CAD1,GENE,Lignin_Polymerization,PROCESS,activation,enzymatic,HIGH,CAD reduces cinnamaldehydes to cinnamyl alcohols which are polymerised,,,,,,"CAD catalyses the last step in the biosynthesis of the lignin precursors, the monolignols",,
LAC3,GENE,Lignin_Polymerization,PROCESS,activation,enzymatic,HIGH,Laccases oxidatively couple monolignols into the lignin polymer,,,,,,expression of 17 of the 34 SDX-expressed laccase genes was down-regulated by 32-86%; Klason lignin content reduction 12-22%,,
CPR,GENE,F5H1,GENE,activation,post-translational,MEDIUM,CPR (cytochrome P450 reductase) provides electrons to F5H P450,,,,,,CAld5H requires a cytochrome P450 reductase (CPR) as an electron donor,,
Coniferaldehyde,METABOLITE,5_Hydroxyconiferaldehyde,METABOLITE,activation,flux,HIGH,Substrate precursor relationship via F5H,,,,,,coniferyl aldehyde is the preferred substrate for CAld5H,,
5_Hydroxyconiferaldehyde,METABOLITE,Sinapaldehyde,METABOLITE,activation,flux,HIGH,Substrate precursor relationship via COMT methylation,,,,,,5-hydroxyconiferyl aldehyde was converted exclusively into sinapyl aldehyde when incubated with LsCOMT,,
Sinapaldehyde,METABOLITE,Sinapyl_Alcohol,METABOLITE,activation,flux,HIGH,Substrate precursor relationship via CAD reduction,,,,,,CAD reduces cinnamaldehydes to corresponding alcohols,,
Ferulic_Acid,METABOLITE,Lignin_Polymerization,PROCESS,inhibition,structural,MEDIUM,Ferulic acid incorporation into lignin disrupts normal polymerisation and reduces S-units,,,,,,Ferulic acid was incorporated into the lignin via ether bonds,,
SND1,GENE,MYB3,GENE,activation,transcriptional,HIGH,PtrSND1 (WND2B) binds SNBE sites in PtrMYB3 promoter,,,,,,PtrMYB3 and PtrMYB20 were demonstrated to be direct targets of PtrWNDs,,
SND1,GENE,MYB20,GENE,activation,transcriptional,HIGH,PtrSND1 directly activates PtrMYB20 (MYB46 ortholog),,,,,,direct targets of PtrWNDs and functional orthologs of the Arabidopsis MYB46,,
SND1,GENE,MYB21,GENE,activation,transcriptional,HIGH,PtrWNDs induce PtrMYB2/21 expression,,,,,,expression of PtrMYB2 and PtrMYB21 is induced by PtrWNDs,,
SND1,GENE,NAC156,GENE,activation,transcriptional,MEDIUM,PtrSND1 (WND2B) activates PtrNAC156,,,,,,PtrWND2B-regulated transcription factors including PtrNAC156,,
SND1,GENE,NAC157,GENE,activation,transcriptional,MEDIUM,PtrSND1 activates PtrNAC157,,,,,,PtrNAC157 were able to activate the promoter activities,,
SND1,GENE,KNAT7,GENE,activation,transcriptional,MEDIUM,PtrWND activates PtrKNAT7 in the TF cascade,,,,,,KNAT7 homolog (PtrKNAT7) induced by PtrWND2B,,
SND1,GENE,CCoAOMT1,GENE,activation,transcriptional,HIGH,PtrWND3A/6B directly activates PtrCCoAOMT1 via SNBE,,,,,,transcript of CCoAOMT1 was induced by overexpressing WND3A; direct target of PtrWND6B,,
MYB3,GENE,PAL1,GENE,activation,transcriptional,MEDIUM,PtrMYB3 (MYB46 ortholog) activates PAL1 via SMRE,,,,,,PtrMYB3 and PtrMYB20 activate biosynthesis pathways including PAL genes,,
MYB3,GENE,CCoAOMT1,GENE,activation,transcriptional,HIGH,PtrMYB3 activates lignin biosynthetic genes including CCoAOMT1,,,,,,PtrMYB3 activates biosynthetic genes for all three major wood components,,
MYB3,GENE,COMT1,GENE,activation,transcriptional,MEDIUM,PtrMYB3 activates COMT2 via SMRE,,,,,,PtrMYB3 able to activate lignin biosynthetic genes including COMT2,,
MYB20,GENE,PAL1,GENE,activation,transcriptional,MEDIUM,PtrMYB20 activates PAL,,,,,,PtrMYB3 and PtrMYB20 activate biosynthesis pathways of lignin including PAL,,
MYB20,GENE,CCoAOMT1,GENE,activation,transcriptional,MEDIUM,PtrMYB20 is MYB46 ortholog; activates lignin biosynthetic genes,,,,,,PtrMYB20 functional ortholog of MYB46 activates lignin biosynthetic genes,,
MYB21,GENE,4CL1,GENE,activation,transcriptional,HIGH,PtrMYB21 (MYB83 ortholog) activates 4CL1 via SMRE,,,,,,PtrMYB21 overexpressors show lignin (4CL1 and CCoAOMT1) activation,,
MYB21,GENE,CCoAOMT1,GENE,activation,transcriptional,HIGH,PtrMYB21 activates CCoAOMT1 via SMRE,,,,,,"activation of cellulose, xylan and lignin (4CL1 and CCoAOMT1)",,
MYB152,GENE,4CL1,GENE,activation,transcriptional,HIGH,PtrMYB152 upregulates 4CL1 when overexpressed,,,,,,transgenic lines had increased expression of several lignin biosynthetic genes including 4CL1,,
MYB152,GENE,HCT1,GENE,activation,transcriptional,HIGH,PtrMYB152 upregulates HCT,,,,,,increased expression of biosynthetic genes including HCT,,
MYB152,GENE,C3H1,GENE,activation,transcriptional,HIGH,PtrMYB152 upregulates C3H1,,,,,,increased expression of biosynthetic genes including C3H1,,
MYB152,GENE,CCoAOMT1,GENE,activation,transcriptional,HIGH,PtrMYB152 upregulates CCoAOMT1,,,,,,increased expression of biosynthetic genes including CCoAOMT1,,
MYB152,GENE,CAD1,GENE,activation,transcriptional,HIGH,PtrMYB152 upregulates CAD6 (member),,,,,,increased expression of biosynthetic genes including CAD6,,
MYB152,GENE,CCR2,GENE,activation,transcriptional,MEDIUM,PtrMYB152 activates CCR2 via AC/SMRE,,,,,,CCR2 activated by PtrMYB152,,
MYB152,GENE,F5H1,GENE,activation,transcriptional,MEDIUM,PtrMYB152 activates F5H,,,,,,F5H activated by PtrMYB152 and PtrMYB090/161,,
MYB152,GENE,Lignin_SG_Ratio,PHENOTYPE,activation,transcriptional,HIGH,PtrMYB152 overexpression increases S/G,,,,,,S/G monomer ratio was higher in the transgenic plants than wild-type (0.37-0.42 vs 0.31),,
MYB216,GENE,PAL1,GENE,activation,transcriptional,MEDIUM,PtoMYB216 binds AC elements and activates PAL4,,,,,,expression of PAL4 was induced in transgenic plants overexpressing PtoMYB216,,
MYB216,GENE,C4H1,GENE,activation,transcriptional,MEDIUM,PtoMYB216 directly activates C4H2 through AC elements,,,,,,C4H2 is directly activated by PtoMYB216 through AC elements,,
MYB216,GENE,4CL1,GENE,activation,transcriptional,MEDIUM,PtoMYB216 activates 4CL5,,,,,,4CL5 could be activated by PtoMYB216,,
MYB216,GENE,C3H1,GENE,activation,transcriptional,MEDIUM,PtoMYB216 activates C3H3,,,,,,expression of C3H3 was also activated by PtoMYB216,,
MYB216,GENE,CCR2,GENE,activation,transcriptional,MEDIUM,PtoMYB216 activates CCR2,,,,,,CCR2 were activated by PtoMYB216,,
MYB216,GENE,CAD1,GENE,activation,transcriptional,MEDIUM,PtoMYB216 activates CAD,,,,,,CAD were activated by PtoMYB216,,
MYB216,GENE,COMT1,GENE,activation,transcriptional,MEDIUM,PtoMYB216/PtoMYB170/PtrMYB152 all activate COMT2,,,,,,"COMT2 is activated by PtoMYB170, PtrMYB090 and PtrMYB152",,
MYB90,GENE,F5H1,GENE,activation,transcriptional,MEDIUM,PtrMYB090 directly binds and activates F5H promoter,,,,,,"PtrMYB090, PtrMYB161 identified as upstream regulators of F5H genes",,
MYB90,GENE,COMT1,GENE,activation,transcriptional,MEDIUM,PtrMYB090 activates COMT2,,,,,,"COMT2 is activated by PtoMYB170, PtrMYB090 and PtrMYB152",,
MYB161,GENE,F5H1,GENE,activation,transcriptional,MEDIUM,PtrMYB161 directly binds and regulates two syringyl-specific monolignol genes (PtrCAld5H1/2),,,,,,PtrMYB161 TF binds and directly regulates two syringyl-specific monolignol genes,,
MYB174,GENE,CAD1,GENE,repression,transcriptional,MEDIUM,PtrMYB174 represses PtrCAD1,,,,,,expression of PtrCAD1 was repressed by PtrMYB174,,
MYB128,GENE,CCoAOMT1,GENE,activation,transcriptional,MEDIUM,PtrMYB128 activates all three wood biosynthetic pathways,,,,,,PtrMYB128 able to activate the promoters of genes for all three,,
MYB74,GENE,CCoAOMT1,GENE,activation,transcriptional,MEDIUM,PtrMYB74 activates all three main wood component genes,,,,,,PtrMYB74 activate the promoters of all three main wood component-biosynthesis genes,,
MYB121,GENE,CCoAOMT1,GENE,activation,transcriptional,MEDIUM,PtrMYB121 activates all three secondary wall biosynthetic pathways,,,,,,PtrMYB121 activate all three secondary wall biosynthetic pathways,,
KNAT7,GENE,PAL1,GENE,activation,transcriptional,MEDIUM,PtKNAT7 OE upregulates PAL,,,,,,PAL upregulated in PtKNAT7-OE lines,,
KNAT7,GENE,CCR2,GENE,activation,transcriptional,MEDIUM,PtKNAT7 OE upregulates CCR,,,,,,CCR upregulated in PtKNAT7-OE lines,,
KNAT7,GENE,Lignin_SG_Ratio,PHENOTYPE,activation,transcriptional,MEDIUM,KNAT7 OE and AS both modestly increase S/G ratio,,,,,,5-7% increase in S/G ratios; AS 8-12% increase,,
MYB156,GENE,PAL1,GENE,repression,transcriptional,HIGH,PtoMYB156 EAR-motif repressor downregulates PAL1,,,,,,overexpression of PtoMYB156 also resulted in downregulation of PtoPAL1,,
MYB156,GENE,C4H1,GENE,repression,transcriptional,MEDIUM,PtoMYB156 OE downregulates C4H2,,,,,,PtoMYB156 OE downregulates C4H2,,
MYB156,GENE,4CL1,GENE,repression,transcriptional,MEDIUM,PtoMYB156 OE downregulates phenylpropanoid pathway 4CL,,,,,,PtoMYB156 is negative regulator of secondary wall biosynthesis; represses phenylpropanoid pathway,,
MYB156,GENE,HCT1,GENE,repression,transcriptional,MEDIUM,PtoMYB156 OE downregulates HCT1,,,,,,PtoMYB156 OE downregulates HCT1,,
MYB156,GENE,C3H1,GENE,repression,transcriptional,MEDIUM,PtoMYB156 OE downregulates C3H1,,,,,,PtoMYB156 OE downregulates C3H1,,
MYB156,GENE,CCoAOMT1,GENE,repression,transcriptional,MEDIUM,PtoMYB156 OE downregulates CCoAOMT1,,,,,,PtoMYB156 OE downregulates CCoMOT1,,
MYB156,GENE,F5H1,GENE,repression,transcriptional,MEDIUM,PtoMYB156 OE downregulates F5H2,,,,,,PtoMYB156 OE downregulates F5H2,,
MYB156,GENE,LAC3,GENE,repression,transcriptional,MEDIUM,PtoMYB156 OE downregulates LAC40,,,,,,PtoMYB156 OE downregulates LAC40,,
UBC34,GENE,MYB156,GENE,inhibition,post-translational,MEDIUM,PtoUBC34 ubiquitin E2 ligase binds PtoMYB156; ubiquitination reduces its repression activity,,,,,,ER-localized E2 ubiquitin-conjugating enzyme 34 PtoUBC34 interaction regulates transactivity of PtoMYB156 and reduces its repression activity,,
MYB221,GENE,COMT1,GENE,repression,transcriptional,HIGH,PdMYB221 binds PdCOMT2 promoter (EMSA); represses transactivation,,,,,,PdMYB221 binds PdCOMT2 promoter by EMSA; transactivation shows repression,,
MYB221,GENE,CCR2,GENE,repression,transcriptional,HIGH,PdMYB221 represses PdCCR1 in transactivation assays,,,,,,represses PdCCR1,,
MYB221,GENE,CCoAOMT1,GENE,repression,transcriptional,MEDIUM,PdMYB221 OE suppresses 9 lignin genes including CCoMT1,,,,,,nine lignin synthetic genes suppressed,,
MYB221,GENE,C4H1,GENE,repression,transcriptional,MEDIUM,PdMYB221 OE suppresses C4H,,,,,,PdMYB221 OE suppresses lignin synthetic genes including C4H,,
MYB221,GENE,HCT1,GENE,repression,transcriptional,MEDIUM,PdMYB221 OE suppresses HCT,,,,,,PdMYB221 OE suppresses HCT,,
MYB221,GENE,C3H1,GENE,repression,transcriptional,MEDIUM,PdMYB221 OE suppresses C3H1,,,,,,PdMYB221 OE suppresses C3H1,,
MYB221,GENE,CAD1,GENE,repression,transcriptional,MEDIUM,PdMYB221 OE suppresses CAD5,,,,,,PdMYB221 OE suppresses CAD5,,
MYB221,GENE,PAL1,GENE,repression,transcriptional,MEDIUM,PdMYB221 OE suppresses PAL1,,,,,,PdMYB221 OE suppresses PAL1,,
MYB221,GENE,4CL1,GENE,repression,transcriptional,MEDIUM,PdMYB221 OE suppresses 4CL1,,,,,,PdMYB221 OE suppresses 4CL1,,
MYB221,GENE,SND1,GENE,repression,transcriptional,MEDIUM,PdMYB221 feedback represses SND1/NST1 master switches,,,,,,PdMYB221 OE suppresses SND1 NST1 VND6 MYB85,,
MYB3,GENE,MYB221,GENE,activation,transcriptional,MEDIUM,MYB46 orthologs (MYB3/MYB20) activate MYB221-class repressors,,,,,,"MYB4 can be activated by MYB46, a second-level master regulator",,
LTF1,GENE,4CL1,GENE,repression,transcriptional,HIGH,LTF1 (MYB-type) binds 4CL promoter and restrains lignification when unphosphorylated,,,,,,LTF1 directly binds 4-coumarate-CoA ligase (4CL) promoter; unphosphorylated form restrains lignin biosynthesis,,
MPK6,GENE,LTF1,GENE,inhibition,post-translational,HIGH,PdMPK6 phosphorylates LTF1 leading to proteasomal degradation; releases repression,,,,,,PdMPK6 phosphorylates LTF1 leading to proteasome degradation and activation of lignification,,
Wounding,ENVIRONMENT,MPK6,GENE,activation,signalling,MEDIUM,External stimuli including wounding activate MPK6 kinase,,,,,,External stimuli such as wounding activate PdMPK6 which phosphorylates LTF1,,
EPSP_TF,GENE,HAT,GENE,repression,transcriptional,MEDIUM,PtrEPSP-TF binds PtrhAT promoter and represses it,,,,,,PtrEPSP-TF displays binding affinity to promoter of hAT transposase gene PtrhAT; represses PtrhAT,,
HAT,GENE,MYB20,GENE,repression,transcriptional,MEDIUM,PtrhAT direct repression target is PtrMYB021 (MYB20 ortholog),,,,,,PtrhAT is nuclear protein with transcriptional repressor activity; direct repression target is PtrMYB021,,
BZIP44,GENE,CCoAOMT1,GENE,repression,transcriptional,MEDIUM,PtrbZIP44-A1 recruits HDA15 histone deacetylase to CCoAOMT2 promoter,,,,,,PtrbZIP44-A1 recruits PtrHDA15 to promoters of PtrCCoAOMT2 and PtrCCR2,,
BZIP44,GENE,CCR2,GENE,repression,transcriptional,MEDIUM,PtrbZIP44-A1 recruits HDA15 to CCR2 promoter,,,,,,PtrbZIP44-A1 recruits PtrHDA15 to promoters of PtrCCoAOMT2 and PtrCCR2,,
NF_YA11,GENE,F5H1,GENE,activation,transcriptional,HIGH,PtNF-YA11 directly binds and activates PtF5H2 promoter,,,,,,"PtF5H2 is direct target of PtNF-YA11; OE increases S-lignin, nf-ya11 KO decreases S-lignin",,
NF_YA11,GENE,Lignin_SG_Ratio,PHENOTYPE,activation,transcriptional,HIGH,PtNF-YA11 OE increases S/G ratio; CRISPR KO decreases it,,,,,,S/G lignin ratio increased in PtNF-YA11 OE poplar and decreased in nf-ya11 poplar,,
WBLH2,GENE,HCT1,GENE,activation,transcriptional,MEDIUM,PtrWBLH2 activates HCT1,,,,,,HCT1 regulated by PtrWBLH2,,
WBLH1,GENE,CSE1,GENE,activation,transcriptional,MEDIUM,PtrWBLH1 directly regulates CSE,,,,,,CSE directly regulated by PtrWBLH1,,
WBLH2,GENE,F5H1,GENE,activation,transcriptional,MEDIUM,PtrWBLH2 is upstream regulator of F5H,,,,,,PtrWBLH2 identified as upstream regulator of F5H genes,,
WRKY19,GENE,C4H1,GENE,repression,transcriptional,MEDIUM,PtrWRKY19 represses PtoC4H2,,,,,,PtrWRKY19 can repress the expression of PtoC4H2,,
miR397a,REGULATORY_RNA,LAC3,GENE,inhibition,post-transcriptional,HIGH,ptr-miR397a cleaves multiple PtrLAC transcripts; 5' RACE validated,,,,,,12 laccase genes directly regulated by ptr-miR397a; 17 of 34 SDX-expressed laccase genes down-regulated 32-86% in miR397a OE,,
miR166,REGULATORY_RNA,CCoAOMT1,GENE,inhibition,post-transcriptional,LOW,miR166 targets HD-ZIP III TFs which regulate CCoAOMT,,,,,,"miRNA166 targets HD-ZIP III TFs to regulate C4H, CAD, CCoAOMT",,
snd1_A2_IR,REGULATORY_RNA,SND1,GENE,inhibition,alternative_splicing,HIGH,Intron-retained splice variant of SND1 acts as dominant-negative,,,,,,Splice variant of SND1 transcription factor acts as dominant negative of SND1 members,,
vnd6_C1_IR,REGULATORY_RNA,VND6,GENE,inhibition,alternative_splicing,HIGH,Intron-retained VND6-C1 splice variant cross-regulates SND/VND families,,,,,,PtrVND6-C1 intron retention splice variant acts as negative regulator; reciprocal cross-regulation with SND1,,
VND6,GENE,CCoAOMT1,GENE,activation,transcriptional,MEDIUM,PtrVND6 activates vessel-type secondary wall biosynthesis including CCoAOMT1,,,,,,promoter of CCoAOMT1 is directly activated by Arabidopsis VND1-5,,
Lignin_SG_Ratio,PHENOTYPE,Wood_Decay_Resistance,PHENOTYPE,activation,structural,HIGH,"Higher S/G produces more linear, compact lignin more recalcitrant to fungal attack",,,,,,"Transgenic lines (94 mol% S and 85 mol% S) significantly more resistant than WT (65 mol% S) to brown rot, white rot, and selective delignifying white rot fungi",,
Cinnamate,METABOLITE,p_Coumarate,METABOLITE,activation,flux,HIGH,Substrate-product relationship via C4H,,,,,,C4H hydroxylates cinnamate to p-coumarate,,
p_Coumarate,METABOLITE,p_Coumaroyl_CoA,METABOLITE,activation,flux,HIGH,Substrate-product relationship via 4CL,,,,,,4CL catalyses the activation of 4-coumarate to 4-coumaroyl-CoA,,
p_Coumaroyl_CoA,METABOLITE,p_Coumaroyl_Shikimate,METABOLITE,activation,flux,HIGH,Substrate-product relationship via HCT,,,,,,"PtoHCT1 from Populus tomentosa was characterised in vitro, generating caffeoyl shikimate (from p-coumaroyl shikimate intermediate)",,
p_Coumaroyl_Shikimate,METABOLITE,Caffeoyl_Shikimate,METABOLITE,activation,flux,HIGH,Substrate-product relationship via C3'H,,,,,,C3'H catalyses 3'-hydroxylation of p-coumaroyl shikimate,,
Caffeoyl_CoA,METABOLITE,Feruloyl_CoA,METABOLITE,activation,flux,HIGH,Substrate-product relationship via CCoAOMT,,,,,,CCoAOMT methylates caffeoyl-CoA to feruloyl-CoA,,
Feruloyl_CoA,METABOLITE,Coniferaldehyde,METABOLITE,activation,flux,HIGH,Substrate-product relationship via CCR,,,,,,CCR converts feruloyl-CoA to coniferaldehyde,,
Coniferaldehyde,METABOLITE,Coniferyl_Alcohol,METABOLITE,activation,flux,HIGH,Substrate-product relationship via CAD,,,,,,CAD reduces coniferaldehyde to coniferyl alcohol,,
Syringyl_Monolignol_Synthesis,PROCESS,Lignin_SG_Ratio,PHENOTYPE,activation,flux,HIGH,The S-branch flux directly sets the S/G ratio numerator,,,,,,S/G ratio is determined by the partitioning between coniferyl and sinapyl alcohols,,
Guaiacyl_Monolignol_Synthesis,PROCESS,Lignin_SG_Ratio,PHENOTYPE,inhibition,flux,HIGH,G-branch flux sets the S/G ratio denominator; excess G lowers S/G,,,,,,S/G ratio is determined by the partitioning between coniferyl and sinapyl alcohols,,
NAC156,GENE,CCoAOMT1,GENE,activation,transcriptional,MEDIUM,PtrNAC156 activates PtrCCoAOMT1 promoter,,,,,,PtrNAC156 activate the promoters of PtrCesA8 and PtrCCoAOMT1,,
NAC157,GENE,CCoAOMT1,GENE,activation,transcriptional,MEDIUM,PtrNAC157 activates secondary wall promoters,,,,,,PtrNAC157 only activated that of PtrCesA8,,
Lignin_Polymerization,PROCESS,Wood_Decay_Resistance,PHENOTYPE,activation,structural,MEDIUM,Greater lignification impedes fungal wood decay,,,,,,"A more linear structure presumably results in a more compact arrangement of lignin chains in a lignocellulosic complex, rendering it more recalcitrant to attack",,
Tension_Wood,ENVIRONMENT,Lignin_SG_Ratio,PHENOTYPE,activation,developmental,MEDIUM,Tension wood formation (gravitropic response in bent poplar stems) elevates syringyl monomer proportion in the lignin of upper-side gelatinous fibres compared with normal or opposite wood,,,,,,"In the wild-type poplar, the lignin in tension wood contained a significantly higher percentage of syringyl than normal wood or opposite wood",,
MYB74,GENE,CCR2,GENE,activation,transcriptional,MEDIUM,PtoMYB74 directly activates the CCR2 promoter in transactivation assays,,,,,,"PtoMYB74 could activate the promoters of biosynthetic genes for lignin (CCOAOMT1, CCR2, C3H3, C4H2, F5H2) and cellulose (CesA2B)",,
MYB74,GENE,C3H1,GENE,activation,transcriptional,MEDIUM,PtoMYB74 directly activates the C3H3 promoter (C3H1 ortholog) in transactivation assays,,,,,,"PtoMYB74 could activate the promoters of biosynthetic genes for lignin (CCOAOMT1, CCR2, C3H3, C4H2, F5H2)",,
MYB74,GENE,C4H1,GENE,activation,transcriptional,MEDIUM,PtoMYB74 directly activates the C4H2 promoter in transactivation assays,,,,,,"PtoMYB74 could activate the promoters of biosynthetic genes for lignin (CCOAOMT1, CCR2, C3H3, C4H2, F5H2)",,
MYB74,GENE,F5H1,GENE,activation,transcriptional,MEDIUM,PtoMYB74 directly activates the F5H2 promoter in transactivation assays (F5H1 is the collapsed paralog node),,,,,,"PtoMYB74 could activate the promoters of biosynthetic genes for lignin (CCOAOMT1, CCR2, C3H3, C4H2, F5H2)",,
ARF2_1,GENE,SND1,GENE,repression,transcriptional,MEDIUM,PtrARF2.1 represses expression of secondary-wall NAC master switches WND2B/WND6B (poplar SND1 paralogs); WND2B and WND6B are upregulated in PtrARF2.1-RNAi leaves,,,,,,"transcript abundance of WND2B, WND6B and MYB92 were upregulated in PtrARF2.1-RNAi leaves",,
