test_id,gene,perturbation_type,gene_modifier,exogenous_node,exogenous_value,comparison_baseline,phenotype_node,expected_direction,expected_magnitude,doi,paper_title,authors,year,journal,evidence_sentence,verification,evidence_quality,species,notes
T019,SND1,overexpression,,,,,,increased,moderate,,,,,,Overexpression of PtrWND2 and PtrWND6 in Arabidopsis leads to activation of secondary wall biosynthetic genes and ectopic deposition of secondary walls,,,Populus,
T020,SND1,loss_of_function,,,,,,decreased,strong,,,,,,Dominant repression of PtrWND2B reduced wall thickness of xylary fibers by 56%,,,Populus alba x tremula,
T021,MYB3,loss_of_function,,,,,,decreased,strong,,,,,,thickness of secondary walls in wood fibers in PtrMYB3 and PtrMYB21 repressors was reduced by 60 to 70%,,,Populus,
T022,MYB21,loss_of_function,,,,,,decreased,strong,,,,,,strong alterations in wall thickness and vessel morphology in wood of stems,,,Populus,
T023,MYB152,overexpression,,,,,,increased,moderate,,,,,,24% and 18% increase in lignin for 35S:PtrMYB152 and PtrCesA8:PtrMYB152; S/G monomer ratio higher (0.37-0.42) vs wild-type (0.31),,,Arabidopsis,
T024,MYB156,overexpression,,,,,,decreased,strong,,,,,,"Transgenic plants overexpressing PtoMYB156 displayed a dramatic decrease in secondary wall thicknesses of xylem fibers and the content of cellulose, lignin and xylose compared with wild-type",,,Populus tomentosa,
T025,MYB221,overexpression,,,,,,decreased,moderate,,,,,,"35S:PdMYB221: lignin decreased 28%, cellulose 10%, xylose 26%; plants cannot remain upright",,,Arabidopsis,
T026,KNAT7,overexpression,,,,,,increased,slight,,,,,,No significant changes in lignin content; 5-7% increase in S/G ratios,,,Populus tremula x alba,
T027,KNAT7,knockdown,,,,,,increased,slight,,,,,,significant decrease of about 6% lignin; 8-12% increase in S/G ratios,,,Populus tremula x alba,
T028,LTF1,phospho_dead_mutant,,,,,,decreased,moderate,,,,,,Expression of a phosphorylation-null mutant version of LTF1 led to stable protein accumulation and persistent attenuation of lignification in wood cells,,,Populus,
T029,NF_YA11,overexpression,,,,,,increased,moderate,,,,,,S/G lignin ratio was increased in PtNF-YA11-overexpressing poplars,,,Populus trichocarpa,
T030,NF_YA11,knockout_CRISPR,,,,,,decreased,moderate,,,,,,CRISPR-Cas9 edited nf-ya11 poplars exhibit a decrease in S-lignin composition and S/G ratio,,,Populus trichocarpa,
T031,miR397a,overexpression,,,,,,unchanged,slight,,,,,,S/G ratio of 2.2 compared with 2.1 in WT. The difference was not significant,,,Populus trichocarpa,
T032,SND1_B,loss_of_function,,,,,,decreased,strong,,,,,,Dominant repression of PtrWND6B reduced wall thickness by 68%,,,Populus alba x tremula,
T033,HCT1,knockdown,,,,,,unchanged,slight,,,,,,lignin content of HCT samples was 9.4% lower than non-modified samples; no significant differences in S/G ratio and the distribution of the inter-unit linkages between the control and HCT down-regulated poplar,,,Populus alba x glandulosa,
T034,Tension_Wood,treatment,,,,,,increased,moderate,,,,,,"In the wild-type poplar, the lignin in tension wood contained a significantly higher percentage of syringyl than normal wood or opposite wood",,,Populus tremula x alba (clone 717),
