edge_id,source,target,sign,effect,pmid,inferred
E0401,warm temperatures,Hypocotyl_Length,1,activation,25557667,False
E0402,EBF1,Hypocotyl_Length,-1,repression,36555537,False
E0403,tub4P287L mutation,Hypocotyl_Length,-1,repression,25899068,False
E0404,lower ploidy levels,Hypocotyl_Length,-1,repression,26662023,False
E0405,Strigolactones,Hypocotyl_Length,-1,repression,34305975,False
E0406,HSFA1S,Hypocotyl_Length,1,activation,37922351,False
E0407,CYTOKININ,Hypocotyl_Length,-1,repression,12228552,False
E0408,5-Methyltetrahydrofo,Hypocotyl_Length,1,activation,25000295,False
E0409,ATMAP65-1,Hypocotyl_Length,1,activation,34906086,False
E0410,GCHXK,Hypocotyl_Length,1,activation,34155329,False
E0411,green light,Hypocotyl_Length,1,activation,16117835,False
E0412,PECRY1,Hypocotyl_Length,-1,repression,25503486,False
E0413,IAA14,Hypocotyl_Length,1,activation,17430601,False
E0414,ATIBH1,Hypocotyl_Length,1,activation,29860272,False
E0415,BAF60,Hypocotyl_Length,1,activation,28619072,False
E0416,SUBMERGENCE,Hypocotyl_Length,1,activation,31638649,False
E0417,CSN,Hypocotyl_Length,1,activation,28377589,False
E0418,ER,Hypocotyl_Length,-1,repression,29467786,False
E0419,ZAXINONE,Hypocotyl_Length,-1,repression,32477389,False
E0420,HXK1,Hypocotyl_Length,1,activation,34155329,False
E0421,CIP7,Hypocotyl_Length,1,activation,38494883,False
E0422,Warm night temperatu,Hypocotyl_Length,1,activation,33098600,False
E0423,3-bromo-7-nitroindaz,Hypocotyl_Length,1,activation,28011868,False
E0424,GNS,Hypocotyl_Length,-1,repression,29042542,False
