network,edge_id,source,target,sign,confidence,in_model,n_papers,dois
Shoot Branching,E241,SMXL8,SPL9,-1,HIGH,False,1,10.1038/s41467-020-15893-7
Shoot Branching,E242,SMXL8,Shoot_Branching,1,HIGH,False,1,10.1105/tpc.15.00605
Shoot Branching,E243,SPL15,BRC1,1,HIGH,False,1,10.1038/s41467-020-15893-7
Shoot Branching,E244,SPL9,BRC1,1,HIGH,False,8,10.1038/s41467-020-15893-7; authors; claim; doi; evidence_sentence; journal; title; year
Shoot Branching,E245,SPL9,LAS,-1,HIGH,False,7,authors; claim; doi; evidence_sentence; journal; title; year
Shoot Branching,E246,SPL9,Shoot_Branching,-1,HIGH,False,1,10.1038/s41467-020-15893-7
Shoot Branching,E247,SPS,Cytokinin,-1,HIGH,False,1,10.1101/gad.887301
Shoot Branching,E248,SPS,Shoot_Branching,-1,HIGH,False,1,10.1101/gad.887301
Shoot Branching,E249,STM,Cytokinin,1,HIGH,False,1,10.1093/plphys/kiab071
Shoot Branching,E250,STM,IPT,1,HIGH,False,7,authors; claim; doi; evidence_sentence; journal; title; year
