node,node_type,activators,inhibitors,formula
Phytoene,,"CRTB,GGPP",,"Phytoene = (max(CRTB, 0.01) * max(GGPP, 0.01))^(1/2) * gene_modifier + exogenous_supply"
ROS,,Oxygen_Level,"KATE,Lycopene_Titer","ROS = max(Oxygen_Level, 0.01)^(1/1) * min(1/max(KATE * Lycopene_Titer, 0.1), 10.0) * gene_modifier + exogenous_supply"
PGI,,,,PGI = gene_modifier + exogenous_supply
ZWF,,SOXS,,"ZWF = max(SOXS, 0.01)^(1/1) * gene_modifier + exogenous_supply"
GAPA,,,,GAPA = gene_modifier + exogenous_supply
PYKA,,,,PYKA = gene_modifier + exogenous_supply
PYKF,,,,PYKF = gene_modifier + exogenous_supply
PPC,,,,PPC = gene_modifier + exogenous_supply
PPS,,"NRI,CRA",,"PPS = (max(NRI, 0.01) * max(CRA, 0.01))^(1/2) * gene_modifier + exogenous_supply"
EDD,,,,EDD = gene_modifier + exogenous_supply
EDA,,,,EDA = gene_modifier + exogenous_supply
GND,,,,GND = gene_modifier + exogenous_supply
GDHA,,,,GDHA = gene_modifier + exogenous_supply
ACEE,,,"ARCA,FNR","ACEE = min(1/max(ARCA * FNR, 0.1), 10.0) * gene_modifier + exogenous_supply"
PTA,,,,PTA = gene_modifier + exogenous_supply
LDH,,,,LDH = gene_modifier + exogenous_supply
DXS,,"IPTG,Arabinose",,"DXS = (max(IPTG, 0.01) * max(Arabinose, 0.01))^(1/2) * gene_modifier + exogenous_supply"
DXR,,"Arabinose,NADPH",,"DXR = (max(Arabinose, 0.01) * max(NADPH, 0.01))^(1/2) * gene_modifier + exogenous_supply"
IDI,,"NRI,IPTG,Arabinose,Plasmid_Copy_Number",,"IDI = (max(NRI, 0.01) * max(IPTG, 0.01) * max(Arabinose, 0.01) * max(Plasmid_Copy_Number, 0.01))^(1/4) * gene_modifier + exogenous_supply"
ATOB,,,,ATOB = gene_modifier + exogenous_supply
HMGS,,,,HMGS = gene_modifier + exogenous_supply
HMGR,,NADPH,,"HMGR = max(NADPH, 0.01)^(1/1) * gene_modifier + exogenous_supply"
MVK,,"Plasmid_Copy_Number,ATP","GPP,FPP,GGPP","MVK = (max(Plasmid_Copy_Number, 0.01) * max(ATP, 0.01))^(1/2) * min(1/max(GPP * FPP * GGPP, 0.1), 10.0) * gene_modifier + exogenous_supply"
MVD,,,,MVD = gene_modifier + exogenous_supply
ISPA,,Arabinose,,"ISPA = max(Arabinose, 0.01)^(1/1) * gene_modifier + exogenous_supply"
ISPB,,,,ISPB = gene_modifier + exogenous_supply
CRTE,,"IPTG,Plasmid_Copy_Number",,"CRTE = (max(IPTG, 0.01) * max(Plasmid_Copy_Number, 0.01))^(1/2) * gene_modifier + exogenous_supply"
CRTB,,"IPTG,Plasmid_Copy_Number",,"CRTB = (max(IPTG, 0.01) * max(Plasmid_Copy_Number, 0.01))^(1/2) * gene_modifier + exogenous_supply"
CRTI,,"IPTG,Plasmid_Copy_Number,NADPH",,"CRTI = (max(IPTG, 0.01) * max(Plasmid_Copy_Number, 0.01) * max(NADPH, 0.01))^(1/3) * gene_modifier + exogenous_supply"
RPOS,,CRL,HNR,"RPOS = max(CRL, 0.01)^(1/1) * min(1/max(HNR, 0.1), 10.0) * gene_modifier + exogenous_supply"
CRL,,,,CRL = gene_modifier + exogenous_supply
HNR,,,,HNR = gene_modifier + exogenous_supply
ARCA,,,Oxygen_Level,"ARCA = min(1/max(Oxygen_Level, 0.1), 10.0) * gene_modifier + exogenous_supply"
FNR,,,Oxygen_Level,"FNR = min(1/max(Oxygen_Level, 0.1), 10.0) * gene_modifier + exogenous_supply"
SOXR,,,,SOXR = gene_modifier + exogenous_supply
SOXS,,SOXR,,"SOXS = max(SOXR, 0.01)^(1/1) * gene_modifier + exogenous_supply"
CRA,,,,CRA = gene_modifier + exogenous_supply
NRI,,Acetyl_P,,"NRI = max(Acetyl_P, 0.01)^(1/1) * gene_modifier + exogenous_supply"
KATE,,RPOS,,"KATE = max(RPOS, 0.01)^(1/1) * gene_modifier + exogenous_supply"
Lycopene_Titer,,"CRTI,Phytoene,MEMBRANE_STORAGE","Temperature,ROS,ENVELOPE_STRESS","Lycopene_Titer = (max(CRTI, 0.01) * max(Phytoene, 0.01) * max(MEMBRANE_STORAGE, 0.01))^(1/3) * min(1/max(Temperature * ROS * ENVELOPE_STRESS, 0.1), 10.0) * gene_modifier + exogenous_supply"
ENVELOPE_STRESS,,,,ENVELOPE_STRESS = gene_modifier + exogenous_supply
MEMBRANE_STORAGE,,,,MEMBRANE_STORAGE = gene_modifier + exogenous_supply
