test_id,gene,perturbation_type,gene_modifier,exogenous_node,exogenous_value,comparison_baseline,phenotype_node,expected_direction,expected_magnitude,doi,paper_title,authors,year,journal,evidence_sentence,verification,evidence_quality,species,notes
T032,GdhA_AceE_FdhF_YjiD_YcgW,combined,,,,,,increased,strong,,,,,,multi-dimensional search...3.7-fold increase in lycopene production...deletion of gdhA/aceE/fdhF and the overexpression of yjiD/ycgW,,,Escherichia coli,
T033,Alper2005_8.5fold_combinatorial,combined,,,,,,increased,strong,,,,,,"yielded a unique set of 64 knockout strains, which included a global maximum strain exhibiting an 8.5-fold product increase over recombinant K12 wild type",,,Escherichia coli,
T034,CRP_engineered,overexpression,,,,,,increased,slight,,,,,,A mutant strain with an engineered CRP produced approximately 25% more lycopene,,,Escherichia coli,
T035,RpoS,knockout,,,,,,decreased,strong,,,,,,MG1655* accumulates sevenfold more lycopene than...Seq+ after rpoS complementation,,,Escherichia coli,
T036,AppY_Dxs,combined,,,,,,increased,strong,,,,,,co-expression of appY with dxs produced an eight-fold improvement in lycopene yield,,,Escherichia coli,
T037,AppY_Crl_RpoS_Dxs,combined,,,,,,increased,strong,,,,,,"co-expression of appY, crl, and rpoS with dxs",,,Escherichia coli,
T038,Hnr_YliE,double_knockout,,,,,,increased,moderate,,,,,,Î”hnr Î”yliE mutant...significantly improved lycopene production,,,Escherichia coli,
T039,Ppc_Pck,combined,,,,,,increased,moderate,,,,,,reconstruction of the metabolic pathways from G3P to pyruvate...lycopene production was significantly increased,,,Escherichia coli,
T040,Plsb_Plsc_Almgs,combined,,,,,,increased,strong,,,,,,"amount of the membrane component, glycerophospholipids, was increased...36.4 mg/g DCW of lycopene accumulated",,,Escherichia coli,
T041,WaaC,knockout,,,,,,increased,moderate,,,,,,deletion of the waaC and waaF genes greatly promoted lycopene production,,,Escherichia coli,
T042,WaaF,knockout,,,,,,increased,moderate,,,,,,deletion of the waaC and waaF genes greatly promoted lycopene production,,,Escherichia coli,
T043,Lpp_NlpI_MlaE_TolA,quadruple_knockout,,,,,,increased,strong,,,,,,"deletion of the lpp, nlpI, mlaE, and tolA genes...59.34-fold improvement in extracellular lycopene production",,,Escherichia coli,
T044,AlphaKGDH_SDH_TalB,combined,,,,,,increased,strong,,,,,,modulated to increase NADPH and ATP...significant increase in the lycopene yield...50.6 mg/g DCW,,,Escherichia coli,
T045,GdhA_EutD_TpiA_OmpE_OmpN,combined,,,,,,increased,strong,,,,,,"Deletion of gdhA, eutD; overexpression of tpiA, ompE, and ompN...174% increase in lycopene titer",,,Escherichia coli,
T046,Chassis_MG1655,environmental,,,,,,increased,strong,,,,,,MG1655 expressed lycopene production capacity 10 to 16 times higher than commonly used laboratory strains such as DH5Î± and BL21 (DE3),,,Escherichia coli,
T047,Chassis_BL21,environmental,,,,,,decreased,moderate,,,,,,"10 to 16 times higher than commonly used laboratory strains, such as DH5Î± and BL21 (DE3)",,,Escherichia coli,
T048,Chassis_W3110,environmental,,,,,,decreased,slight,,,,,,"W3110 carries the rpoS396(Am) allele, while MG1655 has the pseudorevertant Q33 allele",,,Escherichia coli,
T049,Chassis_DH5alpha,environmental,,,,,,decreased,strong,,,,,,MG1655 expressed lycopene production capacity 10 to 16 times higher than commonly used laboratory strains such as DH5Î±,,,Escherichia coli,
T050,Chassis_SURE,environmental,,,,,,decreased,strong,,,,,,the SURE and W strains expressed the lowest (0 g/l) in an LB medium,,,Escherichia coli,
T051,IPTG_high,chemical_treatment,,,,,,increased,moderate,,,,,,"E. coli harboring the P. agglomerans crt genes produced 27 mg/l of lycopene in 2YT medium without IPTG induction, which was twofold higher than that produced by E. coli harboring the P. ananatis crt genes (12 mg/l lycopene) with 0.1 mM IPTG induction",,,Escherichia coli,
T052,IPTG_absent,chemical_treatment,,,,,,decreased,strong,,,,,,E. coli harboring the P. agglomerans crt genes produced 27 mg/l of lycopene in 2YT medium without IPTG induction,,,Escherichia coli,
T053,Arabinose_1pct,chemical_treatment,,,,,,increased,strong,,,,,,Cells were inoculated into 50 ml of LB with 1% L-arabinose...incubation at 30Â°C and 200 rpm for 60 h,,,Escherichia coli,
T054,Arabinose_absent,chemical_treatment,,,,,,decreased,strong,,,,,,expressed under the PBAD promoter regulated by AraC protein and arabinose,,,Escherichia coli,
T055,Glucose_carbon,environmental,,,,,,unchanged,,,,,,,synergetic fermentation of glucose and glycerol,,,Escherichia coli,
T056,Glycerol_carbon,environmental,,,,,,increased,strong,,,,,,"cells grown in 2xYTg achieved 4.6, 4.1, and 4-fold higher lycopene titers (651 mg/l)",,,Escherichia coli,
T057,Xylose_carbon,environmental,,,,,,decreased,moderate,,,,,,different carbon sources,,,Escherichia coli,
T058,Temperature_37,environmental,,,,,,decreased,moderate,,,,,,temperature-shift culture method (37â†’25 Â°C)...further augment lycopene production,,,Escherichia coli,
T059,Temperature_28,environmental,,,,,,increased,moderate,,,,,,Switching biomass accumulation and production of lycopene in E. coli at a specific temperature (18Â°C) has shown effectiveness in precluding metabolic stress,,,Escherichia coli,
T060,Temperature_shift_37to25,environmental,,,,,,increased,moderate,,,,,,temperature-shift culture method (37â†’25 Â°C)...further augment lycopene production,,,Escherichia coli,
T061,Aeration_high,environmental,,,,,,decreased,slight,,,,,,proteins involved in aerobic respiration and the TCA cycle were increased,,,Escherichia coli,
T062,Microaerobic,environmental,,,,,,unchanged,,,,,,,anaerobic energy metabolism,,,Escherichia coli,
T063,Menadione_treatment,chemical_treatment,,,,,,decreased,strong,,,,,,measurable lycopene content decreased significantly in the presence of sublethal doses of menadione,,,Escherichia coli,
T064,RpoS_KatE,combined,,,,,,increased,strong,,,,,,"overexpression of katE increased measurable lycopene in MG1655*, reducing the difference...to less than two-fold from previously eightfold",,,Escherichia coli,
T065,SoxR,knockout,,,,,,increased,slight,,,,,,The SoxRS regulon is a response mechanism to O2- and to redox-cycling compounds,,,Escherichia coli,
T066,SoxS,knockout,,,,,,increased,slight,,,,,,Expression of zwf gene that encodes the first key enzyme from the pentose phosphate pathway is among others controlled by the SoxRS regulon,,,Escherichia coli,
T067,OxyR,knockout,,,,,,decreased,moderate,,,,,,The OxyR system (which responds to H2O2),,,Escherichia coli,
T068,FNR,knockout,,,,,,unchanged,,,,,,,anaerobic energy metabolism,,,Escherichia coli,
T069,ArcA,knockout,,,,,,increased,slight,,,,,,presumably improve carbon flux to pyruvate and formate,,,Escherichia coli,
T070,Cra,knockout,,,,,,decreased,slight,,,,,,recruited and altered the Ntr regulon (a global regulatory system in Escherichia coli) to control the engineered lycopene biosynthesis pathway,,,Escherichia coli,
T071,Crl,knockout,,,,,,decreased,slight,,,,,,Crl (transcriptional regulator of csgBA for curli surface fiber formation) also enhanced lycopene production,,,Escherichia coli,
T072,Hnr,knockout,,,,,,increased,slight,,,,,,Î”hnr Î”yliE mutant...significantly improved lycopene production,,,Escherichia coli,
T073,YliE,knockout,,,,,,increased,slight,,,,,,Î”hnr Î”yliE mutant...significantly improved lycopene production,,,Escherichia coli,
T074,YtjC,knockout,,,,,,increased,slight,,,,,,The study identified two distinct gene sets affecting lycopene synthesis...one increasing precursor availability,,,Escherichia coli,
T075,YjiD,knockout,,,,,,increased,moderate,,,,,,"four-fold increase in lycopene yield following the deletion of gdhA, aceE, and yjiD",,,Escherichia coli,
T076,MVA_upper_only_mvaE_mvaS,overexpression,,,,,,increased,moderate,,,,,,"ES (mvaE, mvaS) cassette...catalyzes the conversion from acetyl-CoA to mevalonic acid",,,Escherichia coli,
T077,MVA_lower_plus_mevalonate_feed,combined,,,,,,increased,moderate,,,,,,only the lower pathway was employed...mevalonate was supplied...significant increase in lycopene production,,,Escherichia coli,
T078,MVA_plus_TypeII_IDI,combined,,,,,,increased,strong,,,,,,heterologous MVA pathway...combined with the overexpression of a type 2 IDI...significantly elevating lycopene production,,,Escherichia coli,
T079,Fed_batch_glucose,environmental,,,,,,increased,strong,,,,,,reaching 1.22 g/L of lycopene...in a 5 L fermenter with mean productivity of 61.0 mg/L/h,,,Escherichia coli,
T080,Fructose_auxiliary,chemical_treatment,,,,,,increased,strong,,,,,,6 g/L fructose exhibited the highest lycopene yield...1050 mg/L,,,Escherichia coli,
T081,mRNA_secondary_structure_optimization,combined,,,,,,increased,moderate,,,,,,enhancement of mRNA stability by varying the mRNA secondary structures,,,Escherichia coli,
T082,Chromosomal_integration,combined,,,,,,increased,strong,,,,,,Synthesis genes were integrated into chromosome...33.43 mg/g DCW,,,Escherichia coli,
T083,MAGE_Wang2009,combined,,,,,,increased,moderate,,,,,,Large-scale programming...9 mg/g DCW,,,Escherichia coli,
T084,SSA_GoldenGate_combinatorial,combined,,,,,,increased,strong,,,,,,new combinatorial multi-gene pathway assembly scheme...448 mg/g DCW,,,Escherichia coli,
T085,CrtE_Pagglomerans_vs_Pananatis,combined,,,,,,increased,moderate,,,,,,E. coli harboring the P. agglomerans crt genes produced 27 mg/l of lycopene...twofold higher than that produced by E. coli harboring the P. ananatis crt genes (12 mg/l lycopene),,,Escherichia coli,
T086,Plasmid_copy_high,environmental,,,,,,increased,moderate,,,,,,three copies of lycopene expression pathway was comprehended as the best performer,,,Escherichia coli,
T087,Idi_Dxs_crt_RBS_tuning,combined,,,,,,increased,slight,,,,,,RBS libraries...leading to an increase in lycopene yield by 32%,,,Escherichia coli,
T088,CrtE_Pagglomerans_OE_noIPTG,overexpression,,,,,,increased,moderate,,,,,,E. coli harboring the P. agglomerans crt genes produced 27 mg/l of lycopene in 2YT medium without IPTG induction,,,Escherichia coli,
T089,Control_WT,control,,,,,,unchanged,,,,,,,The MG1655 strain (141 mg/L) expressed the highest lycopene titer,,,Escherichia coli,
T090,TalB,overexpression,,,,,,increased,moderate,,,,,,transaldolase B...modulated to increase NADPH and ATP...significant increase in the lycopene yield...50.6 mg/g DCW,,,Escherichia coli,
T091,Dxs_Dxr_IspA_Idi,combined,,,,,,increased,strong,,,,,,"four E. coli genes (dxs, dxr, ispA, and idi) were cloned into a mid-copy plasmid and overexpressed",,,Escherichia coli,
T092,GdhA,knockout,,,,,,increased,moderate,,,,,,gdhA deletion could increase the availability of NADPH,,,Escherichia coli,
T093,Edd,overexpression,,,,,,decreased,weak,,,,,,zwf overexpression: +20% neurosporene; edd overexpression: -20% neurosporene; eda overexpression: +12% neurosporene; pgi deletion: +25% neurosporene; pfk_A deletion: +25%; pfk_AB deletion: +25%; final ED/PPP strain reached 17.8 mg/g DCW lycopene (3.6x non-ED/PP baseline),,,Escherichia coli,
T094,Eda,overexpression,,,,,,increased,weak,,,,,,zwf overexpression: +20% neurosporene; edd overexpression: -20% neurosporene; eda overexpression: +12% neurosporene; pgi deletion: +25% neurosporene; pfk_A deletion: +25%; pfk_AB deletion: +25%; final ED/PPP strain reached 17.8 mg/g DCW lycopene (3.6x non-ED/PP baseline),,,Escherichia coli,
T095,PfkA,knockout,,,,,,increased,weak,,,,,,zwf overexpression: +20% neurosporene; edd overexpression: -20% neurosporene; eda overexpression: +12% neurosporene; pgi deletion: +25% neurosporene; pfk_A deletion: +25%; pfk_AB deletion: +25%; final ED/PPP strain reached 17.8 mg/g DCW lycopene (3.6x non-ED/PP baseline),,,Escherichia coli,
T096,PfkA_PfkB,double_knockout,,,,,,increased,moderate,,,,,,zwf overexpression: +20% neurosporene; edd overexpression: -20% neurosporene; eda overexpression: +12% neurosporene; pgi deletion: +25% neurosporene; pfk_A deletion: +25%; pfk_AB deletion: +25%; final ED/PPP strain reached 17.8 mg/g DCW lycopene (3.6x non-ED/PP baseline),,,Escherichia coli,
T097,Gnd,knockout,,,,,,decreased,moderate,,,,,,zwf overexpression: +20% neurosporene; edd overexpression: -20% neurosporene; eda overexpression: +12% neurosporene; pgi deletion: +25% neurosporene; pfk_A deletion: +25%; pfk_AB deletion: +25%; final ED/PPP strain reached 17.8 mg/g DCW lycopene (3.6x non-ED/PP baseline),,,Escherichia coli,
T098,ED_pathway_engineered_PTXIGK,combined,,,,,,increased,strong,,,,,,zwf overexpression: +20% neurosporene; edd overexpression: -20% neurosporene; eda overexpression: +12% neurosporene; pgi deletion: +25% neurosporene; pfk_A deletion: +25%; pfk_AB deletion: +25%; final ED/PPP strain reached 17.8 mg/g DCW lycopene (3.6x non-ED/PP baseline),,,Escherichia coli,
T099,MVK_V13D_S148I_V301E_triple,overexpression,,,,,,increased,strong,,,,,,the mutant MK increased 2.4-fold lycopene compared with wild-type MK; engineered strain reached 1.43 g/L and 19.83 mg/g DCW vs 0.72 g/L and 8.32 mg/g for wild-type,,,Escherichia coli,
T100,KatE,overexpression,,,,,,increased,moderate,,,,,,overexpression of katE increased measurable lycopene in MG1655* and reduced the 8-fold difference to less than 2-fold,,,Escherichia coli,
T101,KatE_OE_Menadione,combined,,,,,,increased,moderate,,,,,,KatE overexpression mitigates the menadione-induced lycopene loss,,,Escherichia coli,
T102,Almgs_PlsB_PlsC,combined,,,,,,increased,strong,,,,,,"The strain LYC101-37Almgs(pPlsb-plsc) reached 358.9 mg/L lycopene with 36.4 mg/g DCW at 96 h, 1.32-fold higher than parent",,,Escherichia coli,
T103,PlsB_PlsC_DgkA,combined,,,,,,increased,moderate,,,,,,"PlsB + PlsC + DgkA reached 30.5 mg/g DCW, comparable to (slightly lower than) PlsB + PlsC alone",,,Escherichia coli,
T104,LM22_downstream_MVA_RBS_tuned,combined,,,,,,increased,strong,,,,,,"The shake flask culture of the selected high-yield strain resulted in a lycopene yield of 219.7 mg/g DCW, which was 4.6 times that of the reference strain",,,Escherichia coli,
T105,MVA_midstream_T7_strong_promoter,overexpression,,,,,,decreased,moderate,,,,,,Lycopene accumulation increased correspondingly as the promoter of the midstream module changed from pT7 to pTrc with decreasing strength,,,Escherichia coli,
T106,MVA_Esaccharolyticus_Scerevisiae_pSCS3,combined,,,,,,increased,strong,,,,,,"pSCS3-pLYC produced 77 mg/l lycopene (8.6-fold higher than control, 97% higher than pSNA); pSCS1-pLYC fed-batch: 1.32 g/L (76% improvement over pSNA)",,,Escherichia coli,
T107,MVA_Efaecalis_Spneumoniae_pSNA,combined,,,,,,increased,moderate,,,,,,"pSCS3-pLYC produced 77 mg/l lycopene (8.6-fold higher than control, 97% higher than pSNA); pSCS1-pLYC fed-batch: 1.32 g/L (76% improvement over pSNA)",,,Escherichia coli,
T108,Ppc,knockout,,,,,,decreased,moderate,,,,,,Deletion of ppc removes the anaplerotic OAA branch; in lycopene production backgrounds this commonly decreases growth rate and lycopene titer,,,Escherichia coli,
