test_id,gene,perturbation_type,gene_modifier,exogenous_node,exogenous_value,comparison_baseline,phenotype_node,expected_direction,expected_magnitude,doi,paper_title,authors,year,journal,evidence_sentence,verification,evidence_quality,species,notes
T019,SbCO,loss_of_function,,,,WT,Flowering_Time,increased,strong,,,,,,SbCO...functions as an activator of flowering in long and short days in sorghum genotypes using RILs with null versions of Sbprr37-1 and Sbghd7-1...Sbco-3 null.,,,Sorghum bicolor,SbCO → CO (species-prefix strip).
T020,"SbPRR37,SbPhyB",double_mutant,,,,WT,Flowering_Time,decreased,strong,,,,,,38M ma1 ma3_R: Early LD flowering; flowers earlier in LDs and has more florigen encoding transcripts than 44M.,,,Sorghum bicolor,ma1 ma3^R double recessive = PRR37 null + PhyB null.
T021,"SbPRR37,SbGhd7",double_mutant,,,,WT,Flowering_Time,decreased,strong,,,,,,"In sorghum grown in LD, PRR37 was found to reduce the expression of SbEhd1 and to act together with Ma6 to inhibit flowering...Ghd7 confers photoperiod sensitivity and delays flowering in LDs, even in genotypes that are null for PRR37.",,,Sorghum bicolor,ma1 ma6 double recessive = PRR37 null + GHD7 null. Both LD-repressors lost.
T022,"SbPhyB,SbPhyC",double_mutant,,,,WT,Flowering_Time,decreased,strong,,,,,,"ma3Rma3R ma5ma5 double recessive PhyB and Ma5...Early, similar to single mutants.",,,Sorghum bicolor,ma3^R ma5 double recessive = PhyB null + PhyC null.
T023,"SbPRR37,Ma2_SMYD",double_mutant,,,,WT,Flowering_Time,decreased,strong,,,,,,ma1ma2 genotypes flower earlier than ma1Ma2.,,,Sorghum bicolor,ma1 ma2 double recessive; ma2 encodes SET/MYND domain protein MA2_SMYD.
T024,PHOTOPERIOD,environmental,,,,WT,Flowering_Time,increased,strong,,,,,,100M PHYB Normal genotype Long Days vs Short Days: 126 vs 59 days; LD causes LATE flowering.,,,Sorghum bicolor,LD exposure in photoperiod-sensitive 100M WT; LD delays vs SD baseline.
T025,PHOTOPERIOD,environmental,,,,mutant,Flowering_Time,unchanged,,,,,,,BTx623 (photoperiod-insensitive)...flowers in a comparable time under LD and SD conditions.,,,Sorghum bicolor,BTx623/ATx623 ma1 (prr37-null) + SD shift; photoperiod insensitivity test. comparison_baseline=mutant (BTx623 LD vs BTx623 SD).
T026,PHOTOPERIOD,environmental,,,,WT,Flowering_Time,unchanged,,,,,,,"In DD, neither peak of SbPRR37 expression was observed.",,,Sorghum bicolor,Continuous darkness removes Light and Photoperiod_LD sources; tests clock/photoperiod independence.
T027,SbFT1,overexpression,,,,WT,Flowering_Time,decreased,strong,,,,,,"activate flowering in transgenic Arabidopsis plants, suggesting florigenic potential.",,,Arabidopsis thaliana (complementation),SbFT1 → FT1 (species-prefix strip).
T028,SbFT8,overexpression,,,,WT,Flowering_Time,decreased,strong,,,,,,activate flowering in transgenic Arabidopsis plants.,,,Arabidopsis thaliana (complementation),SbFT8 → FT8 (species-prefix strip).
T029,SbFT10,overexpression,,,,WT,Flowering_Time,decreased,strong,,,,,,activate flowering in transgenic Arabidopsis plants.,,,Arabidopsis thaliana (complementation),SbFT10 → FT10 (species-prefix strip).
T030,Gibberellin,treatment,,,,WT,Flowering_Time,decreased,moderate,,,,,,"under inductive 10-h photoperiods, the peak of GA20 and GA1 levels was shifted to an early morning peak, and flowering was hastened.",,,Sorghum bicolor,Exogenous GA3 → Gibberellin source boost.
T031,SbPRR37,loss_of_function,,,,WT,Flowering_Time,decreased,moderate,,,,,,R.07007 (SbPRR37 functional + ma5 recessive) Early flowering ~68d...Altered evening SbPRR37 peak.,,,Sorghum bicolor,SbPRR37 → PRR37 (species-prefix strip).
T032,SbPhyB,environmental,,,,WT,Flowering_Time,increased,strong,,,,,,100M (PHYB) Normal genotype...~126 days LD.,,,Sorghum bicolor,100M Ma3 WT under LD (~126 days); reference LD-delay phenotype. gene field misleads — no PhyB perturbation.
T033,SbFT1,environmental,,,,WT,Flowering_Time,increased,strong,,,,,,SbCN15 low expression 100M (PHYB) LD or SD Delayed in LD...Associated with LATE.,,,Sorghum bicolor,SbCN15/SbFT1 low-expression correlate under LD in photoperiod-sensitive 100M; encoded as FT1 knockdown under LD.
T034,sbi-MIR172a,gain_of_function,,,,WT,Flowering_Time,decreased,moderate,,,,,,"Chr09:62,620,720 minor allele (near mir172a): Earlier flowering (p=5.93×10⁻¹⁷ Nebraska, p=7.80×10⁻⁵ Alabama).",,,Sorghum bicolor,sbi-MIR172a → miR172a (species-prefix strip).
T035,SbSBP19,gain_of_function,,,,WT,Flowering_Time,decreased,moderate,,,,,,"SbSBP19/SbSBP4 high expression: Earlier flowering (FDR = 4.37×10⁻⁹, validated Alabama p=5.38×10⁻⁵).",,,Sorghum bicolor,SbSBP19 → SBP19 (species-prefix strip).
T036,sbi-MIR156h,gain_of_function,,,,WT,Flowering_Time,increased,moderate,,,,,,sbi-MIR156h high expression: Represses SBP factors → delayed flowering.,,,Sorghum bicolor,sbi-MIR156h → miR156h (species-prefix strip).
T037,SbFT8,gain_of_function,,,,WT,Flowering_Time,decreased,slight,,,,,,"SbFT8 minor allele (G at Chr03:69,067,236): Earlier flowering (~3-5 day difference, p=2.53×10⁻⁹ Nebraska).",,,Sorghum bicolor,SbFT8 → FT8 (species-prefix strip).
T038,SbFT12,loss_of_function,,,,WT,Flowering_Time,decreased,strong,,,,,,"Day-neutral allele: early, consistent flowering regardless of daylength; reduction-of-function from 3-bp CAAT-box deletion.",,,Sorghum bicolor,SbFT12 → FT12 (species-prefix strip).
T039,SbFT12,gain_of_function,,,,WT,Flowering_Time,increased,moderate,,,,,,two conferred statistically significant delays averaging 13.1 (P = 0.03) and 24.8 days (P = 0.09) when carrying short-day S. propinquum alleles.,,,Sorghum bicolor,SbFT12 → FT12 (species-prefix strip).
T040,"SbPRR37,SbPhyB",environmental,,,,WT,Flowering_Time,decreased,strong,,,,,,44M ma2 ma3_R: Intermediate LD flowering; flowers earlier and has more transcripts than 100M.,,,Sorghum bicolor,44M = ma2 ma3^R double recessive (not PRR37 as gene field suggests). Intermediate LD earliness.
T041,WT,environmental,,,,WT,Flowering_Time,increased,strong,,,,,,100M (Ma1 Ma2 Ma3 Ma6 dominant): Very Late LD flowering but rapidly in short days.,,,Sorghum bicolor,100M (dominant Ma1 Ma2 Ma3 Ma6) WT under LD — canonical late-flowering reference.
T042,WT,environmental,,,,WT,Flowering_Time,decreased,strong,,,,,,100M...flowers very late in LDs but rapidly in short days (SDs).,,,Sorghum bicolor,Photoperiod-sensitive WT under SD; SD flowers rapid vs LD-default baseline.
T043,Theis_sweet_sorghum,environmental,,,,WT,Flowering_Time,increased,strong,,,,,,"Theis (sweet sorghum, sensitive) Ma1: Very Late LD flowering; Leaf number: LD ~19 vs SD ≤9.",,,Sorghum bicolor,Theis (photoperiod-sensitive Ma1 cultivar) under LD. Treated as WT+LD; cultivar-level genetics are WT-like.
T044,SbPRR37,knockdown,,,,WT,Flowering_Time,decreased,moderate,,,,,,SbPRR37 low evening expression (LD) associated with early flowering.,,,Sorghum bicolor,SbPRR37 → PRR37 (species-prefix strip).
T045,SbGhd7,knockdown,,,,WT,Flowering_Time,decreased,moderate,,,,,,Ghd7 suppression: Earlier flowering via loss of LD repression (breeding target).,,,Sorghum bicolor,SbGhd7 → GHD7 (species-prefix strip).
T046,Ma4,loss_of_function,,,,WT,Flowering_Time,decreased,moderate,,,,,,"In a dominant Ma4 background, a dominant allele at Ma2 delays flowering, while in a recessive ma4 background, Ma2 has a minimal impact.",,,Sorghum bicolor,Ma4 locus not molecularly cloned; no corresponding network node.
T047,SbPRR37,heterozygous,,,,WT,Flowering_Time,decreased,slight,,,,,,qFT6b → Likely corresponds to Ma1 (PRR37); effect size 5.3-7.1 days in kafir families.,,,Sorghum bicolor,SbPRR37 → PRR37 (species-prefix strip).
T048,SbEhd1,knockout,,,,WT,Flowering_Time,increased,strong,,,,,,"SbEhd1 is a key flowering activator in sorghum, directly regulating florigen genes.",,,Sorghum bicolor,SbEhd1 → EHD1 (species-prefix strip).
T049,SbCCA1,gain_of_function,,,,WT,Flowering_Time,increased,slight,,,,,,"Purifying selection has acted on genes involved in photoperiodic control (CCA1, LHY, TOC1, GI).",,,Sorghum bicolor,SbCCA1 → CCA1 (species-prefix strip).
T050,SbGI,gain_of_function,,,,WT,Flowering_Time,increased,moderate,,,,,,GIGANTEA SNP888: +8 day effect on PRI (increases photoperiod sensitivity).,,,Sorghum bicolor,SbGI → GI (species-prefix strip).
T051,SbCRY1,loss_of_function,,,,WT,Flowering_Time,decreased,slight,,,,,,CRY1-b1 SNP722 (T→A transition): -4.2 day effect on PRI (reduces photoperiod sensitivity).,,,Sorghum bicolor,SbCRY1 (cryptochrome) not modelled in network; Blue_Light source represents blue-light input but does not map to CRY1 directly.
T052,WT,environmental,,,,WT,Flowering_Time,increased,strong,,,,,,Sorghum is a short-day plant; night-break during SD reverses the induction to LD-like flowering delay.,,,Sorghum bicolor,Night-break during SD mimics LD photoperiodic signal; encoded as LD-like Photoperiod_LD boost.
T053,Dw2,loss_of_function,,,,WT,Flowering_Time,decreased,slight,,,,,,"The dw2 mutation is tightly linked to a maturation gene, ma1; a strong QTL of flowering time overlaps this region.",,,Sorghum bicolor,dw2 is a GA-biosynthesis dwarfing gene linked to the Ma1 region but not a flowering-time node in this network.
T054,SbPhyB,environmental,,,,WT,Flowering_Time,decreased,moderate,,,,,,"Dim, far-red-enriched light duplicates the mutant's shade-avoidance phenotype in wild-type plants.",,,Sorghum bicolor,Dim far-red supplementation converts phyB to inactive Pr form; modeled as PHYB knockdown (gm=0.5).
T055,SbCO,overexpression,,,,epistasis,Flowering_Time,decreased,moderate,,,,,,CO has greater activity in SD compared to LD causing up to 10-fold higher expression of SbCN8/12 during the night.,,,Sorghum bicolor,SbCO → CO (species-prefix strip).
T056,SbFT10,loss_of_function,,,,epistasis,Flowering_Time,increased,strong,,,,,,SbFT10...major florigen.,,,Sorghum bicolor,SbFT10 → FT10 (species-prefix strip).
T057,"SbFT1,SbFT8,SbFT10",triple_knockout,,,,WT,Flowering_Time,increased,strong,,,,,,"Three genes, designated as SbFT1, SbFT8 and SbFT10, behave as functional Hd3a/RFT1/ZCN8 orthologs.",,,Sorghum bicolor,Triple florigen knockout (SbFT1+SbFT8+SbFT10) — all three mapped to individual network paralogs.
T058,SbMADS31_SOC1,loss_of_function,,,,WT,Flowering_Time,increased,moderate,,,,,,SbMADS31 (Sobic.004G003434) encodes a SOC1 MADS-box...regulators of floral initiation.,,,Sorghum bicolor,SbMADS31_SOC1 → SOC1 (species-prefix strip).
T059,SbAP2,loss_of_function,,,,WT,Flowering_Time,decreased,moderate,,,,,,ortholog of the maize gene rap2.7 which acts as a negative regulator of flowering time.,,,Sorghum bicolor,SbAP2 → AP2 (species-prefix strip).
T060,SbFT2,gain_of_function,,,,WT,Flowering_Time,decreased,slight,,,,,,SbFT2 (Sobic.003G017200) expression in mature leaf tissue was significantly associated with observed flowering time.,,,Sorghum bicolor,"SbFT2 paralog not modelled; network contains FT1, FT8, FT10, FT12 florigen paralogs only."
T061,BTx623,environmental,,,,mutant,Flowering_Time,unchanged,,,,,,,ATx623 Sbprr37-3 (dual mutations)...Early flowering...Insensitive under both LD and SD.,,,Sorghum bicolor,BTx623/ATx623 Sbprr37-3 dual-mutation background; photoperiod-insensitive. comparison_baseline=mutant.
T062,SbPRR37,gain_of_function,,,,WT,Flowering_Time,increased,strong,,,,,,100M (SbPRR37 functional)...Late flowering (~120d) LD.,,,Sorghum bicolor,SbPRR37 → PRR37 (species-prefix strip).
T063,SbGhd7,gain_of_function,,,,WT,Flowering_Time,increased,strong,,,,,,"Ghd7 confers photoperiod sensitivity and delays flowering in LDs, even in genotypes that are null for PRR37.",,,Sorghum bicolor,SbGhd7 → GHD7 (species-prefix strip).
T064,SbID1,rescue,,,,mutant,Flowering_Time,decreased,strong,,,,,,"sbid1-1/sbid1-2 compound: Phenotype matches sbid1-2, confirming loss-of-function.",,,Sorghum bicolor,sbid1 mutant + WT SbID1 transgene rescue; ID1 restored to WT (gm=1.0 vs mutant baseline=0.0).
T065,SbPhyB,overexpression,,,,WT,Flowering_Time,increased,moderate,,,,,,Ma3 (wild-type): Normal photoperiod sensitivity; selected against loss-of-function.,,,Sorghum bicolor,SbPhyB → PHYB (species-prefix strip).
T066,SbPhyA,loss_of_function,,,,WT,Flowering_Time,unchanged,,,,,,,"SBI-01 (where PHYA, PHYB and PHYC are located); limited evidence for PhyA specific effects in sorghum flowering.",,,Sorghum bicolor,"PHYA not in network (only PHYB, PHYC)."
T067,SbFKF1,loss_of_function,,,,WT,Flowering_Time,increased,moderate,,,,,,repressing transcription of...SbFKF1...direct target of SbGhd7.,,,Sorghum bicolor,SbFKF1 → FKF1 (species-prefix strip).
T068,SbELF3,loss_of_function,,,,WT,Flowering_Time,decreased,moderate,,,,,,repressing transcription of...SbELF3.,,,Sorghum bicolor,SbELF3 → ELF3 (species-prefix strip).
T069,"SbPRR37,SbGhd7,SbPhyB",triple_knockout,,,,WT,Flowering_Time,decreased,strong,,,,,,PhyB absent + Ma6 ma3Rma3R Ma6_ 42-75 days (range) EARLY (variable).,,,Sorghum bicolor,Triple null: prr37 + ghd7 + phyB (ma1 ma6 ma3^R). Variable early (42-75 days).
T070,SbGI,loss_of_function,,,,WT,Flowering_Time,increased,strong,,,,,,average DTB for sbgi-ems1 plants was greater than WT sibling plants by 28 (Berkeley) and 22 (Davis) days.,,,Sorghum bicolor,SbGI → GI (species-prefix strip).
T071,SbGI,loss_of_function,,,,WT,Flowering_Time,increased,moderate,,,,,,sbgi-ems1 mutant plants made an average of 2.4 more nodes than WT.,,,Sorghum bicolor,SbGI → GI (species-prefix strip).
T072,"SbPRR37,SbCO",epistasis,,,,WT,Flowering_Time,decreased,strong,,,,,,Ability of SbPRR37 to inhibit flowering is dependent on SbCO — PRR37 effects vanish in Sbco-3 backgrounds.,,,Sorghum bicolor,"SbPRR37-SbCO epistasis: dominant Ma1 (PRR37=WT, no modifier) + sbco-3 (CO gm=0.0). CO is epistatic — PRR37 effect masked, flowers early."
T073,Paclobutrazol,inhibitor_PBZ,,,,epistasis,Flowering_Time,increased,moderate,,,,,,GA levels correlate with flowering; GA biosynthesis inhibitors that reduce GA1/GA20 would delay flowering.,,,Sorghum bicolor,Paclobutrazol (PBZ) inhibits GA biosynthesis → modeled as Gibberellin source knockdown (gm=0.1).
T074,SbAP1,loss_of_function,,,,WT,Flowering_Time,increased,moderate,,,,,,SbMADS7 (Sobic.002G010100)...regulators of floral initiation.,,,Sorghum bicolor,SbAP1 → AP1 (species-prefix strip).
T075,SbPhyB,loss_of_function,,,,WT,Flowering_Time,decreased,strong,,,,,,"ma3R: Nearly complete photoperiod insensitivity caused by a single base-pair deletion in exon 3, resulting in early flowering regardless of day length.",,,Sorghum bicolor,SbPhyB → PHYB (species-prefix strip).
T076,SbGhd7,loss_of_function,,,,epistasis,Flowering_Time,unchanged,,,,,,,"In sorghum grown in LD, PRR37...acts together with Ma6 to inhibit flowering...SD already permissive for flowering.",,,Sorghum bicolor,SbGhd7 → GHD7 (species-prefix strip).
T077,Ma2_SMYD,loss_of_function,,,,epistasis,Flowering_Time,unchanged,,,,,,,"Ma2 acts downstream of circadian clock and phytochromes, increasing SbPRR37 and SbCO expression in long days.",,,Sorghum bicolor,Ma2_SMYD → MA2_SMYD (species-prefix strip).
T078,SbPhyB,loss_of_function,,,,WT,Flowering_Time,decreased,strong,,,,,,ma3R (null)...Early/insensitive to photoperiod.,,,Sorghum bicolor,SbPhyB → PHYB (species-prefix strip).
T079,SbELF3,loss_of_function,,,,WT,Flowering_Time,decreased,moderate,,,,,,oself3-1 mutant flowers earlier than wild-type...OsELF3-1 suppresses Ghd7 to indirectly accelerate flowering under LD.,,,Sorghum bicolor,"SbELF3 KO inferred from rice oself3-1 ortholog (literature_judge addition, G002/G003)."
T080,SbFD1,loss_of_function,,,,WT,Flowering_Time,increased,moderate,,,,,,SbFT1 directly interacts with SbFD1...FAC assembly required for AP1/SOC1 activation.,,,Sorghum bicolor,SbFD1 KO; canonical FAC bZIP partner of SbFT1 (literature_judge G007).
T081,Sb14-3-3,knockdown,,,,WT,Flowering_Time,increased,moderate,,,,,,SbFT1/8/10 all directly interact with Sb14-3-3 proteins...florigen activation complex.,,,Sorghum bicolor,Sb14-3-3 family -> GF14 (generic 14-3-3 FAC scaffold node). Knockdown gm=0.5 (literature_judge G007).
T082,"SbPhyC,SbGhd7",double_mutant,,,,WT,Flowering_Time,decreased,strong,,,,,,ma5 and ma6 double recessive produces thermosensitive early flowering in classical Quinby genetics; ma6 confers LD earliness.,,,Sorghum bicolor,ma5 ma6 double recessive = PHYC null + GHD7 null; thermosensitive early LD flowering (literature_judge G010).
T083,WT,control,,,,WT,Flowering_Time,unchanged,,,,,,,Flowering time in WT sorghum is stable across replicate experiments under fixed photoperiod.,,,Sorghum bicolor,Null WT baseline control — no perturbation; validator sanity check.
