test_id,gene,perturbation_type,gene_modifier,exogenous_node,exogenous_value,comparison_baseline,phenotype_node,expected_direction,expected_magnitude,doi,paper_title,authors,year,journal,evidence_sentence,verification,evidence_quality,species,notes
T025,CLF,knockout,,,,,,decreased,weak,,,,,,Loss of CLF leads to increased FLC expression although to a lesser extent than that observed in fca or fpa mutants.,,,Arabidopsis thaliana,
T026,CO,knockout,,,,,,decreased,strong,,,,,,co shows late flowering in LD,,,Arabidopsis thaliana,
T027,COLDAIR,knockdown,,,,,,decreased,moderate,,,,,,"about half of transgenic lines...showed compromised vernalization response, flowering late even after vernalization",,,Arabidopsis thaliana,
T028,COOLAIR,knockout,,,,,,decreased,weak,,,,,,unspliced FLC transcript levels in both TEX1.0 and TEX2.0 reduced more slowly than in wild-type controls,,,Arabidopsis thaliana,
T029,COP1,knockout,,,,,,increased,strong,,,,,,"cop1 displays early-flowering phenotype under SD, which is largely related to the change of CO abundance",,,Arabidopsis thaliana,
T030,CRY2,knockout,,,,,,decreased,moderate,,,,,,cry2 mutant: Late flowering under long-day (LD) conditions; normal flowering under short-day (SD),,,Arabidopsis thaliana,
T031,CRY2,knockout,,,,,,decreased,moderate,,,,,,cry2: Extensive delay in flowering under low temperature,,,Arabidopsis thaliana,
T032,DELLA,knockout,,,,,,increased,strong,,,,,,della pentuple mutant: Early flowering vs. WT (L_er),,,Arabidopsis thaliana,
T033,EFS,knockout,,,,,,increased,moderate,,,,,,Induced levels of VIN3 by vernalization are significantly lower in elf7 and efs mutants,,,Arabidopsis thaliana,
T034,ELF3,knockout,,,,,,increased,strong,,,,,,"elf3-1: elongated hypocotyls, early flowering",,,Arabidopsis thaliana,
T035,ELF3,knockout,,,,,,increased,strong,,,,,,elf3 mutant: Early flowering (more pronounced under SD than LD),,,Arabidopsis thaliana,
T036,ELF3,knockout,,,,,,increased,strong,,,,,,elf3 mutants: Constitutive warm temperature responses,,,Arabidopsis thaliana,
T037,ELF4,knockout,,,,,,increased,strong,,,,,,"Loss-of-function mutations in elf3, elf4, or lux give rise to arrhythmic circadian outputs... Derepression of key regulators of thermomorphogenesis, such as PHYTOCHROME INTERACTING FACTOR 4 (PIF4), results in phenotypes including elongated hypocotyls and early flowering",,,Arabidopsis thaliana,
T038,ELF7,knockout,,,,,,decreased,moderate,,,,,,Induced levels of VIN3 by vernalization are significantly lower in elf7 and efs mutants,,,Arabidopsis thaliana,
T039,ESD4,knockout,,,,,,increased,moderate,,,,,,esd4 mutation: early flowering (decreased FLC) in short days.,,,Arabidopsis thaliana,
T040,FBH1,overexpression,,,,,,increased,strong,,,,,,35S:FBH1 and 35S:FBH2 overexpressors showed a distinct early flowering phenotype regardless of photoperiod,,,Arabidopsis thaliana,
T041,FBH1,quadruple_knockout,,,,,,decreased,moderate,,,,,,fbh quadruple mutants... larger than 50% reduction of CO expression in the first 6 h of the dark periods,,,Arabidopsis thaliana,
T042,FBH2,overexpression,,,,,,increased,strong,,,,,,35S:FBH1 and 35S:FBH2 overexpressors showed a distinct early flowering phenotype regardless of photoperiod,,,Arabidopsis thaliana,
T043,FCA,knockout,,,,,,decreased,moderate,,,,,,FCA/FLD/FLK mutations: elevated FLC,,,Arabidopsis thaliana,
T044,FCA,knockout,,,,,,decreased,strong,,,,,,fca mutant = late flowering (autonomous pathway loss).,,,Arabidopsis thaliana,
T045,FD,knockout,,,,,,decreased,strong,,,,,,fd mutant: Late flowering; disrupted FT-FD interaction pathway,,,Arabidopsis thaliana,
T046,FD,knockout,,,,,,decreased,strong,,,,,,fd-3 fdp-CRP2: Variable sepal/petal numbers; enlarged floral meristems,,,Arabidopsis thaliana,
T047,FDP,knockout,,,,,,decreased,moderate,,,,,,fd-3 fdp-CRP2: Variable sepal/petal numbers,,,Arabidopsis thaliana,
T048,FES1,knockout,,,,,,increased,strong,,,,,,fes1: Early flowering,,,Arabidopsis thaliana,
T049,FIE,knockdown,,,,,,decreased,strong,,,,,,siFIE plants: Late-flowering; weak vernalization response; impaired FLC repression,,,Arabidopsis thaliana,
T050,FKF1,knockout,,,,,,decreased,strong,,,,,,fkf1 mutants show drastically reduced FT expression and late flowering in long days,,,Arabidopsis thaliana,
T051,FKF1_GI,combined,,,,,,unchanged,moderate,,,,,,35S::FKF1 35S::GI: Flowers at same time in both day lengths; loses day-length discrimination,,,Arabidopsis thaliana,
T052,FLC,knockout,,,,,,increased,strong,,,,,,FLC loss-of-function: Early flowering; reduced vernalization response,,,Arabidopsis thaliana,
T053,FLC,knockout,,,,,,increased,strong,,,,,,null flc mutants are early flowering.,,,Arabidopsis thaliana,
T054,FLC,overexpression,,,,,,decreased,strong,,,,,,Functional FRI + FLC: Late flowering; winter-annual habit,,,Arabidopsis thaliana,
T055,FLC,overexpression,,,,,,decreased,strong,,,,,,High levels of FLC transcript are sufficient to produce very late flowering.,,,Arabidopsis thaliana,
T056,FLD,knockout,,,,,,decreased,moderate,,,,,,fld: FLC elevated; Flowering delayed,,,Arabidopsis thaliana,
T057,FLD,knockout,,,,,,decreased,strong,,,,,,fld T-DNA insertion flowering time markedly delayed in LD and SD.,,,Arabidopsis thaliana,
T058,FLK,knockout,,,,,,decreased,strong,,,,,,FLK disruption causes late flowering in all conditions.,,,Arabidopsis thaliana,
T059,FLM,knockout,,,,,,increased,strong,,,,,,flm: Much earlier flowering in short days,,,Arabidopsis thaliana,
T060,FLM,overexpression,,,,,,decreased,strong,,,,,,FLM-beta overexpression delayed flowering,,,Arabidopsis thaliana,
T061,FLP1,knockout,,,,,,decreased,moderate,,,,,,flp1 mutant LD+FR: Late flowering,,,Arabidopsis thaliana,
T062,FLP1,overexpression,,,,,,increased,strong,,,,,,pSUC2:FLP1 lines displayed strong early flowering phenotypes under all growth conditions,,,Arabidopsis thaliana,
T063,FLX,knockout,,,,,,increased,strong,,,,,,flx: Early flowering,,,Arabidopsis thaliana,
T064,FPA,knockout,,,,,,decreased,moderate,,,,,,FCA/FLD/FLK mutations: elevated FLC,,,Arabidopsis thaliana,
T065,FPA,knockout,,,,,,decreased,strong,,,,,,fpa-2 Late flowering (~18 leaves LD; ~49 short day); fpa-6 severely late (~46 leaves LD).,,,Arabidopsis thaliana,
T066,FPA,overexpression,,,,,,increased,moderate,,,,,,Overexpression of FPA in Arabidopsis causes early flowering in noninductive short days and creates plants that exhibit a more day-neutral flowering behavior.,,,Arabidopsis thaliana,
T067,FRI,knockout,,,,,,increased,strong,,,,,,FRI loss-of-function: Early flowering (FLN <20),,,Arabidopsis thaliana,
T068,FRI,overexpression,,,,,,decreased,strong,,,,,,Dominant alleles of FRI confer a vernalization requirement causing plants to overwinter vegetatively,,,Arabidopsis thaliana,
T069,FRL1,knockout,,,,,,increased,strong,,,,,,frl1: Early flowering,,,Arabidopsis thaliana,
T070,FT,gain_of_function,,,,,,increased,strong,,,,,,ft tsf/35S::FT (grafted): Dramatic early flowering (8.2 leaves),,,Arabidopsis thaliana,
T071,FT,knockout,,,,,,decreased,strong,,,,,,"CO binds to a proximal CO response element (CORE) in the promoter of FT, and interacts with the NF-Y-FE complex",,,Arabidopsis thaliana,
T072,FT,knockout,,,,,,decreased,strong,,,,,,FLC...acts as a negative regulator of flowering,,,Arabidopsis thaliana,
T073,FT,knockout,,,,,,decreased,strong,,,,,,ft knockout: Severe late flowering; abolished FT signaling,,,Arabidopsis thaliana,
T074,FT,knockout,,,,,,decreased,strong,,,,,,ft-1 recipient stocks (late-flowering mutants),,,Arabidopsis thaliana,
T075,FT,overexpression,,,,,,increased,strong,,,,,,35S::FT scions: produced much greater reduction (more than 20 leaves),,,Arabidopsis thaliana,
T076,FTIP1,knockout,,,,,,decreased,strong,,,,,,ftip1-1: Late flowering,,,Arabidopsis thaliana,
T077,FT_AP2,double_knockout,,,,,,increased,moderate,,,,,,"ap2-12 suppressed late-flowering mutations (soc1-2, ft-10, co-9)",,,Arabidopsis thaliana,
T078,FUL,knockout,,,,,,decreased,moderate,,,,,,soc1 ful double mutant: Severely delayed flowering,,,Arabidopsis thaliana,
T079,FVE,knockout,,,,,,decreased,moderate,,,,,,fve mutants: Cold effects on FLC regulation disappear,,,Arabidopsis thaliana,
T080,FVE,knockout,,,,,,decreased,strong,,,,,,fve null (acg1) shows late flowering with delayed floral transition.,,,Arabidopsis thaliana,
T081,FY,knockdown,,,,,,decreased,strong,,,,,,fy-5 hypomorph in Col background causes 90% FLC increase and late flowering; null mutations in fy are lethal.,,,Arabidopsis thaliana,
T082,GA1,knockout,,,,,,decreased,strong,,,,,,"ga1-3 (GA-deficient): fails to flower under SD [short-day conditions], indicating that GA is required for flower initiation",,,Arabidopsis thaliana,
T083,GA20ox,overexpression,,,,,,increased,strong,,,,,,Overexpression of GA20ox: early flowering and increased stem growth phenotypes,,,Arabidopsis thaliana,
T084,GA20ox2,knockout,,,,,,decreased,moderate,,,,,,svp-41 ga20ox2-1 showed 35.5% delayed flowering under short days relative to svp-41 alone,,,Arabidopsis thaliana,
T085,GA2ox,overexpression,,,,,,decreased,strong,,,,,,Overexpression of GA2ox: late flowering and dwarf phenotypes,,,Arabidopsis thaliana,
T086,GAF1,knockout,,,,,,decreased,strong,,,,,,gaf1 idd1 double mutant: extremely delayed flowering phenotype under SD conditions,,,Arabidopsis thaliana,
T087,GAF1,overexpression,,,,,,increased,strong,,,,,,GAF1 overexpressor: early flowering phenotype under SD conditions,,,Arabidopsis thaliana,
T088,GAI,gain_of_function,,,,,,decreased,strong,,,,,,"The gain-of-function gai-1 mutant has a GA-unresponsive dwarf phenotype, severely delayed flowering",,,Arabidopsis thaliana,
T089,GI,knockout,,,,,,decreased,strong,,,,,,gi-2 (loss-of-function) LD/SD ~60 leaves at bolting (late-flowering),,,Arabidopsis thaliana,
T090,GI,knockout,,,,,,decreased,strong,,,,,,gi-2 (loss-of-function) LD/SD ~60 leaves at bolting (late-flowering),,,Arabidopsis thaliana,
T091,GI,overexpression,,,,,,increased,strong,,,,,,GI-OE (35S promoter) LD/SD ~12 leaves (early flowering),,,Arabidopsis thaliana,
T092,GI,overexpression,,,,,,decreased,moderate,,,,,,p35S::GI: suppressed hypocotyl elongation at 27degC,,,Arabidopsis thaliana,
T093,GID1,knockout,,,,,,decreased,strong,,,,,,gid1a gid1b gid1c triple mutant flowers at 38.7 d even later than ga1-3 (30.8 d),,,Arabidopsis thaliana,
T094,Gibberellin,exogenous_treatment,,,,,,increased,moderate,,,,,,GA3 treatment (50 μM) accelerated flowering with 33% reduction in leaf number under short days in WT.,,,Arabidopsis thaliana,
T095,Gibberellin,treatment,,,,,,increased,moderate,,,,,,GA3 (50 micro-M) WT SD: Early (33% fewer leaves),,,Arabidopsis thaliana,
T096,H2A_Z,triple_knockout,,,,,,increased,strong,,,,,,hta8 hta9 hta11 triple mutants - Early flowering,,,Arabidopsis thaliana,
T097,HDA15,knockout,,,,,,increased,weak,,,,,,hda15-1 mutants display longer hypocotyl phenotypes,,,Arabidopsis thaliana,
T098,HDA5,knockout,,,,,,decreased,weak,,,,,,hda5 loss-of-function late flowering.,,,Arabidopsis thaliana,
T099,HDA6,knockout,,,,,,decreased,moderate,,,,,,HDA6 role: Dissociation from FLC chromatin enhances transcription,,,Arabidopsis thaliana,
T100,HDA6,knockout,,,,,,decreased,moderate,,,,,,hda6 loss-of-function causes late flowering via FLC chromatin binding.,,,Arabidopsis thaliana,
T101,HDA9,knockout,,,,,,decreased,weak,,,,,,hda9 and hda19 mutants show shorter hypocotyl at 27 degC,,,Arabidopsis thaliana,
T102,HOS1,knockout,,,,,,increased,moderate,,,,,,hos1 mutation... higher CO accumulation under RL compared to wild-type controls,,,Arabidopsis thaliana,
T103,HOS1,knockout,,,,,,increased,moderate,,,,,,hos1 mutants: Early flowering; downregulated FLC expression,,,Arabidopsis thaliana,
T104,HOS1,knockout,,,,,,increased,moderate,,,,,,"hos1: decrease in FLC transcription, which increases FT",,,Arabidopsis thaliana,
T105,HUA2,knockout,,,,,,increased,moderate,,,,,,hua2-4 tps1-2 GVG::TPS1: Restored flowering,,,Arabidopsis thaliana,
T106,KIN10,loss_of_function,,,,,,increased,moderate,,,,,,kin10 Suppressor Alleles: Restore both embryogenesis AND flowering to tps1-2,,,Arabidopsis thaliana,
T107,LD,knockout,,,,,,decreased,strong,,,,,,ld T-DNA insertion markedly delayed flowering in LD and SD.,,,Arabidopsis thaliana,
T108,LFY,knockout,,,,,,decreased,strong,,,,,,LFY loss-of-function: Partial flower-to-inflorescence transformations,,,Arabidopsis thaliana,
T109,LFY,overexpression,,,,,,increased,strong,,,,,,LFY expression from a constitutive promoter induces flowering in a ga1-3 mutant background,,,Arabidopsis thaliana,
T110,LHP1,knockout,,,,,,decreased,moderate,,,,,,"In lhp1 mutants, vernalization-mediated repression of FLC is not stable",,,Arabidopsis thaliana,
T111,LHY,knockout,,,,,,increased,moderate,,,,,,lhy-7 and lhy-20 mutants displayed accelerated flowering under both long days (LDs) and short days (SDs),,,Arabidopsis thaliana,
T112,LUX,knockout,,,,,,increased,strong,,,,,,"Loss-of-function mutations in elf3, elf4, or lux give rise to arrhythmic circadian outputs... elongated hypocotyls and early flowering",,,Arabidopsis thaliana,
T113,MAF4,knockout,,,,,,increased,moderate,,,,,,"maf4, maf5: Premature flowering after 20 days cold (vs. 30 days wild-type)",,,Arabidopsis thaliana,
T114,MAF5,knockout,,,,,,increased,moderate,,,,,,"maf4, maf5: Premature flowering after 20 days cold",,,Arabidopsis thaliana,
T115,MIR172A;MIR172B,double_mutant,,,,,,decreased,moderate,,,,,,mir172ab double mutant demonstrated delayed trichome development and late flowering.,,,Arabidopsis thaliana,
T116,NFL,knockout,,,,,,decreased,strong,,,,,,nfl mutant: Fails to flower under short-day (8h:16h light:dark) conditions despite producing ~100 rosette leaves,,,Arabidopsis thaliana,
T117,NF_YC,knockout,,,,,,decreased,strong,,,,,,nf-ycT triple mutant: Late flowering (loss of positive regulation),,,Arabidopsis thaliana,
T118,NTL8,overexpression,,,,,,increased,moderate,,,,,,reduced FLC-Venus signals in the ntl8-D3 mutant in warm conditions,,,Arabidopsis thaliana,
T119,PECT1,knockdown,,,,,,increased,moderate,,,,,,"pFD::amiPECT1: Reduced PECT1, elevated PC - Early flowering",,,Arabidopsis thaliana,
T120,PECT1,overexpression,,,,,,decreased,moderate,,,,,,"pFD::PECT1: Overexpressed PECT1, reduced PC - Late flowering",,,Arabidopsis thaliana,
T121,PEP,overexpression,,,,,,decreased,strong,,,,,,PEP overexpression resulted in high FLC transcript levels and delayed flowering.,,,Arabidopsis thaliana,
T122,PHO2,knockout,,,,,,increased,strong,,,,,,pho2 at 23degC: 9.3 leaves (early),,,Arabidopsis thaliana,
T123,PHYA,knockout,,,,,,decreased,moderate,,,,,,phyA mutant largely lacks the FT morning peak shows late flowering,,,Arabidopsis thaliana,
T124,PHYB,knockout,,,,,,increased,moderate,,,,,,phyB mutation: Shows impaired degradation of CO under RL conditions,,,Arabidopsis thaliana,
T125,PHYB,knockout,,,,,,increased,strong,,,,,,phyB: Early flowering (temperature-sensitive),,,Arabidopsis thaliana,
T126,PIE1,knockout,,,,,,increased,strong,,,,,,"SWR1 complex mutants (pie1, arp6, swc6): Early flowering, temperature-insensitive",,,Arabidopsis thaliana,
T127,PIF4,double_knockout,,,,,,decreased,strong,,,,,,pif4-2 pif5-3 Control: ~8 more leaves than WT - DELAYED,,,Arabidopsis thaliana,
T128,PIF4,knockout,,,,,,decreased,moderate,,,,,,pif4-2: ~1.5x more leaves at flowering - DELAYED,,,Arabidopsis thaliana,
T129,PIF4,overexpression,,,,,,increased,moderate,,,,,,p35S::PIF4: Increased GI transcription,,,Arabidopsis thaliana,
T130,PIF5,knockout,,,,,,decreased,moderate,,,,,,pif5-3: ~1.5x more leaves at flowering - DELAYED,,,Arabidopsis thaliana,
T131,PP2A-Bgamma,knockdown,,,,,,decreased,moderate,,,,,,The knockdown lines of PP2A-b'γ displayed a late flowering phenotype in Arabidopsis.,,,Arabidopsis thaliana,
T132,PRMT10,knockout,,,,,,decreased,moderate,,,,,,Disruption of PRMT10 resulted in late flowering through the upregulation of FLC transcript levels.,,,Arabidopsis thaliana,
T133,PRMT5,knockout,,,,,,decreased,strong,,,,,,PRMT5 and PRMT10 play an important role by activating other repressors of FLC; PRMT10 disruption resulted in late flowering through upregulation of FLC transcript.,,,Arabidopsis thaliana,
T134,QKY,knockout,,,,,,decreased,strong,,,,,,qky-14: Late flowering,,,Arabidopsis thaliana,
T135,REF6,knockout,,,,,,decreased,moderate,,,,,,REF6 loss-of-function causes late flowering.,,,Arabidopsis thaliana,
T136,REF6,knockout,,,,,,decreased,moderate,,,,,,ref6 mutants show attenuated hypocotyl elongation at 28 degC,,,Arabidopsis thaliana,
T137,RGA,gain_of_function,,,,,,decreased,strong,,,,,,ProRGA:RGAd17 (GA-insensitive) produced more than 20 leaves at bolting vs ~12 in WT under long-day.,,,Arabidopsis thaliana,
T138,RGA,gain_of_function,,,,,,decreased,strong,,,,,,ProFD:RGAd17 severely blocked the floral transition; 6/40 plants never flowered in SD.,,,Arabidopsis thaliana,
T139,RGA,gain_of_function,,,,,,decreased,strong,,,,,,"ProRGA:RGAd17 plants developed small dark green leaves, and delayed flowering; phenocopies GA-deficient mutant",,,Arabidopsis thaliana,
T140,SDG26,knockout,,,,,,decreased,weak,,,,,,sdg26 T-DNA insertion weakly delayed flowering in LD and SD compared to fld/ld.,,,Arabidopsis thaliana,
T141,SDG26;APRF1,double_mutant,,,,,,decreased,strong,,,,,,sdg26 aprf1 double mutant: further delayed vs single mutants.,,,Arabidopsis thaliana,
T142,SDG7,knockout,,,,,,increased,strong,,,,,,sdg7 mutant: early flowering without vernalization; increased H3K27me3 on FLC,,,Arabidopsis thaliana,
T143,SLY1,knockout,,,,,,decreased,strong,,,,,,sly1 recessive mutants are GA-unresponsive dwarfs,,,Arabidopsis thaliana,
T144,SOC1,knockout,,,,,,decreased,strong,,,,,,soc1-2: Enhanced CBF/COR gene induction,,,Arabidopsis thaliana,
T145,SOC1,knockout,,,,,,decreased,strong,,,,,,soc1-2 mutant: 19.0 +/- 0.5 leaves versus 12 +/- 0.5 for wild-type controls; Significantly delayed flowering under long-day conditions,,,Arabidopsis thaliana,
T146,SOC1,overexpression,,,,,,increased,strong,,,,,,35S:SOC1 agl24 shows intermediate phenotype; 35S:AGL24 soc1 partially rescues soc1 lateness (implies SOC1 OE accelerates),,,Arabidopsis thaliana,
T147,SOC1_AGL24,double_knockout,,,,,,decreased,strong,,,,,,soc1/agl24 double mutant: Most severe late-flowering phenotype with additive effects,,,Arabidopsis thaliana,
T148,SOC1_AP2,double_knockout,,,,,,increased,moderate,,,,,,soc1-2 ap2-12 double mutant flowered only 1 leaf later than wild-type (ap2 suppresses soc1 lateness),,,Arabidopsis thaliana,
T149,SOC1_FUL_AGL24,triple_knockout,,,,,,decreased,strong,,,,,,soc1 ful agl24 triple mutant: Mutations in agl24 can delay flowering by around 9 rosette leaves,,,Arabidopsis thaliana,
T150,SPA1,knockout,,,,,,increased,moderate,,,,,,spa1... Enhanced early-flowering when combined with spa3 and spa4 lesions,,,Arabidopsis thaliana,
T151,SPL10,overexpression,,,,,,increased,moderate,,,,,,SPL10OE: earlier flowering; fewer smaller leaves.,,,Arabidopsis thaliana,
T152,SPL2;SPL9;SPL11;SPL13;SPL15,quadruple_knockout,,,,,,decreased,strong,,,,,,spl2/9/11/13/15 mutants 34.7±0.4 days to flower (vs Col 28.0±0.3); reduced LFY/AP1/FUL/SOC1 ~50%.,,,Arabidopsis thaliana,
T153,SPL3,overexpression,,,,,,increased,strong,,,,,,"35S::SPL3m flowered early, had a significantly reduced number of juvenile, adult and cauline leaves.",,,Arabidopsis thaliana,
T154,SPL9,knockout,,,,,,decreased,weak,,,,,,spl9-4 delays abaxial trichomes 2.8 plastochrons; rounder leaves.,,,Arabidopsis thaliana,
T155,SPL9,overexpression,,,,,,increased,strong,,,,,,"pSPL9::rSPL9 accelerates all adult traits (elongated, serrated, trichomes).",,,Arabidopsis thaliana,
T156,SPL9,overexpression,,,,,,increased,strong,,,,,,ProSPL9:rSPL9 LD: Early flowering (promotes flowering),,,Arabidopsis thaliana,
T157,SPL9;SPL13;SPL15,triple_knockout,,,,,,decreased,strong,,,,,,spl9/13/15 triple mutant: 18.9±0.3 juvenile leaves strong juvenility.,,,Arabidopsis thaliana,
T158,SPL9;SPL15,double_mutant,,,,,,decreased,moderate,,,,,,spl9 spl15 double mutant: modest delay; ~6 extra rosette leaves under LD.,,,Arabidopsis thaliana,
T159,SSF,knockout,,,,,,increased,moderate,,,,,,ssf mutants showed early flowering.,,,Arabidopsis thaliana,
T160,SUF4,knockout,,,,,,increased,strong,,,,,,suf4: Early flowering; reduced FLC expression,,,Arabidopsis thaliana,
T161,SVP,knockout,,,,,,increased,moderate,,,,,,svp mutant insensitive to intermittent cold,,,Arabidopsis thaliana,
T162,SVP,knockout,,,,,,increased,strong,,,,,,"Elevated GA in svp-41 mutants: GA9, GA51, and GA4 levels significantly increased; flowers early",,,Arabidopsis thaliana,
T163,SVP,overexpression,,,,,,decreased,strong,,,,,,35S:SVP overexpression lines (enhanced late-flowering),,,Arabidopsis thaliana,
T164,SVP,overexpression,,,,,,decreased,strong,,,,,,35S::SVP at 23degC: Late flowering,,,Arabidopsis thaliana,
T165,SYP121,knockout,,,,,,decreased,strong,,,,,,"syp121-4 mutant flowered late under LDs, but not under short days",,,Arabidopsis thaliana,
T166,TFL1,knockout,,,,,,increased,strong,,,,,,"tfl1 Early flowering: Reduced rosette leaves at bolting (22C, long-day)",,,Arabidopsis thaliana,
T167,TFL1,overexpression,,,,,,decreased,strong,,,,,,35S::TFL1 (overexpression): Delayed flowering; extended inflorescence meristem stage,,,Arabidopsis thaliana,
T168,TOE1,overexpression,,,,,,decreased,strong,,,,,,35S::TOE1 delays abaxial trichomes 4 plastochrons; rounder leaves.,,,Arabidopsis thaliana,
T169,TOE1,triple_knockout,,,,,,increased,moderate,,,,,,toe triple mutant shows early flowering,,,Arabidopsis thaliana,
T170,TOE1;TOE2,double_knockout,,,,,,increased,moderate,,,,,,toe1 toe2 accelerates abaxial trichomes 3 plastochrons.,,,Arabidopsis thaliana,
T171,TOE1;TOE2;SMZ;SNZ,quadruple_knockout,,,,,,increased,strong,,,,,,toe1 toe2 smz snz quadruple mutant early flowering (but later than miR172 OE).,,,Arabidopsis thaliana,
T172,TPPI,knockout,,,,,,decreased,moderate,,,,,,the first flower appeared later in tppi than in WT in both 8 h days and 12 h days,,,Arabidopsis thaliana,
T173,TPPI,overexpression,,,,,,decreased,moderate,,,,,,Constitutive TPP overexpression: Late-flowering plants,,,Arabidopsis thaliana,
T174,TPS1,knockout,,,,,,decreased,strong,,,,,,"In the absence of functional TPS1, no transition from vegetative to generative development occurs",,,Arabidopsis thaliana,
T175,TPS1,overexpression,,,,,,increased,moderate,,,,,,Constitutive TPS overexpression: Early-flowering plants,,,Arabidopsis thaliana,
T176,TPS1,rescue,,,,,,increased,moderate,,,,,,otsA-complemented tps1-1 plants flower at the same chronological age and leaf number as wild-type plants,,,Arabidopsis thaliana,
T177,TSF,knockout,,,,,,decreased,moderate,,,,,,tsf single mutant (SD): Strong late-flowering,,,Arabidopsis thaliana,
T178,TSF,overexpression,,,,,,increased,strong,,,,,,35S::TSF (ungrafted): Extremely early flowering,,,Arabidopsis thaliana,
T179,VAL1,knockout,,,,,,decreased,moderate,,,,,,val1: Most reduced VIN3-independent response,,,Arabidopsis thaliana,
T180,VIL1,knockout,,,,,,decreased,strong,,,,,,vil1/vrn5: FLC/FLM derepressed after cold,,,Arabidopsis thaliana,
