edge_id,source,target,sign,effect,pmid,inferred
E0156,Over-expression of A,Flowering_Time,1,activation,33096855,False
E0157,AASOC1A,Flowering_Time,1,activation,34502271,False
E0158,ETHYLENE,Flowering_Time,1,activation,24498334,False
E0159,MED18,Flowering_Time,1,activation,23326539,False
E0160,SVP1,Flowering_Time,1,activation,22071267,False
E0161,AGL16,Flowering_Time,-1,repression,27703461,False
E0162,Accumulation of Put,Flowering_Time,-1,repression,33096855,False
E0163,ARP6,Flowering_Time,1,activation,31817723,False
E0164,ATKO1,Flowering_Time,1,activation,34071961,False
E0165,ATHM3,Flowering_Time,1,activation,19218459,False
E0166,EgrMADS 3,Flowering_Time,1,activation,32688894,False
E0167,Overexpression of se,Flowering_Time,1,activation,33304362,False
E0168,MED,Flowering_Time,1,activation,30049745,False
E0169,ATNPR1,Flowering_Time,1,activation,35379074,False
E0170,AGL24,Flowering_Time,1,activation,25719734,False
E0171,ATGRP7,Flowering_Time,1,activation,32397956,False
E0172,Overexpression of Bn,Flowering_Time,1,activation,20976458,False
E0173,ELF3,Flowering_Time,1,activation,27564448,False
E0174,warmer conditions,Flowering_Time,1,activation,33335535,False
E0175,PHFT5,Flowering_Time,1,activation,31628413,False
E0176,PROLINE,Flowering_Time,1,activation,36145748,False
E0177,CRL3BPM,Flowering_Time,1,activation,36545004,False
E0178,COI1,Flowering_Time,-1,repression,26410299,False
E0179,AP2,Flowering_Time,-1,repression,33013987,False
E0180,ALKBH10B,Flowering_Time,1,activation,34386031,False
E0181,IAA,Flowering_Time,-1,repression,30587246,False
E0182,ATDOG1,Flowering_Time,1,activation,27293186,False
E0183,Seeds from the same ,Flowering_Time,1,activation,38117849,False
E0184,ATX2,Flowering_Time,1,activation,37603463,False
E0185,ATDOK1,Flowering_Time,1,activation,28379398,False
E0186,Ge-0 allele,Flowering_Time,1,activation,37372341,False
E0187,EDI,Flowering_Time,-1,repression,37603463,False
E0188,RIBOFLAVIN,Flowering_Time,1,activation,25201173,False
E0189,CSCOL4,Flowering_Time,1,activation,38110864,False
E0190,SUGAR,Flowering_Time,1,activation,26507894,False
E0191,ATCML24,Flowering_Time,1,activation,19517005,False
E0192,BrMYC2/3-1/4-1OE,Flowering_Time,1,activation,34539701,False
E0193,soil microbes,Flowering_Time,1,activation,25350154,False
E0194,ATCSP2,Flowering_Time,1,activation,21282328,False
E0195,TGA7,Flowering_Time,1,activation,34380420,False
E0196,matching the period ,Flowering_Time,1,activation,17662034,False
E0197,FLY,Flowering_Time,1,activation,32948902,False
E0198,ATHB-16,Flowering_Time,-1,repression,30057588,False
E0199,ATC3H52,Flowering_Time,1,activation,31701139,False
E0200,PavGA2ox-2L,Flowering_Time,-1,repression,35932654,False
E0201,AFPS,Flowering_Time,-1,repression,33133119,False
E0202,ectopic expression o,Flowering_Time,1,activation,28233798,False
E0203,fasciclin-like arabi,Flowering_Time,1,activation,8455554,False
E0204,APRR7,Flowering_Time,1,activation,14634148,False
E0205,ATSOS3,Flowering_Time,1,activation,36135824,False
E0206,MOS3,Flowering_Time,1,activation,33060661,False
E0207,SEP4,Flowering_Time,1,activation,37971083,False
E0208,PHFT1,Flowering_Time,-1,repression,31628413,False
E0209,PcG protein(s),Flowering_Time,-1,repression,36382558,False
E0210,TEM1,Flowering_Time,-1,repression,36818828,False
E0211,ATCRY1,Flowering_Time,1,activation,25740719,False
E0212,PPF1,Flowering_Time,1,activation,12535342,False
E0213,GA,Flowering_Time,1,activation,21103336,False
E0214,NUP54,Flowering_Time,1,activation,33060661,False
E0215,cytosine methylation,Flowering_Time,1,activation,35552412,False
E0216,circadian clock gene,Flowering_Time,1,activation,28878247,False
E0217,ARQ1,Flowering_Time,1,activation,17416640,False
E0218,NITRATE,Flowering_Time,1,activation,29309650,False
E0219,LATITUDE,Flowering_Time,1,activation,23717385,False
E0220,RLN5,Flowering_Time,1,activation,7565589,False
E0221,low temperature,Flowering_Time,-1,repression,24772937,False
E0222,35SΩ:CuVOZ2,Flowering_Time,1,activation,38213920,False
E0223,ATLHP1,Flowering_Time,1,activation,32824274,False
E0224,Genetic variation in,Flowering_Time,1,activation,28439467,False
E0225,overexpression of Lc,Flowering_Time,-1,repression,37377797,False
E0226,indel of three nucle,Flowering_Time,1,activation,37372341,False
E0227,RfBP protein(s),Flowering_Time,1,activation,25201173,False
E0228,BRS,Flowering_Time,1,activation,34698114,False
E0229,HOO,Flowering_Time,-1,repression,26260741,False
E0230,interaction between ,Flowering_Time,1,activation,29955997,False
E0231,TAF15B,Flowering_Time,1,activation,29086456,False
E0232,BBX7,Flowering_Time,-1,repression,31947959,False
E0233,OSPIL1,Flowering_Time,1,activation,27683092,False
E0234,Ectopic overexpressi,Flowering_Time,1,activation,30176795,False
E0235,Helitron transposon,Flowering_Time,1,activation,31234777,False
E0236,High salinity condit,Flowering_Time,1,activation,29272465,False
E0237,low nitrate availabi,Flowering_Time,1,activation,29309650,False
E0238,TCP2,Flowering_Time,1,activation,35327958,False
E0239,EPISTASIS,Flowering_Time,1,activation,23382706,False
E0240,high salt stress,Flowering_Time,1,activation,29272465,False
E0241,RFBP,Flowering_Time,1,activation,25547226,False
E0242,EgrMADS 4,Flowering_Time,1,activation,32688894,False
E0243,COOLAIR,Flowering_Time,1,activation,31921267,False
E0244,CIN4,Flowering_Time,-1,repression,26556345,False
E0245,AGL6,Flowering_Time,-1,repression,22730404,False
E0246,Core feedback loop,Flowering_Time,1,activation,29048562,False
E0247,ATXN2,Flowering_Time,1,activation,33802796,False
E0248,CLF,Flowering_Time,1,activation,20703330,False
E0249,ATSWEET10,Flowering_Time,1,activation,32013867,False
E0250,Group-2 plant(s),Flowering_Time,1,activation,22080981,False
E0251,27 candidate gene(s),Flowering_Time,1,activation,31158286,False
E0252,ATNPF6.3,Flowering_Time,1,activation,33643357,False
E0253,ATSAP18,Flowering_Time,1,activation,31608083,False
E0254,Over 100 gene(s),Flowering_Time,1,activation,22865739,False
E0255,det1 ddb2 mutants,Flowering_Time,-1,repression,17409070,False
E0256,ultraviolet-B,Flowering_Time,1,activation,35432431,False
E0257,ATU2AF35,Flowering_Time,1,activation,37836248,False
E0258,ambient growth tempe,Flowering_Time,1,activation,17205109,False
E0259,H2AS95PH,Flowering_Time,1,activation,28790150,False
E0260,FRS7,Flowering_Time,1,activation,28492275,False
E0261,SRR1,Flowering_Time,1,activation,25129129,False
E0262,SVP4,Flowering_Time,-1,repression,22071267,False
E0263,Day length,Flowering_Time,1,activation,35306666,False
E0264,FTF,Flowering_Time,-1,repression,26139827,False
E0265,CDF3,Flowering_Time,-1,repression,30971226,False
E0266,ATNUP62,Flowering_Time,1,activation,33060661,False
E0267,AASOC1C,Flowering_Time,1,activation,34502271,False
E0268,AT2353,Flowering_Time,1,activation,18069939,False
E0269,ATTEM,Flowering_Time,-1,repression,24424565,False
E0270,enhanced plant(s) gr,Flowering_Time,1,activation,29955997,False
E0271,Circadian clock,Flowering_Time,1,activation,23435351,False
E0272,35S::EsSVP,Flowering_Time,1,activation,27733858,False
E0273,AT2301,Flowering_Time,1,activation,18069939,False
E0274,ATSUMO1,Flowering_Time,1,activation,26934536,False
E0275,OSCOP1,Flowering_Time,1,activation,24985152,False
E0276,CMV,Flowering_Time,1,activation,18704166,False
E0277,repeat expansion,Flowering_Time,-1,repression,27630650,False
E0278,GMELF3B,Flowering_Time,1,activation,28878247,False
E0279,Temperature increase,Flowering_Time,1,activation,32722794,False
E0280,fall germination tim,Flowering_Time,1,activation,24281156,False
E0281,DCP5,Flowering_Time,1,activation,37220754,False
E0282,Overexpression of Jc,Flowering_Time,1,activation,32434522,False
E0283,BBX31,Flowering_Time,1,activation,27015278,False
E0284,HDF1,Flowering_Time,1,activation,36697433,False
E0285,gene(s) involved in ,Flowering_Time,1,activation,30971226,False
E0286,BBX19,Flowering_Time,-1,repression,36507446,False
E0287,PPRD2,Flowering_Time,1,activation,28379398,False
E0288,CPC,Flowering_Time,1,activation,26706076,False
E0289,CHI2,Flowering_Time,1,activation,23275881,False
E0290,+/+ genotype,Flowering_Time,1,activation,37802986,False
E0291,ADO2,Flowering_Time,1,activation,30248137,False
E0292,ATBZIP27,Flowering_Time,1,activation,37186640,False
E0293,overexpressed AhGPAT,Flowering_Time,-1,repression,36844041,False
E0294,nitrate status,Flowering_Time,1,activation,33643357,False
E0295,AMIPECT1,Flowering_Time,1,activation,24698997,False
E0296,GMF,Flowering_Time,1,activation,33911161,False
E0297,VVAGL12,Flowering_Time,1,activation,38003021,False
E0298,DROUGHT,Flowering_Time,1,activation,29868063,False
E0299,PHYTOCHROMES,Flowering_Time,1,activation,23271982,False
E0300,overexpression of Vv,Flowering_Time,1,activation,17160562,False
E0301,TOC1,Flowering_Time,1,activation,34194455,False
E0302,Microgravity environ,Flowering_Time,1,activation,35602950,False
E0303,vernalization,Flowering_Time,1,activation,23616927,False
E0304,Ler allele,Flowering_Time,1,activation,25426126,False
E0305,Changes in the durat,Flowering_Time,1,activation,21255164,False
E0306,AMP1,Flowering_Time,-1,repression,21637772,False
E0307,GAS,Flowering_Time,1,activation,18931352,False
E0308,temperature rise,Flowering_Time,1,activation,36961244,False
E0309,ATC3H36,Flowering_Time,1,activation,31701139,False
E0310,PRR,Flowering_Time,-1,repression,23731278,False
E0311,ATJAZ1,Flowering_Time,1,activation,36096884,False
E0312,CHR35,Flowering_Time,-1,repression,26752684,False
E0313,ICCV,Flowering_Time,-1,repression,28818860,False
E0314,PHYA,Flowering_Time,1,activation,9733523,False
E0315,AP2S,Flowering_Time,-1,repression,38117849,False
E0316,ATEMF2,Flowering_Time,1,activation,20676919,False
E0317,ATSR45,Flowering_Time,1,activation,37374167,False
E0318,ATDET1,Flowering_Time,-1,repression,25962685,False
E0319,ATTIR1,Flowering_Time,1,activation,33287712,False
E0320,N,Flowering_Time,1,activation,33643357,False
E0321,Gene(s),Flowering_Time,1,activation,34672409,False
E0322,ATP5CS,Flowering_Time,-1,repression,23062072,False
E0323,LNK4,Flowering_Time,-1,repression,30577529,False
E0324,candidate gene(s),Flowering_Time,-1,repression,20463887,False
E0325,AGL79,Flowering_Time,1,activation,37148653,False
E0326,SEC,Flowering_Time,-1,repression,32928908,False
E0327,chromatin modificati,Flowering_Time,1,activation,22892321,False
E0328,gene(s) expression v,Flowering_Time,1,activation,28439467,False
E0329,floral pathway integ,Flowering_Time,1,activation,28439467,False
E0330,FCA,Flowering_Time,1,activation,11337081,False
E0331,Overexpression of Pw,Flowering_Time,-1,repression,34203360,False
E0332,Defects in sumoylati,Flowering_Time,1,activation,17513499,False
E0333,TPL,Flowering_Time,1,activation,28752516,False
E0334,Fusarium oxysporum,Flowering_Time,1,activation,26034991,False
E0335,GI,Flowering_Time,-1,repression,33329652,False
E0336,Increasing environme,Flowering_Time,-1,repression,24281156,False
E0337,ATHDA5,Flowering_Time,1,activation,29751673,False
E0338,CRY1G380R,Flowering_Time,1,activation,25740719,False
E0339,Water Stress,Flowering_Time,1,activation,24223111,False
E0340,CONSTRUCTS,Flowering_Time,1,activation,31557222,False
E0341,Natural variation,Flowering_Time,1,activation,15248119,False
E0342,Autonomous pathway,Flowering_Time,1,activation,17205109,False
E0343,LFY,Flowering_Time,1,activation,24357620,False
E0344,ATSTY1,Flowering_Time,1,activation,36072673,False
E0345,JCTFL1A,Flowering_Time,-1,repression,28225036,False
E0346,Triple mutation,Flowering_Time,1,activation,11323677,False
E0347,nonfunctional and we,Flowering_Time,-1,repression,19317844,False
E0348,Differences in gene(,Flowering_Time,1,activation,27226169,False
E0349,Environmental cues,Flowering_Time,1,activation,26856528,False
E0350,nitrate supply chang,Flowering_Time,1,activation,33778228,False
E0351,TSL,Flowering_Time,1,activation,8252629,False
E0352,ATC,Flowering_Time,-1,repression,23404901,False
E0353,SUC2,Flowering_Time,1,activation,28752516,False
E0354,FLORE,Flowering_Time,1,activation,30971226,False
E0355,Temperature variatio,Flowering_Time,1,activation,36304200,False
E0356,various pathways,Flowering_Time,1,activation,36864727,False
E0357,PHFT4,Flowering_Time,1,activation,31628413,False
E0358,TOE,Flowering_Time,1,activation,31681381,False
E0359,night temperatures,Flowering_Time,1,activation,22352314,False
E0360,pSUC2::amiPECT1,Flowering_Time,-1,repression,24698997,False
E0361,N availability,Flowering_Time,1,activation,30903620,False
E0362,PPPRR2,Flowering_Time,1,activation,23555899,False
E0363,SUCROSE,Flowering_Time,1,activation,24551235,False
E0364,multiple gene(s),Flowering_Time,1,activation,25512847,False
E0365,BBX30,Flowering_Time,1,activation,27015278,False
E0366,FD,Flowering_Time,-1,repression,37971083,False
E0367,AHFUL,Flowering_Time,1,activation,25461565,False
E0368,ATGH3.12,Flowering_Time,1,activation,35379074,False
E0369,NMD,Flowering_Time,1,activation,28261246,False
E0370,TRY,Flowering_Time,1,activation,26706076,False
E0371,JMJ14,Flowering_Time,-1,repression,25578968,False
E0372,HR02,Flowering_Time,1,activation,38248977,False
E0373,PFT1,Flowering_Time,1,activation,33325122,False
E0374,ATKH27,Flowering_Time,1,activation,31130976,False
E0375,ARR1,Flowering_Time,-1,repression,33732273,False
E0376,ATCOP1,Flowering_Time,-1,repression,24985152,False
E0377,PBSOC1G,Flowering_Time,1,activation,31533070,False
E0378,COR28,Flowering_Time,1,activation,33179278,False
E0379,low ascorbic acid co,Flowering_Time,1,activation,22213815,False
E0380,PHO2,Flowering_Time,1,activation,33671046,False
E0381,Ethylene Signaling,Flowering_Time,-1,repression,19375376,False
E0382,SEP3,Flowering_Time,-1,repression,37971083,False
E0383,proline metabolic ge,Flowering_Time,1,activation,36145748,False
E0384,EBS,Flowering_Time,-1,repression,30082787,False
E0385,GMUBC9,Flowering_Time,1,activation,33013972,False
E0386,high nitrate availab,Flowering_Time,-1,repression,29309650,False
E0387,ATMYB25,Flowering_Time,1,activation,34489986,False
E0388,Higher temperature,Flowering_Time,1,activation,30068524,False
E0389,PECT1,Flowering_Time,1,activation,33268452,False
E0390,PBSOC1D,Flowering_Time,1,activation,31533070,False
E0391,Overexpression of GF,Flowering_Time,-1,repression,33789593,False
E0392,FLH,Flowering_Time,-1,repression,23667042,False
E0393,FAR1,Flowering_Time,-1,repression,29930561,False
E0394,ALX8,Flowering_Time,1,activation,21304819,False
E0395,CDF5,Flowering_Time,-1,repression,30971226,False
E0396,Edi-0 allele in chro,Flowering_Time,1,activation,21625501,False
E0397,LNK3,Flowering_Time,-1,repression,30577529,False
E0398,AGL70,Flowering_Time,-1,repression,23111501,False
E0399,BBR2A,Flowering_Time,1,activation,34792168,False
E0400,PHFT2,Flowering_Time,-1,repression,31628413,False
E0401,glucosinolate gene(s,Flowering_Time,1,activation,35640120,False
E0402,overexpressed CsWRKY,Flowering_Time,-1,repression,31181825,False
E0403,Photoperiod conditio,Flowering_Time,1,activation,35008489,False
E0404,Long-day conditions,Flowering_Time,1,activation,31158286,False
E0405,seed dormancy,Flowering_Time,1,activation,35092679,False
E0406,ATCSP3,Flowering_Time,-1,repression,22888122,False
E0407,RfBP+,Flowering_Time,1,activation,25547226,False
E0408,Spcdc25 expression,Flowering_Time,-1,repression,31213651,False
E0409,VCS,Flowering_Time,1,activation,31201518,False
E0410,AGD7,Flowering_Time,1,activation,27925396,False
E0411,DISRUPTION,Flowering_Time,1,activation,37633338,False
E0412,RNA,Flowering_Time,-1,repression,19439664,False
E0413,five quantitative tr,Flowering_Time,1,activation,7565589,False
E0414,GASA4,Flowering_Time,1,activation,36800929,False
E0415,soil microbiomes,Flowering_Time,1,activation,25350154,False
E0416,TEMPRANILLO1,Flowering_Time,-1,repression,36818828,False
E0417,CGA1,Flowering_Time,1,activation,22102866,False
E0418,ET,Flowering_Time,1,activation,35379074,False
E0419,HAP,Flowering_Time,1,activation,18938104,False
E0420,cryopreservation of ,Flowering_Time,-1,repression,27655524,False
E0421,PWNAC11,Flowering_Time,-1,repression,34203360,False
E0422,ATWRKY45,Flowering_Time,1,activation,33204935,False
E0423,overexpression of Mi,Flowering_Time,1,activation,34575962,False
E0424,ASML1,Flowering_Time,1,activation,30405653,False
E0425,ATUBP26,Flowering_Time,1,activation,29387079,False
E0426,ANAC034,Flowering_Time,1,activation,17653269,False
E0427,PGTFL1,Flowering_Time,-1,repression,29281116,False
E0428,OSJAZS,Flowering_Time,1,activation,35562972,False
E0429,Replacement of nitra,Flowering_Time,-1,repression,33643357,False
E0430,enriched microbiomes,Flowering_Time,1,activation,25350154,False
E0431,complex components,Flowering_Time,1,activation,35766439,False
E0432,CPSIZ1,Flowering_Time,-1,repression,37629126,False
E0433,ATRAV1,Flowering_Time,-1,repression,36818828,False
E0434,Overexpression of Bj,Flowering_Time,-1,repression,31876221,False
E0435,Primary seed dormanc,Flowering_Time,1,activation,35092679,False
E0436,RAP2,Flowering_Time,1,activation,20031913,False
E0437,BL,Flowering_Time,1,activation,20685730,False
E0438,inhibition of cotran,Flowering_Time,1,activation,35731874,False
E0439,VARIANT,Flowering_Time,-1,repression,35304466,False
E0440,Non-inductive photop,Flowering_Time,1,activation,22639792,False
E0441,gain-of-function phe,Flowering_Time,1,activation,28483056,False
E0442,ORTH2,Flowering_Time,1,activation,18643997,False
E0443,ASCORBATE,Flowering_Time,1,activation,33823025,False
E0444,HO3,Flowering_Time,1,activation,16428602,False
E0445,COP3,Flowering_Time,-1,repression,37101003,False
E0446,GmGBP1-ox plant(s),Flowering_Time,-1,repression,23388059,False
E0447,Mediator subunit 18,Flowering_Time,1,activation,23326539,False
E0448,PFN1,Flowering_Time,1,activation,26160044,False
E0449,overexpression of Lh,Flowering_Time,-1,repression,33304361,False
E0450,ATU2AF65A,Flowering_Time,1,activation,31130976,False
E0451,OSMADS55,Flowering_Time,-1,repression,36647724,False
E0452,AHL23,Flowering_Time,1,activation,34174007,False
E0453,MED2,Flowering_Time,1,activation,30049745,False
E0454,NF,Flowering_Time,1,activation,30930912,False
E0455,STRESS,Flowering_Time,1,activation,21364912,False
E0456,FRS8,Flowering_Time,-1,repression,29930561,False
E0457,LUXR146A,Flowering_Time,1,activation,32165537,False
E0458,vernalization of A. ,Flowering_Time,1,activation,28419907,False
E0459,HUB1,Flowering_Time,-1,repression,38446797,False
E0460,PGCENA,Flowering_Time,-1,repression,29281116,False
E0461,circadian regulation,Flowering_Time,1,activation,36290383,False
E0462,A. thaliana mutation,Flowering_Time,1,activation,11323677,False
E0463,MUTATIONS,Flowering_Time,1,activation,27335452,False
E0464,DET2,Flowering_Time,1,activation,26896849,False
E0465,movement of chimeric,Flowering_Time,1,activation,26139827,False
E0466,GMELF3A,Flowering_Time,1,activation,28878247,False
