source	target	sign	confidence	color	doi
IM_Size	Kernel_Row_Number	positive	MEDIUM	#228B22	10.1105/tpc.114.132506
Ear_Branching	Kernel_Row_Number	negative	MEDIUM	#DC143C	10.1038/nature03892
FEA4	BA1	positive	MEDIUM	#228B22	10.1105/tpc.114.132506
RA1	Axillary_Meristem	negative	MEDIUM	#DC143C	10.1242/dev.051748
UB2	KN1	positive	MEDIUM	#228B22	10.1073/pnas.1407401112
UB2	BIF2	positive	MEDIUM	#228B22	10.1093/plcell/koac352
UB2	ZMTCP30	positive	MEDIUM	#228B22	10.1093/plcell/koac352
Cytokinin	ZMCKX	positive	MEDIUM	#228B22	10.1007/s00497-024-00510-0
FEA4	RA3	positive	MEDIUM	#228B22	10.1105/tpc.114.132506
FEA4	Kernel_Row_Number	negative	MEDIUM	#DC143C	10.1105/tpc.114.132506
REL2	IM_Size	negative	MEDIUM	#DC143C	10.1104/pp.18.00913
