source	target	sign	confidence	color	doi
BZR1	Endosperm_Proliferation	positive	MEDIUM	#228B22	10.1007/s00497-024-00516-8
BZR1	PRC2	negative	MEDIUM	#DC143C	10.1007/s00497-024-00516-8
Auxin	PRC2	negative	MEDIUM	#DC143C	10.7554/eLife.20542
AGB1	AGG3	positive	MEDIUM	#228B22	10.4161/psb.21620
GIF1	Seed_Size	positive	MEDIUM	#228B22	10.1038/s41467-020-15603-3
LEC2	FUS3	positive	MEDIUM	#228B22	10.1242/dev.00992
LEC1	Storage_reserves	positive	MEDIUM	#228B22	10.1146/annurev-arplant-050213-040104
LEC2	Storage_reserves	positive	MEDIUM	#228B22	10.1146/annurev-arplant-050213-040104
FUS3	Storage_reserves	positive	MEDIUM	#228B22	10.1146/annurev-arplant-050213-040104
ABI3	Storage_reserves	positive	MEDIUM	#228B22	10.1146/annurev-arplant-050213-040104
Storage_reserves	Seed_Size	positive	MEDIUM	#228B22	10.1105/tpc.108.061903
