node,node_type,activators,inhibitors,formula
Endosperm_Proliferation,,"SHB1,MINI3,IKU2,Auxin,BZR1","AP2,Cytokinin,PRC2,RBR1","Endosperm_Proliferation = prod(f(SHB1, MINI3, IKU2, Auxin, BZR1)) * prod(g(AP2, Cytokinin, PRC2, RBR1)) * gene_modifier + exogenous"
FIE,,,,FIE = 1.0 * 1.0 * gene_modifier + exogenous
FIS2,,,,FIS2 = 1.0 * 1.0 * gene_modifier + exogenous
FUS3,,"ABI3,LEC2","VAL1,VAL2,PKL","FUS3 = prod(f(ABI3, LEC2)) * prod(g(VAL1, VAL2, PKL)) * gene_modifier + exogenous"
GA20OX,,,,GA20OX = 1.0 * 1.0 * gene_modifier + exogenous
GA2OX,,,,GA2OX = 1.0 * 1.0 * gene_modifier + exogenous
GA3OX,,,,GA3OX = 1.0 * 1.0 * gene_modifier + exogenous
GIF1,,GRF,,GIF1 = prod(f(GRF)) * 1.0 * gene_modifier + exogenous
GPA1,,,,GPA1 = 1.0 * 1.0 * gene_modifier + exogenous
GRF,,,miR396,GRF = 1.0 * prod(g(miR396)) * gene_modifier + exogenous
Gibberellin,,"GA20OX,GA3OX",GA2OX,"Gibberellin = prod(f(GA20OX, GA3OX)) * prod(g(GA2OX)) * gene_modifier + exogenous"
IKU1,,BZR1,AIF2,IKU1 = prod(f(BZR1)) * prod(g(AIF2)) * gene_modifier + exogenous
IKU2,,"BZR1,IKU1,SHB1,MINI3",RAV1,"IKU2 = prod(f(BZR1, IKU1, SHB1, MINI3)) * prod(g(RAV1)) * gene_modifier + exogenous"
IPT,,,,IPT = 1.0 * 1.0 * gene_modifier + exogenous
Integument_Growth,,"UBP15,KLUH,TTG2,GIF1,Auxin,Cell_Proliferation_Duration,ANT,SEEDSTICK","DA1,DA2,EOD1,SOD7,DPA4,AP2,ARF2","Integument_Growth = prod(f(UBP15, KLUH, TTG2, GIF1, Auxin, Cell_Proliferation_Duration, ANT, SEEDSTICK)) * prod(g(DA1, DA2, EOD1, SOD7, DPA4, AP2, ARF2)) * gene_modifier + exogenous"
KLUH,,,,KLUH = 1.0 * 1.0 * gene_modifier + exogenous
LEC1,,,"VAL1,VAL2,PKL","LEC1 = 1.0 * prod(g(VAL1, VAL2, PKL)) * gene_modifier + exogenous"
LEC2,,FUS3,"VAL1,VAL2,PKL","LEC2 = prod(f(FUS3)) * prod(g(VAL1, VAL2, PKL)) * gene_modifier + exogenous"
MEA,,,,MEA = 1.0 * 1.0 * gene_modifier + exogenous
MINI3,,"SHB1,IKU1","RAV1,AIF2","MINI3 = prod(f(SHB1, IKU1)) * prod(g(RAV1, AIF2)) * gene_modifier + exogenous"
MSI1,,,,MSI1 = 1.0 * 1.0 * gene_modifier + exogenous
NCED3,,,,NCED3 = 1.0 * 1.0 * gene_modifier + exogenous
Ovule_size,,"ANT,Cytokinin,Cell_Proliferation,SEUSS",,"Ovule_size = prod(f(ANT, Cytokinin, Cell_Proliferation, SEUSS)) * 1.0 * gene_modifier + exogenous"
PGP10,,,,PGP10 = 1.0 * 1.0 * gene_modifier + exogenous
PKL,,"VAL1,VAL2",,"PKL = prod(f(VAL1, VAL2)) * 1.0 * gene_modifier + exogenous"
PRC2,,"MEA,FIS2,FIE,MSI1","BZR1,Auxin","PRC2 = prod(f(MEA, FIS2, FIE, MSI1)) * prod(g(BZR1, Auxin)) * gene_modifier + exogenous"
RAV1,,,BZR1,RAV1 = 1.0 * prod(g(BZR1)) * gene_modifier + exogenous
RBR1,,,,RBR1 = 1.0 * 1.0 * gene_modifier + exogenous
SEEDSTICK,,BPC1,ARF2,SEEDSTICK = prod(f(BPC1)) * prod(g(ARF2)) * gene_modifier + exogenous
SEUSS,,,,SEUSS = 1.0 * 1.0 * gene_modifier + exogenous
SHB1,,BZR1,"ABI5,AIF2","SHB1 = prod(f(BZR1)) * prod(g(ABI5, AIF2)) * gene_modifier + exogenous"
SOD7,,,,SOD7 = 1.0 * 1.0 * gene_modifier + exogenous
Seed_Size,,"Integument_Growth,Endosperm_Proliferation,Ovule_size,GIF1,Storage_reserves","ABA,ABI5","Seed_Size = prod(f(Integument_Growth, Endosperm_Proliferation, Ovule_size, GIF1, Storage_reserves)) * prod(g(ABA, ABI5)) * gene_modifier + exogenous"
Storage_reserves,,"LEC1,LEC2,FUS3,ABI3",,"Storage_reserves = prod(f(LEC1, LEC2, FUS3, ABI3)) * 1.0 * gene_modifier + exogenous"
TAR1,,,PRC2,TAR1 = 1.0 * prod(g(PRC2)) * gene_modifier + exogenous
TCP14,,,,TCP14 = 1.0 * 1.0 * gene_modifier + exogenous
TIR1,,Auxin,,TIR1 = prod(f(Auxin)) * 1.0 * gene_modifier + exogenous
TTG2,,,,TTG2 = 1.0 * 1.0 * gene_modifier + exogenous
UBP15,,,DA1,UBP15 = 1.0 * prod(g(DA1)) * gene_modifier + exogenous
VAL1,,,,VAL1 = 1.0 * 1.0 * gene_modifier + exogenous
VAL2,,,,VAL2 = 1.0 * 1.0 * gene_modifier + exogenous
YUC10,,,PRC2,YUC10 = 1.0 * prod(g(PRC2)) * gene_modifier + exogenous
YUC11,,,,YUC11 = 1.0 * 1.0 * gene_modifier + exogenous
miR156,,,,miR156 = 1.0 * 1.0 * gene_modifier + exogenous
miR172,,,miR156,miR172 = 1.0 * prod(g(miR156)) * gene_modifier + exogenous
miR396,,,,miR396 = 1.0 * 1.0 * gene_modifier + exogenous
