test_id,gene,perturbation_type,gene_modifier,exogenous_node,exogenous_value,comparison_baseline,phenotype_node,expected_direction,expected_magnitude,doi,paper_title,authors,year,journal,evidence_sentence,verification,evidence_quality,species,notes
T012,CYP78A9,knockout,,,,WT,Seed_Size,decreased,slight,,,,,,Loss of CYP78A9 function reduces seed size,,,Arabidopsis thaliana,CYP78A9 single KO; CYP78A6/A8/A9 are functional paralogs of KLUH (CYP78A5). Single member KO modeled as composite-member with gm=0.997 per Trap 2.
T013,KLUH CYP78A9,double_knockout,,,,WT,Seed_Size,decreased,strong,,,,,,double mutant seeds showed a purely additive phenotype,,,Arabidopsis thaliana,klu-2 cyp78a9 double affects CYP78A family more strongly; encoded as KLUH KO since KLUH represents the CYP78A composite role in network.
T014,CYP78A6,knockout,,,,WT,Seed_Size,decreased,slight,,,,,,CYP78A6 (EOD3) and CYP78A9 redundantly regulate seed size,,,Arabidopsis thaliana,eod3-1 / cyp78a6 KO; CYP78A6 paralog of KLUH; gm=0.997 per Trap 2.
T015,CYP78A6 CYP78A9,double_knockout,,,,WT,Seed_Size,decreased,strong,,,,,,synergistic enhancement of cyp78a6 seed size phenotype in cyp78a9 background,,,Arabidopsis thaliana,eod3 cyp78a9 double affects two CYP78A paralogs; encoded as KLUH KD (gm=0.5) intermediate between single and triple.
T016,KLUH TTG2,double_knockout,,,,WT,Seed_Size,decreased,strong,,,,,,klu-2 ttg2-1 double mutants significantly smaller than either single mutant,,,Arabidopsis thaliana,klu-2 ttg2-1 double
T017,AP2,knockout,,,,WT,Seed_Size,increased,strong,,,,,,ap2 mutants produce larger seeds than wild type,,,Arabidopsis thaliana,ap2-7 strong loss-of-function
T018,ARF2,knockout,,,,WT,Seed_Size,increased,strong,,,,,,arf2 mutants produced 31-44% bigger seeds than wild-type,,,Arabidopsis thaliana,arf2-6/-7 KO
T019,TTG2,knockout,,,,WT,Seed_Size,decreased,moderate,,,,,,ttg2 acts maternally to promote cell expansion in integuments; mutant restricts integument elongation,,,Arabidopsis thaliana,ttg2-1 sporophytic KO
T020,ANT,knockout,,,,WT,Seed_Size,decreased,moderate,,,,,,"ant mutants reduction in floral organ size, abnormal integument development",,,Arabidopsis thaliana,ant-1 KO
T021,ANT,overexpression,,,,WT,Seed_Size,increased,moderate,,,,,,Plants with higher expression of ANT produced larger seeds,,,Arabidopsis thaliana,35S:ANT overexpression
T022,GAI,gain_of_function,,,,WT,Seed_Size,increased,strong,,,,,,"gai-1 ~25% larger seeds, ~42% increased weight",,,Arabidopsis thaliana,gai-1 stable DELLA: GAI-deltaDELLA mutation makes GAI resistant to GA-mediated degradation. Encoded as DELLA gm=2.0 (gain-of-function on the DELLA composite).
T023,RGA,gain_of_function,,,,WT,Seed_Size,increased,moderate,,,,,,rga-delta17 larger seeds,,,Arabidopsis thaliana,rga-delta17 stabilised DELLA member; encoded as DELLA gm=2.0 on composite.
T024,RGL1,gain_of_function,,,,WT,Seed_Size,increased,slight,,,,,,rgl1-delta17 slightly larger seeds,,,Arabidopsis thaliana,rgl1-delta17 stabilised DELLA; DELLA composite gm=2.0.
T025,RGL2,gain_of_function,,,,WT,Seed_Size,increased,moderate,,,,,,rgl2-delta17 larger seeds,,,Arabidopsis thaliana,rgl2-delta17 stabilised DELLA; DELLA composite gm=2.0.
T026,GAI,knockout,,,,WT,Seed_Size,decreased,moderate,,,,,,gaiT6 significantly smaller seeds,,,Arabidopsis thaliana,gaiT6 loss-of-function (single DELLA member); composite DELLA gm=0.997 per Trap 2.
T027,RGL1,knockout,,,,WT,Seed_Size,decreased,slight,,,,,,rgl1-1 smaller seeds,,,Arabidopsis thaliana,rgl1-1 single DELLA KO; composite gm=0.997.
T028,RGL2,knockout,,,,WT,Seed_Size,decreased,moderate,,,,,,rgl2-1 smaller seeds,,,Arabidopsis thaliana,rgl2-1 single DELLA KO; composite gm=0.997.
T029,GID1A,knockout,,,,WT,Seed_Size,increased,moderate,,,,,,gid1a seeds larger than wild-type,,,Arabidopsis thaliana,gid1a KO removes GA receptor; DELLA cannot be degraded by GA-GID1-DELLA pathway. Mapped as DELLA gm=2.0 (gain-of-function via stabilisation). GID1 not in network.
T030,GID1B,knockout,,,,WT,Seed_Size,increased,moderate,,,,,,gid1b seeds larger than wild-type,,,Arabidopsis thaliana,gid1b KO; DELLA stabilised. Mapped as DELLA gm=2.0.
T031,Paclobutrazol,chemical_treatment,,,,WT,Seed_Size,increased,strong,,,,,,Seeds of plants treated with PBZ were larger than any gain-of-function mutants,,,Arabidopsis thaliana,Paclobutrazol (PBZ) inhibits GA biosynthesis. Mapped as Gibberellin gm=0.1 (KD) per agent spec.
T032,SOD7,knockout,,,,WT,Seed_Size,increased,moderate,,,,,,sod7 mutants produce larger seeds than wild-type,,,Arabidopsis thaliana,sod7-1 KO
T033,DPA4,knockout,,,,WT,Seed_Size,increased,slight,,,,,,dpa4 loss-of-function increases seed size redundantly with sod7,,,Arabidopsis thaliana,dpa4-1 KO
T034,SOD7 DPA4,double_knockout,,,,WT,Seed_Size,increased,strong,,,,,,sod7 dpa4 double mutants show strongly increased seed size,,,Arabidopsis thaliana,sod7 dpa4 double KO
T035,SHB1,knockout,,,,WT,Seed_Size,decreased,moderate,,,,,,shb1 loss-of-function reduces seed size by ~15%,,,Arabidopsis thaliana,shb1 loss-of-function
T036,SHB1,gain_of_function,,,,WT,Seed_Size,increased,strong,,,,,,shb1-D enhanced MINI3 and IKU2 expression 10-fold; seed size 1.5-1.7 fold,,,Arabidopsis thaliana,shb1-D dominant gain-of-function
T037,MINI3,knockout,,,,WT,Seed_Size,decreased,strong,,,,,,mini3-1 seed weight 11.8 mg/1000 vs WT 20.25 mg/1000,,,Arabidopsis thaliana,mini3-1 KO
T038,IKU2,knockout,,,,WT,Seed_Size,decreased,strong,,,,,,iku2-3 seed weight 10.08 mg/1000 vs WT 20.25 mg/1000,,,Arabidopsis thaliana,iku2-3 KO
T039,IKU2,overexpression,,,,WT,Seed_Size,increased,moderate,,,,,,overexpression of IKU2 led to increase in seed size,,,Arabidopsis thaliana,35S:IKU2 OE
T040,MINI3 IKU2,double_knockout,,,,WT,Seed_Size,decreased,strong,,,,,,mini3-1/iku2-3 seed weight 10.58 mg/1000,,,Arabidopsis thaliana,mini3-1 iku2-3 double KO
T041,IKU1,knockout,,,,WT,Seed_Size,decreased,strong,,,,,,iku1-1 small seeds; MINI3 and IKU2 expression reduced,,,Arabidopsis thaliana,iku1-1 KO
T042,IKU1 IKU2 MINI3,triple_knockout,,,,WT,Seed_Size,decreased,strong,,,,,,all three act in same pathway; triple mutant severely reduced seed size,,,Arabidopsis thaliana,iku1 iku2 mini3 triple KO
T043,RAV1,overexpression,,,,WT,Seed_Size,decreased,strong,,,,,,RAV1OE produces ~40% reduction in seed size; >45% malformed,,,Arabidopsis thaliana,35S:RAV1 overexpression
T044,RAV1,knockout,,,,WT,Seed_Size,unchanged,,,,,,,rav1 mutant seed phenotype similar to wild-type,,,Arabidopsis thaliana,rav1 KO; minor effect (network expects unchanged-ish)
T045,LAC2,knockout,,,,WT,Seed_Size,increased,slight,,,,,,lac2 mutants produce slightly larger seeds,,,Arabidopsis thaliana,"LAC2 not in network: Seed-coat laccase, peripheral pathway, not in current network"
T046,LAC2,overexpression,,,,WT,Seed_Size,decreased,slight,,,,,,pFWA::LAC2 slightly reduced seeds vs WT,,,Arabidopsis thaliana,"LAC2 not in network: Seed-coat laccase, peripheral pathway"
T047,MINI3 LAC2,rescue_experiment,,,,mutant,Seed_Size,increased,moderate,,,,,,mini3 lac2 partially rescued larger than mini3 alone,,,Arabidopsis thaliana,"mini3 lac2 rescue requires LAC2 to be in the network so that LAC2 KO can rescue the mini3 small-seed phenotype. LAC2 is a peripheral seed-coat laccase that was not curated into the network (literature_gap from JUDGE iter 1). With only the MINI3 KO portion modelable, the test reduces to ""mini3 KO vs mini3 KO"" = ratio 1.0 unchanged, which cannot match the expected rescue direction. Re-encoded as not_in_network per REFINEMENT §1.5 Step D."
T048,AIF2,overexpression,,,,WT,Seed_Size,decreased,moderate,,,,,,SHB1/IKU1/MINI3 suppressed in AIF2ox; decreased seed number/size,,,Arabidopsis thaliana,AIF2ox; AIF2 represses HAIKU pathway
T049,MEA,heterozygous,,,,WT,Seed_Size,increased,strong,,,,,,mea/+ produces autonomous/enlarged seeds,,,Arabidopsis thaliana,mea/+ maternal allele loss; PRC2 derepression in endosperm. Encoded as MEA gm=0.0 (parent-of-origin imprinting).
T050,FIE,heterozygous,,,,WT,Seed_Size,increased,strong,,,,,,FIEcos plants produced seeds larger than WT,,,Arabidopsis thaliana,fie/+ maternal; PRC2 derepression. MEA-class imprinted.
T051,FIS2,heterozygous,,,,WT,Seed_Size,increased,strong,,,,,,fis2 mutant autonomous endosperm; enlarged when viable,,,Arabidopsis thaliana,fis2/+ maternal; PRC2 derepression.
T052,MSI1,heterozygous,,,,WT,Seed_Size,increased,strong,,,,,,msi1 produces autonomous endosperm/enlarged seeds,,,Arabidopsis thaliana,msi1/+ maternal; PRC2 derepression.
T053,AHK2 AHK3 CRE1,triple_knockout,,,,WT,Seed_Size,increased,strong,,,,,,cre1 ahk2 ahk3 produces seeds larger than WT,,,Arabidopsis thaliana,AHK2 AHK3 CRE1 not in network: CK receptors not in network (CK signaling collapsed onto CK level)
T054,CKX3 CKX5,double_knockout,,,,WT,Seed_Size,increased,strong,,,,,,ckx3 ckx5 seed yield increased 55%; siliques up to 110 seeds vs 65 WT,,,Arabidopsis thaliana,ckx3 ckx5 double; reduced CK degradation -> more CK
T055,CKX3 CKX5 AHP6,triple_knockout,,,,WT,Seed_Size,increased,strong,,,,,,ckx3 ckx5 ahp6 triple mutants had 23% more siliques vs ckx3 ckx5,,,Arabidopsis thaliana,ckx3 ckx5 ahp6 triple; AHP6 also inhibits CK signaling in network
T056,YUC10,knockout,,,,WT,Seed_Size,decreased,moderate,,,,,,YUC10 loss reduces endosperm auxin and seed coat development,,,Arabidopsis thaliana,yuc10 single KO
T057,YUC10 YUC11,double_knockout,,,,WT,Seed_Size,decreased,strong,,,,,,double yuc10 yuc11 compromises post-fertilization auxin production,,,Arabidopsis thaliana,yuc10 yuc11 double KO; redundant auxin biosynthesis paralogs both in network
T058,AGL62,heterozygous,,,,WT,Seed_Size,decreased,strong,,,,,,agl62 shows seed abortion ~3-4 DAP; seed coat fails to develop,,,Arabidopsis thaliana,AGL62 not in network: AGL62 endosperm MADS-box not in network
T059,DET2,knockout,,,,WT,Seed_Size,decreased,moderate,,,,,,det2 seeds 17% lighter than wild-type,,,Arabidopsis thaliana,det2 BR-deficient
T060,DWF4,knockout,,,,WT,Seed_Size,decreased,moderate,,,,,,dwf4 seeds 17% lighter than wild-type,,,Arabidopsis thaliana,dwf4 BR-deficient
T061,BRI1,knockout,,,,WT,Seed_Size,decreased,moderate,,,,,,bri1-5 seeds ~10% lighter than wild-type,,,Arabidopsis thaliana,bri1-5 weak allele encoded as KO
T062,BZR1,gain_of_function,,,,WT,Seed_Size,unchanged,,,,,,,bzr1-1D seeds not bigger or heavier than wild type,,,Arabidopsis thaliana,bzr1-1D dominant active; constitutive BR signaling. Note: paper reports unchanged seed size despite gain-of-function.
T063,AP2 DET2,double_knockout,,,,mutant,Seed_Size,increased,strong,,,,,,ap2 suppressed small-seed phenotype of det2; ap2-6 dramatically heavier,,,Arabidopsis thaliana,ap2 det2 double; baseline=det2 (rescue of det2 small seed by AP2 loss).
T064,ARF2 DET2,double_knockout,,,,mutant,Seed_Size,increased,strong,,,,,,arf2-8 det2 notably larger like arf2-8 alone,,,Arabidopsis thaliana,arf2-8 det2 double; baseline=det2 (rescue of det2 small seed by ARF2 loss).
T065,MINI3 DET2,rescue_experiment,,,,mutant,Seed_Size,increased,moderate,,,,,,MINI3 overexpression in det2 resulted in obviously heavier seeds,,,Arabidopsis thaliana,35S:MINI3 in det2 background; rescue by MINI3 OE; baseline=det2.
T066,BIN2,gain_of_function,,,,WT,Seed_Size,decreased,moderate,,,,,,bin2-1 constitutively phosphorylates BZR1/BES1; BR signaling impaired,,,Arabidopsis thaliana,bin2-1 dominant active; constitutive BIN2 inhibits BZR1 -> reduced BR signaling -> smaller seeds.
T067,AXR1,knockout,,,,WT,Seed_Size,unchanged,,,,,,,axr1-12/+ axl-1 seeds develop normal seed coat (auxin signaling not required in endosperm),,,Arabidopsis thaliana,AXR1 not in network: AXR1 (RUB1 conjugating enzyme for SCF^TIR1) not in network; auxin signaling is collapsed via TIR1->ARF2.
T068,YUC6,gain_of_function,,,,WT,Seed_Size,increased,moderate,,,,,,yuc6-2D 50% autonomous seed coat development,,,Arabidopsis thaliana,yuc6-2D gain-of-function; YUC6 is functional paralog of YUC10/YUC11 auxin biosynthesis. Encoded as YUC10 OE (representative paralog) gm=2.0.
T069,ABI5,knockout,,,,WT,Seed_Size,increased,moderate,,,,,,abi5 mutant exhibits larger seeds; seed size increase 10-15%,,,Arabidopsis thaliana,abi5 KO
T070,ABA2,knockout,,,,WT,Seed_Size,increased,strong,,,,,,aba2 seed size increase 25-30%; delayed cellularization; upregulated SHB1 MINI3 IKU2,,,Arabidopsis thaliana,aba2-1 ABA-deficient
T071,ABCG17 ABCG18,double_knockout,,,,WT,Seed_Size,increased,moderate,,,,,,"mir17,18 significantly larger seeds; increased width and length",,,Arabidopsis thaliana,ABCG17 ABCG18 not in network: ABA transporters not in network (ABA is a hormone node only); literature_gap.
T072,ABI3,knockout,,,,WT,Seed_Size,decreased,strong,,,,,,abi3 mutants show seed maturation defects and reduced storage protein accumulation,,,Arabidopsis thaliana,abi3-4 strong loss-of-function
T073,FUS3,knockout,,,,WT,Seed_Size,decreased,moderate,,,,,,fus3 mutants heterochronic development; altered storage protein accumulation,,,Arabidopsis thaliana,fus3 KO
T074,LEC1,knockout,,,,WT,Seed_Size,decreased,strong,,,,,,lec1 mutants lose cotyledon identity and late embryogenesis defects,,,Arabidopsis thaliana,lec1 KO
T075,LEC2,knockout,,,,WT,Seed_Size,decreased,moderate,,,,,,lec2 dramatic decrease in ABI3/FUS3 expression; maturation defects,,,Arabidopsis thaliana,lec2 KO
T076,WRI1,knockout,,,,WT,Seed_Size,decreased,strong,,,,,,wri1-1 mutant 80% reduced seed oil content; reduced filling,,,Arabidopsis thaliana,WRI1 not in network: WRI1 not in network (literature_gap; no curated downstream edge to phenotype-reachable node).
T077,WRI1,overexpression,,,,WT,Seed_Size,increased,moderate,,,,,,WRI1 overexpression enhances oil biosynthesis and seed weight,,,Arabidopsis thaliana,WRI1 not in network: WRI1 not in network (literature_gap).
T078,AGG3,knockout,,,,WT,Seed_Size,decreased,strong,,,,,,agg3 mutants showed reduced seed/organ size,,,Arabidopsis thaliana,agg3 KO
T079,AGG3,overexpression,,,,WT,Seed_Size,increased,strong,,,,,,overexpression of AGG3 significantly increased seed and organ size,,,Arabidopsis thaliana,35S:AGG3 OE
T080,AGB1,knockout,,,,WT,Seed_Size,decreased,moderate,,,,,,agb1 mutants show growth/developmental defects; AGG3 function requires AGB1,,,Arabidopsis thaliana,agb1 KO
T081,GPA1,knockout,,,,WT,Seed_Size,decreased,moderate,,,,,,gpa1 mutants show growth/developmental defects; AGG3 function requires GPA1,,,Arabidopsis thaliana,gpa1 KO
T082,KIX8 KIX9,double_knockout,,,,WT,Seed_Size,increased,strong,,,,,,kix8-1 kix9-1 larger seeds and heavier weight,,,Arabidopsis thaliana,KIX8 KIX9 not in network: KIX co-repressors not in network; literature_gap.
T083,PPD1 PPD2,double_knockout,,,,WT,Seed_Size,increased,strong,,,,,,ppd1 ppd2 mutants show larger seeds; GIF1 upregulated,,,Arabidopsis thaliana,PPD1 PPD2 not in network: PPD repressors not in network; literature_gap.
T084,MYC3 MYC4,double_knockout,,,,WT,Seed_Size,increased,strong,,,,,,myc3 myc4 large seeds; proliferation increased,,,Arabidopsis thaliana,MYC3 MYC4 not in network: MYC bHLH repressors of GIF1 not in network; literature_gap.
T085,GIF1,knockout,,,,WT,Seed_Size,decreased,strong,,,,,,gif1 mutants small light seeds; reduced proliferation in integuments,,,Arabidopsis thaliana,gif1 KO
T086,GIF1,overexpression,,,,WT,Seed_Size,increased,strong,,,,,,"35S:GIF1 produces larger, heavier seeds",,,Arabidopsis thaliana,35S:GIF1 OE
T087,GIF1 MYC3 MYC4,triple_knockout,,,,WT,Seed_Size,decreased,strong,,,,,,gif1 myc3 myc4 reverts to gif1 small-seed phenotype; GIF1 epistatic,,,Arabidopsis thaliana,gif1 myc3 myc4 triple; only GIF1 in network. MYC3/4 effect collapsed to GIF1 KO; expected decreased seed size (GIF1 epistatic to MYC3/4).
T088,SAP,overexpression,,,,WT,Seed_Size,increased,strong,,,,,,35S:SAP plants produce larger seeds; GIF1 elevated,,,Arabidopsis thaliana,SAP not in network: SAP F-box not in network; literature_gap.
T089,miR396,overexpression,,,,WT,Seed_Size,decreased,moderate,,,,,,Up-regulating miR396 resulted in smaller fruit or seed size,,,Arabidopsis thaliana,35S:MIR396 OE; miR396 represses GRF -> reduced cell proliferation -> smaller seeds.
T090,GRF1,overexpression,,,,WT,Seed_Size,increased,moderate,,,,,,overexpression of GRF1 larger leaves and increased seed weight and size,,,Arabidopsis thaliana,35S:GRF1 OE; GRF1 is single member of GRF1/2/3/5 composite (GRF node). Composite OE captures the gain-of-function effect.
T091,GRF2,overexpression,,,,WT,Seed_Size,increased,moderate,,,,,,overexpression of GRF2 increases seed weight and seed size,,,Arabidopsis thaliana,35S:GRF2 OE; same composite as T090.
T092,TPS1,knockout,,,,WT,Seed_Size,decreased,strong,,,,,,"tps1-1 mutants show embryos failing to complete embryogenesis, arrested at torpedo stage",,,Arabidopsis thaliana,TPS1 not in network: TPS1 / T6P sugar pathway not in network; literature_gap.
T093,TOP1Î±,knockout,,,,WT,Seed_Size,increased,moderate,,,,,,top1Î±-10 produces large seeds due to ectopic TTG2; parental dosage-dependent,,,Arabidopsis thaliana,TOP1alpha not in network: TOP1alpha topoisomerase not in network; literature_gap (TTG2 upstream).
T094,UPF1,knockout,,,,WT,Seed_Size,increased,moderate,,,,,,upf1-1 produces large seeds maternally through ectopic antipodal TTG2,,,Arabidopsis thaliana,UPF1 not in network: UPF1 nonsense-mediated decay not in network; literature_gap (TTG2 upstream).
T095,MEE45,knockout,,,,WT,Seed_Size,decreased,moderate,,,,,,MEE45 controls seed size maternally; loss reduces seed size via reduced ANT induction,,,Arabidopsis thaliana,MEE45 not in network: MEE45 maternal effect not in network; literature_gap (ANT upstream).
T096,SEEDSTICK,knockout,,,,WT,Seed_Size,decreased,moderate,,,,,,stk mutants show reduced seed size due to loss of E2Fa activation,,,Arabidopsis thaliana,stk KO
T097,SEEDSTICK TT16,double_knockout,,,,WT,Seed_Size,decreased,strong,,,,,,stk tt16 ovules lack sub-dermal integument cell layers almost completely,,,Arabidopsis thaliana,stk tt16 double; only SEEDSTICK in network. TT16 not in network. Encoded as STK KO.
T098,WT,control,,,,WT,Seed_Size,unchanged,,,,,,,Col-0 wild type seeds baseline 1000-seed weight 20.25 mg,,,Arabidopsis thaliana,Wild-type Columbia (Col-0) baseline; no perturbations; expected unchanged.
T099,BR_treatment,exogenous_treatment,,,,WT,Seed_Size,increased,moderate,,,,,,BR treatment increases seed size by activating IKU pathway and BZR1 targets,,,Arabidopsis thaliana,Exogenous brassinolide application -> Brassinosteroid exogenous_supply=1.0.
T100,GA_treatment,exogenous_treatment,,,,WT,Seed_Size,increased,moderate,,,,,,Ovules treated with GA3 significantly larger than mock-treated,,,Arabidopsis thaliana,GA3 application on WT ovules -> Gibberellin exogenous_supply=1.0.
T101,Brassinazole,chemical_treatment,,,,WT,Seed_Size,decreased,moderate,,,,,,brassinazole phenocopies det2 BR-deficient smaller seeds,,,Arabidopsis thaliana,Brassinazole (Brz) inhibits BR biosynthesis -> Brassinosteroid gm=0.1 (KD) per agent spec.
T102,"2,4-D_treatment",chemical_treatment,,,,WT,Seed_Size,increased,moderate,,,,,,"2,4-D treated ovules significantly larger; 30-40% show seed coat development without fertilization",,,Arabidopsis thaliana,"2,4-D synthetic auxin -> Auxin exogenous_supply=1.0."
T103,DA1 UBP15,rescue_experiment,,,,WT,Seed_Size,increased,strong,,,,,,Seed/organ size phenotypes of gUBP15-GFP strongly enhanced by da1-1,,,Arabidopsis thaliana,gUBP15-GFP in da1-1 background; baseline=WT per source. UBP15 OE further enlarges seeds beyond da1-1 alone.
T104,DA1 DA2 EOD1,triple_knockout,,,,WT,Seed_Size,increased,strong,,,,,,triple mutants show extreme seed size enhancement beyond doubles,,,Arabidopsis thaliana,da1-1 da2-1 eod1-2 triple; very strong enlargement
T105,DA1 DAR1 DAR2,triple_knockout,,,,WT,Seed_Size,increased,moderate,,,,,,size of triple mutant seeds comparable with da1-1 da2-1 double mutant,,,Arabidopsis thaliana,da1-ko1 dar1-1 dar2-1 triple; DAR1/DAR2 are DA1 paralogs (not in network). Encoded as DA1 KO (family representative).
T106,MEA FIE,double_mutant,,,,WT,Seed_Size,increased,strong,,,,,,PRC2 double heterozygous show enhanced large seed phenotype,,,Arabidopsis thaliana,"mea/+ fie/+ double maternal; both PRC2 components imprinted, derepressed."
T107,WEI8 TAR1 TAR2,triple_knockout,,,,WT,Seed_Size,decreased,strong,,,,,,wei8 tar1 tar2/+ shows 20-30% seed abortion; ~2.5% seed coat failure,,,Arabidopsis thaliana,wei8 tar1 tar2/+ triple; only TAR1 in network. WEI8/TAR2 are paralogs of TAR1 in TAA1 family. Encoded as TAR1 KO (representative).
T108,DD25_IaaH,overexpression,,,,WT,Seed_Size,decreased,strong,,,,,,DD25::IaaH aborting seeds resembling paternal-excess 3x seeds; cellularization fails at 7 DAP,,,Arabidopsis thaliana,DD25::IaaH is an endosperm-specific bacterial auxin-hydrolase driving LOCALISED auxin excess that causes seed abortion and cellularisation failure. FLASH-P framework treats Auxin as a single global pool and cannot represent tissue-compartment-specific perturbations. Re-encoded as not_in_network per REFINEMENT §1.5 Step D (encoding fix for framework limitation).
T109,ga1-3,knockout,,,,WT,Seed_Size,increased,moderate,,,,,,"GA-deficient mutants have stabilized DELLA, increased seed size",,,Arabidopsis thaliana,ga1-3 GA biosynthesis null; Gibberellin gm=0.0 (KO of biosynthesis). DELLA stabilised downstream.
T110,TTG2,heterozygous,,,,WT,Seed_Size,decreased,slight,,,,,,ttg2-6 produces small seeds; epistatic to top1Î±-10 and upf1-1,,,Arabidopsis thaliana,ttg2-6 antipodal gametophytic heterozygous KD
T111,VAL1 VAL2,double_knockout,,,,WT,Seed_Size,increased,strong,,,,,,"val1 val2 seedlings show derepression of LEC1, ABI3, LAFL network; persistent embryonic traits",,,Arabidopsis thaliana,val1 val2 double KO; LAFL derepression
T112,PKL,knockout,,,,WT,Seed_Size,increased,slight,,,,,,pkl mutants show derepression of LAFL target genes and embryonic traits in seedlings,,,Arabidopsis thaliana,pkl KO; LAFL derepression
T113,ARF2 GRF5,double_knockout,,,,WT,Seed_Size,increased,moderate,,,,,,arf2 grf5 double mutants showed lanceolate leaves with cell number similar to grf5,,,Arabidopsis thaliana,arf2 grf5 double; GRF5 is single member of GRF1/2/3/5 composite. ARF2 KO + GRF gm=0.997 (composite single-member loss per Trap 2).
T114,TCP14 TCP15,double_knockout,,,,WT,Seed_Size,decreased,moderate,,,,,,tcp14 tcp15 double mutants show decreased expression of cell cycle genes; reduced proliferation,,,Arabidopsis thaliana,tcp14 tcp15 double; only TCP14 in network. TCP15 paralog effect collapsed onto TCP14.
T115,DA1 DAR1 DAR2,triple_knockout,,,,WT,Seed_Size,increased,strong,,,,,,triple mutant shows elevated TCP14/15 protein; dramatically elevated RBR and CYCA2;3; larger organs,,,Arabidopsis thaliana,da1-ko1 dar1-1 dar2-1 triple (T115 alternate citation); same as T105 mapping.
T116,SEUSS ANT,double_knockout,,,,WT,Seed_Size,decreased,strong,,,,,,seu ant double mutants lack ovules completely; no seed production,,,Arabidopsis thaliana,seu ant double; lacks ovules entirely
T117,SEUSS,knockout,,,,WT,Seed_Size,decreased,moderate,,,,,,seu mutants show reduced ovule initiation; fewer seeds,,,Arabidopsis thaliana,seu single mutant
T118,ABI4,knockout,,,,WT,Seed_Size,unchanged,,,,,,,abi4 seeds are desiccation tolerant and only slightly resistant to ABA; mild phenotype,,,Arabidopsis thaliana,abi4 KO; mild effect on seed size
T119,miR396a miR396b,double_knockout,,,,WT,Seed_Size,increased,moderate,,,,,,loss of miR396 phenocopies GRF overexpression; increased cell proliferation and organ/seed size,,,Arabidopsis thaliana,miR396a miR396b double KO; miR396 composite mapped to single miR396 node
T120,BPC1,knockout,,,,WT,Seed_Size,decreased,slight,,,,,,bpc1 reduces STK regulatory activity; impaired ovule development,,,Arabidopsis thaliana,bpc1 KO; reduces SEEDSTICK expression
T121,6-BA_CK_treatment,chemical_treatment,,,,WT,Seed_Size,increased,moderate,,,,,,6-BA (cytokinin) significantly reduced GFP-DA1 protein abundance,,,Arabidopsis thaliana,Exogenous 6-BA cytokinin treatment -> Cytokinin exogenous_supply=1.0.
T122,ULT1,knockout,,,,WT,Seed_Size,decreased,moderate,,,,,,ULT1 protects TCP14/15 from DA1 cleavage via H3K4me3; ult1 reduces organ size,,,Arabidopsis thaliana,ULT1 not in network: ULT1 chromatin remodeler not in network; literature_gap.
