node,node_type,activators,inhibitors,formula
DELLA,,,Gibberellin,"DELLA = 1.0 * min(1/max(Gibberellin, 0.1), 10.0) * gene_modifier + exogenous_supply"
DET2,,,,DET2 = gene_modifier + exogenous_supply
DPA4,,,,DPA4 = gene_modifier + exogenous_supply
DWF4,,,,DWF4 = gene_modifier + exogenous_supply
E2FA,,SEEDSTICK,,"E2FA = max(SEEDSTICK, 0.01)^(1/1) * 1.0 * gene_modifier + exogenous_supply"
EOD1,,,DA1,"EOD1 = 1.0 * min(1/max(DA1, 0.1), 10.0) * gene_modifier + exogenous_supply"
Endosperm_Proliferation,,"SHB1,MINI3,IKU2,Auxin,BZR1","AP2,Cytokinin,PRC2,RBR1","Endosperm_Proliferation = (max(SHB1, 0.01) * max(MINI3, 0.01) * max(IKU2, 0.01) * max(Auxin, 0.01) * max(BZR1, 0.01))^(1/5) * min(1/max(AP2 * Cytokinin * PRC2 * RBR1, 0.1), 10.0) * gene_modifier + exogenous_supply"
FIE,,,,FIE = gene_modifier + exogenous_supply
FIS2,,,,FIS2 = gene_modifier + exogenous_supply
FUS3,,"ABI3,LEC2","VAL1,VAL2,PKL","FUS3 = (max(ABI3, 0.01) * max(LEC2, 0.01))^(1/2) * min(1/max(VAL1 * VAL2 * PKL, 0.1), 10.0) * gene_modifier + exogenous_supply"
GA20OX,,,,GA20OX = gene_modifier + exogenous_supply
GA2OX,,,,GA2OX = gene_modifier + exogenous_supply
GA3OX,,,,GA3OX = gene_modifier + exogenous_supply
GIF1,,GRF,,"GIF1 = max(GRF, 0.01)^(1/1) * 1.0 * gene_modifier + exogenous_supply"
GPA1,,,,GPA1 = gene_modifier + exogenous_supply
GRF,,,miR396,"GRF = 1.0 * min(1/max(miR396, 0.1), 10.0) * gene_modifier + exogenous_supply"
Gibberellin,,"GA20OX,GA3OX",GA2OX,"Gibberellin = (max(GA20OX, 0.01) * max(GA3OX, 0.01))^(1/2) * min(1/max(GA2OX, 0.1), 10.0) * gene_modifier + exogenous_supply"
IKU1,,BZR1,AIF2,"IKU1 = max(BZR1, 0.01)^(1/1) * min(1/max(AIF2, 0.1), 10.0) * gene_modifier + exogenous_supply"
IKU2,,"BZR1,IKU1,SHB1,MINI3",RAV1,"IKU2 = (max(BZR1, 0.01) * max(IKU1, 0.01) * max(SHB1, 0.01) * max(MINI3, 0.01))^(1/4) * min(1/max(RAV1, 0.1), 10.0) * gene_modifier + exogenous_supply"
IPT,,,,IPT = gene_modifier + exogenous_supply
Integument_Growth,,"UBP15,KLUH,TTG2,GIF1,Auxin,Cell_Proliferation_Duration,ANT,SEEDSTICK","DA1,DA2,EOD1,SOD7,DPA4,AP2,ARF2","Integument_Growth = (max(UBP15, 0.01) * max(KLUH, 0.01) * max(TTG2, 0.01) * max(GIF1, 0.01) * max(Auxin, 0.01) * max(Cell_Proliferation_Duration, 0.01) * max(ANT, 0.01) * max(SEEDSTICK, 0.01))^(1/8) * min(1/max(DA1 * DA2 * EOD1 * SOD7 * DPA4 * AP2 * ARF2, 0.1), 10.0) * gene_modifier + exogenous_supply"
KLUH,,,,KLUH = gene_modifier + exogenous_supply
LEC1,,,"VAL1,VAL2,PKL","LEC1 = 1.0 * min(1/max(VAL1 * VAL2 * PKL, 0.1), 10.0) * gene_modifier + exogenous_supply"
LEC2,,FUS3,"VAL1,VAL2,PKL","LEC2 = max(FUS3, 0.01)^(1/1) * min(1/max(VAL1 * VAL2 * PKL, 0.1), 10.0) * gene_modifier + exogenous_supply"
MEA,,,,MEA = gene_modifier + exogenous_supply
MINI3,,"SHB1,IKU1","RAV1,AIF2","MINI3 = (max(SHB1, 0.01) * max(IKU1, 0.01))^(1/2) * min(1/max(RAV1 * AIF2, 0.1), 10.0) * gene_modifier + exogenous_supply"
MSI1,,,,MSI1 = gene_modifier + exogenous_supply
NCED3,,,,NCED3 = gene_modifier + exogenous_supply
Ovule_size,,"ANT,Cytokinin,Cell_Proliferation,SEUSS",,"Ovule_size = (max(ANT, 0.01) * max(Cytokinin, 0.01) * max(Cell_Proliferation, 0.01) * max(SEUSS, 0.01))^(1/4) * 1.0 * gene_modifier + exogenous_supply"
PGP10,,,,PGP10 = gene_modifier + exogenous_supply
PKL,,"VAL1,VAL2",,"PKL = (max(VAL1, 0.01) * max(VAL2, 0.01))^(1/2) * 1.0 * gene_modifier + exogenous_supply"
PRC2,,"MEA,FIS2,FIE,MSI1","BZR1,Auxin","PRC2 = (max(MEA, 0.01) * max(FIS2, 0.01) * max(FIE, 0.01) * max(MSI1, 0.01))^(1/4) * min(1/max(BZR1 * Auxin, 0.1), 10.0) * gene_modifier + exogenous_supply"
RAV1,,,BZR1,"RAV1 = 1.0 * min(1/max(BZR1, 0.1), 10.0) * gene_modifier + exogenous_supply"
RBR1,,,,RBR1 = gene_modifier + exogenous_supply
SEEDSTICK,,BPC1,ARF2,"SEEDSTICK = max(BPC1, 0.01)^(1/1) * min(1/max(ARF2, 0.1), 10.0) * gene_modifier + exogenous_supply"
SEUSS,,,,SEUSS = gene_modifier + exogenous_supply
SHB1,,BZR1,"ABI5,AIF2","SHB1 = max(BZR1, 0.01)^(1/1) * min(1/max(ABI5 * AIF2, 0.1), 10.0) * gene_modifier + exogenous_supply"
SOD7,,,,SOD7 = gene_modifier + exogenous_supply
Seed_Size,,"Integument_Growth,Endosperm_Proliferation,Ovule_size,GIF1,Storage_reserves","ABA,ABI5","Seed_Size = (max(Integument_Growth, 0.01) * max(Endosperm_Proliferation, 0.01) * max(Ovule_size, 0.01) * max(GIF1, 0.01) * max(Storage_reserves, 0.01))^(1/5) * min(1/max(ABA * ABI5, 0.1), 10.0) * gene_modifier + exogenous_supply"
Storage_reserves,,"LEC1,LEC2,FUS3,ABI3",,"Storage_reserves = (max(LEC1, 0.01) * max(LEC2, 0.01) * max(FUS3, 0.01) * max(ABI3, 0.01))^(1/4) * 1.0 * gene_modifier + exogenous_supply"
TAR1,,,PRC2,"TAR1 = 1.0 * min(1/max(PRC2, 0.1), 10.0) * gene_modifier + exogenous_supply"
TCP14,,,,TCP14 = gene_modifier + exogenous_supply
TIR1,,Auxin,,"TIR1 = max(Auxin, 0.01)^(1/1) * 1.0 * gene_modifier + exogenous_supply"
TTG2,,,,TTG2 = gene_modifier + exogenous_supply
UBP15,,,DA1,"UBP15 = 1.0 * min(1/max(DA1, 0.1), 10.0) * gene_modifier + exogenous_supply"
VAL1,,,,VAL1 = gene_modifier + exogenous_supply
VAL2,,,,VAL2 = gene_modifier + exogenous_supply
YUC10,,,PRC2,"YUC10 = 1.0 * min(1/max(PRC2, 0.1), 10.0) * gene_modifier + exogenous_supply"
YUC11,,,,YUC11 = gene_modifier + exogenous_supply
miR156,,,,miR156 = gene_modifier + exogenous_supply
miR172,,,miR156,"miR172 = 1.0 * min(1/max(miR156, 0.1), 10.0) * gene_modifier + exogenous_supply"
miR396,,,,miR396 = gene_modifier + exogenous_supply
