network,edge_id,source,source_type,target,target_type,sign,effect,mechanism,n_evidence,doi_list
Plant Height,N014,GA20OX,GENE,Gibberellin,HORMONE,1,activation,"GA 20-oxidase 1 catalyzes the oxidation of GA53/GA12 through GA44/GA15 and GA19/GA24 to GA20/GA9, a key late step in bioactive GA synthesis",2,10.1199/tab.0103; 10.1073/pnas.95.15.9019
Plant Height,N015,GA3OX,GENE,Gibberellin,HORMONE,1,activation,GA 3-oxidase 1 (GA4) catalyzes the final step converting GA9/GA20 to bioactive GA4/GA1,1,10.1199/tab.0103
Plant Height,N016,GA2OX,GENE,Gibberellin,HORMONE,-1,inhibition,GA 2-oxidase 1 inactivates bioactive GAs by 2-beta hydroxylation; reduces GA pool,1,10.1199/tab.0103
Plant Height,N017,Gibberellin,HORMONE,GA20OX,GENE,-1,inhibition,Bioactive GA feedback-represses GA20ox1 transcription via DELLA degradation; loss of DELLA derepresses GA biosynthesis feedback [Framework note: this edge bypasses a receptor Perception Gate (Motif 1). Biologically the feedback runs through DELLA/ARF/ABI5 but those intermediate edges are absent from curated_edges.json. Exogenous-hormone in receptor-KO backgrounds will still modulate this target - a known Trap-5 framework limitation.],1,10.1199/tab.0103
Plant Height,N018,Gibberellin,HORMONE,GA3OX,GENE,-1,inhibition,Bioactive GA feedback-represses GA3ox1 transcription via DELLA degradation [Framework note: this edge bypasses a receptor Perception Gate (Motif 1). Biologically the feedback runs through DELLA/ARF/ABI5 but those intermediate edges are absent from curated_edges.json. Exogenous-hormone in receptor-KO backgrounds will still modulate this target - a known Trap-5 framework limitation.],1,10.1199/tab.0103
Plant Height,N019,Gibberellin,HORMONE,GA2OX,GENE,1,activation,"Bioactive GA upregulates GA2ox1 transcription, promoting its own catabolism (feedforward/homeostasis) [Framework note: this edge bypasses a receptor Perception Gate (Motif 1). Biologically the feedback runs through DELLA/ARF/ABI5 but those intermediate edges are absent from curated_edges.json. Exogenous-hormone in receptor-KO backgrounds will still modulate this target - a known Trap-5 framework limitation.]",1,10.1199/tab.0103
Plant Height,N020,Gibberellin,HORMONE,GID1,PROTEIN_COMPLEX,1,activation,"Bioactive GA binds the GID1A receptor, causing conformational change and recruitment of DELLA proteins",1,10.1199/tab.0103
Plant Height,N021,GID1,PROTEIN_COMPLEX,DELLA,PROTEIN_COMPLEX,-1,inhibition,"GA-bound GID1A physically interacts with DELLA protein RGA, promoting its recognition by SCF-SLY1 and degradation via the 26S proteasome",1,10.1199/tab.0103
Plant Height,N022,SLY1,GENE,DELLA,PROTEIN_COMPLEX,-1,inhibition,"SLY1 is the F-box subunit of an SCF E3 ubiquitin ligase that polyubiquitinates DELLA proteins including RGA, targeting them for 26S proteasome degradation",1,10.1199/tab.0103
Plant Height,N023,DELLA,PROTEIN_COMPLEX,PIF4_5_7,PROTEIN_COMPLEX,-1,inhibition,"DELLA RGA physically interacts with PIF4 and prevents it from binding target promoters, limiting PIF4-driven growth genes",1,10.1038/nature03543
Plant Height,N024,DELLA,PROTEIN_COMPLEX,BZR_BES,PROTEIN_COMPLEX,-1,inhibition,"DELLA RGA binds BZR1 to prevent BZR1 DNA binding, integrating GA and BR signaling at target genes",1,10.1105/tpc.19.00335
Plant Height,N025,DELLA,PROTEIN_COMPLEX,ARF6_7_8,PROTEIN_COMPLEX,-1,inhibition,"DELLA RGA binds ARF6, inhibiting auxin-driven elongation gene expression",1,10.1105/tpc.19.00335
Plant Height,N026,DELLA,PROTEIN_COMPLEX,Plant_Height,PHENOTYPE,-1,inhibition,DELLA protein RGA represses cell elongation in stem; rga loss-of-function rescues ga1-3 dwarf phenotype; RGA is the principal DELLA limiting vegetative growth,1,10.1199/tab.0103
Plant Height,N027,BR_SYN,GENE,Brassinosteroid,HORMONE,1,activation,DWF4 (CYP90B1) C-22 hydroxylase catalyzes the rate-limiting step in BR biosynthesis,1,10.1105/tpc.19.00335
Plant Height,N028,BZR_BES,PROTEIN_COMPLEX,BR_SYN,GENE,-1,inhibition,Active BZR1 binds BRRE element in DWF4 promoter and represses BR biosynthesis (feedback homeostasis),1,10.1105/tpc.19.00335
Plant Height,N029,Brassinosteroid,HORMONE,BRI1,GENE,1,activation,"Brassinolide binds BRI1 leucine-rich repeat receptor kinase ectodomain as a molecular glue, triggering BRI1-BAK1 heterodimerization",1,10.1105/tpc.19.00335
Plant Height,N030,BRI1,GENE,BSU1,GENE,1,activation,BRI1-BAK1 complex phosphorylates and activates BSK1 (BR signaling kinase),1,10.1105/tpc.19.00335
Plant Height,N031,BAK1,GENE,BSU1,GENE,1,activation,BRI1-BAK1 complex phosphorylates and activates BSK1 (BR signaling kinase),1,10.1105/tpc.19.00335
Plant Height,N032,BSU1,GENE,BIN2,GENE,-1,inhibition,"BSU1 dephosphorylates BIN2 at pTyr200, inactivating the kinase",1,10.1105/tpc.19.00335
Plant Height,N033,BIN2,GENE,BZR_BES,PROTEIN_COMPLEX,-1,inhibition,"BIN2 (a GSK3-like kinase) phosphorylates BZR1, promoting cytoplasmic retention by 14-3-3 proteins and inactivating its DNA binding",1,10.1105/tpc.19.00335
Plant Height,N034,BZR_BES,PROTEIN_COMPLEX,Plant_Height,PHENOTYPE,1,activation,Dephosphorylated/active BZR1 in nucleus activates BR-responsive cell elongation genes; bzr1-D constitutively active mutant promotes growth,1,10.1105/tpc.19.00335
Plant Height,N035,YUC_TAA,GENE,Auxin,HORMONE,1,activation,YUC8 (flavin monooxygenase) converts indole-3-pyruvate to IAA (auxin) in the YUC-dependent tryptophan pathway,1,10.3389/fpls.2019.00914
Plant Height,N036,PIF4_5_7,PROTEIN_COMPLEX,YUC_TAA,GENE,1,activation,PIF4 directly binds the YUC8 promoter and activates transcription to drive auxin biosynthesis,1,10.3389/fpls.2019.00914
Plant Height,N037,PIF4_5_7,PROTEIN_COMPLEX,GA20OX,GENE,1,activation,PIF4 activates GA20ox1 transcription to raise GA levels in shade and high temperature,1,10.1105/tpc.19.00335
Plant Height,N038,Auxin,HORMONE,TIR1,GENE,1,activation,"Auxin binds TIR1 F-box co-receptor, promoting TIR1 interaction with Aux/IAA repressors and their ubiquitination",1,10.3389/fpls.2019.00914
Plant Height,N039,TIR1,GENE,IAA19,GENE,-1,inhibition,"SCF-TIR1 ubiquitinates auxin-bound Aux/IAA19 for 26S proteasome degradation, releasing ARF6/7/8 to activate elongation genes",1,10.3389/fpls.2019.00914
Plant Height,N040,IAA19,GENE,ARF6_7_8,PROTEIN_COMPLEX,-1,inhibition,Aux/IAA IAA19 binds ARF7 transcription factor and represses ARF activity,1,10.3389/fpls.2019.00914
Plant Height,N041,ARF6_7_8,PROTEIN_COMPLEX,Plant_Height,PHENOTYPE,1,activation,ARF6 activates auxin-responsive elongation genes in hypocotyl and stem,1,10.3389/fpls.2019.00914
Plant Height,N042,IPT,GENE,Cytokinin,HORMONE,1,activation,IPT3 (ATP/ADP isopentenyltransferase 3) is a major CK biosynthesis enzyme producing isopentenyladenine riboside 5'-phosphate from DMAPP and AMP/ADP,1,10.1199/tab.0168
Plant Height,N043,CKX3,GENE,Cytokinin,HORMONE,-1,inhibition,CKX3 (cytokinin oxidase 3) degrades cytokinins; feedback-induced by CK itself,1,10.1199/tab.0168
Plant Height,N044,Auxin,HORMONE,IPT,GENE,-1,inhibition,"Auxin represses IPT3 transcription, linking auxin to CK depletion in axillary buds [Framework note: this edge bypasses a receptor Perception Gate (Motif 1). Biologically the feedback runs through DELLA/ARF/ABI5 but those intermediate edges are absent from curated_edges.json. Exogenous-hormone in receptor-KO backgrounds will still modulate this target - a known Trap-5 framework limitation.]",1,10.1199/tab.0168
Plant Height,N045,Cytokinin,HORMONE,CKX3,GENE,1,activation,Cytokinin induces CKX3 transcription as homeostatic feedback,1,10.1199/tab.0168
Plant Height,N046,Cytokinin,HORMONE,AHK3,GENE,1,activation,CK binds AHK3 receptor,1,10.1199/tab.0168
Plant Height,N047,AHK3,GENE,AHP1,GENE,1,activation,"Activated AHK3 autophosphorylates and transfers phosphate to AHP1, which relays to nucleus",1,10.1199/tab.0168
Plant Height,N048,AHP1,GENE,ARR1,GENE,1,activation,AHP1 phosphotransfer to ARR1 (type-B response regulator) activates its transcriptional activity in nucleus,1,10.1199/tab.0168
Plant Height,N049,ARR1,GENE,Plant_Height,PHENOTYPE,1,activation,Type-B ARRs are positive regulators of cytokinin growth responses; arr1 arr10 arr12 triple mutants have severe growth defects,1,10.1199/tab.0168
Plant Height,N050,ACS_ACO,GENE,Ethylene,HORMONE,1,activation,"ACS (ACC synthase) converts SAM to ACC, the rate-limiting step of ethylene biosynthesis",1,10.1073/pnas.1214848109
Plant Height,N051,Ethylene,HORMONE,ETR1,GENE,-1,inhibition,"Ethylene binds ETR1 ER receptor and inactivates it; in the absence of ethylene, ETR1 is active and activates CTR1",1,10.1073/pnas.1214848109
Plant Height,N052,ETR1,GENE,CTR1,GENE,1,activation,"ETR1 activates CTR1 kinase in the absence of ethylene, maintaining the off-state of ethylene signaling",1,10.1073/pnas.1214848109
Plant Height,N053,CTR1,GENE,EIN2,GENE,-1,inhibition,"CTR1 phosphorylates EIN2 C-terminus, sequestering it at the ER and preventing EIN3/EIL1 activation",1,10.1073/pnas.1214848109
Plant Height,N054,EIN2,GENE,EIN3,GENE,1,activation,Cleaved EIN2 C-terminus translocates to nucleus and stabilizes EIN3 by inhibiting EBF1/EBF2 F-box proteins that otherwise degrade EIN3,1,10.1073/pnas.1214848109
Plant Height,N055,EIN3,GENE,Plant_Height,PHENOTYPE,-1,inhibition,EIN3 propagates ethylene growth-inhibitory signal; EIN3 OE reduces stem elongation,1,10.3389/fpls.2017.00057
Plant Height,N056,NCED3,GENE,ABA,HORMONE,1,activation,"NCED3 is the rate-limiting 9-cis-epoxycarotenoid dioxygenase producing xanthoxin, the ABA precursor",1,10.3390/ijms22158394
Plant Height,N057,ABA,HORMONE,PYL,GENE,1,activation,"ABA binds PYR/PYL/RCAR receptors, inducing conformational change that enables PP2C inhibition",1,10.3390/ijms23094523
Plant Height,N058,PYL,GENE,ABI1,GENE,-1,inhibition,ABA-bound PYL physically blocks ABI1 (PP2C) phosphatase active site,1,10.3390/ijms23094523
Plant Height,N059,ABI1,GENE,SNRK2,GENE,-1,inhibition,ABI1 PP2C dephosphorylates and inactivates SnRK2 kinases in the absence of ABA,1,10.3390/ijms23094523
Plant Height,N060,SNRK2,GENE,ABI5,GENE,1,activation,Active SnRK2 kinases phosphorylate and activate ABI5 and ABF bZIP transcription factors,1,10.3390/ijms23094523
Plant Height,N061,ABI5,GENE,Plant_Height,PHENOTYPE,-1,inhibition,ABI5 activates ABA-responsive growth-inhibitory genes; ABI5 OE reduces plant growth,1,10.3390/ijms22158394
Plant Height,N062,ABA,HORMONE,GA20OX,GENE,-1,inhibition,"ABA represses GA biosynthesis genes including GA20ox1 and GA3ox, contributing to ABA-GA antagonism in growth [Framework note: this edge bypasses a receptor Perception Gate (Motif 1). Biologically the feedback runs through DELLA/ARF/ABI5 but those intermediate edges are absent from curated_edges.json. Exogenous-hormone in receptor-KO backgrounds will still modulate this target - a known Trap-5 framework limitation.]",1,10.3390/ijms22158394
Plant Height,N063,PIF4_5_7,PROTEIN_COMPLEX,Plant_Height,PHENOTYPE,1,activation,PIF4 activates YUCCA/auxin biosynthesis and cell wall remodeling genes to promote hypocotyl and stem elongation at warm temperature and in shade,1,10.1016/j.cub.2009.06.046
Plant Height,N064,Light,ENVIRONMENT,FKF1,GENE,1,activation,"Blue light activates FKF1 LOV domain, enabling GI interaction and CDF1 degradation",1,10.1073/pnas.1415375111
Plant Height,N065,GI,GENE,FKF1,GENE,1,activation,"GI forms a complex with FKF1 in the afternoon of long days, required for FKF1 function",1,10.1073/pnas.1415375111
Plant Height,N066,FKF1,GENE,CO,GENE,1,activation,"FKF1 directly interacts with CO and stabilizes it, preventing its degradation in the afternoon of long days",1,10.1073/pnas.1415375111
Plant Height,N067,PHYB,GENE,CO,GENE,-1,inhibition,phyB promotes CO degradation in morning under red light,1,10.1073/pnas.1415375111
Plant Height,N068,GI,GENE,FT,GENE,1,activation,GI directly activates FT in parallel to CO,1,10.1073/pnas.1415375111
Plant Height,N069,CO,GENE,FT,GENE,1,activation,CO transcription factor directly binds the FT promoter and activates FT transcription in long-day afternoon,1,10.1073/pnas.1415375111
Plant Height,N070,AUT_SYN,PROTEIN_COMPLEX,FLC,GENE,-1,inhibition,"FCA is a nuclear RNA-binding protein that promotes proximal polyadenylation of COOLAIR (FLC antisense RNA), leading to chromatin silencing and repression of FLC sense transcription",2,10.1104/pp.19.01009; 10.1093/emboj/cdg305
Plant Height,N071,PRC2,PROTEIN_COMPLEX,FLC,GENE,-1,inhibition,VRN2 is a Su(z)12 homolog in PRC2 that H3K27me3-methylates FLC for long-term silencing,1,10.1073/pnas.0606385103
Plant Height,N072,SPL9,GENE,miR172,REGULATORY_RNA,1,activation,SPL9 directly binds to the promoter of MIR172B approximately 1.2 kb upstream of the transcriptional start site and activates its transcription,2,10.1016/j.cell.2009.06.031; 10.1371/journal.pgen.1006263
Plant Height,N073,miR172,REGULATORY_RNA,AP2_TOE,PROTEIN_COMPLEX,-1,inhibition,miR172 downregulates AP2 by translational repression (predominantly) rather than RNA cleavage,1,10.1105/tpc.016238
Plant Height,N074,AP2_TOE,PROTEIN_COMPLEX,FT,GENE,-1,inhibition,AP2 represses FT transcription; miR172 promotes flowering by relieving AP2 repression of FT,1,10.1371/journal.pbio.3001043
Plant Height,N075,SVP,GENE,FT,GENE,-1,inhibition,SVP directly represses FT transcription; svp mutants flower early,1,10.1046/j.1365-313x.2000.00758.x
Plant Height,N076,FLM,GENE,FT,GENE,-1,inhibition,FLM (FLC-like MADS box) represses FT at low ambient temperature; FLM-SVP heterodimer is the active repressor,1,10.1104/pp.126.1.122
Plant Height,N077,EC,PROTEIN_COMPLEX,PIF4_5_7,PROTEIN_COMPLEX,-1,inhibition,ELF3 is part of evening complex that binds PIF4 promoter to repress its transcription at dusk; also directly interacts with PIF4 protein,1,10.1038/nature10182
Plant Height,N078,SL_SYN,PROTEIN_COMPLEX,Strigolactone,HORMONE,1,activation,MAX3/CCD7 cleaves 9-cis-beta-carotene,1,10.1105/tpc.15.00605
Plant Height,N079,Strigolactone,HORMONE,Plant_Height,PHENOTYPE,1,activation,SL suppresses axillary branching thereby channeling resources to main stem; SL-deficient mutants (max1/3/4) are bushy with shorter main stems,1,10.1105/tpc.15.00605
Plant Height,N080,FT,GENE,FLOWER_INT,PROTEIN_COMPLEX,1,activation,FT-FD complex activates SOC1 at the shoot apex,1,10.1093/jxb/erq098
Plant Height,N081,FLOWER_INT,PROTEIN_COMPLEX,Plant_Height,PHENOTYPE,-1,inhibition,SOC1 promotes floral transition; reduces vegetative growth duration,1,10.1093/jxb/erq098
Plant Height,N082,PHYB,GENE,COP1,GENE,-1,inhibition,"Light-activated phyB excludes COP1 from the nucleus, stabilizing HY5",1,10.1105/tpc.19.00335
Plant Height,N083,COP1,GENE,HY5,GENE,-1,inhibition,COP1 E3 ligase ubiquitinates HY5 for degradation in the dark; light inactivates COP1,1,10.1105/tpc.19.00335
Plant Height,N084,HY5,GENE,Plant_Height,PHENOTYPE,-1,inhibition,HY5 bZIP transcription factor suppresses hypocotyl elongation by antagonizing PIF activity and activating photomorphogenic genes,1,10.1105/tpc.19.00335
Plant Height,N085,TPS1,GENE,T6P,METABOLITE,1,activation,TPS1 is the trehalose-6-phosphate synthase producing T6P,1,10.1126/science.1230406
Plant Height,N086,T6P,METABOLITE,FT,GENE,1,activation,Trehalose-6-phosphate signaling in phloem companion cells induces FT expression during floral transition,1,10.1126/science.1230406
Plant Height,N087,T6P,METABOLITE,miR156,REGULATORY_RNA,-1,inhibition,T6P signaling represses miR156 in leaves to promote vegetative phase change,1,10.1126/science.1230406
Plant Height,N088,PP2A,GENE,BZR_BES,PROTEIN_COMPLEX,1,activation,"PP2A dephosphorylates BZR1, restoring its nuclear localization and DNA binding",1,10.1105/tpc.19.00335
Plant Height,N089,SPY,GENE,DELLA,PROTEIN_COMPLEX,1,activation,"SPINDLY (SPY) is an O-GlcNAc transferase that modifies DELLA proteins, positively regulating DELLA function/stability; spy mutations partially rescue GA deficiency",1,10.1199/tab.0103
Plant Height,N090,Strigolactone,HORMONE,D14,GENE,1,activation,"SL is hydrolyzed/perceived by D14 alpha/beta-hydrolase receptor, enabling D14-MAX2 interaction",1,10.1105/tpc.15.00605
Plant Height,N091,D14,GENE,MAX2,GENE,1,activation,SL-activated D14 interacts with MAX2 F-box as part of SCF complex targeting SMXLs,1,10.1105/tpc.15.00605
Plant Height,N092,MAX2,GENE,BZR_BES,PROTEIN_COMPLEX,-1,inhibition,Strigolactone-activated MAX2 F-box ubiquitinates BES1 for degradation,1,10.1105/tpc.19.00335
Plant Height,N093,PHYA,GENE,CO,GENE,1,activation,phyA stabilizes CO protein in the afternoon under far-red light,1,10.1073/pnas.1415375111
Plant Height,N094,ZTL,GENE,CO,GENE,-1,inhibition,"ZTL directly interacts with CO and destabilizes it, opposing FKF1",1,10.1073/pnas.1415375111
Plant Height,N095,CDF1,GENE,CO,GENE,-1,inhibition,CDF1 directly binds CO promoter to repress transcription in the morning of long days,1,10.1073/pnas.1415375111
Plant Height,N096,FKF1,GENE,CDF1,GENE,-1,inhibition,"FKF1-GI SCF complex ubiquitinates CDF1 for proteasome degradation, relieving CO repression",1,10.1073/pnas.1415375111
Plant Height,N097,lncCOOLAIR,REGULATORY_RNA,FLC,GENE,-1,inhibition,Cold-induced COOLAIR antisense lncRNA accelerates FLC transcriptional repression and reduces H3K36me3,1,10.1038/nature08328
Plant Height,N098,LDL1,GENE,FLC,GENE,-1,inhibition,LDL1 (LSD1-LIKE1) is an H3K4 demethylase that represses FLC expression redundantly with FLD; ldl1 mutants flower later than wild-type,1,10.1105/tpc.107.052373
