network,edge_id,source,target,sign,confidence,in_model,n_papers,dois
Plant Height,E081,PIF5,Plant_Height,1,HIGH,False,1,10.3389/fpls.2019.00914
Plant Height,E082,PIF7,Plant_Height,1,HIGH,False,1,10.3389/fpls.2019.00914
Plant Height,E083,phyB,PIF3,-1,HIGH,False,1,10.3389/fpls.2019.00914
Plant Height,E084,phyB,PIF4,-1,HIGH,False,1,10.1038/s41467-020-14905-w
Plant Height,E085,phyB,PIF5,-1,HIGH,False,1,10.3389/fpls.2019.00914
Plant Height,E086,phyB,PIF7,-1,HIGH,False,1,10.3389/fpls.2019.00914
Plant Height,E087,phyB,Plant_Height,-1,HIGH,False,1,10.1105/tpc.5.2.147
Plant Height,E088,Light,phyB,1,HIGH,False,1,10.3389/fpls.2019.00914
Plant Height,E089,Light,CRY1,1,HIGH,False,1,10.1073/pnas.1415375111
Plant Height,E090,PIF4,YUC8,1,HIGH,False,1,10.3389/fpls.2019.00914
Plant Height,E091,PIF4,TAA1,1,HIGH,False,1,10.3389/fpls.2019.00914
Plant Height,E092,PIF4,IAA19,1,HIGH,False,1,10.3389/fpls.2019.00914
Plant Height,E093,PIF4,GA20ox1,1,MEDIUM,False,1,10.1105/tpc.19.00335
Plant Height,E094,YUC8,Auxin,1,HIGH,False,1,10.3389/fpls.2019.00914
Plant Height,E095,TAA1,Auxin,1,HIGH,False,1,10.3389/fpls.2019.00914
Plant Height,E096,Auxin,TIR1,1,HIGH,False,1,10.3389/fpls.2019.00914
Plant Height,E097,TIR1,IAA19,-1,HIGH,False,1,10.3389/fpls.2019.00914
Plant Height,E098,IAA19,ARF7,-1,HIGH,False,1,10.3389/fpls.2019.00914
Plant Height,E099,ARF6,Plant_Height,1,HIGH,False,1,10.3389/fpls.2019.00914
Plant Height,E100,ARF7,Plant_Height,1,HIGH,False,1,10.3389/fpls.2019.00914
Plant Height,E101,ARF8,Plant_Height,1,HIGH,False,1,10.3389/fpls.2019.00914
Plant Height,E102,Auxin,SAUR19,1,HIGH,False,1,10.3389/fpls.2019.00914
Plant Height,E103,Auxin,Plant_Height,1,HIGH,False,1,10.3389/fpls.2019.00914
Plant Height,E104,Auxin,GA20ox1,1,HIGH,False,1,10.1199/tab.0103
Plant Height,E105,Gibberellin,Plant_Height,1,HIGH,False,1,10.1199/tab.0103
Plant Height,E106,DET2,Brassinosteroid,1,HIGH,False,2,10.1016/0092-8674(96)80116-4; 10.1105/tpc.19.00335
Plant Height,E107,DWF4,Brassinosteroid,1,HIGH,False,1,10.1105/tpc.19.00335
Plant Height,E108,CPD,Brassinosteroid,1,HIGH,False,1,10.1105/tpc.19.00335
Plant Height,E109,CYP85A1,Brassinosteroid,1,HIGH,False,1,10.1105/tpc.19.00335
Plant Height,E110,Brassinosteroid,BRI1,1,HIGH,False,1,10.1105/tpc.19.00335
Plant Height,E111,BRI1,BAK1,1,HIGH,False,1,10.1105/tpc.19.00335
Plant Height,E112,BKI1,BRI1,-1,HIGH,False,1,10.1105/tpc.19.00335
Plant Height,E113,BAK1,BSK1,1,HIGH,False,1,10.1105/tpc.19.00335
Plant Height,E114,BSK1,BSU1,1,HIGH,False,1,10.1105/tpc.19.00335
Plant Height,E115,BSU1,BIN2,-1,HIGH,False,1,10.1105/tpc.19.00335
Plant Height,E116,BIN2,BZR1,-1,HIGH,False,1,10.1105/tpc.19.00335
Plant Height,E117,BIN2,BES1,-1,HIGH,False,1,10.1105/tpc.19.00335
Plant Height,E118,PP2A,BZR1,1,HIGH,False,1,10.1105/tpc.19.00335
Plant Height,E119,KIB1,BIN2,-1,HIGH,False,1,10.1105/tpc.19.00335
Plant Height,E120,BZR1,Plant_Height,1,HIGH,False,1,10.1105/tpc.19.00335
Plant Height,E121,BES1,Plant_Height,1,HIGH,False,1,10.1016/S0092-8674(02)00814-0
Plant Height,E122,BRI1,Plant_Height,1,HIGH,False,1,10.1104/pp.111.4.671
Plant Height,E123,Brassinosteroid,Plant_Height,1,HIGH,False,1,10.1105/tpc.19.00335
Plant Height,E124,BZR1,DWF4,-1,HIGH,False,1,10.1105/tpc.19.00335
Plant Height,E125,BZR1,CPD,-1,HIGH,False,1,10.1105/tpc.19.00335
Plant Height,E126,PIF4,BES1,1,HIGH,False,1,10.1105/tpc.19.00335
Plant Height,E127,MAX2,BES1,-1,HIGH,False,1,10.1105/tpc.19.00335
Plant Height,E128,Light,FKF1,1,HIGH,False,1,10.1073/pnas.1415375111
Plant Height,E129,GI,FKF1,1,HIGH,False,1,10.1073/pnas.1415375111
Plant Height,E130,FKF1,CDF1,-1,HIGH,False,1,10.1073/pnas.1415375111
Plant Height,E131,FKF1,CO,1,HIGH,False,1,10.1073/pnas.1415375111
Plant Height,E132,ZTL,CO,-1,HIGH,False,1,10.1073/pnas.1415375111
Plant Height,E133,CDF1,CO,-1,HIGH,False,1,10.1073/pnas.1415375111
Plant Height,E134,CO,FT,1,HIGH,False,1,10.1073/pnas.1415375111
Plant Height,E135,phyB,CO,-1,HIGH,False,1,10.1073/pnas.1415375111
Plant Height,E136,phyA,CO,1,HIGH,False,1,10.1073/pnas.1415375111
Plant Height,E137,GI,FT,1,MEDIUM,False,1,10.1073/pnas.1415375111
Plant Height,E138,FT,FD,1,HIGH,False,1,10.1126/science.1114358
Plant Height,E139,FT,AP1,1,HIGH,False,1,10.1126/science.1114340
Plant Height,E140,FT,SOC1,1,HIGH,False,1,10.1093/jxb/erq098
Plant Height,E141,SOC1,LFY,1,HIGH,False,1,10.1093/jxb/erq098
Plant Height,E142,SOC1,AP1,1,HIGH,False,1,10.1093/jxb/erq098
Plant Height,E143,LFY,AP1,1,HIGH,False,1,10.1016/S0092-8674(00)80290-7
Plant Height,E144,AP1,SOC1,-1,HIGH,False,1,10.1093/jxb/erq098
Plant Height,E145,AP1,SVP,-1,HIGH,False,1,10.1093/jxb/erq098
Plant Height,E146,SVP,FT,-1,HIGH,False,1,10.1046/j.1365-313x.2000.00758.x
Plant Height,E147,FLM,FT,-1,HIGH,False,1,10.1104/pp.126.1.122
Plant Height,E148,Temperature,PIF4,1,HIGH,False,1,10.1016/j.cub.2009.06.046
Plant Height,E149,ARP6,H2A_Z,1,HIGH,False,1,10.1038/nature06132
Plant Height,E150,H2A_Z,FT,-1,HIGH,False,1,10.1038/nature06132
Plant Height,E151,Temperature,H2A_Z,-1,HIGH,False,1,10.1038/nature06132
Plant Height,E152,Cold_Vernalization,VIN3,1,HIGH,False,1,10.1073/pnas.0606385103
Plant Height,E153,VIN3,FLC,-1,HIGH,False,1,10.1073/pnas.0606385103
Plant Height,E154,VRN2,FLC,-1,HIGH,False,1,10.1073/pnas.0606385103
Plant Height,E155,CLF,FLC,-1,HIGH,False,1,10.1073/pnas.0606385103
Plant Height,E156,SWN,FLC,-1,HIGH,False,1,10.1073/pnas.0606385103
Plant Height,E157,FIE,FLC,-1,HIGH,False,1,10.1073/pnas.0606385103
Plant Height,E158,COOLAIR,FLC,-1,HIGH,False,1,10.1038/nature08328
Plant Height,E159,FRI,FLC,1,HIGH,False,1,10.1105/tpc.12.6.885
Plant Height,E160,FLC,Plant_Height,1,HIGH,False,1,10.1105/tpc.11.5.949
Plant Height,E161,HY5,Plant_Height,-1,HIGH,False,1,10.1105/tpc.19.00335
Plant Height,E162,COP1,HY5,-1,HIGH,False,1,10.1105/tpc.19.00335
Plant Height,E163,phyB,COP1,-1,HIGH,False,1,10.1105/tpc.19.00335
Plant Height,E164,T6P,FT,1,HIGH,False,1,10.1126/science.1230406
Plant Height,E165,TPS1,T6P,1,HIGH,False,1,10.1126/science.1230406
Plant Height,E166,T6P,miR156,-1,HIGH,False,1,10.1126/science.1230406
Plant Height,E167,TEM1,FT,-1,HIGH,False,1,10.1038/ncomms1810
Plant Height,E168,TEM1,GA3ox1,-1,HIGH,False,1,10.1038/ncomms1810
Plant Height,E169,FT,Plant_Height,-1,HIGH,False,1,10.1016/S0092-8674(00)80637-1
Plant Height,E170,SOC1,Plant_Height,-1,HIGH,False,1,10.1093/jxb/erq098
Plant Height,E171,LFY,Plant_Height,-1,HIGH,False,1,10.1016/S0092-8674(00)80290-7
Plant Height,E172,AP1,Plant_Height,-1,HIGH,False,1,10.1105/tpc.6.11.1677
Plant Height,E173,IPT3,Cytokinin,1,HIGH,False,1,10.1199/tab.0168
Plant Height,E174,IPT5,Cytokinin,1,HIGH,False,1,10.1199/tab.0168
Plant Height,E175,IPT7,Cytokinin,1,HIGH,False,1,10.1199/tab.0168
Plant Height,E176,CKX3,Cytokinin,-1,HIGH,False,1,10.1199/tab.0168
Plant Height,E177,Cytokinin,CKX3,1,HIGH,False,1,10.1199/tab.0168
Plant Height,E178,Cytokinin,AHK2,1,HIGH,False,1,10.1199/tab.0168
Plant Height,E179,Cytokinin,AHK3,1,HIGH,False,1,10.1199/tab.0168
Plant Height,E180,Cytokinin,AHK4,1,HIGH,False,1,10.1199/tab.0168
Plant Height,E181,AHK3,AHP1,1,HIGH,False,1,10.1199/tab.0168
Plant Height,E182,AHP1,ARR1,1,HIGH,False,1,10.1199/tab.0168
Plant Height,E183,ARR1,ARR5,1,HIGH,False,1,10.1199/tab.0168
Plant Height,E184,ARR5,AHP1,-1,MEDIUM,False,1,10.1199/tab.0168
Plant Height,E185,AHK2,Plant_Height,1,HIGH,False,1,10.1199/tab.0168
Plant Height,E186,AHK3,Plant_Height,1,HIGH,False,1,10.1199/tab.0168
Plant Height,E187,ARR1,Plant_Height,1,MEDIUM,False,1,10.1199/tab.0168
Plant Height,E188,Cytokinin,Plant_Height,1,HIGH,False,1,10.1199/tab.0168
Plant Height,E189,ACS,Ethylene,1,HIGH,False,1,10.1073/pnas.1214848109
Plant Height,E190,ACO,Ethylene,1,HIGH,False,1,10.1073/pnas.1214848109
Plant Height,E191,Ethylene,ETR1,-1,HIGH,False,1,10.1073/pnas.1214848109
Plant Height,E192,ETR1,CTR1,1,HIGH,False,1,10.1073/pnas.1214848109
Plant Height,E193,CTR1,EIN2,-1,HIGH,False,1,10.1073/pnas.1214848109
Plant Height,E194,EIN2,EIN3,1,HIGH,False,1,10.1073/pnas.1214848109
Plant Height,E195,EBF1,EIN3,-1,HIGH,False,1,10.1073/pnas.1214848109
Plant Height,E196,EIN3,ERF1,1,HIGH,False,1,10.1073/pnas.1214848109
Plant Height,E197,Ethylene,Plant_Height,-1,HIGH,False,1,10.3389/fpls.2017.00057
Plant Height,E198,CTR1,Plant_Height,1,HIGH,False,1,10.3389/fpls.2017.00057
Plant Height,E199,EIN3,Plant_Height,-1,HIGH,False,1,10.3389/fpls.2017.00057
Plant Height,E200,D27,Strigolactone,1,HIGH,False,1,10.1105/tpc.15.00605
Plant Height,E201,MAX3,Strigolactone,1,HIGH,False,1,10.1105/tpc.15.00605
Plant Height,E202,MAX4,Strigolactone,1,HIGH,False,1,10.1105/tpc.15.00605
Plant Height,E203,MAX1,Strigolactone,1,HIGH,False,1,10.1105/tpc.15.00605
Plant Height,E204,Strigolactone,D14,1,HIGH,False,1,10.1105/tpc.15.00605
Plant Height,E205,D14,MAX2,1,HIGH,False,1,10.1105/tpc.15.00605
Plant Height,E206,MAX2,SMXL6,-1,HIGH,False,1,10.1105/tpc.15.00605
Plant Height,E207,MAX2,SMXL7,-1,HIGH,False,1,10.1105/tpc.15.00605
Plant Height,E208,MAX2,SMXL8,-1,HIGH,False,1,10.1105/tpc.15.00605
Plant Height,E209,SMXL6,BRC1,-1,HIGH,False,1,10.1105/tpc.15.00605
Plant Height,E210,Strigolactone,MAX4,-1,HIGH,False,1,10.1105/tpc.15.00605
Plant Height,E211,Strigolactone,Plant_Height,1,MEDIUM,False,1,10.1105/tpc.15.00605
Plant Height,E212,NCED3,ABA,1,HIGH,False,1,10.3390/ijms22158394
Plant Height,E213,ABA,PYL,1,HIGH,False,1,10.3390/ijms23094523
Plant Height,E214,PYL,ABI1,-1,HIGH,False,1,10.3390/ijms23094523
Plant Height,E215,ABI1,SnRK2,-1,HIGH,False,1,10.3390/ijms23094523
Plant Height,E216,SnRK2,ABI5,1,HIGH,False,1,10.3390/ijms23094523
Plant Height,E217,ABI5,Plant_Height,-1,HIGH,False,1,10.3390/ijms22158394
Plant Height,E218,ABA,Plant_Height,-1,HIGH,False,1,10.1093/jxb/eru466
Plant Height,E219,ELF3,PIF4,-1,HIGH,False,1,10.1038/nature10182
Plant Height,E220,ELF4,PIF4,-1,HIGH,False,1,10.1038/nature10182
Plant Height,E221,LUX,PIF4,-1,HIGH,False,1,10.1038/nature10182
Plant Height,E222,ELF3,PIF5,-1,HIGH,False,1,10.1038/nature10182
Plant Height,E223,ELF3,Plant_Height,-1,HIGH,False,1,10.1038/nature10182
Plant Height,E224,ELF4,Plant_Height,-1,HIGH,False,1,10.1038/nature10182
Plant Height,E225,LUX,Plant_Height,-1,HIGH,False,1,10.1038/nature10182
Plant Height,E226,BP,Plant_Height,1,HIGH,False,1,10.1073/pnas.072626099
Plant Height,E227,STM,BP,1,HIGH,False,1,10.1073/pnas.072626099
Plant Height,E228,BP,Lignification,-1,HIGH,False,1,10.3389/fpls.2013.00121
Plant Height,E229,Light,HFR1,1,HIGH,False,1,10.1038/emboj.2009.306
Plant Height,E230,HFR1,PIF4,-1,HIGH,False,1,10.1038/emboj.2009.306
Plant Height,E231,HFR1,PIF5,-1,HIGH,False,1,10.1038/emboj.2009.306
Plant Height,E232,PAR1,PIF4,-1,HIGH,False,1,10.1038/emboj.2009.306
Plant Height,E233,HFR1,Plant_Height,-1,HIGH,False,1,10.1038/emboj.2009.306
Plant Height,E234,Auxin,PIN1,1,HIGH,False,1,10.1105/tpc.114.133496
Plant Height,E235,PIN1,Auxin_Transport,1,HIGH,False,1,10.1105/tpc.114.133496
Plant Height,E236,PIN3,Auxin_Transport,1,HIGH,False,1,10.1038/415806a
Plant Height,E237,Auxin_Transport,Plant_Height,1,HIGH,False,1,10.1105/tpc.114.133496
Plant Height,E238,PIN1,Plant_Height,1,HIGH,False,1,10.1105/tpc.114.133496
Plant Height,E239,Strigolactone,PIN1,-1,HIGH,False,1,10.1105/tpc.15.00605
Plant Height,E240,Cytokinin,IPT3,-1,MEDIUM,False,1,10.1199/tab.0168
Plant Height,E241,Auxin,IPT3,-1,MEDIUM,False,1,10.1199/tab.0168
Plant Height,E242,ABA,GA20ox1,-1,MEDIUM,False,1,10.3390/ijms22158394
Plant Height,E243,ELF3,JMJ17,1,HIGH,False,1,10.1105/tpc.24.00456
Plant Height,E244,JMJ17,PIF4,-1,HIGH,False,1,10.1105/tpc.24.00456
