network,edge_id,source,source_type,target,target_type,sign,effect,mechanism,n_evidence,doi_list
Hypocotyl Length,E0047,WL,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0048,Ph = 21 h,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0049,ATSERK4,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0050,Expansin overexpress,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0051,PME,GENE,Hypocotyl_Length,PHENOTYPE,-1,repression,,0,
Hypocotyl Length,E0052,Ph/Pr ratio,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0053,PAC,GENE,Hypocotyl_Length,PHENOTYPE,-1,repression,,0,
Hypocotyl Length,E0054,ZMPHYC1,GENE,Hypocotyl_Length,PHENOTYPE,-1,repression,,0,
Hypocotyl Length,E0055,FENOXYCARB,GENE,Hypocotyl_Length,PHENOTYPE,-1,repression,,0,
Hypocotyl Length,E0056,BBX24,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0057,blue light,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0058,ASP,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0059,BRI1,GENE,Hypocotyl_Length,PHENOTYPE,-1,repression,,0,
Hypocotyl Length,E0060,NO,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0061,CN,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0062,ZnO nanoparticles,GENE,Hypocotyl_Length,PHENOTYPE,-1,repression,,0,
Hypocotyl Length,E0063,ATRALF1,GENE,Hypocotyl_Length,PHENOTYPE,-1,repression,,0,
Hypocotyl Length,E0064,ATVHP2;1,GENE,Hypocotyl_Length,PHENOTYPE,-1,repression,,0,
Hypocotyl Length,E0065,BA,GENE,Hypocotyl_Length,PHENOTYPE,-1,repression,,0,
Hypocotyl Length,E0066,ELF3,GENE,Hypocotyl_Length,PHENOTYPE,-1,repression,,0,
Hypocotyl Length,E0067,Shahdara allele,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0068,Gibberellin,HORMONE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0069,AFB3,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0070,MIRNA848,REGULATORY_RNA,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0071,ATLTPI-5,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0072,reduced light intens,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0073,ATKO1,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0074,16% under microgravi,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0075,DDB1B,GENE,Hypocotyl_Length,PHENOTYPE,-1,repression,,0,
Hypocotyl Length,E0076,TIS108,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0077,compound 3,GENE,Hypocotyl_Length,PHENOTYPE,-1,repression,,0,
Hypocotyl Length,E0078,TOR,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0079,EBL,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0080,BBX11,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0081,PHYB,GENE,Hypocotyl_Length,PHENOTYPE,-1,repression,,0,
Hypocotyl Length,E0082,ATGRP23,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0083,Ethylene,HORMONE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0084,NAE,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0085,EH,GENE,Hypocotyl_Length,PHENOTYPE,-1,repression,,0,
Hypocotyl Length,E0086,PIF3,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0087,longer light periods,GENE,Hypocotyl_Length,PHENOTYPE,-1,repression,,0,
Hypocotyl Length,E0088,ATGA20OX4,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0089,ATPCAP1,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0090,Name B mutation,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0091,compound 2b,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0092,PR,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0093,LS,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0094,Phenylacetic Acid,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0095,SHADE,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0096,Auxin,HORMONE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0097,DDB1A,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0098,LUXR146A,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0099,High N,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0100,LSH1,GENE,Hypocotyl_Length,PHENOTYPE,-1,repression,,0,
Hypocotyl Length,E0101,interference with At,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0102,CFK2,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0103,DELTAL,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0104,PPPRR2,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0105,GMDET2B,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0106,PRE2,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0107,GMPHYB1,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0108,FIO1,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0109,expressing photorece,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0110,GLV,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0111,Compound 8,GENE,Hypocotyl_Length,PHENOTYPE,-1,repression,,0,
Hypocotyl Length,E0112,overexpression of Fa,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0113,lasalocid sodium,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0114,Water Stress,GENE,Hypocotyl_Length,PHENOTYPE,-1,repression,,0,
Hypocotyl Length,E0115,GMDET2A,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0116,SpCdc25 phosphatase,GENE,Hypocotyl_Length,PHENOTYPE,-1,repression,,0,
Hypocotyl Length,E0117,UBP22,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0118,synthetic auxinic co,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0119,Light Intensity,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0120,PH,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0121,CESA6,GENE,Hypocotyl_Length,PHENOTYPE,-1,repression,,0,
Hypocotyl Length,E0122,MeJA application,GENE,Hypocotyl_Length,PHENOTYPE,-1,repression,,0,
Hypocotyl Length,E0123,SUCROSE,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0124,BRMYC2OE,GENE,Hypocotyl_Length,PHENOTYPE,-1,repression,,0,
Hypocotyl Length,E0125,BZR1,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0126,BRASSINAZOLE,GENE,Hypocotyl_Length,PHENOTYPE,-1,repression,,0,
Hypocotyl Length,E0127,GHMADS14,GENE,Hypocotyl_Length,PHENOTYPE,-1,repression,,0,
Hypocotyl Length,E0128,PERIOD,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0129,ATGPX5,GENE,Hypocotyl_Length,PHENOTYPE,-1,repression,,0,
Hypocotyl Length,E0130,ATSERK5,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0131,MIRNA160B,REGULATORY_RNA,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0132,GA1,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0133,1-butanol,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0134,Compound 2,GENE,Hypocotyl_Length,PHENOTYPE,-1,repression,,0,
Hypocotyl Length,E0135,BRS,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0136,Temperature variatio,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0137,ABS4,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0138,NUP58,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0139,BGT,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0140,Loss of 14-3-3 λ,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0141,PHYA,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0142,BHLH136,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0143,ABS3L2,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0144,benzyl cyanide,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0145,ATR4,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0146,ectopic expression o,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0147,Paclobutrazol,GENE,Hypocotyl_Length,PHENOTYPE,-1,repression,,0,
Hypocotyl Length,E0148,MIRNA167B,REGULATORY_RNA,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0149,RF,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0150,ZMCCA1A-OX,GENE,Hypocotyl_Length,PHENOTYPE,-1,repression,,0,
Hypocotyl Length,E0151,"compounds 1b, 2b, an",GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0152,PFT1,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0153,NALHY,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0154,Treated seeds,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0155,ATGUS2,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0156,ZMPHYC2,GENE,Hypocotyl_Length,PHENOTYPE,-1,repression,,0,
Hypocotyl Length,E0157,Gamma Rays,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0158,GMMYB133,GENE,Hypocotyl_Length,PHENOTYPE,-1,repression,,0,
Hypocotyl Length,E0159,500 muT magnetic fie,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0160,enhanced transcripti,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0161,GMBZL3P219L,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0162,vhp2;1 vhp2;2-2,GENE,Hypocotyl_Length,PHENOTYPE,-1,repression,,0,
Hypocotyl Length,E0163,beginning of the day,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0164,TIR1,GENE,Hypocotyl_Length,PHENOTYPE,-1,repression,,0,
Hypocotyl Length,E0165,ATS4,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0166,ARP6,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0167,Sucrose addition,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0168,Cellulose synthesis ,GENE,Hypocotyl_Length,PHENOTYPE,-1,repression,,0,
Hypocotyl Length,E0169,Silver ions,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0170,exogenous applicatio,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0171,treatment with 1b,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0172,High PPi levels,GENE,Hypocotyl_Length,PHENOTYPE,-1,repression,,0,
Hypocotyl Length,E0173,EEP1,GENE,Hypocotyl_Length,PHENOTYPE,-1,repression,,0,
Hypocotyl Length,E0174,LATB,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0175,TREATMENTS,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0176,AtEXP4pro:CBM2a,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0177,treatment with 240 m,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0178,OSPIL1,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0179,BIKININ,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0180,GH3,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0181,BBX19,GENE,Hypocotyl_Length,PHENOTYPE,-1,repression,,0,
Hypocotyl Length,E0182,Ectopic expression o,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0183,DAF1,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0184,MIRNA319B,REGULATORY_RNA,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0185,CES,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0186,Cu(2+),GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0187,HY5,GENE,Hypocotyl_Length,PHENOTYPE,-1,repression,,0,
Hypocotyl Length,E0188,A. thaliana Seedling,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0189,Compound 1,GENE,Hypocotyl_Length,PHENOTYPE,-1,repression,,0,
Hypocotyl Length,E0190,treatment with 1a 12,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0191,ATCKS,GENE,Hypocotyl_Length,PHENOTYPE,-1,repression,,0,
Hypocotyl Length,E0192,COMPOUND,GENE,Hypocotyl_Length,PHENOTYPE,-1,repression,,0,
Hypocotyl Length,E0193,ATGA20OX5,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0194,PSK,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0195,stress treatment,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0196,NAZTL,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0197,PIF5,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0198,MI,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0199,Overexpression of Jr,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0200,GMBEH3L1,GENE,Hypocotyl_Length,PHENOTYPE,-1,repression,,0,
Hypocotyl Length,E0201,BRS1,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0202,Continuous red light,GENE,Hypocotyl_Length,PHENOTYPE,-1,repression,,0,
Hypocotyl Length,E0203,SAUR30,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0204,"2,4-D",GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0205,Expansin gene(s) sup,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0206,DET2,GENE,Hypocotyl_Length,PHENOTYPE,-1,repression,,0,
Hypocotyl Length,E0207,ATBS1,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0208,Red Light,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0209,LOW R:FR,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0210,myo-Inositol,GENE,Hypocotyl_Length,PHENOTYPE,-1,repression,,0,
Hypocotyl Length,E0211,ABA,HORMONE,Hypocotyl_Length,PHENOTYPE,-1,repression,,0,
Hypocotyl Length,E0212,TE1,GENE,Hypocotyl_Length,PHENOTYPE,-1,repression,,0,
Hypocotyl Length,E0213,SUPA,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0214,TAS,GENE,Hypocotyl_Length,PHENOTYPE,-1,repression,,0,
Hypocotyl Length,E0215,pecp2-1,GENE,Hypocotyl_Length,PHENOTYPE,-1,repression,,0,
Hypocotyl Length,E0216,increased ambient te,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0217,AHL29,GENE,Hypocotyl_Length,PHENOTYPE,-1,repression,,0,
Hypocotyl Length,E0218,SL,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0219,ATMKK9,GENE,Hypocotyl_Length,PHENOTYPE,-1,repression,,0,
Hypocotyl Length,E0220,ADF1,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0221,cdfq mutant,GENE,Hypocotyl_Length,PHENOTYPE,-1,repression,,0,
Hypocotyl Length,E0222,HBI1,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0223,Guard Cells,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0224,YUC3,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0225,APRR9,GENE,Hypocotyl_Length,PHENOTYPE,-1,repression,,0,
Hypocotyl Length,E0226,HEATING,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0227,ATHKL1,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0228,CK,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0229,BOP1,GENE,Hypocotyl_Length,PHENOTYPE,-1,repression,,0,
Hypocotyl Length,E0230,high temperature,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0231,HYPERGRAVITY,GENE,Hypocotyl_Length,PHENOTYPE,-1,repression,,0,
Hypocotyl Length,E0232,AT-PHH1,GENE,Hypocotyl_Length,PHENOTYPE,-1,repression,,0,
Hypocotyl Length,E0233,MdPIF1-overexpressio,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0234,SUGARS,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0235,GAS,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0236,533,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0237,MAC3A,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0238,TPL,GENE,Hypocotyl_Length,PHENOTYPE,-1,repression,,0,
Hypocotyl Length,E0239,SOB3,GENE,Hypocotyl_Length,PHENOTYPE,-1,repression,,0,
Hypocotyl Length,E0240,OBP3,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0241,DRY2,GENE,Hypocotyl_Length,PHENOTYPE,-1,repression,,0,
Hypocotyl Length,E0242,DAG1,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0243,CDF,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0244,BEE1,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0245,GLC,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0246,PICLORAM,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0247,LIGHT,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0248,FIONA1,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0249,NF-YC5,GENE,Hypocotyl_Length,PHENOTYPE,-1,repression,,0,
Hypocotyl Length,E0250,Increase in ambient ,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0251,MELATONIN,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0252,XCT,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0253,CDF5,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0254,KARRIKIN,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0255,PHYTOCHROMES,GENE,Hypocotyl_Length,PHENOTYPE,-1,repression,,0,
Hypocotyl Length,E0256,ALX8,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
Hypocotyl Length,E0257,red light treatment,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,,0,
