source,source_type,target,target_type,effect,edge_type,confidence,mechanism,doi,paper_title,authors,year,journal,evidence_sentence,verification,species_validated
ARF7,GENE,LBD29,GENE,activation,transcriptional,HIGH,ARF7 directly binds LBD29 promoter,,,,,,ARF7 directly regulates both LBD16 and LBD29...binds to both LBD29 promoter,,
ARF7,GENE,LBD18,GENE,activation,transcriptional,HIGH,ARF7 activates LBD18 via auxin response elements,,,,,,"LBD16/ASL18, LBD17/ASL15, LBD18/ASL20, LBD29/ASL16, and LBD33/ASL24 are induced by auxin in wild-type but not arf7 arf19",,
ARF19,GENE,LBD16,GENE,activation,transcriptional,HIGH,ARF19 binds LBD16 promoter (minor contribution vs ARF7),,,,,,"ARF19 directly regulates both genes, but LBD16 less so",,
ARF19,GENE,LBD29,GENE,activation,transcriptional,HIGH,ARF19 directly binds LBD29 promoter fragments,,,,,,recombinant ARF19 also bound the LBD29 promoter fragments,,
ARF19,GENE,LBD18,GENE,activation,transcriptional,HIGH,ARF19 redundantly activates LBD18 with ARF7,,,,,,LBD18 acts downstream of ARF7 and ARF19 in LR formation,,
ARF5,GENE,LBD16,GENE,activation,transcriptional,MEDIUM,BDL-ARF5 module activates LBD16 for first asymmetric cell division,,,,,,First cell division preceded by regulated by BDL-ARF5- and SLR14-ARF7-dependent LBD16 expression,,
ARF5,GENE,ARR15,GENE,repression,transcriptional,HIGH,ARF5 binds TGTC auxin-responsive elements in ARR15 promoter,,,,,,ARF5 directly binds to auxin-responsive TGTC elements in ARR15 promoter,,
LBD16,GENE,PUCHI,GENE,activation,transcriptional,HIGH,LBD16 upregulates PUCHI in newly developed LRPs,,,,,,"LBD16 in turn up-regulates PUCHI, auxin-inducible transcription factor expressed within newly developed LRPs",,
LBD29,GENE,LAX3,GENE,activation,transcriptional,HIGH,LBD29 directly activates LAX3 auxin influx carrier for cell separation,,,,,,"LAX3 is downstream target of LBD29, which is direct target of ARF7",,
LBD18,GENE,EXP14,GENE,activation,transcriptional,HIGH,LBD18 directly up-regulates EXPANSIN14 for cell wall loosening,,,,,,"LBD18 also directly up-regulates EXPANSIN14, required for cell wall loosening during LR emergence",,
LBD16,GENE,Lateral_Root_Density,PHENOTYPE,activation,transcriptional,HIGH,LBD16 required for asymmetric division initiating LR primordium,,,,,,overexpression of LBD16 and LBD29 induced lateral root formation in the absence of ARF7 and ARF19,,
LBD18,GENE,Lateral_Root_Density,PHENOTYPE,activation,transcriptional,HIGH,LBD18 required for LR emergence via EXP14-mediated cell wall loosening,,,,,,LBD18 regulates lateral root formation downstream of ARF7 and ARF19,,
LBD29,GENE,Lateral_Root_Density,PHENOTYPE,activation,transcriptional,HIGH,LBD29 promotes LR formation via LAX3 activation,,,,,,Pro35S:LBD29-GFP/arf7 arf19 seedlings developed a small number of lateral roots,,
GATA23,GENE,Lateral_Root_Density,PHENOTYPE,activation,transcriptional,HIGH,GATA23 specifies xylem pole pericycle founder cell identity,,,,,,GATA23 transcription factor that controls FC identity,,
ARF7,GENE,GATA23,GENE,activation,transcriptional,HIGH,IAA28-ARF7 pathway activates GATA23 in oscillation zone,,,,,,"auxin, through the signaling module encompassing IAA28 and transcriptional activator ARF7, triggers expression of GATA23",,
ARF7,GENE,PLT3,GENE,activation,transcriptional,HIGH,ARF7 activates PLT3 in incipient LR primordia,,,,,,upstream auxin response factors ARF7 and ARF19 required to activate expression of early PLT genes,,
ARF7,GENE,PLT5,GENE,activation,transcriptional,HIGH,ARF7 activates PLT5 in incipient LR primordia,,,,,,ARF7 and ARF19 required to activate expression of early PLT genes,,
ARF7,GENE,PLT7,GENE,activation,transcriptional,HIGH,ARF7 activates PLT7,,,,,,ARF7 and ARF19 required to activate expression of early PLT genes,,
ARF19,GENE,PLT3,GENE,activation,transcriptional,HIGH,ARF19 redundantly activates PLT3 with ARF7,,,,,,ARF7 and ARF19 required to activate expression of early PLT genes,,
PLT3,GENE,PLT1,GENE,activation,transcriptional,HIGH,PLT3/5/7 upstream and essential for late PLT1/2/4 expression,,,,,,"early PLT3, PLT5, and PLT7 are upstream and essential for late PLT1, PLT2, and PLT4 expression",,
PLT3,GENE,PLT2,GENE,activation,transcriptional,HIGH,PLT3 activates PLT2 during LR meristem establishment,,,,,,"early PLT3, PLT5, and PLT7 are upstream and essential for late PLT1, PLT2, and PLT4",,
PLT3,GENE,WOX5,GENE,activation,transcriptional,HIGH,PLT proteins bind WOX5 promoter to activate stem cell niche marker,,,,,,PLT2 binding sites in the WOX5 promoter; we did not detect pWOX5::GFP expression in plt3plt5plt7 LRP,,
PLT3,GENE,PIN1,GENE,activation,transcriptional,HIGH,PLT controls PIN1 expression and polar membrane localization in primordia,,,,,,"from stage II onward, polar localization on plasma membrane of PIN1 impaired in mutant",,
PLT3,GENE,PIN3,GENE,activation,transcriptional,HIGH,PLT3 regulates PIN3 expression in LR primordium,,,,,,both PIN1:GFP and PIN3:GFP levels decreased in mutant primordia at late stages,,
PLT3,GENE,SHR,GENE,activation,transcriptional,HIGH,PLT proteins required for SHR expression and activation in LR primordium,,,,,,"SHR expression and activation require PLT3, PLT5, and PLT7",,
SHR,GENE,SCR,GENE,activation,transcriptional,HIGH,SHR directly activates SCR as radial patterning partner,,,,,,SHR-regulated SCR gene functioning in radial patterning,,
PLT3,GENE,Lateral_Root_Density,PHENOTYPE,activation,transcriptional,HIGH,PLT3 required for LR primordium outgrowth and proper spacing; loss causes clustering,,,,,,periclinal cell divisions defects; only ~3% primordia emerged in plt3plt5plt7,,
PUCHI,GENE,VLCFA,METABOLITE,activation,transcriptional,HIGH,"PUCHI targets VLCFA biosynthesis genes (KCS, KCR, PAS2)",,,,,,PUCHI was found to target transcription of genes involved in synthesis of VLCFA,,
PUCHI,GENE,Lateral_Root_Density,PHENOTYPE,activation,transcriptional,HIGH,PUCHI controls LR primordium morphogenesis and spacing,,,,,,loss of PUCHI results in abnormally enlarged flank cells and clustering of LRP,,
TOLS2,GENE,PUCHI,GENE,activation,signaling,MEDIUM,TOLS2 peptide activates RLK7 which induces PUCHI,,,,,,Activation of RLK7 promotes expression of PUCHI,,
RLK7,GENE,PUCHI,GENE,activation,signaling,MEDIUM,RLK7 receptor-like kinase activates PUCHI,,,,,,Activation of RLK7 promotes expression of PUCHI,,
HB23,GENE,LBD16,GENE,repression,transcriptional,MEDIUM,HD-Zip TF HB23 represses LBD16 transcription,,,,,,"AtHB23, a homeodomain-leucine zipper transcription factor, represses the expression of LBD16",,
SRS5,GENE,LBD16,GENE,repression,transcriptional,MEDIUM,SRS5 represses LBD16 transcription; under negative control of ARF7/19,,,,,,SRS5 represses the transcription of LBD16,,
ARF7,GENE,SRS5,GENE,repression,transcriptional,MEDIUM,ARF7 negatively regulates SRS5,,,,,,SRS5 is under negative control of ARF7 and ARF19,,
TAA1,GENE,Auxin,HORMONE,activation,enzymatic,HIGH,TAA1 aminotransferase converts Trp to IPA in IAA biosynthesis pathway,,,,,,"Trp is converted to IPA by TAA1/TARs, and then IPA is converted to IAA by the flavin monooxygenases (YUCCAs)",,
TAR2,GENE,Auxin,HORMONE,activation,enzymatic,HIGH,TAR2 aminotransferase contributes to IAA biosynthesis under low N,,,,,,Low NO3- restored auxin accumulation in primordial of LRs via TAR2,,
YUC4,GENE,Auxin,HORMONE,activation,enzymatic,HIGH,YUC4 flavin monooxygenase converts IPA to IAA,,,,,,First step in LR initiation involves formation of auxin maximum dependent on influx carrier AUX1 and activation of YUCCA4-mediated auxin biosynthesis,,
LRP1,GENE,YUC4,GENE,activation,transcriptional,MEDIUM,LRP1 promotes auxin biosynthesis via YUCCA4 upregulation,,,,,,LRP1 promotes auxin biosynthesis through the regulation of YUCCA4,,
Auxin,HORMONE,LRP1,GENE,activation,transcriptional,MEDIUM,Auxin-dependent histone deacetylation activates LRP1,,,,,,LRP1 expression is regulated by histone deacetylation in an auxin-dependent manner,,
FUS3,GENE,YUC4,GENE,activation,transcriptional,MEDIUM,B3 TFs FUS3/LEC2 activate YUCCA4-mediated auxin biosynthesis,,,,,,Activation of YUCCA4-mediated auxin biosynthesis by plant-specific B3 transcription factors FUSCA3 and LEC2,,
Auxin,HORMONE,PIN1,GENE,activation,transcriptional,HIGH,Auxin feedback on PIN expression (auxin-induced),,,,,,auxin-dependent cross-regulation of PIN expression,,
PIN1,GENE,Auxin,HORMONE,activation,transport,HIGH,PIN1 efflux carrier drives polar auxin transport creating auxin maxima,,,,,,PIN-dependent formation of auxin maximum during lateral root development,,
AUX1,GENE,Auxin,HORMONE,activation,transport,HIGH,AUX1 auxin influx carrier facilitates shoot-derived IAA loading into vasculature,,,,,,AUX1 facilitates loading of shoot-derived IAA into vascular system,,
AUX1,GENE,Lateral_Root_Density,PHENOTYPE,activation,transport,HIGH,AUX1-mediated auxin influx required for LR founder specification,,,,,,aux1 mutants also have fewer LRs and display lower levels of DR5 oscillatory activity in basal meristem,,
LAX3,GENE,Auxin,HORMONE,activation,transport,HIGH,LAX3 influx carrier in cortex enables auxin-driven cell separation during emergence,,,,,,auxin from tip of LRP driven by coordinated LAX3 influx and PIN3 efflux transporters,,
LAX3,GENE,Lateral_Root_Density,PHENOTYPE,activation,transport,HIGH,LAX3 required for LR emergence,,,,,,"Disrupting auxin-inducible LAX3 expression phenocopied mutant, resulting in delayed lateral root emergence",,
PIN3,GENE,Lateral_Root_Density,PHENOTYPE,activation,transport,HIGH,Transient endodermal PIN3 expression required for founder cell → primordium transition,,,,,,pin3 mutants have increased numbers of founder cells but reduced numbers of LRPs,,
PIN2,GENE,Lateral_Root_Density,PHENOTYPE,activation,transport,MEDIUM,PIN2 mediates basipetal auxin reflux through epidermis,,,,,,Auxin is refluxed back by basipetal transport through the epidermis in a PIN2- and AUX1-dependent manner,,
PIN7,GENE,Lateral_Root_Density,PHENOTYPE,activation,transport,MEDIUM,PIN7 mediates rootward auxin flow in stele,,,,,,Auxin flows down the root apex through the stele cells depending on PIN1 and PIN7,,
PIN8,GENE,GATA23,GENE,activation,transport,MEDIUM,PIN8 intracellular auxin homeostasis required for GATA23 expression,,,,,,PIN8 mutants show reduced expression levels of GATA23 and LBD genes,,
PIN8,GENE,Lateral_Root_Density,PHENOTYPE,activation,transport,MEDIUM,PIN8 phloem-adjacent auxin trafficking needed for LRP outgrowth,,,,,,pin8 mutants show significantly reduced numbers of emerged LRs that are arrested at primordium stage,,
ABCB19,GENE,Lateral_Root_Density,PHENOTYPE,activation,transport,MEDIUM,ABCB19 mediates acropetal auxin transport in LRs,,,,,,Loss-of-function mutants of ABCB14/PGP19/MDR1 gene show arrested and/or impaired LR growth rates and 40% reduction of acropetal auxin transport,,
GNOM,GENE,Lateral_Root_Density,PHENOTYPE,activation,transport,MEDIUM,GNOM ARF-GEF required for PIN trafficking and polar auxin transport,,,,,,"polar auxin transport mutants show altered branching patterns, with closely grouped, fused, or fewer LRP/LRs",,
Auxin,HORMONE,GATA23,GENE,activation,transcriptional,HIGH,Auxin oscillation in basal meristem activates GATA23 via IAA28-ARF,,,,,,auxin through the signaling module encompassing IAA28 and ARF7 triggers expression of GATA23,,
Auxin,HORMONE,Lateral_Root_Density,PHENOTYPE,activation,signaling,HIGH,"Auxin is the master regulator of LR initiation via founder specification, cell division, and emergence",,,,,,local auxin input is able to specify lateral root founder cells,,
DAO1,GENE,Auxin,HORMONE,inhibition,enzymatic,HIGH,DAO1 dioxygenase oxidizes IAA to inactive oxIAA,,,,,,AtDAO1 oxidize endogenous auxin,,
GH3,GENE,Auxin,HORMONE,inhibition,enzymatic,HIGH,GH3 acyl amidosynthetases conjugate IAA to amino acids (inactive),,,,,,higher levels of auxin led to expression of conjugating enzyme GH3,,
Auxin,HORMONE,GH3,GENE,activation,transcriptional,HIGH,Auxin induces GH3 as negative feedback,,,,,,higher levels of auxin led to expression of conjugating enzyme GH3,,
Auxin,HORMONE,DAO1,GENE,repression,transcriptional,MEDIUM,High auxin represses DAO1 transcription (low auxin enables DAO1),,,,,,"At lower concentrations of auxin, AtDAO1 expressed at higher levels",,
Cytokinin,HORMONE,AHK2,GENE,activation,post-translational,HIGH,Cytokinin binds AHK2 histidine kinase receptor,,,,,,"cytokinin biosynthesis enzyme IPT, degrading enzyme CKX, and signaling components AHK, ARR, and AHP6, are involved in LRs",,
Cytokinin,HORMONE,AHK3,GENE,activation,post-translational,HIGH,Cytokinin binds AHK3 receptor,,,,,,"three cytokinin receptor genes (AHK2, AHK3, and CRE1/AHK4) act redundantly during LR initiation",,
Cytokinin,HORMONE,AHK4,GENE,activation,post-translational,HIGH,Cytokinin binds CRE1/AHK4/WOL receptor,,,,,,"three cytokinin receptor genes (AHK2, AHK3, and CRE1/AHK4) act redundantly",,
AHK2,GENE,ARR1,GENE,activation,phosphorelay,HIGH,AHK phosphorelay via AHPs activates type-B ARR1 TF,,,,,,"AHK, ARR, and AHP6 are involved in LRs initiation and growth",,
AHK2,GENE,Lateral_Root_Density,PHENOTYPE,inhibition,signaling,HIGH,AHK2 mediates cytokinin antagonism of LR initiation,,,,,,Arabidopsis mutants defective in cytokinin receptors display increased root branching,,
AHK3,GENE,Lateral_Root_Density,PHENOTYPE,inhibition,signaling,HIGH,AHK3 mediates cytokinin antagonism of LR,,,,,,Mutation of AHK2 and AHK3 caused increased auxin sensitivity of LR formation,,
Cytokinin,HORMONE,Lateral_Root_Density,PHENOTYPE,inhibition,signaling,HIGH,Cytokinin antagonises auxin signalling to suppress LR initiation,,,,,,cytokinin forms an inhibitory field that restricts initiation of ectopic LRPs in proximity to existing ones,,
Cytokinin,HORMONE,PIN1,GENE,repression,transcriptional,HIGH,Cytokinin represses PIN1 transcription and destabilises PIN1 at plasma membrane,,,,,,cytokinin treatment rapidly decreases plasma membrane PIN1-GFP signal in dose-dependent manner,,
Cytokinin,HORMONE,PIN3,GENE,repression,transcriptional,HIGH,Cytokinin represses PIN3 transcription,,,,,,"cytokinin negatively affects PIN1, PIN2, and PIN3 transcription",,
Cytokinin,HORMONE,PIN7,GENE,activation,transcriptional,MEDIUM,Cytokinin positively affects PIN7 (opposite direction),,,,,,positively affects PIN7,,
Auxin,HORMONE,IPT5,GENE,activation,transcriptional,HIGH,Auxin upregulates cytokinin biosynthesis gene IPT5,,,,,,auxin treatment led to upregulation of cytokinin synthesis IPT5 and IPT7 genes,,
Auxin,HORMONE,CKX2,GENE,repression,transcriptional,HIGH,Auxin downregulates CKX2 cytokinin oxidase,,,,,,"auxin downregulates CKX2, CKX4, and CKX7 gene expression",,
IPT5,GENE,Cytokinin,HORMONE,activation,enzymatic,HIGH,IPT5 isopentenyltransferase catalyses cytokinin biosynthesis,,,,,,cytokinin biosynthesis enzyme IPT,,
CKX2,GENE,Cytokinin,HORMONE,inhibition,enzymatic,HIGH,CKX2 degrades cytokinin,,,,,,CKX2 catalyzes degradation of cytokinins,,
SHY2,GENE,IPT5,GENE,repression,transcriptional,HIGH,SHY2/IAA3 represses IPT5 in auxin-dependent manner,,,,,,"IPT5 transcript levels are regulated by auxin, mediated through SHY2/IAA3",,
SHY2,GENE,PIN1,GENE,repression,transcriptional,HIGH,SHY2/IAA3 represses PIN expression via ARF inhibition,,,,,,Auxin and cytokinin act antagonistically to regulate expression of PIN efflux transporters through modulation of SHY2/IAA3,,
AHP6,GENE,Cytokinin,HORMONE,inhibition,signaling,HIGH,AHP6 pseudo-phosphotransfer protein represses cytokinin signaling,,,,,,"AHP6 represses cytokinin signaling, expressed early during lateral root development",,
AHP6,GENE,Lateral_Root_Density,PHENOTYPE,activation,signaling,HIGH,AHP6 required for founder cell asymmetric division,,,,,,ahp6 mutant displays defects in pericycle founder cell divisions that initiate lateral roots,,
ARR15,GENE,Cytokinin,HORMONE,repression,signaling,HIGH,Type-A ARR15 negative feedback on cytokinin signaling,,,,,,auxin directly induces transcription of type-A ARR7 and ARR15 suppressing cytokinin output,,
NRT1.1,GENE,Nitrate,METABOLITE,activation,transport,HIGH,NRT1.1/CHL1/NPF6.3 is dual-affinity nitrate transporter,,,,,,NRT1.1 (also known as CHL1 and NPF6.3) functions in nitrate uptake as both high affinity and low affinity transporter,,
NRT1.1,GENE,ANR1,GENE,activation,signaling,HIGH,NRT1.1 transceptor activates Ca2+-CPK-NLP7 axis to upregulate ANR1,,,,,,"ANR1, a transcription factor functioning downstream of NRT1.1",,
ANR1,GENE,Lateral_Root_Density,PHENOTYPE,activation,transcriptional,HIGH,ANR1 MADS-box TF positively regulates LR elongation in nitrate patches,,,,,,ANR1 MADS box gene plays key role; its underexpression prevents local stimulation of lateral root elongation by high nitrate availability,,
NLP7,GENE,ANR1,GENE,activation,transcriptional,HIGH,NLP7 activates ANR1 downstream of Ca2+-CPK phosphorylation,,,,,,NLP and ANR1 subsequently controlling LR elongation,,
NRT1.1,GENE,NLP7,GENE,activation,signaling,HIGH,NRT1.1 activates Ca2+ signaling that phosphorylates NLP7,,,,,,Nonphosphorylated form of NRT1.1 could activate Ca2+-CPKs-NLPs signaling pathway,,
CIPK23,GENE,NRT1.1,GENE,inhibition,post-translational,HIGH,CIPK23-CBL1/9 phosphorylates NRT1.1 at T101 switching to high-affinity state,,,,,,CBL1/9-CIPK23 complex phosphorylates NRT1.1 and changes it into high-affinity transporter,,
NRT1.1,GENE,Lateral_Root_Density,PHENOTYPE,activation,signaling,HIGH,NRT1.1 required for LR colonization of nitrate patches,,,,,,NRT1.1 plays a key role in triggering the stimulation of lateral root elongation in nitrate-rich patches,,
NRT1.1,GENE,TAR2,GENE,repression,transcriptional,HIGH,NRT1.1 represses TAR2 auxin biosynthesis gene,,,,,,NRT1 controls auxin biosynthesis by repressing expression of TAR2,,
NRT1.1,GENE,LAX3,GENE,repression,transcriptional,MEDIUM,NRT1.1 attenuates LAX3 expression in overlying tissues under low nitrate,,,,,,NRT1 attenuating LAX3 expression,,
NRT1.1,GENE,Auxin,HORMONE,inhibition,transport,HIGH,NRT1.1 transports auxin out of LR primordium tip under low N,,,,,,NRT1 negatively affects LRP by promoting auxin transport out of primordium tip,,
Nitrate,METABOLITE,miR393,REGULATORY_RNA,activation,transcriptional,HIGH,Nitrate-derived metabolites induce miR393,,,,,,Nitrate reduction and assimilation produced N metabolites induce miR393,,
NAC4,GENE,Lateral_Root_Density,PHENOTYPE,activation,transcriptional,HIGH,NAC4 in pericycle alters LR density downstream of AFB3,,,,,,NAC4 acts downstream in pericycle cell to alter LR density,,
TGA1,GENE,NRT2.1,GENE,activation,transcriptional,MEDIUM,TGA1/TGA4 bZIPs mediate primary nitrate response (PNR),,,,,,TGA1/4 controls genes participating in the PNR,,
NRT2.1,GENE,Lateral_Root_Density,PHENOTYPE,activation,signaling,HIGH,NRT2.1 positively regulates LR under low nitrate via auxin transport,,,,,,NRT2.1 positively regulates LRs by influencing polar transport of auxin,,
High_Nitrate,ENVIRONMENT,Lateral_Root_Density,PHENOTYPE,inhibition,environmental,HIGH,Systemic high-N inhibits LR elongation via ABA-CLE-CLV1 feedback,,,,,,High NO3- supply exhibits inhibitory effect on LR growth,,
Low_Nitrate,ENVIRONMENT,TAR2,GENE,activation,transcriptional,HIGH,Low N stimulates TAR2 auxin biosynthesis gene,,,,,,TAR2 is stimulated under low-nitrogen conditions,,
CLE2,GENE,Lateral_Root_Density,PHENOTYPE,inhibition,signaling,MEDIUM,CLE peptides systemically repress LR emergence via CLV1,,,,,,Overexpression of CLE genes results in repression of LR emergence,,
CLV1,GENE,CLE2,GENE,activation,signaling,MEDIUM,CLV1 feedback modulates CLE transcript,,,,,,Feedback function of CLV1 regulates transcript level of N-responsive CLE,,
AGL21,GENE,Auxin,HORMONE,activation,transcriptional,MEDIUM,"AGL21 MADS TF enhances local auxin via YUC5/8, TAR3 activation",,,,,,AGL21 enhances local auxin activity in LR primordial,,
BBX16,GENE,Lateral_Root_Density,PHENOTYPE,inhibition,transcriptional,MEDIUM,BBX16 suppresses LR length under nitrate limitation,,,,,,bbx16-1 mutants produce larger LRs under NO3- limitation,,
miR167,REGULATORY_RNA,ARF8,GENE,repression,post-transcriptional,HIGH,miR167 targets ARF8 transcript for cleavage,,,,,,Nitrate induced LRs depend on miR167 and target ARF8,,
Low_Phosphate,ENVIRONMENT,STOP1,GENE,activation,post-translational,HIGH,Low Pi increases STOP1 nuclear localization (post-translational),,,,,,nuclear localization of GFP-STOP1 under +Pi intensified on seedling transfer to -Pi medium,,
STOP1,GENE,ALMT1,GENE,activation,transcriptional,HIGH,STOP1 directly binds ALMT1 promoter,,,,,,STOP1 recognizes a small region of the ALMT1 promoter including the STOP1-binding site,,
ALMT1,GENE,Malate,METABOLITE,activation,transport,HIGH,ALMT1 malate channel effluxes malate into apoplast,,,,,,malate efflux by internal cell files of the root tip facilitates Fe chelation in the apoplast,,
LPR1,GENE,Callose,METABOLITE,activation,enzymatic,HIGH,LPR1 ferroxidase promotes Fe cycling leading to callose deposition,,,,,,PDR2-LPR1 module mediates accumulation of Fe which triggers deposition of callose,,
PDR2,GENE,LPR1,GENE,inhibition,post-translational,HIGH,PDR2 P5-type ATPase represses LPR1 biogenesis/activity,,,,,,P5-type ATPase PDR2 is thought to repress LPR1 biogenesis or activity,,
Low_Phosphate,ENVIRONMENT,Lateral_Root_Density,PHENOTYPE,activation,environmental,HIGH,Low Pi promotes LR density via TIR1 upregulation (surface exploration),,,,,,"phosphate deficiency leads to PR length inhibition, increases in LR length, and deeper root angle",,
Low_Phosphate,ENVIRONMENT,TIR1,GENE,activation,transcriptional,HIGH,Low Pi upregulates TIR1 to increase auxin sensitivity,,,,,,Phosphate deficiency due to signaling pathway enhancing sensitivity to auxin via up-regulation of TIR1 auxin receptor,,
ARF7,GENE,PHR1,GENE,activation,transcriptional,MEDIUM,ARF7 positively regulates PHOSPHATE STARVATION RESPONSE1,,,,,,ARF7 and ARF19 positively regulate PHOSPHATE STARVATION RESPONSE1 (PHR1),,
Ethylene,HORMONE,EIN2,GENE,activation,signaling,HIGH,Ethylene perception via ETR1 activates EIN2,,,,,,"Mutations that block ethylene responses, etr1-3 and ein2-5, enhance root formation",,
EIN2,GENE,EIN3,GENE,activation,signaling,HIGH,EIN2 stabilises EIN3 transcription factor for ethylene responses,,,,,,etr1-3 and ein2-5 enhance root formation and render it insensitive to the effect of ACC,,
Ethylene,HORMONE,Lateral_Root_Density,PHENOTYPE,inhibition,signaling,HIGH,Ethylene inhibits LR initiation via EIN2/ETR1-dependent pathway,,,,,,Enhanced ethylene synthesis or signaling negatively impacts lateral root formation,,
ETR1,GENE,Lateral_Root_Density,PHENOTYPE,inhibition,signaling,HIGH,ETR1 ethylene receptor required for ethylene-mediated LR inhibition,,,,,,The ethylene-insensitive mutants etr1-3 and ein2-5 have increased numbers of lateral roots,,
EIN2,GENE,Lateral_Root_Density,PHENOTYPE,inhibition,signaling,HIGH,EIN2 required for ethylene-mediated LR inhibition,,,,,,etr1-3 and ein2-5 have increased numbers of lateral roots,,
Ethylene,HORMONE,AUX1,GENE,activation,transcriptional,HIGH,Ethylene (via ACC/eto1) enhances AUX1-dependent basipetal/acropetal auxin transport,,,,,,AUX1 is required for most of the ethylene-enhanced IAA transport in both polarities,,
ACS,GENE,Ethylene,HORMONE,activation,enzymatic,HIGH,ACS synthesises ACC from SAM,,,,,,ACC treatments significantly enhance radiolabeled indole-3-acetic acid (IAA) transport,,
ACO,GENE,Ethylene,HORMONE,activation,enzymatic,HIGH,ACO oxidises ACC to ethylene,,,,,,precursor ACC negatively affects IAA synthesis,,
CTR1,GENE,EIN2,GENE,repression,post-translational,HIGH,CTR1 kinase phosphorylates EIN2 to inhibit it in absence of ethylene,,,,,,"ctr1-1, a constitutive ethylene-signaling mutant",,
ETO1,GENE,ACS,GENE,repression,post-translational,HIGH,ETO1 E3 ligase targets ACS for degradation,,,,,,"eto1-1, an ethylene-overproducing mutant",,
ABA,HORMONE,ABI4,GENE,activation,transcriptional,HIGH,ABA induces ABI4 transcription 2.3-fold,,,,,,transcript levels of ABI4 were elevated 2.3-fold by ABA,,
