network,edge_id,source,source_type,target,target_type,sign,effect,mechanism,n_evidence,doi_list
Hypocotyl Length,N038,PIF7,GENE,YUC8,GENE,1,activation,PIF7 is the primary shade-induced activator of YUC8 auxin biosynthesis.,1,10.1038/s41467-022-32585-6
Hypocotyl Length,N039,TAA1,GENE,Auxin,HORMONE,1,activation,"TAA1 catalyzes Trp->IPyA, the first step of the IPA auxin biosynthesis pathway.",1,10.1105/tpc.114.127993
Hypocotyl Length,N040,YUC8,GENE,Auxin,HORMONE,1,activation,"YUC8 catalyzes IPyA->IAA, the final step of auxin biosynthesis.",1,10.1038/s41467-022-32585-6
Hypocotyl Length,N041,Auxin,HORMONE,TIR1,GENE,1,activation,Auxin-bound TIR1/AFB F-box proteins ubiquitinate Aux/IAA repressors for degradation.,1,10.7554/eLife.19048
Hypocotyl Length,N042,TIR1,GENE,AUX_IAA,GENE,-1,inhibition,TIR1 targets Aux/IAA proteins for SCF-mediated degradation when auxin is bound.,1,10.7554/eLife.19048
Hypocotyl Length,N043,AUX_IAA,GENE,ARF6,GENE,-1,inhibition,Aux/IAA proteins dimerize with ARF6/7/8 and suppress their transcriptional activity; auxin releases this inhibition.,1,10.1104/pp.18.00718
Hypocotyl Length,N044,DELLA,PROTEIN_COMPLEX,ARF6,GENE,-1,inhibition,DELLA proteins physically bind ARF6/7/8 and block their DNA binding.,1,10.1016/j.pbi.2014.07.012
Hypocotyl Length,N045,BZR1,GENE,ARF6,GENE,1,activation,BZR1 and ARF6 co-bind shared promoters in the elongation program; BZR1 upregulates ARF6 transcriptionally.,1,10.1016/j.pbi.2014.07.012
Hypocotyl Length,N046,BZR1,GENE,PIF4,GENE,1,activation,BZR1 and PIF4 form a positive regulatory module; BZR1 directly promotes PIF4 expression.,1,10.1016/j.pbi.2014.07.012
Hypocotyl Length,N047,DET2,GENE,BR,HORMONE,1,activation,DET2 is a 5α-reductase required for BR biosynthesis.,1,10.1016/j.pbi.2014.07.012
Hypocotyl Length,N048,DWF4,GENE,BR,HORMONE,1,activation,"DWF4/CYP90B1 catalyzes C-22 hydroxylation, a rate-limiting step in BR biosynthesis.",1,10.1016/j.pbi.2014.07.012
Hypocotyl Length,N049,BAS1,GENE,BR,HORMONE,-1,inhibition,BAS1/CYP734A1 is a BR-26-hydroxylase that inactivates bioactive BRs.,2,10.1016/j.pbi.2014.07.012; 10.1534/g3.112.004580
Hypocotyl Length,N050,SOB7,GENE,BR,HORMONE,-1,inhibition,SOB7/CYP72C1 redundantly inactivates BRs alongside BAS1.,1,10.1534/g3.112.004580
Hypocotyl Length,N051,PHYB,GENE,BAS1,GENE,1,activation,"phyB-HY5 axis promotes BAS1 expression, contributing to BR catabolism in the light.",1,10.1534/g3.112.004580
Hypocotyl Length,N052,BZR1,GENE,DWF4,GENE,-1,inhibition,BZR1 represses DWF4 transcription as negative-feedback regulation of BR biosynthesis.,1,10.1016/j.pbi.2014.07.012
Hypocotyl Length,N053,BR,HORMONE,BRI1,GENE,1,activation,"Brassinolide binds the BRI1 extracellular LRR domain, activating the receptor kinase.",1,10.1016/j.pbi.2014.07.012
Hypocotyl Length,N054,BRI1,GENE,BIN2,GENE,-1,inhibition,Active BRI1 (via BSK/BSU1) dephosphorylates and inhibits BIN2.,1,10.1016/j.pbi.2014.07.012
Hypocotyl Length,N055,BAK1,GENE,BIN2,GENE,-1,inhibition,BAK1 heterodimerizes with BRI1; active BRI1/BAK1 complex inhibits BIN2 activity.,1,10.1016/j.pbi.2014.07.012
Hypocotyl Length,N056,BIN2,GENE,BZR1,GENE,-1,inhibition,BIN2 phosphorylates BZR1 to exclude it from the nucleus and target it for degradation.,1,10.1016/j.pbi.2014.07.012
Hypocotyl Length,N057,PP2A,GENE,BZR1,GENE,1,activation,"PP2A dephosphorylates BZR1, activating its nuclear function.",1,10.1016/j.pbi.2014.07.012
Hypocotyl Length,N058,DELLA,PROTEIN_COMPLEX,BZR1,GENE,-1,inhibition,DELLA directly binds BZR1 and inhibits BZR1-DNA binding.,1,10.1016/j.pbi.2014.07.012
Hypocotyl Length,N059,GA20OX1,GENE,GA4,HORMONE,1,activation,GA20ox1 catalyzes 20-oxidation of GA12 precursors toward bioactive GA4.,1,10.1199/tab.0103
Hypocotyl Length,N060,GA3OX1,GENE,GA4,HORMONE,1,activation,GA3ox1 catalyzes the final 3β-hydroxylation producing bioactive GA4.,1,10.1199/tab.0103
Hypocotyl Length,N061,GA2OX1,GENE,GA4,HORMONE,-1,inhibition,"GA2ox1 2β-hydroxylates bioactive GAs, inactivating them.",1,10.1199/tab.0103
Hypocotyl Length,N062,ABA,HORMONE,GA3OX1,GENE,-1,inhibition,"ABA represses GA3ox1 expression, reducing bioactive GA4.",1,10.1093/aobpla/ply061
Hypocotyl Length,N063,ABA,HORMONE,GA20OX1,GENE,-1,inhibition,ABA represses GA20ox1 expression.,1,10.1093/aobpla/ply061
Hypocotyl Length,N064,ABA,HORMONE,GA2OX1,GENE,1,activation,"ABA induces GA2ox1 expression, accelerating GA inactivation.",1,10.1093/aobpla/ply061
Hypocotyl Length,N065,ABA,HORMONE,DELLA,PROTEIN_COMPLEX,1,activation,ABA stabilizes DELLA proteins and promotes DELLA-mediated repression.,1,10.1093/aobpla/ply061
Hypocotyl Length,N066,GA4,HORMONE,GID1,GENE,1,activation,GA4 binds GID1 receptor; GA-GID1 complex recruits DELLA to SCF^SLY1 for ubiquitination.,1,10.1199/tab.0103
Hypocotyl Length,N067,GID1,GENE,DELLA,PROTEIN_COMPLEX,-1,inhibition,GA-bound GID1 targets DELLA proteins for proteasomal degradation.,1,10.1199/tab.0103
Hypocotyl Length,N068,DELLA,PROTEIN_COMPLEX,PIF3,GENE,-1,inhibition,DELLA directly binds PIF3 and prevents its DNA binding.,1,10.1199/tab.0103
Hypocotyl Length,N069,DELLA,PROTEIN_COMPLEX,PIF4,GENE,-1,inhibition,"DELLA physically sequesters PIF4, blocking its transcriptional activity.",1,10.1016/j.pbi.2014.07.012
Hypocotyl Length,N070,Ethylene,HORMONE,CTR1,GENE,-1,inhibition,Ethylene binding to ETR1 receptors inhibits CTR1 kinase activity.,1,10.1007/s42994-021-00063-0
Hypocotyl Length,N071,CTR1,GENE,EIN2,GENE,-1,inhibition,"CTR1 phosphorylates the EIN2 C-terminal domain, inhibiting EIN2 cleavage.",1,10.1007/s42994-021-00063-0
Hypocotyl Length,N072,EIN2,GENE,EIN3,GENE,1,activation,Uncleaved/cleaved EIN2 C-terminus stabilizes EIN3 by inhibiting EBF1/EBF2 F-box proteins.,1,10.1105/tpc.110.076588
Hypocotyl Length,N073,EIN3,GENE,PIF3,GENE,1,activation,EIN3 and PIF3 cooperatively induce elongation genes in dark; EIN3 stabilizes PIF3 protein.,1,10.1007/s42994-021-00063-0
Hypocotyl Length,N074,PIF3,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,"PIF3 activates cell-elongation genes (expansins, XTR7) in the hypocotyl epidermis in darkness.",1,10.1105/tpc.107.052142
Hypocotyl Length,N075,PIF4,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,PIF4 directly induces SAUR-family and expansin genes driving cell elongation.,2,10.1111/tpj.14556; 10.14348/molcells.2016.0126
Hypocotyl Length,N076,PIF5,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,PIF5 redundantly with PIF3/4 activates elongation genes.,1,10.1111/tpj.14556
Hypocotyl Length,N077,BZR1,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,Unphosphorylated BZR1 promotes hypocotyl cell elongation by activating cell-wall loosening genes.,1,10.1016/j.pbi.2014.07.012
Hypocotyl Length,N078,ARF6,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,"ARF6/7/8 activate SAUR19, PRE1, expansins; auxin signaling drives cell elongation.",2,10.1016/j.pbi.2014.07.012; 10.1104/pp.18.00718
Hypocotyl Length,N079,HY5,GENE,Hypocotyl_Length,PHENOTYPE,-1,inhibition,HY5 directly represses elongation and cell-expansion genes; hy5 mutants have long hypocotyl in light.,1,10.1111/nph.17332
Hypocotyl Length,N080,DELLA,PROTEIN_COMPLEX,Hypocotyl_Length,PHENOTYPE,-1,inhibition,"DELLA proteins repress elongation by sequestering PIF3/PIF4, BZR1, ARF6 and by direct target repression.",1,10.1199/tab.0103
Hypocotyl Length,N081,EIN3,GENE,Hypocotyl_Length,PHENOTYPE,-1,inhibition,"In darkness, EIN3 stabilization shortens hypocotyl (triple response); ein3 loss restores elongation under ACC.",1,10.1105/tpc.110.076588
Hypocotyl Length,N082,TOC1,GENE,PIF4,GENE,-1,inhibition,TOC1 (PRR1) binds the PIF4 promoter at dawn and represses transcription; toc1 mutants have long hypocotyl. Clock gate on PIF4 (JUDGE S001).,1,10.1016/j.xplc.2024.100833
Hypocotyl Length,N083,GI,GENE,PIF4,GENE,-1,inhibition,GIGANTEA represses PIF4 as part of the clock-output circuit (Nohales 2019). gi mutants have altered hypocotyl elongation (JUDGE S002).,1,10.1016/j.xplc.2024.100833
Hypocotyl Length,N084,ELF3_EC,PROTEIN_COMPLEX,GI,GENE,-1,inhibition,ELF3 (and the Evening Complex) represses GI transcription at dusk; ELF3_EC inactivation at warm temperature de-represses GI (JUDGE S002).,1,10.1016/j.xplc.2024.100833
Hypocotyl Length,N085,PIF4,GENE,GI,GENE,1,activation,PIF4 binds the GI promoter and activates transcription. Closes SAFE negative feedback loop PIF4 -> GI -| PIF4 (stabilizing).,1,10.1016/j.xplc.2024.100833
Hypocotyl Length,N086,HSFA1D,GENE,PIF4,GENE,1,activation,HSFA1d binds PIF4 and stabilizes the protein at warm temperature; canonical thermomorphogenesis intermediate (JUDGE S003).,1,10.1126/sciadv.adh1738
Hypocotyl Length,N087,COP1,GENE,HSFA1D,GENE,1,activation,"COP1 positively regulates HSFA1d stability in darkness, contributing to PIF4 stabilization pathway (JUDGE S003).",1,10.1126/sciadv.adh1738
Hypocotyl Length,N088,BIN2,GENE,HSFA1D,GENE,-1,inhibition,"BIN2 phosphorylates HSFA1d and promotes its degradation, coupling BR signaling to thermo response (JUDGE S003 / BIN2 Multi-Output).",1,10.1126/sciadv.adh1738
Hypocotyl Length,N089,PHYB,GENE,BBX11,GENE,1,activation,"phyB directly induces BBX11 expression in red light, complementing BBX21 (JUDGE S004).",1,10.1016/j.xplc.2020.100045
Hypocotyl Length,N090,CRY1,GENE,BBX11,GENE,1,activation,CRY1 induces BBX11 expression in blue light (JUDGE S004).,1,10.1016/j.xplc.2020.100045
Hypocotyl Length,N091,BBX21,GENE,BBX11,GENE,1,activation,BBX21 activates BBX11 transcription; parallel HY5-positive cofactors (JUDGE S004).,1,10.1016/j.xplc.2020.100045
Hypocotyl Length,N092,BBX11,GENE,HY5,GENE,1,activation,BBX11 binds HY5 and stabilizes its transcriptional activity (JUDGE S004). HY5->BBX11 reverse arm intentionally excluded to prevent positive-feedback loop (Trap 1).,1,10.1016/j.xplc.2020.100045
Hypocotyl Length,N093,BIN2,GENE,PIF3,GENE,-1,inhibition,BIN2 phosphorylates PIF3 and promotes its degradation; BR-mediated PIF3 destabilization (JUDGE S005).,1,10.1073/pnas.1700850114
Hypocotyl Length,N094,SPA1,GENE,HY5,GENE,-1,inhibition,SPA1 (within CUL4-COP1-SPA1 complex) directly ubiquitinates HY5 (JUDGE S006).,1,10.1111/nph.17332
Hypocotyl Length,N095,SPA1,GENE,BIN2,GENE,-1,inhibition,"SPA1 promotes BIN2 degradation in light, completing SPA1 Multi-Output Scaffold (JUDGE S006).",1,10.1073/pnas.1700850114
Hypocotyl Length,N096,CPD,GENE,BR,HORMONE,1,activation,CPD (CYP90A1) catalyzes 23-alpha hydroxylation in BR biosynthesis; cpd null mutants are severe dwarfs (JUDGE S007).,1,10.1016/j.pbi.2014.07.012
Hypocotyl Length,N097,PHYA,GENE,FHY1,GENE,1,activation,"Active phyA induces FHY1 transcription, part of the positive FHY1-phyA feedforward for far-red signaling (JUDGE S008). FHY1 -> PHYA reverse arm excluded to avoid positive feedback.",1,10.1371/journal.pgen.1000143
Hypocotyl Length,N098,FHY1,GENE,HFR1,GENE,1,activation,"FHY1 transmits phyA signal to HFR1 induction, providing far-red-specific HFR1 accumulation that brakes PIF4 (JUDGE S008).",1,10.1105/tpc.109.067215
Hypocotyl Length,N099,PIF5,GENE,HFR1,GENE,1,activation,PIF5 induces HFR1 transcription under shade; creates safe negative feedback brake on PIF4 (Motif 2) (JUDGE S009).,1,10.3390/plants7040102
Hypocotyl Length,N100,COP1,GENE,HYH,GENE,-1,inhibition,"COP1 ubiquitinates HYH for degradation, parallel to HY5 (JUDGE S010).",1,10.1111/nph.17332
Hypocotyl Length,N101,HYH,GENE,Hypocotyl_Length,PHENOTYPE,-1,inhibition,HYH redundantly with HY5 represses elongation genes; hyh mutants enhance hy5 long-hypocotyl phenotype (JUDGE S010).,1,10.1111/tpj.14556
Hypocotyl Length,N102,COP1,GENE,BBX25,GENE,-1,inhibition,"COP1 degrades BBX25, removing the HY5 antagonist in light (JUDGE S010).",1,10.1105/tpc.113.109751
Hypocotyl Length,N103,BBX25,GENE,HY5,GENE,-1,inhibition,"BBX25 competes with BBX21/BBX22/BBX11 at HY5 promoter, antagonizing HY5 activity (JUDGE S010).",1,10.1105/tpc.113.109751
