node,node_type,activators,inhibitors,formula
IAA19,,,TIR1,IAA19 = 1.0 * prod(g(TIR1)) * gene_modifier + exogenous
ARF6_7_8,,,"DELLA,IAA19","ARF6_7_8 = 1.0 * prod(g(DELLA, IAA19)) * gene_modifier + exogenous"
PHYB,,Light,,PHYB = prod(f(Light)) * 1.0 * gene_modifier + exogenous
HFR1,,Light,,HFR1 = prod(f(Light)) * 1.0 * gene_modifier + exogenous
PIF4_5_7,,Temperature,"PHYB,HFR1,PAR1,DELLA,EC","PIF4_5_7 = prod(f(Temperature)) * prod(g(PHYB, HFR1, PAR1, DELLA, EC)) * gene_modifier + exogenous"
AHK3,,Cytokinin,,AHK3 = prod(f(Cytokinin)) * 1.0 * gene_modifier + exogenous
AHP1,,AHK3,,AHP1 = prod(f(AHK3)) * 1.0 * gene_modifier + exogenous
ARR1,,AHP1,,ARR1 = prod(f(AHP1)) * 1.0 * gene_modifier + exogenous
ETR1,,,Ethylene,ETR1 = 1.0 * prod(g(Ethylene)) * gene_modifier + exogenous
CTR1,,ETR1,,CTR1 = prod(f(ETR1)) * 1.0 * gene_modifier + exogenous
EIN2,,,CTR1,EIN2 = 1.0 * prod(g(CTR1)) * gene_modifier + exogenous
EIN3,,EIN2,,EIN3 = prod(f(EIN2)) * 1.0 * gene_modifier + exogenous
PYL,,ABA,,PYL = prod(f(ABA)) * 1.0 * gene_modifier + exogenous
ABI1,,,PYL,ABI1 = 1.0 * prod(g(PYL)) * gene_modifier + exogenous
SNRK2,,,ABI1,SNRK2 = 1.0 * prod(g(ABI1)) * gene_modifier + exogenous
ABI5,,SNRK2,,ABI5 = prod(f(SNRK2)) * 1.0 * gene_modifier + exogenous
VIN3,,Cold_Vernalization,,VIN3 = prod(f(Cold_Vernalization)) * 1.0 * gene_modifier + exogenous
FLC,,FRI,"VIN3,AUT_SYN,PRC2,lncCOOLAIR,LDL1","FLC = prod(f(FRI)) * prod(g(VIN3, AUT_SYN, PRC2, lncCOOLAIR, LDL1)) * gene_modifier + exogenous"
FT,,"GI,CO,T6P","FLC,AP2_TOE,SVP,FLM","FT = prod(f(GI, CO, T6P)) * prod(g(FLC, AP2_TOE, SVP, FLM)) * gene_modifier + exogenous"
SPL9,,,miR156,SPL9 = 1.0 * prod(g(miR156)) * gene_modifier + exogenous
GI,,,,GI = 1.0 * 1.0 * gene_modifier + exogenous
FKF1,,"Light,GI",,"FKF1 = prod(f(Light, GI)) * 1.0 * gene_modifier + exogenous"
CO,,"FKF1,PHYA","PHYB,ZTL,CDF1","CO = prod(f(FKF1, PHYA)) * prod(g(PHYB, ZTL, CDF1)) * gene_modifier + exogenous"
AUT_SYN,,,,AUT_SYN = 1.0 * 1.0 * gene_modifier + exogenous
PRC2,,,,PRC2 = 1.0 * 1.0 * gene_modifier + exogenous
miR172,,SPL9,,miR172 = prod(f(SPL9)) * 1.0 * gene_modifier + exogenous
AP2_TOE,,,miR172,AP2_TOE = 1.0 * prod(g(miR172)) * gene_modifier + exogenous
SVP,,,,SVP = 1.0 * 1.0 * gene_modifier + exogenous
FLM,,,,FLM = 1.0 * 1.0 * gene_modifier + exogenous
EC,,,,EC = 1.0 * 1.0 * gene_modifier + exogenous
SL_SYN,,,,SL_SYN = 1.0 * 1.0 * gene_modifier + exogenous
Strigolactone,,SL_SYN,,Strigolactone = prod(f(SL_SYN)) * 1.0 * gene_modifier + exogenous
FLOWER_INT,,FT,,FLOWER_INT = prod(f(FT)) * 1.0 * gene_modifier + exogenous
COP1,,,PHYB,COP1 = 1.0 * prod(g(PHYB)) * gene_modifier + exogenous
HY5,,,COP1,HY5 = 1.0 * prod(g(COP1)) * gene_modifier + exogenous
TPS1,,,,TPS1 = 1.0 * 1.0 * gene_modifier + exogenous
T6P,,TPS1,,T6P = prod(f(TPS1)) * 1.0 * gene_modifier + exogenous
PP2A,,,,PP2A = 1.0 * 1.0 * gene_modifier + exogenous
SPY,,,,SPY = 1.0 * 1.0 * gene_modifier + exogenous
D14,,Strigolactone,,D14 = prod(f(Strigolactone)) * 1.0 * gene_modifier + exogenous
MAX2,,D14,,MAX2 = prod(f(D14)) * 1.0 * gene_modifier + exogenous
ZTL,,,,ZTL = 1.0 * 1.0 * gene_modifier + exogenous
CDF1,,,FKF1,CDF1 = 1.0 * prod(g(FKF1)) * gene_modifier + exogenous
PHYA,,,,PHYA = 1.0 * 1.0 * gene_modifier + exogenous
lncCOOLAIR,,,,lncCOOLAIR = 1.0 * 1.0 * gene_modifier + exogenous
LDL1,,,,LDL1 = 1.0 * 1.0 * gene_modifier + exogenous
Plant_Height,,"BZR_BES,ARF6_7_8,ARR1,PIF4_5_7,Strigolactone","SPL9,DELLA,EIN3,ABI5,FLOWER_INT,HY5","Plant_Height = prod(f(BZR_BES, ARF6_7_8, ARR1, PIF4_5_7, Strigolactone)) * prod(g(SPL9, DELLA, EIN3, ABI5, FLOWER_INT, HY5)) * gene_modifier + exogenous"
