node,node_type,activators,inhibitors,formula
CKX3,,Cytokinin,,"CKX3 = max(Cytokinin, 0.01)^(1/1) * gene_modifier + exogenous_supply"
GID1,,Gibberellin,,"GID1 = max(Gibberellin, 0.01)^(1/1) * gene_modifier + exogenous_supply"
DELLA,,SPY,"GID1,SLY1","DELLA = max(SPY, 0.01)^(1/1) * min(1/max(GID1 * SLY1, 0.1), 10.0) * gene_modifier + exogenous_supply"
BRI1,,Brassinosteroid,,"BRI1 = max(Brassinosteroid, 0.01)^(1/1) * gene_modifier + exogenous_supply"
BIN2,,,BSU1,"BIN2 = min(1/max(BSU1, 0.1), 10.0) * gene_modifier + exogenous_supply"
BSU1,,"BRI1,BAK1",,"BSU1 = (max(BRI1, 0.01) * max(BAK1, 0.01))^(1/2) * gene_modifier + exogenous_supply"
BZR_BES,,PP2A,"DELLA,BIN2,MAX2","BZR_BES = max(PP2A, 0.01)^(1/1) * min(1/max(DELLA * BIN2 * MAX2, 0.1), 10.0) * gene_modifier + exogenous_supply"
TIR1,,Auxin,,"TIR1 = max(Auxin, 0.01)^(1/1) * gene_modifier + exogenous_supply"
IAA19,,,TIR1,"IAA19 = min(1/max(TIR1, 0.1), 10.0) * gene_modifier + exogenous_supply"
ARF6_7_8,,,"DELLA,IAA19","ARF6_7_8 = min(1/max(DELLA * IAA19, 0.1), 10.0) * gene_modifier + exogenous_supply"
PHYB,,Light,,"PHYB = max(Light, 0.01)^(1/1) * gene_modifier + exogenous_supply"
HFR1,,Light,,"HFR1 = max(Light, 0.01)^(1/1) * gene_modifier + exogenous_supply"
PIF4_5_7,,Temperature,"PHYB,HFR1,PAR1,DELLA,EC","PIF4_5_7 = max(Temperature, 0.01)^(1/1) * min(1/max(PHYB * HFR1 * PAR1 * DELLA * EC, 0.1), 10.0) * gene_modifier + exogenous_supply"
AHK3,,Cytokinin,,"AHK3 = max(Cytokinin, 0.01)^(1/1) * gene_modifier + exogenous_supply"
AHP1,,AHK3,,"AHP1 = max(AHK3, 0.01)^(1/1) * gene_modifier + exogenous_supply"
ARR1,,AHP1,,"ARR1 = max(AHP1, 0.01)^(1/1) * gene_modifier + exogenous_supply"
ETR1,,,Ethylene,"ETR1 = min(1/max(Ethylene, 0.1), 10.0) * gene_modifier + exogenous_supply"
CTR1,,ETR1,,"CTR1 = max(ETR1, 0.01)^(1/1) * gene_modifier + exogenous_supply"
EIN2,,,CTR1,"EIN2 = min(1/max(CTR1, 0.1), 10.0) * gene_modifier + exogenous_supply"
EIN3,,EIN2,,"EIN3 = max(EIN2, 0.01)^(1/1) * gene_modifier + exogenous_supply"
PYL,,ABA,,"PYL = max(ABA, 0.01)^(1/1) * gene_modifier + exogenous_supply"
ABI1,,,PYL,"ABI1 = min(1/max(PYL, 0.1), 10.0) * gene_modifier + exogenous_supply"
SNRK2,,,ABI1,"SNRK2 = min(1/max(ABI1, 0.1), 10.0) * gene_modifier + exogenous_supply"
ABI5,,SNRK2,,"ABI5 = max(SNRK2, 0.01)^(1/1) * gene_modifier + exogenous_supply"
VIN3,,Cold_Vernalization,,"VIN3 = max(Cold_Vernalization, 0.01)^(1/1) * gene_modifier + exogenous_supply"
FLC,,FRI,"VIN3,AUT_SYN,PRC2,lncCOOLAIR,LDL1","FLC = max(FRI, 0.01)^(1/1) * min(1/max(VIN3 * AUT_SYN * PRC2 * lncCOOLAIR * LDL1, 0.1), 10.0) * gene_modifier + exogenous_supply"
FT,,"GI,CO,T6P","FLC,AP2_TOE,SVP,FLM","FT = (max(GI, 0.01) * max(CO, 0.01) * max(T6P, 0.01))^(1/3) * min(1/max(FLC * AP2_TOE * SVP * FLM, 0.1), 10.0) * gene_modifier + exogenous_supply"
SPL9,,,miR156,"SPL9 = min(1/max(miR156, 0.1), 10.0) * gene_modifier + exogenous_supply"
GI,,,,GI = gene_modifier + exogenous_supply
FKF1,,"Light,GI",,"FKF1 = (max(Light, 0.01) * max(GI, 0.01))^(1/2) * gene_modifier + exogenous_supply"
CO,,"FKF1,PHYA","PHYB,ZTL,CDF1","CO = (max(FKF1, 0.01) * max(PHYA, 0.01))^(1/2) * min(1/max(PHYB * ZTL * CDF1, 0.1), 10.0) * gene_modifier + exogenous_supply"
AUT_SYN,,,,AUT_SYN = gene_modifier + exogenous_supply
PRC2,,,,PRC2 = gene_modifier + exogenous_supply
miR172,,SPL9,,"miR172 = max(SPL9, 0.01)^(1/1) * gene_modifier + exogenous_supply"
AP2_TOE,,,miR172,"AP2_TOE = min(1/max(miR172, 0.1), 10.0) * gene_modifier + exogenous_supply"
SVP,,,,SVP = gene_modifier + exogenous_supply
FLM,,,,FLM = gene_modifier + exogenous_supply
EC,,,,EC = gene_modifier + exogenous_supply
SL_SYN,,,,SL_SYN = gene_modifier + exogenous_supply
Strigolactone,,SL_SYN,,"Strigolactone = max(SL_SYN, 0.01)^(1/1) * gene_modifier + exogenous_supply"
FLOWER_INT,,FT,,"FLOWER_INT = max(FT, 0.01)^(1/1) * gene_modifier + exogenous_supply"
COP1,,,PHYB,"COP1 = min(1/max(PHYB, 0.1), 10.0) * gene_modifier + exogenous_supply"
HY5,,,COP1,"HY5 = min(1/max(COP1, 0.1), 10.0) * gene_modifier + exogenous_supply"
TPS1,,,,TPS1 = gene_modifier + exogenous_supply
T6P,,TPS1,,"T6P = max(TPS1, 0.01)^(1/1) * gene_modifier + exogenous_supply"
PP2A,,,,PP2A = gene_modifier + exogenous_supply
SPY,,,,SPY = gene_modifier + exogenous_supply
D14,,Strigolactone,,"D14 = max(Strigolactone, 0.01)^(1/1) * gene_modifier + exogenous_supply"
MAX2,,D14,,"MAX2 = max(D14, 0.01)^(1/1) * gene_modifier + exogenous_supply"
ZTL,,,,ZTL = gene_modifier + exogenous_supply
CDF1,,,FKF1,"CDF1 = min(1/max(FKF1, 0.1), 10.0) * gene_modifier + exogenous_supply"
PHYA,,,,PHYA = gene_modifier + exogenous_supply
lncCOOLAIR,,,,lncCOOLAIR = gene_modifier + exogenous_supply
LDL1,,,,LDL1 = gene_modifier + exogenous_supply
Plant_Height,,"BZR_BES,ARF6_7_8,ARR1,PIF4_5_7,Strigolactone","SPL9,DELLA,EIN3,ABI5,FLOWER_INT,HY5","Plant_Height = (max(BZR_BES, 0.01) * max(ARF6_7_8, 0.01) * max(ARR1, 0.01) * max(PIF4_5_7, 0.01) * max(Strigolactone, 0.01))^(1/5) * min(1/max(SPL9 * DELLA * EIN3 * ABI5 * FLOWER_INT * HY5, 0.1), 10.0) * gene_modifier + exogenous_supply"
