network,edge_id,source,target,sign,confidence,in_model,n_papers,dois
Kernel Row Number,E051,miR172,SID1,-1,HIGH,True,1,10.1242/dev.024273
Kernel Row Number,E052,IDS1,SPM_Determinacy,1,HIGH,True,1,10.1242/dev.024273
Kernel Row Number,E053,SID1,SPM_Determinacy,1,HIGH,True,1,10.1242/dev.024273
Kernel Row Number,E054,IDS1,ZAG1,-1,MEDIUM,True,1,10.1242/dev.024273
Kernel Row Number,E055,IDS1,Kernel_Row_Number,1,HIGH,True,1,10.1111/nph.15890
Kernel Row Number,E056,IDS1,FEA3,1,MEDIUM,True,1,10.1111/nph.15890
Kernel Row Number,E057,IDS1,RA3,1,MEDIUM,True,1,10.1111/nph.15890
Kernel Row Number,E058,KRN2,DUF1644,1,HIGH,True,1,10.1126/science.abg7985
Kernel Row Number,E059,KRN2,Kernel_Row_Number,-1,HIGH,True,1,10.1126/science.abg7985
Kernel Row Number,E060,UB3,Kernel_Row_Number,-1,HIGH,True,1,10.1371/journal.pgen.1005670
Kernel Row Number,E061,UB2,Kernel_Row_Number,-1,HIGH,True,1,10.1073/pnas.1407401112
Kernel Row Number,E062,TSH4,Kernel_Row_Number,-1,MEDIUM,True,1,10.1073/pnas.1407401112
Kernel Row Number,E063,miR156,UB2,-1,HIGH,True,1,10.1073/pnas.1407401112
Kernel Row Number,E064,miR156,UB3,-1,HIGH,True,1,10.1073/pnas.1407401112
Kernel Row Number,E065,miR156,TSH4,-1,HIGH,True,1,10.1073/pnas.1407401112
Kernel Row Number,E066,UB2,KN1,1,MEDIUM,True,1,10.1073/pnas.1407401112
Kernel Row Number,E067,UB3,KN1,1,MEDIUM,True,1,10.1073/pnas.1407401112
Kernel Row Number,E068,UB2,BIF2,1,HIGH,True,1,10.1093/plcell/koac352
Kernel Row Number,E069,UB3,BIF2,1,HIGH,True,1,10.1093/plcell/koac352
Kernel Row Number,E070,UB2,ZmTCP30,1,HIGH,True,1,10.1093/plcell/koac352
Kernel Row Number,E071,UB3,ZmTCP30,1,HIGH,True,1,10.1093/plcell/koac352
Kernel Row Number,E072,ZmTCP30,Kernel_Row_Number,1,MEDIUM,True,1,10.1093/plcell/koac352
Kernel Row Number,E073,FarRed_Light,UB2,1,MEDIUM,True,1,10.1093/plcell/koac352
Kernel Row Number,E074,TB1,TRU1,1,HIGH,True,1,10.1073/pnas.1714960114
Kernel Row Number,E075,TB1,GT1,1,HIGH,True,1,10.1073/pnas.1102819108
Kernel Row Number,E076,GT1,Lateral_Branching,-1,HIGH,True,1,10.1073/pnas.1102819108
Kernel Row Number,E077,GT1,Carpel_Suppression,1,MEDIUM,False,1,10.1073/pnas.2115871119
Kernel Row Number,E078,VT2,Auxin,1,HIGH,True,1,10.1105/tpc.110.075267
Kernel Row Number,E079,SPI1,Auxin,1,HIGH,True,1,10.1073/pnas.0805596105
Kernel Row Number,E080,Auxin,TIR1,1,HIGH,True,1,10.1073/pnas.1516473112
Kernel Row Number,E081,TIR1,BIF1,-1,HIGH,True,1,10.1073/pnas.1516473112
Kernel Row Number,E082,TIR1,BIF4,-1,HIGH,True,1,10.1073/pnas.1516473112
Kernel Row Number,E083,BIF1,BA1,-1,HIGH,True,1,10.1073/pnas.1516473112
Kernel Row Number,E084,BIF4,BA1,-1,HIGH,True,1,10.1073/pnas.1516473112
Kernel Row Number,E085,ARF6,BA1,1,HIGH,True,1,10.1073/pnas.1516473112
Kernel Row Number,E086,BA1,Axillary_Meristem,1,HIGH,True,1,10.1104/pp.108.121541
Kernel Row Number,E087,BIF2,ZmPIN1a,1,HIGH,True,1,10.1104/pp.106.080119
Kernel Row Number,E088,BIF2,BA1,1,MEDIUM,True,1,10.1104/pp.108.121541
Kernel Row Number,E089,ZmPIN1a,Auxin_transport,1,HIGH,True,1,10.1104/pp.106.080119
Kernel Row Number,E090,ZmPIN1b,Auxin_transport,1,HIGH,True,1,10.1104/pp.106.080119
Kernel Row Number,E091,Auxin_transport,Axillary_Meristem,1,HIGH,True,1,10.1104/pp.108.121541
Kernel Row Number,E092,Axillary_Meristem,Kernel_Row_Number,1,HIGH,True,1,10.1104/pp.108.121541
Kernel Row Number,E093,ZmIPT,Cytokinin,1,HIGH,True,1,10.1007/s00497-024-00510-0
Kernel Row Number,E094,ZmCKX,Cytokinin,-1,HIGH,True,1,10.1007/s00497-024-00510-0
Kernel Row Number,E095,Cytokinin,AHK,1,HIGH,True,1,10.1007/s00497-024-00510-0
Kernel Row Number,E096,AHK,AHP,1,HIGH,True,1,10.1038/nature02778
Kernel Row Number,E097,AHP,Type_B_ARR,1,HIGH,True,1,10.1038/nature02778
Kernel Row Number,E098,Type_B_ARR,ABPH1,1,HIGH,True,1,10.1038/nature02778
Kernel Row Number,E099,ABPH1,ZmWUS1,-1,MEDIUM,True,1,10.1038/s41467-021-22699-8
Kernel Row Number,E100,KNR6,AGAP,1,HIGH,True,1,10.1038/s41467-020-14746-7
Kernel Row Number,E101,AGAP,IM_Size,1,HIGH,True,1,10.1038/s41467-020-14746-7
Kernel Row Number,E102,KNR6,Kernel_Row_Number,1,HIGH,True,1,10.1038/s41467-020-14746-7
Kernel Row Number,E103,KRN5b,Kernel_Row_Number,1,HIGH,True,1,10.1111/pbi.14463
Kernel Row Number,E104,TD1,Kernel_Row_Number,-1,HIGH,True,1,10.1242/dev.01671
Kernel Row Number,E105,SPM_Determinacy,Kernel_Row_Number,1,HIGH,True,1,10.1038/nature03892
Kernel Row Number,E106,Ear_Branching,Kernel_Row_Number,-1,HIGH,True,1,10.1038/nature03892
Kernel Row Number,E107,FEA2,Kernel_Row_Number,-1,HIGH,True,1,10.1038/ng.2534
Kernel Row Number,E108,FEA3,Kernel_Row_Number,-1,HIGH,True,1,10.7554/eLife.35673
Kernel Row Number,E109,FEA4,Kernel_Row_Number,-1,HIGH,True,1,10.1105/tpc.114.132506
Kernel Row Number,E110,CT2,Kernel_Row_Number,-1,HIGH,True,1,10.1038/nature12583
Kernel Row Number,E111,ZmCRN,Kernel_Row_Number,-1,HIGH,True,1,10.1093/plphys/kiae472
Kernel Row Number,E112,ZmCLE7,Kernel_Row_Number,-1,HIGH,True,1,10.1038/s41477-021-00858-5
Kernel Row Number,E113,ZmFCP1,Kernel_Row_Number,-1,HIGH,True,1,10.1038/s41477-021-00858-5
Kernel Row Number,E114,VT2,Kernel_Row_Number,1,HIGH,True,1,10.1105/tpc.110.075267
Kernel Row Number,E115,SPI1,Kernel_Row_Number,1,HIGH,True,1,10.1073/pnas.0805596105
Kernel Row Number,E116,ZmWUS1,Kernel_Row_Number,1,HIGH,True,1,10.1038/s41467-021-22699-8
Kernel Row Number,E117,KN1,Kernel_Row_Number,1,HIGH,True,1,10.1101/gad.193433.112
Kernel Row Number,E118,RA1,Kernel_Row_Number,1,HIGH,True,1,10.1038/nature03892
Kernel Row Number,E119,Cytokinin,ZmCKX,1,MEDIUM,True,1,10.1007/s00497-024-00510-0
Kernel Row Number,E120,UB3,IM_Size,-1,HIGH,True,1,10.1073/pnas.1407401112
Kernel Row Number,E121,UB2,IM_Size,-1,HIGH,True,1,10.1073/pnas.1407401112
Kernel Row Number,E122,VT2,Axillary_Meristem,1,HIGH,True,1,10.1105/tpc.110.075267
Kernel Row Number,E123,SPI1,Axillary_Meristem,1,HIGH,True,1,10.1073/pnas.0805596105
Kernel Row Number,E124,BA1,SPM_Initiation,1,HIGH,True,1,10.1104/pp.108.121541
Kernel Row Number,E125,Axillary_Meristem,SPM_Initiation,1,HIGH,True,1,10.1104/pp.108.121541
Kernel Row Number,E126,SPM_Initiation,Kernel_Row_Number,1,HIGH,True,1,10.1073/pnas.1407401112
Kernel Row Number,E127,TB1,Lateral_Branching,-1,HIGH,True,1,10.1073/pnas.1714960114
Kernel Row Number,E128,DRL1,Kernel_Row_Number,1,MEDIUM,True,1,10.1242/dev.171181
Kernel Row Number,E129,IDS1,FEA4,1,MEDIUM,True,1,10.1111/nph.15890
Kernel Row Number,E130,KN1,Auxin,1,HIGH,True,1,10.1101/gad.193433.112
Kernel Row Number,E131,BIF2,Axillary_Meristem,1,HIGH,True,1,10.1073/pnas.1516473112
Kernel Row Number,E132,IDS1,RA1,1,MEDIUM,True,1,10.1111/nph.15890
Kernel Row Number,E133,KNR6,Ear_Length,1,HIGH,True,1,10.1038/s41467-020-14746-7
Kernel Row Number,E134,RA1,Axillary_Meristem,-1,HIGH,True,1,10.1242/dev.051748
Kernel Row Number,E135,Auxin,VT2,1,MEDIUM,True,1,10.1007/s00497-024-00510-0
Kernel Row Number,E136,UB2,UB3,1,HIGH,True,1,10.1371/journal.pgen.1008764
Kernel Row Number,E137,KN1,SPI1,1,MEDIUM,True,1,10.1101/gad.193433.112
Kernel Row Number,E138,KN1,ZmPIN1a,1,HIGH,True,1,10.1101/gad.193433.112
Kernel Row Number,E139,KN1,ZmIPT,1,MEDIUM,True,1,10.1101/gad.193433.112
Kernel Row Number,E140,KN1,TIR1,1,MEDIUM,True,1,10.1101/gad.193433.112
Kernel Row Number,E141,BA2,Axillary_Meristem,1,HIGH,True,1,10.1016/j.molp.2018.12.024
Kernel Row Number,E142,BA1,BA2,1,HIGH,True,1,10.1016/j.molp.2018.12.024
Kernel Row Number,E143,UB3,Cytokinin,-1,HIGH,True,1,10.1111/nph.14391
Kernel Row Number,E144,ZmEPFL,ZmER1,1,HIGH,True,1,10.1038/s41467-025-67634-3
Kernel Row Number,E145,ZmER1,IM_Size,-1,HIGH,True,1,10.1038/s41467-025-67634-3
Kernel Row Number,E146,ZmER1,ZmWUS1,-1,MEDIUM,True,1,10.1038/s41467-025-67634-3
