network,edge_id,source,source_type,target,target_type,sign,effect,mechanism,n_evidence,doi_list
Kernel Row Number,N014,ZMEPFL,GENE,ZMER1,GENE,1,activation,Five ZmEPFL peptide ligands bind and activate ZmER1 LRR-RLK (redundant composite ligand),1,10.1038/s41467-025-67634-3
Kernel Row Number,N015,ZMER1,GENE,ZMWUS1,GENE,-1,inhibition,ZmER-EPFL signaling restricts ZmWUS1 activity; Zmwus1 partially suppresses Zmer1 enlarged-IM phenotype,1,10.1038/s41467-025-67634-3
Kernel Row Number,N016,Cytokinin,HORMONE,TYPE_B_ARR,GENE,1,activation,Cytokinin signaling activates Type-B ARRs (AHK-AHP phosphorelay collapsed into this single gate),1,10.1093/plphys/kiad652
Kernel Row Number,N017,TYPE_B_ARR,GENE,ZMWUS1,GENE,1,activation,Type-B ARRs directly bind AGATAT motifs in the ZmWUS1 proximal promoter and activate transcription,1,10.1038/s41467-021-22699-8
Kernel Row Number,N018,TYPE_B_ARR,GENE,ABPH1,GENE,1,activation,Type-B ARRs induce CK-responsive type-A response regulator ABPH1 (self-limiting feedback),1,10.1038/nature02778
Kernel Row Number,N019,ABPH1,GENE,ZMWUS1,GENE,-1,inhibition,Type-A ARR ABPH1 provides negative feedback by damping CK -> ZmWUS1 activation (closes the canonical CK/WUS loop),1,10.1038/s41467-021-22699-8
Kernel Row Number,N020,ZMWUS1,GENE,IM_Size,PROCESS,1,activation,ZmWUS1 homeoprotein is transported via plasmodesmata to the apical domain to maintain the stem-cell pool,1,10.1038/s41467-021-22699-8
Kernel Row Number,N021,ZMIPT,GENE,Cytokinin,HORMONE,1,activation,ZmIPT catalyzes rate-limiting CK biosynthesis (composite with LOG-family CK-activating enzymes),1,10.1007/s00497-024-00510-0
Kernel Row Number,N022,ZMCKX,GENE,Cytokinin,HORMONE,-1,inhibition,ZmCKX cytokinin oxidase irreversibly degrades cytokinins (degradation arm of CK homeostasis),1,10.1007/s00497-024-00510-0
Kernel Row Number,N023,UB3,GENE,Cytokinin,HORMONE,-1,inhibition,"UB3 directly binds LOG1 and Type-A ARR promoters, repressing CK biosynthesis and signaling (net CK down when UB3 up)",1,10.1111/nph.14391
Kernel Row Number,N024,VT2,GENE,Auxin,HORMONE,1,activation,VT2 tryptophan aminotransferase (TAA1 co-ortholog) converts Trp to IPyA in IAA biosynthesis,1,10.1105/tpc.110.075267
Kernel Row Number,N025,SPI1,GENE,Auxin,HORMONE,1,activation,SPI1 YUCCA-like flavin monooxygenase converts IPyA to IAA (local auxin biosynthesis),1,10.1073/pnas.0805596105
Kernel Row Number,N026,Auxin,HORMONE,TIR1,GENE,1,activation,Auxin is the TIR1/AFB F-box coreceptor ligand (Perception Gate; Auxin's only outgoing edge),1,10.1073/pnas.1516473112
Kernel Row Number,N027,TIR1,GENE,BIF1,GENE,-1,repression,TIR1 SCF complex ubiquitinates BIF1 (and BIF4) Aux/IAA repressors for proteasomal degradation,1,10.1073/pnas.1516473112
Kernel Row Number,N028,BIF1,GENE,BA1,GENE,-1,repression,Aux/IAA BIF1/BIF4 directly represses ARF-driven BA1 transcription until auxin-induced degradation removes them,1,10.1073/pnas.1516473112
Kernel Row Number,N029,ARF6,GENE,BA1,GENE,1,activation,ARF TFs bind AuxRE motifs in BA1 regulatory region and activate transcription when released from BIF1/BIF4,1,10.1073/pnas.1516473112
Kernel Row Number,N030,BIF2,GENE,ZMPIN1A,GENE,1,activation,"BIF2 PINOID-like kinase phosphorylates ZmPIN1a, regulating efflux carrier polarity in vivo",1,10.1104/pp.106.080119
Kernel Row Number,N031,BIF2,GENE,BA1,GENE,1,activation,BIF2 kinase and BA1 co-localize in the nucleus; BIF2 functions by direct interaction with BA1 to promote AM initiation,1,10.1104/pp.108.121541
Kernel Row Number,N032,ZMPIN1A,GENE,Axillary_Meristem,PROCESS,1,activation,Basipetal PAT by ZmPIN1a establishes auxin maxima at IM flanks that position axillary meristems; NPA inhibition abolishes AM formation,1,10.1104/pp.108.121541
Kernel Row Number,N033,BA1,GENE,Axillary_Meristem,PROCESS,1,activation,bHLH TF BA1 is required cell-autonomously for AM initiation; ba1 mutants completely lack axillary meristems,1,10.1104/pp.108.121541
Kernel Row Number,N034,BA1,GENE,BA2,GENE,1,activation,BA1 and BA2 cooperate as bHLH heterodimer partners; BA1 dosage affects ba2 phenotype indicating same-pathway action,1,10.1016/j.molp.2018.12.024
Kernel Row Number,N035,BA2,GENE,Axillary_Meristem,PROCESS,1,activation,BA2 bHLH protein heterodimerizes with BA1 and is required for AM initiation; ba2 fails to produce ears,1,10.1016/j.molp.2018.12.024
Kernel Row Number,N036,ABPH1,GENE,ZMPIN1A,GENE,1,activation,ABPH1 positively regulates auxin levels and PIN1 signaling (CK-auxin crosstalk at IM periphery),1,10.1104/pp.109.137034
Kernel Row Number,N037,KN1,GENE,VT2,GENE,1,activation,KN1 binds and upregulates tryptophan aminotransferase VT2 (auxin biosynthesis arm of the KNOX regulatory network),1,10.1101/gad.193433.112
Kernel Row Number,N038,KN1,GENE,SPI1,GENE,1,activation,"KN1 ChIP-seq peaks near YUCCA-family auxin biosynthesis loci including SPI1, with up-regulation in Kn1-N",1,10.1101/gad.193433.112
Kernel Row Number,N039,KN1,GENE,ZMPIN1A,GENE,1,activation,KN1 ChIP-seq peaks near PIN efflux transporter loci; Kn1-N GOF up-regulates PIN family (including ZmPIN1a),1,10.1101/gad.193433.112
Kernel Row Number,N040,KN1,GENE,ZMIPT,GENE,1,activation,"KN1 positively regulates CK biosynthesis-related genes including the rice LONELY GUY ortholog (CK-activating enzyme, included in ZMIPT composite)",1,10.1101/gad.193433.112
Kernel Row Number,N041,KN1,GENE,TIR1,GENE,1,activation,KN1 ChIP-seq peaks near AFB-like F-box auxin coreceptor genes (TIR1/AFB family),1,10.1101/gad.193433.112
Kernel Row Number,N042,KN1,GENE,IM_Size,PROCESS,1,activation,KN1 class-I KNOX TF maintains indeterminate meristem identity; kn1 null produces a small cob with poor kernel yield,1,10.1101/gad.193433.112
Kernel Row Number,N043,RA2,GENE,RA1,GENE,1,activation,RA2 LOB-domain TF acts upstream of RA1 in ramosa pathway; ra1 expression is reduced in ra2 mutants,1,10.1038/nature03892
Kernel Row Number,N044,RA3,GENE,RA1,GENE,1,activation,RA3 TPP enzyme acts upstream of RA1 via T6P/trehalose sugar-signaling input to SPM-determinacy program,1,10.1038/nature04725
Kernel Row Number,N045,FEA4,GENE,RA1,GENE,1,activation,FEA4 bZIP directly binds RA1 promoter and activates transcription (coherent FFL with RA2/RA3),1,10.1105/tpc.114.132506
Kernel Row Number,N046,IDS1,GENE,RA1,GENE,1,activation,IDS1/Ts6 acts through multiple SPM-regulatory pathways including RA1 (coherent feed-forward with direct Ear_Branching effect),1,10.1111/nph.15890
Kernel Row Number,N047,RA1,GENE,KN1,GENE,1,activation,RA1 binds the KN1 regulatory intron; RA1 and KN1 share ~189 overlapping target peaks,1,10.1101/gr.166397.113
Kernel Row Number,N048,RA1,GENE,Ear_Branching,PROCESS,-1,inhibition,RA1 C2H2 zinc-finger TF imposes SPM determinacy and suppresses indeterminate ear branching,1,10.1038/nature03892
Kernel Row Number,N049,RA3,GENE,T6P,METABOLITE,-1,inhibition,"RA3 trehalose-6-phosphate phosphatase dephosphorylates T6P to trehalose, reducing the T6P sugar-signaling pool in SPMs",1,10.1038/nature04725
Kernel Row Number,N050,T6P,METABOLITE,Ear_Branching,PROCESS,1,activation,T6P sugar signal disrupts SPM determinacy and promotes indeterminate branching (inverse of the canonical SPM-determinacy axis); ra3 KO elevates T6P and yields branched ears,1,10.1038/nature04725
Kernel Row Number,N052,miR172,REGULATORY_RNA,IDS1,GENE,-1,repression,miR172 (encoded by ts4) directs cleavage of IDS1 AP2 mRNA,1,10.1242/dev.024273
Kernel Row Number,N053,miR172,REGULATORY_RNA,SID1,GENE,-1,repression,miR172 family members direct cleavage of SID1 AP2 mRNA,1,10.1242/dev.024273
Kernel Row Number,N054,IDS1,GENE,Ear_Branching,PROCESS,-1,inhibition,IDS1 AP2-domain TF represses indeterminate lateral branch meristem fates and promotes SPM determinacy (inverse of Ear_Branching),1,10.1242/dev.024273
Kernel Row Number,N055,SID1,GENE,Ear_Branching,PROCESS,-1,inhibition,SID1 AP2-domain TF (paralog of IDS1) redundantly represses indeterminate branching and promotes SPM determinacy,1,10.1242/dev.024273
Kernel Row Number,N056,miR156,REGULATORY_RNA,UB2,GENE,-1,repression,miR156 targets UB2 SBP-box mRNA for post-transcriptional silencing,1,10.1073/pnas.1407401112
Kernel Row Number,N057,miR156,REGULATORY_RNA,UB3,GENE,-1,repression,miR156 targets UB3 SBP-box mRNA for post-transcriptional silencing,1,10.1073/pnas.1407401112
Kernel Row Number,N058,miR156,REGULATORY_RNA,TSH4,GENE,-1,repression,miR156 targets TSH4 SBP-box mRNA for post-transcriptional silencing,1,10.1073/pnas.1407401112
Kernel Row Number,N059,FarRed_Light,ENVIRONMENT,UB2,GENE,1,activation,End-of-day far-red and WL+FR shade signals upregulate UB2 to drive the early SAM-to-IM transition (ub2;ub3 is insensitive to FR),1,10.1093/plcell/koac352
Kernel Row Number,N060,UB2,GENE,UB3,GENE,1,activation,UB2 directly binds the UB3 promoter and the KRN4 distal enhancer via chromatin looping to positively regulate UB3 transcription (Du 2020; KRN4 QTL mechanism),1,10.1371/journal.pgen.1008764
Kernel Row Number,N061,UB3,GENE,KN1,GENE,1,activation,UB3 maintains KN1 expression in the central meristem; loss of KN1 in residual IM meristems in ub2;ub3,1,10.1073/pnas.1407401112
Kernel Row Number,N062,UB3,GENE,BIF2,GENE,1,activation,UB2/UB3/TSH4 directly bind BIF2 promoter and positively regulate transcription,1,10.1093/plcell/koac352
Kernel Row Number,N063,UB3,GENE,ZMTCP30,GENE,1,activation,UB2/UB3/TSH4 directly regulate ZmTCP30 promoter,1,10.1093/plcell/koac352
Kernel Row Number,N064,UB3,GENE,IM_Size,PROCESS,-1,inhibition,"UB3 restricts the rate of lateral-primordia initiation, limiting apparent IM expansion; ub3 KO yields enlarged IM and increased KRN",1,10.1073/pnas.1407401112
Kernel Row Number,N065,ZMTCP30,GENE,Kernel_Row_Number,PHENOTYPE,1,activation,ZmTCP30 TCP-family TF supports normal ear development and grain number; Zmtcp30 mutants show reduced tassel branches and abnormal ears with reduced kernels,1,10.1093/plcell/koac352
Kernel Row Number,N066,TSH4,GENE,Kernel_Row_Number,PHENOTYPE,-1,inhibition,TSH4 SBP-box TF redundantly restricts SPM-initiation rate with UB2/UB3 (acts independently on KRN),1,10.1073/pnas.1407401112
Kernel Row Number,N067,KRN2,GENE,Kernel_Row_Number,PHENOTYPE,-1,inhibition,KRN2 WD40 protein interacts with DUF1644 in a complex that negatively regulates grain number; KRN2 CRISPR KO increased yield by ~10%,1,10.1126/science.abg7985
Kernel Row Number,N068,KRN5B,GENE,Kernel_Row_Number,PHENOTYPE,1,activation,KRN5b 5-phosphatase mediates phosphoinositol signaling; higher-expression allele increases ear weight 10-12% via KRN,1,10.1111/pbi.14463
Kernel Row Number,N069,KNR6,GENE,AGAP,GENE,1,activation,KNR6 Ser/Thr kinase phosphorylates AGAP in vitro; KNR6 OE increases kernels per row,1,10.1038/s41467-020-14746-7
Kernel Row Number,N070,AGAP,GENE,IM_Size,PROCESS,1,activation,AGAP ARF-GAP sustains IM proliferation; AGAP CRISPR KO produced shorter IMs by ~76 micrometer,1,10.1038/s41467-020-14746-7
Kernel Row Number,N071,Axillary_Meristem,PROCESS,Kernel_Row_Number,PHENOTYPE,1,activation,Successful AM initiation is prerequisite to SPM formation and kernel row establishment,1,10.1104/pp.108.121541
Kernel Row Number,N072,IM_Size,PROCESS,Kernel_Row_Number,PHENOTYPE,1,activation,"Larger IM produces more spikelet-pair meristems per tier, hence more kernel rows (E022 canonical mapping)",1,10.1105/tpc.114.132506
Kernel Row Number,N073,Ear_Branching,PROCESS,Kernel_Row_Number,PHENOTYPE,-1,inhibition,"Indeterminate branching converts SPMs to branches and disrupts ordered rows, reducing kernel-row counts per ear",1,10.1038/nature03892
Kernel Row Number,N075,FEA4,GENE,BA1,GENE,1,activation,FEA4 bZIP TF directly upregulates BA1 transcription; BA1 is significantly downregulated in fea4 mutant ears,1,10.1105/tpc.114.132506
Kernel Row Number,N076,RA1,GENE,Axillary_Meristem,PROCESS,-1,inhibition,"RA1 C2H2 zinc-finger TF imposes determinacy on spikelet-pair meristems, preventing indeterminate AM elaboration",1,10.1242/dev.051748
Kernel Row Number,N077,UB2,GENE,KN1,GENE,1,activation,UB2 SBP-box TF maintains KN1 expression in central meristem redundantly with UB3; loss of KN1 in ub2;ub3 residual IMs,1,10.1073/pnas.1407401112
Kernel Row Number,N078,UB2,GENE,BIF2,GENE,1,activation,UB2 SBP-box TF directly binds the BIF2 promoter; SBP-box consensus motif (GTAC) shared with UB3/TSH4 family,1,10.1093/plcell/koac352
Kernel Row Number,N079,UB2,GENE,ZMTCP30,GENE,1,activation,UB2 SBP-box TF directly binds and activates the ZmTCP30 promoter in parallel with UB3/TSH4,1,10.1093/plcell/koac352
Kernel Row Number,N080,Cytokinin,HORMONE,ZMCKX,GENE,1,activation,"Cytokinin signalling induces ZmCKX cytokinin-oxidase transcription, closing the homeostatic negative-feedback loop (Motif 2-safe: CK->CKX->degrade CK is stabilising)",1,10.1007/s00497-024-00510-0
Kernel Row Number,N081,FEA4,GENE,RA3,GENE,1,activation,FEA4 bZIP directly activates RA3 TPP transcription; RA3 is significantly downregulated in fea4 mutants,1,10.1105/tpc.114.132506
Kernel Row Number,N082,FEA4,GENE,Kernel_Row_Number,PHENOTYPE,-1,inhibition,"FEA4 bZIP TF directly restricts kernel row number beyond its effects on IM size; Pautler et al. show fea4 mutant ears have increased kernel row number with enlarged IM and ectopic spikelet-pair meristem formation, implicating FEA4 in row-number restriction downstream of the meristem-size expansion phenotype.",1,10.1105/tpc.114.132506
Kernel Row Number,N083,REL2,GENE,IM_Size,PROCESS,-1,inhibition,"REL2 TOPLESS-family corepressor is required for meristem restriction in maize ears; CRISPR rel2 single mutants show ear fasciation consistent with enlarged inflorescence meristem, independent of REL2's role in the RA-complex for branching control.",1,10.1104/pp.18.00913
