network,edge_id,source,source_type,target,target_type,sign,effect,mechanism,n_evidence,doi_list
Shoot Branching,E0023,PP5,GENE,Shoot_Branching,PHENOTYPE,-1,repression,,0,
Shoot Branching,E0024,Strigolactone,HORMONE,Shoot_Branching,PHENOTYPE,-1,repression,,0,
Shoot Branching,E0025,GR5,GENE,Shoot_Branching,PHENOTYPE,-1,repression,,0,
Shoot Branching,E0026,ES10Y,GENE,Shoot_Branching,PHENOTYPE,1,activation,,0,
Shoot Branching,E0027,Cytokinin,HORMONE,Shoot_Branching,PHENOTYPE,1,activation,,0,
Shoot Branching,E0028,Effector protein(s),GENE,Shoot_Branching,PHENOTYPE,-1,repression,,0,
Shoot Branching,E0029,shoot meristems,GENE,Shoot_Branching,PHENOTYPE,1,activation,,0,
Shoot Branching,E0030,LCMAX1,GENE,Shoot_Branching,PHENOTYPE,-1,repression,,0,
Shoot Branching,E0031,low red light to far,GENE,Shoot_Branching,PHENOTYPE,-1,repression,,0,
Shoot Branching,E0032,miR156,REGULATORY_RNA,Shoot_Branching,PHENOTYPE,1,activation,,0,
Shoot Branching,E0033,EBE; (ERF114,GENE,Shoot_Branching,PHENOTYPE,1,activation,,0,
Shoot Branching,E0034,CLAMT,GENE,Shoot_Branching,PHENOTYPE,-1,repression,,0,
Shoot Branching,E0035,nutrient availabilit,GENE,Shoot_Branching,PHENOTYPE,1,activation,,0,
Shoot Branching,E0036,FHY3,GENE,Shoot_Branching,PHENOTYPE,1,activation,,0,
Shoot Branching,E0037,CN,GENE,Shoot_Branching,PHENOTYPE,-1,repression,,0,
Shoot Branching,E0038,bioactive substance,GENE,Shoot_Branching,PHENOTYPE,-1,repression,,0,
Shoot Branching,E0039,ASU1,GENE,Shoot_Branching,PHENOTYPE,1,activation,,0,
Shoot Branching,E0040,LBO,GENE,Shoot_Branching,PHENOTYPE,1,activation,,0,
Shoot Branching,E0041,Overexpression of Gh,GENE,Shoot_Branching,PHENOTYPE,1,activation,,0,
Shoot Branching,E0042,HXK1,GENE,Shoot_Branching,PHENOTYPE,1,activation,,0,
Shoot Branching,E0043,PERK12,GENE,Shoot_Branching,PHENOTYPE,1,activation,,0,
Shoot Branching,E0044,PIN1,GENE,Shoot_Branching,PHENOTYPE,1,activation,,0,
Shoot Branching,E0045,MIR171C,REGULATORY_RNA,Shoot_Branching,PHENOTYPE,-1,repression,,0,
Shoot Branching,E0046,BPTCP19,GENE,Shoot_Branching,PHENOTYPE,-1,repression,,0,
Shoot Branching,E0047,exogenous applicatio,GENE,Shoot_Branching,PHENOTYPE,-1,repression,,0,
Shoot Branching,E0048,Sucrose,METABOLITE,Shoot_Branching,PHENOTYPE,-1,repression,,0,
Shoot Branching,E0049,AUX,GENE,Shoot_Branching,PHENOTYPE,-1,repression,,0,
Shoot Branching,E0050,production of long-d,GENE,Shoot_Branching,PHENOTYPE,-1,repression,,0,
Shoot Branching,E0051,Auxin,HORMONE,Shoot_Branching,PHENOTYPE,-1,repression,,0,
Shoot Branching,E0052,environmental condit,GENE,Shoot_Branching,PHENOTYPE,1,activation,,0,
Shoot Branching,E0053,A1,GENE,Shoot_Branching,PHENOTYPE,1,activation,,0,
Shoot Branching,E0054,PHYB,GENE,Shoot_Branching,PHENOTYPE,-1,repression,,0,
Shoot Branching,E0055,MECLA,GENE,Shoot_Branching,PHENOTYPE,-1,repression,,0,
Shoot Branching,E0056,CYP86A8,GENE,Shoot_Branching,PHENOTYPE,1,activation,,0,
Shoot Branching,E0057,CARLACTONE,GENE,Shoot_Branching,PHENOTYPE,-1,repression,,0,
Shoot Branching,E0058,DEFOLIATION,GENE,Shoot_Branching,PHENOTYPE,1,activation,,0,
Shoot Branching,E0059,Overexpression of Cm,GENE,Shoot_Branching,PHENOTYPE,-1,repression,,0,
Shoot Branching,E0060,Overexpression of At,GENE,Shoot_Branching,PHENOTYPE,1,activation,,0,
Shoot Branching,E0061,ASL39,GENE,Shoot_Branching,PHENOTYPE,1,activation,,0,
Shoot Branching,E0062,BPTCP8,GENE,Shoot_Branching,PHENOTYPE,-1,repression,,0,
Shoot Branching,E0063,(2R)-isomers,GENE,Shoot_Branching,PHENOTYPE,-1,repression,,0,
Shoot Branching,E0064,SPL15,GENE,Shoot_Branching,PHENOTYPE,1,activation,,0,
Shoot Branching,E0065,cryptochrome 1,GENE,Shoot_Branching,PHENOTYPE,-1,repression,,0,
Shoot Branching,E0066,PMF,GENE,Shoot_Branching,PHENOTYPE,-1,repression,,0,
Shoot Branching,E0067,D14,GENE,Shoot_Branching,PHENOTYPE,-1,repression,,0,
Shoot Branching,E0068,BPTCP14,GENE,Shoot_Branching,PHENOTYPE,-1,repression,,0,
Shoot Branching,E0069,Loss-of-function in ,GENE,Shoot_Branching,PHENOTYPE,1,activation,,0,
Shoot Branching,E0070,Altered carotenoid p,GENE,Shoot_Branching,PHENOTYPE,1,activation,,0,
Shoot Branching,E0071,alterations in carbo,GENE,Shoot_Branching,PHENOTYPE,1,activation,,0,
Shoot Branching,E0072,CAND1,GENE,Shoot_Branching,PHENOTYPE,1,activation,,0,
Shoot Branching,E0073,SMAX1,GENE,Shoot_Branching,PHENOTYPE,-1,repression,,0,
Shoot Branching,E0074,remaining MeCLA,GENE,Shoot_Branching,PHENOTYPE,-1,repression,,0,
Shoot Branching,E0075,Undefined hormone,GENE,Shoot_Branching,PHENOTYPE,-1,repression,,0,
Shoot Branching,E0076,initiation and growt,GENE,Shoot_Branching,PHENOTYPE,1,activation,,0,
Shoot Branching,E0077,A. thaliana,GENE,Shoot_Branching,PHENOTYPE,-1,repression,,0,
Shoot Branching,E0078,Gibberellin,HORMONE,Shoot_Branching,PHENOTYPE,-1,repression,,0,
Shoot Branching,E0079,CUC3,GENE,Shoot_Branching,PHENOTYPE,1,activation,,0,
Shoot Branching,E0080,CLE42,GENE,Shoot_Branching,PHENOTYPE,1,activation,,0,
Shoot Branching,E0081,VCTCP18,GENE,Shoot_Branching,PHENOTYPE,-1,repression,,0,
Shoot Branching,E0082,EBE,GENE,Shoot_Branching,PHENOTYPE,1,activation,,0,
Shoot Branching,E0083,CUC2,GENE,Shoot_Branching,PHENOTYPE,1,activation,,0,
Shoot Branching,E0084,Overexpression of Md,GENE,Shoot_Branching,PHENOTYPE,-1,repression,,0,
Shoot Branching,E0085,SPL9,GENE,Shoot_Branching,PHENOTYPE,-1,repression,,0,
Shoot Branching,E0086,Verticillium longisp,GENE,Shoot_Branching,PHENOTYPE,1,activation,,0,
Shoot Branching,E0087,SUGARS,GENE,Shoot_Branching,PHENOTYPE,1,activation,,0,
Shoot Branching,E0088,R_FR_Ratio,ENVIRONMENT,Shoot_Branching,PHENOTYPE,-1,repression,,0,
Shoot Branching,E0089,TDIF,GENE,Shoot_Branching,PHENOTYPE,1,activation,,0,
Shoot Branching,E0090,ARR1,GENE,Shoot_Branching,PHENOTYPE,-1,repression,,0,
Shoot Branching,E0091,RanBP domain-contain,GENE,Shoot_Branching,PHENOTYPE,1,activation,,0,
Shoot Branching,E0092,ABA,HORMONE,Shoot_Branching,PHENOTYPE,-1,repression,,0,
Shoot Branching,E0093,BRCA1,GENE,Shoot_Branching,PHENOTYPE,1,activation,,0,
Shoot Branching,E0094,CLE41,GENE,Shoot_Branching,PHENOTYPE,1,activation,,0,
Shoot Branching,E0095,Red Light,GENE,Shoot_Branching,PHENOTYPE,1,activation,,0,
Shoot Branching,E0096,BRC2,GENE,Shoot_Branching,PHENOTYPE,-1,repression,,0,
Shoot Branching,E0097,ERF114,GENE,Shoot_Branching,PHENOTYPE,1,activation,,0,
Shoot Branching,E0098,IPT,GENE,Shoot_Branching,PHENOTYPE,1,activation,,0,
Shoot Branching,E0099,MBD9,GENE,Shoot_Branching,PHENOTYPE,1,activation,,0,
Shoot Branching,E0100,MAX1,GENE,Shoot_Branching,PHENOTYPE,-1,repression,,0,
Shoot Branching,E0101,Decapitation,ENVIRONMENT,Shoot_Branching,PHENOTYPE,1,activation,,0,
Shoot Branching,E0102,AXR1,GENE,Shoot_Branching,PHENOTYPE,1,activation,,0,
Shoot Branching,E0103,AMS,GENE,Shoot_Branching,PHENOTYPE,1,activation,,0,
Shoot Branching,E0104,CUC1,GENE,Shoot_Branching,PHENOTYPE,1,activation,,0,
Shoot Branching,E0105,AP2,GENE,Shoot_Branching,PHENOTYPE,-1,repression,,0,
Shoot Branching,E0106,BRC,GENE,Shoot_Branching,PHENOTYPE,-1,repression,,0,
Shoot Branching,E0107,BrMYC2/3-1OE,GENE,Shoot_Branching,PHENOTYPE,1,activation,,0,
