test_id,gene,perturbation_type,gene_modifier,exogenous_node,exogenous_value,comparison_baseline,phenotype_node,expected_direction,expected_magnitude,doi,paper_title,authors,year,journal,evidence_sentence,verification,evidence_quality,species,notes
T034,rel2;ra2,double_knockout,,,,WT,Kernel_Row_Number,decreased,strong,,,,,,rel2;ra2 double mutant shows enhanced ear branching relative to single mutants,,,Zea mays,rel2;ra2 double KO
T035,rel2;ra1;ra2,triple_knockout,,,,WT,Kernel_Row_Number,decreased,strong,,,,,,"massive proliferation of branches with primary, secondary, and tertiary indeterminate structures",,,Zea mays,rel2;ra1;ra2 triple KO
T036,ids1,knockout,,,,WT,Kernel_Row_Number,decreased,moderate,,,,,,ids1 mutant spikelets become indeterminate producing 3-10 florets; distichous initiation,,,Zea mays,ids1 null → IDS1 KO
T037,sid1,knockout,,,,WT,Kernel_Row_Number,decreased,moderate,,,,,,sid1 single mutants show spikelet meristem defects,,,Zea mays,sid1 null → SID1 KO
T038,ids1;sid1,double_knockout,,,,WT,Kernel_Row_Number,decreased,strong,,,,,,Double mutant initiated a maximum of four rows vs seven to eight rows in wild-type female inflorescences,,,Zea mays,ids1;sid1 double KO — SPM identity loss
T039,Ts6,gain_of_function,,,,WT,Kernel_Row_Number,increased,strong,,,,,,Increased expression of ids1/Ts6 enhanced kernel row numbers,,,Zea mays,Ts6 = dominant GOF miR172-resistant IDS1 allele (stabilised protein) → IDS1 gm=2.0
T040,ts4,knockout,,,,WT,Kernel_Row_Number,increased,moderate,,,,,,ts4 mutant feminized florets and increased spikelet branching with extra florets,,,Zea mays,ts4 encodes zma-miR172e; ts4 null → miR172 activity reduced → miR172 gm=0.0
T041,KRN2_CRISPR,knockout_CRISPR,,,,WT,Kernel_Row_Number,increased,moderate,,,,,,Knockout of KRN2 in maize increased grain yield by ~10%,,,Zea mays,KRN2 CRISPR KO
T042,KRN4_absence_allele,loss_of_function,,,,WT,Kernel_Row_Number,increased,moderate,,,,,,H21NX531 absence allele displayed higher KRN (more than 13 rows) vs H21 (11.8 rows),,,Zea mays,"KRN4 = distal cis-regulatory absence/low-expression allele at UB3 locus (Liu 2015) → UB3 gm=0.5 (partial KD), not gm=0.0 (per CLAUDE.md guidance)"
T043,ub3,knockout,,,,WT,Kernel_Row_Number,decreased,moderate,,,,,,ub3 single mutant reduces tassel branches,,,Zea mays,ub3 null → UB3 KO
T044,ub2,knockout,,,,WT,Kernel_Row_Number,decreased,slight,,,,,,ub2 single mutant modest reduction in tassel branch number,,,Zea mays,ub2 null → UB2 KO
T045,ub2;ub3,double_knockout,,,,WT,Kernel_Row_Number,increased,strong,,,,,,ub2;ub3 double mutants show doubled ear kernel row numbers,,,Zea mays,"ub2;ub3 double KO — redundant SBP paralogs, strong phenotype"
T046,ub2;ub3;tsh4,triple_knockout,,,,WT,Kernel_Row_Number,increased,strong,,,,,,triple mutants completely lacked tassel branches; widespread derepression,,,Zea mays,ub2;ub3;tsh4 triple KO
T047,tb1,knockout,,,,WT,Kernel_Row_Number,decreased,strong,,,,,,tb1 mutants revert to highly branched ancestral state with axillary branches replacing ears,,,Zea mays,teosinte branched1 (tb1) — whole-plant branching regulator; no TB1 node in this ear-focused network
T048,tru1,knockout,,,,WT,Kernel_Row_Number,decreased,strong,,,,,,tru1 mutation causes phenotypes similar to tb1; long axillary branches replace ear primordia,,,Zea mays,"tassels replace upper ears1 (tru1, TCP) — no TRU1 node"
T049,gt1,knockout,,,,WT,Kernel_Row_Number,unchanged,,,,,,,gt1 has increased tillers but does not directly modify KRN in main ear,,,Zea mays,"grassy tillers1 (gt1) — branching/tiller regulator, unchanged effect on ear KRN (negative biological control)"
T050,vt2,knockout,,,,WT,Kernel_Row_Number,decreased,strong,,,,,,vt2 tassels lack branches and spikelets entirely; ears show severe kernel reduction,,,Zea mays,vt2 KO (TAA1 ortholog — auxin biosynthesis)
T051,spi1,knockout,,,,WT,Kernel_Row_Number,decreased,strong,,,,,,"spi1 ears are small, with fewer kernels",,,Zea mays,spi1 KO (YUC ortholog — auxin biosynthesis)
T052,spi1;vt2,double_knockout,,,,WT,Kernel_Row_Number,decreased,strong,,,,,,spi1;vt2 doubles slightly more severe than vt2 alone,,,Zea mays,spi1;vt2 double KO — near-total loss of local auxin biosynthesis
T053,Bif1_het,heterozygous,,,,WT,Kernel_Row_Number,decreased,strong,,,,,,Tassels with reduced branches and spikelets; ears shortened with disorganized kernel rows,,,Zea mays,"Bif1 heterozygote dominant GOF allele — BIF1 encoded as gene_modifier=2.0 reflecting semidominant stabilised Aux/IAA gain-of-function (Galli 2015, DOI 10.1073/pnas.1516473112): the mutant protein resists TIR1-mediated degradation, producing enhanced (not reduced) Aux/IAA repressor activity. Prior encoding as KD/KO was biologically inverted."
T054,Bif4_het,heterozygous,,,,WT,Kernel_Row_Number,decreased,strong,,,,,,bif4 heterozygous similar defects to bif1,,,Zea mays,Bif4 (barren inflorescence 4) not represented as a node in this network
T055,Bif1;Bif4,double_mutant,,,,WT,Kernel_Row_Number,decreased,strong,,,,,,Pin-like inflorescences in which organogenesis was often completely impaired,,,Zea mays,"Bif1;Bif4 double dominant GOF — Bif1 component modelled; Bif4 partner not in network (partial mapping): BIF1 encoded as gene_modifier=2.0 reflecting semidominant stabilised Aux/IAA gain-of-function (Galli 2015, DOI 10.1073/pnas.1516473112): the mutant protein resists TIR1-mediated degradation, producing enhanced (not reduced) Aux/IAA repressor activity. Prior encoding as KD/KO was biologically inverted."
T056,bif2,knockout,,,,WT,Kernel_Row_Number,decreased,strong,,,,,,bif2 mutants show fewer branches and spikelets,,,Zea mays,bif2 KO (PID ortholog — auxin transport regulator)
T057,ba1,knockout,,,,WT,Kernel_Row_Number,decreased,strong,,,,,,"ba1 mutants completely lack all axillary meristems, resulting in a sterile plant",,,Zea mays,ba1 KO (bHLH axillary-meristem initiator)
T058,WT_plus_NPA,chemical_treatment,,,,WT,Kernel_Row_Number,decreased,strong,,,,,,NPA treatment completely abolished ability of IM to form any axillary meristem,,,Zea mays,NPA polar-auxin-transport inhibitor → ZMPIN1A KD (gm=0.1)
T059,WT_plus_IAA,chemical_treatment,,,,WT,Kernel_Row_Number,increased,slight,,,,,,Exogenous auxin treatment promotes lateral primordia initiation,,,Zea mays,Exogenous IAA → Auxin supply=1.0
T060,WT_plus_NAA,chemical_treatment,,,,WT,Kernel_Row_Number,increased,slight,,,,,,Synthetic auxins like NAA promote axillary meristem initiation,,,Zea mays,Exogenous NAA (synthetic auxin) → Auxin supply=1.0
T061,WT_plus_TIBA,chemical_treatment,,,,WT,Kernel_Row_Number,decreased,strong,,,,,,Polar auxin transport inhibitors TIBA/NPA abolish AM formation,,,Zea mays,TIBA polar-auxin-transport inhibitor → ZMPIN1A KD (gm=0.1)
T062,WT_plus_kinetin,chemical_treatment,,,,WT,Kernel_Row_Number,increased,slight,,,,,,Exogenous CK treatment to ear primordia increases meristem size,,,Zea mays,Exogenous kinetin → Cytokinin supply=1.0
T063,WT_plus_BA,chemical_treatment,,,,WT,Kernel_Row_Number,increased,slight,,,,,,Benzyladenine treatment to maize meristems enlarges them,,,Zea mays,Exogenous BA (6-benzylaminopurine) → Cytokinin supply=1.0
T064,KNR6_OE,overexpression,,,,WT,Kernel_Row_Number,increased,moderate,,,,,,KNR6 OE increases KNR by 2.5 per row; ear length by 1.1 cm,,,Zea mays,KNR6 overexpression → KNR6 gm=2.0
T065,KNR6_RNAi,knockdown,,,,WT,Kernel_Row_Number,decreased,moderate,,,,,,RNAi lines shorter ears by 1.35 cm; fewer kernels per row by 2.85,,,Zea mays,KNR6 RNAi knockdown → KNR6 gm=0.5
T066,AGAP_CRISPR,knockout_CRISPR,,,,WT,Kernel_Row_Number,decreased,moderate,,,,,,AGAP CRISPR produced shorter IM by 76 Î¼m and fewer kernels per row by 4.75,,,Zea mays,AGAP CRISPR KO
T067,KRN5b_KO,knockout,,,,WT,Kernel_Row_Number,decreased,moderate,,,,,,KRN5b KO causes disordered kernel rows and decrease in number of kernels,,,Zea mays,KRN5b null → KRN5B KO
T068,KRN5b_highExpr,gain_of_function,,,,WT,Kernel_Row_Number,increased,moderate,,,,,,Higher-expression allele increased ear weight 10-12% via increasing KRN,,,Zea mays,KRN5b natural high-expression allele → KRN5B gm=2.0
T069,ZmTCP30,knockout,,,,WT,Kernel_Row_Number,decreased,moderate,,,,,,Zmtcp30 mutant showed decreased tassel branches and reduced grain number,,,Zea mays,ZmTCP30 KO
T070,drl1,knockout,,,,WT,Kernel_Row_Number,decreased,moderate,,,,,,drl1 ears are sterile with unfused carpels,,,Zea mays,drl1 (DROOPING LEAF1/RAMOSA-like) not represented as a node
T071,fea4_plus_ZmCLE7,rescue_experiment,,,,mutant,Kernel_Row_Number,increased,strong,,,,,,fea4 parallel to CLV; fea4 mutant meristem enlargement is additive with CLE pathway loss,,,Zea mays,"fea4 + ZmCLE7 peptide — FEA4 is downstream of a different CLE pathway; ZmCLE7 signalling via FEA2/CT2/ZMCRN still intact, so peptide is active on the fea4 background"
T072,fea4;abph2,double_knockout,,,,WT,Kernel_Row_Number,increased,strong,,,,,,Abph2 fea4 double mutants showed additive meristem size defects (255 vs 173 um in Abph2 alone),,,Zea mays,fea4;abph2 double KO — two independent IM-restrictive pathways lost
T073,ba2,knockout,,,,WT,Kernel_Row_Number,decreased,strong,,,,,,ba2 mutant fails to produce ears and has fewer branches and spikelets in the tassel,,,Zea mays,ba2 KO (axillary-meristem initiation)
T074,Zmer1,knockout,,,,WT,Kernel_Row_Number,increased,moderate,,,,,,"Zmer1 mutants have compact architecture, enlarged inflorescence meristems (IMs), and increased kernel row numbers (KRNs)",,,Zea mays,Zmer1 null → ZMER1 KO (ERECTA receptor)
T075,ZmEPFL_quintuple,knockout_CRISPR,,,,WT,Kernel_Row_Number,increased,strong,,,,,,CRISPR/Cas9 editing generated different distinct frameshift alleles in five EPFL genes. Statistical analysis shows that the kernel row number is significantly increased in the quintuple mutants,,,Zea mays,ZmEPFL quintuple CRISPR KO → ZMEPFL composite node gm=0.0 (five paralogs collapsed)
T076,UB3_OE,overexpression,,,,WT,Kernel_Row_Number,decreased,moderate,,,,,,overexpression of exogenous UB3 dramatically suppressed tillering and panicle branching as a result of a greater decrease in the amount of active cytokinin,,,Zea mays,UB3 overexpression → UB3 gm=2.0
T077,Zmer1;Zmer2,double_knockout,,,,WT,Kernel_Row_Number,increased,strong,,,,,,"ZmER receptors act redundantly, with ZmER1 playing a primary role; mutants enlarge inflorescence meristems and increase kernel row numbers",,,Zea mays,Zmer1;Zmer2 double KO — ZMER1 fully affected (gm=0.0); Zmer2 partner not represented as a separate node (partial mapping)
T078,WT_control,control,,,,WT,Kernel_Row_Number,unchanged,,,,,,,WT B73 reference ears show stable 16-18 kernel rows under standard greenhouse conditions.,,,Zea mays,Negative control — WT baseline with no perturbation applied; validator should predict unchanged relative to WT.
