source,source_type,target,target_type,effect,edge_type,confidence,mechanism,doi,paper_title,authors,year,journal,evidence_sentence,verification,species_validated
TD1,GENE,IM_Size,PROCESS,inhibition,signaling,HIGH,CLV1-ortholog receptor kinase restricts meristem,,,,,,"td1 female inflorescence, is fasciated, with extra rows of kernels",,
FEA4,GENE,ARF6,GENE,activation,transcriptional,HIGH,Direct ChIP-bound promoter activation,,,,,,FEA4 bound the promoter of auxin response factor genes; ARF6 downregulated in fea4 mutants,,
FEA4,GENE,IAA24,GENE,activation,transcriptional,HIGH,Direct ChIP-bound promoter activation,,,,,,FEA4 bound to the promoter of IAA24 with downregulation in loss-of-function mutants,,
FEA4,GENE,ARF8,GENE,activation,transcriptional,MEDIUM,Putative direct target - downregulated in fea4,,,,,,ARF8 downregulated (P=0.002) in fea4 mutants; putative FEA4 target,,
FEA4,GENE,BA1,GENE,activation,transcriptional,MEDIUM,FEA4 target promoting BA1 expression,,,,,,BARREN STALK1 downregulated (P=0.002) in fea4 mutants,,
FEA4,GENE,RA3,GENE,activation,transcriptional,HIGH,Direct transcriptional activation,,,,,,RAMOSA3 downregulated (P=1.79e-15) in fea4 mutants,,
FEA4,GENE,RA1,GENE,activation,transcriptional,HIGH,Direct ChIP binding and activation,,,,,,FEA4 binds and activates RA1 which imposes determinacy on axillary branches,,
FEA4,GENE,GNARLEY1,GENE,activation,transcriptional,MEDIUM,Positive modulation,,,,,,GNARLEY1 is positively modulated by FEA4 and repressed by KN1,,
KN1,GENE,GNARLEY1,GENE,repression,transcriptional,MEDIUM,KN1 represses KNOX-family member,,,,,,GNARLEY1 is positively modulated by FEA4 and repressed by KN1,,
FEA4,GENE,ZAG1,GENE,activation,transcriptional,MEDIUM,Direct intron binding,,,,,,"FEA4 bound a maize ortholog of AG, Zea AGAMOUS1 (ZAG1)",,
IM_Size,PROCESS,Kernel_Row_Number,PHENOTYPE,activation,developmental,HIGH,Larger IM produces more spikelet pair meristems hence more rows,,,,,,B73 SAM width: wild-type 179.83 vs fea4 226.16 Î¼m; kernel row number: wild-type 17.14 vs fea4 28,,
ABPH2,GENE,FEA4,GENE,inhibition,post-translational,HIGH,Glutaredoxin post-translational negative regulation,,,,,,FEA4 activity is negatively regulated by MSCA1 based on opposing meristem phenotypes and epistasis analysis,,
ABPH2,GENE,IM_Size,PROCESS,inhibition,signaling,HIGH,Glutaredoxin limits meristem size,,,,,,Abphyl2 dominant meristem width 185 vs 96 Î¼m wild-type,,
Cytokinin,HORMONE,ABPH1,GENE,activation,transcriptional,HIGH,CK-inducible type-A ARR transcription,,,,,,ABPH1 encodes a cytokinin-inducible type A response regulator,,
ABPH1,GENE,IM_Size,PROCESS,inhibition,signaling,HIGH,Type-A ARR negative CK feedback,,,,,,abph1 mutants have enlarged shoot apical meristem with decussate phyllotaxy,,
ABPH1,GENE,ZmPIN1a,GENE,activation,transcriptional,MEDIUM,ABPH1 promotes auxin transport,,,,,,ABPH1 acts both as a positive regulator of auxin levels and PIN1 signaling,,
Auxin,HORMONE,ABPH1,GENE,activation,transcriptional,MEDIUM,Auxin transport required for ABPH1 expression,,,,,,Treatment with polar auxin transport inhibitor strongly reduced ABPH1 expression,,
Cytokinin,HORMONE,Type_B_ARR,GENE,activation,signaling,HIGH,CK activates type-B ARRs via phosphorelay,,,,,,"Cytokinin signaling activates type-B ARRs, which then regulate ZmWUS1",,
Type_B_ARR,GENE,ZmWUS1,GENE,activation,transcriptional,HIGH,Direct AGATAT motif binding in WUS promoter,,,,,,type-B ARRs directly bind to the WUS proximal promoter region and activate its expression,,
Cytokinin,HORMONE,ZmWUS1,GENE,activation,signaling,HIGH,CK induces WUS via type-B ARRs,,,,,,The phytohormone cytokinin induces WUS expression,,
ZmWUS1,GENE,IM_Size,PROCESS,activation,signaling,HIGH,WUS maintains stem cell pool,,,,,,WUS is transported via plasmodesmata into the apical domain to promote proliferation of stem cells,,
ZmWUS1,GENE,ZmCLE7,GENE,activation,transcriptional,HIGH,WUS activates CLV3/ZmCLE7 (negative feedback closure),,,,,,"In the CZ, WUS activates the CLV3 gene",,
FEA3,GENE,ZmWUS1,GENE,repression,signaling,HIGH,FEA3-FCP1 represses WUS in rib zone,,,,,,A distinct ZmFCP1-FEA3 ligand-receptor combination prevents WUS gene expression in the rib zone,,
KN1,GENE,VT2,GENE,activation,transcriptional,HIGH,KN1 binds and activates auxin biosynthesis gene VT2,,,,,,vt2 tryptophan aminotransferase shows significant up-regulation in Kn1-N leaves,,
KN1,GENE,TB1,GENE,activation,transcriptional,HIGH,KN1 binds TB1 enhancer,,,,,,teosinte branched1 harbors a region that behaves as an enhancer with KN1-binding motifs,,
KN1,GENE,IM_Size,PROCESS,activation,signaling,HIGH,KNOX TF maintains meristem,,,,,,kn1 loss-of-function plants occasionally lack shoots; null allele kn1-e1 produces a small cob with poor kernel yield,,
RA2,GENE,RA1,GENE,activation,transcriptional,HIGH,RA2 regulates RA1 transcription,,,,,,ra1 expression is reduced in ra2 mutants; ra2 acts upstream of ra1,,
RA3,GENE,RA1,GENE,activation,signaling,HIGH,RA3 functions upstream of RA1,,,,,,RA3 functions through the predicted transcriptional regulator RAMOSA1 (RA1),,
RA1,GENE,SPM_Determinacy,PROCESS,activation,transcriptional,HIGH,Zinc-finger TF imposes SPM determinacy,,,,,,RA1 imposes determinacy on spikelet pair meristems,,
RA1,GENE,REL2,GENE,activation,protein-protein,HIGH,RA1 recruits REL2 corepressor via EAR motifs,,,,,,REL2 and RA1 physically interact through CTLH domain binding,,
RA1,GENE,Ear_Branching,PROCESS,inhibition,signaling,HIGH,RA1 suppresses ear branching,,,,,,"The ear, which is usually unbranched, is highly branched in ra1 mutants, resulting in reduced fertility",,
REL2,GENE,Ear_Branching,PROCESS,inhibition,signaling,HIGH,REL2 with RA1 suppresses ear branching,,,,,,rel2;ra1-RS double mutants had highly branched ears,,
RA2,GENE,Ear_Branching,PROCESS,inhibition,signaling,HIGH,RA2 restricts ear branching via RA1,,,,,,rel2;ra2 double mutant shows enhanced ear branching relative to single mutants,,
RA3,GENE,T6P,METABOLITE,inhibition,enzymatic,HIGH,RA3 dephosphorylates T6P to trehalose,,,,,,RA3 encodes a trehalose-6-phosphate phosphatase expressed in discrete domains subtending axillary inflorescence meristems,,
T6P,METABOLITE,SPM_Determinacy,PROCESS,inhibition,sugar-signaling,MEDIUM,T6P acts as sugar signal modulating determinacy,,,,,,RA3 regulates inflorescence branching by modification of a sugar signal that moves into axillary meristems,,
RA1,GENE,KN1,GENE,activation,transcriptional,MEDIUM,RA1 binds KN1 regulatory intron,,,,,,RA1 binds KN1's regulatory intron; RA1 and KN1 share 189 overlapping target peaks,,
REL2,GENE,IM_Size,PROCESS,inhibition,transcriptional,HIGH,REL2 corepressor restricts IM size,,,,,,rel2 ears showed increased kernel rows with IM size ~16% enlarged,,
REL2,GENE,Kernel_Row_Number,PHENOTYPE,inhibition,transcriptional,HIGH,REL2 via IM size restricts KRN,,,,,,rel2 ears showed increased kernel rows,,
miR172,REGULATORY_RNA,IDS1,GENE,repression,post-transcriptional,HIGH,miR172/ts4 degrades IDS1 mRNA,,,,,,IDS1 is targeted by the MIR172 microRNA encoded by the tasselseed4 (ts4) gene,,
miR172,REGULATORY_RNA,SID1,GENE,repression,post-transcriptional,HIGH,miR172 family member degrades SID1,,,,,,SID1 is also targeted by other members of the MIR172 family,,
IDS1,GENE,SPM_Determinacy,PROCESS,activation,transcriptional,HIGH,AP2 TF promotes SPM determinacy,,,,,,IDS1 and SID1 function to repress indeterminate lateral branch meristem fates and control spikelet meristem determinacy,,
SID1,GENE,SPM_Determinacy,PROCESS,activation,transcriptional,HIGH,AP2 TF promotes SPM determinacy,,,,,,IDS1 and SID1 both function to control spikelet meristem determinacy,,
IDS1,GENE,ZAG1,GENE,repression,transcriptional,MEDIUM,AP2 represses AGAMOUS-like,,,,,,SID1 and IDS1 repress AGAMOUS-like MADS-box transcription factors within the lateral organs of the spikelet,,
IDS1,GENE,Kernel_Row_Number,PHENOTYPE,activation,transcriptional,HIGH,IDS1 OE increases SPM number = KRN,,,,,,Increased expression of ids1/Ts6 in two maize mutants increased spikelet pair meristem numbers and then enhanced kernel row numbers,,
IDS1,GENE,FEA3,GENE,activation,transcriptional,MEDIUM,Downstream target in pathway,,,,,,"ids1/Ts6 is involved in multiple pathways regulating SPM development, involving fea3, fea4 and ra3",,
IDS1,GENE,RA3,GENE,activation,transcriptional,MEDIUM,Downstream target,,,,,,"ids1/Ts6 is involved in pathways involving fea3, fea4 and ra3",,
KRN2,GENE,DUF1644,GENE,activation,protein-protein,HIGH,WD40 binds DUF1644,,,,,,"KRN2 interacts with a gene of unknown function, DUF1644, to negatively regulate grain number",,
KRN2,GENE,Kernel_Row_Number,PHENOTYPE,inhibition,signaling,HIGH,WD40-DUF1644 negatively regulates grain number,,,,,,Knockout of KRN2 in maize increased grain yield by ~10%,,
UB3,GENE,Kernel_Row_Number,PHENOTYPE,inhibition,transcriptional,HIGH,SBP TF limits SPM initiation rate hence KRN,,,,,,"KRN in 38 inbred lines was negatively correlated with the expression level of UB3 (r=-0.35, p=0.037)",,
UB2,GENE,Kernel_Row_Number,PHENOTYPE,inhibition,transcriptional,HIGH,SBP TF limits SPM initiation rate,,,,,,ub2;ub3 double mutants show doubled ear kernel row numbers,,
TSH4,GENE,Kernel_Row_Number,PHENOTYPE,inhibition,transcriptional,MEDIUM,SBP TF redundant with UB2/UB3,,,,,,"UB2, UB3, and TSH4 function as redundant factors that limit the rate of cell differentiation",,
miR156,REGULATORY_RNA,UB2,GENE,repression,post-transcriptional,HIGH,miR156 targets SBP mRNA,,,,,,All three SBP genes are targets of miR156,,
miR156,REGULATORY_RNA,UB3,GENE,repression,post-transcriptional,HIGH,miR156 targets SBP mRNA,,,,,,All three SBP genes are targets of miR156,,
miR156,REGULATORY_RNA,TSH4,GENE,repression,post-transcriptional,HIGH,miR156 targets SBP mRNA,,,,,,All three SBP genes are targets of miR156,,
UB2,GENE,KN1,GENE,activation,transcriptional,MEDIUM,UB2/UB3 maintain KN1 in central meristem,,,,,,Loss of KN1 expression in residual inflorescence meristems in ub2;ub3 mutants,,
UB3,GENE,KN1,GENE,activation,transcriptional,MEDIUM,UB3 maintains KN1 in central meristem,,,,,,Loss of KN1 expression in ub2 ub3 mutant meristems,,
UB2,GENE,BIF2,GENE,activation,transcriptional,HIGH,Direct promoter binding,,,,,,UB2/UB3/TSH4 directly bind BIF2 promoter,,
UB3,GENE,BIF2,GENE,activation,transcriptional,HIGH,Direct promoter binding,,,,,,UB2/UB3/TSH4 directly bind BIF2 promoter,,
UB2,GENE,ZmTCP30,GENE,activation,transcriptional,HIGH,Direct promoter binding,,,,,,UB2/UB3/TSH4 could directly regulate the expression of ZmTCP30,,
UB3,GENE,ZmTCP30,GENE,activation,transcriptional,HIGH,Direct promoter binding,,,,,,UB2/UB3/TSH4 directly bind ZmTCP30 promoter,,
ZmTCP30,GENE,Kernel_Row_Number,PHENOTYPE,activation,transcriptional,MEDIUM,ZmTCP30 supports ear development,,,,,,Zmtcp30 mutant exhibited significantly decreased tassel branch number and abnormal ear development with reduced grain number,,
FarRed_Light,ENVIRONMENT,UB2,GENE,activation,environmental,MEDIUM,Shade response through UB2,,,,,,EOD-FR and WL+FR treatments caused precocious SAM-to-IM transition; ub2 ub3 double mutant insensitive to shade,,
TB1,GENE,TRU1,GENE,activation,transcriptional,HIGH,Direct TB1 target,,,,,,Tru1 is a direct target of TB1 and is overexpressed in modern maize,,
TB1,GENE,GT1,GENE,activation,transcriptional,HIGH,TB1 induces GT1,,,,,,GT1 is induced by TB1 and required to suppress lateral branching,,
GT1,GENE,Lateral_Branching,PROCESS,inhibition,transcriptional,HIGH,HD-ZIP represses axillary outgrowth,,,,,,grassy tillers1 promotes apical dominance; gt1 mutants have increased tillers,,
GT1,GENE,Carpel_Suppression,PROCESS,activation,transcriptional,MEDIUM,GT1 suppresses carpel development in florets,,,,,,Ancient branching program through GT1 recruited to suppress carpel development,,
VT2,GENE,Auxin,HORMONE,activation,enzymatic,HIGH,Tryptophan aminotransferase for IAA biosynthesis,,,,,,vt2 encodes a co-ortholog of TAA1 which converts Trp to indole-3-pyruvic acid,,
SPI1,GENE,Auxin,HORMONE,activation,enzymatic,HIGH,YUCCA flavin monooxygenase for IAA biosynthesis,,,,,,spi1 encodes a flavin monooxygenase similar to the YUCCA genes involved in local auxin biosynthesis,,
Auxin,HORMONE,TIR1,GENE,activation,signaling,HIGH,Auxin binds TIR1 F-box receptor,,,,,,BIF1/BIF4 are auxin-responsive Aux/IAAs; TIR1-dependent degradation removes repression,,
TIR1,GENE,BIF1,GENE,repression,post-translational,HIGH,TIR1 targets BIF1 for degradation,,,,,,TIR1-dependent degradation of BIF1/BIF4 Aux/IAAs removes repression,,
TIR1,GENE,BIF4,GENE,repression,post-translational,HIGH,TIR1 targets BIF4,,,,,,TIR1-dependent degradation of BIF4 Aux/IAA,,
BIF1,GENE,BA1,GENE,repression,transcriptional,HIGH,Aux/IAA BIF1 inhibits ARF-driven BA1 activation,,,,,,BIF1 and BIF4 are integral parts of functionally redundant signaling modules that directly control the transcription of BA1; double mutant shows no BA1 expression,,
BIF4,GENE,BA1,GENE,repression,transcriptional,HIGH,Aux/IAA BIF4 inhibits ARF-driven BA1,,,,,,BIF1 and BIF4 directly control BA1 transcription,,
ARF6,GENE,BA1,GENE,activation,transcriptional,HIGH,ARFs bind AuxRE in BA1 promoter,,,,,,"ARF4, ARF16, ARF27, ARF29, and ARF34 strongly bound to all four probes of BA1 regulatory region",,
BA1,GENE,Axillary_Meristem,PROCESS,activation,transcriptional,HIGH,bHLH TF initiates axillary meristems,,,,,,"ba1 mutants completely lack all axillary meristems, resulting in a sterile plant",,
BIF2,GENE,ZmPIN1a,GENE,activation,post-translational,HIGH,BIF2 phosphorylates ZmPIN1a regulating localization,,,,,,BIF2 phosphorylates ZmPIN1a and regulates ZmPIN1a subcellular localization in vivo,,
BIF2,GENE,BA1,GENE,activation,protein-protein,MEDIUM,BIF2 nuclear interaction with BA1,,,,,,BIF2 and BA1 co-localize in the nucleus; BIF2 functions by interacting with BA1 to promote axillary meristem initiation,,
ZmPIN1a,GENE,Auxin_transport,PROCESS,activation,transport,HIGH,Auxin efflux carrier,,,,,,ZmPIN1a encodes putative auxin efflux carrier with basal membrane polarization directing basipetal auxin flux,,
ZmPIN1b,GENE,Auxin_transport,PROCESS,activation,transport,HIGH,Auxin efflux carrier,,,,,,ZmPIN1b encodes putative auxin efflux carrier,,
Auxin_transport,PROCESS,Axillary_Meristem,PROCESS,activation,developmental,HIGH,Auxin maxima position axillary meristems,,,,,,NPA treatment (PAT inhibition) completely abolished ability of IM to form any axillary meristem,,
Axillary_Meristem,PROCESS,Kernel_Row_Number,PHENOTYPE,activation,developmental,HIGH,AM initiation precedes SPM formation,,,,,,AM initiation is prerequisite to SPM formation and kernel row establishment,,
ZmIPT,GENE,Cytokinin,HORMONE,activation,enzymatic,HIGH,IPT catalyzes rate-limiting CK biosynthesis,,,,,,IPT is the rate-limiting enzyme for cytokinin biosynthesis,,
ZmCKX,GENE,Cytokinin,HORMONE,inhibition,enzymatic,HIGH,CKX degrades cytokinins,,,,,,Cytokinin oxidases catalyse irreversible degradation of cytokinins,,
Cytokinin,HORMONE,AHK,GENE,activation,signaling,HIGH,CK binds AHK receptor,,,,,,CK signalling is perceived by histidine kinase receptors at cell surface,,
AHK,GENE,AHP,GENE,activation,signaling,HIGH,His-Asp phosphorelay,,,,,,CK signalling involves His-Asp phosphotransfer through AHPs,,
AHP,GENE,Type_B_ARR,GENE,activation,signaling,HIGH,AHP transfers phosphate to type-B ARRs,,,,,,AHP transfers phosphate to nuclear type-B response regulators,,
Type_B_ARR,GENE,ABPH1,GENE,activation,transcriptional,HIGH,Type-B ARRs induce type-A ABPH1,,,,,,"ABPH1 transcription is CK-inducible, downstream of type-B ARRs",,
ABPH1,GENE,ZmWUS1,GENE,inhibition,signaling,MEDIUM,Type-A ARR negative feedback,,,,,,Type-A ARR feedback negatively modulates CK->WUS activation,,
KNR6,GENE,AGAP,GENE,activation,post-translational,HIGH,KNR6 kinase phosphorylates AGAP,,,,,,KNR6 phosphorylated itself and myelin basic protein (MBP) and AGAP in vitro,,
AGAP,GENE,IM_Size,PROCESS,activation,signaling,HIGH,AGAP GTPase activating protein sustains IM,,,,,,AGAP CRISPR KO produced shorter IM by ~76 Î¼m and fewer kernels per row,,
KNR6,GENE,Kernel_Row_Number,PHENOTYPE,activation,signaling,HIGH,KNR6 kinase promotes KNR and KRN,,,,,,KNR6 OE more kernels per row by 2.5 KNR; KO shorter ears with fewer KNR,,
KRN5b,GENE,Kernel_Row_Number,PHENOTYPE,activation,signaling,HIGH,5PTase PI signaling controls hormone distribution,,,,,,Introgressing higher-expression allele increased ear weight 10-12% via increasing KRN,,
TD1,GENE,Kernel_Row_Number,PHENOTYPE,inhibition,signaling,HIGH,CLV1-ortholog limits meristem hence KRN,,,,,,td1 female inflorescence is fasciated with extra rows of kernels,,
SPM_Determinacy,PROCESS,Kernel_Row_Number,PHENOTYPE,activation,developmental,HIGH,SPM determinacy sets ordered rows,,,,,,RA1 imposes determinacy on spikelet pair meristems; loss leads to branching and reduced rows,,
Ear_Branching,PROCESS,Kernel_Row_Number,PHENOTYPE,inhibition,developmental,HIGH,Branched ears convert SPMs to branches,,,,,,"The ear, which is usually unbranched, is highly branched in ra1 mutants, resulting in reduced fertility",,
FEA2,GENE,Kernel_Row_Number,PHENOTYPE,inhibition,signaling,HIGH,FEA2 restricts IM hence KRN,,,,,,variation in the CLAVATA receptor-like protein FASCIATED EAR2 leads to increased inflorescence meristem size and KRN,,
FEA3,GENE,Kernel_Row_Number,PHENOTYPE,inhibition,signaling,HIGH,FEA3 restricts IM hence KRN,,,,,,FEA3 elite alleles enhance KRN and grain yield through IM development and SPM number,,
FEA4,GENE,Kernel_Row_Number,PHENOTYPE,inhibition,transcriptional,HIGH,FEA4 peripheral differentiation limits KRN,,,,,,A619 kernel row number: wild-type 15.80 vs fea4 19.67; B73 17.14 vs 28,,
CT2,GENE,Kernel_Row_Number,PHENOTYPE,inhibition,signaling,HIGH,Galpha restricts IM hence KRN,,,,,,ct2 mutants have enlarged SAMs and fasciated ears with extra rows,,
ZmCRN,GENE,Kernel_Row_Number,PHENOTYPE,inhibition,signaling,HIGH,Pseudokinase restricts IM hence KRN,,,,,,Zmcrn heterozygotes had 0.5 to 1.4 more rows than WT,,
ZmCLE7,GENE,Kernel_Row_Number,PHENOTYPE,inhibition,signaling,HIGH,CLE ligand triggers CLV signal restricting KRN,,,,,,Promoter edited alleles of ZmCLE7 have larger IM diameters and increased kernel row numbers,,
ZmFCP1,GENE,Kernel_Row_Number,PHENOTYPE,inhibition,signaling,HIGH,CLE ligand triggers FEA3 signal restricting KRN,,,,,,ZmFCP1 CRISPR lines showed increased kernel row numbers and grain yields,,
VT2,GENE,Kernel_Row_Number,PHENOTYPE,activation,signaling,HIGH,Auxin required for ear/kernel formation,,,,,,vt2 ears show severe kernel reduction,,
SPI1,GENE,Kernel_Row_Number,PHENOTYPE,activation,signaling,HIGH,Auxin biosynthesis required for kernel formation,,,,,,"spi1 ears are small, with fewer kernels",,
ZmWUS1,GENE,Kernel_Row_Number,PHENOTYPE,activation,signaling,HIGH,WUS maintains stem cells hence KRN,,,,,,Bif3 ZmWUS1 duplication produces ball-shaped ears with altered kernel arrangement,,
KN1,GENE,Kernel_Row_Number,PHENOTYPE,activation,signaling,HIGH,KN1 required for meristem maintenance for KRN,,,,,,kn1-e1 null produces a small cob with poor kernel yield,,
RA1,GENE,Kernel_Row_Number,PHENOTYPE,activation,transcriptional,HIGH,RA1 promotes ordered row formation via SPM determinacy,,,,,,ra1 mutants show highly branched ears with reduced fertility; loss of ordered rows,,
Cytokinin,HORMONE,ZmCKX,GENE,activation,transcriptional,MEDIUM,CK induces CKX for negative feedback degradation,,,,,,CK signalling activates CKX expression as feedback catabolism of CK,,
UB3,GENE,IM_Size,PROCESS,inhibition,transcriptional,HIGH,UB3 limits IM size by slowing lateral primordia initiation,,,,,,"UB2 and UB3 function to restrict initiation of lateral primordia, allowing cell renewal in the central domain",,
UB2,GENE,IM_Size,PROCESS,inhibition,transcriptional,HIGH,UB2 limits IM size,,,,,,UB2 and UB3 limit the rate of cell differentiation to lateral domains,,
VT2,GENE,Axillary_Meristem,PROCESS,activation,signaling,HIGH,VT2-derived auxin required for AM initiation,,,,,,vt2 tassels lack branches and spikelets entirely; AM fail to initiate,,
SPI1,GENE,Axillary_Meristem,PROCESS,activation,signaling,HIGH,SPI1-derived auxin needed for AM initiation,,,,,,spi1 mutant has defects in the initiation of axillary meristems,,
BA1,GENE,SPM_Initiation,PROCESS,activation,transcriptional,HIGH,BA1 bHLH required for AM-to-SPM progression,,,,,,ba1 mutants lack AMs and hence lack SPMs,,
Axillary_Meristem,PROCESS,SPM_Initiation,PROCESS,activation,developmental,HIGH,AM is precursor to SPM,,,,,,AMs differentiate into spikelet pair meristems during inflorescence development,,
SPM_Initiation,PROCESS,Kernel_Row_Number,PHENOTYPE,activation,developmental,HIGH,More SPMs means more kernel rows,,,,,,ub2;ub3 double mutants show doubled ear kernel row numbers through increased rate of SPM initiation,,
TB1,GENE,Lateral_Branching,PROCESS,inhibition,transcriptional,HIGH,TB1 suppresses axillary outgrowth,,,,,,TB1 mediates axillary branch suppression,,
DRL1,GENE,Kernel_Row_Number,PHENOTYPE,activation,developmental,MEDIUM,DRL1 required for carpel fusion and kernel fertility,,,,,,drl1 ears are sterile with unfused carpels,,
IDS1,GENE,FEA4,GENE,activation,transcriptional,MEDIUM,IDS1/Ts6 regulates FEA4 pathway,,,,,,"ids1/Ts6 is involved in multiple pathways involving fea3, fea4 and ra3",,
KN1,GENE,Auxin,HORMONE,activation,transcriptional,HIGH,KN1 activates multiple auxin biosynthesis and transport genes,,,,,,KN1 binds near genes coding for enzymes that synthesize auxin and maintain its homeostasis,,
BIF2,GENE,Axillary_Meristem,PROCESS,activation,signaling,HIGH,BIF2 required for AM initiation via BA1,,,,,,bif2 single mutants show fewer branches and spikelets due to AM defects,,
IDS1,GENE,RA1,GENE,activation,transcriptional,MEDIUM,IDS1 regulates RA1 pathway,,,,,,ids1/Ts6 is involved in multiple pathways regulating SPM development,,
KNR6,GENE,Ear_Length,PROCESS,activation,signaling,HIGH,KNR6 kinase promotes ear elongation,,,,,,KNR6 OE increased ear length by 1.1 cm,,
RA1,GENE,Axillary_Meristem,PROCESS,inhibition,transcriptional,HIGH,RA1 imposes determinacy on axillary meristems,,,,,,"RA1 imposes determinacy on spikelet-pair meristems, preventing indeterminate branching",,
Auxin,HORMONE,VT2,GENE,activation,transcriptional,MEDIUM,Auxin positively feedbacks on biosynthesis genes,,,,,,Auxin positively feeds back on biosynthesis enzyme expression in inflorescence development,,
UB2,GENE,UB3,GENE,activation,TF-target,HIGH,UB2 directly binds the UB3 promoter and the KRN4 distal enhancer via chromatin looping to positively regulate UB3 transcription,,,,,,UB2 can directly bind to both KRN4 and the UB3 promoter to positively regulate UB3 expression; KRN4 is bound by UB2-centered transcription complexes and interacts with the UB3 promoter by three duplex interactions to affect UB3 expression,,
KN1,GENE,SPI1,GENE,activation,TF-target,MEDIUM,KN1 ChIP-seq peaks near auxin biosynthesis genes including YUCCA-family SPI1; KN1-bound auxin biosynthesis genes up-regulated,,,,,,KN1 binds near genes coding for enzymes that synthesize auxin and maintain its homeostasis; KN1-bound genes involved in the synthesis of auxin and its precursor tryptophan are also up-regulated,,
KN1,GENE,ZmPIN1a,GENE,activation,TF-target,HIGH,KN1 ChIP-seq peaks near PIN auxin efflux transporter loci; Kn1-N gain-of-function up-regulates PIN family,,,,,,"auxin efflux transporters of the PIN and ABCB families up-regulated in Kn1-N leaves, with ChIP-seq peaks identified near these loci",,
KN1,GENE,ZmIPT,GENE,activation,TF-target,MEDIUM,KN1 positively regulates cytokinin biosynthesis-related genes including a rice LONELY GUY ortholog (CK-activating enzyme),,,,,,KN1 likely positively regulates a gene similar to the rice CK synthesis gene LONELY GUY,,
KN1,GENE,TIR1,GENE,activation,TF-target,MEDIUM,KN1 ChIP-seq peaks near AFB-like F-box auxin coreceptor genes,,,,,,KN1 binds near genes coding for AFB-like genes that are characterized as F-box auxin coreceptors in Arabidopsis,,
BA2,GENE,Axillary_Meristem,PROCESS,activation,TF-process,HIGH,BA2 bHLH protein heterodimerizes with BA1 and is required for axillary meristem initiation downstream of auxin; ba2 mutants fail to produce ears and show reduced tassel branches/spikelets,,,,,,The ba2 gene encodes a protein that co-localizes and heterodimerizes with BA1 in the nucleus; ba2 mutant fails to produce ears and has fewer branches and spikelets in the tassel,,
BA1,GENE,BA2,GENE,activation,protein-protein,HIGH,"BA1 heterodimerizes with BA2 as bHLH partners and shows gene dosage effect on ba2 phenotype, indicating cooperative function in the same pathway for AM formation",,,,,,"ba1 shows a gene dosage effect in ba2 mutants, providing further evidence that BA1 and BA2 act together in the same pathway",,
