edge_id,source,target,sign,effect,pmid,inferred
E0194,TaMOR-D overexpressi,Lateral_Root_Density,1,activation,27229732,False
E0195,TDP2,Lateral_Root_Density,1,activation,37216519,False
E0196,Inoculation with eps,Lateral_Root_Density,1,activation,30501023,False
E0197,Decapitation of the ,Lateral_Root_Density,-1,repression,9847111,False
E0198,AtGH3.15,Lateral_Root_Density,1,activation,33407107,False
E0199,standard excisions,Lateral_Root_Density,1,activation,19182776,False
E0200,low phosphate,Lateral_Root_Density,1,activation,33868355,False
E0201,A. brasilense,Lateral_Root_Density,1,activation,37534167,False
E0202,U. esculenta,Lateral_Root_Density,1,activation,25464336,False
E0203,P<sub>i</sub> starva,Lateral_Root_Density,1,activation,36000477,False
E0204,ARF8,Lateral_Root_Density,1,activation,34135921,False
E0205,GM41,Lateral_Root_Density,1,activation,27200001,False
E0206,Strigolactone,Lateral_Root_Density,-1,repression,33372050,False
E0207,ATE2F2,Lateral_Root_Density,-1,repression,16920782,False
E0208,TrfA treatment,Lateral_Root_Density,-1,repression,16183831,False
E0209,Para-aminobenzoic ac,Lateral_Root_Density,1,activation,25054237,False
E0210,(-) AuNPs,Lateral_Root_Density,1,activation,30987084,False
E0211,CLE7P,Lateral_Root_Density,1,activation,26188203,False
E0212,ATSAUR15,Lateral_Root_Density,1,activation,35511168,False
E0213,ATEXP17,Lateral_Root_Density,1,activation,35280522,False
E0214,WRKY75,Lateral_Root_Density,1,activation,34594347,False
E0215,hypoxic niches,Lateral_Root_Density,1,activation,33028901,False
E0216,KRP2,Lateral_Root_Density,1,activation,21357490,False
E0217,Gold nanoparticles,Lateral_Root_Density,1,activation,34947510,False
E0218,BL,Lateral_Root_Density,-1,repression,21909364,False
E0219,ACO1,Lateral_Root_Density,1,activation,30352493,False
E0220,respiratory burst ox,Lateral_Root_Density,1,activation,33986765,False
E0221,Col-0 Seedlings,Lateral_Root_Density,1,activation,33868355,False
E0222,increasing concentra,Lateral_Root_Density,1,activation,17578866,False
E0223,ZN,Lateral_Root_Density,1,activation,34240430,False
E0224,CAMTA1,Lateral_Root_Density,1,activation,23547968,False
E0225,increased nitrate av,Lateral_Root_Density,-1,repression,16339770,False
E0226,Cortical microtubule,Lateral_Root_Density,1,activation,35138892,False
E0227,Exogenous sugar,Lateral_Root_Density,1,activation,27610112,False
E0228,JA,Lateral_Root_Density,1,activation,22658222,False
E0229,lacs4-7 lacs6,Lateral_Root_Density,-1,repression,33631795,False
E0230,P deficiency,Lateral_Root_Density,1,activation,25140876,False
E0231,TRI2,Lateral_Root_Density,1,activation,37512818,False
E0232,GLR3,Lateral_Root_Density,1,activation,23590882,False
E0233,PIN3,Lateral_Root_Density,1,activation,29283991,False
E0234,low levels of Tm,Lateral_Root_Density,1,activation,24558072,False
E0235,Pi status,Lateral_Root_Density,1,activation,23125433,False
E0236,ICPK,Lateral_Root_Density,-1,repression,28489820,False
E0237,GNR1,Lateral_Root_Density,-1,repression,35263337,False
E0238,D14,Lateral_Root_Density,1,activation,31465451,False
E0239,Low external Phospha,Lateral_Root_Density,1,activation,31086001,False
E0240,high nitrate,Lateral_Root_Density,1,activation,26425993,False
E0241,P-starvation,Lateral_Root_Density,-1,repression,36833390,False
E0242,SIRTINOL,Lateral_Root_Density,1,activation,28195159,False
E0243,Overexpression of Cq,Lateral_Root_Density,1,activation,36361991,False
E0244,WOX5,Lateral_Root_Density,1,activation,34132490,False
E0245,K+-deprivation,Lateral_Root_Density,1,activation,33793923,False
E0246,Cyanodermella asteri,Lateral_Root_Density,1,activation,33800748,False
E0247,T. virens,Lateral_Root_Density,1,activation,30401880,False
E0248,NAC1,Lateral_Root_Density,1,activation,32266114,False
E0249,UCMB5113,Lateral_Root_Density,1,activation,27541497,False
E0250,SAK1019,Lateral_Root_Density,-1,repression,35696560,False
E0251,ARP4,Lateral_Root_Density,1,activation,19679120,False
E0252,ATNADP-ME1,Lateral_Root_Density,1,activation,30459802,False
E0253,"2,4-dichlorophenoxy-",Lateral_Root_Density,1,activation,31461482,False
E0254,MIR160,Lateral_Root_Density,1,activation,34135921,False
E0255,LRS1,Lateral_Root_Density,1,activation,36672961,False
E0256,ATSGT1B,Lateral_Root_Density,1,activation,12782725,False
E0257,3-(Methoxycarbonylme,Lateral_Root_Density,1,activation,24945579,False
E0258,ARAC8,Lateral_Root_Density,1,activation,30979883,False
E0259,CIDUF1005,Lateral_Root_Density,1,activation,35422842,False
E0260,LBD16,Lateral_Root_Density,1,activation,23299420,False
E0261,CRFS,Lateral_Root_Density,1,activation,29087317,False
E0262,PEX6,Lateral_Root_Density,-1,repression,14745029,False
E0263,ABCB19,Lateral_Root_Density,1,activation,31275345,False
E0264,WOX11,Lateral_Root_Density,1,activation,36596978,False
E0265,irAtRALF1 plant(s),Lateral_Root_Density,1,activation,24620000,False
E0266,PPCAD1,Lateral_Root_Density,1,activation,36344936,False
E0267,Zn ions,Lateral_Root_Density,1,activation,27741454,False
E0268,SQTS,Lateral_Root_Density,1,activation,30401880,False
E0269,endophytic strain,Lateral_Root_Density,1,activation,35780079,False
E0270,ANAC092,Lateral_Root_Density,1,activation,16359384,False
E0271,ROS,Lateral_Root_Density,1,activation,31306517,False
E0272,U0126,Lateral_Root_Density,1,activation,36161329,False
E0273,LU1370,Lateral_Root_Density,1,activation,28232840,False
E0274,L2,Lateral_Root_Density,1,activation,38452450,False
E0275,PFT1,Lateral_Root_Density,1,activation,24784134,False
E0276,SA,Lateral_Root_Density,-1,repression,34769103,False
E0277,Phytochrome B,Lateral_Root_Density,1,activation,31325959,False
E0278,Rouxiella sp.,Lateral_Root_Density,1,activation,34576868,False
E0279,tetramines with 3-3 ,Lateral_Root_Density,-1,repression,24672532,False
E0280,Cell wall alteration,Lateral_Root_Density,1,activation,24619997,False
E0281,GR24,Lateral_Root_Density,-1,repression,21119044,False
E0282,Nitrate signaling ca,Lateral_Root_Density,1,activation,24460537,False
E0283,SLR1,Lateral_Root_Density,-1,repression,11862947,False
E0284,WCS417,Lateral_Root_Density,1,activation,29024173,False
E0285,Over-expression of S,Lateral_Root_Density,1,activation,36669348,False
E0286,ARF7,Lateral_Root_Density,1,activation,29244768,False
E0287,NO3,Lateral_Root_Density,1,activation,19783843,False
E0288,Suc-,Lateral_Root_Density,1,activation,35745438,False
E0289,20 muM 2-undecanone,Lateral_Root_Density,-1,repression,36466674,False
E0290,LU660,Lateral_Root_Density,1,activation,28232840,False
E0291,50 mM NaCl,Lateral_Root_Density,1,activation,19783843,False
E0292,LBD29,Lateral_Root_Density,1,activation,28718794,False
E0293,C10,Lateral_Root_Density,1,activation,36229795,False
E0294,HAE_HSL2,Lateral_Root_Density,1,activation,23479623,False
E0295,High phosphate suppl,Lateral_Root_Density,-1,repression,12148533,False
E0296,QUERCETIN,Lateral_Root_Density,1,activation,31850011,False
E0297,IbRAP2.4 overexpress,Lateral_Root_Density,1,activation,35154229,False
E0298,plant(s),Lateral_Root_Density,-1,repression,35713645,False
E0299,AGB1,Lateral_Root_Density,1,activation,35748759,False
E0300,RAPAMYCIN,Lateral_Root_Density,-1,repression,27014314,False
E0301,Pi deficiency,Lateral_Root_Density,1,activation,26834759,False
E0302,WILDTYPE,Lateral_Root_Density,-1,repression,23112848,False
E0303,ATTCTP1,Lateral_Root_Density,1,activation,31037291,False
E0304,Brassinosteroid,Lateral_Root_Density,1,activation,15047895,False
E0305,Overexpression of F-,Lateral_Root_Density,-1,repression,16434475,False
E0306,PRF1,Lateral_Root_Density,-1,repression,26160044,False
E0307,SUGARS,Lateral_Root_Density,1,activation,33113878,False
E0308,CMLBD1,Lateral_Root_Density,1,activation,26819087,False
E0309,ATWEE1,Lateral_Root_Density,1,activation,31213651,False
E0310,Mild salt stress,Lateral_Root_Density,1,activation,19783843,False
E0311,NCR1,Lateral_Root_Density,1,activation,22462410,False
E0312,CADMIUM,Lateral_Root_Density,1,activation,32000108,False
E0313,high salt and osmoti,Lateral_Root_Density,1,activation,34594347,False
E0314,ARGAH2,Lateral_Root_Density,1,activation,18567826,False
E0315,ACR4,Lateral_Root_Density,-1,repression,25756623,False
E0316,Higher doses of sero,Lateral_Root_Density,-1,repression,21252298,False
E0317,Exogenous Lys,Lateral_Root_Density,1,activation,24895758,False
E0318,Piriformospora indic,Lateral_Root_Density,1,activation,28818365,False
E0319,formative divisions,Lateral_Root_Density,1,activation,34201141,False
E0320,AT-TCP20,Lateral_Root_Density,-1,repression,37175456,False
E0321,ZMASR3,Lateral_Root_Density,1,activation,31072025,False
E0322,O. maius,Lateral_Root_Density,1,activation,27973595,False
E0323,"1,2-benzenedicarboxy",Lateral_Root_Density,1,activation,34603274,False
E0324,FLG22PA,Lateral_Root_Density,-1,repression,29024173,False
E0325,ATCIPK6,Lateral_Root_Density,1,activation,20808518,False
E0326,A. brasilense Sp245,Lateral_Root_Density,1,activation,33009649,False
E0327,PLA,Lateral_Root_Density,1,activation,35937539,False
E0328,Compound 1,Lateral_Root_Density,-1,repression,37373113,False
E0329,200 Hz unilateral st,Lateral_Root_Density,1,activation,32153599,False
E0330,GMNAC109,Lateral_Root_Density,1,activation,31475026,False
E0331,VOCS,Lateral_Root_Density,1,activation,34394158,False
E0332,Accumulation of R,Lateral_Root_Density,-1,repression,33839683,False
E0333,Thermospermine,Lateral_Root_Density,-1,repression,26879262,False
E0334,DR5,Lateral_Root_Density,1,activation,31850011,False
E0335,BT03,Lateral_Root_Density,1,activation,27200001,False
E0336,KOT,Lateral_Root_Density,-1,repression,27073862,False
E0337,Strain 90-166,Lateral_Root_Density,1,activation,20108166,False
E0338,IAA14,Lateral_Root_Density,-1,repression,28720072,False
E0339,Expression of Spcdc2,Lateral_Root_Density,1,activation,22452972,False
E0340,AJH2,Lateral_Root_Density,1,activation,28377589,False
E0341,TPPI,Lateral_Root_Density,1,activation,36714693,False
E0342,PHLORETIN,Lateral_Root_Density,-1,repression,35873993,False
E0343,Cd stress,Lateral_Root_Density,1,activation,33435199,False
E0344,sorbitol solutions,Lateral_Root_Density,1,activation,28983313,False
E0345,ARF19,Lateral_Root_Density,1,activation,22553952,False
E0346,CLE4,Lateral_Root_Density,-1,repression,24449877,False
E0347,nia mutations,Lateral_Root_Density,1,activation,35009131,False
E0348,Overexpression of mi,Lateral_Root_Density,1,activation,26259194,False
E0349,OsTCP19 overexpressi,Lateral_Root_Density,1,activation,28066483,False
E0350,TANAC1,Lateral_Root_Density,1,activation,25774162,False
E0351,IAA14MED,Lateral_Root_Density,-1,repression,34075876,False
E0352,gi-100,Lateral_Root_Density,-1,repression,35822517,False
E0353,CLE41,Lateral_Root_Density,1,activation,32472155,False
E0354,GMEXLB1,Lateral_Root_Density,1,activation,31333686,False
E0355,TOR,Lateral_Root_Density,1,activation,35819101,False
E0356,ATSTP4,Lateral_Root_Density,-1,repression,26893494,False
E0357,XEG113,Lateral_Root_Density,1,activation,24619997,False
E0358,CJAN1179,Lateral_Root_Density,1,activation,35175443,False
E0359,IRBG74,Lateral_Root_Density,1,activation,29354099,False
E0360,Nitric oxide,Lateral_Root_Density,1,activation,25202488,False
E0361,Low pH treatment,Lateral_Root_Density,1,activation,37676526,False
E0362,DFL1,Lateral_Root_Density,-1,repression,11169197,False
E0363,CEP5,Lateral_Root_Density,1,activation,27296247,False
E0364,B deficiency,Lateral_Root_Density,-1,repression,36145745,False
E0365,SHADE,Lateral_Root_Density,-1,repression,37360842,False
E0366,HWI1,Lateral_Root_Density,-1,repression,31953391,False
E0367,DNA,Lateral_Root_Density,1,activation,19820350,False
E0368,high temperature,Lateral_Root_Density,1,activation,36365381,False
E0369,ATGLR3.4,Lateral_Root_Density,1,activation,31632419,False
E0370,XTH9,Lateral_Root_Density,1,activation,31626627,False
E0371,SUCROSE,Lateral_Root_Density,1,activation,30892623,False
E0372,FAJ0009,Lateral_Root_Density,1,activation,33396893,False
E0373,BSA,Lateral_Root_Density,-1,repression,24852366,False
E0374,Pi-deficiency,Lateral_Root_Density,1,activation,31412775,False
E0375,ATRAV1,Lateral_Root_Density,-1,repression,15040885,False
E0376,QC,Lateral_Root_Density,1,activation,25125883,False
E0377,SA187,Lateral_Root_Density,1,activation,29554117,False
E0378,MUS,Lateral_Root_Density,1,activation,32278327,False
E0379,Col-0,Lateral_Root_Density,-1,repression,35748759,False
E0380,CRF4,Lateral_Root_Density,-1,repression,33693548,False
E0381,Ca signaling,Lateral_Root_Density,1,activation,36846704,False
E0382,ABCG17,Lateral_Root_Density,1,activation,34669479,False
E0383,EXPA,Lateral_Root_Density,1,activation,34445724,False
E0384,B9,Lateral_Root_Density,1,activation,37745999,False
E0385,high salt conditions,Lateral_Root_Density,-1,repression,33333760,False
E0386,Iron Deficiency,Lateral_Root_Density,1,activation,31803217,False
E0387,FARNESENE,Lateral_Root_Density,-1,repression,27490179,False
E0388,PPRT1,Lateral_Root_Density,1,activation,30658512,False
E0389,FHY2,Lateral_Root_Density,1,activation,31325959,False
E0390,natural auxins,Lateral_Root_Density,1,activation,34451648,False
E0391,ATP,Lateral_Root_Density,1,activation,12529523,False
E0392,KOK2052BP,Lateral_Root_Density,-1,repression,35696560,False
E0393,ATSOS3,Lateral_Root_Density,1,activation,26071533,False
E0394,high nitrate concent,Lateral_Root_Density,-1,repression,34357701,False
E0395,CD,Lateral_Root_Density,1,activation,28798767,False
E0396,exogenous addition o,Lateral_Root_Density,1,activation,34913539,False
E0397,C30G,Lateral_Root_Density,1,activation,25546057,False
E0398,HOT,Lateral_Root_Density,1,activation,27073862,False
E0399,LY83583,Lateral_Root_Density,-1,repression,23500713,False
E0400,CLE16P,Lateral_Root_Density,1,activation,35519820,False
E0401,ATCSN2,Lateral_Root_Density,1,activation,28377589,False
E0402,PGPR,Lateral_Root_Density,1,activation,27541497,False
E0403,ATHKL1,Lateral_Root_Density,1,activation,19706780,False
E0404,Treatment with allyl,Lateral_Root_Density,1,activation,29117115,False
E0405,MCLE26PR5A,Lateral_Root_Density,-1,repression,26188203,False
E0406,BRS1,Lateral_Root_Density,1,activation,28718794,False
E0407,TCDD,Lateral_Root_Density,1,activation,24275148,False
E0408,ZnO nanoparticles,Lateral_Root_Density,1,activation,27741454,False
E0409,Overexpression of St,Lateral_Root_Density,1,activation,35665176,False
E0410,ERF114,Lateral_Root_Density,1,activation,37450945,False
E0411,AFB3,Lateral_Root_Density,1,activation,24194857,False
E0412,P. indica,Lateral_Root_Density,1,activation,28747898,False
E0413,CLF,Lateral_Root_Density,-1,repression,35161303,False
E0414,PIN1,Lateral_Root_Density,1,activation,29283991,False
E0415,TIP41,Lateral_Root_Density,1,activation,29602224,False
E0416,ATSNX1,Lateral_Root_Density,1,activation,23328941,False
E0417,GAMMA-TIP2,Lateral_Root_Density,1,activation,26802038,False
E0418,bacterial inoculatio,Lateral_Root_Density,1,activation,36365381,False
E0419,GSA,Lateral_Root_Density,1,activation,14686437,False
E0420,Nacl treatment,Lateral_Root_Density,1,activation,37187246,False
E0421,Elevated temperature,Lateral_Root_Density,1,activation,34135347,False
