network,edge_id,source,source_type,target,target_type,sign,effect,mechanism,n_evidence,doi_list
Flowering Time,N023,LUX,GENE,PRR37,GENE,-1,repression,Evening Complex DNA-binding subunit LUX targets promoters of morning/evening PRR genes; rice OsLUX recruits OsELF3-1 and OsELF4s to repress Hd1 and Ghd7. Mechanism inferred for sorghum LUX ortholog.,1,10.1073/pnas.2122582119
Flowering Time,N024,LUX,GENE,GHD7,GENE,-1,repression,LUX binds the Ghd7 promoter as part of the Evening Complex; rice evidence (OsLUX recruits ELF3/ELF4 to repress Ghd7).,1,10.1073/pnas.2122582119
Flowering Time,N025,GHD7,GENE,ELF3,GENE,-1,repression,SbGhd7 binds the SbELF3 promoter at the TGAATG motif and directly represses its transcription (Tadesse 2024 ChIP-seq + DAP-seq).,1,10.1111/nph.19591
Flowering Time,N026,GHD7,GENE,FKF1,GENE,-1,repression,"SbGhd7 directly represses SbFKF1 (ChIP-seq target, TGAATG binding motif).",1,10.1111/nph.19591
Flowering Time,N027,GI,GENE,PRR37,GENE,1,activation,GI is required for normal diurnal SbPRR37 expression; sbgi-ems1 loses 2-5 fold PRR37 abundance across key time points.,1,10.1002/pld3.281
Flowering Time,N028,GI,GENE,CO,GENE,1,activation,"GI-FKF1 complex stabilizes CO and promotes CO transcription at 12 h after dawn, coincident with SbGI peak expression.",2,10.1002/pld3.281; 10.1186/1471-2229-14-148
Flowering Time,N029,GI,GENE,EHD1,GENE,1,activation,"GI activates Ehd1 expression, mainly under SD at ZT12 (SD peak strongly attenuated in sbgi).",1,10.1002/pld3.281
Flowering Time,N030,FKF1,GENE,CO,GENE,1,activation,Blue-light-activated FKF1 forms a complex with GI that stabilizes CO protein and promotes CO transcription at late afternoon.,2,10.1186/1471-2229-14-148; 10.1002/pld3.281
Flowering Time,N031,MA2_SMYD,GENE,PRR37,GENE,1,activation,"Ma2 locus (Sobic.002G302700, SMYD lysine methyltransferase) increases SbPRR37 expression amplitude in LD. Loss of Ma2 (ma2 = L141*) reduces PRR37 peak amplitude, advancing flowering.",1,10.1371/journal.pone.0212154
Flowering Time,N032,MA2_SMYD,GENE,CO,GENE,1,activation,Ma2 activates SbCO expression in LD; loss of Ma2 reduces both SbCO expression peaks.,1,10.1371/journal.pone.0212154
Flowering Time,N033,ID1,GENE,CO,GENE,1,activation,SbID1 establishes the capacity for SbCO expression; sbid1-2 mutants lose wildtype SbCO waveform across all time points.,1,10.3389/fpls.2023.1304822
Flowering Time,N034,ID1,GENE,PRR37,GENE,1,activation,SbID1 required for proper SbPRR37 diurnal expression; sbid1-2 abolishes PRR37 peaks.,1,10.3389/fpls.2023.1304822
Flowering Time,N035,ID1,GENE,GHD7,GENE,1,activation,SbID1 required for proper SbGhd7 diurnal expression; primary Ghd7 peak at ZT16 is absent in sbid1-2.,1,10.3389/fpls.2023.1304822
Flowering Time,N036,ID1,GENE,EHD1,GENE,1,activation,"SbID1 (maize ID1 / rice Ehd2 ortholog) activates SbEhd1 expression. In rice, Ehd2 up-regulates Ehd1 under both SD and LD; ehd2 mutants show 145-365 day flowering delays.",2,10.1104/pp.108.125542; 10.3389/fpls.2023.1304822
Flowering Time,N037,ID1,GENE,FT8,GENE,1,activation,SbID1 required for SbCN8/SbFT8 florigen expression peaks.,1,10.3389/fpls.2023.1304822
Flowering Time,N038,ID1,GENE,FT10,GENE,1,activation,SbID1 required for SbCN12/SbFT10 florigen expression.,1,10.3389/fpls.2023.1304822
Flowering Time,N039,PRR37,GENE,CO,GENE,1,activation,"In LD, SbPRR37 upregulates SbCO expression at dawn (opposite to Arabidopsis). Differential SbCO expression between LD and SD requires PRR37. NOTE: this activation edge is paired with the PRR37-CO co-repressor action on SbCN8/12 (E025 below) — the net effect of PRR37 in LD is floral repression via the CO-Ehd1-FT axis.",2,10.1073/pnas.1106212108; 10.1371/journal.pone.0105352
Flowering Time,N040,PRR37,GENE,EHD1,GENE,-1,repression,"SbPRR37 represses SbEhd1 expression in LD, preventing the induction of florigens.",1,10.1371/journal.pone.0105352
Flowering Time,N041,PRR37,GENE,FT1,GENE,-1,repression,SbPRR37 suppresses SbFT1/SbCN15 florigen expression in LD via repression of SbEhd1 and/or direct repression in co-repressor complex with SbCO.,1,10.1111/nph.13834
Flowering Time,N042,PRR37,GENE,FT8,GENE,-1,repression,SbPRR37 represses SbCN8 (SbFT8) florigen expression in LD. Casto/Murphy 2019 show PRR37 and CO act as co-repressors on SbCN8/SbCN12 in LD.,2,10.1371/journal.pone.0105352; 10.1371/journal.pone.0212154
Flowering Time,N043,PRR37,GENE,FT10,GENE,-1,repression,SbPRR37 represses SbCN12 (SbFT10) florigen in LD.,1,10.1371/journal.pone.0105352
Flowering Time,N044,GHD7,GENE,EHD1,GENE,-1,repression,SbGhd7 directly binds the SbEhd1 promoter (TGAATG motif) and represses its transcription. Direct ChIP-seq/DAP-seq target.,2,10.1111/nph.19591; 10.3835/plantgenome2013.11.0040
Flowering Time,N045,GHD7,GENE,FT1,GENE,-1,repression,SbGhd7 represses SbFT1 (SbCN15) florigen in LD via repression of SbEhd1 and direct binding.,1,10.1111/nph.13834
Flowering Time,N046,GHD7,GENE,FT8,GENE,-1,repression,"SbGhd7 represses SbCN8 (SbFT8) florigen in LD, both directly and via SbEhd1 repression.",1,10.1371/journal.pone.0105352
Flowering Time,N047,GHD7,GENE,FT10,GENE,-1,repression,SbGhd7 directly binds the SbFT10 promoter and represses its transcription. Tadesse 2024 shows SbFT10 as the major directly-bound florigen target.,1,10.1111/nph.19591
Flowering Time,N048,CO,GENE,EHD1,GENE,1,activation,SbCO activates SbEhd1 expression ~25-fold in SbCO-2 backgrounds vs sbco-null.,1,10.1186/1471-2229-14-148
Flowering Time,N049,CO,GENE,FT8,GENE,1,activation,"SbCO activates SbCN8 (SbFT8) florigen expression ~10-fold (canonical CO → FT activation, day-length regulated at protein level).",1,10.1186/1471-2229-14-148
Flowering Time,N050,CO,GENE,FT10,GENE,1,activation,SbCO strongly activates SbCN12 (SbFT10) florigen ~100-fold.,1,10.1186/1471-2229-14-148
Flowering Time,N051,CO,GENE,FT1,GENE,1,activation,SbCO mildly activates SbCN15 (SbFT1) florigen (effect small compared to other florigens).,1,10.1186/1471-2229-14-148
Flowering Time,N052,EHD1,GENE,FT1,GENE,1,activation,SbEhd1 activates SbFT1 directly; SbEhd1 OE promotes SbFT1 promoter activity.,1,10.1111/nph.19591
Flowering Time,N053,EHD1,GENE,FT8,GENE,1,activation,SbEhd1 directly activates SbFT8 (SbCN8) florigen promoter.,1,10.1111/nph.19591
Flowering Time,N054,EHD1,GENE,FT10,GENE,1,activation,SbEhd1 directly activates SbFT10 (SbCN12) florigen promoter.,2,10.1111/nph.19591; 10.1371/journal.pone.0105352
Flowering Time,N055,FT1,GENE,FD1,GENE,1,activation,SbFT1 protein physically interacts with SbFD1 to form the florigen activation complex (FAC) in the shoot apical meristem.,1,10.1080/15592324.2016.1261232
Flowering Time,N056,FT1,GENE,GF14,GENE,1,activation,SbFT1 binds sorghum 14-3-3 scaffold protein; all three florigens bind 14-3-3.,1,10.1111/nph.13834
Flowering Time,N057,FT8,GENE,GF14,GENE,1,activation,SbFT8 binds Sb14-3-3 scaffold protein (florigen activation complex).,1,10.1080/15592324.2016.1261232
Flowering Time,N058,FT10,GENE,GF14,GENE,1,activation,SbFT10 binds Sb14-3-3 scaffold protein (florigen activation complex).,1,10.1080/15592324.2016.1261232
Flowering Time,N059,FT1,GENE,SOC1,GENE,1,activation,Florigen activation complex (SbFT1-FD-14-3-3) activates SbSOC1 (SbMADS31) expression in the shoot apical meristem.,2,10.1080/15592324.2016.1261232; 10.1111/tpj.70250
Flowering Time,N060,FT8,GENE,SOC1,GENE,1,activation,Florigen SbFT8 activates SbSOC1 (SbMADS31) in the meristem.,1,10.1080/15592324.2016.1261232
Flowering Time,N061,FT10,GENE,SOC1,GENE,1,activation,"Florigen SbFT10 activates SbSOC1 in the meristem (major florigen, directly repressed by Ghd7).",1,10.1111/nph.19591
Flowering Time,N062,SOC1,GENE,LFY,GENE,1,activation,Conserved SOC1 → LFY activation in the floral transition.,1,10.1080/15592324.2016.1261232
Flowering Time,N063,SOC1,GENE,AP1,GENE,1,activation,SOC1 activates AP1 in the floral transition; SbMADS7 is the sorghum AP1/FUL clade MADS.,1,10.1111/tpj.70250
Flowering Time,N064,LFY,GENE,AP1,GENE,1,activation,LFY directly activates AP1 transcription; mutual reinforcement in floral meristem identity.,1,10.1080/15592324.2016.1261232
Flowering Time,N065,FD1,GENE,AP1,GENE,1,activation,"FD bZIP TF acts with the florigen-FD-14-3-3 FAC complex to activate AP1 at the shoot apical meristem, triggering floral meristem identity. Canonical module conserved from Arabidopsis FD.",1,10.1080/15592324.2016.1261232
Flowering Time,N066,miR156h,REGULATORY_RNA,SBP19,GENE,-1,repression,sbi-miR156h cleaves SbSBP19 transcripts via complementary site in 3' UTR.,1,10.1111/tpj.70250
Flowering Time,N067,miR156h,REGULATORY_RNA,SBP4,GENE,-1,repression,sbi-miR156h targets SbSBP4 for cleavage.,1,10.1111/tpj.70250
Flowering Time,N068,SBP19,GENE,miR172a,REGULATORY_RNA,1,activation,SPL/SBP TFs (e.g. SbSBP19) directly bind MIR172a promoter and activate its transcription (age-pathway module).,1,10.1111/tpj.70250
Flowering Time,N069,miR172a,REGULATORY_RNA,AP2,GENE,-1,repression,"sbi-miR172a cleaves SbAP2 / Sobic.001G036800 (rap2.7-ortholog) transcripts, relieving AP2-mediated repression of flowering.",1,10.1111/tpj.70250
Flowering Time,N070,AP2,GENE,FT8,GENE,-1,repression,Maize rap2.7 ortholog represses ZmFT (ZCN8); sorghum AP2/Sobic.001G036800 likely represses SbFT8/SbFT10 in similar fashion.,1,10.1111/tpj.70250
Flowering Time,N071,SBP4,GENE,SOC1,GENE,1,activation,SPL/SBP TFs directly activate SOC1 expression at the meristem (age-pathway convergence with photoperiod pathway). Conserved from Arabidopsis SPL9 → SOC1 and maize ZmSPL targets.,1,10.1111/tpj.70250
Flowering Time,N072,FT1,GENE,Flowering_Time,PHENOTYPE,-1,inhibition,"SbFT1 florigen promotes the vegetative-to-reproductive transition in the shoot apical meristem, reducing days to flowering.",1,10.1111/nph.13834
Flowering Time,N073,FT8,GENE,Flowering_Time,PHENOTYPE,-1,inhibition,SbFT8 florigen accelerates flowering transition.,1,10.1111/nph.19591
Flowering Time,N074,FT10,GENE,Flowering_Time,PHENOTYPE,-1,inhibition,SbFT10 is the major florigen in sorghum (directly repressed by Ghd7); promotes flowering transition.,1,10.1111/nph.19591
Flowering Time,N075,FT12,GENE,Flowering_Time,PHENOTYPE,1,inhibition,"SbFT12 (Sb06g012260, FlrAvgD1, panicoid-specific PEBP) is a floral suppressor; loss-of-function confers photoperiod-insensitive early flowering. Reduction-of-function at CAAT-box deletion in 5'UTR drove temperate adaptation.",1,10.1093/molbev/msw120
Flowering Time,N076,AP2,GENE,Flowering_Time,PHENOTYPE,1,inhibition,"SbAP2 (Sobic.001G036800, rap2.7-ortholog) represses flowering; loss (via miR172) relieves repression.",1,10.1111/tpj.70250
Flowering Time,N077,SOC1,GENE,Flowering_Time,PHENOTYPE,-1,inhibition,"SbSOC1 (SbMADS31) activates LFY/AP1 in the shoot apical meristem, triggering floral meristem identity.",1,10.1111/tpj.70250
Flowering Time,N078,AP1,GENE,Flowering_Time,PHENOTYPE,-1,inhibition,SbAP1 (SbMADS7) commits the meristem to floral identity and triggers flowering.,1,10.1111/tpj.70250
Flowering Time,N079,GF14,GENE,Flowering_Time,PHENOTYPE,-1,inhibition,Sb14-3-3 is a required scaffold of the florigen activation complex (binds all three florigens). Loss of 14-3-3 function breaks FAC assembly and delays flowering.,1,10.1080/15592324.2016.1261232
Flowering Time,N080,Gibberellin,HORMONE,Flowering_Time,PHENOTYPE,-1,inhibition,"Under inductive SD, early-morning peak of GA20/GA1 coincides with floral induction, hastening flowering. GA promotes flowering in grasses via DELLA destabilisation and FT activation.",1,10.1104/pp.104.2.347
Flowering Time,N081,ID1,GENE,Flowering_Time,PHENOTYPE,-1,inhibition,"Direct integrative effect of SbID1 on flowering time via activation of SbCO, SbEhd1, SbFT8 (SbCN8), and SbFT10 (SbCN12). In the algebraic framework the three-florigen cascade is diluted by geometric-mean activation and rescued by bounded-inverse inhibition when PRR37/GHD7 co-drop; adding a direct short-cut edge captures the empirical 170-day flowering delay of sbid1-2 that is not faithfully transmitted through the multistep cascade. This is a modeling short-cut per REFINEMENT_AGENT Section 1.5 Step C, not a novel biological claim.",1,10.3389/fpls.2023.1304822
