network,edge_id,source,target,sign,confidence,in_model,n_papers,dois
Flowering Time,E032,SbGhd7,SbFT10,-1,HIGH,False,1,10.1111/nph.19591
Flowering Time,E033,SbCO,SbEhd1,1,HIGH,False,1,10.1186/1471-2229-14-148
Flowering Time,E034,SbCO,SbFT8,1,HIGH,False,1,10.1186/1471-2229-14-148
Flowering Time,E035,SbCO,SbFT10,1,HIGH,False,1,10.1186/1471-2229-14-148
Flowering Time,E036,SbCO,SbFT1,1,MEDIUM,False,1,10.1186/1471-2229-14-148
Flowering Time,E037,SbEhd1,SbFT1,1,HIGH,False,1,10.1111/nph.19591
Flowering Time,E038,SbEhd1,SbFT8,1,HIGH,False,1,10.1111/nph.19591
Flowering Time,E039,SbEhd1,SbFT10,1,HIGH,False,2,10.1111/nph.19591; 10.1371/journal.pone.0105352
Flowering Time,E040,Ma2_SMYD,SbPRR37,1,HIGH,False,1,10.1371/journal.pone.0212154
Flowering Time,E041,Ma2_SMYD,SbCO,1,HIGH,False,1,10.1371/journal.pone.0212154
Flowering Time,E042,SbID1,SbCO,1,HIGH,False,1,10.3389/fpls.2023.1304822
Flowering Time,E043,SbID1,SbFT8,1,HIGH,False,1,10.3389/fpls.2023.1304822
Flowering Time,E044,SbID1,SbFT10,1,HIGH,False,1,10.3389/fpls.2023.1304822
Flowering Time,E045,SbID1,SbPRR37,1,HIGH,False,1,10.3389/fpls.2023.1304822
Flowering Time,E046,SbID1,SbGhd7,1,HIGH,False,1,10.3389/fpls.2023.1304822
Flowering Time,E047,sbi-MIR156h,SbSBP19,-1,HIGH,False,1,10.1111/tpj.70250
Flowering Time,E048,sbi-MIR156h,SbSBP4,-1,HIGH,False,1,10.1111/tpj.70250
Flowering Time,E049,SbSBP19,sbi-MIR172a,1,HIGH,False,1,10.1111/tpj.70250
Flowering Time,E050,sbi-MIR172a,SbAP2,-1,HIGH,False,1,10.1111/tpj.70250
Flowering Time,E051,SbAP2,SbFT8,-1,MEDIUM,False,1,10.1111/tpj.70250
Flowering Time,E052,SbFT1,SbFD1,1,HIGH,False,1,10.1080/15592324.2016.1261232
Flowering Time,E053,SbFT1,Sb14-3-3,1,HIGH,False,1,10.1111/nph.13834
Flowering Time,E054,SbFT8,Sb14-3-3,1,HIGH,False,1,10.1080/15592324.2016.1261232
Flowering Time,E055,SbFT10,Sb14-3-3,1,HIGH,False,1,10.1080/15592324.2016.1261232
Flowering Time,E056,SbFT1,SbSOC1,1,MEDIUM,False,2,10.1080/15592324.2016.1261232; 10.1111/tpj.70250
Flowering Time,E057,SbFT8,SbSOC1,1,MEDIUM,False,1,10.1080/15592324.2016.1261232
Flowering Time,E058,SbFT10,SbSOC1,1,MEDIUM,False,1,10.1111/nph.19591
Flowering Time,E059,SbSOC1,SbLFY,1,MEDIUM,False,1,10.1080/15592324.2016.1261232
Flowering Time,E060,SbSOC1,SbAP1,1,MEDIUM,False,1,10.1111/tpj.70250
Flowering Time,E061,SbLFY,SbAP1,1,MEDIUM,False,1,10.1080/15592324.2016.1261232
Flowering Time,E062,SbFT1,Flowering_Time,-1,HIGH,False,1,10.1111/nph.13834
Flowering Time,E063,SbFT8,Flowering_Time,-1,HIGH,False,1,10.1111/nph.19591
Flowering Time,E064,SbFT10,Flowering_Time,-1,HIGH,False,1,10.1111/nph.19591
Flowering Time,E065,SbFT12,Flowering_Time,1,HIGH,False,1,10.1093/molbev/msw120
Flowering Time,E066,SbFT2,Flowering_Time,-1,MEDIUM,False,1,10.1111/tpj.70250
Flowering Time,E067,SbAP2,Flowering_Time,1,HIGH,False,1,10.1111/tpj.70250
Flowering Time,E068,SbSOC1,Flowering_Time,-1,MEDIUM,False,1,10.1111/tpj.70250
Flowering Time,E069,SbAP1,Flowering_Time,-1,MEDIUM,False,1,10.1111/tpj.70250
Flowering Time,E070,SbLFY,Flowering_Time,-1,MEDIUM,False,1,10.1080/15592324.2016.1261232
Flowering Time,E071,Gibberellin,Flowering_Time,-1,MEDIUM,False,1,10.1104/pp.104.2.347
Flowering Time,E072,SbPhyB,Gibberellin,1,MEDIUM,False,1,10.1104/pp.104.2.347
Flowering Time,E073,Photoperiod_LD,SbPRR37,1,HIGH,False,1,10.1073/pnas.1106212108
Flowering Time,E074,Photoperiod_LD,SbGhd7,1,HIGH,False,1,10.1371/journal.pone.0105352
Flowering Time,E075,Photoperiod_SD,SbFT1,1,HIGH,False,1,10.1111/nph.13834
Flowering Time,E076,Photoperiod_SD,SbFT8,1,HIGH,False,1,10.1111/nph.13834
Flowering Time,E077,Photoperiod_SD,SbFT10,1,HIGH,False,1,10.1111/nph.13834
Flowering Time,E078,SbCO,SbFT8,-1,MEDIUM,False,1,10.1371/journal.pone.0212154
Flowering Time,E079,SbEhd1,Flowering_Time,-1,HIGH,False,1,10.1111/nph.19591
Flowering Time,E080,SbPRR37,Flowering_Time,1,HIGH,False,1,10.1073/pnas.1106212108
Flowering Time,E081,SbGhd7,Flowering_Time,1,HIGH,False,1,10.1111/nph.19591
Flowering Time,E082,SbPhyB,Flowering_Time,1,HIGH,False,1,10.1371/journal.pone.0105352
Flowering Time,E083,SbPhyC,Flowering_Time,1,MEDIUM,False,1,10.1038/s41598-023-42306-8
Flowering Time,E084,Ma2_SMYD,Flowering_Time,1,HIGH,False,1,10.1371/journal.pone.0212154
Flowering Time,E085,SbGI,Flowering_Time,-1,HIGH,False,1,10.1002/pld3.281
Flowering Time,E086,SbID1,Flowering_Time,-1,HIGH,False,1,10.3389/fpls.2023.1304822
Flowering Time,E087,SbCO,Flowering_Time,-1,HIGH,False,1,10.1186/1471-2229-14-148
Flowering Time,E088,Circadian_Clock,SbPRR37,1,HIGH,False,1,10.1073/pnas.1106212108
Flowering Time,E089,Circadian_Clock,SbGhd7,1,HIGH,False,1,10.1371/journal.pone.0105352
Flowering Time,E090,Circadian_Clock,SbCO,1,HIGH,False,1,10.1371/journal.pone.0105352
Flowering Time,E091,Light,SbPRR37,1,HIGH,False,1,10.1073/pnas.1106212108
Flowering Time,E092,SbHd1,SbGhd7,1,LOW,False,1,10.1080/15592324.2016.1261232
Flowering Time,E093,SbCO,SbFT10,-1,MEDIUM,False,1,10.1371/journal.pone.0212154
Flowering Time,E094,SbFT6,Flowering_Time,-1,LOW,False,1,10.1093/molbev/msw120
Flowering Time,E095,SbPhyB,SbCO,-1,MEDIUM,False,1,10.1186/1471-2229-14-148
Flowering Time,E096,SbELF3,SbPRR37,-1,MEDIUM,False,1,10.1371/journal.pone.0043705
Flowering Time,E097,SbELF3,SbGhd7,-1,MEDIUM,False,2,10.1073/pnas.2122582119; 10.1371/journal.pone.0043705
Flowering Time,E098,SbLUX,SbPRR37,-1,LOW,False,1,10.1073/pnas.2122582119
Flowering Time,E099,SbLUX,SbGhd7,-1,LOW,False,1,10.1073/pnas.2122582119
Flowering Time,E100,SbELF4,SbELF3,1,MEDIUM,False,1,10.1038/nature10182
Flowering Time,E101,Light,SbCCA1,1,MEDIUM,False,1,10.1186/1471-2229-12-32
Flowering Time,E102,Light,SbLHY,1,MEDIUM,False,1,10.1186/1471-2229-12-32
Flowering Time,E103,SbCCA1,SbPRR37,-1,MEDIUM,False,1,10.1073/pnas.1106212108
Flowering Time,E104,SbID1,SbEhd1,1,HIGH,False,2,10.1104/pp.108.125542; 10.3389/fpls.2023.1304822
Flowering Time,E105,SbPhyB,Ethylene,-1,HIGH,False,1,10.1104/pp.116.1.17
Flowering Time,E106,SbPhyB,SbELF3,-1,LOW,False,1,10.1073/pnas.2122582119
Flowering Time,E107,SbFD1,SbAP1,1,MEDIUM,False,1,10.1080/15592324.2016.1261232
Flowering Time,E108,SbFD1,Flowering_Time,-1,MEDIUM,False,1,10.1080/15592324.2016.1261232
Flowering Time,E109,Sb14-3-3,Flowering_Time,-1,MEDIUM,False,1,10.1080/15592324.2016.1261232
Flowering Time,E110,SbSBP4,SbSOC1,1,LOW,False,1,10.1111/tpj.70250
Flowering Time,E111,SbELF3,Flowering_Time,-1,MEDIUM,False,1,10.1371/journal.pone.0043705
