node,type,is_source,n_activators,activators,n_inhibitors,inhibitors,formula
ATGA20OX3,GENE,True,0,,0,,ATGA20OX3 = gene_modifier + exogenous_supply
ATNUP62,GENE,True,0,,0,,ATNUP62 = gene_modifier + exogenous_supply
Phytoplasma infectio,GENE,True,0,,0,,Phytoplasma infectio = gene_modifier + exogenous_supply
CWPO,GENE,True,0,,0,,CWPO = gene_modifier + exogenous_supply
PSS1,GENE,True,0,,0,,PSS1 = gene_modifier + exogenous_supply
ATMYB63,GENE,True,0,,0,,ATMYB63 = gene_modifier + exogenous_supply
Gibberellin,HORMONE,True,0,,0,,Gibberellin = gene_modifier + exogenous_supply
ATMYB118,GENE,True,0,,0,,ATMYB118 = gene_modifier + exogenous_supply
LUX,GENE,True,0,,0,,LUX = gene_modifier + exogenous_supply
ALD1,GENE,True,0,,0,,ALD1 = gene_modifier + exogenous_supply
CRWN1,GENE,True,0,,0,,CRWN1 = gene_modifier + exogenous_supply
Constitutive express,GENE,True,0,,0,,Constitutive express = gene_modifier + exogenous_supply
Test compounds,GENE,True,0,,0,,Test compounds = gene_modifier + exogenous_supply
A mutation,GENE,True,0,,0,,A mutation = gene_modifier + exogenous_supply
VHYNP,GENE,True,0,,0,,VHYNP = gene_modifier + exogenous_supply
VUP1,GENE,True,0,,0,,VUP1 = gene_modifier + exogenous_supply
ATFKBP42,GENE,True,0,,0,,ATFKBP42 = gene_modifier + exogenous_supply
DGDG,GENE,True,0,,0,,DGDG = gene_modifier + exogenous_supply
ATERF6,GENE,True,0,,0,,ATERF6 = gene_modifier + exogenous_supply
inhibition of cell e,GENE,True,0,,0,,inhibition of cell e = gene_modifier + exogenous_supply
DR1,GENE,True,0,,0,,DR1 = gene_modifier + exogenous_supply
ATMMS21,GENE,True,0,,0,,ATMMS21 = gene_modifier + exogenous_supply
TKBAHDH,GENE,True,0,,0,,TKBAHDH = gene_modifier + exogenous_supply
E138K,GENE,True,0,,0,,E138K = gene_modifier + exogenous_supply
MOT1,GENE,True,0,,0,,MOT1 = gene_modifier + exogenous_supply
ABS1,GENE,True,0,,0,,ABS1 = gene_modifier + exogenous_supply
FMO1,GENE,True,0,,0,,FMO1 = gene_modifier + exogenous_supply
ATIWS1,GENE,True,0,,0,,ATIWS1 = gene_modifier + exogenous_supply
transgenic plant(s) ,GENE,True,0,,0,,transgenic plant(s)  = gene_modifier + exogenous_supply
CsCBF3 overexpressio,GENE,True,0,,0,,CsCBF3 overexpressio = gene_modifier + exogenous_supply
SA,HORMONE,True,0,,0,,SA = gene_modifier + exogenous_supply
defects in cytokines,GENE,True,0,,0,,defects in cytokines = gene_modifier + exogenous_supply
GH3,GENE,True,0,,0,,GH3 = gene_modifier + exogenous_supply
ATDDF1,GENE,True,0,,0,,ATDDF1 = gene_modifier + exogenous_supply
Overexpression of Dc,GENE,True,0,,0,,Overexpression of Dc = gene_modifier + exogenous_supply
DICE1,GENE,True,0,,0,,DICE1 = gene_modifier + exogenous_supply
Brassinolide,HORMONE,True,0,,0,,Brassinolide = gene_modifier + exogenous_supply
CDKF,GENE,True,0,,0,,CDKF = gene_modifier + exogenous_supply
ARR2,GENE,True,0,,0,,ARR2 = gene_modifier + exogenous_supply
Overexpression of Ml,GENE,True,0,,0,,Overexpression of Ml = gene_modifier + exogenous_supply
SHL,GENE,True,0,,0,,SHL = gene_modifier + exogenous_supply
R3,GENE,True,0,,0,,R3 = gene_modifier + exogenous_supply
CCD7,GENE,True,0,,0,,CCD7 = gene_modifier + exogenous_supply
ALA4,GENE,True,0,,0,,ALA4 = gene_modifier + exogenous_supply
LOP1,GENE,True,0,,0,,LOP1 = gene_modifier + exogenous_supply
azole derivatives,GENE,True,0,,0,,azole derivatives = gene_modifier + exogenous_supply
MOS11,GENE,True,0,,0,,MOS11 = gene_modifier + exogenous_supply
ATDDF2,GENE,True,0,,0,,ATDDF2 = gene_modifier + exogenous_supply
ATWIND1,GENE,True,0,,0,,ATWIND1 = gene_modifier + exogenous_supply
Knocking-out both At,GENE,True,0,,0,,Knocking-out both At = gene_modifier + exogenous_supply
ATOS9,GENE,True,0,,0,,ATOS9 = gene_modifier + exogenous_supply
ATNUP160,GENE,True,0,,0,,ATNUP160 = gene_modifier + exogenous_supply
pht4;1-1,GENE,True,0,,0,,pht4;1-1 = gene_modifier + exogenous_supply
KAK,GENE,True,0,,0,,KAK = gene_modifier + exogenous_supply
ATSIZ1,GENE,True,0,,0,,ATSIZ1 = gene_modifier + exogenous_supply
null mutations in c3,GENE,True,0,,0,,null mutations in c3 = gene_modifier + exogenous_supply
MIR159,REGULATORY_RNA,True,0,,0,,MIR159 = gene_modifier + exogenous_supply
WT,GENE,True,0,,0,,WT = gene_modifier + exogenous_supply
GSF,GENE,True,0,,0,,GSF = gene_modifier + exogenous_supply
Increased expression,GENE,True,0,,0,,Increased expression = gene_modifier + exogenous_supply
IX,GENE,True,0,,0,,IX = gene_modifier + exogenous_supply
AT-HSC70-1,GENE,True,0,,0,,AT-HSC70-1 = gene_modifier + exogenous_supply
restoration of ligni,GENE,True,0,,0,,restoration of ligni = gene_modifier + exogenous_supply
ATSEC8,GENE,True,0,,0,,ATSEC8 = gene_modifier + exogenous_supply
β-estradiol treatmen,GENE,True,0,,0,,β-estradiol treatmen = gene_modifier + exogenous_supply
RPS4,GENE,True,0,,0,,RPS4 = gene_modifier + exogenous_supply
FM,GENE,True,0,,0,,FM = gene_modifier + exogenous_supply
ATCRT3,GENE,True,0,,0,,ATCRT3 = gene_modifier + exogenous_supply
CAMTA1,GENE,True,0,,0,,CAMTA1 = gene_modifier + exogenous_supply
ANQ1,GENE,True,0,,0,,ANQ1 = gene_modifier + exogenous_supply
AUTOIMMUNITY,GENE,True,0,,0,,AUTOIMMUNITY = gene_modifier + exogenous_supply
Auxin,HORMONE,True,0,,0,,Auxin = gene_modifier + exogenous_supply
ATLMCO4,GENE,True,0,,0,,ATLMCO4 = gene_modifier + exogenous_supply
Inability to salvage,GENE,True,0,,0,,Inability to salvage = gene_modifier + exogenous_supply
brassinazole treatme,GENE,True,0,,0,,brassinazole treatme = gene_modifier + exogenous_supply
BNCHMP7,GENE,True,0,,0,,BNCHMP7 = gene_modifier + exogenous_supply
sup6-2,GENE,True,0,,0,,sup6-2 = gene_modifier + exogenous_supply
SWEETIE,GENE,True,0,,0,,SWEETIE = gene_modifier + exogenous_supply
Reduced cellulose an,GENE,True,0,,0,,Reduced cellulose an = gene_modifier + exogenous_supply
FHY3,GENE,True,0,,0,,FHY3 = gene_modifier + exogenous_supply
DFL1,GENE,True,0,,0,,DFL1 = gene_modifier + exogenous_supply
THF,GENE,True,0,,0,,THF = gene_modifier + exogenous_supply
DELLA,GENE,True,0,,0,,DELLA = gene_modifier + exogenous_supply
CAC3,GENE,True,0,,0,,CAC3 = gene_modifier + exogenous_supply
Genetic lesion,GENE,True,0,,0,,Genetic lesion = gene_modifier + exogenous_supply
A. thaliana overexpr,GENE,True,0,,0,,A. thaliana overexpr = gene_modifier + exogenous_supply
CK,GENE,True,0,,0,,CK = gene_modifier + exogenous_supply
ATICS1,GENE,True,0,,0,,ATICS1 = gene_modifier + exogenous_supply
S891D,GENE,True,0,,0,,S891D = gene_modifier + exogenous_supply
GA2OX,GENE,True,0,,0,,GA2OX = gene_modifier + exogenous_supply
CRWN,GENE,True,0,,0,,CRWN = gene_modifier + exogenous_supply
Overexpression of Na,GENE,True,0,,0,,Overexpression of Na = gene_modifier + exogenous_supply
ATIAMT1,GENE,True,0,,0,,ATIAMT1 = gene_modifier + exogenous_supply
S2LB,GENE,True,0,,0,,S2LB = gene_modifier + exogenous_supply
PP4R3,GENE,True,0,,0,,PP4R3 = gene_modifier + exogenous_supply
DEXAMETHASONE,GENE,True,0,,0,,DEXAMETHASONE = gene_modifier + exogenous_supply
EDS,GENE,True,0,,0,,EDS = gene_modifier + exogenous_supply
BR6OX2,GENE,True,0,,0,,BR6OX2 = gene_modifier + exogenous_supply
PRE1,GENE,True,0,,0,,PRE1 = gene_modifier + exogenous_supply
ATSWI3B,GENE,True,0,,0,,ATSWI3B = gene_modifier + exogenous_supply
ATMPK4,GENE,True,0,,0,,ATMPK4 = gene_modifier + exogenous_supply
METHOTREXATE,GENE,True,0,,0,,METHOTREXATE = gene_modifier + exogenous_supply
MED33B,GENE,True,0,,0,,MED33B = gene_modifier + exogenous_supply
Deficiency of thermo,GENE,True,0,,0,,Deficiency of thermo = gene_modifier + exogenous_supply
ANAC104,GENE,True,0,,0,,ANAC104 = gene_modifier + exogenous_supply
vamp721vamp722 doubl,GENE,True,0,,0,,vamp721vamp722 doubl = gene_modifier + exogenous_supply
development of MrCBF,GENE,True,0,,0,,development of MrCBF = gene_modifier + exogenous_supply
ATEDS1,GENE,True,0,,0,,ATEDS1 = gene_modifier + exogenous_supply
GA2OX5,GENE,True,0,,0,,GA2OX5 = gene_modifier + exogenous_supply
PS,GENE,True,0,,0,,PS = gene_modifier + exogenous_supply
Growth at 28°C,GENE,True,0,,0,,Growth at 28°C = gene_modifier + exogenous_supply
35S:PvTDIFL1 transge,GENE,True,0,,0,,35S:PvTDIFL1 transge = gene_modifier + exogenous_supply
ABCB25,GENE,True,0,,0,,ABCB25 = gene_modifier + exogenous_supply
Actin from Candida a,GENE,True,0,,0,,Actin from Candida a = gene_modifier + exogenous_supply
ATPAD4,GENE,True,0,,0,,ATPAD4 = gene_modifier + exogenous_supply
ALDH5F1,GENE,True,0,,0,,ALDH5F1 = gene_modifier + exogenous_supply
AUR3,GENE,True,0,,0,,AUR3 = gene_modifier + exogenous_supply
ATLAC17,GENE,True,0,,0,,ATLAC17 = gene_modifier + exogenous_supply
overexpression of Pt,GENE,True,0,,0,,overexpression of Pt = gene_modifier + exogenous_supply
DAF1,GENE,True,0,,0,,DAF1 = gene_modifier + exogenous_supply
LL,GENE,True,0,,0,,LL = gene_modifier + exogenous_supply
5FU,GENE,True,0,,0,,5FU = gene_modifier + exogenous_supply
ATGA2OX4,GENE,True,0,,0,,ATGA2OX4 = gene_modifier + exogenous_supply
ATMKK7,GENE,True,0,,0,,ATMKK7 = gene_modifier + exogenous_supply
ATC4H,GENE,True,0,,0,,ATC4H = gene_modifier + exogenous_supply
BL,GENE,True,0,,0,,BL = gene_modifier + exogenous_supply
BSL2,GENE,True,0,,0,,BSL2 = gene_modifier + exogenous_supply
ATFTSH4,GENE,True,0,,0,,ATFTSH4 = gene_modifier + exogenous_supply
AVR2,GENE,True,0,,0,,AVR2 = gene_modifier + exogenous_supply
A. thaliana,GENE,True,0,,0,,A. thaliana = gene_modifier + exogenous_supply
ATMSH1,GENE,True,0,,0,,ATMSH1 = gene_modifier + exogenous_supply
WAK2CTAP,GENE,True,0,,0,,WAK2CTAP = gene_modifier + exogenous_supply
PEAMT1,GENE,True,0,,0,,PEAMT1 = gene_modifier + exogenous_supply
CTR1,GENE,True,0,,0,,CTR1 = gene_modifier + exogenous_supply
Genetic incompatibil,GENE,True,0,,0,,Genetic incompatibil = gene_modifier + exogenous_supply
Actin from Saccharom,GENE,True,0,,0,,Actin from Saccharom = gene_modifier + exogenous_supply
RG,GENE,True,0,,0,,RG = gene_modifier + exogenous_supply
ADENINE,GENE,True,0,,0,,ADENINE = gene_modifier + exogenous_supply
BAHD,GENE,True,0,,0,,BAHD = gene_modifier + exogenous_supply
Overexpression of mi,GENE,True,0,,0,,Overexpression of mi = gene_modifier + exogenous_supply
loss of all ERfs,GENE,True,0,,0,,loss of all ERfs = gene_modifier + exogenous_supply
DWF4,GENE,True,0,,0,,DWF4 = gene_modifier + exogenous_supply
BES1,GENE,True,0,,0,,BES1 = gene_modifier + exogenous_supply
over-expression of P,GENE,True,0,,0,,over-expression of P = gene_modifier + exogenous_supply
SCYL2A,GENE,True,0,,0,,SCYL2A = gene_modifier + exogenous_supply
ATEDEM1,GENE,True,0,,0,,ATEDEM1 = gene_modifier + exogenous_supply
ATNPR1,GENE,True,0,,0,,ATNPR1 = gene_modifier + exogenous_supply
ET,GENE,True,0,,0,,ET = gene_modifier + exogenous_supply
ASL19,GENE,True,0,,0,,ASL19 = gene_modifier + exogenous_supply
CPL4,GENE,True,0,,0,,CPL4 = gene_modifier + exogenous_supply
YCZ,GENE,True,0,,0,,YCZ = gene_modifier + exogenous_supply
Mutation of exocyst ,GENE,True,0,,0,,Mutation of exocyst  = gene_modifier + exogenous_supply
HPY2,GENE,True,0,,0,,HPY2 = gene_modifier + exogenous_supply
Ethylene,HORMONE,True,0,,0,,Ethylene = gene_modifier + exogenous_supply
High-salinity stress,GENE,True,0,,0,,High-salinity stress = gene_modifier + exogenous_supply
ATPAT10,GENE,True,0,,0,,ATPAT10 = gene_modifier + exogenous_supply
ATRIN4,GENE,True,0,,0,,ATRIN4 = gene_modifier + exogenous_supply
LAC11,GENE,True,0,,0,,LAC11 = gene_modifier + exogenous_supply
SUMM2,GENE,True,0,,0,,SUMM2 = gene_modifier + exogenous_supply
LRR,GENE,True,0,,0,,LRR = gene_modifier + exogenous_supply
GA20OX1,GENE,True,0,,0,,GA20OX1 = gene_modifier + exogenous_supply
differential accumul,GENE,True,0,,0,,differential accumul = gene_modifier + exogenous_supply
nerd1-1 sec8-6 doubl,GENE,True,0,,0,,nerd1-1 sec8-6 doubl = gene_modifier + exogenous_supply
EBS1,GENE,True,0,,0,,EBS1 = gene_modifier + exogenous_supply
CBFS,GENE,True,0,,0,,CBFS = gene_modifier + exogenous_supply
C4H,GENE,True,0,,0,,C4H = gene_modifier + exogenous_supply
JA,HORMONE,True,0,,0,,JA = gene_modifier + exogenous_supply
ATMYB24,GENE,True,0,,0,,ATMYB24 = gene_modifier + exogenous_supply
ATGA2OX3,GENE,True,0,,0,,ATGA2OX3 = gene_modifier + exogenous_supply
mutant TkBAHD allele,GENE,True,0,,0,,mutant TkBAHD allele = gene_modifier + exogenous_supply
CENH3,GENE,True,0,,0,,CENH3 = gene_modifier + exogenous_supply
BTL1,GENE,True,0,,0,,BTL1 = gene_modifier + exogenous_supply
AtPHT4;1,GENE,True,0,,0,,AtPHT4;1 = gene_modifier + exogenous_supply
BRI1,GENE,True,0,,0,,BRI1 = gene_modifier + exogenous_supply
CTP,GENE,True,0,,0,,CTP = gene_modifier + exogenous_supply
TENGU,GENE,True,0,,0,,TENGU = gene_modifier + exogenous_supply
AT2353,GENE,True,0,,0,,AT2353 = gene_modifier + exogenous_supply
ATCBF3,GENE,True,0,,0,,ATCBF3 = gene_modifier + exogenous_supply
ATKH27,GENE,True,0,,0,,ATKH27 = gene_modifier + exogenous_supply
puf2 rha1 double mut,GENE,True,0,,0,,puf2 rha1 double mut = gene_modifier + exogenous_supply
ATDOF5.4,GENE,True,0,,0,,ATDOF5.4 = gene_modifier + exogenous_supply
PHT4;6,GENE,True,0,,0,,PHT4;6 = gene_modifier + exogenous_supply
knockout of four of ,GENE,True,0,,0,,knockout of four of  = gene_modifier + exogenous_supply
RIN13,GENE,True,0,,0,,RIN13 = gene_modifier + exogenous_supply
Turnip Mosaic Virus,GENE,True,0,,0,,Turnip Mosaic Virus = gene_modifier + exogenous_supply
SCYL2B,GENE,True,0,,0,,SCYL2B = gene_modifier + exogenous_supply
ATXR3,GENE,True,0,,0,,ATXR3 = gene_modifier + exogenous_supply
ARAKIN,GENE,True,0,,0,,ARAKIN = gene_modifier + exogenous_supply
NHP,GENE,True,0,,0,,NHP = gene_modifier + exogenous_supply
2F-Fuc,GENE,True,0,,0,,2F-Fuc = gene_modifier + exogenous_supply
EXO84B,GENE,True,0,,0,,EXO84B = gene_modifier + exogenous_supply
ATMYB58,GENE,True,0,,0,,ATMYB58 = gene_modifier + exogenous_supply
snc1/eds1-2 double m,GENE,True,0,,0,,snc1/eds1-2 double m = gene_modifier + exogenous_supply
TSBAHD,GENE,True,0,,0,,TSBAHD = gene_modifier + exogenous_supply
MKS1,GENE,True,0,,0,,MKS1 = gene_modifier + exogenous_supply
ATWRKY52,GENE,True,0,,0,,ATWRKY52 = gene_modifier + exogenous_supply
