network,edge_id,source,source_type,target,target_type,sign,effect,mechanism,n_evidence,doi_list
Merged 6 Traits,E0142,high plant(s) densit,GENE,Flowering_Time,PHENOTYPE,1,activation,,0,
Merged 6 Traits,E0143,AASOC1B,GENE,Flowering_Time,PHENOTYPE,1,activation,,0,
Merged 6 Traits,E0144,ATCOL2,GENE,Flowering_Time,PHENOTYPE,1,activation,,0,
Merged 6 Traits,E0145,GFP,GENE,Flowering_Time,PHENOTYPE,-1,repression,,0,
Merged 6 Traits,E0146,COLDAIR,GENE,Flowering_Time,PHENOTYPE,1,activation,,0,
Merged 6 Traits,E0147,ATCOL5,GENE,Flowering_Time,PHENOTYPE,1,activation,,0,
Merged 6 Traits,E0148,ATUVR8,GENE,Flowering_Time,PHENOTYPE,-1,repression,,0,
Merged 6 Traits,E0149,Overexpression of Mt,GENE,Flowering_Time,PHENOTYPE,1,activation,,0,
Merged 6 Traits,E0150,DNA,GENE,Flowering_Time,PHENOTYPE,1,activation,,0,
Merged 6 Traits,E0151,PVCO1,GENE,Flowering_Time,PHENOTYPE,-1,repression,,0,
Merged 6 Traits,E0152,Increase in ambient ,GENE,Flowering_Time,PHENOTYPE,1,activation,,0,
Merged 6 Traits,E0153,FPA,GENE,Flowering_Time,PHENOTYPE,1,activation,,0,
Merged 6 Traits,E0154,ATNUP160,GENE,Flowering_Time,PHENOTYPE,1,activation,,0,
Merged 6 Traits,E0155,globally present all,GENE,Flowering_Time,PHENOTYPE,1,activation,,0,
Merged 6 Traits,E0156,ASI3,GENE,Flowering_Time,PHENOTYPE,1,activation,,0,
Merged 6 Traits,E0157,AS1,GENE,Flowering_Time,PHENOTYPE,1,activation,,0,
Merged 6 Traits,E0158,FLC,GENE,Flowering_Time,PHENOTYPE,1,activation,,0,
Merged 6 Traits,E0159,GSWRKY20,GENE,Flowering_Time,PHENOTYPE,1,activation,,0,
Merged 6 Traits,E0160,CSCOL6,GENE,Flowering_Time,PHENOTYPE,1,activation,,0,
Merged 6 Traits,E0161,MED8,GENE,Flowering_Time,PHENOTYPE,1,activation,,0,
Merged 6 Traits,E0162,TSF,GENE,Flowering_Time,PHENOTYPE,1,activation,,0,
Merged 6 Traits,E0163,ADO1,GENE,Flowering_Time,PHENOTYPE,-1,repression,,0,
Merged 6 Traits,E0164,miR156,REGULATORY_RNA,Flowering_Time,PHENOTYPE,-1,repression,,0,
Merged 6 Traits,E0165,CO,GENE,Flowering_Time,PHENOTYPE,1,activation,,0,
Merged 6 Traits,E0166,CDF2,GENE,Flowering_Time,PHENOTYPE,1,activation,,0,
Merged 6 Traits,E0167,atocd mutants,GENE,Flowering_Time,PHENOTYPE,-1,repression,,0,
Merged 6 Traits,E0168,CG,GENE,Flowering_Time,PHENOTYPE,-1,repression,,0,
Merged 6 Traits,E0169,LIGHT,GENE,Flowering_Time,PHENOTYPE,1,activation,,0,
Merged 6 Traits,E0170,functional ScFT5 gen,GENE,Flowering_Time,PHENOTYPE,-1,repression,,0,
Merged 6 Traits,E0171,BnABI3 overexpressio,GENE,Flowering_Time,PHENOTYPE,-1,repression,,0,
Merged 6 Traits,E0172,Elevated temperature,GENE,Flowering_Time,PHENOTYPE,1,activation,,0,
Merged 6 Traits,E0173,Seasonal changes,GENE,Flowering_Time,PHENOTYPE,1,activation,,0,
Merged 6 Traits,E0174,ATMBD8,GENE,Flowering_Time,PHENOTYPE,1,activation,,0,
Merged 6 Traits,E0175,FER,GENE,Flowering_Time,PHENOTYPE,1,activation,,0,
Merged 6 Traits,E0176,SDG40,GENE,Flowering_Time,PHENOTYPE,1,activation,,0,
Merged 6 Traits,E0177,Telomere length,GENE,Flowering_Time,PHENOTYPE,1,activation,,0,
Merged 6 Traits,E0178,PHYC,GENE,Flowering_Time,PHENOTYPE,1,activation,,0,
Merged 6 Traits,E0179,ATMYB56,GENE,Flowering_Time,PHENOTYPE,-1,repression,,0,
Merged 6 Traits,E0180,FUS3,GENE,Flowering_Time,PHENOTYPE,1,activation,,0,
Merged 6 Traits,E0181,HOS1,GENE,Flowering_Time,PHENOTYPE,1,activation,,0,
Merged 6 Traits,E0182,PHOTOPERIOD,GENE,Flowering_Time,PHENOTYPE,1,activation,,0,
Merged 6 Traits,E0183,loss of function,GENE,Flowering_Time,PHENOTYPE,1,activation,,0,
Merged 6 Traits,E0184,PHYB,GENE,Flowering_Time,PHENOTYPE,1,activation,,0,
Merged 6 Traits,E0185,BoFRIa alleles,GENE,Flowering_Time,PHENOTYPE,1,activation,,0,
Merged 6 Traits,E0186,PHEMADS15,GENE,Flowering_Time,PHENOTYPE,1,activation,,0,
Merged 6 Traits,E0187,plant(s) size,GENE,Flowering_Time,PHENOTYPE,1,activation,,0,
Merged 6 Traits,E0188,ZMPHYC1,GENE,Flowering_Time,PHENOTYPE,1,activation,,0,
Merged 6 Traits,E0189,IBVPE1,GENE,Flowering_Time,PHENOTYPE,1,activation,,0,
Merged 6 Traits,E0190,Overexpression of Ac,GENE,Flowering_Time,PHENOTYPE,1,activation,,0,
Merged 6 Traits,E0191,SNPFLC,GENE,Flowering_Time,PHENOTYPE,1,activation,,0,
Merged 6 Traits,E0192,AOP2,GENE,Flowering_Time,PHENOTYPE,1,activation,,0,
Merged 6 Traits,E0193,ABA,HORMONE,Flowering_Time,PHENOTYPE,1,activation,,0,
Merged 6 Traits,E0194,Overexpression of Mi,GENE,Flowering_Time,PHENOTYPE,1,activation,,0,
Merged 6 Traits,E0195,high planting densit,GENE,Flowering_Time,PHENOTYPE,1,activation,,0,
Merged 6 Traits,E0196,ARF1-BP,GENE,Flowering_Time,PHENOTYPE,1,activation,,0,
Merged 6 Traits,E0197,BIC1,GENE,Flowering_Time,PHENOTYPE,-1,repression,,0,
Merged 6 Traits,E0198,PROSCOOP10,GENE,Flowering_Time,PHENOTYPE,1,activation,,0,
Merged 6 Traits,E0199,FRK3,GENE,Flowering_Time,PHENOTYPE,1,activation,,0,
Merged 6 Traits,E0200,MBD9,GENE,Flowering_Time,PHENOTYPE,1,activation,,0,
Merged 6 Traits,E0201,MPWU,GENE,Flowering_Time,PHENOTYPE,1,activation,,0,
Merged 6 Traits,E0202,JMJ30,GENE,Flowering_Time,PHENOTYPE,-1,repression,,0,
Merged 6 Traits,E0203,heterologous express,GENE,Flowering_Time,PHENOTYPE,1,activation,,0,
Merged 6 Traits,E0204,ATCOL1,GENE,Flowering_Time,PHENOTYPE,1,activation,,0,
Merged 6 Traits,E0205,JUMONJI,GENE,Flowering_Time,PHENOTYPE,1,activation,,0,
Merged 6 Traits,E0206,heterologous overexp,GENE,Flowering_Time,PHENOTYPE,-1,repression,,0,
Merged 6 Traits,E0207,large effect alleles,GENE,Flowering_Time,PHENOTYPE,-1,repression,,0,
Merged 6 Traits,E0208,QTL,GENE,Flowering_Time,PHENOTYPE,1,activation,,0,
Merged 6 Traits,E0209,CAA33,GENE,Flowering_Time,PHENOTYPE,-1,repression,,0,
Merged 6 Traits,E0210,Ectopic expression o,GENE,Flowering_Time,PHENOTYPE,1,activation,,0,
Merged 6 Traits,E0211,AGF2,GENE,Flowering_Time,PHENOTYPE,1,activation,,0,
Merged 6 Traits,E0212,FUL,GENE,Flowering_Time,PHENOTYPE,1,activation,,0,
Merged 6 Traits,E0213,transgenic expressio,GENE,Flowering_Time,PHENOTYPE,1,activation,,0,
Merged 6 Traits,E0214,epigenetic marks,GENE,Flowering_Time,PHENOTYPE,1,activation,,0,
Merged 6 Traits,E0215,CRY2,GENE,Flowering_Time,PHENOTYPE,1,activation,,0,
Merged 6 Traits,E0216,Water deficit stress,GENE,Flowering_Time,PHENOTYPE,1,activation,,0,
Merged 6 Traits,E0217,CO2,GENE,Flowering_Time,PHENOTYPE,1,activation,,0,
Merged 6 Traits,E0218,HD2D,GENE,Flowering_Time,PHENOTYPE,1,activation,,0,
Merged 6 Traits,E0219,PLDALPHA3,GENE,Flowering_Time,PHENOTYPE,1,activation,,0,
Merged 6 Traits,E0220,AP1,GENE,Flowering_Time,PHENOTYPE,1,activation,,0,
Merged 6 Traits,E0221,SSF,GENE,Flowering_Time,PHENOTYPE,1,activation,,0,
Merged 6 Traits,E0222,GASA6,GENE,Flowering_Time,PHENOTYPE,1,activation,,0,
Merged 6 Traits,E0223,HMGA,GENE,Flowering_Time,PHENOTYPE,1,activation,,0,
Merged 6 Traits,E0224,AtSCL protein(s),GENE,Flowering_Time,PHENOTYPE,1,activation,,0,
Merged 6 Traits,E0225,ZMPHYC2,GENE,Flowering_Time,PHENOTYPE,1,activation,,0,
Merged 6 Traits,E0226,gene(s) mutation,GENE,Flowering_Time,PHENOTYPE,1,activation,,0,
Merged 6 Traits,E0227,overexpressed BrBFT,GENE,Flowering_Time,PHENOTYPE,-1,repression,,0,
Merged 6 Traits,E0228,ATHST,GENE,Flowering_Time,PHENOTYPE,1,activation,,0,
Merged 6 Traits,E0229,selection of circadi,GENE,Flowering_Time,PHENOTYPE,1,activation,,0,
Merged 6 Traits,E0230,SPACEFLIGHT,GENE,Flowering_Time,PHENOTYPE,1,activation,,0,
Merged 6 Traits,E0231,Over-expression of C,GENE,Flowering_Time,PHENOTYPE,1,activation,,0,
Merged 6 Traits,E0232,SOC1,GENE,Flowering_Time,PHENOTYPE,1,activation,,0,
Merged 6 Traits,E0233,MAF2,GENE,Flowering_Time,PHENOTYPE,1,activation,,0,
Merged 6 Traits,E0234,TFL1,GENE,Flowering_Time,PHENOTYPE,-1,repression,,0,
Merged 6 Traits,E0235,BFT,GENE,Flowering_Time,PHENOTYPE,1,activation,,0,
Merged 6 Traits,E0236,vernalized plant(s),GENE,Flowering_Time,PHENOTYPE,-1,repression,,0,
Merged 6 Traits,E0237,warm temperatures,GENE,Flowering_Time,PHENOTYPE,1,activation,,0,
Merged 6 Traits,E0238,AEL1,GENE,Flowering_Time,PHENOTYPE,1,activation,,0,
Merged 6 Traits,E0239,TOE2,GENE,Flowering_Time,PHENOTYPE,-1,repression,,0,
Merged 6 Traits,E0240,TOE1,GENE,Flowering_Time,PHENOTYPE,-1,repression,,0,
Merged 6 Traits,E0241,CPD45,GENE,Flowering_Time,PHENOTYPE,-1,repression,,0,
Merged 6 Traits,E0242,SMZ,GENE,Flowering_Time,PHENOTYPE,-1,repression,,0,
Merged 6 Traits,E0243,SEP,GENE,Flowering_Time,PHENOTYPE,-1,repression,,0,
Merged 6 Traits,E0244,ATLEC1,GENE,Flowering_Time,PHENOTYPE,-1,repression,,0,
Merged 6 Traits,E0245,high temperature,GENE,Flowering_Time,PHENOTYPE,-1,repression,,0,
Merged 6 Traits,E0246,PRP39,GENE,Flowering_Time,PHENOTYPE,1,activation,,0,
Merged 6 Traits,E0247,FRS12,GENE,Flowering_Time,PHENOTYPE,1,activation,,0,
Merged 6 Traits,E0248,Burkholderia phytofi,GENE,Flowering_Time,PHENOTYPE,1,activation,,0,
Merged 6 Traits,E0249,~150 gene(s),GENE,Flowering_Time,PHENOTYPE,1,activation,,0,
Merged 6 Traits,E0250,MS2,GENE,Flowering_Time,PHENOTYPE,1,activation,,0,
Merged 6 Traits,E0251,CK2,GENE,Flowering_Time,PHENOTYPE,1,activation,,0,
Merged 6 Traits,E0252,ATMSI1,GENE,Flowering_Time,PHENOTYPE,1,activation,,0,
Merged 6 Traits,E0253,ATDDM1,GENE,Flowering_Time,PHENOTYPE,1,activation,,0,
Merged 6 Traits,E0254,FLAG,GENE,Flowering_Time,PHENOTYPE,1,activation,,0,
Merged 6 Traits,E0255,ATU2AF65,GENE,Flowering_Time,PHENOTYPE,1,activation,,0,
Merged 6 Traits,E0256,DNSIZ1,GENE,Flowering_Time,PHENOTYPE,-1,repression,,0,
Merged 6 Traits,E0257,CPL3,GENE,Flowering_Time,PHENOTYPE,1,activation,,0,
Merged 6 Traits,E0258,Illumination of root,GENE,Flowering_Time,PHENOTYPE,1,activation,,0,
Merged 6 Traits,E0259,DDB1A,GENE,Flowering_Time,PHENOTYPE,1,activation,,0,
Merged 6 Traits,E0260,absence of m1G and m,GENE,Flowering_Time,PHENOTYPE,1,activation,,0,
Merged 6 Traits,E0261,Long days,GENE,Flowering_Time,PHENOTYPE,1,activation,,0,
Merged 6 Traits,E0262,Spaceflight factors,GENE,Flowering_Time,PHENOTYPE,1,activation,,0,
Merged 6 Traits,E0263,Over-expression of A,GENE,Flowering_Time,PHENOTYPE,1,activation,,0,
Merged 6 Traits,E0264,AASOC1A,GENE,Flowering_Time,PHENOTYPE,1,activation,,0,
Merged 6 Traits,E0265,ETHYLENE,GENE,Flowering_Time,PHENOTYPE,1,activation,,0,
Merged 6 Traits,E0266,MED18,GENE,Flowering_Time,PHENOTYPE,1,activation,,0,
Merged 6 Traits,E0267,SVP1,GENE,Flowering_Time,PHENOTYPE,1,activation,,0,
Merged 6 Traits,E0268,AGL16,GENE,Flowering_Time,PHENOTYPE,-1,repression,,0,
Merged 6 Traits,E0269,Accumulation of Put,GENE,Flowering_Time,PHENOTYPE,-1,repression,,0,
Merged 6 Traits,E0270,ARP6,GENE,Flowering_Time,PHENOTYPE,1,activation,,0,
Merged 6 Traits,E0271,ATKO1,GENE,Flowering_Time,PHENOTYPE,1,activation,,0,
