network,edge_id,source,target,sign,confidence,in_model,n_papers,dois
Lateral Root Density,E031,LBD29,Lateral_Root_Density,1,HIGH,True,1,10.1105/tpc.106.047761
Lateral Root Density,E032,GATA23,Lateral_Root_Density,1,HIGH,True,1,10.1101/cshperspect.a039941
Lateral Root Density,E033,ARF7,GATA23,1,HIGH,True,1,10.1101/cshperspect.a039941
Lateral Root Density,E034,ARF7,PLT3,1,HIGH,True,1,10.1073/pnas.1714410114
Lateral Root Density,E035,ARF7,PLT5,1,HIGH,True,1,10.1073/pnas.1714410114
Lateral Root Density,E036,ARF7,PLT7,1,HIGH,True,1,10.1073/pnas.1714410114
Lateral Root Density,E037,ARF19,PLT3,1,HIGH,False,1,10.1073/pnas.1714410114
Lateral Root Density,E038,PLT3,PLT1,1,HIGH,False,1,10.1073/pnas.1714410114
Lateral Root Density,E039,PLT3,PLT2,1,HIGH,False,1,10.1073/pnas.1714410114
Lateral Root Density,E040,PLT3,WOX5,1,HIGH,True,1,10.1073/pnas.1714410114
Lateral Root Density,E041,PLT3,PIN1,1,HIGH,True,1,10.1073/pnas.1714410114
Lateral Root Density,E042,PLT3,PIN3,1,HIGH,False,1,10.1073/pnas.1714410114
Lateral Root Density,E043,PLT3,SHR,1,HIGH,False,1,10.1073/pnas.1714410114
Lateral Root Density,E044,SHR,SCR,1,HIGH,False,1,10.1073/pnas.1714410114
Lateral Root Density,E045,PLT3,Lateral_Root_Density,1,HIGH,True,1,10.1073/pnas.1714410114
Lateral Root Density,E046,PUCHI,VLCFA,1,HIGH,True,1,10.1101/cshperspect.a039941
Lateral Root Density,E047,PUCHI,Lateral_Root_Density,1,HIGH,True,1,10.1101/cshperspect.a039941
Lateral Root Density,E048,TOLS2,PUCHI,1,MEDIUM,False,1,10.1101/cshperspect.a039941
Lateral Root Density,E049,RLK7,PUCHI,1,MEDIUM,False,1,10.1101/cshperspect.a039941
Lateral Root Density,E050,HB23,LBD16,-1,MEDIUM,False,1,10.1101/cshperspect.a039941
Lateral Root Density,E051,SRS5,LBD16,-1,MEDIUM,False,1,10.1101/cshperspect.a039941
Lateral Root Density,E052,ARF7,SRS5,-1,MEDIUM,False,1,10.1101/cshperspect.a039941
Lateral Root Density,E053,TAA1,Auxin,1,HIGH,True,1,10.1073/pnas.1108434108
Lateral Root Density,E054,TAR2,Auxin,1,HIGH,True,1,10.1111/tpj.12448
Lateral Root Density,E055,YUC4,Auxin,1,HIGH,True,1,10.1101/cshperspect.a039933
Lateral Root Density,E056,LRP1,YUC4,1,MEDIUM,False,1,10.1101/cshperspect.a039941
Lateral Root Density,E057,Auxin,LRP1,1,MEDIUM,False,1,10.1101/cshperspect.a039941
Lateral Root Density,E058,FUS3,YUC4,1,MEDIUM,False,1,10.1101/cshperspect.a039933
Lateral Root Density,E059,Auxin,PIN1,1,HIGH,False,1,10.1105/tpc.105.032177
Lateral Root Density,E060,PIN1,Auxin,1,HIGH,True,1,10.1105/tpc.009399
Lateral Root Density,E061,AUX1,Auxin,1,HIGH,True,1,10.1101/cshperspect.a039933
Lateral Root Density,E062,AUX1,Lateral_Root_Density,1,HIGH,True,1,10.1101/cshperspect.a039933
Lateral Root Density,E063,LAX3,Auxin,1,HIGH,True,1,10.1101/cshperspect.a039941
Lateral Root Density,E064,LAX3,Lateral_Root_Density,1,HIGH,True,1,10.3390/ijms20030486
Lateral Root Density,E065,PIN3,Lateral_Root_Density,1,HIGH,True,1,10.1101/cshperspect.a039933
Lateral Root Density,E066,PIN2,Lateral_Root_Density,1,MEDIUM,False,1,10.1101/cshperspect.a039933
Lateral Root Density,E067,PIN7,Lateral_Root_Density,1,MEDIUM,False,1,10.1101/cshperspect.a039933
Lateral Root Density,E068,PIN8,GATA23,1,MEDIUM,False,1,10.1101/cshperspect.a039933
Lateral Root Density,E069,PIN8,Lateral_Root_Density,1,MEDIUM,False,1,10.1101/cshperspect.a039933
Lateral Root Density,E070,ABCB19,Lateral_Root_Density,1,MEDIUM,False,1,10.1101/cshperspect.a039933
Lateral Root Density,E071,GNOM,Lateral_Root_Density,1,MEDIUM,False,1,10.1101/cshperspect.a039933
Lateral Root Density,E072,Auxin,GATA23,1,HIGH,True,1,10.1101/cshperspect.a039941
Lateral Root Density,E073,Auxin,Lateral_Root_Density,1,HIGH,True,1,10.1073/pnas.0712307105
Lateral Root Density,E074,DAO1,Auxin,-1,HIGH,True,1,10.1101/cshperspect.a039933
Lateral Root Density,E075,GH3,Auxin,-1,HIGH,True,1,10.1101/cshperspect.a039933
Lateral Root Density,E076,Auxin,GH3,1,HIGH,True,1,10.1101/cshperspect.a039933
Lateral Root Density,E077,Auxin,DAO1,-1,MEDIUM,False,1,10.1101/cshperspect.a039933
Lateral Root Density,E078,Cytokinin,AHK2,1,HIGH,True,1,10.3390/ijms20030486
Lateral Root Density,E079,Cytokinin,AHK3,1,HIGH,True,1,10.3390/ijms20030486
Lateral Root Density,E080,Cytokinin,AHK4,1,HIGH,True,1,10.3390/ijms20030486
Lateral Root Density,E081,AHK2,ARR1,1,HIGH,True,1,10.3390/ijms20030486
Lateral Root Density,E082,AHK2,Lateral_Root_Density,-1,HIGH,True,1,10.3390/ijms20030486
Lateral Root Density,E083,AHK3,Lateral_Root_Density,-1,HIGH,True,1,10.3390/ijms20030486
Lateral Root Density,E084,Cytokinin,Lateral_Root_Density,-1,HIGH,True,1,10.1101/cshperspect.a039941
Lateral Root Density,E085,Cytokinin,PIN1,-1,HIGH,True,1,10.3390/ijms20030486
Lateral Root Density,E086,Cytokinin,PIN3,-1,HIGH,False,1,10.3390/ijms20030486
Lateral Root Density,E087,Cytokinin,PIN7,1,MEDIUM,False,1,10.3390/ijms20030486
Lateral Root Density,E088,Auxin,IPT5,1,HIGH,True,1,10.3390/ijms20030486
Lateral Root Density,E089,Auxin,CKX2,-1,HIGH,False,1,10.3390/ijms20030486
Lateral Root Density,E090,IPT5,Cytokinin,1,HIGH,True,1,10.3390/ijms20030486
Lateral Root Density,E091,CKX2,Cytokinin,-1,HIGH,True,1,10.1101/cshperspect.a039941
Lateral Root Density,E092,SHY2,IPT5,-1,HIGH,False,1,10.3390/ijms20030486
Lateral Root Density,E093,SHY2,PIN1,-1,HIGH,True,1,10.1101/cshperspect.a039933
Lateral Root Density,E094,AHP6,Cytokinin,-1,HIGH,True,1,10.3390/ijms20030486
Lateral Root Density,E095,AHP6,Lateral_Root_Density,1,HIGH,True,1,10.3390/ijms20030486
Lateral Root Density,E096,ARR15,Cytokinin,-1,HIGH,False,1,10.3390/ijms20030486
Lateral Root Density,E097,NRT1.1,Nitrate,1,HIGH,True,1,10.3390/genes11060633
Lateral Root Density,E098,NRT1.1,ANR1,1,HIGH,True,1,10.3390/genes11060633
Lateral Root Density,E099,ANR1,Lateral_Root_Density,1,HIGH,True,1,10.3390/genes11060633
Lateral Root Density,E100,NLP7,ANR1,1,HIGH,True,1,10.3390/genes11060633
Lateral Root Density,E101,NRT1.1,NLP7,1,HIGH,False,1,10.3390/genes11060633
Lateral Root Density,E102,CIPK23,NRT1.1,-1,HIGH,False,1,10.3390/genes11060633
Lateral Root Density,E103,NRT1.1,Lateral_Root_Density,1,HIGH,True,1,10.1073/pnas.0605275103
Lateral Root Density,E104,NRT1.1,TAR2,-1,HIGH,False,1,10.1101/cshperspect.a039941
Lateral Root Density,E105,NRT1.1,LAX3,-1,MEDIUM,False,1,10.1101/cshperspect.a039941
Lateral Root Density,E106,NRT1.1,Auxin,-1,HIGH,True,1,10.1101/cshperspect.a039941
Lateral Root Density,E107,Nitrate,miR393,1,HIGH,True,1,10.3390/genes11060633
Lateral Root Density,E108,NAC4,Lateral_Root_Density,1,HIGH,True,1,10.3390/genes11060633
Lateral Root Density,E109,TGA1,NRT2.1,1,MEDIUM,False,1,10.3390/genes11060633
Lateral Root Density,E110,NRT2.1,Lateral_Root_Density,1,HIGH,True,1,10.3390/genes11060633
Lateral Root Density,E111,High_Nitrate,Lateral_Root_Density,-1,HIGH,True,1,10.3390/genes11060633
Lateral Root Density,E112,Low_Nitrate,TAR2,1,HIGH,True,1,10.3390/genes11060633
Lateral Root Density,E113,CLE2,Lateral_Root_Density,-1,MEDIUM,False,1,10.3390/genes11060633
Lateral Root Density,E114,CLV1,CLE2,1,MEDIUM,False,1,10.3390/genes11060633
Lateral Root Density,E115,AGL21,Auxin,1,MEDIUM,False,1,10.3390/genes11060633
Lateral Root Density,E116,BBX16,Lateral_Root_Density,-1,MEDIUM,False,1,10.3390/genes11060633
Lateral Root Density,E117,miR167,ARF8,-1,HIGH,False,1,10.3390/genes11060633
Lateral Root Density,E118,Low_Phosphate,STOP1,1,HIGH,True,1,10.1038/ncomms15300
Lateral Root Density,E119,STOP1,ALMT1,1,HIGH,True,1,10.1038/ncomms15300
Lateral Root Density,E120,ALMT1,Malate,1,HIGH,True,1,10.1038/ncomms15300
Lateral Root Density,E121,LPR1,Callose,1,HIGH,True,1,10.1038/ncomms15300
Lateral Root Density,E122,PDR2,LPR1,-1,HIGH,False,1,10.1038/ncomms15300
Lateral Root Density,E123,Low_Phosphate,Lateral_Root_Density,1,HIGH,True,1,10.1101/cshperspect.a039933
Lateral Root Density,E124,Low_Phosphate,TIR1,1,HIGH,True,1,10.1101/cshperspect.a039933
Lateral Root Density,E125,ARF7,PHR1,1,MEDIUM,False,1,10.1101/cshperspect.a039941
Lateral Root Density,E126,Ethylene,EIN2,1,HIGH,True,1,10.1111/j.1365-313X.2008.03495.x
Lateral Root Density,E127,EIN2,EIN3,1,HIGH,True,1,10.1111/j.1365-313X.2008.03495.x
Lateral Root Density,E128,Ethylene,Lateral_Root_Density,-1,HIGH,True,1,10.1111/j.1365-313X.2008.03495.x
Lateral Root Density,E129,ETR1,Lateral_Root_Density,-1,HIGH,True,1,10.1111/j.1365-313X.2008.03495.x
Lateral Root Density,E130,EIN2,Lateral_Root_Density,-1,HIGH,True,1,10.1111/j.1365-313X.2008.03495.x
Lateral Root Density,E131,Ethylene,AUX1,1,HIGH,True,1,10.1111/j.1365-313X.2008.03495.x
Lateral Root Density,E132,ACS,Ethylene,1,HIGH,True,1,10.1111/j.1365-313X.2008.03495.x
Lateral Root Density,E133,ACO,Ethylene,1,HIGH,True,1,10.1111/j.1365-313X.2008.03495.x
Lateral Root Density,E134,CTR1,EIN2,-1,HIGH,False,1,10.1111/j.1365-313X.2008.03495.x
Lateral Root Density,E135,ETO1,ACS,-1,HIGH,False,1,10.1111/j.1365-313X.2008.03495.x
Lateral Root Density,E136,ABA,ABI4,1,HIGH,True,1,10.1105/tpc.110.074641
Lateral Root Density,E137,Cytokinin,ABI4,1,HIGH,True,1,10.1105/tpc.110.074641
Lateral Root Density,E138,Auxin,ABI4,-1,HIGH,True,1,10.1105/tpc.110.074641
Lateral Root Density,E139,ABI4,PIN1,-1,HIGH,True,1,10.1105/tpc.110.074641
Lateral Root Density,E140,ABI4,Lateral_Root_Density,-1,HIGH,True,1,10.1105/tpc.110.074641
Lateral Root Density,E141,ABA,Lateral_Root_Density,-1,HIGH,True,1,10.1126/scisignal.2005051
Lateral Root Density,E142,PYL8,MYB77,1,HIGH,True,1,10.1126/scisignal.2005051
Lateral Root Density,E143,MYB77,ARF7,1,HIGH,True,1,10.1126/scisignal.2005051
Lateral Root Density,E144,PYL8,Lateral_Root_Density,1,HIGH,True,1,10.1126/scisignal.2005051
Lateral Root Density,E145,MYB77,Lateral_Root_Density,1,HIGH,True,1,10.1126/scisignal.2005051
Lateral Root Density,E146,ABA,PYL8,1,HIGH,True,1,10.1126/scisignal.2005051
Lateral Root Density,E147,PYL8,ABI1,-1,HIGH,False,1,10.3390/genes11060633
Lateral Root Density,E148,ABI1,SNRK2,-1,HIGH,True,1,10.1126/scisignal.2005051
Lateral Root Density,E149,SNRK2,ABI4,1,MEDIUM,False,1,10.1126/scisignal.2005051
Lateral Root Density,E150,D14,Lateral_Root_Density,-1,HIGH,True,1,10.1111/ppl.13681
Lateral Root Density,E151,KAI2,Lateral_Root_Density,-1,HIGH,True,1,10.1111/ppl.13681
Lateral Root Density,E152,MAX2,Lateral_Root_Density,-1,HIGH,True,1,10.1111/ppl.13681
Lateral Root Density,E153,Strigolactone,D14,1,HIGH,True,1,10.1111/ppl.13681
Lateral Root Density,E154,Karrikin,KAI2,1,HIGH,True,1,10.1111/ppl.13681
Lateral Root Density,E155,MAX3,Strigolactone,1,HIGH,True,1,10.1111/ppl.13681
Lateral Root Density,E156,MAX4,Strigolactone,1,HIGH,True,1,10.1111/ppl.13681
Lateral Root Density,E157,MAX1,Strigolactone,1,HIGH,True,1,10.1111/ppl.13681
Lateral Root Density,E158,MAX2,BES1,-1,HIGH,False,1,10.1111/ppl.13681
Lateral Root Density,E159,Far_Red,PHYA,1,HIGH,True,1,10.1105/tpc.17.00771
Lateral Root Density,E160,PHYA,HY5,1,HIGH,True,1,10.1105/tpc.17.00771
Lateral Root Density,E161,PHYB,HY5,1,HIGH,True,1,10.1101/cshperspect.a039941
Lateral Root Density,E162,HY5,ARF19,-1,HIGH,True,1,10.1105/tpc.17.00771
Lateral Root Density,E163,HY5,Lateral_Root_Density,-1,HIGH,True,1,10.1105/tpc.17.00771
Lateral Root Density,E164,HY5,HY5,1,MEDIUM,False,1,10.1105/tpc.17.00771
Lateral Root Density,E165,Far_Red,Lateral_Root_Density,-1,HIGH,True,1,10.1105/tpc.17.00771
Lateral Root Density,E166,UV_B,UVR8,1,HIGH,False,1,10.1101/cshperspect.a039933
Lateral Root Density,E167,UVR8,MYB73,-1,MEDIUM,False,1,10.1101/cshperspect.a039941
Lateral Root Density,E168,UV_B,Lateral_Root_Density,-1,HIGH,True,1,10.1101/cshperspect.a039941
Lateral Root Density,E169,ACR4,Lateral_Root_Density,-1,HIGH,True,1,10.1101/cshperspect.a039941
Lateral Root Density,E170,GLV6,Lateral_Root_Density,-1,MEDIUM,False,1,10.1101/cshperspect.a039941
Lateral Root Density,E171,IDA,HAE,1,HIGH,True,1,10.1101/cshperspect.a039941
Lateral Root Density,E172,HAE,Lateral_Root_Density,1,HIGH,True,1,10.1105/tpc.17.00771
Lateral Root Density,E173,Auxin,IDA,1,HIGH,True,1,10.1105/tpc.17.00771
Lateral Root Density,E174,CIF1,SGN3,1,MEDIUM,False,1,10.1101/cshperspect.a039941
Lateral Root Density,E175,GA,DELLA,-1,HIGH,True,1,10.1111/j.1469-8137.2011.03723.x
Lateral Root Density,E176,DELLA,Lateral_Root_Density,-1,MEDIUM,True,1,10.1111/j.1469-8137.2011.03723.x
Lateral Root Density,E177,GA,Lateral_Root_Density,1,MEDIUM,True,1,10.1101/cshperspect.a039933
Lateral Root Density,E178,GID1,DELLA,-1,HIGH,True,1,10.1111/j.1469-8137.2011.03723.x
Lateral Root Density,E179,Water,TAA1,1,HIGH,False,1,10.1101/cshperspect.a039933
Lateral Root Density,E180,Water,Lateral_Root_Density,1,HIGH,True,1,10.1101/cshperspect.a039941
Lateral Root Density,E181,Mechanical_Stress,Auxin,1,HIGH,True,1,10.1101/cshperspect.a039941
Lateral Root Density,E182,Mechanical_Stress,Lateral_Root_Density,1,HIGH,True,1,10.1101/cshperspect.a039941
Lateral Root Density,E183,Hypoxia,LBD16,-1,MEDIUM,False,1,10.1101/cshperspect.a039941
Lateral Root Density,E184,Hypoxia,Lateral_Root_Density,-1,HIGH,True,1,10.1101/cshperspect.a039941
Lateral Root Density,E185,Low_Potassium,DELLA,1,MEDIUM,False,1,10.1111/j.1469-8137.2011.03723.x
Lateral Root Density,E186,Low_Potassium,Lateral_Root_Density,-1,HIGH,True,1,10.1101/cshperspect.a039941
Lateral Root Density,E187,QSK1,Lateral_Root_Density,-1,MEDIUM,False,1,10.1101/cshperspect.a039941
Lateral Root Density,E188,Salt,QSK1,1,MEDIUM,False,1,10.1101/cshperspect.a039941
Lateral Root Density,E189,Salt,Lateral_Root_Density,-1,HIGH,True,1,10.1126/scisignal.2005051
Lateral Root Density,E190,IBA,Auxin,1,HIGH,True,1,10.1101/cshperspect.a039933
Lateral Root Density,E191,RALF34,Lateral_Root_Density,-1,MEDIUM,False,1,10.1101/cshperspect.a039941
Lateral Root Density,E192,CEPR1,Auxin,-1,MEDIUM,False,1,10.1101/cshperspect.a039941
Lateral Root Density,E193,ORE1,Lateral_Root_Density,1,MEDIUM,False,1,10.1101/cshperspect.a039941
Lateral Root Density,E194,ETT,Lateral_Root_Density,-1,MEDIUM,False,1,10.1101/cshperspect.a039933
Lateral Root Density,E195,NAC1,Lateral_Root_Density,1,MEDIUM,False,1,10.1073/pnas.0605275103
Lateral Root Density,E196,BES1,TT4,-1,MEDIUM,False,1,10.1111/ppl.13681
Lateral Root Density,E197,Flavonoids,PIN1,1,MEDIUM,False,1,10.1101/cshperspect.a039933
Lateral Root Density,E198,DA3,Lateral_Root_Density,1,MEDIUM,False,1,10.1016/j.celrep.2022.11.103
Lateral Root Density,E199,PRH1,Lateral_Root_Density,1,MEDIUM,False,1,10.1371/journal.pgen.1008044
Lateral Root Density,E200,IAA28,GATA23,-1,HIGH,True,1,10.3390/ijms20030486
Lateral Root Density,E201,TOR,Lateral_Root_Density,1,MEDIUM,True,1,10.15252/embj.2022111273
Lateral Root Density,E202,Sucrose,TOR,1,MEDIUM,False,1,10.15252/embj.2022111273
Lateral Root Density,E203,BRI1,BZR1,1,HIGH,False,1,10.1111/ppl.13681
Lateral Root Density,E204,Brassinosteroid,BRI1,1,HIGH,True,1,10.1111/ppl.13681
Lateral Root Density,E205,ARR1,Cytokinin,1,HIGH,False,1,10.3390/ijms20030486
Lateral Root Density,E206,ARR1,Lateral_Root_Density,-1,HIGH,True,1,10.3390/ijms20030486
Lateral Root Density,E207,Iron,Malate,1,HIGH,False,1,10.1038/ncomms15300
Lateral Root Density,E208,Iron,AUX1,1,MEDIUM,False,1,10.1101/cshperspect.a039933
Lateral Root Density,E209,ABA,NRT1.1,-1,MEDIUM,False,1,10.3390/genes11060633
Lateral Root Density,E210,Low_Nitrate,ABA,1,MEDIUM,False,1,10.3390/genes11060633
Lateral Root Density,E211,CLE3,CLV1,1,HIGH,False,1,10.1073/pnas.1319953111
Lateral Root Density,E212,CLE1,Lateral_Root_Density,-1,HIGH,False,1,10.1073/pnas.1319953111
Lateral Root Density,E213,CLE3,Lateral_Root_Density,-1,HIGH,True,1,10.1073/pnas.1319953111
Lateral Root Density,E214,CLE4,Lateral_Root_Density,-1,MEDIUM,False,1,10.1073/pnas.1319953111
Lateral Root Density,E215,CLE7,Lateral_Root_Density,-1,MEDIUM,False,1,10.1073/pnas.1319953111
Lateral Root Density,E216,CLV1,Lateral_Root_Density,-1,HIGH,True,1,10.1073/pnas.1319953111
Lateral Root Density,E217,Low_Nitrate,CLE3,1,HIGH,True,1,10.1073/pnas.1319953111
Lateral Root Density,E218,Low_Nitrate,CLE1,1,MEDIUM,False,1,10.1073/pnas.1319953111
Lateral Root Density,E219,Low_Nitrate,Lateral_Root_Density,-1,HIGH,True,1,10.1073/pnas.1319953111
Lateral Root Density,E220,Auxin,WOX11,1,HIGH,False,1,10.1105/tpc.114.122887
Lateral Root Density,E221,WOX11,LBD16,1,HIGH,False,1,10.1105/tpc.114.122887
Lateral Root Density,E222,WOX11,LBD29,1,HIGH,False,1,10.1105/tpc.114.122887
Lateral Root Density,E223,WOX12,LBD16,1,HIGH,False,1,10.1105/tpc.114.122887
Lateral Root Density,E224,WOX11,WOX5,1,HIGH,False,1,10.1104/pp.16.01067
Lateral Root Density,E225,WOX11,Lateral_Root_Density,1,MEDIUM,False,1,10.1105/tpc.114.122887
Lateral Root Density,E226,Ethylene,TAA1,1,HIGH,True,1,10.1016/j.cell.2008.01.047
Lateral Root Density,E227,Ethylene,WEI2,1,HIGH,False,1,10.1105/tpc.105.033365
Lateral Root Density,E228,Ethylene,WEI7,1,HIGH,False,1,10.1105/tpc.105.033365
Lateral Root Density,E229,WEI2,Auxin,1,HIGH,False,1,10.1105/tpc.105.033365
Lateral Root Density,E230,WEI7,Auxin,1,HIGH,False,1,10.1105/tpc.105.033365
Lateral Root Density,E231,Ethylene,TAR2,1,HIGH,False,1,10.1016/j.cell.2008.01.047
Lateral Root Density,E232,PID,PIN3,-1,HIGH,False,1,10.1038/s41598-018-28188-1
Lateral Root Density,E233,WAG1,PIN3,-1,MEDIUM,False,1,10.1038/s41598-018-28188-1
Lateral Root Density,E234,WAG2,PIN3,-1,MEDIUM,False,1,10.1038/s41598-018-28188-1
Lateral Root Density,E235,BRI1,BIN2,-1,HIGH,True,1,10.3389/fpls.2024.1387321
Lateral Root Density,E236,BIN2,BZR1,-1,HIGH,True,1,10.3389/fpls.2024.1387321
Lateral Root Density,E237,BIN2,BES1,-1,HIGH,True,1,10.3389/fpls.2024.1387321
Lateral Root Density,E238,BZR1,Lateral_Root_Density,1,HIGH,True,1,10.3389/fpls.2024.1387321
Lateral Root Density,E239,BES1,Lateral_Root_Density,1,HIGH,True,1,10.3389/fpls.2024.1387321
Lateral Root Density,E240,Brassinosteroid,Lateral_Root_Density,1,HIGH,True,1,10.3389/fpls.2024.1387321
Lateral Root Density,E241,ARR10,Lateral_Root_Density,-1,HIGH,True,1,10.1105/tpc.108.059584
Lateral Root Density,E242,ARR12,Lateral_Root_Density,-1,HIGH,True,1,10.1105/tpc.108.059584
Lateral Root Density,E243,AHK2,ARR10,1,HIGH,False,1,10.1105/tpc.108.059584
Lateral Root Density,E244,AHK2,ARR12,1,HIGH,False,1,10.1105/tpc.108.059584
Lateral Root Density,E245,CLE3,BAM1,1,MEDIUM,False,1,10.1111/tpj.16103
Lateral Root Density,E246,BAM1,Lateral_Root_Density,-1,MEDIUM,False,1,10.1111/tpj.16103
Lateral Root Density,E247,ABA,ABI5,1,HIGH,True,1,10.3389/fpls.2016.01884
Lateral Root Density,E248,ABI5,Lateral_Root_Density,-1,MEDIUM,True,1,10.3389/fpls.2016.01884
Lateral Root Density,E249,High_Nitrate,ABI5,1,MEDIUM,False,1,10.3389/fpls.2016.01884
Lateral Root Density,E250,TAR2,Lateral_Root_Density,1,HIGH,True,1,10.1016/j.cell.2008.01.047
