source,source_type,target,target_type,effect,edge_type,confidence,mechanism,doi,paper_title,authors,year,journal,evidence_sentence,verification,species_validated
Strigolactones,HORMONE,Auxin_Transport,PROCESS,,,,,,,,,,"We demonstrate that SLs modulate polar auxin transport to control branching and that both the synthetic SL GR24 and endogenous SL synthesis significantly reduce the basipetal transport of a second branch-regulating hormone, auxin.",,
Strigolactones,HORMONE,PIN1,GENE,,,,,,,,,,"GR24 treatment reduces PIN:GFP accumulation in wild-type and max1 mutant plants, but not in the signalling mutant max2.",,
MAX2,GENE,Shoot_Branching,PHENOTYPE,,,,,,,,,,"The branchiness of a subset of these mutants can be rescued by grafting to wild-type roots, suggesting a defect in the synthesis of an upwardly mobile branch inhibitor",,
STM,GENE,Shoot_Branching,PHENOTYPE,,,,,,,,,,"STM suppresses differ- entiation and promotes cell division by inducing the expression of CYCLIN D3 (CYCD3) and ISOPENTENYL TRANSFERASE7 (IPT7), which encodes a key enzyme involved in cytokinin (CK) biosynthesis [78,79].",,
Tre6P,METABOLITE,Bud_Outgrowth,PHENOTYPE,,,,,,,,,,"This Tre6P-dependent pathway positively regulates axillary bud outgrowth, either locally—transgenic lines with lower levels of Tre6P in buds displayed a strong delay in bud release—or in a systemic manner as Arabidopsis lines with an elevated level of Tre6P in the vasculature displayed more branches, more likely through enhanced sucrose allocation towards buds [135].",,
Hexokinase,GENE,Shoot_Branching,GENE,,,,,,,,,,The hexokinase pathway—considered the main glucose sensor in plants [138]—was demonstrated to be positively involved in shoot branching in Arabidopsis and Rosa [139].,,
RhBRC1,GENE,Shoot_Branching,PHENOTYPE,,,,,,,,,,"the associated sugar signaling pathways directly modulated the transcriptional activity of the transcription factor BRANCHED1 (RhBRC1), a master inhibitor of shoot branching [140].",,
Auxin,HORMONE,Bud_Outgrowth,PHENOTYPE,,,,,,,,,,"Moreover, RhSUC2 ex- pression was repressed by exogenously applied auxin, the main systemic repressor of shoot branching [128,129].",,
Cytokinin,HORMONE,Bud_Outgrowth,PHENOTYPE,,,,,,,,,,CK has been shown to trigger bud outgrowth through the promotion of cell division and sink strength [149].,,
Sucrose,METABOLITE,Bud_Outgrowth,PHENOTYPE,,,,,,,,,,"These feeding experiments showed that in contrast to non-metabolizable sugars (e.g., sorbitol, mannitol), metabolizable sugars (sucrose, glucose and fructose) induced outgrowth in a dose-dependent manner in different plant species [80,102–108].",,
SUT,GENE,Bud_Outgrowth,PHENOTYPE,,,,,,,,,,"In rose, among the four identified sucrose transporters, only the expression of RhSUC2 (Figure 2) was positively correlated to bud’s ability to grow out in decapitated plants under light condition [103].",,
Auxin,HORMONE,Shoot_Branching,PHENOTYPE,,,,,,,,,,"When auxin is applied to the stump of decapitated plants, it mimics the effect of the presence of the shoot apex, as it restores the repression of bud outgrowth4.",,
Strigolactones,HORMONE,Shoot_Branching,PHENOTYPE,,,,,,,,,,"Strigolactones and the auxin transport canalization-based model. Two years ago, a breakthrough discovery demonstrated the importance of strigolactones as endogenous hormones that act to inhibit shoot branching 21,22.",,
Cytokinins,HORMONE,Shoot_Branching,PHENOTYPE,,,,,,,,,,"Cytokinins are bud outgrowth activators that, similarly to strigolactones, are mostly synthesized in the root (but with some synthesis in the shoot) and are transported acropetally in the xylem10,31–33 (FIG. 3).",,
BRC1,GENE,Shoot_Branching,PHENOTYPE,,,,,,,,,,"Consistent with this, loss of TB1, BRC1 or BRC2, and FC1 activity results in increased branching, and overexpression leads to inhibition of branch outgrowth76–81.",,
MAX2,GENE,Shoot_Branching,PHENOTYPE,,,,,,,,,,"The phenotypes of strigolactone mutants, in particular the fact that increased levels of PAT can correlate with increased branching, were crucial in developing the auxin transport canalization-based model.",,
Auxin,HORMONE,MAX3,GENE,,,,,,,,,,"Auxin is thought to regulate the production of strigolactones, as apically derived auxin upregulates the transcription of the A. thaliana strigolactone biosynthetic genes MAX3 and MAX4",,
Auxin,HORMONE,MAX4,GENE,,,,,,,,,,"Auxin is thought to regulate the production of strigolactones, as apically derived auxin upregulates the transcription of the A. thaliana strigolactone biosynthetic genes MAX3 and MAX4",,
Strigolactone,HORMONE,Bud_Outgrowth,PHENOTYPE,,,,,,,,,,"Auxin, cytokinin (CK), and strigolactones (SLs) are implicated in the hormonal regulation of bud outgrowth; auxin and SLs as inhibitors of bud outgrowth and CK as a promoter of bud outgrowth",,
Cytokinin,HORMONE,Bud_Outgrowth,PHENOTYPE,,,,,,,,,,"Auxin, cytokinin (CK), and strigolactones (SLs) are implicated in the hormonal regulation of bud outgrowth; auxin and SLs as inhibitors of bud outgrowth and CK as a promoter of bud outgrowth",,
Strigolactone,HORMONE,PsBRC1,GENE,,,,,,,,,,"the promotion of PsBRC1 expression by SL treatment in pea (Braun et al., 2011).",,
Cytokinin,HORMONE,PsBRC1,GENE,,,,,,,,,,"In pea and rice, PsBRC1 and OsTB1 expression is repressed by CK treatment (Minakuchi et al., 2010; Braun et al., 2011).",,
PsBRC1,GENE,Bud_Outgrowth,PHENOTYPE,,,,,,,,,,the expression of PsBRC1 in the bud represses the development of the axillary bud into a growing branch.,,
Auxin,HORMONE,Bud_Outgrowth,PHENOTYPE,,,,,,,,,,"Auxin originating from the shoot tip has long been known to repress the outgrowth of axillary buds located at nodes below (Thimann and Skoog, 1933, 1934).",,
Auxin,HORMONE,PsIPT1,GENE,,,,,,,,,,Incubation with IAA reduced the expression of PsIPT1 and PsIPT2 in segments relative to incubation with control solution,,
BRs,HORMONE,Tillering,PHENOTYPE,,,,,,,,,,"In this study, we first found that brassinosteroids (BRs) strongly enhance tillering by promoting bud outgrowth in rice",,
SLs,HORMONE,Tillering,GENE,,,,,,,,,,"Strigolactones (SLs), a group of terpenoid lactone phytohormones, have been recently identified to strongly inhibit bud outgrowth in different plant species",,
FC1,GENE,Tillering,PHENOTYPE,,,,,,,,,,the TCP transcription factor FC1 and its orthologs are proposed to inhibit bud outgrowth by integrating diverse environmental and developmental cues,,
D53,GENE,FC1,GENE,,,,,,,,,,"D53 interacts with OsBZR1 to inhibit the expression of FC1, a local inhibitor of tillering",,
OsBZR1,GENE,FC1,GENE,,,,,,,,,,the inhibition of FC1 expression by BRs is dependent on BR signaling and OsBZR1.,,
D53_OsBZR1,PROTEIN_COMPLEX,FC1,GENE,,,,,,,,,,D53 and OsBZR1 depend on each other to inhibit FC1 expression during rice tillering,,
phyB,GENE,Shoot_Branching,PHENOTYPE,,,,,,,,,,Both loss of phyB function and low R:FR resulted in a significant decrease in standardized branch numbers in the wild-type background (Fig. 2C).,,
BRC1,GENE,Bud_Outgrowth,PHENOTYPE,,,,,,,,,,"at least two, BRANCHED1 (BRC1 or TEOSINTE BRANCHED1-LIKE1 [TBL1]) and BRC2, function in Arabidopsis axillary buds as suppressors of outgrowth (Aguilar-Martı́nez et al., 2007; Finlayson, 2007).",,
BRC2,GENE,Bud_Outgrowth,PHENOTYPE,,,,,,,,,,"at least two, BRANCHED1 (BRC1 or TEOSINTE BRANCHED1-LIKE1 [TBL1]) and BRC2, function in Arabidopsis axillary buds as suppressors of outgrowth (Aguilar-Martı́nez et al., 2007; Finlayson, 2007).",,
MAX2,GENE,Shoot_Branching,GENE,,,,,,,,,,"Loss of function of components potentially involved in biosynthesis (MAX1, MAX3, and MAX4) or in signaling (MAX2) of the hormone results in increased branching (Stirnberg et al., 2002; Sorefan et al., 2003; Booker et al., 2004, 2005).",,
phyB,GENE,ATHB-2,GENE,,,,,,,,,,"The mRNA abundance of ATHB-2 and BRC2 were elevated by both loss of phyB function and low R:FR, while WUS mRNA abundance was correspondingly reduced (Fig. 7).",,
phyB,GENE,BRC2,GENE,,,,,,,,,,"The mRNA abundance of ATHB-2 and BRC2 were elevated by both loss of phyB function and low R:FR, while WUS mRNA abundance was correspondingly reduced (Fig. 7).",,
phyB,GENE,WUS,GENE,,,,,,,,,,"The mRNA abundance of ATHB-2 and BRC2 were elevated by both loss of phyB function and low R:FR, while WUS mRNA abundance was correspondingly reduced (Fig. 7).",,
IAA,HORMONE,RMS1,GENE,,,,,,,,,,"Indole-3-acetic acid (IAA) positively regulates RMS1 transcript level, a potentially important mechanism for regulation of shoot branching by IAA.",,
RMS1,GENE,Branching_Inhibitor,METABOLITE,,,,,,,,,,RMS1 and RMS5 are required for synthesis of the branching inhibitor,,
Branching_Inhibitor,METABOLITE,Shoot_Branching,PHENOTYPE,,,,,,,,,,RMS1 is most likely a carotenoid cleavage enzyme and acts with RMS5 to control levels of an as yet unidentified mobile branching inhibitor required for auxin inhibition of branching.,,
RMS2,GENE,RMS1,GENE,,,,,,,,,,We also present evidence that RMS1 expression is stimulated by a mobile feedback signal that is largely independent from IAA and appears to require RMS2.,,
RMS4,GENE,RMS1,GENE,,,,,,,,,,It is clear that the RMS4 gene also acts in rootstocks to suppress RMS1 expression.,,
IAA,HORMONE,Shoot_Branching,PHENOTYPE,,,,,,,,,,"In many species, replacement of the shoot apex with exogenous indole-3-acetic acid (IAA) can maintain branching inhibition (e.g., Cline, 1996).",,
BRC1,GENE,Shoot_Branching,PHENOTYPE,,,,,,,,,,"These include branched1 (brc1) and brc2 mutants which lack functional transcription factors that belong to the TEOSINTE/CYCLOIDEA/PROLIFERATING CELL NUCLEAR ANTIGEN FACTOR family and that are repressors of branching (Aguilar-Martínez et al., 2007)",,
Strigolactones,HORMONE,Bud_Outgrowth,PHENOTYPE,,,,,,,,,,"Auxin is thought to activate the synthesis of strigolactones (Foo et al., 2005; Brewer et al., 2009) that inhibit bud outgrowth (Gomez-Roldan et al., 2008; Umehara et al., 2008)",,
Cytokinins,HORMONE,Bud_Outgrowth,PHENOTYPE,,,,,,,,,,"Auxin is thought to activate the synthesis of strigolactones (Foo et al., 2005; Brewer et al., 2009) that inhibit bud outgrowth (Gomez-Roldan et al., 2008; Umehara et al., 2008), and inhibit the synthesis of cytokinins (Tanaka et al., 2006; Ferguson and Beveridge, 2009; Shimizu-Sato et al., 2009; Muüller and Leyser, 2011) that activate bud outgrowth (Sachs and Thimann, 1967; Chatfield et al., 2000).",,
FT,GENE,Rosette_Branching,PHENOTYPE,,,,,,,,,,"This affirms two of the observations we made previously, that C1 branch number is tightly related to flowering and that the flowering pathway is also involved in R1 branch number regulation. Triggering earlier flowering via, for example, an increase in temperature also increased the number of R1 in wild-type and ft mutant plants (Figure 4B).",,
Tre6P,METABOLITE,Bud_Outgrowth,PHENOTYPE,,,,,,,,,,"Plants with higher Tre6P in the vasculature have an early flowering and an increased branching phenotype, and this coincides with upregulation of FT (Fichtner et al., 2021b).",,
Auxin,HORMONE,Bud_Outgrowth,PHENOTYPE,,,,,,,,,,"In many plants, the shoot tip inhibits the outgrowth of axillary buds by producing a flow of auxin traveling along the main stem, thereby focusing resources on the main shoot (reviewed in Rameau et al., 2015; Barbier et al., 2017).",,
Strigolactones,HORMONE,Shoot_Branching,PHENOTYPE,,,,,,,,,,"Strigolactones are a recently discovered class of plant hormone involved in branching, leaf senescence, root development, and plant-microbe interactions [1–6].",,
DAD2,GENE,Shoot_Branching,PHENOTYPE,,,,,,,,,,"The petunia dad2 mutant, like dad1 (CCD8) and dad3 (CCD7), was identified by its increased branching phenotype [18].",,
DAD2,GENE,PhMAX2A,GENE,,,,,,,,,,"In the presence of GR24 DAD2 interacts with PhMAX2A, a central component of strigolactone signaling, in a GR24 concentration-dependent manner.",,
GR24,HORMONE,Shoot_Branching,PHENOTYPE,,,,,,,,,,"GR24 inhibits bud growth, but the products did not differ from controls",,
D3,GENE,Tiller_Bud_Activity,PHENOTYPE,,,,,,,,,,The phenotypes of tillering dwarf mutants suggest that they play roles in the control of tiller bud dormancy to suppress bud activity.,,
Auxin,HORMONE,Bud_Activity,PHENOTYPE,,,,,,,,,,Apically-derived auxin inhibits bud activity and cytokinin promotes it.,,
Cytokinin,HORMONE,Bud_Activity,PHENOTYPE,,,,,,,,,,Apically-derived auxin inhibits bud activity and cytokinin promotes it.,,
FC1,GENE,Tiller_Growth,PHENOTYPE,,,,,,,,,,"The dormancy of tiller buds was weakened in the rice fc1 loss-of-function mutants; on the contrary, the ectopic expression of FC1 caused the suppression of tiller growth, indicating that FC1 functions in the repression of bud activity",,
TB1,GENE,Axillary_Bud_Growth,PHENOTYPE,,,,,,,,,,"In maize, TB1 acts as a repressor of axillary bud growth and an inducer of female inflorescence (Doebley et al. 1997, Hubbard et al. 2002).",,
MAX2,GENE,Bud_Growth,PHENOTYPE,,,,,,,,,,"The orthologous relationship between D3 and MAX2 clearly demonstrated that the mechanisms controlling shoot branching are, at least partially, conserved between monocots and eudicots.",,
Strigolactones,HORMONE,Shoot_Branching,PHENOTYPE,,,,,,,,,,Strigolactones (SLs) are a group of newly identified plant hormones that control plant shoot branching.,,
D53,GENE,SL_Signalling,PROCESS,,,,,,,,,,"D53, which encodes a substrate of the SCFD3 ubiquitination complex and functions as a repressor of SL signalling.",,
Strigolactones,HORMONE,D53,GENE,,,,,,,,,,"Treatments with GR24, a synthetic SL analogue, cause D53 degradation via the proteasome in a manner that requires D14 and the SCFD3 ubiquitin ligase",,
D14,GENE,D53,GENE,,,,,,,,,,Our results suggest a model of SL signalling that involves SL-dependent degradation of the D53 repressor mediated by the D14–D3 complex.,,
D3,GENE,D53,GENE,,,,,,,,,,Our results suggest a model of SL signalling that involves SL-dependent degradation of the D53 rep3,,
D53,GENE,Tillering,PHENOTYPE,,,,,,,,,,"In the d53 plant, the mutated D53 protein is resistant to ubiquitination and degradation, leading to the accumulation of d53, which blocks SL signalling and results in dwarf and high tillering phenotypes.",,
D14,GENE,Shoot_Branching,PHENOTYPE,,,,,,,,,,"Recent studies identiﬁed DWARF14 (D14) as a receptor of strigolactones (SLs), molecules that act as plant hormones and inhibit shoot branching.",,
Strigolactones,HORMONE,Shoot_Branching,PHENOTYPE,,,,,,,,,,"Recent studies identiﬁed DWARF14 (D14) as a receptor of strigolactones (SLs), molecules that act as plant hormones and inhibit shoot branching.",,
D53,GENE,Shoot_Branching,PHENOTYPE,,,,,,,,,,D53 represses the downstream events of SL signaling in the absence of SLs.,,
Strigolactones,HORMONE,D53,GENE,,,,,,,,,,"Subsequently, D53 is polyubiquitinated by D3 and degraded via the 26S proteasome pathway",,
D3,GENE,D53,GENE,,,,,,,,,,"Subsequently, D53 is polyubiquitinated by D3 and degraded via the 26S proteasome pathway",,
RMS3,GENE,Shoot_Branching,PHENOTYPE,,,,,,,,,,"Here, we demonstrate that RAMOSUS3, a pea ortholog of D14, works as a graft-transmissible signal to suppress shoot branching.",,
Sucrose,METABOLITE,Shoot_Branching,PHENOTYPE,,,,,,,,,,"Suc has been shown to promote branching (Henry et al., 2011; Kelly et al., 2012; Mason et al., 2014; Rabot et al., 2012; Su et al., 2011; Umehara et al., 2010; Whipple et al., 2011).",,
Far-red_Light,ENVIRONMENT,Shoot_Branching,PHENOTYPE,,,,,,,,,,"The high ratio of far-red light to red light suppresses shoot branching (González-Grandío et al., 2013; Kelly et al., 2012; Whipple et al., 2011).",,
SL,HORMONE,Shoot_Branching,PHENOTYPE,,,,,,,,,,"Since being classified as a plant hormone for their role in the inhibition of shoot branching, SLs have been found to be involved in many other processes including, but not limited to, the regulation of root growth, secondary vascular growth, and leaf senescence.",,
IPA1,GENE,Shoot_Branching,PHENOTYPE,,,,,,,,,,"IPA1 has previously been implicated in the negative regulation of shoot branching, also called tillering in monocots",,
D53,GENE,IPA1,GENE,,,,,,,,,,These phenotypes are consistent with IPA1 being repressed by D53,,
SL,HORMONE,D53,GENE,,,,,,,,,,"SL degrades the D53 protein in rice [4, 5] and the related SMXL6, SMXL7 and SMXL8 proteins in Arabidopsis [1].",,
IPA1,GENE,TB1,GENE,,,,,,,,,,TB1 has been shown to be a direct transcriptional target of IPA1 in rice [6] (Figure 1).,,
miR156,REGULATORY_RNA,IPA1,GENE,,,,,,,,,,"Many SPL genes, including IPA1, are post-transcriptionally suppressed by miR156 in a highly conserved regulatory pathway [3].",,
TABS,GENE,Shoot_Branching,PHENOTYPE,,,,,,,,,,"FINE CULM1 (FC1), TEOSINTE BRANCHED1 (TB1) and BRANCHED 1 (BRC1) are well established in several species as homologous transcription factors that suppress shoot branching [7].",,
TB1,GENE,Shoot_Branching,PHENOTYPE,,,,,,,,,,"FINE CULM1 (FC1), TEOSINTE BRANCHED1 (TB1) and BRANCHED 1 (BRC1) are well established in several species as homologous transcription factors that suppress shoot branching [7].",,
BRC1,GENE,Shoot_Branching,PHENOTYPE,,,,,,,,,,"FINE CULM1 (FC1), TEOSINTE BRANCHED1 (TB1) and BRANCHED 1 (BRC1) are well established in several species as homologous transcription factors that suppress shoot branching [7].",,
D53,GENE,Shoot_Branching,PHENOTYPE,,,,,,,,,,"In the absence of SL, D53 is predicted to inhibit transcriptional activation of genes in partnership with TOPLESS-related proteins [1].",,
PHYB,GENE,Bud_Outgrowth,PHENOTYPE,,,,,,,,,,"Phytochrome B (PHYB) is involved in the response of bud outgrowth to light in Arabidopsis [55,56] and sorghum [57,58]. In these species, phyB loss-of-function mutants exhibited a reduced branching capacity compared to the wild-type (WT), suggesting a promoting effect of PHYB on bud outgrowth in the WT background.",,
BRC1,GENE,Bud_Outgrowth,PHENOTYPE,,,,,,,,,,"A similar study in Arabidopsis revealed that the functionality of two homologous genes of TB1, namely BRC1 and BRC2, was required for the transduction of the light signal through PHYB [55].",,
MAX2,GENE,BRC1,GENE,,,,,,,,,,"MAX2 was also shown to promote expression of negative branching integrators such as BRC1 [144,145].",,
Cytokinins,HORMONE,BRC1,GENE,,,,,,,,,,"They act by decreasing the expression of BRC1 [96,97] and by antagonizing auxin and strigolactones in apical dominance [98–103].",,
