source	target	sign	confidence	color	doi
Low_Nitrate	CLE	positive	MEDIUM	#228B22	10.1073/pnas.1319953111
CLE	CLV1	positive	MEDIUM	#228B22	10.1073/pnas.1319953111
CLV1	Lateral_Root_Density	negative	MEDIUM	#DC143C	10.1073/pnas.1319953111
ACS	Ethylene	positive	MEDIUM	#228B22	10.1111/j.1365-313X.2008.03495.x
ACO	Ethylene	positive	MEDIUM	#228B22	10.1111/j.1365-313X.2008.03495.x
Ethylene	EIN2	positive	MEDIUM	#228B22	10.1111/j.1365-313X.2008.03495.x
CTR1	EIN2	negative	MEDIUM	#DC143C	10.1111/j.1365-313X.2008.03495.x
EIN2	Lateral_Root_Density	negative	MEDIUM	#DC143C	10.1111/j.1365-313X.2008.03495.x
ABA	PYL8	positive	MEDIUM	#228B22	10.1126/scisignal.2005051
PYL8	ABI1	negative	MEDIUM	#DC143C	10.3390/genes11060633
ABI1	SNRK2	negative	MEDIUM	#DC143C	10.1126/scisignal.2005051
SNRK2	ABI4_5	positive	MEDIUM	#228B22	10.1126/scisignal.2005051
ABA	ABI4_5	positive	MEDIUM	#228B22	10.3389/fpls.2016.01884
ABI4_5	Lateral_Root_Density	negative	MEDIUM	#DC143C	10.1105/tpc.110.074641
GA	DELLA	negative	MEDIUM	#DC143C	10.1111/j.1469-8137.2011.03723.x
DELLA	Lateral_Root_Density	negative	MEDIUM	#DC143C	10.1111/j.1469-8137.2011.03723.x
MAX1	Strigolactone	positive	MEDIUM	#228B22	10.1111/ppl.13681
MAX3	Strigolactone	positive	MEDIUM	#228B22	10.1111/ppl.13681
MAX4	Strigolactone	positive	MEDIUM	#228B22	10.1111/ppl.13681
Strigolactone	D14	positive	MEDIUM	#228B22	10.1111/ppl.13681
D14	Lateral_Root_Density	negative	MEDIUM	#DC143C	10.1111/ppl.13681
MAX2	Lateral_Root_Density	negative	MEDIUM	#DC143C	10.1111/ppl.13681
Brassinosteroid	BRI1	positive	MEDIUM	#228B22	10.1111/ppl.13681
BRI1	BIN2	negative	MEDIUM	#DC143C	10.3389/fpls.2024.1387321
BIN2	BZR	negative	MEDIUM	#DC143C	10.3389/fpls.2024.1387321
BZR	Lateral_Root_Density	positive	MEDIUM	#228B22	10.3389/fpls.2024.1387321
PHYB	HY5	positive	MEDIUM	#228B22	10.1101/cshperspect.a039941
HY5	ARF19	negative	MEDIUM	#DC143C	10.1105/tpc.17.00771
