node,node_type,activators,inhibitors,formula
ARF7,,,"IAA14,IAA28","ARF7 = 1.0 * min(1/max(IAA14 * IAA28, 0.1), 10.0) * gene_modifier + exogenous_supply"
ARR1,,"AHP1,Cytokinin,AHK",,"ARR1 = (max(AHP1, 0.01) * max(Cytokinin, 0.01) * max(AHK, 0.01))^(1/3) * 1.0 * gene_modifier + exogenous_supply"
ARR_B,,AHK,,"ARR_B = (max(AHK, 0.01)) * 1.0 * gene_modifier + exogenous_supply"
AUT_SYN,,,,AUT_SYN = gene_modifier + exogenous_supply
AUX1,,,,AUX1 = gene_modifier + exogenous_supply
AUX_IAA,,,TIR1,"AUX_IAA = 1.0 * min(1/max(TIR1, 0.1), 10.0) * gene_modifier + exogenous_supply"
Auxin,,"TAA1,YUC8,TAR2,YUC4,AUX1,YUC_TAA,YUC10,YUC11,TAR1,PGP10","GH3,DAO1,Decapitation","Auxin = (max(TAA1, 0.01) * max(YUC8, 0.01) * max(TAR2, 0.01) * max(YUC4, 0.01) * max(AUX1, 0.01) * max(YUC_TAA, 0.01) * max(YUC10, 0.01) * max(YUC11, 0.01) * max(TAR1, 0.01) * max(PGP10, 0.01))^(1/10) * min(1/max(GH3 * DAO1 * Decapitation, 0.1), 10.0) * gene_modifier + exogenous_supply"
BAK1,,,,BAK1 = gene_modifier + exogenous_supply
BAS1,,PHYB,,"BAS1 = (max(PHYB, 0.01)) * 1.0 * gene_modifier + exogenous_supply"
BBX11,,"PHYB,CRY1,BBX21",,"BBX11 = (max(PHYB, 0.01) * max(CRY1, 0.01) * max(BBX21, 0.01))^(1/3) * 1.0 * gene_modifier + exogenous_supply"
BBX21,,,COP1_SPA,"BBX21 = 1.0 * min(1/max(COP1_SPA, 0.1), 10.0) * gene_modifier + exogenous_supply"
BBX25,,,COP1_SPA,"BBX25 = 1.0 * min(1/max(COP1_SPA, 0.1), 10.0) * gene_modifier + exogenous_supply"
BES1,,,MAX2,"BES1 = 1.0 * min(1/max(MAX2, 0.1), 10.0) * gene_modifier + exogenous_supply"
BIN2,,,"COP1_SPA,BRI1,BAK1,SPA1,BSU1","BIN2 = 1.0 * min(1/max(COP1_SPA * BRI1 * BAK1 * SPA1 * BSU1, 0.1), 10.0) * gene_modifier + exogenous_supply"
BPC1,,,,BPC1 = gene_modifier + exogenous_supply
BRC1,,"Low_R_FR,SPL9,Auxin","SMXL678,Cytokinin,BES1,FT,Sucrose,TIE1,Decapitation,PHYB","BRC1 = (max(Low_R_FR, 0.01) * max(SPL9, 0.01) * max(Auxin, 0.01))^(1/3) * min(1/max(SMXL678 * Cytokinin * BES1 * FT * Sucrose * TIE1 * Decapitation * PHYB, 0.1), 10.0) * gene_modifier + exogenous_supply"
BRI1,,Brassinosteroid,,"BRI1 = (max(Brassinosteroid, 0.01)) * 1.0 * gene_modifier + exogenous_supply"
BR_SYN,,,BZR_BES,"BR_SYN = 1.0 * min(1/max(BZR_BES, 0.1), 10.0) * gene_modifier + exogenous_supply"
BSU1,,"BRI1,BAK1",,"BSU1 = (max(BRI1, 0.01) * max(BAK1, 0.01))^(1/2) * 1.0 * gene_modifier + exogenous_supply"
BZR,,,BIN2,"BZR = 1.0 * min(1/max(BIN2, 0.1), 10.0) * gene_modifier + exogenous_supply"
BZR1,,PP2A,"BIN2,DELLA","BZR1 = (max(PP2A, 0.01)) * min(1/max(BIN2 * DELLA, 0.1), 10.0) * gene_modifier + exogenous_supply"
BZR_BES,,"PP2A,BZR1","DELLA,BIN2,MAX2","BZR_BES = (max(PP2A, 0.01) * max(BZR1, 0.01))^(1/2) * min(1/max(DELLA * BIN2 * MAX2, 0.1), 10.0) * gene_modifier + exogenous_supply"
Blue_Light,,,,Blue_Light = gene_modifier + exogenous_supply
Brassinosteroid,,"DET2,DWF4,CPD,BR_SYN","BAS1,SOB7","Brassinosteroid = (max(DET2, 0.01) * max(DWF4, 0.01) * max(CPD, 0.01) * max(BR_SYN, 0.01))^(1/4) * min(1/max(BAS1 * SOB7, 0.1), 10.0) * gene_modifier + exogenous_supply"
CAMEL,,Auxin,,"CAMEL = (max(Auxin, 0.01)) * 1.0 * gene_modifier + exogenous_supply"
CCD7,,Auxin,,"CCD7 = (max(Auxin, 0.01)) * 1.0 * gene_modifier + exogenous_supply"
CCD8,,Auxin,,"CCD8 = (max(Auxin, 0.01)) * 1.0 * gene_modifier + exogenous_supply"
CDF1,,,"FKF1,GI","CDF1 = 1.0 * min(1/max(FKF1 * GI, 0.1), 10.0) * gene_modifier + exogenous_supply"
CHL1,,,,CHL1 = gene_modifier + exogenous_supply
CKX2,,MINI3,PRC2,"CKX2 = (max(MINI3, 0.01)) * min(1/max(PRC2, 0.1), 10.0) * gene_modifier + exogenous_supply"
CKX3,,Cytokinin,,"CKX3 = (max(Cytokinin, 0.01)) * 1.0 * gene_modifier + exogenous_supply"
CKX5,,,,CKX5 = gene_modifier + exogenous_supply
CKX9,,Strigolactone,,"CKX9 = (max(Strigolactone, 0.01)) * 1.0 * gene_modifier + exogenous_supply"
CLE,,Low_Nitrate,,"CLE = (max(Low_Nitrate, 0.01)) * 1.0 * gene_modifier + exogenous_supply"
CLV1,,CLE,,"CLV1 = (max(CLE, 0.01)) * 1.0 * gene_modifier + exogenous_supply"
CO,,"Long_Day,GI,FKF1,PHYA","CDF1,DELLA,PHYB,ZTL","CO = (max(Long_Day, 0.01) * max(GI, 0.01) * max(FKF1, 0.01) * max(PHYA, 0.01))^(1/4) * min(1/max(CDF1 * DELLA * PHYB * ZTL, 0.1), 10.0) * gene_modifier + exogenous_supply"
COP1_SPA,,SPA1,"PHYB,PHYA,CRY1,CRY2,UVR8","COP1_SPA = (max(SPA1, 0.01)) * min(1/max(PHYB * PHYA * CRY1 * CRY2 * UVR8, 0.1), 10.0) * gene_modifier + exogenous_supply"
CPD,,,,CPD = gene_modifier + exogenous_supply
CRY1,,Light,,"CRY1 = (max(Light, 0.01)) * 1.0 * gene_modifier + exogenous_supply"
CRY2,,Light,,"CRY2 = (max(Light, 0.01)) * 1.0 * gene_modifier + exogenous_supply"
CTR1,,ETR1,Ethylene,"CTR1 = (max(ETR1, 0.01)) * min(1/max(Ethylene, 0.1), 10.0) * gene_modifier + exogenous_supply"
CYP707A,,,,CYP707A = gene_modifier + exogenous_supply
Cell_Proliferation,,"GRF,E2FA,TCP14",,"Cell_Proliferation = (max(GRF, 0.01) * max(E2FA, 0.01) * max(TCP14, 0.01))^(1/3) * 1.0 * gene_modifier + exogenous_supply"
Cell_Proliferation_Duration,,AGG3,,"Cell_Proliferation_Duration = (max(AGG3, 0.01)) * 1.0 * gene_modifier + exogenous_supply"
Cold,,,,Cold = gene_modifier + exogenous_supply
Cold_Vernalization,,,,Cold_Vernalization = gene_modifier + exogenous_supply
Cytokinin,,"IPT5,IPT,Sucrose","CKX2,CKX3,CKX5,AHP6,CKX9","Cytokinin = (max(IPT5, 0.01) * max(IPT, 0.01) * max(Sucrose, 0.01))^(1/3) * min(1/max(CKX2 * CKX3 * CKX5 * AHP6 * CKX9, 0.1), 10.0) * gene_modifier + exogenous_supply"
D14,,Strigolactone,D14,"D14 = (max(Strigolactone, 0.01)) * min(1/max(D14, 0.1), 10.0) * gene_modifier + exogenous_supply"
D27,,,,D27 = gene_modifier + exogenous_supply
DA1,,"DA2,EOD1",Cytokinin,"DA1 = (max(DA2, 0.01) * max(EOD1, 0.01))^(1/2) * min(1/max(Cytokinin, 0.1), 10.0) * gene_modifier + exogenous_supply"
DA2,,,DA1,"DA2 = 1.0 * min(1/max(DA1, 0.1), 10.0) * gene_modifier + exogenous_supply"
DAO1,,,,DAO1 = gene_modifier + exogenous_supply
DELLA,,"ABA,SPY","GID1,SLY1,Gibberellin","DELLA = (max(ABA, 0.01) * max(SPY, 0.01))^(1/2) * min(1/max(GID1 * SLY1 * Gibberellin, 0.1), 10.0) * gene_modifier + exogenous_supply"
DET1,,,,DET1 = gene_modifier + exogenous_supply
DET2,,,,DET2 = gene_modifier + exogenous_supply
DPA4,,,,DPA4 = gene_modifier + exogenous_supply
DWF4,,,BZR1,"DWF4 = 1.0 * min(1/max(BZR1, 0.1), 10.0) * gene_modifier + exogenous_supply"
Decapitation,,,,Decapitation = gene_modifier + exogenous_supply
E2FA,,SEEDSTICK,,"E2FA = (max(SEEDSTICK, 0.01)) * 1.0 * gene_modifier + exogenous_supply"
EC,,,,EC = gene_modifier + exogenous_supply
EIN2,,Ethylene,CTR1,"EIN2 = (max(Ethylene, 0.01)) * min(1/max(CTR1, 0.1), 10.0) * gene_modifier + exogenous_supply"
EIN3,,EIN2,,"EIN3 = (max(EIN2, 0.01)) * 1.0 * gene_modifier + exogenous_supply"
ELF3_EC,,,Temperature,"ELF3_EC = 1.0 * min(1/max(Temperature, 0.1), 10.0) * gene_modifier + exogenous_supply"
EOD1,,,DA1,"EOD1 = 1.0 * min(1/max(DA1, 0.1), 10.0) * gene_modifier + exogenous_supply"
ETR1,,,Ethylene,"ETR1 = 1.0 * min(1/max(Ethylene, 0.1), 10.0) * gene_modifier + exogenous_supply"
Endosperm_Proliferation,,"SHB1,MINI3,IKU2,Auxin,BZR1","AP2,Cytokinin,PRC2,RBR1","Endosperm_Proliferation = (max(SHB1, 0.01) * max(MINI3, 0.01) * max(IKU2, 0.01) * max(Auxin, 0.01) * max(BZR1, 0.01))^(1/5) * min(1/max(AP2 * Cytokinin * PRC2 * RBR1, 0.1), 10.0) * gene_modifier + exogenous_supply"
Ethylene,,"ACS,ACO,ACS_ACO",,"Ethylene = (max(ACS, 0.01) * max(ACO, 0.01) * max(ACS_ACO, 0.01))^(1/3) * 1.0 * gene_modifier + exogenous_supply"
FCA,,,,FCA = gene_modifier + exogenous_supply
FD,,"FT,TFL1",,"FD = (max(FT, 0.01) * max(TFL1, 0.01))^(1/2) * 1.0 * gene_modifier + exogenous_supply"
FHY1,,PHYA,,"FHY1 = (max(PHYA, 0.01)) * 1.0 * gene_modifier + exogenous_supply"
FHY3,,,Low_R_FR,"FHY3 = 1.0 * min(1/max(Low_R_FR, 0.1), 10.0) * gene_modifier + exogenous_supply"
FIE,,,,FIE = gene_modifier + exogenous_supply
FIS2,,,,FIS2 = gene_modifier + exogenous_supply
FKF1,,"Blue_Light,GI,Light",,"FKF1 = (max(Blue_Light, 0.01) * max(GI, 0.01) * max(Light, 0.01))^(1/3) * 1.0 * gene_modifier + exogenous_supply"
FLC,,"FRI,SVP","VIN3,PRC2,FCA,FPA,FLD,FVE,LD,AUT_SYN,lncCOOLAIR,LDL1,EIN3","FLC = (max(FRI, 0.01) * max(SVP, 0.01))^(1/2) * min(1/max(VIN3 * PRC2 * FCA * FPA * FLD * FVE * LD * AUT_SYN * lncCOOLAIR * LDL1 * EIN3, 0.1), 10.0) * gene_modifier + exogenous_supply"
FLD,,,,FLD = gene_modifier + exogenous_supply
FLM,,,,FLM = gene_modifier + exogenous_supply
FLOWER_INT,,FT,,"FLOWER_INT = (max(FT, 0.01)) * 1.0 * gene_modifier + exogenous_supply"
FPA,,,,FPA = gene_modifier + exogenous_supply
FRI,,,,FRI = gene_modifier + exogenous_supply
FT,,"CO,PIF4,FKF1,GI,Warm_Temperature,T6P,TPS1,Photoperiod","FLC,SVP,CDF1,AP2_TOE,FLM","FT = (max(CO, 0.01) * max(PIF4, 0.01) * max(FKF1, 0.01) * max(GI, 0.01) * max(Warm_Temperature, 0.01) * max(T6P, 0.01) * max(TPS1, 0.01) * max(Photoperiod, 0.01))^(1/8) * min(1/max(FLC * SVP * CDF1 * AP2_TOE * FLM, 0.1), 10.0) * gene_modifier + exogenous_supply"
FUL,,"FT,SPL9,SOC1",TFL1,"FUL = (max(FT, 0.01) * max(SPL9, 0.01) * max(SOC1, 0.01))^(1/3) * min(1/max(TFL1, 0.1), 10.0) * gene_modifier + exogenous_supply"
FUS3,,"ABI3,LEC2","VAL1,VAL2,PKL","FUS3 = (max(ABI3, 0.01) * max(LEC2, 0.01))^(1/2) * min(1/max(VAL1 * VAL2 * PKL, 0.1), 10.0) * gene_modifier + exogenous_supply"
FVE,,,,FVE = gene_modifier + exogenous_supply
Flowering_Time,,"AP1,LFY,SOC1,FT",TFL1,"Flowering_Time = (max(AP1, 0.01) * max(LFY, 0.01) * max(SOC1, 0.01) * max(FT, 0.01))^(1/4) * min(1/max(TFL1, 0.1), 10.0) * gene_modifier + exogenous_supply"
GA20OX1,,PIF4_5_7,"ABA,Gibberellin","GA20OX1 = (max(PIF4_5_7, 0.01)) * min(1/max(ABA * Gibberellin, 0.1), 10.0) * gene_modifier + exogenous_supply"
GA2OX,,Gibberellin,,"GA2OX = (max(Gibberellin, 0.01)) * 1.0 * gene_modifier + exogenous_supply"
GA2OX1,,ABA,,"GA2OX1 = (max(ABA, 0.01)) * 1.0 * gene_modifier + exogenous_supply"
GA3OX,,,Gibberellin,"GA3OX = 1.0 * min(1/max(Gibberellin, 0.1), 10.0) * gene_modifier + exogenous_supply"
GA3OX1,,,ABA,"GA3OX1 = 1.0 * min(1/max(ABA, 0.1), 10.0) * gene_modifier + exogenous_supply"
GA4,,"GA20OX1,GA3OX1",GA2OX1,"GA4 = (max(GA20OX1, 0.01) * max(GA3OX1, 0.01))^(1/2) * min(1/max(GA2OX1, 0.1), 10.0) * gene_modifier + exogenous_supply"
GATA23,,ARF7,IAA28,"GATA23 = (max(ARF7, 0.01)) * min(1/max(IAA28, 0.1), 10.0) * gene_modifier + exogenous_supply"
GH3,,,,GH3 = gene_modifier + exogenous_supply
GI,,PIF4,ELF3_EC,"GI = (max(PIF4, 0.01)) * min(1/max(ELF3_EC, 0.1), 10.0) * gene_modifier + exogenous_supply"
GID1,,"Gibberellin,GA4",,"GID1 = (max(Gibberellin, 0.01) * max(GA4, 0.01))^(1/2) * 1.0 * gene_modifier + exogenous_supply"
GIF1,,GRF,,"GIF1 = (max(GRF, 0.01)) * 1.0 * gene_modifier + exogenous_supply"
GPA1,,,,GPA1 = gene_modifier + exogenous_supply
GRF,,,miR396,"GRF = 1.0 * min(1/max(miR396, 0.1), 10.0) * gene_modifier + exogenous_supply"
Gibberellin,,"GA20OX1,GA3OX,Auxin",GA2OX,"Gibberellin = (max(GA20OX1, 0.01) * max(GA3OX, 0.01) * max(Auxin, 0.01))^(1/3) * min(1/max(GA2OX, 0.1), 10.0) * gene_modifier + exogenous_supply"
HB21,,"BRC1,Low_R_FR",Sucrose,"HB21 = (max(BRC1, 0.01) * max(Low_R_FR, 0.01))^(1/2) * min(1/max(Sucrose, 0.1), 10.0) * gene_modifier + exogenous_supply"
HFR1,,"FHY1,PIF5,Light",COP1_SPA,"HFR1 = (max(FHY1, 0.01) * max(PIF5, 0.01) * max(Light, 0.01))^(1/3) * min(1/max(COP1_SPA, 0.1), 10.0) * gene_modifier + exogenous_supply"
HSFA1D,,"Temperature,COP1_SPA",BIN2,"HSFA1D = (max(Temperature, 0.01) * max(COP1_SPA, 0.01))^(1/2) * min(1/max(BIN2, 0.1), 10.0) * gene_modifier + exogenous_supply"
HY5,,"BBX21,UVR8,BBX11,PHYB","Temperature,COP1_SPA,SPA1,BBX25","HY5 = (max(BBX21, 0.01) * max(UVR8, 0.01) * max(BBX11, 0.01) * max(PHYB, 0.01))^(1/4) * min(1/max(Temperature * COP1_SPA * SPA1 * BBX25, 0.1), 10.0) * gene_modifier + exogenous_supply"
HYH,,,COP1_SPA,"HYH = 1.0 * min(1/max(COP1_SPA, 0.1), 10.0) * gene_modifier + exogenous_supply"
Hypocotyl_Length,,"PIF3,PIF4,PIF5,BZR1,ARF6","HY5,DELLA,EIN3,HYH","Hypocotyl_Length = (max(PIF3, 0.01) * max(PIF4, 0.01) * max(PIF5, 0.01) * max(BZR1, 0.01) * max(ARF6, 0.01))^(1/5) * min(1/max(HY5 * DELLA * EIN3 * HYH, 0.1), 10.0) * gene_modifier + exogenous_supply"
IAA14,,,TIR1,"IAA14 = 1.0 * min(1/max(TIR1, 0.1), 10.0) * gene_modifier + exogenous_supply"
IAA19,,,TIR1,"IAA19 = 1.0 * min(1/max(TIR1, 0.1), 10.0) * gene_modifier + exogenous_supply"
IAA28,,,TIR1,"IAA28 = 1.0 * min(1/max(TIR1, 0.1), 10.0) * gene_modifier + exogenous_supply"
IKU1,,BZR1,AIF2,"IKU1 = (max(BZR1, 0.01)) * min(1/max(AIF2, 0.1), 10.0) * gene_modifier + exogenous_supply"
IKU2,,"BZR1,IKU1,SHB1,MINI3",RAV1,"IKU2 = (max(BZR1, 0.01) * max(IKU1, 0.01) * max(SHB1, 0.01) * max(MINI3, 0.01))^(1/4) * min(1/max(RAV1, 0.1), 10.0) * gene_modifier + exogenous_supply"
IPT,,"Nitrogen,Decapitation",Auxin,"IPT = (max(Nitrogen, 0.01) * max(Decapitation, 0.01))^(1/2) * min(1/max(Auxin, 0.1), 10.0) * gene_modifier + exogenous_supply"
IPT5,,,,IPT5 = gene_modifier + exogenous_supply
Integument_Growth,,"UBP15,KLUH,TTG2,GIF1,Auxin,Cell_Proliferation_Duration,ANT,SEEDSTICK","DA1,DA2,EOD1,SOD7,DPA4,AP2,ARF2","Integument_Growth = (max(UBP15, 0.01) * max(KLUH, 0.01) * max(TTG2, 0.01) * max(GIF1, 0.01) * max(Auxin, 0.01) * max(Cell_Proliferation_Duration, 0.01) * max(ANT, 0.01) * max(SEEDSTICK, 0.01))^(1/8) * min(1/max(DA1 * DA2 * EOD1 * SOD7 * DPA4 * AP2 * ARF2, 0.1), 10.0) * gene_modifier + exogenous_supply"
KLUH,,,,KLUH = gene_modifier + exogenous_supply
LAX3,,LBD,,"LAX3 = (max(LBD, 0.01)) * 1.0 * gene_modifier + exogenous_supply"
LBD,,"ARF7,ARF19,WOX11,Auxin",,"LBD = (max(ARF7, 0.01) * max(ARF19, 0.01) * max(WOX11, 0.01) * max(Auxin, 0.01))^(1/4) * 1.0 * gene_modifier + exogenous_supply"
LBO,,,,LBO = gene_modifier + exogenous_supply
LD,,,,LD = gene_modifier + exogenous_supply
LDL1,,,,LDL1 = gene_modifier + exogenous_supply
LEC1,,,"VAL1,VAL2,PKL","LEC1 = 1.0 * min(1/max(VAL1 * VAL2 * PKL, 0.1), 10.0) * gene_modifier + exogenous_supply"
LEC2,,FUS3,"VAL1,VAL2,PKL","LEC2 = (max(FUS3, 0.01)) * min(1/max(VAL1 * VAL2 * PKL, 0.1), 10.0) * gene_modifier + exogenous_supply"
LFY,,"FT,SOC1,AGL24,SPL9","DELLA,TFL1","LFY = (max(FT, 0.01) * max(SOC1, 0.01) * max(AGL24, 0.01) * max(SPL9, 0.01))^(1/4) * min(1/max(DELLA * TFL1, 0.1), 10.0) * gene_modifier + exogenous_supply"
Lateral_Root_Density,,"LBD,PLT,LAX3,PIN,ANR1,GATA23,BZR,Auxin","ARR_B,CLV1,EIN2,ABI4_5,DELLA,D14,MAX2","Lateral_Root_Density = (max(LBD, 0.01) * max(PLT, 0.01) * max(LAX3, 0.01) * max(PIN, 0.01) * max(ANR1, 0.01) * max(GATA23, 0.01) * max(BZR, 0.01) * max(Auxin, 0.01))^(1/8) * min(1/max(ARR_B * CLV1 * EIN2 * ABI4_5 * DELLA * D14 * MAX2, 0.1), 10.0) * gene_modifier + exogenous_supply"
Light,,,,Light = gene_modifier + exogenous_supply
Long_Day,,,,Long_Day = gene_modifier + exogenous_supply
Low_Nitrate,,,,Low_Nitrate = gene_modifier + exogenous_supply
Low_Phosphate,,,,Low_Phosphate = gene_modifier + exogenous_supply
Low_R_FR,,,,Low_R_FR = gene_modifier + exogenous_supply
MAX1,,,Gibberellin,"MAX1 = 1.0 * min(1/max(Gibberellin, 0.1), 10.0) * gene_modifier + exogenous_supply"
MAX2,,D14,Sucrose,"MAX2 = (max(D14, 0.01)) * min(1/max(Sucrose, 0.1), 10.0) * gene_modifier + exogenous_supply"
MAX3,,,,MAX3 = gene_modifier + exogenous_supply
MAX4,,,,MAX4 = gene_modifier + exogenous_supply
MEA,,,,MEA = gene_modifier + exogenous_supply
MINI3,,"SHB1,IKU1","RAV1,AIF2","MINI3 = (max(SHB1, 0.01) * max(IKU1, 0.01))^(1/2) * min(1/max(RAV1 * AIF2, 0.1), 10.0) * gene_modifier + exogenous_supply"
MSI1,,,,MSI1 = gene_modifier + exogenous_supply
NCED3,,"HB21,Low_R_FR",,"NCED3 = (max(HB21, 0.01) * max(Low_R_FR, 0.01))^(1/2) * 1.0 * gene_modifier + exogenous_supply"
NLP7,,CHL1,,"NLP7 = (max(CHL1, 0.01)) * 1.0 * gene_modifier + exogenous_supply"
Nitrogen,,,,Nitrogen = gene_modifier + exogenous_supply
Ovule_size,,"ANT,Cytokinin,Cell_Proliferation,SEUSS",,"Ovule_size = (max(ANT, 0.01) * max(Cytokinin, 0.01) * max(Cell_Proliferation, 0.01) * max(SEUSS, 0.01))^(1/4) * 1.0 * gene_modifier + exogenous_supply"
PAR1,,,,PAR1 = gene_modifier + exogenous_supply
PGP10,,,,PGP10 = gene_modifier + exogenous_supply
PHYA,,Light,,"PHYA = (max(Light, 0.01)) * 1.0 * gene_modifier + exogenous_supply"
PHYB,,Light,,"PHYB = (max(Light, 0.01)) * 1.0 * gene_modifier + exogenous_supply"
PIF3,,"DET1,EIN3","PHYB,DELLA,BIN2","PIF3 = (max(DET1, 0.01) * max(EIN3, 0.01))^(1/2) * min(1/max(PHYB * DELLA * BIN2, 0.1), 10.0) * gene_modifier + exogenous_supply"
PIF4,,"Warm_Temperature,DET1,BZR1,HSFA1D","DELLA,GI,PHYB,CRY1,HFR1,ELF3_EC,TOC1","PIF4 = (max(Warm_Temperature, 0.01) * max(DET1, 0.01) * max(BZR1, 0.01) * max(HSFA1D, 0.01))^(1/4) * min(1/max(DELLA * GI * PHYB * CRY1 * HFR1 * ELF3_EC * TOC1, 0.1), 10.0) * gene_modifier + exogenous_supply"
PIF4_5_7,,Temperature,"PHYB,HFR1,PAR1,DELLA,EC","PIF4_5_7 = (max(Temperature, 0.01)) * min(1/max(PHYB * HFR1 * PAR1 * DELLA * EC, 0.1), 10.0) * gene_modifier + exogenous_supply"
PIF5,,DET1,"UVR8,PHYB,ELF3_EC","PIF5 = (max(DET1, 0.01)) * min(1/max(UVR8 * PHYB * ELF3_EC, 0.1), 10.0) * gene_modifier + exogenous_supply"
PIF7,,PIF4,"PHYB,CRY1","PIF7 = (max(PIF4, 0.01)) * min(1/max(PHYB * CRY1, 0.1), 10.0) * gene_modifier + exogenous_supply"
PIN,,PLT,,"PIN = (max(PLT, 0.01)) * 1.0 * gene_modifier + exogenous_supply"
PIN1,,"SMXL678,Auxin,Cytokinin,CAMEL,Sucrose",,"PIN1 = (max(SMXL678, 0.01) * max(Auxin, 0.01) * max(Cytokinin, 0.01) * max(CAMEL, 0.01) * max(Sucrose, 0.01))^(1/5) * 1.0 * gene_modifier + exogenous_supply"
PIN3,,"Cytokinin,Nitrogen",BRC1,"PIN3 = (max(Cytokinin, 0.01) * max(Nitrogen, 0.01))^(1/2) * min(1/max(BRC1, 0.1), 10.0) * gene_modifier + exogenous_supply"
PKL,,"VAL1,VAL2",,"PKL = (max(VAL1, 0.01) * max(VAL2, 0.01))^(1/2) * 1.0 * gene_modifier + exogenous_supply"
PLT,,"ARF7,ARF19",,"PLT = (max(ARF7, 0.01) * max(ARF19, 0.01))^(1/2) * 1.0 * gene_modifier + exogenous_supply"
PP2A,,,,PP2A = gene_modifier + exogenous_supply
PRC2,,"MEA,FIS2,FIE,MSI1","BZR1,Auxin","PRC2 = (max(MEA, 0.01) * max(FIS2, 0.01) * max(FIE, 0.01) * max(MSI1, 0.01))^(1/4) * min(1/max(BZR1 * Auxin, 0.1), 10.0) * gene_modifier + exogenous_supply"
PYL,,ABA,,"PYL = (max(ABA, 0.01)) * 1.0 * gene_modifier + exogenous_supply"
PYL8,,ABA,,"PYL8 = (max(ABA, 0.01)) * 1.0 * gene_modifier + exogenous_supply"
