node,node_type,activators,inhibitors,formula
Auxin,,"TAA1,YUC8,TAR2,YUC4,AUX1,YUC_TAA,YUC10,YUC11,TAR1,PGP10","GH3,DAO1,Decapitation","Auxin = prod(f(TAA1, YUC8, TAR2, YUC4, AUX1, YUC_TAA, YUC10, YUC11, TAR1, PGP10)) * prod(g(GH3, DAO1, Decapitation)) * gene_modifier + exogenous"
BAK1,,,,BAK1 = 1.0 * 1.0 * gene_modifier + exogenous
BAS1,,PHYB,,BAS1 = prod(f(PHYB)) * 1.0 * gene_modifier + exogenous
BBX11,,"PHYB,CRY1,BBX21",,"BBX11 = prod(f(PHYB, CRY1, BBX21)) * 1.0 * gene_modifier + exogenous"
BBX21,,,COP1_SPA,BBX21 = 1.0 * prod(g(COP1_SPA)) * gene_modifier + exogenous
BBX25,,,COP1_SPA,BBX25 = 1.0 * prod(g(COP1_SPA)) * gene_modifier + exogenous
BES1,,,MAX2,BES1 = 1.0 * prod(g(MAX2)) * gene_modifier + exogenous
BIN2,,,"COP1_SPA,BRI1,BAK1,SPA1,BSU1","BIN2 = 1.0 * prod(g(COP1_SPA, BRI1, BAK1, SPA1, BSU1)) * gene_modifier + exogenous"
BPC1,,,,BPC1 = 1.0 * 1.0 * gene_modifier + exogenous
BRC1,,"Low_R_FR,SPL9,Auxin","SMXL678,Cytokinin,BES1,FT,Sucrose,TIE1,Decapitation,PHYB","BRC1 = prod(f(Low_R_FR, SPL9, Auxin)) * prod(g(SMXL678, Cytokinin, BES1, FT, Sucrose, TIE1, Decapitation, PHYB)) * gene_modifier + exogenous"
BRI1,,Brassinosteroid,,BRI1 = prod(f(Brassinosteroid)) * 1.0 * gene_modifier + exogenous
BR_SYN,,,BZR_BES,BR_SYN = 1.0 * prod(g(BZR_BES)) * gene_modifier + exogenous
BSU1,,"BRI1,BAK1",,"BSU1 = prod(f(BRI1, BAK1)) * 1.0 * gene_modifier + exogenous"
BZR,,,BIN2,BZR = 1.0 * prod(g(BIN2)) * gene_modifier + exogenous
BZR1,,PP2A,"BIN2,DELLA","BZR1 = prod(f(PP2A)) * prod(g(BIN2, DELLA)) * gene_modifier + exogenous"
BZR_BES,,"PP2A,BZR1","DELLA,BIN2,MAX2","BZR_BES = prod(f(PP2A, BZR1)) * prod(g(DELLA, BIN2, MAX2)) * gene_modifier + exogenous"
Blue_Light,,,,Blue_Light = 1.0 * 1.0 * gene_modifier + exogenous
Brassinosteroid,,"DET2,DWF4,CPD,BR_SYN","BAS1,SOB7","Brassinosteroid = prod(f(DET2, DWF4, CPD, BR_SYN)) * prod(g(BAS1, SOB7)) * gene_modifier + exogenous"
CAMEL,,Auxin,,CAMEL = prod(f(Auxin)) * 1.0 * gene_modifier + exogenous
CCD7,,Auxin,,CCD7 = prod(f(Auxin)) * 1.0 * gene_modifier + exogenous
CCD8,,Auxin,,CCD8 = prod(f(Auxin)) * 1.0 * gene_modifier + exogenous
CDF1,,,"FKF1,GI","CDF1 = 1.0 * prod(g(FKF1, GI)) * gene_modifier + exogenous"
CHL1,,,,CHL1 = 1.0 * 1.0 * gene_modifier + exogenous
CKX2,,MINI3,PRC2,CKX2 = prod(f(MINI3)) * prod(g(PRC2)) * gene_modifier + exogenous
CKX3,,Cytokinin,,CKX3 = prod(f(Cytokinin)) * 1.0 * gene_modifier + exogenous
CKX5,,,,CKX5 = 1.0 * 1.0 * gene_modifier + exogenous
CKX9,,Strigolactone,,CKX9 = prod(f(Strigolactone)) * 1.0 * gene_modifier + exogenous
CLE,,Low_Nitrate,,CLE = prod(f(Low_Nitrate)) * 1.0 * gene_modifier + exogenous
CLV1,,CLE,,CLV1 = prod(f(CLE)) * 1.0 * gene_modifier + exogenous
CO,,"Long_Day,GI,FKF1,PHYA","CDF1,DELLA,PHYB,ZTL","CO = prod(f(Long_Day, GI, FKF1, PHYA)) * prod(g(CDF1, DELLA, PHYB, ZTL)) * gene_modifier + exogenous"
COP1_SPA,,SPA1,"PHYB,PHYA,CRY1,CRY2,UVR8","COP1_SPA = prod(f(SPA1)) * prod(g(PHYB, PHYA, CRY1, CRY2, UVR8)) * gene_modifier + exogenous"
CPD,,,,CPD = 1.0 * 1.0 * gene_modifier + exogenous
CRY1,,Light,,CRY1 = prod(f(Light)) * 1.0 * gene_modifier + exogenous
CRY2,,Light,,CRY2 = prod(f(Light)) * 1.0 * gene_modifier + exogenous
CTR1,,ETR1,Ethylene,CTR1 = prod(f(ETR1)) * prod(g(Ethylene)) * gene_modifier + exogenous
CYP707A,,,,CYP707A = 1.0 * 1.0 * gene_modifier + exogenous
Cell_Proliferation,,"GRF,E2FA,TCP14",,"Cell_Proliferation = prod(f(GRF, E2FA, TCP14)) * 1.0 * gene_modifier + exogenous"
Cell_Proliferation_Duration,,AGG3,,Cell_Proliferation_Duration = prod(f(AGG3)) * 1.0 * gene_modifier + exogenous
Cold,,,,Cold = 1.0 * 1.0 * gene_modifier + exogenous
Cold_Vernalization,,,,Cold_Vernalization = 1.0 * 1.0 * gene_modifier + exogenous
Cytokinin,,"IPT5,IPT,Sucrose","CKX2,CKX3,CKX5,AHP6,CKX9","Cytokinin = prod(f(IPT5, IPT, Sucrose)) * prod(g(CKX2, CKX3, CKX5, AHP6, CKX9)) * gene_modifier + exogenous"
D14,,Strigolactone,D14,D14 = prod(f(Strigolactone)) * prod(g(D14)) * gene_modifier + exogenous
D27,,,,D27 = 1.0 * 1.0 * gene_modifier + exogenous
DA1,,"DA2,EOD1",Cytokinin,"DA1 = prod(f(DA2, EOD1)) * prod(g(Cytokinin)) * gene_modifier + exogenous"
DA2,,,DA1,DA2 = 1.0 * prod(g(DA1)) * gene_modifier + exogenous
DAO1,,,,DAO1 = 1.0 * 1.0 * gene_modifier + exogenous
DELLA,,"ABA,SPY","GID1,SLY1,Gibberellin","DELLA = prod(f(ABA, SPY)) * prod(g(GID1, SLY1, Gibberellin)) * gene_modifier + exogenous"
DET1,,,,DET1 = 1.0 * 1.0 * gene_modifier + exogenous
DET2,,,,DET2 = 1.0 * 1.0 * gene_modifier + exogenous
DPA4,,,,DPA4 = 1.0 * 1.0 * gene_modifier + exogenous
DWF4,,,BZR1,DWF4 = 1.0 * prod(g(BZR1)) * gene_modifier + exogenous
Decapitation,,,,Decapitation = 1.0 * 1.0 * gene_modifier + exogenous
E2FA,,SEEDSTICK,,E2FA = prod(f(SEEDSTICK)) * 1.0 * gene_modifier + exogenous
EC,,,,EC = 1.0 * 1.0 * gene_modifier + exogenous
EIN2,,Ethylene,CTR1,EIN2 = prod(f(Ethylene)) * prod(g(CTR1)) * gene_modifier + exogenous
EIN3,,EIN2,,EIN3 = prod(f(EIN2)) * 1.0 * gene_modifier + exogenous
ELF3_EC,,,Temperature,ELF3_EC = 1.0 * prod(g(Temperature)) * gene_modifier + exogenous
EOD1,,,DA1,EOD1 = 1.0 * prod(g(DA1)) * gene_modifier + exogenous
ETR1,,,Ethylene,ETR1 = 1.0 * prod(g(Ethylene)) * gene_modifier + exogenous
Endosperm_Proliferation,,"SHB1,MINI3,IKU2,Auxin,BZR1","AP2,Cytokinin,PRC2,RBR1","Endosperm_Proliferation = prod(f(SHB1, MINI3, IKU2, Auxin, BZR1)) * prod(g(AP2, Cytokinin, PRC2, RBR1)) * gene_modifier + exogenous"
Ethylene,,"ACS,ACO,ACS_ACO",,"Ethylene = prod(f(ACS, ACO, ACS_ACO)) * 1.0 * gene_modifier + exogenous"
FCA,,,,FCA = 1.0 * 1.0 * gene_modifier + exogenous
FD,,"FT,TFL1",,"FD = prod(f(FT, TFL1)) * 1.0 * gene_modifier + exogenous"
FHY1,,PHYA,,FHY1 = prod(f(PHYA)) * 1.0 * gene_modifier + exogenous
FHY3,,,Low_R_FR,FHY3 = 1.0 * prod(g(Low_R_FR)) * gene_modifier + exogenous
FIE,,,,FIE = 1.0 * 1.0 * gene_modifier + exogenous
FIS2,,,,FIS2 = 1.0 * 1.0 * gene_modifier + exogenous
FKF1,,"Blue_Light,GI,Light",,"FKF1 = prod(f(Blue_Light, GI, Light)) * 1.0 * gene_modifier + exogenous"
FLC,,"FRI,SVP","VIN3,PRC2,FCA,FPA,FLD,FVE,LD,AUT_SYN,lncCOOLAIR,LDL1,EIN3","FLC = prod(f(FRI, SVP)) * prod(g(VIN3, PRC2, FCA, FPA, FLD, FVE, LD, AUT_SYN, lncCOOLAIR, LDL1, EIN3)) * gene_modifier + exogenous"
FLD,,,,FLD = 1.0 * 1.0 * gene_modifier + exogenous
FLM,,,,FLM = 1.0 * 1.0 * gene_modifier + exogenous
FLOWER_INT,,FT,,FLOWER_INT = prod(f(FT)) * 1.0 * gene_modifier + exogenous
FPA,,,,FPA = 1.0 * 1.0 * gene_modifier + exogenous
FRI,,,,FRI = 1.0 * 1.0 * gene_modifier + exogenous
FT,,"CO,PIF4,FKF1,GI,Warm_Temperature,T6P,TPS1,Photoperiod","FLC,SVP,CDF1,AP2_TOE,FLM","FT = prod(f(CO, PIF4, FKF1, GI, Warm_Temperature, T6P, TPS1, Photoperiod)) * prod(g(FLC, SVP, CDF1, AP2_TOE, FLM)) * gene_modifier + exogenous"
FUL,,"FT,SPL9,SOC1",TFL1,"FUL = prod(f(FT, SPL9, SOC1)) * prod(g(TFL1)) * gene_modifier + exogenous"
FUS3,,"ABI3,LEC2","VAL1,VAL2,PKL","FUS3 = prod(f(ABI3, LEC2)) * prod(g(VAL1, VAL2, PKL)) * gene_modifier + exogenous"
FVE,,,,FVE = 1.0 * 1.0 * gene_modifier + exogenous
Flowering_Time,,"AP1,LFY,SOC1,FT",TFL1,"Flowering_Time = prod(f(AP1, LFY, SOC1, FT)) * prod(g(TFL1)) * gene_modifier + exogenous"
GA20OX1,,PIF4_5_7,"ABA,Gibberellin","GA20OX1 = prod(f(PIF4_5_7)) * prod(g(ABA, Gibberellin)) * gene_modifier + exogenous"
GA2OX,,Gibberellin,,GA2OX = prod(f(Gibberellin)) * 1.0 * gene_modifier + exogenous
GA2OX1,,ABA,,GA2OX1 = prod(f(ABA)) * 1.0 * gene_modifier + exogenous
GA3OX,,,Gibberellin,GA3OX = 1.0 * prod(g(Gibberellin)) * gene_modifier + exogenous
GA3OX1,,,ABA,GA3OX1 = 1.0 * prod(g(ABA)) * gene_modifier + exogenous
GA4,,"GA20OX1,GA3OX1",GA2OX1,"GA4 = prod(f(GA20OX1, GA3OX1)) * prod(g(GA2OX1)) * gene_modifier + exogenous"
GATA23,,ARF7,IAA28,GATA23 = prod(f(ARF7)) * prod(g(IAA28)) * gene_modifier + exogenous
GH3,,,,GH3 = 1.0 * 1.0 * gene_modifier + exogenous
GI,,PIF4,ELF3_EC,GI = prod(f(PIF4)) * prod(g(ELF3_EC)) * gene_modifier + exogenous
GID1,,"Gibberellin,GA4",,"GID1 = prod(f(Gibberellin, GA4)) * 1.0 * gene_modifier + exogenous"
GIF1,,GRF,,GIF1 = prod(f(GRF)) * 1.0 * gene_modifier + exogenous
GPA1,,,,GPA1 = 1.0 * 1.0 * gene_modifier + exogenous
GRF,,,miR396,GRF = 1.0 * prod(g(miR396)) * gene_modifier + exogenous
Gibberellin,,"GA20OX1,GA3OX,Auxin",GA2OX,"Gibberellin = prod(f(GA20OX1, GA3OX, Auxin)) * prod(g(GA2OX)) * gene_modifier + exogenous"
HB21,,"BRC1,Low_R_FR",Sucrose,"HB21 = prod(f(BRC1, Low_R_FR)) * prod(g(Sucrose)) * gene_modifier + exogenous"
HFR1,,"FHY1,PIF5,Light",COP1_SPA,"HFR1 = prod(f(FHY1, PIF5, Light)) * prod(g(COP1_SPA)) * gene_modifier + exogenous"
HSFA1D,,"Temperature,COP1_SPA",BIN2,"HSFA1D = prod(f(Temperature, COP1_SPA)) * prod(g(BIN2)) * gene_modifier + exogenous"
HY5,,"BBX21,UVR8,BBX11,PHYB","Temperature,COP1_SPA,SPA1,BBX25","HY5 = prod(f(BBX21, UVR8, BBX11, PHYB)) * prod(g(Temperature, COP1_SPA, SPA1, BBX25)) * gene_modifier + exogenous"
HYH,,,COP1_SPA,HYH = 1.0 * prod(g(COP1_SPA)) * gene_modifier + exogenous
Hypocotyl_Length,,"PIF3,PIF4,PIF5,BZR1,ARF6","HY5,DELLA,EIN3,HYH","Hypocotyl_Length = prod(f(PIF3, PIF4, PIF5, BZR1, ARF6)) * prod(g(HY5, DELLA, EIN3, HYH)) * gene_modifier + exogenous"
IAA14,,,TIR1,IAA14 = 1.0 * prod(g(TIR1)) * gene_modifier + exogenous
IAA19,,,TIR1,IAA19 = 1.0 * prod(g(TIR1)) * gene_modifier + exogenous
IAA28,,,TIR1,IAA28 = 1.0 * prod(g(TIR1)) * gene_modifier + exogenous
IKU1,,BZR1,AIF2,IKU1 = prod(f(BZR1)) * prod(g(AIF2)) * gene_modifier + exogenous
IKU2,,"BZR1,IKU1,SHB1,MINI3",RAV1,"IKU2 = prod(f(BZR1, IKU1, SHB1, MINI3)) * prod(g(RAV1)) * gene_modifier + exogenous"
IPT,,"Nitrogen,Decapitation",Auxin,"IPT = prod(f(Nitrogen, Decapitation)) * prod(g(Auxin)) * gene_modifier + exogenous"
IPT5,,,,IPT5 = 1.0 * 1.0 * gene_modifier + exogenous
Integument_Growth,,"UBP15,KLUH,TTG2,GIF1,Auxin,Cell_Proliferation_Duration,ANT,SEEDSTICK","DA1,DA2,EOD1,SOD7,DPA4,AP2,ARF2","Integument_Growth = prod(f(UBP15, KLUH, TTG2, GIF1, Auxin, Cell_Proliferation_Duration, ANT, SEEDSTICK)) * prod(g(DA1, DA2, EOD1, SOD7, DPA4, AP2, ARF2)) * gene_modifier + exogenous"
KLUH,,,,KLUH = 1.0 * 1.0 * gene_modifier + exogenous
LAX3,,LBD,,LAX3 = prod(f(LBD)) * 1.0 * gene_modifier + exogenous
LBD,,"ARF7,ARF19,WOX11,Auxin",,"LBD = prod(f(ARF7, ARF19, WOX11, Auxin)) * 1.0 * gene_modifier + exogenous"
LBO,,,,LBO = 1.0 * 1.0 * gene_modifier + exogenous
LD,,,,LD = 1.0 * 1.0 * gene_modifier + exogenous
LDL1,,,,LDL1 = 1.0 * 1.0 * gene_modifier + exogenous
LEC1,,,"VAL1,VAL2,PKL","LEC1 = 1.0 * prod(g(VAL1, VAL2, PKL)) * gene_modifier + exogenous"
LEC2,,FUS3,"VAL1,VAL2,PKL","LEC2 = prod(f(FUS3)) * prod(g(VAL1, VAL2, PKL)) * gene_modifier + exogenous"
LFY,,"FT,SOC1,AGL24,SPL9","DELLA,TFL1","LFY = prod(f(FT, SOC1, AGL24, SPL9)) * prod(g(DELLA, TFL1)) * gene_modifier + exogenous"
Lateral_Root_Density,,"LBD,PLT,LAX3,PIN,ANR1,GATA23,BZR,Auxin","ARR_B,CLV1,EIN2,ABI4_5,DELLA,D14,MAX2","Lateral_Root_Density = prod(f(LBD, PLT, LAX3, PIN, ANR1, GATA23, BZR, Auxin)) * prod(g(ARR_B, CLV1, EIN2, ABI4_5, DELLA, D14, MAX2)) * gene_modifier + exogenous"
Light,,,,Light = 1.0 * 1.0 * gene_modifier + exogenous
Long_Day,,,,Long_Day = 1.0 * 1.0 * gene_modifier + exogenous
Low_Nitrate,,,,Low_Nitrate = 1.0 * 1.0 * gene_modifier + exogenous
Low_Phosphate,,,,Low_Phosphate = 1.0 * 1.0 * gene_modifier + exogenous
Low_R_FR,,,,Low_R_FR = 1.0 * 1.0 * gene_modifier + exogenous
MAX1,,,Gibberellin,MAX1 = 1.0 * prod(g(Gibberellin)) * gene_modifier + exogenous
MAX2,,D14,Sucrose,MAX2 = prod(f(D14)) * prod(g(Sucrose)) * gene_modifier + exogenous
MAX3,,,,MAX3 = 1.0 * 1.0 * gene_modifier + exogenous
MAX4,,,,MAX4 = 1.0 * 1.0 * gene_modifier + exogenous
MEA,,,,MEA = 1.0 * 1.0 * gene_modifier + exogenous
MINI3,,"SHB1,IKU1","RAV1,AIF2","MINI3 = prod(f(SHB1, IKU1)) * prod(g(RAV1, AIF2)) * gene_modifier + exogenous"
MSI1,,,,MSI1 = 1.0 * 1.0 * gene_modifier + exogenous
NCED3,,"HB21,Low_R_FR",,"NCED3 = prod(f(HB21, Low_R_FR)) * 1.0 * gene_modifier + exogenous"
NLP7,,CHL1,,NLP7 = prod(f(CHL1)) * 1.0 * gene_modifier + exogenous
Nitrogen,,,,Nitrogen = 1.0 * 1.0 * gene_modifier + exogenous
Ovule_size,,"ANT,Cytokinin,Cell_Proliferation,SEUSS",,"Ovule_size = prod(f(ANT, Cytokinin, Cell_Proliferation, SEUSS)) * 1.0 * gene_modifier + exogenous"
PAR1,,,,PAR1 = 1.0 * 1.0 * gene_modifier + exogenous
PGP10,,,,PGP10 = 1.0 * 1.0 * gene_modifier + exogenous
PHYA,,Light,,PHYA = prod(f(Light)) * 1.0 * gene_modifier + exogenous
PHYB,,Light,,PHYB = prod(f(Light)) * 1.0 * gene_modifier + exogenous
PIF3,,"DET1,EIN3","PHYB,DELLA,BIN2","PIF3 = prod(f(DET1, EIN3)) * prod(g(PHYB, DELLA, BIN2)) * gene_modifier + exogenous"
PIF4,,"Warm_Temperature,DET1,BZR1,HSFA1D","DELLA,GI,PHYB,CRY1,HFR1,ELF3_EC,TOC1","PIF4 = prod(f(Warm_Temperature, DET1, BZR1, HSFA1D)) * prod(g(DELLA, GI, PHYB, CRY1, HFR1, ELF3_EC, TOC1)) * gene_modifier + exogenous"
PIF4_5_7,,Temperature,"PHYB,HFR1,PAR1,DELLA,EC","PIF4_5_7 = prod(f(Temperature)) * prod(g(PHYB, HFR1, PAR1, DELLA, EC)) * gene_modifier + exogenous"
PIF5,,DET1,"UVR8,PHYB,ELF3_EC","PIF5 = prod(f(DET1)) * prod(g(UVR8, PHYB, ELF3_EC)) * gene_modifier + exogenous"
PIF7,,PIF4,"PHYB,CRY1","PIF7 = prod(f(PIF4)) * prod(g(PHYB, CRY1)) * gene_modifier + exogenous"
PIN,,PLT,,PIN = prod(f(PLT)) * 1.0 * gene_modifier + exogenous
PIN1,,"SMXL678,Auxin,Cytokinin,CAMEL,Sucrose",,"PIN1 = prod(f(SMXL678, Auxin, Cytokinin, CAMEL, Sucrose)) * 1.0 * gene_modifier + exogenous"
PIN3,,"Cytokinin,Nitrogen",BRC1,"PIN3 = prod(f(Cytokinin, Nitrogen)) * prod(g(BRC1)) * gene_modifier + exogenous"
PKL,,"VAL1,VAL2",,"PKL = prod(f(VAL1, VAL2)) * 1.0 * gene_modifier + exogenous"
PLT,,"ARF7,ARF19",,"PLT = prod(f(ARF7, ARF19)) * 1.0 * gene_modifier + exogenous"
PP2A,,,,PP2A = 1.0 * 1.0 * gene_modifier + exogenous
PRC2,,"MEA,FIS2,FIE,MSI1","BZR1,Auxin","PRC2 = prod(f(MEA, FIS2, FIE, MSI1)) * prod(g(BZR1, Auxin)) * gene_modifier + exogenous"
PYL,,ABA,,PYL = prod(f(ABA)) * 1.0 * gene_modifier + exogenous
PYL8,,ABA,,PYL8 = prod(f(ABA)) * 1.0 * gene_modifier + exogenous
Photoperiod,,,,Photoperiod = 1.0 * 1.0 * gene_modifier + exogenous
Plant_Height,,"BZR_BES,ARF6_7_8,ARR1,PIF4_5_7,Strigolactone","SPL9,DELLA,EIN3,ABI5,FLOWER_INT,HY5,BIN2","Plant_Height = prod(f(BZR_BES, ARF6_7_8, ARR1, PIF4_5_7, Strigolactone)) * prod(g(SPL9, DELLA, EIN3, ABI5, FLOWER_INT, HY5, BIN2)) * gene_modifier + exogenous"
RAV1,,,BZR1,RAV1 = 1.0 * prod(g(BZR1)) * gene_modifier + exogenous
RBR1,,,,RBR1 = 1.0 * 1.0 * gene_modifier + exogenous
SEEDSTICK,,BPC1,ARF2,SEEDSTICK = prod(f(BPC1)) * prod(g(ARF2)) * gene_modifier + exogenous
SEUSS,,,,SEUSS = 1.0 * 1.0 * gene_modifier + exogenous
SHB1,,BZR1,"ABI5,AIF2","SHB1 = prod(f(BZR1)) * prod(g(ABI5, AIF2)) * gene_modifier + exogenous"
SLY1,,,,SLY1 = 1.0 * 1.0 * gene_modifier + exogenous
SL_SYN,,,,SL_SYN = 1.0 * 1.0 * gene_modifier + exogenous
SMXL678,,FHY3,"D14,MAX2","SMXL678 = prod(f(FHY3)) * prod(g(D14, MAX2)) * gene_modifier + exogenous"
SNRK2,,,ABI1,SNRK2 = 1.0 * prod(g(ABI1)) * gene_modifier + exogenous
SOB7,,,,SOB7 = 1.0 * 1.0 * gene_modifier + exogenous
SOC1,,"FT,FD,SPL9","FLC,SVP,DELLA,AP2,TFL1","SOC1 = prod(f(FT, FD, SPL9)) * prod(g(FLC, SVP, DELLA, AP2, TFL1)) * gene_modifier + exogenous"
SOD7,,,,SOD7 = 1.0 * 1.0 * gene_modifier + exogenous
SPA1,,,,SPA1 = 1.0 * 1.0 * gene_modifier + exogenous
SPL9,,,"DELLA,miR156,SMXL678,FHY3","SPL9 = 1.0 * prod(g(DELLA, miR156, SMXL678, FHY3)) * gene_modifier + exogenous"
SPY,,,,SPY = 1.0 * 1.0 * gene_modifier + exogenous
SVP,,,"Warm_Temperature,FCA,FVE,SOC1","SVP = 1.0 * prod(g(Warm_Temperature, FCA, FVE, SOC1)) * gene_modifier + exogenous"
Seed_Size,,"Integument_Growth,Endosperm_Proliferation,Ovule_size,GIF1,Storage_reserves","ABA,ABI5","Seed_Size = prod(f(Integument_Growth, Endosperm_Proliferation, Ovule_size, GIF1, Storage_reserves)) * prod(g(ABA, ABI5)) * gene_modifier + exogenous"
Shoot_Branching,,"Cytokinin,PIN1,PIN3,T6P,Sucrose","BRC1,ABA,ARR1","Shoot_Branching = prod(f(Cytokinin, PIN1, PIN3, T6P, Sucrose)) * prod(g(BRC1, ABA, ARR1)) * gene_modifier + exogenous"
Storage_reserves,,"LEC1,LEC2,FUS3,ABI3",,"Storage_reserves = prod(f(LEC1, LEC2, FUS3, ABI3)) * 1.0 * gene_modifier + exogenous"
Strigolactone,,"MAX1,MAX3,MAX4,SL_SYN,CCD7,CCD8,D27,LBO","Decapitation,Sucrose,Nitrogen","Strigolactone = prod(f(MAX1, MAX3, MAX4, SL_SYN, CCD7, CCD8, D27, LBO)) * prod(g(Decapitation, Sucrose, Nitrogen)) * gene_modifier + exogenous"
Sucrose,,Decapitation,,Sucrose = prod(f(Decapitation)) * 1.0 * gene_modifier + exogenous
T6P,,"Sucrose,TPS1",,"T6P = prod(f(Sucrose, TPS1)) * 1.0 * gene_modifier + exogenous"
TAA1,,PIF4,,TAA1 = prod(f(PIF4)) * 1.0 * gene_modifier + exogenous
TAR1,,,PRC2,TAR1 = 1.0 * prod(g(PRC2)) * gene_modifier + exogenous
TAR2,,Low_Nitrate,CHL1,TAR2 = prod(f(Low_Nitrate)) * prod(g(CHL1)) * gene_modifier + exogenous
TCP14,,,,TCP14 = 1.0 * 1.0 * gene_modifier + exogenous
TFL1,,,AP1,TFL1 = 1.0 * prod(g(AP1)) * gene_modifier + exogenous
TIE1,,ARR1,,TIE1 = prod(f(ARR1)) * 1.0 * gene_modifier + exogenous
TIR1,,"Auxin,Low_Phosphate",,"TIR1 = prod(f(Auxin, Low_Phosphate)) * 1.0 * gene_modifier + exogenous"
TOC1,,,,TOC1 = 1.0 * 1.0 * gene_modifier + exogenous
TPS1,,,,TPS1 = 1.0 * 1.0 * gene_modifier + exogenous
TTG2,,,,TTG2 = 1.0 * 1.0 * gene_modifier + exogenous
Temperature,,,,Temperature = 1.0 * 1.0 * gene_modifier + exogenous
UBP15,,,DA1,UBP15 = 1.0 * prod(g(DA1)) * gene_modifier + exogenous
UVR8,,Light,,UVR8 = prod(f(Light)) * 1.0 * gene_modifier + exogenous
VAL1,,,,VAL1 = 1.0 * 1.0 * gene_modifier + exogenous
VAL2,,,,VAL2 = 1.0 * 1.0 * gene_modifier + exogenous
VIN3,,"Cold,Vernalization,Cold_Vernalization",,"VIN3 = prod(f(Cold, Vernalization, Cold_Vernalization)) * 1.0 * gene_modifier + exogenous"
