network,edge_id,source,target,sign,confidence,in_model,n_papers,dois
Merged Arabidopsis,ME051,ARF6_7_8,Plant_Height,1,MEDIUM,True,1,10.3389/fpls.2019.00914
Merged Arabidopsis,ME052,ARF7,GATA23,1,MEDIUM,True,1,10.1101/cshperspect.a039941
Merged Arabidopsis,ME053,ARF7,LBD,1,MEDIUM,True,1,10.1105/tpc.106.047761
Merged Arabidopsis,ME054,ARF7,PLT,1,MEDIUM,True,1,10.1073/pnas.1714410114
Merged Arabidopsis,ME055,ARR1,Plant_Height,1,MEDIUM,True,1,10.1199/tab.0168
Merged Arabidopsis,ME056,ARR1,Shoot_Branching,-1,MEDIUM,True,1,10.1104/pp.17.01691
Merged Arabidopsis,ME057,ARR1,TIE1,1,MEDIUM,True,1,10.1126/sciadv.abn5057
Merged Arabidopsis,ME058,ARR_B,Lateral_Root_Density,-1,MEDIUM,True,1,10.3390/ijms20030486
Merged Arabidopsis,ME059,AUT_SYN,FLC,-1,MEDIUM,True,2,10.1093/emboj/cdg305; 10.1104/pp.19.01009
Merged Arabidopsis,ME060,AUX1,Auxin,1,MEDIUM,True,1,10.1101/cshperspect.a039933
Merged Arabidopsis,ME061,AUX_IAA,ARF6,-1,MEDIUM,True,1,10.1104/pp.18.00718
Merged Arabidopsis,ME062,Auxin,BRC1,1,MEDIUM,True,1,10.1016/j.xplc.2019.100014
Merged Arabidopsis,ME063,Auxin,CAMEL,1,MEDIUM,True,1,10.1126/science.aba3178
Merged Arabidopsis,ME064,Auxin,CCD7,1,MEDIUM,True,10,10.1104/pp.108.134783; 10.1104/pp.109.137646; 10.1371/journal.pgen.1007089; authors; claim; doi; evidence_sentence; journal; title; year
Merged Arabidopsis,ME065,Auxin,CCD8,1,MEDIUM,True,10,10.1104/pp.108.134783; 10.1104/pp.109.137646; 10.1371/journal.pgen.1007089; authors; claim; doi; evidence_sentence; journal; title; year
Merged Arabidopsis,ME066,Auxin,Endosperm_Proliferation,1,MEDIUM,True,1,10.1007/s00497-024-00516-8
Merged Arabidopsis,ME067,Auxin,Gibberellin,1,MEDIUM,True,7,authors; claim; doi; evidence_sentence; journal; title; year
Merged Arabidopsis,ME068,Auxin,IPT,-1,MEDIUM,True,8,10.1199/tab.0168; authors; claim; doi; evidence_sentence; journal; title; year
Merged Arabidopsis,ME069,Auxin,Integument_Growth,1,MEDIUM,True,1,10.7554/eLife.20542
Merged Arabidopsis,ME070,Auxin,PIN1,1,MEDIUM,True,2,10.1016/j.xplc.2019.100014; 10.1093/jxb/eraf027
Merged Arabidopsis,ME071,Auxin,PRC2,-1,MEDIUM,True,1,10.7554/eLife.20542
Merged Arabidopsis,ME072,Auxin,TIR1,1,MEDIUM,True,4,10.1101/gad.316554.118; 10.3389/fpls.2019.00914; 10.7554/eLife.19048; 10.7554/eLife.54740
Merged Arabidopsis,ME073,Auxin,WOX11,1,MEDIUM,True,1,10.1105/tpc.114.122887
Merged Arabidopsis,ME074,BAK1,BIN2,-1,MEDIUM,True,1,10.1016/j.pbi.2014.07.012
Merged Arabidopsis,ME075,BAK1,BSU1,1,MEDIUM,True,1,10.1105/tpc.19.00335
Merged Arabidopsis,ME076,BAS1,Brassinosteroid,-1,MEDIUM,True,3,10.1016/j.pbi.2014.07.012; 10.1104/pp.113.217703; 10.1534/g3.112.004580
Merged Arabidopsis,ME077,BBX11,HY5,1,MEDIUM,True,1,10.1016/j.xplc.2020.100045
Merged Arabidopsis,ME078,BBX21,BBX11,1,MEDIUM,True,1,10.1016/j.xplc.2020.100045
Merged Arabidopsis,ME079,BBX21,HY5,1,MEDIUM,True,1,10.1073/pnas.1607687113
Merged Arabidopsis,ME080,BBX25,HY5,-1,MEDIUM,True,1,10.1105/tpc.113.109751
Merged Arabidopsis,ME081,BES1,BRC1,-1,MEDIUM,True,2,10.1073/pnas.1907968116; 10.1093/plphys/kiab071
Merged Arabidopsis,ME082,BIN2,BZR,-1,MEDIUM,True,1,10.3389/fpls.2024.1387321
Merged Arabidopsis,ME083,BIN2,BZR1,-1,MEDIUM,True,2,10.1016/j.pbi.2014.07.012; 10.1073/pnas.172510499
Merged Arabidopsis,ME084,BIN2,BZR_BES,-1,MEDIUM,True,1,10.1105/tpc.19.00335
Merged Arabidopsis,ME085,BIN2,HSFA1D,-1,MEDIUM,True,1,10.1126/sciadv.adh1738
Merged Arabidopsis,ME086,BIN2,PIF3,-1,MEDIUM,True,1,10.1073/pnas.1700850114
Merged Arabidopsis,ME087,BPC1,SEEDSTICK,1,MEDIUM,True,1,10.1105/tpc.105.030551
Merged Arabidopsis,ME088,BRC1,HB21,1,MEDIUM,True,8,10.1073/pnas.1613199114; authors; claim; doi; evidence_sentence; journal; title; year
Merged Arabidopsis,ME089,BRC1,PIN3,-1,MEDIUM,True,2,10.1073/pnas.1907968116; 10.1093/plphys/kiab071
Merged Arabidopsis,ME090,BRC1,Shoot_Branching,-1,MEDIUM,True,1,10.1126/science.aba3178
Merged Arabidopsis,ME091,BRI1,BIN2,-1,MEDIUM,True,3,10.1016/j.pbi.2014.07.012; 10.1104/pp.113.217703; 10.3389/fpls.2024.1387321
Merged Arabidopsis,ME092,BRI1,BSU1,1,MEDIUM,True,1,10.1105/tpc.19.00335
Merged Arabidopsis,ME093,BR_SYN,Brassinosteroid,1,MEDIUM,True,1,10.1105/tpc.19.00335
Merged Arabidopsis,ME094,BSU1,BIN2,-1,MEDIUM,True,1,10.1105/tpc.19.00335
Merged Arabidopsis,ME095,BZR,Lateral_Root_Density,1,MEDIUM,True,1,10.3389/fpls.2024.1387321
Merged Arabidopsis,ME096,BZR1,AP2,-1,MEDIUM,True,1,10.1104/pp.113.217703
Merged Arabidopsis,ME097,BZR1,ARF2,-1,MEDIUM,True,1,10.1104/pp.113.217703
Merged Arabidopsis,ME098,BZR1,ARF6,1,MEDIUM,True,1,10.1016/j.pbi.2014.07.012
Merged Arabidopsis,ME099,BZR1,DWF4,-1,MEDIUM,True,1,10.1016/j.pbi.2014.07.012
Merged Arabidopsis,ME100,BZR1,Endosperm_Proliferation,1,MEDIUM,True,1,10.1007/s00497-024-00516-8
Merged Arabidopsis,ME101,BZR1,Hypocotyl_Length,1,MEDIUM,True,1,10.1016/j.pbi.2014.07.012
Merged Arabidopsis,ME102,BZR1,IKU1,1,MEDIUM,True,1,10.1104/pp.113.217703
Merged Arabidopsis,ME103,BZR1,IKU2,1,MEDIUM,True,1,10.1104/pp.113.217703
Merged Arabidopsis,ME104,BZR1,PIF4,1,MEDIUM,True,1,10.1016/j.pbi.2014.07.012
Merged Arabidopsis,ME105,BZR1,PRC2,-1,MEDIUM,True,1,10.1007/s00497-024-00516-8
Merged Arabidopsis,ME106,BZR1,RAV1,-1,MEDIUM,True,1,10.14348/molcells.2018.0259
Merged Arabidopsis,ME107,BZR1,SHB1,1,MEDIUM,True,1,10.1104/pp.113.217703
Merged Arabidopsis,ME108,BZR_BES,BR_SYN,-1,MEDIUM,True,1,10.1105/tpc.19.00335
Merged Arabidopsis,ME109,BZR_BES,Plant_Height,1,MEDIUM,True,1,10.1105/tpc.19.00335
Merged Arabidopsis,ME110,Blue_Light,FKF1,1,MEDIUM,True,1,10.1126/science.1146994
Merged Arabidopsis,ME111,Brassinosteroid,BRI1,1,MEDIUM,True,4,10.1016/j.pbi.2014.07.012; 10.1104/pp.113.217703; 10.1105/tpc.19.00335; 10.1111/ppl.13681
Merged Arabidopsis,ME112,CAMEL,PIN1,1,MEDIUM,True,1,10.1126/science.aba3178
Merged Arabidopsis,ME113,CCD7,Strigolactone,1,MEDIUM,True,1,10.1073/pnas.1601729113
Merged Arabidopsis,ME114,CCD8,Strigolactone,1,MEDIUM,True,9,10.1093/pcp/pcad088; 10.1104/pp.109.137646; authors; claim; doi; evidence_sentence; journal; title; year
Merged Arabidopsis,ME115,CDF1,CO,-1,MEDIUM,True,3,10.1016/j.xplc.2023.100552; 10.1073/pnas.1415375111; 10.1199/tab.0178
Merged Arabidopsis,ME116,CDF1,FT,-1,MEDIUM,True,1,10.1199/tab.0178
Merged Arabidopsis,ME117,CHL1,ANR1,1,MEDIUM,True,1,10.3390/genes11060633
Merged Arabidopsis,ME118,CHL1,NLP7,1,MEDIUM,True,1,10.3390/genes11060633
Merged Arabidopsis,ME119,CHL1,TAR2,-1,MEDIUM,True,1,10.1101/cshperspect.a039941
Merged Arabidopsis,ME120,CKX2,Cytokinin,-1,MEDIUM,True,2,10.1073/pnas.1305175110; 10.1101/cshperspect.a039941
Merged Arabidopsis,ME121,CKX3,Cytokinin,-1,MEDIUM,True,2,10.1105/tpc.110.079079; 10.1199/tab.0168
Merged Arabidopsis,ME122,CKX5,Cytokinin,-1,MEDIUM,True,1,10.1105/tpc.110.079079
Merged Arabidopsis,ME123,CKX9,Cytokinin,-1,MEDIUM,True,8,10.1093/aob/mcr069; authors; claim; doi; evidence_sentence; journal; title; year
Merged Arabidopsis,ME124,CLE,CLV1,1,MEDIUM,True,1,10.1073/pnas.1319953111
Merged Arabidopsis,ME125,CLV1,Lateral_Root_Density,-1,MEDIUM,True,1,10.1073/pnas.1319953111
Merged Arabidopsis,ME126,CO,FT,1,MEDIUM,True,4,10.1073/pnas.1415375111; 10.1104/pp.16.01327; 10.1199/tab.0178; 10.3390/ijms22115716
Merged Arabidopsis,ME127,COP1_SPA,BBX21,-1,MEDIUM,True,1,10.1073/pnas.1607687113
Merged Arabidopsis,ME128,COP1_SPA,BBX25,-1,MEDIUM,True,1,10.1105/tpc.113.109751
Merged Arabidopsis,ME129,COP1_SPA,BIN2,-1,MEDIUM,True,1,10.1073/pnas.1700850114
Merged Arabidopsis,ME130,COP1_SPA,HFR1,-1,MEDIUM,True,1,10.1038/emboj.2009.4
Merged Arabidopsis,ME131,COP1_SPA,HSFA1D,1,MEDIUM,True,1,10.1126/sciadv.adh1738
Merged Arabidopsis,ME132,COP1_SPA,HY5,-1,MEDIUM,True,2,10.1038/emboj.2009.4; 10.1105/tpc.19.00335
Merged Arabidopsis,ME133,COP1_SPA,HYH,-1,MEDIUM,True,1,10.1111/nph.17332
Merged Arabidopsis,ME134,CPD,Brassinosteroid,1,MEDIUM,True,1,10.1016/j.pbi.2014.07.012
Merged Arabidopsis,ME135,CRY1,BBX11,1,MEDIUM,True,1,10.1016/j.xplc.2020.100045
Merged Arabidopsis,ME136,CRY1,COP1_SPA,-1,MEDIUM,True,1,10.1016/B978-0-12-801922-1.00007-5
Merged Arabidopsis,ME137,CRY1,PIF4,-1,MEDIUM,True,1,10.14348/molcells.2016.0126
Merged Arabidopsis,ME138,CRY1,PIF7,-1,MEDIUM,True,1,10.1038/s41467-022-32585-6
Merged Arabidopsis,ME139,CRY2,COP1_SPA,-1,MEDIUM,True,1,10.1016/B978-0-12-801922-1.00007-5
Merged Arabidopsis,ME140,CTR1,EIN2,-1,MEDIUM,True,3,10.1007/s42994-021-00063-0; 10.1073/pnas.1214848109; 10.1111/j.1365-313X.2008.03495.x
Merged Arabidopsis,ME141,CYP707A,ABA,-1,MEDIUM,True,1,10.1111/tpj.70096
Merged Arabidopsis,ME142,Cell_Proliferation,Ovule_size,1,MEDIUM,True,1,10.1105/tpc.110.079079
Merged Arabidopsis,ME143,Cell_Proliferation_Duration,Integument_Growth,1,MEDIUM,True,1,10.4161/psb.21620
Merged Arabidopsis,ME144,Cold,VIN3,1,MEDIUM,True,1,10.4161/psb.5.11.13465
Merged Arabidopsis,ME145,Cold_Vernalization,VIN3,1,MEDIUM,True,1,10.1073/pnas.0606385103
Merged Arabidopsis,ME146,Cytokinin,AHK,1,MEDIUM,True,1,10.3390/ijms20030486
Merged Arabidopsis,ME147,Cytokinin,AHK3,1,MEDIUM,True,1,10.1199/tab.0168
Merged Arabidopsis,ME148,Cytokinin,ARR1,1,MEDIUM,True,7,authors; claim; doi; evidence_sentence; journal; title; year
Merged Arabidopsis,ME149,Cytokinin,BRC1,-1,MEDIUM,True,1,10.1104/pp.17.01691
Merged Arabidopsis,ME150,Cytokinin,CKX3,1,MEDIUM,True,1,10.1199/tab.0168
Merged Arabidopsis,ME151,Cytokinin,DA1,-1,MEDIUM,True,1,10.1038/s41467-024-48361-7
Merged Arabidopsis,ME152,Cytokinin,Endosperm_Proliferation,-1,MEDIUM,True,1,10.1073/pnas.1305175110
Merged Arabidopsis,ME153,Cytokinin,Ovule_size,1,MEDIUM,True,1,10.1105/tpc.110.079079
Merged Arabidopsis,ME154,Cytokinin,PIN1,1,MEDIUM,True,7,authors; claim; doi; evidence_sentence; journal; title; year
Merged Arabidopsis,ME155,Cytokinin,PIN3,1,MEDIUM,True,1,10.1104/pp.17.01691
Merged Arabidopsis,ME156,Cytokinin,Shoot_Branching,1,MEDIUM,True,8,10.1104/pp.109.135475; authors; claim; doi; evidence_sentence; journal; title; year
Merged Arabidopsis,ME157,D14,D14,-1,MEDIUM,True,1,10.1126/sciadv.abn5057
Merged Arabidopsis,ME158,D14,Lateral_Root_Density,-1,MEDIUM,True,1,10.1111/ppl.13681
Merged Arabidopsis,ME159,D14,MAX2,1,MEDIUM,True,1,10.1105/tpc.15.00605
Merged Arabidopsis,ME160,D14,SMXL678,-1,MEDIUM,True,1,10.1038/s41467-018-08124-7
Merged Arabidopsis,ME161,D27,Strigolactone,1,MEDIUM,True,1,10.1105/tpc.15.00562
Merged Arabidopsis,ME162,DA1,DA2,-1,MEDIUM,True,1,10.1105/tpc.16.00118
Merged Arabidopsis,ME163,DA1,EOD1,-1,MEDIUM,True,1,10.1105/tpc.16.00118
Merged Arabidopsis,ME164,DA1,Integument_Growth,-1,MEDIUM,True,1,10.1105/tpc.114.122663
Merged Arabidopsis,ME165,DA1,UBP15,-1,MEDIUM,True,1,10.1105/tpc.114.122663
Merged Arabidopsis,ME166,DA2,DA1,1,MEDIUM,True,1,10.1105/tpc.16.00118
Merged Arabidopsis,ME167,DA2,Integument_Growth,-1,MEDIUM,True,1,10.1105/tpc.113.115063
Merged Arabidopsis,ME168,DAO1,Auxin,-1,MEDIUM,True,1,10.1101/cshperspect.a039933
Merged Arabidopsis,ME169,DELLA,ANT,1,MEDIUM,True,1,10.1242/dev.201853
Merged Arabidopsis,ME170,DELLA,ARF6,-1,MEDIUM,True,1,10.1016/j.pbi.2014.07.012
Merged Arabidopsis,ME171,DELLA,ARF6_7_8,-1,MEDIUM,True,1,10.1105/tpc.19.00335
Merged Arabidopsis,ME172,DELLA,BZR1,-1,MEDIUM,True,1,10.1016/j.pbi.2014.07.012
Merged Arabidopsis,ME173,DELLA,BZR_BES,-1,MEDIUM,True,1,10.1105/tpc.19.00335
Merged Arabidopsis,ME174,DELLA,CO,-1,MEDIUM,True,1,10.3390/ijms22115716
Merged Arabidopsis,ME175,DELLA,Hypocotyl_Length,-1,MEDIUM,True,1,10.1199/tab.0103
Merged Arabidopsis,ME176,DELLA,LFY,-1,MEDIUM,True,1,10.1105/tpc.106.042317
Merged Arabidopsis,ME177,DELLA,Lateral_Root_Density,-1,MEDIUM,True,1,10.1111/j.1469-8137.2011.03723.x
Merged Arabidopsis,ME178,DELLA,PIF3,-1,MEDIUM,True,1,10.1199/tab.0103
Merged Arabidopsis,ME179,DELLA,PIF4,-1,MEDIUM,True,2,10.1016/j.pbi.2014.07.012; 10.3390/ijms19103196
Merged Arabidopsis,ME180,DELLA,PIF4_5_7,-1,MEDIUM,True,1,10.1038/nature03543
Merged Arabidopsis,ME181,DELLA,Plant_Height,-1,MEDIUM,True,1,10.1199/tab.0103
Merged Arabidopsis,ME182,DELLA,SOC1,-1,MEDIUM,True,1,10.1104/pp.112.202614
Merged Arabidopsis,ME183,DELLA,SPL9,-1,MEDIUM,True,2,10.1105/tpc.112.101014; 10.1111/jipb.12818
Merged Arabidopsis,ME184,DET1,PIF3,1,MEDIUM,True,1,10.1105/tpc.114.130666
Merged Arabidopsis,ME185,DET1,PIF4,1,MEDIUM,True,1,10.1105/tpc.114.130666
Merged Arabidopsis,ME186,DET1,PIF5,1,MEDIUM,True,1,10.1105/tpc.114.130666
Merged Arabidopsis,ME187,DET2,Brassinosteroid,1,MEDIUM,True,2,10.1016/j.pbi.2014.07.012; 10.1104/pp.113.217703
Merged Arabidopsis,ME188,DPA4,Integument_Growth,-1,MEDIUM,True,1,10.1038/s41438-019-0187-6
Merged Arabidopsis,ME189,DWF4,Brassinosteroid,1,MEDIUM,True,2,10.1016/j.pbi.2014.07.012; 10.1104/pp.113.217703
Merged Arabidopsis,ME190,Decapitation,Auxin,-1,MEDIUM,True,1,10.4161/psb.27994
Merged Arabidopsis,ME191,Decapitation,BRC1,-1,MEDIUM,True,1,10.4161/psb.27994
Merged Arabidopsis,ME192,Decapitation,IPT,1,MEDIUM,True,1,10.4161/psb.27994
Merged Arabidopsis,ME193,Decapitation,Strigolactone,-1,MEDIUM,True,1,10.1371/journal.pbio.3003395
Merged Arabidopsis,ME194,Decapitation,Sucrose,1,MEDIUM,True,9,10.1104/pp.18.00519; 10.3389/fpls.2022.889045; authors; claim; doi; evidence_sentence; journal; title; year
Merged Arabidopsis,ME195,E2FA,Cell_Proliferation,1,MEDIUM,True,1,10.1104/pp.20.01267
Merged Arabidopsis,ME196,EC,PIF4_5_7,-1,MEDIUM,True,1,10.1038/nature10182
Merged Arabidopsis,ME197,EIN2,EIN3,1,MEDIUM,True,2,10.1073/pnas.1214848109; 10.1105/tpc.110.076588
Merged Arabidopsis,ME198,EIN2,Lateral_Root_Density,-1,MEDIUM,True,1,10.1111/j.1365-313X.2008.03495.x
Merged Arabidopsis,ME199,EIN3,Hypocotyl_Length,-1,MEDIUM,True,1,10.1105/tpc.110.076588
Merged Arabidopsis,ME200,EIN3,PIF3,1,MEDIUM,True,1,10.1007/s42994-021-00063-0
Merged Arabidopsis,ME201,EIN3,Plant_Height,-1,MEDIUM,True,1,10.3389/fpls.2017.00057
Merged Arabidopsis,ME202,ELF3_EC,GI,-1,MEDIUM,True,1,10.1016/j.xplc.2024.100833
Merged Arabidopsis,ME203,ELF3_EC,PIF4,-1,MEDIUM,True,1,10.1038/nature10182
Merged Arabidopsis,ME204,ELF3_EC,PIF5,-1,MEDIUM,True,1,10.1038/nature10182
Merged Arabidopsis,ME205,EOD1,DA1,1,MEDIUM,True,1,10.1105/tpc.16.00118
Merged Arabidopsis,ME206,EOD1,Integument_Growth,-1,MEDIUM,True,1,10.1105/tpc.114.122663
Merged Arabidopsis,ME207,ETR1,CTR1,1,MEDIUM,True,1,10.1073/pnas.1214848109
Merged Arabidopsis,ME208,Endosperm_Proliferation,Seed_Size,1,MEDIUM,True,1,10.3390/ijms241310666
Merged Arabidopsis,ME209,Ethylene,CTR1,-1,MEDIUM,True,1,10.1007/s42994-021-00063-0
Merged Arabidopsis,ME210,Ethylene,EIN2,1,MEDIUM,True,1,10.1111/j.1365-313X.2008.03495.x
Merged Arabidopsis,ME211,Ethylene,ETR1,-1,MEDIUM,True,1,10.1073/pnas.1214848109
Merged Arabidopsis,ME212,FCA,FLC,-1,MEDIUM,True,2,10.1104/pp.19.01009; 10.1534/genetics.104.036533
Merged Arabidopsis,ME213,FCA,SVP,-1,MEDIUM,True,1,10.1101/gad.1518407
Merged Arabidopsis,ME214,FD,AP1,1,MEDIUM,True,1,10.3390/ijms22115716
Merged Arabidopsis,ME215,FD,SOC1,1,MEDIUM,True,1,10.3390/ijms22115716
Merged Arabidopsis,ME216,FHY1,HFR1,1,MEDIUM,True,1,10.1105/tpc.109.067215
Merged Arabidopsis,ME217,FHY3,SMXL678,1,MEDIUM,True,7,authors; claim; doi; evidence_sentence; journal; title; year
Merged Arabidopsis,ME218,FHY3,SPL9,-1,MEDIUM,True,1,10.1104/pp.104.057984
Merged Arabidopsis,ME219,FIE,PRC2,1,MEDIUM,True,1,10.1093/emboj/cdg444
Merged Arabidopsis,ME220,FIS2,PRC2,1,MEDIUM,True,1,10.1073/pnas.96.8.4186
Merged Arabidopsis,ME221,FKF1,CDF1,-1,MEDIUM,True,3,10.1073/pnas.1415375111; 10.1126/science.1146994; 10.1199/tab.0178
Merged Arabidopsis,ME222,FKF1,CO,1,MEDIUM,True,2,10.1073/pnas.1415375111; 10.1199/tab.0178
Merged Arabidopsis,ME223,FKF1,FT,1,MEDIUM,True,1,10.1093/jxb/ert487
Merged Arabidopsis,ME224,FLC,FT,-1,MEDIUM,True,5,10.1007/s12298-017-0458-3; 10.1016/j.xplc.2023.100552; 10.1093/plphys/kiaf225; 10.1105/tpc.108.063883; 10.1371/journal.pone.0116973
Merged Arabidopsis,ME225,FLC,SOC1,-1,MEDIUM,True,3,10.1104/pp.112.202614; 10.1105/tpc.108.063883; 10.1111/tpj.12759
Merged Arabidopsis,ME226,FLD,FLC,-1,MEDIUM,True,2,10.1104/pp.19.01009; 10.1199/tab.0171
Merged Arabidopsis,ME227,FLM,FT,-1,MEDIUM,True,1,10.1104/pp.126.1.122
Merged Arabidopsis,ME228,FLOWER_INT,Plant_Height,-1,MEDIUM,True,1,10.1093/jxb/erq098
Merged Arabidopsis,ME229,FPA,FLC,-1,MEDIUM,True,2,10.1105/tpc.13.6.1427; 10.1534/genetics.104.036533
Merged Arabidopsis,ME230,FRI,FLC,1,MEDIUM,True,2,10.1105/tpc.12.6.885; 10.1199/tab.0171
Merged Arabidopsis,ME231,FT,AP1,1,MEDIUM,True,1,10.1371/journal.pone.0116973
Merged Arabidopsis,ME232,FT,BRC1,-1,MEDIUM,True,1,10.1093/plphys/kiab586
Merged Arabidopsis,ME233,FT,FD,1,MEDIUM,True,2,10.1038/s41586-025-09704-6; 10.3390/ijms22115716
Merged Arabidopsis,ME234,FT,FLOWER_INT,1,MEDIUM,True,1,10.1093/jxb/erq098
Merged Arabidopsis,ME235,FT,FUL,1,MEDIUM,True,1,10.3390/ijms22115716
Merged Arabidopsis,ME236,FT,Flowering_Time,1,MEDIUM,True,4,10.1093/jxb/eraa057; 10.1105/tpc.108.063883; 10.3390/ijms22115716; 10.4161/psb.4.2.7558
Merged Arabidopsis,ME237,FT,LFY,1,MEDIUM,True,1,10.1038/s41467-020-18782-1
Merged Arabidopsis,ME238,FT,SOC1,1,MEDIUM,True,1,10.1104/pp.112.202614
Merged Arabidopsis,ME239,FUL,AP1,1,MEDIUM,True,1,10.4161/psb.21552
