node,node_type,activators,inhibitors,formula
Brassinosteroid,,,,Brassinosteroid = 1.0 * 1.0 * gene_modifier + exogenous
PSK,,,,PSK = 1.0 * 1.0 * gene_modifier + exogenous
XsAP2 gene(s),,,,XsAP2 gene(s) = 1.0 * 1.0 * gene_modifier + exogenous
CHR7,,,,CHR7 = 1.0 * 1.0 * gene_modifier + exogenous
transgenic A. thalia,,,,transgenic A. thalia = 1.0 * 1.0 * gene_modifier + exogenous
A. thaliana mutants,,,,A. thaliana mutants = 1.0 * 1.0 * gene_modifier + exogenous
parent-of-origin eff,,,,parent-of-origin eff = 1.0 * 1.0 * gene_modifier + exogenous
TaZIP gene(s),,,,TaZIP gene(s) = 1.0 * 1.0 * gene_modifier + exogenous
HAIKU,,,,HAIKU = 1.0 * 1.0 * gene_modifier + exogenous
OES,,,,OES = 1.0 * 1.0 * gene_modifier + exogenous
MINI3,,,,MINI3 = 1.0 * 1.0 * gene_modifier + exogenous
KLU,,,,KLU = 1.0 * 1.0 * gene_modifier + exogenous
Maternal and paterna,,,,Maternal and paterna = 1.0 * 1.0 * gene_modifier + exogenous
DDM2,,,,DDM2 = 1.0 * 1.0 * gene_modifier + exogenous
DA1,,,,DA1 = 1.0 * 1.0 * gene_modifier + exogenous
nutrient sink effect,,,,nutrient sink effect = 1.0 * 1.0 * gene_modifier + exogenous
AP2,,,,AP2 = 1.0 * 1.0 * gene_modifier + exogenous
ANT,,,,ANT = 1.0 * 1.0 * gene_modifier + exogenous
AN3,,,,AN3 = 1.0 * 1.0 * gene_modifier + exogenous
ARF2,,,,ARF2 = 1.0 * 1.0 * gene_modifier + exogenous
life history,,,,life history = 1.0 * 1.0 * gene_modifier + exogenous
VVAGL12,,,,VVAGL12 = 1.0 * 1.0 * gene_modifier + exogenous
Reduced expression o,,,,Reduced expression o = 1.0 * 1.0 * gene_modifier + exogenous
EOD3,,,,EOD3 = 1.0 * 1.0 * gene_modifier + exogenous
DA2,,,,DA2 = 1.0 * 1.0 * gene_modifier + exogenous
YUC4,,,,YUC4 = 1.0 * 1.0 * gene_modifier + exogenous
CKX2,,,,CKX2 = 1.0 * 1.0 * gene_modifier + exogenous
ABAP1,,,,ABAP1 = 1.0 * 1.0 * gene_modifier + exogenous
limitation in nutrie,,,,limitation in nutrie = 1.0 * 1.0 * gene_modifier + exogenous
AUXIN,,,,AUXIN = 1.0 * 1.0 * gene_modifier + exogenous
EOD1,,,,EOD1 = 1.0 * 1.0 * gene_modifier + exogenous
EMBRYO,,,,EMBRYO = 1.0 * 1.0 * gene_modifier + exogenous
T-6b,,,,T-6b = 1.0 * 1.0 * gene_modifier + exogenous
IMPRINTING,,,,IMPRINTING = 1.0 * 1.0 * gene_modifier + exogenous
transition from sync,,,,transition from sync = 1.0 * 1.0 * gene_modifier + exogenous
BZR1,,,,BZR1 = 1.0 * 1.0 * gene_modifier + exogenous
DPA4,,,,DPA4 = 1.0 * 1.0 * gene_modifier + exogenous
genome balance in en,,,,genome balance in en = 1.0 * 1.0 * gene_modifier + exogenous
AGC1,,,,AGC1 = 1.0 * 1.0 * gene_modifier + exogenous
ATFAX1,,,,ATFAX1 = 1.0 * 1.0 * gene_modifier + exogenous
UBP15,,,,UBP15 = 1.0 * 1.0 * gene_modifier + exogenous
P1W,,,,P1W = 1.0 * 1.0 * gene_modifier + exogenous
T540,,,,T540 = 1.0 * 1.0 * gene_modifier + exogenous
paternal genome exce,,,,paternal genome exce = 1.0 * 1.0 * gene_modifier + exogenous
CHD3,,,,CHD3 = 1.0 * 1.0 * gene_modifier + exogenous
EMB71,,,,EMB71 = 1.0 * 1.0 * gene_modifier + exogenous
truncated R domain,,,,truncated R domain = 1.0 * 1.0 * gene_modifier + exogenous
AGL63,,,,AGL63 = 1.0 * 1.0 * gene_modifier + exogenous
reduced seed product,,,,reduced seed product = 1.0 * 1.0 * gene_modifier + exogenous
SHB1,,,,SHB1 = 1.0 * 1.0 * gene_modifier + exogenous
loss of ULTRAPETALA1,,,,loss of ULTRAPETALA1 = 1.0 * 1.0 * gene_modifier + exogenous
PMEI6,,,,PMEI6 = 1.0 * 1.0 * gene_modifier + exogenous
Specific mutations,,,,Specific mutations = 1.0 * 1.0 * gene_modifier + exogenous
early expansion of c,,,,early expansion of c = 1.0 * 1.0 * gene_modifier + exogenous
ATMPK10,,,,ATMPK10 = 1.0 * 1.0 * gene_modifier + exogenous
growth conditions,,,,growth conditions = 1.0 * 1.0 * gene_modifier + exogenous
AMI1,,,,AMI1 = 1.0 * 1.0 * gene_modifier + exogenous
GMMYB73,,,,GMMYB73 = 1.0 * 1.0 * gene_modifier + exogenous
APUM24,,,,APUM24 = 1.0 * 1.0 * gene_modifier + exogenous
cytonuclear interact,,,,cytonuclear interact = 1.0 * 1.0 * gene_modifier + exogenous
AGL,,,,AGL = 1.0 * 1.0 * gene_modifier + exogenous
AGL62,,,,AGL62 = 1.0 * 1.0 * gene_modifier + exogenous
Maternal excess hybr,,,,Maternal excess hybr = 1.0 * 1.0 * gene_modifier + exogenous
STPL,,,,STPL = 1.0 * 1.0 * gene_modifier + exogenous
soluble sugar accumu,,,,soluble sugar accumu = 1.0 * 1.0 * gene_modifier + exogenous
GhDA1-1AR301K mutant,,,,GhDA1-1AR301K mutant = 1.0 * 1.0 * gene_modifier + exogenous
CYCD7,,,,CYCD7 = 1.0 * 1.0 * gene_modifier + exogenous
ATWRKY6,,,,ATWRKY6 = 1.0 * 1.0 * gene_modifier + exogenous
GAI,,,,GAI = 1.0 * 1.0 * gene_modifier + exogenous
Defoliation during f,,,,Defoliation during f = 1.0 * 1.0 * gene_modifier + exogenous
MEE45,,,,MEE45 = 1.0 * 1.0 * gene_modifier + exogenous
IKU2,,,,IKU2 = 1.0 * 1.0 * gene_modifier + exogenous
BRI1,,,,BRI1 = 1.0 * 1.0 * gene_modifier + exogenous
Sibling abortion,,,,Sibling abortion = 1.0 * 1.0 * gene_modifier + exogenous
Overexpression of Gh,,,,Overexpression of Gh = 1.0 * 1.0 * gene_modifier + exogenous
TTG2,,,,TTG2 = 1.0 * 1.0 * gene_modifier + exogenous
IKU1,,,,IKU1 = 1.0 * 1.0 * gene_modifier + exogenous
parental genome dosa,,,,parental genome dosa = 1.0 * 1.0 * gene_modifier + exogenous
HDG9,,,,HDG9 = 1.0 * 1.0 * gene_modifier + exogenous
TT15,,,,TT15 = 1.0 * 1.0 * gene_modifier + exogenous
GhDA1-1AR301K,,,,GhDA1-1AR301K = 1.0 * 1.0 * gene_modifier + exogenous
NODGTT5,,,,NODGTT5 = 1.0 * 1.0 * gene_modifier + exogenous
TASERK1,,,,TASERK1 = 1.0 * 1.0 * gene_modifier + exogenous
altered expression,,,,altered expression = 1.0 * 1.0 * gene_modifier + exogenous
SOD7,,,,SOD7 = 1.0 * 1.0 * gene_modifier + exogenous
TaNAK1.2,,,,TaNAK1.2 = 1.0 * 1.0 * gene_modifier + exogenous
constitutive express,,,,constitutive express = 1.0 * 1.0 * gene_modifier + exogenous
LPFC,,,,LPFC = 1.0 * 1.0 * gene_modifier + exogenous
MYCS,,,,MYCS = 1.0 * 1.0 * gene_modifier + exogenous
lipopeptide treatmen,,,,lipopeptide treatmen = 1.0 * 1.0 * gene_modifier + exogenous
autotetraploidy,,,,autotetraploidy = 1.0 * 1.0 * gene_modifier + exogenous
CLE8,,,,CLE8 = 1.0 * 1.0 * gene_modifier + exogenous
low redox buffering ,,,,low redox buffering  = 1.0 * 1.0 * gene_modifier + exogenous
BnLEA3 gene(s),,,,BnLEA3 gene(s) = 1.0 * 1.0 * gene_modifier + exogenous
16 gene(s),,,,16 gene(s) = 1.0 * 1.0 * gene_modifier + exogenous
parental origin,,,,parental origin = 1.0 * 1.0 * gene_modifier + exogenous
TEMPERATURE,,,,TEMPERATURE = 1.0 * 1.0 * gene_modifier + exogenous
Overexpression of Gm,,,,Overexpression of Gm = 1.0 * 1.0 * gene_modifier + exogenous
UMAMIT25,,,,UMAMIT25 = 1.0 * 1.0 * gene_modifier + exogenous
Lack of water,,,,Lack of water = 1.0 * 1.0 * gene_modifier + exogenous
paternal inheritance,,,,paternal inheritance = 1.0 * 1.0 * gene_modifier + exogenous
BSK3,,,,BSK3 = 1.0 * 1.0 * gene_modifier + exogenous
RPT2,,,,RPT2 = 1.0 * 1.0 * gene_modifier + exogenous
Endosperm developmen,,,,Endosperm developmen = 1.0 * 1.0 * gene_modifier + exogenous
NR,,,,NR = 1.0 * 1.0 * gene_modifier + exogenous
AGL11,,,,AGL11 = 1.0 * 1.0 * gene_modifier + exogenous
Napin-BnGRF2a transg,,,,Napin-BnGRF2a transg = 1.0 * 1.0 * gene_modifier + exogenous
GHNAC2,,,,GHNAC2 = 1.0 * 1.0 * gene_modifier + exogenous
Overexpression of Xs,,,,Overexpression of Xs = 1.0 * 1.0 * gene_modifier + exogenous
ATRAV1,,,,ATRAV1 = 1.0 * 1.0 * gene_modifier + exogenous
sibling lethality,,,,sibling lethality = 1.0 * 1.0 * gene_modifier + exogenous
Maternal temperature,,,,Maternal temperature = 1.0 * 1.0 * gene_modifier + exogenous
growth of endosperm,,,,growth of endosperm = 1.0 * 1.0 * gene_modifier + exogenous
CYP78A9,,,,CYP78A9 = 1.0 * 1.0 * gene_modifier + exogenous
GA,,,,GA = 1.0 * 1.0 * gene_modifier + exogenous
OTP90,,,,OTP90 = 1.0 * 1.0 * gene_modifier + exogenous
Increased expression,,,,Increased expression = 1.0 * 1.0 * gene_modifier + exogenous
AA,,,,AA = 1.0 * 1.0 * gene_modifier + exogenous
PPD1,,,,PPD1 = 1.0 * 1.0 * gene_modifier + exogenous
DNA,,,,DNA = 1.0 * 1.0 * gene_modifier + exogenous
Overexpression of ol,,,,Overexpression of ol = 1.0 * 1.0 * gene_modifier + exogenous
Organellar genomes,,,,Organellar genomes = 1.0 * 1.0 * gene_modifier + exogenous
IAA,,,,IAA = 1.0 * 1.0 * gene_modifier + exogenous
TaNAK1.1,,,,TaNAK1.1 = 1.0 * 1.0 * gene_modifier + exogenous
Auxin export defect,,,,Auxin export defect = 1.0 * 1.0 * gene_modifier + exogenous
GIG1,,,,GIG1 = 1.0 * 1.0 * gene_modifier + exogenous
DECREASE,,,,DECREASE = 1.0 * 1.0 * gene_modifier + exogenous
C24,,,,C24 = 1.0 * 1.0 * gene_modifier + exogenous
MAX2,,,,MAX2 = 1.0 * 1.0 * gene_modifier + exogenous
Genome hybridization,,,,Genome hybridization = 1.0 * 1.0 * gene_modifier + exogenous
increase in ovule si,,,,increase in ovule si = 1.0 * 1.0 * gene_modifier + exogenous
severe nitrogen limi,,,,severe nitrogen limi = 1.0 * 1.0 * gene_modifier + exogenous
Overexpression of At,,,,Overexpression of At = 1.0 * 1.0 * gene_modifier + exogenous
Overexpression of Eg,,,,Overexpression of Eg = 1.0 * 1.0 * gene_modifier + exogenous
Endosperm cellulariz,,,,Endosperm cellulariz = 1.0 * 1.0 * gene_modifier + exogenous
TASERK2,,,,TASERK2 = 1.0 * 1.0 * gene_modifier + exogenous
MINISEED3,,,,MINISEED3 = 1.0 * 1.0 * gene_modifier + exogenous
TaSDIR1-4A-overexpre,,,,TaSDIR1-4A-overexpre = 1.0 * 1.0 * gene_modifier + exogenous
HYBRIDITY,,,,HYBRIDITY = 1.0 * 1.0 * gene_modifier + exogenous
LEA_1 subfamily,,,,LEA_1 subfamily = 1.0 * 1.0 * gene_modifier + exogenous
P4-SIRNAS,,,,P4-SIRNAS = 1.0 * 1.0 * gene_modifier + exogenous
Endosperm growth,,,,Endosperm growth = 1.0 * 1.0 * gene_modifier + exogenous
MNT,,,,MNT = 1.0 * 1.0 * gene_modifier + exogenous
extra cell division ,,,,extra cell division  = 1.0 * 1.0 * gene_modifier + exogenous
TASERK4,,,,TASERK4 = 1.0 * 1.0 * gene_modifier + exogenous
maternal donors,,,,maternal donors = 1.0 * 1.0 * gene_modifier + exogenous
S2LB,,,,S2LB = 1.0 * 1.0 * gene_modifier + exogenous
GLN1,,,,GLN1 = 1.0 * 1.0 * gene_modifier + exogenous
TAP46,,,,TAP46 = 1.0 * 1.0 * gene_modifier + exogenous
mitotic synchrony,,,,mitotic synchrony = 1.0 * 1.0 * gene_modifier + exogenous
overexpressed ginsen,,,,overexpressed ginsen = 1.0 * 1.0 * gene_modifier + exogenous
F1,,,,F1 = 1.0 * 1.0 * gene_modifier + exogenous
LPAT2,,,,LPAT2 = 1.0 * 1.0 * gene_modifier + exogenous
QTL,,,,QTL = 1.0 * 1.0 * gene_modifier + exogenous
salt stress,,,,salt stress = 1.0 * 1.0 * gene_modifier + exogenous
SUB,,,,SUB = 1.0 * 1.0 * gene_modifier + exogenous
Hypomethylation in t,,,,Hypomethylation in t = 1.0 * 1.0 * gene_modifier + exogenous
4 x Ler,,,,4 x Ler = 1.0 * 1.0 * gene_modifier + exogenous
TESTA2,,,,TESTA2 = 1.0 * 1.0 * gene_modifier + exogenous
ALLELE,,,,ALLELE = 1.0 * 1.0 * gene_modifier + exogenous
timing of endosperm ,,,,timing of endosperm  = 1.0 * 1.0 * gene_modifier + exogenous
ARF3,,,,ARF3 = 1.0 * 1.0 * gene_modifier + exogenous
DET2,,,,DET2 = 1.0 * 1.0 * gene_modifier + exogenous
USB1,,,,USB1 = 1.0 * 1.0 * gene_modifier + exogenous
ETFQO,,,,ETFQO = 1.0 * 1.0 * gene_modifier + exogenous
FUS3,,,,FUS3 = 1.0 * 1.0 * gene_modifier + exogenous
TASPL16,,,,TASPL16 = 1.0 * 1.0 * gene_modifier + exogenous
PGI1-2,,,,PGI1-2 = 1.0 * 1.0 * gene_modifier + exogenous
Over-expression of A,,,,Over-expression of A = 1.0 * 1.0 * gene_modifier + exogenous
UGT76C2,,,,UGT76C2 = 1.0 * 1.0 * gene_modifier + exogenous
Overexpression of an,,,,Overexpression of an = 1.0 * 1.0 * gene_modifier + exogenous
DEFOLIATION,,,,DEFOLIATION = 1.0 * 1.0 * gene_modifier + exogenous
GMDREBL,,,,GMDREBL = 1.0 * 1.0 * gene_modifier + exogenous
UMAMIT24,,,,UMAMIT24 = 1.0 * 1.0 * gene_modifier + exogenous
YB12,,,,YB12 = 1.0 * 1.0 * gene_modifier + exogenous
premature endosperm ,,,,premature endosperm  = 1.0 * 1.0 * gene_modifier + exogenous
epigenetic factors,,,,epigenetic factors = 1.0 * 1.0 * gene_modifier + exogenous
Heterologous express,,,,Heterologous express = 1.0 * 1.0 * gene_modifier + exogenous
PLOIDY,,,,PLOIDY = 1.0 * 1.0 * gene_modifier + exogenous
