edge_id,source,target,sign,effect,pmid,inferred
E0184,YB12,Seed_Size,1,activation,36309876,False
E0185,premature endosperm ,Seed_Size,-1,repression,37745544,False
E0186,epigenetic factors,Seed_Size,1,activation,26261067,False
E0187,Heterologous express,Seed_Size,1,activation,34104938,False
E0188,PLOIDY,Seed_Size,1,activation,22540042,False
E0189,ATGPAT9,Seed_Size,1,activation,27325892,False
E0190,AHA2,Seed_Size,1,activation,36446861,False
E0191,Circadian gene(s) ex,Seed_Size,1,activation,22540042,False
E0192,Natural variation,Seed_Size,1,activation,35330872,False
E0193,Reduction of auxin b,Seed_Size,1,activation,33670805,False
E0194,sense ZmRLK7 overexp,Seed_Size,-1,repression,33304362,False
E0195,length and width,Seed_Size,1,activation,27286190,False
E0196,OTU1,Seed_Size,1,activation,32169818,False
E0197,Partial ovule aborti,Seed_Size,1,activation,27286190,False
E0198,LuLEA1 gene(s),Seed_Size,-1,repression,33882851,False
E0199,ATBAK1,Seed_Size,1,activation,33304362,False
E0200,iku mutations,Seed_Size,-1,repression,28097785,False
E0201,2 x Col x 4 x Col,Seed_Size,1,activation,36693864,False
E0202,maternal contributio,Seed_Size,1,activation,35330872,False
E0203,DA1R358K,Seed_Size,1,activation,28557341,False
E0204,IAM,Seed_Size,-1,repression,33670805,False
E0205,growth of maternal o,Seed_Size,1,activation,19141706,False
E0206,environmental factor,Seed_Size,1,activation,26261067,False
E0207,ATGSR2,Seed_Size,1,activation,25316065,False
E0208,Overexpression of Br,Seed_Size,-1,repression,34539701,False
E0209,transgenic PfDGAT3-1,Seed_Size,1,activation,35998725,False
E0210,TRITERPENE,Seed_Size,-1,repression,29979486,False
E0211,3-aminotriazole,Seed_Size,1,activation,24254186,False
E0212,genetic correlations,Seed_Size,1,activation,19746162,False
E0213,gfp gene(s),Seed_Size,-1,repression,16869497,False
E0214,ATLEA3,Seed_Size,1,activation,33882851,False
E0215,BPE,Seed_Size,1,activation,34579413,False
E0216,JAZ,Seed_Size,1,activation,36096884,False
E0217,large flower mutants,Seed_Size,1,activation,34579413,False
E0218,ATVPS29,Seed_Size,1,activation,30654520,False
E0219,E2,Seed_Size,1,activation,33693904,False
E0220,ATMYB123,Seed_Size,-1,repression,22879396,False
E0221,Sizes of cells and c,Seed_Size,1,activation,36882682,False
E0222,KS,Seed_Size,1,activation,31297160,False
E0223,partial silencing of,Seed_Size,1,activation,12493853,False
E0224,JCFATB,Seed_Size,1,activation,35457027,False
E0225,GMPLDΓ-OE,Seed_Size,1,activation,31779909,False
E0226,FAH12,Seed_Size,-1,repression,35717237,False
E0227,Overexpression of Bn,Seed_Size,1,activation,22442419,False
E0228,Quadruple mutants,Seed_Size,-1,repression,34559918,False
E0229,heterologous express,Seed_Size,-1,repression,37441177,False
E0230,HDG3,Seed_Size,1,activation,30395602,False
E0231,CMV,Seed_Size,1,activation,17726516,False
E0232,overexpression of Zm,Seed_Size,-1,repression,35371175,False
E0233,PCF10SRDX,Seed_Size,-1,repression,27543606,False
E0234,cell number,Seed_Size,1,activation,22442419,False
E0235,DGAT,Seed_Size,1,activation,36430868,False
E0236,Overexpression of se,Seed_Size,-1,repression,33304362,False
E0237,BRMYC2OE,Seed_Size,-1,repression,34539701,False
E0238,AHLPAAT2,Seed_Size,1,activation,26302041,False
E0239,AT3G01472.1,Seed_Size,1,activation,21406103,False
E0240,CU5,Seed_Size,1,activation,36672752,False
E0241,Overexpression of Ah,Seed_Size,1,activation,26302041,False
E0242,Transgenic seeds,Seed_Size,1,activation,32849697,False
E0243,RCA,Seed_Size,1,activation,29959749,False
E0244,ABX45,Seed_Size,1,activation,22233193,False
E0245,overexpression of Ta,Seed_Size,1,activation,32973870,False
E0246,Coordinated growth o,Seed_Size,1,activation,27857719,False
E0247,over-expression of C,Seed_Size,1,activation,28222675,False
E0248,Copper sulfate,Seed_Size,1,activation,24254186,False
E0249,EgWRI1-1,Seed_Size,1,activation,28348403,False
E0250,DAGT1,Seed_Size,1,activation,28222675,False
E0251,NPC6,Seed_Size,1,activation,32372398,False
E0252,OX40,Seed_Size,-1,repression,32824119,False
E0253,HpDGAT1-overexpressi,Seed_Size,1,activation,34950166,False
E0254,OX26,Seed_Size,-1,repression,32824119,False
E0255,JCFATA,Seed_Size,1,activation,35457027,False
E0256,ATGLK1,Seed_Size,1,activation,36438095,False
E0257,Seed oil content,Seed_Size,1,activation,29979486,False
E0258,Linnemannia elongata,Seed_Size,1,activation,35413060,False
E0259,Col-0 plant(s),Seed_Size,-1,repression,37431945,False
E0260,GmDof4 transgenic pl,Seed_Size,1,activation,17877700,False
E0261,Delaying flowering,Seed_Size,1,activation,19746162,False
E0262,plant(s) photosynthe,Seed_Size,1,activation,22442419,False
E0263,macro-element defici,Seed_Size,-1,repression,33050099,False
E0264,CU20,Seed_Size,1,activation,36672752,False
E0265,Alteration of lipid ,Seed_Size,1,activation,31272381,False
E0266,transgenic PfDGAT2-2,Seed_Size,1,activation,35998725,False
E0267,Hybridization,Seed_Size,1,activation,22540042,False
E0268,AHL29,Seed_Size,-1,repression,32748170,False
E0269,triple mutants,Seed_Size,-1,repression,34559918,False
E0270,SPECIES,Seed_Size,1,activation,19746162,False
E0271,gln1;1-gln1;2-gln1;3,Seed_Size,-1,repression,29873769,False
E0272,HR02,Seed_Size,1,activation,38248977,False
E0273,EhDH domains,Seed_Size,1,activation,36380342,False
E0274,Severe water limitat,Seed_Size,1,activation,31901179,False
E0275,Co-silencing RNAi of,Seed_Size,-1,repression,22014117,False
E0276,Ectopic expression o,Seed_Size,1,activation,36882682,False
E0277,CU60,Seed_Size,1,activation,36672752,False
E0278,PRWRI1,Seed_Size,1,activation,36882682,False
E0279,E1,Seed_Size,-1,repression,33693904,False
E0280,GmDof11 transgenic p,Seed_Size,1,activation,17877700,False
E0281,ATDGAT1,Seed_Size,1,activation,28222675,False
E0282,GENOTYPES,Seed_Size,1,activation,19746162,False
E0283,Remaining genotypes,Seed_Size,-1,repression,34672409,False
E0284,Severe water depriva,Seed_Size,1,activation,31901179,False
E0285,AIF2,Seed_Size,-1,repression,34386030,False
E0286,Reduced storage capa,Seed_Size,1,activation,30283487,False
E0287,PrLPAAT4-overexpress,Seed_Size,1,activation,28994730,False
E0288,overexpressed AhGPAT,Seed_Size,1,activation,36844041,False
E0289,BNGRF2A,Seed_Size,1,activation,22442419,False
E0290,PRS,Seed_Size,-1,repression,18086232,False
E0291,NRPC3,Seed_Size,1,activation,34768744,False
E0292,ATBPC1,Seed_Size,1,activation,32265266,False
E0293,ATWDR5A,Seed_Size,-1,repression,21423667,False
E0294,ATHD2A,Seed_Size,1,activation,34991465,False
E0295,ATTT8,Seed_Size,-1,repression,36693864,False
E0296,plasma-seed treatmen,Seed_Size,1,activation,36362977,False
E0297,AIL5,Seed_Size,1,activation,24348496,False
E0298,ATLEC2,Seed_Size,1,activation,24348496,False
E0299,changed seed oil com,Seed_Size,1,activation,35457027,False
E0300,FIS,Seed_Size,1,activation,17855429,False
E0301,FIS-PRC2,Seed_Size,-1,repression,23146178,False
E0302,ATMDN1,Seed_Size,1,activation,27824150,False
E0303,Reproductive growth ,Seed_Size,1,activation,24767125,False
E0304,NaCl stress,Seed_Size,1,activation,34445714,False
E0305,basipetal auxin flow,Seed_Size,1,activation,29067034,False
E0306,ATHMP53,Seed_Size,1,activation,25913773,False
E0307,FIS_PRC2,Seed_Size,-1,repression,16120596,False
E0308,POLLINATION,Seed_Size,1,activation,30742622,False
E0309,ATMYB118,Seed_Size,1,activation,24348496,False
E0310,DIOXINS,Seed_Size,1,activation,29394403,False
E0311,ATC3H17,Seed_Size,1,activation,26858286,False
E0312,Growth Defects,Seed_Size,1,activation,24363987,False
E0313,oxygen concentration,Seed_Size,-1,repression,11542767,False
E0314,ATLEC1,Seed_Size,1,activation,34899834,False
E0315,GENOTYPE,Seed_Size,1,activation,30903284,False
E0316,NRPC2,Seed_Size,1,activation,34768744,False
E0317,TPD1,Seed_Size,1,activation,26685185,False
E0318,CJBPC1,Seed_Size,1,activation,36135190,False
E0319,inter-ploidy cross d,Seed_Size,1,activation,30903284,False
E0320,down regulation of p,Seed_Size,1,activation,20138912,False
E0321,EDA3,Seed_Size,1,activation,33121105,False
E0322,triploid block,Seed_Size,1,activation,36693864,False
E0323,GmZOU-2,Seed_Size,-1,repression,28228767,False
E0324,RGE1,Seed_Size,1,activation,28228767,False
E0325,LORELEI,Seed_Size,1,activation,28811333,False
E0326,low iron levels in c,Seed_Size,1,activation,36275516,False
E0327,ATTFIIB1,Seed_Size,1,activation,23547107,False
E0328,MIR159,Seed_Size,1,activation,30479343,False
E0329,RNAPIII,Seed_Size,1,activation,34768744,False
E0330,PCLEC1,Seed_Size,1,activation,37208597,False
E0331,ATUPF1,Seed_Size,1,activation,16540482,False
E0332,NRPABC1,Seed_Size,1,activation,34768744,False
E0333,EMF1,Seed_Size,1,activation,32824274,False
E0334,ATDOG1,Seed_Size,1,activation,32065246,False
E0335,FLOWERING,Seed_Size,1,activation,32722794,False
E0336,Vegetative developme,Seed_Size,1,activation,28677849,False
E0337,epigenetic variation,Seed_Size,1,activation,30395602,False
E0338,ABA,Seed_Size,1,activation,32824274,False
E0339,ABI5,Seed_Size,1,activation,33288014,False
E0340,higher fatty acid co,Seed_Size,1,activation,35457027,False
E0341,Difference in satura,Seed_Size,-1,repression,37204036,False
E0342,carbon starvation in,Seed_Size,1,activation,30348775,False
E0343,NTRC,Seed_Size,-1,repression,36898225,False
E0344,Inactivating imprint,Seed_Size,-1,repression,26344545,False
E0345,ATCSP2,Seed_Size,1,activation,21282328,False
E0346,LECOP1,Seed_Size,1,activation,27824099,False
E0347,ATHMP51,Seed_Size,1,activation,24719465,False
E0348,Fis mutants,Seed_Size,-1,repression,37155961,False
E0349,Autophagy in materna,Seed_Size,1,activation,37313772,False
E0350,analyzed peg mutants,Seed_Size,1,activation,26344545,False
E0351,changes in the ploid,Seed_Size,1,activation,36693864,False
E0352,overexpression of Pf,Seed_Size,1,activation,32457775,False
E0353,PheMYB4-1,Seed_Size,1,activation,30042769,False
E0354,BBM,Seed_Size,1,activation,24348496,False
E0355,ATSCO1,Seed_Size,1,activation,25914704,False
E0356,ATPPR2,Seed_Size,1,activation,21435048,False
E0357,genomic imprinting,Seed_Size,1,activation,26811909,False
E0358,Misbalanced expressi,Seed_Size,1,activation,19779546,False
E0359,soluble sugars,Seed_Size,1,activation,23882272,False
E0360,ATNPF8.3,Seed_Size,1,activation,31997111,False
E0361,SMC6A,Seed_Size,1,activation,33909904,False
E0362,parental cross direc,Seed_Size,1,activation,30903284,False
E0363,ATCBL3,Seed_Size,1,activation,26537110,False
E0364,fertilization with d,Seed_Size,1,activation,34675953,False
E0365,ABI3,Seed_Size,1,activation,9678577,False
E0366,ATSMC5,Seed_Size,1,activation,34675953,False
E0367,ABI4,Seed_Size,1,activation,35432414,False
E0368,ATMYB25,Seed_Size,1,activation,34489986,False
E0369,PGCRC,Seed_Size,1,activation,36477345,False
E0370,parental genome imba,Seed_Size,1,activation,20333248,False
E0371,VORICONAZOLE,Seed_Size,1,activation,23335967,False
E0372,NRPABC2,Seed_Size,1,activation,34768744,False
E0373,Decreased vesicular ,Seed_Size,1,activation,34360673,False
E0374,FOC,Seed_Size,1,activation,30555499,False
E0375,NRPC8,Seed_Size,1,activation,34768744,False
E0376,REM11,Seed_Size,1,activation,28321931,False
E0377,paternal genome,Seed_Size,1,activation,22164284,False
E0378,ATSR45,Seed_Size,1,activation,29020934,False
E0379,MEDEA,Seed_Size,1,activation,10508576,False
E0380,disruptions in valin,Seed_Size,1,activation,28321931,False
E0381,Maternal tissues,Seed_Size,1,activation,33730150,False
E0382,multiple processes/f,Seed_Size,1,activation,10200327,False
E0383,ATNDT1,Seed_Size,1,activation,31278825,False
E0384,short-term heat expo,Seed_Size,1,activation,26163573,False
E0385,BnGA2ox6 overexpress,Seed_Size,-1,repression,27886559,False
E0386,integument of the ov,Seed_Size,1,activation,33730150,False
E0387,cellularization,Seed_Size,1,activation,30283487,False
E0388,NSE4A,Seed_Size,1,activation,34675953,False
E0389,E12A11,Seed_Size,1,activation,30061395,False
E0390,mitochondrial riboso,Seed_Size,1,activation,29312411,False
E0391,defects in endosperm,Seed_Size,1,activation,23547107,False
E0392,EMS,Seed_Size,1,activation,10571850,False
E0393,TCDD,Seed_Size,1,activation,29394403,False
E0394,NADP,Seed_Size,1,activation,30459802,False
E0395,altered flavonoid me,Seed_Size,1,activation,19995827,False
E0396,PCWRI1,Seed_Size,1,activation,37208597,False
E0397,ATTTG1,Seed_Size,1,activation,29422671,False
E0398,P5CS2,Seed_Size,1,activation,17971042,False
E0399,Fatty acid synthesis,Seed_Size,1,activation,29874815,False
E0400,11_11B,Seed_Size,1,activation,22077724,False
E0401,ATMYB56,Seed_Size,1,activation,23911125,False
E0402,PML3,Seed_Size,1,activation,33454966,False
E0403,MPC,Seed_Size,1,activation,18796636,False
E0404,ATCBL2,Seed_Size,1,activation,26537110,False
E0405,ATRAD18,Seed_Size,1,activation,33909904,False
E0406,H2B,Seed_Size,-1,repression,36323776,False
E0407,ASH2R,Seed_Size,-1,repression,21423667,False
E0408,LOCUS,Seed_Size,1,activation,25219852,False
E0409,ASK13,Seed_Size,1,activation,29788274,False
E0410,EMB1379,Seed_Size,1,activation,28207059,False
E0411,ATCSP4,Seed_Size,-1,repression,21282328,False
E0412,ATNADP-ME1,Seed_Size,1,activation,30459802,False
E0413,COSWEET10,Seed_Size,1,activation,37570971,False
E0414,FUSCA,Seed_Size,1,activation,24348496,False
E0415,MDKIN2,Seed_Size,1,activation,31950166,False
E0416,BPCS,Seed_Size,1,activation,37139231,False
E0417,PoWRI1 gene(s),Seed_Size,1,activation,34209706,False
E0418,Fragmentation of out,Seed_Size,1,activation,34685527,False
E0419,CESA6,Seed_Size,-1,repression,32824274,False
E0420,ER,Seed_Size,1,activation,18296626,False
E0421,BL,Seed_Size,1,activation,30518173,False
E0422,GME,Seed_Size,1,activation,23064319,False
E0423,overexpression of Ps,Seed_Size,1,activation,37666400,False
E0424,SUS,Seed_Size,1,activation,18635527,False
E0425,EMF,Seed_Size,-1,repression,33511344,False
E0426,ATMMS21,Seed_Size,1,activation,34675953,False
E0427,fertilization proces,Seed_Size,1,activation,29067034,False
E0428,EL20Y,Seed_Size,1,activation,27502163,False
E0429,ATCHS,Seed_Size,-1,repression,36693864,False
E0430,ATGRP2,Seed_Size,1,activation,17123099,False
E0431,PGA6,Seed_Size,1,activation,24348496,False
E0432,paternal regulation,Seed_Size,1,activation,26811909,False
E0433,GCN1,Seed_Size,-1,repression,33868334,False
E0434,fis class,Seed_Size,1,activation,26261067,False
E0435,plant(s) homozygous ,Seed_Size,-1,repression,19812694,False
E0436,PEGS,Seed_Size,1,activation,26344545,False
E0437,reciprocal inter-plo,Seed_Size,1,activation,30903284,False
E0438,ATPRP4,Seed_Size,1,activation,17236097,False
E0439,RBL,Seed_Size,-1,repression,21423667,False
E0440,NSE3,Seed_Size,1,activation,28207059,False
E0441,BFN1,Seed_Size,1,activation,18603613,False
E0442,ATEIN2,Seed_Size,1,activation,36282525,False
