edge_id,source,target,sign,effect,pmid,inferred
E0078,Gibberellin,Shoot_Branching,-1,repression,30742622,False
E0079,CUC3,Shoot_Branching,1,activation,31350929,False
E0080,CLE42,Shoot_Branching,1,activation,23815750,False
E0081,VCTCP18,Shoot_Branching,-1,repression,34305986,False
E0082,EBE,Shoot_Branching,1,activation,23616605,False
E0083,CUC2,Shoot_Branching,1,activation,31350929,False
E0084,Overexpression of Md,Shoot_Branching,-1,repression,34113976,False
E0085,SPL9,Shoot_Branching,-1,repression,34638756,False
E0086,Verticillium longisp,Shoot_Branching,1,activation,21044310,False
E0087,SUGARS,Shoot_Branching,1,activation,27610112,False
E0088,R_FR_Ratio,Shoot_Branching,-1,repression,36304753,False
E0089,TDIF,Shoot_Branching,1,activation,21693505,False
E0090,ARR1,Shoot_Branching,-1,repression,36232689,False
E0091,RanBP domain-contain,Shoot_Branching,1,activation,27357205,False
E0092,ABA,Shoot_Branching,-1,repression,33960609,False
E0093,BRCA1,Shoot_Branching,1,activation,31382685,False
E0094,CLE41,Shoot_Branching,1,activation,21693505,False
E0095,Red Light,Shoot_Branching,1,activation,28062593,False
E0096,BRC2,Shoot_Branching,-1,repression,31557268,False
E0097,ERF114,Shoot_Branching,1,activation,35216327,False
E0098,IPT,Shoot_Branching,1,activation,35216327,False
E0099,MBD9,Shoot_Branching,1,activation,16623890,False
E0100,MAX1,Shoot_Branching,-1,repression,16387852,False
E0101,Decapitation,Shoot_Branching,1,activation,30865619,False
E0102,AXR1,Shoot_Branching,1,activation,22963533,False
E0103,AMS,Shoot_Branching,1,activation,36416577,False
E0104,CUC1,Shoot_Branching,1,activation,31350929,False
E0105,AP2,Shoot_Branching,-1,repression,32778534,False
E0106,BRC,Shoot_Branching,-1,repression,34305986,False
E0107,BrMYC2/3-1OE,Shoot_Branching,1,activation,34539701,False
E0108,FRI_COMPLEX,Flowering_Time,1,activation,21406681,False
E0109,H3K36ME3,Flowering_Time,1,activation,28566089,False
E0110,small changes in amb,Flowering_Time,1,activation,33335535,False
E0111,Top SNPs,Flowering_Time,-1,repression,24470785,False
E0112,miR172,Flowering_Time,1,activation,33529193,False
E0113,GMIDD,Flowering_Time,1,activation,33841461,False
E0114,ZmSnRK2.10,Flowering_Time,-1,repression,34210268,False
E0115,genetic variation,Flowering_Time,1,activation,28439467,False
E0116,SA,Flowering_Time,1,activation,20110261,False
E0117,TCMP,Flowering_Time,1,activation,33204936,False
E0118,ART1,Flowering_Time,1,activation,25070081,False
E0119,diurnal light intens,Flowering_Time,1,activation,24281156,False
E0120,FT,Flowering_Time,1,activation,29309650,False
E0121,atipk2β,Flowering_Time,-1,repression,29161428,False
E0122,non-functional gene(,Flowering_Time,-1,repression,34893811,False
E0123,Mild increase in tem,Flowering_Time,1,activation,35854681,False
E0124,genetic background v,Flowering_Time,1,activation,28439467,False
E0125,SPL,Flowering_Time,1,activation,31905863,False
E0126,BAS1,Flowering_Time,1,activation,23275881,False
E0127,MED5AB,Flowering_Time,1,activation,30049745,False
E0128,ATHDA6,Flowering_Time,1,activation,30124938,False
E0129,SVP,Flowering_Time,1,activation,36609767,False
E0130,genome size,Flowering_Time,1,activation,33580702,False
E0131,NRPC7,Flowering_Time,-1,repression,26865731,False
E0132,ATTCP8,Flowering_Time,1,activation,36535527,False
E0133,overexpression of Mt,Flowering_Time,1,activation,31608091,False
E0134,deletion of gene(s) ,Flowering_Time,1,activation,34643730,False
E0135,AT-SC35,Flowering_Time,1,activation,37836248,False
E0136,EMF1,Flowering_Time,1,activation,11487698,False
E0137,FLM,Flowering_Time,-1,repression,17205109,False
E0138,Ambient temperature,Flowering_Time,1,activation,28294941,False
E0139,CSCOL8,Flowering_Time,1,activation,38110864,False
E0140,UV,Flowering_Time,1,activation,22647943,False
E0141,quality of light,Flowering_Time,1,activation,24281156,False
E0142,high plant(s) densit,Flowering_Time,1,activation,31274995,False
E0143,AASOC1B,Flowering_Time,1,activation,34502271,False
E0144,ATCOL2,Flowering_Time,1,activation,18495636,False
E0145,GFP,Flowering_Time,-1,repression,28631168,False
E0146,COLDAIR,Flowering_Time,1,activation,29467783,False
E0147,ATCOL5,Flowering_Time,1,activation,30248137,False
E0148,ATUVR8,Flowering_Time,-1,repression,30254107,False
E0149,Overexpression of Mt,Flowering_Time,1,activation,30295903,False
E0150,DNA,Flowering_Time,1,activation,34954804,False
E0151,PVCO1,Flowering_Time,-1,repression,30314465,False
E0152,Increase in ambient ,Flowering_Time,1,activation,32053223,False
E0153,FPA,Flowering_Time,1,activation,18628965,False
E0154,ATNUP160,Flowering_Time,1,activation,33367234,False
E0155,globally present all,Flowering_Time,1,activation,30388255,False
E0156,ASI3,Flowering_Time,1,activation,26053632,False
E0157,AS1,Flowering_Time,1,activation,21950734,False
E0158,FLC,Flowering_Time,1,activation,37603463,False
E0159,GSWRKY20,Flowering_Time,1,activation,23991184,False
E0160,CSCOL6,Flowering_Time,1,activation,38110864,False
E0161,MED8,Flowering_Time,1,activation,33325122,False
E0162,TSF,Flowering_Time,1,activation,24698997,False
E0163,ADO1,Flowering_Time,-1,repression,24004949,False
E0164,miR156,Flowering_Time,-1,repression,27541584,False
E0165,CO,Flowering_Time,1,activation,33204936,False
E0166,CDF2,Flowering_Time,1,activation,30971226,False
E0167,atocd mutants,Flowering_Time,-1,repression,24237637,False
E0168,CG,Flowering_Time,-1,repression,32144266,False
E0169,LIGHT,Flowering_Time,1,activation,25132385,False
E0170,functional ScFT5 gen,Flowering_Time,-1,repression,34893811,False
E0171,BnABI3 overexpressio,Flowering_Time,-1,repression,30804960,False
E0172,Elevated temperature,Flowering_Time,1,activation,24130095,False
E0173,Seasonal changes,Flowering_Time,1,activation,17205109,False
E0174,ATMBD8,Flowering_Time,1,activation,37514268,False
E0175,FER,Flowering_Time,1,activation,34335672,False
E0176,SDG40,Flowering_Time,1,activation,34270724,False
E0177,Telomere length,Flowering_Time,1,activation,34826163,False
E0178,PHYC,Flowering_Time,1,activation,16732287,False
E0179,ATMYB56,Flowering_Time,-1,repression,34489986,False
E0180,FUS3,Flowering_Time,1,activation,28922765,False
E0181,HOS1,Flowering_Time,1,activation,33060661,False
E0182,PHOTOPERIOD,Flowering_Time,1,activation,24281156,False
E0183,loss of function,Flowering_Time,1,activation,28483056,False
E0184,PHYB,Flowering_Time,1,activation,27820825,False
E0185,BoFRIa alleles,Flowering_Time,1,activation,22333192,False
E0186,PHEMADS15,Flowering_Time,1,activation,28515730,False
E0187,plant(s) size,Flowering_Time,1,activation,24130095,False
E0188,ZMPHYC1,Flowering_Time,1,activation,32531863,False
E0189,IBVPE1,Flowering_Time,1,activation,31060496,False
E0190,Overexpression of Ac,Flowering_Time,1,activation,38157835,False
E0191,SNPFLC,Flowering_Time,1,activation,30068524,False
E0192,AOP2,Flowering_Time,1,activation,26442014,False
E0193,ABA,Flowering_Time,1,activation,26507894,False
E0194,Overexpression of Mi,Flowering_Time,1,activation,35065373,False
E0195,high planting densit,Flowering_Time,1,activation,22384368,False
E0196,ARF1-BP,Flowering_Time,1,activation,29619039,False
E0197,BIC1,Flowering_Time,-1,repression,35008710,False
E0198,PROSCOOP10,Flowering_Time,1,activation,36559666,False
E0199,FRK3,Flowering_Time,1,activation,29093731,False
E0200,MBD9,Flowering_Time,1,activation,37514268,False
E0201,MPWU,Flowering_Time,1,activation,30707443,False
E0202,JMJ30,Flowering_Time,-1,repression,35161303,False
E0203,heterologous express,Flowering_Time,1,activation,28395169,False
E0204,ATCOL1,Flowering_Time,1,activation,18495636,False
E0205,JUMONJI,Flowering_Time,1,activation,25578968,False
E0206,heterologous overexp,Flowering_Time,-1,repression,28631168,False
E0207,large effect alleles,Flowering_Time,-1,repression,37603463,False
E0208,QTL,Flowering_Time,1,activation,25512847,False
E0209,CAA33,Flowering_Time,-1,repression,38279311,False
E0210,Ectopic expression o,Flowering_Time,1,activation,35052409,False
E0211,AGF2,Flowering_Time,1,activation,35642455,False
E0212,FUL,Flowering_Time,1,activation,36340397,False
E0213,transgenic expressio,Flowering_Time,1,activation,31060496,False
E0214,epigenetic marks,Flowering_Time,1,activation,29563187,False
E0215,CRY2,Flowering_Time,1,activation,15248119,False
E0216,Water deficit stress,Flowering_Time,1,activation,32995104,False
E0217,CO2,Flowering_Time,1,activation,24855683,False
E0218,HD2D,Flowering_Time,1,activation,27066015,False
E0219,PLDALPHA3,Flowering_Time,1,activation,19704505,False
E0220,AP1,Flowering_Time,1,activation,23954797,False
E0221,SSF,Flowering_Time,1,activation,37220754,False
E0222,GASA6,Flowering_Time,1,activation,36800929,False
E0223,HMGA,Flowering_Time,1,activation,32143577,False
E0224,AtSCL protein(s),Flowering_Time,1,activation,37836248,False
E0225,ZMPHYC2,Flowering_Time,1,activation,32531863,False
E0226,gene(s) mutation,Flowering_Time,1,activation,34826163,False
E0227,overexpressed BrBFT,Flowering_Time,-1,repression,36714709,False
E0228,ATHST,Flowering_Time,1,activation,24743244,False
E0229,selection of circadi,Flowering_Time,1,activation,35218268,False
E0230,SPACEFLIGHT,Flowering_Time,1,activation,34215844,False
E0231,Over-expression of C,Flowering_Time,1,activation,26825444,False
E0232,SOC1,Flowering_Time,1,activation,29309650,False
E0233,MAF2,Flowering_Time,1,activation,28294941,False
E0234,TFL1,Flowering_Time,-1,repression,35870881,False
E0235,BFT,Flowering_Time,1,activation,37514306,False
E0236,vernalized plant(s),Flowering_Time,-1,repression,11337081,False
E0237,warm temperatures,Flowering_Time,1,activation,28294941,False
E0238,AEL1,Flowering_Time,1,activation,32214028,False
E0239,TOE2,Flowering_Time,-1,repression,28649719,False
E0240,TOE1,Flowering_Time,-1,repression,31245664,False
E0241,CPD45,Flowering_Time,-1,repression,29930561,False
E0242,SMZ,Flowering_Time,-1,repression,29309650,False
E0243,SEP,Flowering_Time,-1,repression,36531379,False
E0244,ATLEC1,Flowering_Time,-1,repression,34172749,False
E0245,high temperature,Flowering_Time,-1,repression,35854681,False
E0246,PRP39,Flowering_Time,1,activation,17380304,False
E0247,FRS12,Flowering_Time,1,activation,29534529,False
E0248,Burkholderia phytofi,Flowering_Time,1,activation,26858740,False
E0249,~150 gene(s),Flowering_Time,1,activation,25719734,False
E0250,MS2,Flowering_Time,1,activation,31557222,False
E0251,CK2,Flowering_Time,1,activation,22353866,False
E0252,ATMSI1,Flowering_Time,1,activation,24639681,False
E0253,ATDDM1,Flowering_Time,1,activation,19557164,False
E0254,FLAG,Flowering_Time,1,activation,32582842,False
E0255,ATU2AF65,Flowering_Time,1,activation,37836248,False
E0256,DNSIZ1,Flowering_Time,-1,repression,26376625,False
E0257,CPL3,Flowering_Time,1,activation,26706076,False
E0258,Illumination of root,Flowering_Time,1,activation,28467358,False
E0259,DDB1A,Flowering_Time,1,activation,19921247,False
E0260,absence of m1G and m,Flowering_Time,1,activation,30508117,False
E0261,Long days,Flowering_Time,1,activation,31158286,False
E0262,Spaceflight factors,Flowering_Time,1,activation,35008489,False
E0263,Over-expression of A,Flowering_Time,1,activation,33096855,False
E0264,AASOC1A,Flowering_Time,1,activation,34502271,False
E0265,ETHYLENE,Flowering_Time,1,activation,24498334,False
E0266,MED18,Flowering_Time,1,activation,23326539,False
E0267,SVP1,Flowering_Time,1,activation,22071267,False
E0268,AGL16,Flowering_Time,-1,repression,27703461,False
E0269,Accumulation of Put,Flowering_Time,-1,repression,33096855,False
E0270,ARP6,Flowering_Time,1,activation,31817723,False
E0271,ATKO1,Flowering_Time,1,activation,34071961,False
E0272,ATHM3,Flowering_Time,1,activation,19218459,False
E0273,EgrMADS 3,Flowering_Time,1,activation,32688894,False
E0274,Overexpression of se,Flowering_Time,1,activation,33304362,False
E0275,MED,Flowering_Time,1,activation,30049745,False
E0276,ATNPR1,Flowering_Time,1,activation,35379074,False
E0277,AGL24,Flowering_Time,1,activation,25719734,False
E0278,ATGRP7,Flowering_Time,1,activation,32397956,False
E0279,Overexpression of Bn,Flowering_Time,1,activation,20976458,False
E0280,ELF3,Flowering_Time,1,activation,27564448,False
E0281,warmer conditions,Flowering_Time,1,activation,33335535,False
E0282,PHFT5,Flowering_Time,1,activation,31628413,False
E0283,PROLINE,Flowering_Time,1,activation,36145748,False
E0284,CRL3BPM,Flowering_Time,1,activation,36545004,False
E0285,COI1,Flowering_Time,-1,repression,26410299,False
E0286,AP2,Flowering_Time,-1,repression,33013987,False
E0287,ALKBH10B,Flowering_Time,1,activation,34386031,False
E0288,IAA,Flowering_Time,-1,repression,30587246,False
E0289,ATDOG1,Flowering_Time,1,activation,27293186,False
E0290,Seeds from the same ,Flowering_Time,1,activation,38117849,False
E0291,ATX2,Flowering_Time,1,activation,37603463,False
E0292,ATDOK1,Flowering_Time,1,activation,28379398,False
E0293,Ge-0 allele,Flowering_Time,1,activation,37372341,False
E0294,EDI,Flowering_Time,-1,repression,37603463,False
E0295,RIBOFLAVIN,Flowering_Time,1,activation,25201173,False
E0296,CSCOL4,Flowering_Time,1,activation,38110864,False
E0297,SUGAR,Flowering_Time,1,activation,26507894,False
E0298,ATCML24,Flowering_Time,1,activation,19517005,False
E0299,BrMYC2/3-1/4-1OE,Flowering_Time,1,activation,34539701,False
E0300,soil microbes,Flowering_Time,1,activation,25350154,False
E0301,ATCSP2,Flowering_Time,1,activation,21282328,False
E0302,TGA7,Flowering_Time,1,activation,34380420,False
E0303,matching the period ,Flowering_Time,1,activation,17662034,False
E0304,FLY,Flowering_Time,1,activation,32948902,False
E0305,ATHB-16,Flowering_Time,-1,repression,30057588,False
E0306,ATC3H52,Flowering_Time,1,activation,31701139,False
E0307,PavGA2ox-2L,Flowering_Time,-1,repression,35932654,False
E0308,AFPS,Flowering_Time,-1,repression,33133119,False
E0309,ectopic expression o,Flowering_Time,1,activation,28233798,False
E0310,fasciclin-like arabi,Flowering_Time,1,activation,8455554,False
E0311,APRR7,Flowering_Time,1,activation,14634148,False
E0312,ATSOS3,Flowering_Time,1,activation,36135824,False
E0313,MOS3,Flowering_Time,1,activation,33060661,False
E0314,SEP4,Flowering_Time,1,activation,37971083,False
E0315,PHFT1,Flowering_Time,-1,repression,31628413,False
E0316,PcG protein(s),Flowering_Time,-1,repression,36382558,False
E0317,TEM1,Flowering_Time,-1,repression,36818828,False
E0318,ATCRY1,Flowering_Time,1,activation,25740719,False
E0319,PPF1,Flowering_Time,1,activation,12535342,False
E0320,GA,Flowering_Time,1,activation,21103336,False
E0321,NUP54,Flowering_Time,1,activation,33060661,False
E0322,cytosine methylation,Flowering_Time,1,activation,35552412,False
E0323,circadian clock gene,Flowering_Time,1,activation,28878247,False
E0324,ARQ1,Flowering_Time,1,activation,17416640,False
E0325,NITRATE,Flowering_Time,1,activation,29309650,False
E0326,LATITUDE,Flowering_Time,1,activation,23717385,False
E0327,RLN5,Flowering_Time,1,activation,7565589,False
E0328,low temperature,Flowering_Time,-1,repression,24772937,False
E0329,35SΩ:CuVOZ2,Flowering_Time,1,activation,38213920,False
E0330,ATLHP1,Flowering_Time,1,activation,32824274,False
E0331,Genetic variation in,Flowering_Time,1,activation,28439467,False
E0332,overexpression of Lc,Flowering_Time,-1,repression,37377797,False
E0333,indel of three nucle,Flowering_Time,1,activation,37372341,False
E0334,RfBP protein(s),Flowering_Time,1,activation,25201173,False
E0335,BRS,Flowering_Time,1,activation,34698114,False
E0336,HOO,Flowering_Time,-1,repression,26260741,False
E0337,interaction between ,Flowering_Time,1,activation,29955997,False
E0338,TAF15B,Flowering_Time,1,activation,29086456,False
E0339,BBX7,Flowering_Time,-1,repression,31947959,False
E0340,OSPIL1,Flowering_Time,1,activation,27683092,False
E0341,Ectopic overexpressi,Flowering_Time,1,activation,30176795,False
E0342,Helitron transposon,Flowering_Time,1,activation,31234777,False
E0343,High salinity condit,Flowering_Time,1,activation,29272465,False
E0344,low nitrate availabi,Flowering_Time,1,activation,29309650,False
E0345,TCP2,Flowering_Time,1,activation,35327958,False
E0346,EPISTASIS,Flowering_Time,1,activation,23382706,False
E0347,high salt stress,Flowering_Time,1,activation,29272465,False
E0348,RFBP,Flowering_Time,1,activation,25547226,False
E0349,EgrMADS 4,Flowering_Time,1,activation,32688894,False
E0350,COOLAIR,Flowering_Time,1,activation,31921267,False
E0351,CIN4,Flowering_Time,-1,repression,26556345,False
E0352,AGL6,Flowering_Time,-1,repression,22730404,False
E0353,Core feedback loop,Flowering_Time,1,activation,29048562,False
E0354,ATXN2,Flowering_Time,1,activation,33802796,False
E0355,CLF,Flowering_Time,1,activation,20703330,False
E0356,ATSWEET10,Flowering_Time,1,activation,32013867,False
E0357,Group-2 plant(s),Flowering_Time,1,activation,22080981,False
E0358,27 candidate gene(s),Flowering_Time,1,activation,31158286,False
E0359,ATNPF6.3,Flowering_Time,1,activation,33643357,False
E0360,ATSAP18,Flowering_Time,1,activation,31608083,False
E0361,Over 100 gene(s),Flowering_Time,1,activation,22865739,False
E0362,det1 ddb2 mutants,Flowering_Time,-1,repression,17409070,False
E0363,ultraviolet-B,Flowering_Time,1,activation,35432431,False
E0364,ATU2AF35,Flowering_Time,1,activation,37836248,False
E0365,ambient growth tempe,Flowering_Time,1,activation,17205109,False
E0366,H2AS95PH,Flowering_Time,1,activation,28790150,False
E0367,FRS7,Flowering_Time,1,activation,28492275,False
E0368,SRR1,Flowering_Time,1,activation,25129129,False
E0369,SVP4,Flowering_Time,-1,repression,22071267,False
E0370,Day length,Flowering_Time,1,activation,35306666,False
E0371,FTF,Flowering_Time,-1,repression,26139827,False
E0372,CDF3,Flowering_Time,-1,repression,30971226,False
E0373,ATNUP62,Flowering_Time,1,activation,33060661,False
E0374,AASOC1C,Flowering_Time,1,activation,34502271,False
E0375,AT2353,Flowering_Time,1,activation,18069939,False
E0376,ATTEM,Flowering_Time,-1,repression,24424565,False
E0377,enhanced plant(s) gr,Flowering_Time,1,activation,29955997,False
E0378,Circadian clock,Flowering_Time,1,activation,23435351,False
E0379,35S::EsSVP,Flowering_Time,1,activation,27733858,False
E0380,AT2301,Flowering_Time,1,activation,18069939,False
E0381,ATSUMO1,Flowering_Time,1,activation,26934536,False
E0382,OSCOP1,Flowering_Time,1,activation,24985152,False
E0383,CMV,Flowering_Time,1,activation,18704166,False
E0384,repeat expansion,Flowering_Time,-1,repression,27630650,False
E0385,GMELF3B,Flowering_Time,1,activation,28878247,False
E0386,Temperature increase,Flowering_Time,1,activation,32722794,False
E0387,fall germination tim,Flowering_Time,1,activation,24281156,False
E0388,DCP5,Flowering_Time,1,activation,37220754,False
E0389,Overexpression of Jc,Flowering_Time,1,activation,32434522,False
E0390,BBX31,Flowering_Time,1,activation,27015278,False
E0391,HDF1,Flowering_Time,1,activation,36697433,False
E0392,gene(s) involved in ,Flowering_Time,1,activation,30971226,False
E0393,BBX19,Flowering_Time,-1,repression,36507446,False
E0394,PPRD2,Flowering_Time,1,activation,28379398,False
E0395,CPC,Flowering_Time,1,activation,26706076,False
E0396,CHI2,Flowering_Time,1,activation,23275881,False
E0397,+/+ genotype,Flowering_Time,1,activation,37802986,False
E0398,ADO2,Flowering_Time,1,activation,30248137,False
E0399,ATBZIP27,Flowering_Time,1,activation,37186640,False
E0400,overexpressed AhGPAT,Flowering_Time,-1,repression,36844041,False
E0401,nitrate status,Flowering_Time,1,activation,33643357,False
E0402,AMIPECT1,Flowering_Time,1,activation,24698997,False
E0403,GMF,Flowering_Time,1,activation,33911161,False
E0404,VVAGL12,Flowering_Time,1,activation,38003021,False
E0405,DROUGHT,Flowering_Time,1,activation,29868063,False
E0406,PHYTOCHROMES,Flowering_Time,1,activation,23271982,False
E0407,overexpression of Vv,Flowering_Time,1,activation,17160562,False
E0408,TOC1,Flowering_Time,1,activation,34194455,False
E0409,Microgravity environ,Flowering_Time,1,activation,35602950,False
E0410,vernalization,Flowering_Time,1,activation,23616927,False
E0411,Ler allele,Flowering_Time,1,activation,25426126,False
E0412,Changes in the durat,Flowering_Time,1,activation,21255164,False
E0413,AMP1,Flowering_Time,-1,repression,21637772,False
E0414,GAS,Flowering_Time,1,activation,18931352,False
E0415,temperature rise,Flowering_Time,1,activation,36961244,False
E0416,ATC3H36,Flowering_Time,1,activation,31701139,False
E0417,PRR,Flowering_Time,-1,repression,23731278,False
E0418,ATJAZ1,Flowering_Time,1,activation,36096884,False
E0419,CHR35,Flowering_Time,-1,repression,26752684,False
E0420,ICCV,Flowering_Time,-1,repression,28818860,False
E0421,PHYA,Flowering_Time,1,activation,9733523,False
E0422,AP2S,Flowering_Time,-1,repression,38117849,False
E0423,ATEMF2,Flowering_Time,1,activation,20676919,False
E0424,ATSR45,Flowering_Time,1,activation,37374167,False
E0425,ATDET1,Flowering_Time,-1,repression,25962685,False
E0426,ATTIR1,Flowering_Time,1,activation,33287712,False
E0427,N,Flowering_Time,1,activation,33643357,False
E0428,Gene(s),Flowering_Time,1,activation,34672409,False
E0429,ATP5CS,Flowering_Time,-1,repression,23062072,False
E0430,LNK4,Flowering_Time,-1,repression,30577529,False
E0431,candidate gene(s),Flowering_Time,-1,repression,20463887,False
E0432,AGL79,Flowering_Time,1,activation,37148653,False
E0433,SEC,Flowering_Time,-1,repression,32928908,False
E0434,chromatin modificati,Flowering_Time,1,activation,22892321,False
E0435,gene(s) expression v,Flowering_Time,1,activation,28439467,False
E0436,floral pathway integ,Flowering_Time,1,activation,28439467,False
E0437,FCA,Flowering_Time,1,activation,11337081,False
E0438,Overexpression of Pw,Flowering_Time,-1,repression,34203360,False
E0439,Defects in sumoylati,Flowering_Time,1,activation,17513499,False
E0440,TPL,Flowering_Time,1,activation,28752516,False
E0441,Fusarium oxysporum,Flowering_Time,1,activation,26034991,False
E0442,GI,Flowering_Time,-1,repression,33329652,False
E0443,Increasing environme,Flowering_Time,-1,repression,24281156,False
E0444,ATHDA5,Flowering_Time,1,activation,29751673,False
E0445,CRY1G380R,Flowering_Time,1,activation,25740719,False
E0446,Water Stress,Flowering_Time,1,activation,24223111,False
E0447,CONSTRUCTS,Flowering_Time,1,activation,31557222,False
E0448,Natural variation,Flowering_Time,1,activation,15248119,False
E0449,Autonomous pathway,Flowering_Time,1,activation,17205109,False
E0450,LFY,Flowering_Time,1,activation,24357620,False
E0451,ATSTY1,Flowering_Time,1,activation,36072673,False
E0452,JCTFL1A,Flowering_Time,-1,repression,28225036,False
E0453,Triple mutation,Flowering_Time,1,activation,11323677,False
E0454,nonfunctional and we,Flowering_Time,-1,repression,19317844,False
E0455,Differences in gene(,Flowering_Time,1,activation,27226169,False
E0456,Environmental cues,Flowering_Time,1,activation,26856528,False
E0457,nitrate supply chang,Flowering_Time,1,activation,33778228,False
E0458,TSL,Flowering_Time,1,activation,8252629,False
E0459,ATC,Flowering_Time,-1,repression,23404901,False
E0460,SUC2,Flowering_Time,1,activation,28752516,False
E0461,FLORE,Flowering_Time,1,activation,30971226,False
E0462,Temperature variatio,Flowering_Time,1,activation,36304200,False
E0463,various pathways,Flowering_Time,1,activation,36864727,False
E0464,PHFT4,Flowering_Time,1,activation,31628413,False
E0465,TOE,Flowering_Time,1,activation,31681381,False
