node,type,is_source,n_activators,activators,n_inhibitors,inhibitors,formula
ADL1,GENE,True,0,,0,,ADL1 = gene_modifier + exogenous_supply
SLS,GENE,True,0,,0,,SLS = gene_modifier + exogenous_supply
WT,GENE,True,0,,0,,WT = gene_modifier + exogenous_supply
BRC1,GENE,True,0,,0,,BRC1 = gene_modifier + exogenous_supply
Heterologous overexp,GENE,True,0,,0,,Heterologous overexp = gene_modifier + exogenous_supply
SAP11,GENE,True,0,,0,,SAP11 = gene_modifier + exogenous_supply
KAI2,GENE,True,0,,0,,KAI2 = gene_modifier + exogenous_supply
PIN347,GENE,True,0,,0,,PIN347 = gene_modifier + exogenous_supply
PP5,GENE,True,0,,0,,PP5 = gene_modifier + exogenous_supply
Strigolactone,HORMONE,True,0,,0,,Strigolactone = gene_modifier + exogenous_supply
GR5,GENE,True,0,,0,,GR5 = gene_modifier + exogenous_supply
ES10Y,GENE,True,0,,0,,ES10Y = gene_modifier + exogenous_supply
Cytokinin,HORMONE,True,0,,0,,Cytokinin = gene_modifier + exogenous_supply
Effector protein(s),GENE,True,0,,0,,Effector protein(s) = gene_modifier + exogenous_supply
shoot meristems,GENE,True,0,,0,,shoot meristems = gene_modifier + exogenous_supply
LCMAX1,GENE,True,0,,0,,LCMAX1 = gene_modifier + exogenous_supply
low red light to far,GENE,True,0,,0,,low red light to far = gene_modifier + exogenous_supply
miR156,REGULATORY_RNA,True,0,,0,,miR156 = gene_modifier + exogenous_supply
EBE; (ERF114,GENE,True,0,,0,,EBE; (ERF114 = gene_modifier + exogenous_supply
CLAMT,GENE,True,0,,0,,CLAMT = gene_modifier + exogenous_supply
nutrient availabilit,GENE,True,0,,0,,nutrient availabilit = gene_modifier + exogenous_supply
FHY3,GENE,True,0,,0,,FHY3 = gene_modifier + exogenous_supply
CN,GENE,True,0,,0,,CN = gene_modifier + exogenous_supply
bioactive substance,GENE,True,0,,0,,bioactive substance = gene_modifier + exogenous_supply
ASU1,GENE,True,0,,0,,ASU1 = gene_modifier + exogenous_supply
LBO,GENE,True,0,,0,,LBO = gene_modifier + exogenous_supply
Overexpression of Gh,GENE,True,0,,0,,Overexpression of Gh = gene_modifier + exogenous_supply
HXK1,GENE,True,0,,0,,HXK1 = gene_modifier + exogenous_supply
PERK12,GENE,True,0,,0,,PERK12 = gene_modifier + exogenous_supply
PIN1,GENE,True,0,,0,,PIN1 = gene_modifier + exogenous_supply
MIR171C,REGULATORY_RNA,True,0,,0,,MIR171C = gene_modifier + exogenous_supply
BPTCP19,GENE,True,0,,0,,BPTCP19 = gene_modifier + exogenous_supply
exogenous applicatio,GENE,True,0,,0,,exogenous applicatio = gene_modifier + exogenous_supply
Sucrose,METABOLITE,True,0,,0,,Sucrose = gene_modifier + exogenous_supply
AUX,GENE,True,0,,0,,AUX = gene_modifier + exogenous_supply
production of long-d,GENE,True,0,,0,,production of long-d = gene_modifier + exogenous_supply
Auxin,HORMONE,False,1,photomorphogenesis,0,,"Auxin = (max(photomorphogenesis, 0.01))^(1/1) * gene_modifier + exogenous_supply"
environmental condit,GENE,True,0,,0,,environmental condit = gene_modifier + exogenous_supply
A1,GENE,True,0,,0,,A1 = gene_modifier + exogenous_supply
PHYB,GENE,True,0,,0,,PHYB = gene_modifier + exogenous_supply
MECLA,GENE,True,0,,0,,MECLA = gene_modifier + exogenous_supply
CYP86A8,GENE,True,0,,0,,CYP86A8 = gene_modifier + exogenous_supply
CARLACTONE,GENE,True,0,,0,,CARLACTONE = gene_modifier + exogenous_supply
DEFOLIATION,GENE,True,0,,0,,DEFOLIATION = gene_modifier + exogenous_supply
Overexpression of Cm,GENE,True,0,,0,,Overexpression of Cm = gene_modifier + exogenous_supply
Overexpression of At,GENE,True,0,,0,,Overexpression of At = gene_modifier + exogenous_supply
ASL39,GENE,True,0,,0,,ASL39 = gene_modifier + exogenous_supply
BPTCP8,GENE,True,0,,0,,BPTCP8 = gene_modifier + exogenous_supply
(2R)-isomers,GENE,True,0,,0,,(2R)-isomers = gene_modifier + exogenous_supply
SPL15,GENE,True,0,,0,,SPL15 = gene_modifier + exogenous_supply
cryptochrome 1,GENE,True,0,,0,,cryptochrome 1 = gene_modifier + exogenous_supply
PMF,GENE,True,0,,0,,PMF = gene_modifier + exogenous_supply
D14,GENE,True,0,,0,,D14 = gene_modifier + exogenous_supply
BPTCP14,GENE,True,0,,0,,BPTCP14 = gene_modifier + exogenous_supply
Loss-of-function in ,GENE,True,0,,0,,Loss-of-function in  = gene_modifier + exogenous_supply
Altered carotenoid p,GENE,True,0,,0,,Altered carotenoid p = gene_modifier + exogenous_supply
alterations in carbo,GENE,True,0,,0,,alterations in carbo = gene_modifier + exogenous_supply
CAND1,GENE,True,0,,0,,CAND1 = gene_modifier + exogenous_supply
SMAX1,GENE,True,0,,0,,SMAX1 = gene_modifier + exogenous_supply
remaining MeCLA,GENE,True,0,,0,,remaining MeCLA = gene_modifier + exogenous_supply
Undefined hormone,GENE,True,0,,0,,Undefined hormone = gene_modifier + exogenous_supply
initiation and growt,GENE,True,0,,0,,initiation and growt = gene_modifier + exogenous_supply
A. thaliana,GENE,True,0,,0,,A. thaliana = gene_modifier + exogenous_supply
Gibberellin,HORMONE,False,0,,1,DELLA,"Gibberellin = min(1/max(DELLA, 0.1), 10.0) * gene_modifier + exogenous_supply"
CUC3,GENE,True,0,,0,,CUC3 = gene_modifier + exogenous_supply
CLE42,GENE,True,0,,0,,CLE42 = gene_modifier + exogenous_supply
VCTCP18,GENE,True,0,,0,,VCTCP18 = gene_modifier + exogenous_supply
EBE,GENE,True,0,,0,,EBE = gene_modifier + exogenous_supply
CUC2,GENE,True,0,,0,,CUC2 = gene_modifier + exogenous_supply
Overexpression of Md,GENE,True,0,,0,,Overexpression of Md = gene_modifier + exogenous_supply
SPL9,GENE,True,0,,0,,SPL9 = gene_modifier + exogenous_supply
Verticillium longisp,GENE,True,0,,0,,Verticillium longisp = gene_modifier + exogenous_supply
SUGARS,GENE,True,0,,0,,SUGARS = gene_modifier + exogenous_supply
R_FR_Ratio,ENVIRONMENT,True,0,,0,,R_FR_Ratio = gene_modifier + exogenous_supply
TDIF,GENE,True,0,,0,,TDIF = gene_modifier + exogenous_supply
ARR1,GENE,True,0,,0,,ARR1 = gene_modifier + exogenous_supply
RanBP domain-contain,GENE,True,0,,0,,RanBP domain-contain = gene_modifier + exogenous_supply
ABA,HORMONE,True,0,,0,,ABA = gene_modifier + exogenous_supply
BRCA1,GENE,True,0,,0,,BRCA1 = gene_modifier + exogenous_supply
CLE41,GENE,True,0,,0,,CLE41 = gene_modifier + exogenous_supply
Red Light,GENE,True,0,,0,,Red Light = gene_modifier + exogenous_supply
BRC2,GENE,True,0,,0,,BRC2 = gene_modifier + exogenous_supply
ERF114,GENE,True,0,,0,,ERF114 = gene_modifier + exogenous_supply
IPT,GENE,True,0,,0,,IPT = gene_modifier + exogenous_supply
MBD9,GENE,True,0,,0,,MBD9 = gene_modifier + exogenous_supply
MAX1,GENE,True,0,,0,,MAX1 = gene_modifier + exogenous_supply
Decapitation,ENVIRONMENT,True,0,,0,,Decapitation = gene_modifier + exogenous_supply
AXR1,GENE,True,0,,0,,AXR1 = gene_modifier + exogenous_supply
AMS,GENE,True,0,,0,,AMS = gene_modifier + exogenous_supply
CUC1,GENE,True,0,,0,,CUC1 = gene_modifier + exogenous_supply
AP2,GENE,True,0,,0,,AP2 = gene_modifier + exogenous_supply
BRC,GENE,True,0,,0,,BRC = gene_modifier + exogenous_supply
BrMYC2/3-1OE,GENE,True,0,,0,,BrMYC2/3-1OE = gene_modifier + exogenous_supply
FRI_COMPLEX,GENE,True,0,,0,,FRI_COMPLEX = gene_modifier + exogenous_supply
