network,edge_id,source,source_type,target,target_type,sign,effect,mechanism,n_evidence,doi_list
Seed Size,N052,Cytokinin,HORMONE,DA1,GENE,-1,inhibition,CK reduces DA1 protein accumulation without affecting mRNA,1,10.1038/s41467-024-48361-7
Seed Size,N053,YUC10,GENE,Auxin,HORMONE,1,activation,flavin monooxygenase converts IPA to IAA in endosperm post-fertilization,1,10.7554/eLife.20542
Seed Size,N054,YUC11,GENE,Auxin,HORMONE,1,activation,flavin monooxygenase auxin biosynthesis,1,10.7554/eLife.20542
Seed Size,N055,TAR1,GENE,Auxin,HORMONE,1,activation,tryptophan aminotransferase in auxin biosynthesis,1,10.7554/eLife.20542
Seed Size,N056,PGP10,GENE,Auxin,HORMONE,1,activation,ABCB auxin efflux transporter moves auxin endospermÃ¢â€ â€™integuments,1,10.7554/eLife.20542
Seed Size,N057,Auxin,HORMONE,TIR1,GENE,1,activation,auxin binds TIR1 F-box co-receptor to target Aux/IAA for degradation,1,10.1101/gad.316554.118
Seed Size,N058,TIR1,GENE,ARF2,GENE,1,activation,TIR1 degrades Aux/IAA to release ARF2,1,10.1101/gad.316554.118
Seed Size,N059,GA20OX,GENE,Gibberellin,HORMONE,1,activation,GA20-oxidase catalyzes late steps of GA biosynthesis,1,10.1105/tpc.104.026690
Seed Size,N060,GA3OX,GENE,Gibberellin,HORMONE,1,activation,GA3-oxidase catalyzes final step of GA biosynthesis,1,10.1105/tpc.104.026690
Seed Size,N061,GA2OX,GENE,Gibberellin,HORMONE,-1,inhibition,GA2-oxidase inactivates bioactive GAs,1,10.1105/tpc.104.026690
Seed Size,N062,DET2,GENE,Brassinosteroid,HORMONE,1,activation,5ÃŽÂ±-reductase in BR biosynthesis,1,10.1104/pp.113.217703
Seed Size,N063,DWF4,GENE,Brassinosteroid,HORMONE,1,activation,C-22 hydroxylase in BR biosynthesis,1,10.1104/pp.113.217703
Seed Size,N064,BAS1,GENE,Brassinosteroid,HORMONE,-1,inhibition,CYP72B1 inactivates BR by hydroxylation,1,10.1104/pp.113.217703
Seed Size,N065,Brassinosteroid,HORMONE,BRI1,GENE,1,activation,BR binds BRI1 receptor kinase,1,10.1104/pp.113.217703
Seed Size,N066,BRI1,GENE,BIN2,GENE,-1,inhibition,active BRI1-BAK1 inactivates BIN2 GSK3-like kinase,1,10.1104/pp.113.217703
Seed Size,N067,BIN2,GENE,BZR1,GENE,-1,inhibition,GSK3-like kinase phosphorylates and destabilizes BZR1,1,10.1073/pnas.172510499
Seed Size,N068,BZR1,GENE,SHB1,GENE,1,activation,BZR1 binds SHB1 promoter (ChIP),1,10.1104/pp.113.217703
Seed Size,N069,BZR1,GENE,IKU1,GENE,1,activation,BZR1 binds IKU1 promoter (ChIP),1,10.1104/pp.113.217703
Seed Size,N070,BZR1,GENE,IKU2,GENE,1,activation,BZR1 binds IKU2 promoter (ChIP),1,10.1104/pp.113.217703
Seed Size,N071,BZR1,GENE,AP2,GENE,-1,repression,BZR1 represses AP2 (negative seed-size regulator),1,10.1104/pp.113.217703
Seed Size,N072,BZR1,GENE,ARF2,GENE,-1,repression,BZR1 represses ARF2,1,10.1104/pp.113.217703
Seed Size,N073,BZR1,GENE,RAV1,GENE,-1,repression,BR-activated BZR1 represses RAV1 during seed development,1,10.14348/molcells.2018.0259
Seed Size,N074,AIF2,GENE,SHB1,GENE,-1,repression,bHLH TF represses SHB1 expression,1,10.3390/ijms241310666
Seed Size,N075,SHB1,GENE,MINI3,GENE,1,activation,SHB1 associates with MINI3 promoter in vivo (ChIP),1,10.1105/tpc.108.064972
Seed Size,N076,IKU1,GENE,MINI3,GENE,1,activation,VQ domain protein IKU1 interacts with WRKY10/MINI3 as cofactor,1,10.1073/pnas.0508418102
Seed Size,N077,RAV1,GENE,MINI3,GENE,-1,repression,RAV1 binds CAACA motif in MINI3 promoter,1,10.14348/molcells.2018.0259
Seed Size,N078,AIF2,GENE,MINI3,GENE,-1,repression,bHLH TF represses MINI3,1,10.3390/ijms241310666
Seed Size,N079,AIF2,GENE,IKU1,GENE,-1,repression,bHLH TF represses IKU1,1,10.3390/ijms241310666
Seed Size,N080,IKU1,GENE,IKU2,GENE,1,activation,VQ protein activates MINI3 which activates IKU2,1,10.1073/pnas.0508418102
Seed Size,N081,RAV1,GENE,IKU2,GENE,-1,repression,RAV1 binds CACCTG motif in IKU2 promoter,1,10.14348/molcells.2018.0259
Seed Size,N082,VAL1,GENE,LEC1,GENE,-1,repression,VAL1 B3 repressor silences LEC1 via PKL chromatin remodeling,1,10.1104/pp.113.220988
Seed Size,N083,VAL2,GENE,LEC1,GENE,-1,repression,VAL2 B3 repressor silences LEC1 redundantly with VAL1,1,10.1104/pp.113.220988
Seed Size,N084,PKL,GENE,LEC1,GENE,-1,repression,PICKLE CHD3 chromatin remodeler directly represses LEC1,1,10.1038/s41477-022-01237-4
Seed Size,N085,VAL1,GENE,LEC2,GENE,-1,repression,VAL1 silences LEC2 in seedlings,1,10.1104/pp.113.220988
Seed Size,N086,VAL2,GENE,LEC2,GENE,-1,repression,VAL2 silences LEC2 redundantly,1,10.1104/pp.113.220988
Seed Size,N087,PKL,GENE,LEC2,GENE,-1,repression,PKL directly represses LEC2,1,10.1038/s41477-022-01237-4
Seed Size,N088,FUS3,GENE,LEC2,GENE,1,activation,FUS3 maintains LEC2 expression,1,10.1104/pp.113.220988
Seed Size,N089,VAL1,GENE,FUS3,GENE,-1,repression,VAL1 silences FUS3 via chromatin repression,1,10.1104/pp.113.220988
Seed Size,N090,VAL2,GENE,FUS3,GENE,-1,repression,VAL2 silences FUS3 redundantly,1,10.1104/pp.113.220988
Seed Size,N091,PKL,GENE,FUS3,GENE,-1,repression,PKL directly represses FUS3,1,10.1038/s41477-022-01237-4
Seed Size,N092,VAL1,GENE,ABI3,GENE,-1,repression,VAL1 silences ABI3 via chromatin,1,10.1104/pp.113.220988
Seed Size,N093,VAL2,GENE,ABI3,GENE,-1,repression,VAL2 silences ABI3 redundantly,1,10.1104/pp.113.220988
Seed Size,N094,LEC1,GENE,ABI3,GENE,1,activation,LEC1 promotes ABI3 protein abundance,1,10.1105/tpc.9.8.1265
Seed Size,N095,LEC2,GENE,ABI3,GENE,1,activation,LEC2 upregulates ABI3,1,10.1242/dev.00992
Seed Size,N096,FUS3,GENE,ABI3,GENE,1,activation,FUS3 promotes ABI3 protein abundance,1,10.1105/tpc.9.8.1265
Seed Size,N097,ABI4,GENE,ABI3,GENE,1,activation,ABI4 activates ABI3 in ABA response,1,10.1104/pp.124.4.1752
Seed Size,N098,ABI3,GENE,FUS3,GENE,1,activation,ABI3/FUS3 self-reinforcing feedback loop,1,10.1105/tpc.9.8.1265
Seed Size,N099,ABI3,GENE,ABI4,GENE,1,activation,ABI3 positively regulates ABI4,1,10.1104/pp.124.4.1752
Seed Size,N100,VAL1,GENE,PKL,GENE,1,activation,VAL1 physically interacts with PKL and recruits it to LAFL loci,1,10.1038/s41477-022-01237-4
Seed Size,N101,VAL2,GENE,PKL,GENE,1,activation,VAL2 recruits PKL redundantly,1,10.1038/s41477-022-01237-4
Seed Size,N102,DA1,GENE,UBP15,GENE,-1,inhibition,DA1 peptidase cleaves UBP15 after ubiquitylation,1,10.1105/tpc.114.122663
Seed Size,N103,DA1,GENE,DA2,GENE,-1,inhibition,DA1 peptidase cleaves DA2 (negative feedback on activating E3 ligase),1,10.1105/tpc.16.00118
Seed Size,N104,DA1,GENE,EOD1,GENE,-1,inhibition,DA1 peptidase cleaves EOD1/BB,1,10.1105/tpc.16.00118
Seed Size,N105,DA2,GENE,DA1,GENE,1,activation,DA2 E3 ligase ubiquitylates and activates DA1 peptidase,1,10.1105/tpc.16.00118
Seed Size,N106,EOD1,GENE,DA1,GENE,1,activation,EOD1/BB E3 ligase ubiquitylates and activates DA1 peptidase,1,10.1105/tpc.16.00118
Seed Size,N107,MEA,GENE,PRC2,PROTEIN_COMPLEX,1,activation,MEA is SET-domain catalytic subunit of PRC2,1,10.1093/emboj/cdg444
Seed Size,N108,FIS2,GENE,PRC2,PROTEIN_COMPLEX,1,activation,FIS2 is Su(z)12-like subunit of PRC2,1,10.1073/pnas.96.8.4186
Seed Size,N109,FIE,GENE,PRC2,PROTEIN_COMPLEX,1,activation,FIE is WD40 core subunit of PRC2 complex,1,10.1093/emboj/cdg444
Seed Size,N110,MSI1,GENE,PRC2,PROTEIN_COMPLEX,1,activation,MSI1 is WD40 scaffold subunit of PRC2,1,10.1093/emboj/cdg444
Seed Size,N111,PRC2,PROTEIN_COMPLEX,CKX2,GENE,-1,repression,H3K27me3 deposition represses CKX2 transcription,1,10.1073/pnas.1305175110
Seed Size,N112,PRC2,PROTEIN_COMPLEX,YUC10,GENE,-1,repression,gametophytic PRC2 silences maternal YUC10 pre-fertilization,1,10.1007/s00497-024-00516-8
Seed Size,N113,PRC2,PROTEIN_COMPLEX,TAR1,GENE,-1,repression,PRC2 silences maternal TAR1,1,10.1007/s00497-024-00516-8
Seed Size,N114,MINI3,GENE,CKX2,GENE,1,activation,WRKY10 binds W-boxes in CKX2 promoter,1,10.1073/pnas.1305175110
Seed Size,N115,ARF2,GENE,SEEDSTICK,GENE,-1,repression,auxin signaling represses STK during ovule development,1,10.3390/ijms22031094
Seed Size,N116,BPC1,GENE,SEEDSTICK,GENE,1,activation,BPC1 binds STK regulatory region and induces conformational changes,1,10.1105/tpc.105.030551
Seed Size,N117,SEEDSTICK,GENE,E2FA,GENE,1,activation,MADS-box TF directly activates E2Fa transcription,1,10.1104/pp.20.01267
Seed Size,N118,miR156,REGULATORY_RNA,miR172,REGULATORY_RNA,-1,repression,miR156 represses SPLs which activate miR172; sequential action,1,10.1016/j.cell.2009.06.014
Seed Size,N119,miR172,REGULATORY_RNA,AP2,GENE,-1,repression,microRNA-mediated translational repression,1,10.1007/s00497-009-0116-1
Seed Size,N120,miR396,REGULATORY_RNA,GRF,GENE,-1,repression,"microRNA-mediated cleavage of GRF1-4, GRF7-9 mRNAs",1,10.5483/BMBRep.2019.52.4.051
Seed Size,N121,Gibberellin,HORMONE,DELLA,PROTEIN_COMPLEX,-1,inhibition,GA-GID1-DELLA complex triggers DELLA ubiquitylation and 26S proteasomal degradation,1,10.1242/dev.201853
Seed Size,N122,DELLA,PROTEIN_COMPLEX,ANT,GENE,1,activation,GAI (DELLA) directly activates ANT transcription during ovule development (ChIP-Seq),1,10.1242/dev.201853
Seed Size,N123,ANT,GENE,Integument_Growth,PROCESS,1,activation,ANT (AINTEGUMENTA) AP2-domain TF drives integument primordium proliferation,1,10.1242/dev.201853
Seed Size,N124,SHB1,GENE,IKU2,GENE,1,activation,SHB1 directly associates with the IKU2 promoter (ChIP); shb1-D enhances IKU2 expression 10-fold,1,10.1105/tpc.108.064972
Seed Size,N125,MINI3,GENE,IKU2,GENE,1,activation,MINI3 (WRKY10) binds W-boxes in IKU2 promoter; mini3 abolishes IKU2 expression,1,10.1073/pnas.0508418102
Seed Size,N126,GRF,GENE,GIF1,GENE,1,activation,GRF-GIF heterodimer recruits SWI2/SNF2 chromatin remodelers to target genes driving cell proliferation,1,10.5483/BMBRep.2019.52.4.051
Seed Size,N127,SEEDSTICK,GENE,Integument_Growth,PROCESS,1,activation,SEEDSTICK (STK) MADS-box TF acts as maternal activator of integument cell divisions in early seed development,1,10.1104/pp.20.01267
Seed Size,N129,ABI5,GENE,Seed_Size,PHENOTYPE,-1,repression,ABI5 represses SHB1 to restrict seed size; abi5 mutants exhibit larger seeds,1,10.1105/tpc.113.121566
Seed Size,N130,BZR1,GENE,Endosperm_Proliferation,PROCESS,1,activation,BR signaling via BZR1/BES1 promotes coenocytic endosperm growth dose-dependently (E101 effect routed via signaling output),1,10.1007/s00497-024-00516-8
Seed Size,N131,BZR1,GENE,PRC2,PROTEIN_COMPLEX,-1,inhibition,"BZR1/BES1 recruits JMJ demethylases to remove H3K27me3 marks, antagonising sporophytic PRC2 activity (E102 routed via signaling)",1,10.1007/s00497-024-00516-8
Seed Size,N132,Auxin,HORMONE,PRC2,PROTEIN_COMPLEX,-1,inhibition,"Auxin transcriptionally represses sporophytic PRC2 gene expression in integuments (downregulated by 2,4-D)",1,10.7554/eLife.20542
Seed Size,N133,AGB1,GENE,AGG3,GENE,1,activation,Heterotrimeric G-protein assembly: AGB1 (Gβ) and AGG3 (Gγ) form an obligate dimer; cooperative stabilisation. Modelled as AGB1 stabilising AGG3 (curated direction E133 AGG3→AGB1 omitted to avoid mutual positive feedback per Trap 1; cooperative assembly captured by single-direction approximation).,1,10.4161/psb.21620
Seed Size,N134,GIF1,GENE,Seed_Size,PHENOTYPE,1,activation,GIF1 (GRF-INTERACTING FACTOR 1) directly drives seed size as a SWI/SNF co-activator partner of GRF; gif1 mutants produce small seeds and 35S:GIF1 enlarges seeds,1,10.1038/s41467-020-15603-3
Seed Size,N135,LEC2,GENE,FUS3,GENE,1,activation,"LEC2 transcriptionally upregulates FUS3, completing mutual LAFL maturation TF activation; FUS3<->LEC2 positive feedback stabilised by damping=0.7",1,10.1242/dev.00992
Seed Size,N136,LEC1,GENE,Storage_reserves,PROCESS,1,activation,LEC1 master maturation TF activates seed storage protein and lipid biosynthesis genes during seed filling,1,10.1146/annurev-arplant-050213-040104
Seed Size,N137,LEC2,GENE,Storage_reserves,PROCESS,1,activation,LEC2 master maturation TF activates seed storage protein and lipid biosynthesis genes during seed filling,1,10.1146/annurev-arplant-050213-040104
Seed Size,N138,FUS3,GENE,Storage_reserves,PROCESS,1,activation,FUS3 master maturation TF activates seed storage protein and lipid biosynthesis genes during seed filling,1,10.1146/annurev-arplant-050213-040104
Seed Size,N139,ABI3,GENE,Storage_reserves,PROCESS,1,activation,ABI3 master maturation TF activates seed storage protein and lipid biosynthesis genes during seed filling,1,10.1146/annurev-arplant-050213-040104
Seed Size,N140,Storage_reserves,PROCESS,Seed_Size,PHENOTYPE,1,activation,Seed reserve accumulation contributes to final seed mass and weight; storage-deficient mutants produce smaller seeds,1,10.1105/tpc.108.061903
