node,node_type,activators,inhibitors,formula
PIF4,,"DET1,BZR1,HSFA1D","PHYB,CRY1,HFR1,ELF3_EC,DELLA,TOC1,GI","PIF4 = (max(DET1, 0.01) * max(BZR1, 0.01) * max(HSFA1D, 0.01))^(1/3) * min(1/max(PHYB * CRY1 * HFR1 * ELF3_EC * DELLA * TOC1 * GI, 0.1), 10.0) * gene_modifier + exogenous_supply"
PIF5,,DET1,"UVR8,PHYB,ELF3_EC","PIF5 = max(DET1, 0.01) * min(1/max(UVR8 * PHYB * ELF3_EC, 0.1), 10.0) * gene_modifier + exogenous_supply"
PIF7,,PIF4,"PHYB,CRY1","PIF7 = max(PIF4, 0.01) * min(1/max(PHYB * CRY1, 0.1), 10.0) * gene_modifier + exogenous_supply"
ELF3_EC,,,Temperature,"ELF3_EC = 1.0 * min(1/max(Temperature, 0.1), 10.0) * gene_modifier + exogenous_supply"
TOC1,,,,TOC1 = gene_modifier + exogenous_supply
GI,,PIF4,ELF3_EC,"GI = max(PIF4, 0.01) * min(1/max(ELF3_EC, 0.1), 10.0) * gene_modifier + exogenous_supply"
HSFA1D,,"Temperature,COP1",BIN2,"HSFA1D = (max(Temperature, 0.01) * max(COP1, 0.01))^(1/2) * min(1/max(BIN2, 0.1), 10.0) * gene_modifier + exogenous_supply"
DET2,,,,DET2 = gene_modifier + exogenous_supply
DWF4,,,BZR1,"DWF4 = 1.0 * min(1/max(BZR1, 0.1), 10.0) * gene_modifier + exogenous_supply"
CPD,,,,CPD = gene_modifier + exogenous_supply
BAS1,,PHYB,,"BAS1 = max(PHYB, 0.01) * 1.0 * gene_modifier + exogenous_supply"
SOB7,,,,SOB7 = gene_modifier + exogenous_supply
BR,,"DET2,DWF4,CPD","BAS1,SOB7","BR = (max(DET2, 0.01) * max(DWF4, 0.01) * max(CPD, 0.01))^(1/3) * min(1/max(BAS1 * SOB7, 0.1), 10.0) * gene_modifier + exogenous_supply"
BRI1,,BR,,"BRI1 = max(BR, 0.01) * 1.0 * gene_modifier + exogenous_supply"
BAK1,,,,BAK1 = gene_modifier + exogenous_supply
BIN2,,,"COP1,BRI1,BAK1,SPA1","BIN2 = 1.0 * min(1/max(COP1 * BRI1 * BAK1 * SPA1, 0.1), 10.0) * gene_modifier + exogenous_supply"
BZR1,,PP2A,"BIN2,DELLA","BZR1 = max(PP2A, 0.01) * min(1/max(BIN2 * DELLA, 0.1), 10.0) * gene_modifier + exogenous_supply"
PP2A,,,,PP2A = gene_modifier + exogenous_supply
GA20OX1,,,ABA,"GA20OX1 = 1.0 * min(1/max(ABA, 0.1), 10.0) * gene_modifier + exogenous_supply"
GA3OX1,,,ABA,"GA3OX1 = 1.0 * min(1/max(ABA, 0.1), 10.0) * gene_modifier + exogenous_supply"
GA2OX1,,ABA,,"GA2OX1 = max(ABA, 0.01) * 1.0 * gene_modifier + exogenous_supply"
GA4,,"GA20OX1,GA3OX1",GA2OX1,"GA4 = (max(GA20OX1, 0.01) * max(GA3OX1, 0.01))^(1/2) * min(1/max(GA2OX1, 0.1), 10.0) * gene_modifier + exogenous_supply"
GID1,,GA4,,"GID1 = max(GA4, 0.01) * 1.0 * gene_modifier + exogenous_supply"
DELLA,,ABA,GID1,"DELLA = max(ABA, 0.01) * min(1/max(GID1, 0.1), 10.0) * gene_modifier + exogenous_supply"
TAA1,,PIF4,,"TAA1 = max(PIF4, 0.01) * 1.0 * gene_modifier + exogenous_supply"
YUC8,,"PIF4,PIF7",,"YUC8 = (max(PIF4, 0.01) * max(PIF7, 0.01))^(1/2) * 1.0 * gene_modifier + exogenous_supply"
Auxin,,"TAA1,YUC8",,"Auxin = (max(TAA1, 0.01) * max(YUC8, 0.01))^(1/2) * 1.0 * gene_modifier + exogenous_supply"
TIR1,,Auxin,,"TIR1 = max(Auxin, 0.01) * 1.0 * gene_modifier + exogenous_supply"
AUX_IAA,,,TIR1,"AUX_IAA = 1.0 * min(1/max(TIR1, 0.1), 10.0) * gene_modifier + exogenous_supply"
ARF6,,"PIF4,BZR1","AUX_IAA,DELLA","ARF6 = (max(PIF4, 0.01) * max(BZR1, 0.01))^(1/2) * min(1/max(AUX_IAA * DELLA, 0.1), 10.0) * gene_modifier + exogenous_supply"
Ethylene,,,,Ethylene = gene_modifier + exogenous_supply
CTR1,,,Ethylene,"CTR1 = 1.0 * min(1/max(Ethylene, 0.1), 10.0) * gene_modifier + exogenous_supply"
EIN2,,,CTR1,"EIN2 = 1.0 * min(1/max(CTR1, 0.1), 10.0) * gene_modifier + exogenous_supply"
EIN3,,EIN2,,"EIN3 = max(EIN2, 0.01) * 1.0 * gene_modifier + exogenous_supply"
ABA,,,,ABA = gene_modifier + exogenous_supply
Hypocotyl_Length,,"PIF3,PIF4,PIF5,BZR1,ARF6","HY5,DELLA,EIN3,HYH","Hypocotyl_Length = (max(PIF3, 0.01) * max(PIF4, 0.01) * max(PIF5, 0.01) * max(BZR1, 0.01) * max(ARF6, 0.01))^(1/5) * min(1/max(HY5 * DELLA * EIN3 * HYH, 0.1), 10.0) * gene_modifier + exogenous_supply"
