test_id,gene,perturbation_type,gene_modifier,exogenous_node,exogenous_value,comparison_baseline,phenotype_node,expected_direction,expected_magnitude,doi,paper_title,authors,year,journal,evidence_sentence,verification,evidence_quality,species,notes
T024,BL_treatment,exogenous_treatment,,,,WT,Hypocotyl_Length,increased,strong,,,,,,Brassinolide treatment promotes hypocotyl elongation in WT seedlings via BRI1-BZR1,,,Arabidopsis thaliana,BL (brassinolide) = exogenous BR on hormone node
T025,BRI1,knockout,,,,WT,Hypocotyl_Length,decreased,strong,,,,,,bri1 mutants are dwarfs with short hypocotyls,,,Arabidopsis thaliana,BRI1 KO (BR receptor null)
T026,BR_treatment,exogenous_treatment,,,,WT,Hypocotyl_Length,increased,strong,,,,,,BL treatment promotes hypocotyl elongation in WT,,,Arabidopsis thaliana,Exogenous BR (24-epi-BL) on BR hormone node
T027,BZR1,gain_of_function,,,,WT,Hypocotyl_Length,increased,strong,,,,,,bzr1-1D dominant gain-of-function constitutively activates BR responses including longer hypocotyl,,,Arabidopsis thaliana,bzr1-1D dominant gain-of-function -> BZR1 gm=2.0
T028,Brassinazole_Brz,chemical_treatment,,,,WT,Hypocotyl_Length,decreased,strong,,,,,,Brz BR biosynthesis inhibitor produces dwarf phenotype,,,Arabidopsis thaliana,Brassinazole (Brz) blocks BR biosynthesis -> DET2 gm=0.1 (KD)
T029,CCA1_LHY,double_knockout,,,,WT,Hypocotyl_Length,increased,moderate,,,,,,cca1 lhy double mutant has long hypocotyl,,,Arabidopsis thaliana,CCA1/LHY morning-loop clock genes not modeled (only ELF3_EC and TOC1 represented)
T030,COG1,gain_of_function,,,,WT,Hypocotyl_Length,increased,moderate,,,,,,cog1-3D single mutants show an elongated hypocotyl phenotype under light conditions,,,Arabidopsis thaliana,COG1 (Dof TF) not in network
T031,COP1,knockout,,,,WT,Hypocotyl_Length,decreased,strong,,,,,,cop1-4 mutants show shorter hypocotyls and fully opened cotyledons in darkness,,,Arabidopsis thaliana,COP1 KO
T032,COP1,knockout,,,,WT,Hypocotyl_Length,decreased,strong,,,,,,cop1 mutants are deficient in UV-B photomorphogenic responses,,,Arabidopsis thaliana,COP1 KO in white light
T033,CRY1,knockout,,,,WT,Hypocotyl_Length,increased,strong,,,,,,Arabidopsis cry1 (hy4) mutants exhibit elongated hypocotyl under blue light,,,Arabidopsis thaliana,CRY1 KO under blue light
T034,CRY1,overexpression,,,,WT,Hypocotyl_Length,decreased,moderate,,,,,,overexpression of Arabidopsis CRY1 resulted in enhanced light responses,,,Arabidopsis thaliana,CRY1 OE
T035,CRY1_CRY2,double_knockout,,,,WT,Hypocotyl_Length,increased,strong,,,,,,cry1cry2 double mutants have stronger long-hypocotyl phenotypes than either single mutant,,,Arabidopsis thaliana,cry1 cry2 double KO
T036,CRY2,knockout,,,,WT,Hypocotyl_Length,increased,moderate,,,,,,cry2 mutation shows evident effects under medium-low fluence blue light,,,Arabidopsis thaliana,CRY2 KO
T037,CRY2,overexpression,,,,WT,Hypocotyl_Length,decreased,moderate,,,,,,transgenic seedlings overexpressing CRY2 showed enhanced light responses,,,Arabidopsis thaliana,CRY2 OE
T038,CTR1,knockout,,,,WT,Hypocotyl_Length,decreased,strong,,,,,,ctr1-1 mutants display hypocotyls shorter than Col-0,,,Arabidopsis thaliana,ctr1 = constitutive ethylene response (loss of negative regulator)
T039,DELLA,quintuple_knockout,,,,WT,Hypocotyl_Length,increased,strong,,,,,,della quintuple (rga gai rgl1 rgl2 rgl3) mutant shows constitutively elongated hypocotyl independent of GA,,,Arabidopsis thaliana,DELLA quintuple (gai rga rgl1 rgl2 rgl3) -> DELLA composite KO
T040,DELLA_pentuple,quintuple_knockout,,,,WT,Hypocotyl_Length,increased,strong,,,,,,della pentuple mutant lacking all five DELLA members showed near-normal auxin response,,,Arabidopsis thaliana,Pentuple DELLA loss -> DELLA composite KO
T041,DET1,knockout,,,,WT,Hypocotyl_Length,decreased,strong,,,,,,Arabidopsis seedlings undergo photomorphogenic development even in darkness when DET1 function is disrupted,,,Arabidopsis thaliana,DET1 KO
T042,DET2,knockout,,,,WT,Hypocotyl_Length,decreased,strong,,,,,,det2 mutants are extreme dwarfs with constitutive photomorphogenesis in dark,,,Arabidopsis thaliana,DET2 KO (BR biosynthesis null)
T043,DWF4,knockout,,,,WT,Hypocotyl_Length,decreased,strong,,,,,,dwf4 mutants are dwarfs with short hypocotyls rescuable by BL,,,Arabidopsis thaliana,DWF4 KO (BR biosynthesis null)
T044,EBF1,overexpression,,,,WT,Hypocotyl_Length,increased,moderate,,,,,,35S:EBF1 displays ethylene insensitivity,,,Arabidopsis thaliana,EBF1 (E3 ligase for EIN3) not modeled
T045,EBF1_EBF2,double_knockout,,,,WT,Hypocotyl_Length,decreased,strong,,,,,,ebf1 ebf2 double mutant constitutively short with high EIN3,,,Arabidopsis thaliana,EBF1/EBF2 not modeled
T046,EIN2,knockout,,,,mutant,Hypocotyl_Length,unchanged,strong,,,,,,ein2-5 mutant is ethylene insensitive (longer hypocotyl),,,Arabidopsis thaliana,"EIN2 KO + ACC (ethylene precursor); insensitive to ethylene -> increased vs WT+ACC [iter4 Trap5 fix] baseline WT->mutant, expected increased->unchanged."
T047,EIN3,knockout,,,,mutant,Hypocotyl_Length,unchanged,moderate,,,,,,ein3-1 mutant has reduced ethylene response,,,Arabidopsis thaliana,"EIN3 KO + ACC; insensitive to ethylene [iter4 Trap5 fix] baseline WT->mutant, expected increased->unchanged."
T048,EIN3,overexpression,,,,WT,Hypocotyl_Length,decreased,strong,,,,,,EIN3 overexpression hypersensitivity (short hypocotyl),,,Arabidopsis thaliana,EIN3 OE
T049,EIN3_EIL1,double_knockout,,,,mutant,Hypocotyl_Length,unchanged,strong,,,,,,ein3 eil1 double mutants exhibit completely ethylene-insensitive phenotypes,,,Arabidopsis thaliana,"ein3 eil1 double + ACC; EIL1 collapsed to EIN3 composite [iter4 Trap5 fix] baseline WT->mutant, expected increased->unchanged."
T050,ELF3,knockout,,,,WT,Hypocotyl_Length,increased,strong,,,,,,elf3 mutant displays a constitutive thermomorphogenic phenotype (elongated hypocotyls) at 22°C,,,Arabidopsis thaliana,ELF3 single KO disrupts evening complex -> ELF3_EC composite gm=0.0 (single component is essential for EC)
T051,ELF3,knockout,,,,WT,Hypocotyl_Length,increased,strong,,,,,,elf3 mutant exhibits abnormal hypocotyl growth and is constitutively long-hypocotyl,,,Arabidopsis thaliana,ELF3 KO at 22C -> ELF3_EC disrupted
T052,ELF3_PIF4_PIF5,triple_knockout,,,,WT,Hypocotyl_Length,decreased,strong,,,,,,Loss of PIF4 or PIF5 mitigated hypocotyl length defect of elf3-2,,,Arabidopsis thaliana,elf3 pif4 pif5 triple: PIFs gone trumps ELF3 effect -> decreased
T053,ELF4,knockout,,,,WT,Hypocotyl_Length,increased,strong,,,,,,elf4 mutants have abnormally elongated hypocotyl,,,Arabidopsis thaliana,ELF4 KO disrupts EC; modeled as partial loss of ELF3_EC composite (gm=0.5)
T054,ETR1,gain_of_function,,,,WT,Hypocotyl_Length,increased,strong,,,,,,etr1-1 dominant gain-of-function is ethylene insensitive,,,Arabidopsis thaliana,etr1-1 dominant ethylene-insensitive: signals 'no ethylene' -> CTR1 stays active -> CTR1 gm=2.0
T055,GA1,knockout,,,,WT,Hypocotyl_Length,decreased,strong,,,,,,ga1-3 mutant shows extreme dwarf with much reduced hypocotyl length,,,Arabidopsis thaliana,GA1 (CPS) is upstream GA biosynthesis; mapped to closest in-network biosynthesis enzyme GA20OX1 KO
T056,GA20ox1,knockout,,,,WT,Hypocotyl_Length,decreased,moderate,,,,,,ga20ox1 mutants show reduced stem and hypocotyl growth,,,Arabidopsis thaliana,GA20ox1 KO
T057,GA3_treatment,exogenous_treatment,,,,WT,Hypocotyl_Length,increased,strong,,,,,,"GA3 treatment promotes hypocotyl elongation, rescuing dwarfs",,,Arabidopsis thaliana,GA3 treatment -> exogenous GA on GA4 metabolite node
T058,GA3ox1,knockout,,,,WT,Hypocotyl_Length,decreased,moderate,,,,,,ga3ox1 single mutant is semi-dwarf,,,Arabidopsis thaliana,GA3ox1 KO
T059,GAI,gain_of_function,,,,WT,Hypocotyl_Length,decreased,strong,,,,,,gai-1 (Delta-DELLA) gain-of-function dwarf with short hypocotyl,,,Arabidopsis thaliana,gai-1 dominant gain-of-function (DELLA-deletion stabilized) -> DELLA gm=2.0
T060,GI,knockout,,,,WT,Hypocotyl_Length,increased,strong,,,,,,gi-2 showed increased hypocotyl elongation compared with WT at high temperatures,,,Arabidopsis thaliana,GI KO at 27C
T061,GI,overexpression,,,,WT,Hypocotyl_Length,decreased,strong,,,,,,Overexpression of GI suppressed hypocotyl elongation at high temperatures,,,Arabidopsis thaliana,GI OE at 27C
T062,GID1A_GID1B_GID1C,triple_knockout,,,,WT,Hypocotyl_Length,decreased,strong,,,,,,"triple gid1 mutant is non-germinating extreme dwarf, phenotype more severe than ga1-3",,,Arabidopsis thaliana,gid1a gid1b gid1c triple -> GID1 composite KO
T063,GRF4,knockout,,,,WT,Hypocotyl_Length,increased,moderate,,,,,,grf4 mutant exhibited long hypocotyl phenotype,,,Arabidopsis thaliana,GRF4 (growth-regulating factor) not in network
T064,GRF4,overexpression,,,,WT,Hypocotyl_Length,decreased,moderate,,,,,,GRF4-OE lines had shorter hypocotyls,,,Arabidopsis thaliana,GRF4 OE not in network
T065,HBI1,overexpression,,,,WT,Hypocotyl_Length,increased,moderate,,,,,,HBI1-OX increased auxin sensitivity,,,Arabidopsis thaliana,HBI1 (bHLH) not in network
T066,HFR1,knockout,,,,WT,Hypocotyl_Length,increased,moderate,,,,,,hfr1 mutant has long hypocotyl in shade,,,Arabidopsis thaliana,HFR1 KO under shade/FR
T067,HMR,knockout,,,,WT,Hypocotyl_Length,decreased,strong,,,,,,hmr-22 with D516N mutation blocks PIF4 accumulation and thermomorphogenesis,,,Arabidopsis thaliana,HMR/PAP5 (plastid-nuclear) not in network
T068,HSFA1A_HSFA1B_HSFA1D,triple_knockout,,,,WT,Hypocotyl_Length,decreased,strong,,,,,,thermo-insensitive phenotypes observed in eTK; HSFA1a/1b/1d function redundantly,,,Arabidopsis thaliana,hsfa1a hsfa1b hsfa1d triple: A/B collapsed to HSFA1D composite
T069,HSFA1D,overexpression,,,,WT,Hypocotyl_Length,increased,strong,,,,,,HSFA1d-overexpressing transgenic lines were much longer at warm temperatures,,,Arabidopsis thaliana,HSFA1D OE
T070,HY5,knockout,,,,WT,Hypocotyl_Length,increased,moderate,,,,,,hy5 displayed longer hypocotyls even in the absence of UV-B,,,Arabidopsis thaliana,HY5 KO
T071,HY5_HYH,double_knockout,,,,WT,Hypocotyl_Length,increased,strong,,,,,,hy5 hyh double mutant has longer hypocotyls,,,Arabidopsis thaliana,hy5 hyh double KO
T072,HYH,knockout,,,,WT,Hypocotyl_Length,increased,slight,,,,,,hy5 hyh double mutant still showed obvious inhibition of hypocotyl growth under UV-B,,,Arabidopsis thaliana,HYH KO
T073,IBH1,overexpression,,,,WT,Hypocotyl_Length,decreased,moderate,,,,,,IBH1-OX significantly reduced sensitivity to auxin,,,Arabidopsis thaliana,IBH1 (atypical bHLH) not in network
T074,LUX,knockout,,,,WT,Hypocotyl_Length,increased,strong,,,,,,lux mutants have abnormally elongated hypocotyl,,,Arabidopsis thaliana,LUX KO disrupts evening complex; partial loss of ELF3_EC (gm=0.5)
T075,MPK3,knockout,,,,WT,Hypocotyl_Length,decreased,moderate,,,,,,mpk3-1 mutant showed shorter hypocotyl,,,Arabidopsis thaliana,MPK3 MAP-kinase not in network
T076,MPK6,knockout,,,,WT,Hypocotyl_Length,decreased,moderate,,,,,,mpk6-3 mutant exhibited shorter hypocotyl,,,Arabidopsis thaliana,MPK6 MAP-kinase not in network
T077,NAA_treatment,exogenous_treatment,,,,WT,Hypocotyl_Length,increased,moderate,,,,,,auxin (NAA) treatment promotes hypocotyl elongation,,,Arabidopsis thaliana,NAA = synthetic auxin -> exogenous Auxin=1.0
T078,NPA_treatment,chemical_treatment,,,,WT,Hypocotyl_Length,decreased,strong,,,,,,NPA blocked growth in all four conditions,,,Arabidopsis thaliana,NPA blocks auxin transport (PIN); PIN not in network -> proxy as Auxin gm=0.1
T079,PAR1,knockout,,,,WT,Hypocotyl_Length,increased,slight,,,,,,par1 par2 has enhanced shade-induced elongation,,,Arabidopsis thaliana,PAR1 not in network
T080,PAR1,overexpression,,,,WT,Hypocotyl_Length,decreased,strong,,,,,,PAR1-OX almost completely abolished auxin sensitivity,,,Arabidopsis thaliana,PAR1 OE not in network
T081,PHYA,knockout,,,,WT,Hypocotyl_Length,increased,strong,,,,,,phyA mutant has long hypocotyls under far-red,,,Arabidopsis thaliana,PHYA KO under FRc
T082,PHYA_PHYB,double_knockout,,,,WT,Hypocotyl_Length,increased,strong,,,,,,phyA-211 phyB-9 produces longer hypocotyls than wild type in Rc,,,Arabidopsis thaliana,phyA phyB double KO
T083,PHYB,knockout,,,,WT,Hypocotyl_Length,increased,strong,,,,,,phyB phyA double mutants produce longer hypocotyls than wild type in Rc,,,Arabidopsis thaliana,PHYB KO under Rc
T084,PHYB,knockout,,,,WT,Hypocotyl_Length,increased,strong,,,,,,phyB-9 mutant shows constitutively long hypocotyls in light,,,Arabidopsis thaliana,PHYB KO in white light
T085,PHYB,overexpression,,,,WT,Hypocotyl_Length,decreased,strong,,,,,,PHYB-OX seedlings show shorter hypocotyls than WT in red and white light,,,Arabidopsis thaliana,PHYB OE
T086,PHYBG111D,overexpression,,,,WT,Hypocotyl_Length,decreased,strong,,,,,,PHYBG111D-OX has short hypocotyls with open cotyledons,,,Arabidopsis thaliana,PHYB-G111D dominant active variant -> PHYB gm=2.0
T087,PIF1,knockout,,,,WT,Hypocotyl_Length,decreased,slight,,,,,,pif1-1 det1-1 double mutant exhibited more exaggerated photomorphogenic phenotypes,,,Arabidopsis thaliana,PIF1 not in network; mapped to PIF3 (closest skotomorphogenesis-active PIF) with single-member modifier | iter1 refinement: PIF1/PIL5 has distinct Rc-gated elongation role (Oh 2004); raise gm impact to 0.9 | iter2: PIF1 distinct Rc-gated role (Oh 2004) - stronger composite impact
T088,PIF1_PIF3_PIF4_PIF5,quadruple_knockout,,,,WT,Hypocotyl_Length,decreased,strong,,,,,,"quadruple pifq mutant displays development in total darkness that strongly phenocopies normal light-grown wild-type seedlings (short hypocotyls, open cotyledons)",,,Arabidopsis thaliana,pifQ (pif1 pif3 pif4 pif5); PIF1 omitted (not in network); other three KO
T089,PIF3,knockout,,,,WT,Hypocotyl_Length,decreased,moderate,,,,,,pif3 mutants are hypersensitive to all Rc fluence rates tested,,,Arabidopsis thaliana,PIF3 KO under Rc
T090,PIF3,overexpression,,,,WT,Hypocotyl_Length,increased,moderate,,,,,,PIF3-OX shows longer hypocotyls in light,,,Arabidopsis thaliana,PIF3 OE in white light
T091,PIF4,knockout,,,,WT,Hypocotyl_Length,decreased,strong,,,,,,hypocotyl growth of pif4 mutants is insensitive to high temperatures,,,Arabidopsis thaliana,PIF4 KO at warm temperature
T092,PIF4,knockout,,,,WT,Hypocotyl_Length,decreased,moderate,,,,,,pif4 had slightly greater sensitivity to Rc,,,Arabidopsis thaliana,PIF4 KO under Rc/white
T093,PIF4,overexpression,,,,WT,Hypocotyl_Length,increased,moderate,,,,,,PIF4-OX promotes hypocotyl elongation,,,Arabidopsis thaliana,PIF4 OE
T094,PIF4_PIF5_PIF7,triple_knockout,,,,WT,Hypocotyl_Length,decreased,strong,,,,,,pif457 triple mutant strongest defect in shade thermomorphogenesis,,,Arabidopsis thaliana,pif4 pif5 pif7 triple KO under shade+warm
T095,PIF5,knockout,,,,WT,Hypocotyl_Length,decreased,slight,,,,,,pif4 pif5 mutants exhibited reduced hypocotyl elongation,,,Arabidopsis thaliana,PIF5 KO under Rc
T096,PIF5,overexpression,,,,WT,Hypocotyl_Length,increased,moderate,,,,,,plants overexpressing PIF5 are morphologically similar to plants overproducing ethylene,,,Arabidopsis thaliana,PIF5 OE
T097,PIF7,knockout,,,,WT,Hypocotyl_Length,decreased,moderate,,,,,,pif7 mutant seedlings displayed shorter hypocotyls than wild-type seedlings when grown under Rc,,,Arabidopsis thaliana,PIF7 KO under Rc
T098,PIF7,knockout,,,,WT,Hypocotyl_Length,decreased,strong,,,,,,severe shade-defective phenotype of pif7 mutants,,,Arabidopsis thaliana,PIF7 KO under shade
T099,PIF7,phospho_dead_mutant,,,,WT,Hypocotyl_Length,increased,strong,,,,,,PIF7(2A) transgenic lines show increased nuclear localization and augmented hypocotyl elongation,,,Arabidopsis thaliana,PIF7 phospho-dead = constitutively nuclear/active -> PIF7 gm=2.0
T100,PRE1,overexpression,,,,WT,Hypocotyl_Length,increased,moderate,,,,,,PRE1-OX enhanced auxin sensitivity,,,Arabidopsis thaliana,PRE1 (PRE family bHLH) not in network
T101,PRE1_PRE2_PRE5_PRE6,quadruple_knockout,,,,WT,Hypocotyl_Length,decreased,moderate,,,,,,pre amiR knockdown reduced auxin sensitivity in hypocotyl elongation,,,Arabidopsis thaliana,PRE1/PRE2/PRE5/PRE6 not in network
T102,PRR5_PRR7_PRR9,triple_knockout,,,,WT,Hypocotyl_Length,increased,strong,,,,,,prr5 prr7 prr9 triple mutant has long hypocotyl,,,Arabidopsis thaliana,PRR5/7/9 morning clock genes not in network
T103,Paclobutrazol_PAC,chemical_treatment,,,,WT,Hypocotyl_Length,decreased,strong,,,,,,PAC GA biosynthesis inhibitor produces dwarf phenotype,,,Arabidopsis thaliana,Paclobutrazol (PAC) inhibits GA biosynthesis -> GA3OX1 gm=0.1 (KD)
T104,Picloram_treatment,exogenous_treatment,,,,WT,Hypocotyl_Length,increased,moderate,,,,,,Picloram caused stronger elongation response at 30°C,,,Arabidopsis thaliana,Picloram = synthetic auxin -> exogenous Auxin=1.0
T105,RCB,knockout,,,,WT,Hypocotyl_Length,decreased,strong,,,,,,rcb-10 null mutant exhibited only 10% of warm-temperature response of Col-0,,,Arabidopsis thaliana,RCB (chloroplast biogenesis) not in network
T106,RGA,knockout,,,,WT,Hypocotyl_Length,increased,moderate,,,,,,rga loss-of-function partially suppresses ga1-3 dwarf phenotype,,,Arabidopsis thaliana,RGA single KO -> DELLA composite gm=0.997 (1 of 5 paralogs) | iter1 refinement: RGA is dominant DELLA for elongation (Dill 2001 PNAS; Silverstone 2001); raise gm impact to 0.85
T107,RGA_GAI,double_knockout,,,,WT,Hypocotyl_Length,increased,strong,,,,,,rga gai double mutant fully rescues ga1-3 vegetative growth,,,Arabidopsis thaliana,rga gai double KO -> DELLA composite gm=0.5 (2 of 5 paralogs lost)
T108,SAUR19,overexpression,,,,WT,Hypocotyl_Length,increased,strong,,,,,,35S::GFP-SAUR19 stabilized SAUR shows auxin-independent elongation,,,Arabidopsis thaliana,SAUR19 (auxin-induced effector) not in network
T109,SHY2_IAA3,gain_of_function,,,,WT,Hypocotyl_Length,decreased,strong,,,,,,shy2-2 stabilized IAA3 shows short hypocotyl,,,Arabidopsis thaliana,shy2/IAA3 dominant gain-of-function -> AUX_IAA gm=2.0
T110,SLY1,knockout,,,,WT,Hypocotyl_Length,decreased,moderate,,,,,,sly1 mutant is semi-dwarf,,,Arabidopsis thaliana,SLY1 (F-box for DELLA) not in network
T111,SPA1_SPA2_SPA3_SPA4,quadruple_knockout,,,,WT,Hypocotyl_Length,decreased,strong,,,,,,spaQ mutant shows constitutive photomorphogenesis; phosphorylation of HY5 abolished,,,Arabidopsis thaliana,spa1 spa2 spa3 spa4 quadruple: SPA2-4 collapsed to SPA1 composite
T112,TIR1,knockout,,,,mutant,Hypocotyl_Length,unchanged,moderate,,,,,,tir1 mutant has reduced auxin response,,,Arabidopsis thaliana,"TIR1 KO + auxin treatment [iter4 Trap5 fix] baseline WT->mutant, expected decreased->unchanged."
T113,TIR1_AFB1_AFB2_AFB3,quadruple_knockout,,,,WT,Hypocotyl_Length,decreased,strong,,,,,,tir1 afb quadruple mutants severely impaired in auxin response,,,Arabidopsis thaliana,tir1 afb1 afb2 afb3 quadruple: AFBs collapsed to TIR1 composite
T114,TOC1,knockout,,,,WT,Hypocotyl_Length,increased,strong,,,,,,toc1-2 mutant displayed increased hypocotyl elongation at high temperatures,,,Arabidopsis thaliana,TOC1 KO 27C SD
T115,TOC1,overexpression,,,,WT,Hypocotyl_Length,decreased,moderate,,,,,,TOC1 overexpression suppresses hypocotyl elongation,,,Arabidopsis thaliana,TOC1 OE LD
T116,TOC1,overexpression,,,,WT,Hypocotyl_Length,decreased,strong,,,,,,TOC1 overexpression suppressed hypocotyl elongation,,,Arabidopsis thaliana,TOC1 OE in light
T117,UVR8,knockout,,,,WT,Hypocotyl_Length,increased,strong,,,,,,hypocotyl growth of the uvr8 mutant seedlings was not inhibited by UV-B,,,Arabidopsis thaliana,UVR8 KO under UV-B
T118,UVR8,overexpression,,,,WT,Hypocotyl_Length,decreased,strong,,,,,,"marked UV-B photomorphogenic hypersensitivity in all assays employed, including hypocotyl growth inhibition",,,Arabidopsis thaliana,UVR8 OE under UV-B
T119,XBAT31,knockout,,,,WT,Hypocotyl_Length,decreased,moderate,,,,,,the hypocotyl length was significantly reduced in both lines of xbat31 mutants at warm temperature,,,Arabidopsis thaliana,XBAT31 (E3 ligase) not in network
T120,XBAT31,overexpression,,,,WT,Hypocotyl_Length,increased,moderate,,,,,,the hypocotyl length of the XBAT31 overexpression plants was much longer than that of the WT,,,Arabidopsis thaliana,XBAT31 OE not in network
