node,node_type,activators,inhibitors,formula
CPD,,,,CPD = 1.0 * 1.0 * gene_modifier + exogenous
BAS1,,PHYB,,BAS1 = prod(f(PHYB)) * 1.0 * gene_modifier + exogenous
SOB7,,,,SOB7 = 1.0 * 1.0 * gene_modifier + exogenous
BR,,"DET2,DWF4,CPD","BAS1,SOB7","BR = prod(f(DET2, DWF4, CPD)) * prod(g(BAS1, SOB7)) * gene_modifier + exogenous"
BRI1,,BR,,BRI1 = prod(f(BR)) * 1.0 * gene_modifier + exogenous
BAK1,,,,BAK1 = 1.0 * 1.0 * gene_modifier + exogenous
BIN2,,,"COP1,BRI1,BAK1,SPA1","BIN2 = 1.0 * prod(g(COP1, BRI1, BAK1, SPA1)) * gene_modifier + exogenous"
BZR1,,PP2A,"BIN2,DELLA","BZR1 = prod(f(PP2A)) * prod(g(BIN2, DELLA)) * gene_modifier + exogenous"
PP2A,,,,PP2A = 1.0 * 1.0 * gene_modifier + exogenous
GA20OX1,,,ABA,GA20OX1 = 1.0 * prod(g(ABA)) * gene_modifier + exogenous
GA3OX1,,,ABA,GA3OX1 = 1.0 * prod(g(ABA)) * gene_modifier + exogenous
GA2OX1,,ABA,,GA2OX1 = prod(f(ABA)) * 1.0 * gene_modifier + exogenous
GA4,,"GA20OX1,GA3OX1",GA2OX1,"GA4 = prod(f(GA20OX1, GA3OX1)) * prod(g(GA2OX1)) * gene_modifier + exogenous"
GID1,,GA4,,GID1 = prod(f(GA4)) * 1.0 * gene_modifier + exogenous
DELLA,,ABA,GID1,DELLA = prod(f(ABA)) * prod(g(GID1)) * gene_modifier + exogenous
TAA1,,PIF4,,TAA1 = prod(f(PIF4)) * 1.0 * gene_modifier + exogenous
YUC8,,"PIF4,PIF7",,"YUC8 = prod(f(PIF4, PIF7)) * 1.0 * gene_modifier + exogenous"
Auxin,,"TAA1,YUC8",,"Auxin = prod(f(TAA1, YUC8)) * 1.0 * gene_modifier + exogenous"
TIR1,,Auxin,,TIR1 = prod(f(Auxin)) * 1.0 * gene_modifier + exogenous
AUX_IAA,,,TIR1,AUX_IAA = 1.0 * prod(g(TIR1)) * gene_modifier + exogenous
ARF6,,"PIF4,BZR1","AUX_IAA,DELLA","ARF6 = prod(f(PIF4, BZR1)) * prod(g(AUX_IAA, DELLA)) * gene_modifier + exogenous"
Ethylene,,,,Ethylene = 1.0 * 1.0 * gene_modifier + exogenous
CTR1,,,Ethylene,CTR1 = 1.0 * prod(g(Ethylene)) * gene_modifier + exogenous
EIN2,,,CTR1,EIN2 = 1.0 * prod(g(CTR1)) * gene_modifier + exogenous
EIN3,,EIN2,,EIN3 = prod(f(EIN2)) * 1.0 * gene_modifier + exogenous
ABA,,,,ABA = 1.0 * 1.0 * gene_modifier + exogenous
Hypocotyl_Length,,"PIF3,PIF4,PIF5,BZR1,ARF6","HY5,DELLA,EIN3,HYH","Hypocotyl_Length = prod(f(PIF3, PIF4, PIF5, BZR1, ARF6)) * prod(g(HY5, DELLA, EIN3, HYH)) * gene_modifier + exogenous"
