source,source_type,target,target_type,effect,edge_type,confidence,mechanism,doi,paper_title,authors,year,journal,evidence_sentence,verification,species_validated
TaTIR1,GENE,TaIAA,GENE,inhibition,post-translational,HIGH,Auxin-loaded TIR1 targets Aux/IAA proteins for proteasomal degradation.,,,,,,TIR1/AFB-mediated ubiquitin-proteasome-dependent degradation of inhibitory Aux/IAA proteins,,
TaIAA,GENE,TaARF,GENE,inhibition,post-translational,HIGH,Aux/IAA binds and represses ARF transcription factors; removal de-represses ARFs.,,,,,,thereby activating ARF transcription factors,,
TaARF,GENE,Plant_Height,PHENOTYPE,activation,transcriptional,MEDIUM,"TaARF (ARF4, ARF9, etc.) activate growth/elongation genes; TaARF4-B haplotypes associate with PH QTL.",,,,,,"TaARF4-B was strongly associated with PH and root depth at the tillering, jointing and grain fill stages",,
Auxin,HORMONE,TaEXP,GENE,activation,transcriptional,MEDIUM,Auxin induces expansin expression; expansins loosen cell walls for elongation.,,,,,,"Expansin expression is influenced by hormones like abscisic acid, indole-3-acetic acid (auxins), brassinosteroids, cytokinins and ethylene",,
Gibberellin,HORMONE,TaEXP,GENE,activation,transcriptional,MEDIUM,GA promotes expansin expression to drive stem elongation.,,,,,,"expansin expression is influenced by hormones like abscisic acid, indole-3-acetic acid (auxins), brassinosteroids, cytokinins and ethylene",,
Brassinosteroid,HORMONE,TaEXP,GENE,activation,transcriptional,MEDIUM,BR induces expansin expression in elongating tissues.,,,,,,"expansin expression is influenced by hormones like abscisic acid, indole-3-acetic acid (auxins), brassinosteroids, cytokinins and ethylene",,
TaEXP,GENE,Plant_Height,PHENOTYPE,activation,cell_wall,HIGH,"Expansins disrupt H-bonds between cellulose and xyloglucan, allowing cell wall creep and internode elongation.",,,,,,plants carrying a single copy of the OsEXP4 gene grew taller than control plants and developed some additional leaves,,
VRN1,GENE,TaGA20ox,GENE,activation,transcriptional,HIGH,VRN1 binds TaGA20ox2 promoter and activates GA biosynthesis after vernalization; coordinates heading and height.,,,,,,VRN1 binds to and activates the TaGA20ox2 promoter,,
VRN1,GENE,Plant_Height,PHENOTYPE,activation,transcriptional,MEDIUM,VRN1-5A/5B/5D redundantly regulate plant height (via GA biosynthesis); triple KO dwarfs plants.,,,,,,VRN1-5A/5B/5D redundantly regulate heading date and plant height in wheat; the plant height of these mutants was reduced by 3.7-5 cm,,
Vernalization,ENVIRONMENT,VRN1,GENE,activation,epigenetic,HIGH,Cold exposure (vernalization) epigenetically induces VRN1 expression in shoot apex.,,,,,,VRN1 regulates heading and plant height in wheat by activating gibberellin biosynthesis,,
Rht8,GENE,Plant_Height,PHENOTYPE,repression,transcriptional,HIGH,Rht8 = TaRNHL-D1 (Ribonuclease H-like); loss-of-function reduces internode length via reduced cell elongation; GA-sensitive pathway.,,,,,,The map-based cloning of Rht8 confirmed that loss of Ribonuclease H-Like 1 (RNHL-D1) is responsible for Rht8 semi-dwarfing effect,,
Rht8,GENE,Gibberellin,HORMONE,activation,enzymatic,MEDIUM,Rht8/TaRNHL-D1 promotes GA biosynthesis in stem; loss reduces bioactive GA.,,,,,,controls the plant height and spike length via GA biosynthesis,,
Rht13,GENE,Pathogenesis_Related_Genes,PROCESS,activation,transcriptional,HIGH,Autoactive NB-LRR (Rht-B13b S240F) upregulates PR genes including class III peroxidases.,,,,,,"autoactivation of Rht13 leads to upregulation of pathogenesis-related (PR) genes, including class III peroxidases",,
Pathogenesis_Related_Genes,PROCESS,Plant_Height,PHENOTYPE,inhibition,cell_wall,MEDIUM,"Class III peroxidases catalyse cell-wall cross-linking, limiting cell elongation and stem growth.",,,,,,"class III peroxidases, which may catalyse the cross-linking of cell wall compounds to limit cell elongation and hence reduce height",,
Rht-B1,GENE,Photosynthetic_Rate,PROCESS,inhibition,physiological,MEDIUM,Rht-B1b NIL reduces flag leaf photosynthetic rate 18% and chlorophyll A 23%.,,,,,,"at anthesis, Rht-B1b reduces flag leaf photosynthetic rate per unit area by 18% and chlorophyll A content by 23%",,
TaARF4,GENE,TaHB33,GENE,activation,transcriptional,MEDIUM,TaARF4-A regulates TaHB33 expression (auxin-responsive pathway to height regulation).,,,,,,"TaARF4-A was shown to regulate HB33 expression which negatively responded to ABA, and reduced root length and plant height by repressing expression of Gretchen Hagen 3 (GH3) genes",,
TaHB33,GENE,TaGH3,GENE,repression,transcriptional,MEDIUM,TaHB33 represses TaGH3 expression; TaGH3 conjugates auxin (reducing active auxin).,,,,,,"HB33 expression which negatively responded to ABA, and reduced root length and plant height by repressing expression of Gretchen Hagen 3 (GH3) genes",,
TaGH3,GENE,Auxin,HORMONE,inhibition,enzymatic,MEDIUM,"GH3 enzymes conjugate IAA with amino acids, reducing active auxin pool.",,,,,,repressing expression of Gretchen Hagen 3 (GH3) genes,,
Rht-B1,GENE,Grain_Dormancy,PROCESS,activation,transcriptional,MEDIUM,DELLA N-terminus uniquely controls seed dormancy; ovg suppressor alleles enhance dormancy when retaining N-terminal function.,,,,,,"Semi-dwarf ovg alleles increased dormancy, which correlated with improved pre-harvest sprouting resistance",,
Rht-B1,GENE,Coleoptile_Length,PROCESS,inhibition,transcriptional,HIGH,GA-insensitive Rht-B1b/Rht-D1b shorten coleoptile; GA-responsive dwarfs (Rht18/24) do NOT.,,,,,,"no shortening of the coleoptile in plants carrying the Rht18 allele, contrasting sharply with the coleoptile reduction observed in Rht-D1b lines",,
TaZnF,GENE,Plant_Height,PHENOTYPE,activation,transcriptional,HIGH,TaZnF-B activates BR signalling; znf loss reduces plant height ~8 cm without yield penalty; znf+rht1 double restores WT height with larger grains.,,,,,,znf-bb (single): Shorter (8.4 cm); Slight reduction; no pleiotropy,,
Rht-B1,GENE,Anther_Length,PROCESS,inhibition,developmental,MEDIUM,Dwarfing DELLA alleles reduce anther length up to 20% (double Rht1+Rht2 combinations).,,,,,,Decreases up to 20.2% in anther length were documented with the double gene combination,,
TaTB1,GENE,Plant_Height,PHENOTYPE,inhibition,transcriptional,LOW,TEOSINTE BRANCHED 1 regulates stem internode length; review-level evidence in wheat.,,,,,,TEOSINTE BRANCHED 1 | Regulates height and stem internode length,,
Rht-B1,GENE,Phytochrome_Interacting_Factor,GENE,inhibition,post-translational,MEDIUM,DELLA sequesters PIF transcription factors to suppress cell-elongation genes; accumulated Rht-B1c constitutively blocks PIFs.,,,,,,"The accumulated mutant protein constitutively blocks phytochrome-interacting factor activity, suppressing cell elongation genes",,
Phytochrome_Interacting_Factor,GENE,Plant_Height,PHENOTYPE,activation,transcriptional,MEDIUM,"PIFs activate cell elongation genes; when sequestered by DELLA, stem elongation decreases.",,,,,,"constitutively blocks phytochrome-interacting factor activity, suppressing cell elongation genes",,
Light,ENVIRONMENT,Phytochrome_Interacting_Factor,GENE,inhibition,post-translational,MEDIUM,Red/far-red light via phytochromes targets PIFs for degradation; low light de-represses elongation.,,,,,,"phytochrome-interacting factor activity, suppressing cell elongation genes",,
Rht-B1,GENE,TaGRF4,GENE,inhibition,post-translational,HIGH,"DELLA physically binds GRF4, inhibiting its growth/N-assimilation output; antagonistic balance.",,,,,,physical interactions of the GROWTH-REGULATING FACTOR 4 (GRF4) transcription factor and the growth inhibitor DELLA confer homeostatic co-regulation,,
TaCPS,GENE,Gibberellin,HORMONE,activation,enzymatic,HIGH,ent-copalyl diphosphate synthase catalyses the first committed step of GA biosynthesis (GGPP -> ent-CPP); upstream of TaGA20ox/TaGA3ox.,,,,,,"The TaCPS, TaKS, TaKO, and TaKAO genes, all of which are involved in catalyzing the earlier steps of GA biosynthesis, were cloned from Chinese Spring wheat",,
TaKS,GENE,Gibberellin,HORMONE,activation,enzymatic,HIGH,ent-kaurene synthase converts ent-CPP to ent-kaurene; second step of GA biosynthesis.,,,,,,"The TaCPS, TaKS, TaKO, and TaKAO genes, all of which are involved in catalyzing the earlier steps of GA biosynthesis, were cloned from Chinese Spring wheat",,
TaKO,GENE,Gibberellin,HORMONE,activation,enzymatic,HIGH,ent-kaurene oxidase (P450) converts ent-kaurene to ent-kaurenoic acid in GA biosynthesis.,,,,,,"The TaCPS, TaKS, TaKO, and TaKAO genes, all of which are involved in catalyzing the earlier steps of GA biosynthesis, were cloned from Chinese Spring wheat",,
TaKAO,GENE,Gibberellin,HORMONE,activation,enzymatic,HIGH,ent-kaurenoic acid oxidase produces GA12 (entry to bioactive pathway); upstream of the rate-limiting TaGA20ox/TaGA3ox.,,,,,,"The TaCPS, TaKS, TaKO, and TaKAO genes, all of which are involved in catalyzing the earlier steps of GA biosynthesis, were cloned from Chinese Spring wheat",,
Rht18,GENE,TaGA2ox,GENE,activation,transcriptional,HIGH,"Rht18 semidwarf allele confers ~4-fold higher expression of TaGA2ox-A9, raising GA catabolism and lowering bioactive GA1.",,,,,,Expression of GA2oxA9 was ~4-fold higher in the Icaro and the M24 overgrowth mutant compared to the tall parent Anhinga,,
Rht24,GENE,TaGA2ox,GENE,activation,transcriptional,HIGH,"Rht24b allele drives higher expression of TaGA2ox-A9 in stems, reducing bioactive GA at jointing stage; causal variant of Rht24 locus.",,,,,,"Rht24b conferred higher expression of TaGA2ox-A9 in stems, leading to a reduction of bioactive GA in stems",,
Rht12,GENE,TaGA2ox,GENE,activation,transcriptional,HIGH,"Rht12b promoter SNP-390(C/A) increases TaGA2oxA13 expression, catabolising GA12 to inactive GA110 and reducing bioactive GA pool.",,,,,,"Rht12b conferred higher expression level of TaGA2oxA13, and transient activation assays defined SNP-390(C/A) in the promoter of TaGA2oxA13 as the causal variation",,
TaDWF4,GENE,Brassinosteroid,HORMONE,activation,enzymatic,HIGH,"TaDWF4 (CYP90B) catalyses the 22-alpha-hydroxylation of campesterol, the rate-limiting branch-point of BR biosynthesis.",,,,,,"Manipulating levels of DWF4/CYP90B, the rate-limiting step in the BR synthesis pathway, has been shown to increase yield",,
TaSERK,GENE,TaBRI1,GENE,activation,post-translational,HIGH,"TaSERK (BAK1 co-receptor family, SERK1-5) heterodimerises with TaBRI1 at the plasma membrane, required for BR perception and kinase activation.",,,,,,"TaBRI1 heterodimerizes with the TaSERKs viz. TaSERK1, TaSERK2, TaSERK3, TaSERK4 and TaSERK5",,
TaERF-A1,GENE,Phytochrome_Interacting_Factor,GENE,activation,transcriptional,HIGH,"TaERF-A1 (AP2/ERF TF) directly binds GCC-box in TaPIF4 promoter to activate TaPIF4 expression (EMSA, ChIP, transient expression).",,,,,,TaERF-A1 directly associates with the promoter of TaPIF4 to activate its expression,,
TaERF-A1,GENE,Plant_Height,PHENOTYPE,activation,transcriptional,HIGH,TaERF-A1 positively regulates stem elongation via TaPIF4; natural JD6 variant (F178S) destabilises protein and causes semi-dwarfing.,,,,,,TaERF-A1 acts as a positive regulator of wheat stem elongation and regulates plant height and spike length,,
Ppd-D1,GENE,Plant_Height,PHENOTYPE,repression,developmental,HIGH,"Dominant Ppd-D1a (photoperiod-insensitive) allele shortens each internode by ~10%, reducing plant height; effect is weaker than Rht12 but significant across genetic backgrounds.",,,,,,"the dominant Ppd-D1a allele decreases plant height in both the dwarf and tall lines, though its effect is much weaker than that of Rht12",,
Photoperiod,ENVIRONMENT,Ppd-D1,GENE,activation,transcriptional,MEDIUM,Ppd-1 is a pseudo-response regulator whose expression is entrained by day-length; long-day induces Ppd-1 driving early flowering and shortened stem-elongation window.,,,,,,Flowering time in wheat and barley is known to be modified by mutations in the Photoperiod-1 (Ppd-1) gene,,
TaOSCA1.4,GENE,Plant_Height,PHENOTYPE,activation,post-translational,HIGH,TaOSCA1.4 is a transmembrane hyperosmolality-gated Ca2+ channel; RNAi knockdown reduces plant height by 11-16% via Ca2+-signaling route independent of GA-DELLA.,,,,,,"the average PHs of the wild-type (WT), RNAi lines 1 (Ri-1) and 2 (Ri-2) were 94.6, 83.6 and 79.2 cm, respectively",,
Nitrogen,ENVIRONMENT,Gibberellin,HORMONE,activation,transcriptional,HIGH,"Nitrate signalling activates GA metabolism gene expression, raising bioactive GA content; canonical node through which nitrogen promotes stem elongation.",,,,,,nitrate reduces the abundance of DELLAs by increasing GA contents through activation of GA metabolism gene expression,,
Nitrogen,ENVIRONMENT,Rht-B1,GENE,inhibition,post-translational,MEDIUM,"Nitrate promotes GA-mediated destabilisation of DELLA proteins (including Rht-B1 homeolog), relieving growth repression under sufficient N.",,,,,,the growth restraint conferred by nitrate deficiency is partially rescued in global-DELLA mutant,,
