test_id,gene,perturbation_type,gene_modifier,exogenous_node,exogenous_value,comparison_baseline,phenotype_node,expected_direction,expected_magnitude,doi,paper_title,authors,year,journal,evidence_sentence,verification,evidence_quality,species,notes
T082,D3,OE,,,,WT,,decreased,,,,,,,,,,,
T083,PvLBO,OE,,,,WT,,decreased,,,,,,,,,,,
T084,PvLBO,KD,,,,WT,,increased,,,,,,,,,,,
T085,miR156,OE,,,,WT,,increased,,,,,,,,,,,
T086,MAX4,KO,,,,WT,,increased,,,,,,,,,,,
T087,MAX2,KO,,,,WT,,increased,,,,,,,,,,,
T088,MAX4,treatment,,,,mutant,,decreased,,,,,,,,,,,
T089,AtCXE20,OE,,,,WT,,increased,,,,,,,,,,,
T090,MAX1,KO,,,,WT,,increased,,,,,,,,,,,
T091,VInv,KO,,,,WT,,decreased,,,,,,,,,,,
T092,VInv,KO,,,,WT,,decreased,,,,,,,,,,,
T093,null,treatment,,,,WT,,increased,,,,,,,,,,,
T094,BRC1,KO,,,,WT,,increased,,,,,,,,,,,
T095,MAX2,KO,,,,WT,,increased,,,,,,,,,,,
T096,BRC1,OE,,,,WT,,decreased,,,,,,,,,,,
T097,DAD1,KO,,,,WT,,increased,,,,,,,,,,,
T098,DAD1,OE,,,,mutant,,decreased,,,,,,,,,,,
T099,DAD1,KD,,,,WT,,increased,,,,,,,,,,,
T100,IPA1,KO,,,,WT,,increased,,,,,,,,,,,
T101,D53,KO,,,,WT,,increased,,,,,,,,,,,
T102,IPA1,OE,,,,WT,,decreased,,,,,,,,,,,
T103,MAX2,KO,,,,WT,,increased,,,,,,,,,,,
T104,SMXL7,KO,,,,WT,,decreased,,,,,,,,,,,
T105,"SMXL6,7,8",KO,,,,WT,,decreased,,,,,,,,,,,
T106,MAX2,KO,,,,WT,,increased,,,,,,,,,,,
T107,MAX2,OE,,,,WT,,unchanged,,,,,,,,,,,
T108,MAX2,OE,,,,mutant,,decreased,,,,,,,,,,,
T109,OsNCED1,OE,,,,WT,,decreased,,,,,,,,,,,
T110,d10-2,KO,,,,WT,,increased,,,,,,,,,,,
T111,d14-1,KO,,,,WT,,increased,,,,,,,,,,,
T112,PsSMXL7,KO,,,,mutant,,decreased,,,,,,,,,,,
T113,PsBRC1,KO,,,,WT,,increased,,,,,,,,,,,
T114,MAX3,KO,,,,WT,,increased,,,,,,,,,,,
T115,MAX4,KO,,,,WT,,increased,,,,,,,,,,,
T116,MAX2,KO,,,,WT,,increased,,,,,,,,,,,
T117,MAX4,treatment,,,,mutant,,decreased,,,,,,,,,,,
T118,MAX2,KO,,,,WT,,increased,,,,,,,,,,,
T119,BRC1,KO,,,,WT,,increased,,,,,,,,,,,
T120,PIN347,KO,,,,mutant,,increased,,,,,,,,,,,
T121,SMXL6,KO,,,,WT,,decreased,,,,,,,,,,,
T122,SMXL6,OE,,,,WT,,increased,,,,,,,,,,,
T123,MAX2,KO,,,,WT,,increased,,,,,,,,,,,
T124,FHY3,KO,,,,WT,,decreased,,,,,,,,,,,
T125,FHY3,OE,,,,WT,,increased,,,,,,,,,,,
T126,BRC1,KO,,,,WT,,increased,,,,,,,,,,,
T127,AtCXE15,OE,,,,WT,,increased,,,,,,,,,,,
T128,AtCXE15,KO,,,,WT,,unchanged,,,,,,,,,,,
T129,D14,KO,,,,WT,,increased,,,,,,,,,,,
T130,D14,treatment,,,,WT,,decreased,,,,,,,,,,,
T131,D53,KO,,,,WT,,increased,,,,,,,,,,,
T132,D53,OE,,,,WT,,increased,,,,,,,,,,,
T133,D14,KO,,,,WT,,increased,,,,,,,,,,,
T134,MAX4,KO,,,,WT,,increased,,,,,,,,,,,
T135,MAX1,KO,,,,WT,,increased,,,,,,,,,,,
T136,AXR1,KO,,,,WT,,increased,,,,,,,,,,,
T137,PIN1,KO,,,,mutant,,decreased,,,,,,,,,,,
T138,D14,KO,,,,WT,,increased,,,,,,,,,,,
T139,MAX2,KO,,,,WT,,increased,,,,,,,,,,,
T140,SMXL6,OE,,,,WT,,decreased,,,,,,,,,,,
T141,rac-GR24,treatment,,,,WT,,decreased,,,,,,,,,,,
T142,BRC1,KO,,,,WT,,increased,,,,,,,,,,,
T143,rms5,KO,,,,WT,,increased,,,,,,,,,,,
T144,MAX1,KO,,,,WT,,increased,,,,,,,,,,,
T145,MAX2,KO,,,,WT,,increased,,,,,,,,,,,
T146,RMS3,KO,,,,WT,,increased,,,,,,,,,,,
T147,D14,KO,,,,WT,,increased,,,,,,,,,,,
T148,MAX2,KO,,,,WT,,increased,,,,,,,,,,,
T149,PhCCD7,KO,,,,WT,,increased,,,,,,,,,,,
T150,PhCCD7,OE,,,,mutant,,decreased,,,,,,,,,,,
T151,PhCCD7,KD,,,,WT,,increased,,,,,,,,,,,
T152,OsCKX9,KO,,,,WT,,increased,,,,,,,,,,,
T153,OsCKX9,OE,,,,WT,,increased,,,,,,,,,,,
T154,D53,KO,,,,WT,,increased,,,,,,,,,,,
T155,TPS,OE,,,,WT,,increased,,,,,,,,,,,
T156,TPP,OE,,,,WT,,decreased,,,,,,,,,,,
T157,TPP,OE,,,,WT,,increased,,,,,,,,,,,
T158,BRC1,KO,,,,WT,,increased,,,,,,,,,,,
T159,NCED3,KO,,,,WT,,increased,,,,,,,,,,,
T160,HB21,KO,,,,WT,,increased,,,,,,,,,,,
T161,PHYB,KO,,,,WT,,decreased,,,,,,,,,,,
T162,PHYB,OE,,,,WT,,increased,,,,,,,,,,,
T163,PHYB,treatment,,,,WT,,decreased,,,,,,,,,,,
T164,S1-bZIPs,KO,,,,WT,,increased,,,,,,,,,,,
T165,bZIP11,OE,,,,WT,,decreased,,,,,,,,,,,
T166,gat1_2.1,KO,,,,WT,,increased,,,,,,,,,,,
T167,CLAMT,KO,,,,WT,,increased,,,,,,,,,,,
T168,CLAMT,treatment,,,,mutant,,decreased,,,,,,,,,,,
T169,DAD1,KO,,,,WT,,increased,,,,,,,,,,,
T170,DAD2,KO,,,,WT,,increased,,,,,,,,,,,
T171,DAD3,KO,,,,WT,,increased,,,,,,,,,,,
T172,D27,KO,,,,WT,,increased,,,,,,,,,,,
T173,D27,OE,,,,mutant,,decreased,,,,,,,,,,,
T174,BRC1,KO,,,,WT,,increased,,,,,,,,,,,
T175,MAX2,OE,,,,mutant,,decreased,,,,,,,,,,,
