network,edge_id,source,target,sign,confidence,in_model,n_papers,dois
Plant Height,E054,TaGH3,Auxin,-1,MEDIUM,False,1,10.1093/aob/mcy218
Plant Height,E055,Rht-B1,Grain_Dormancy,1,MEDIUM,False,1,10.1093/jxb/erw471
Plant Height,E056,Rht-B1,Coleoptile_Length,-1,HIGH,False,1,10.1093/jxb/eraa494
Plant Height,E057,TaZnF,Plant_Height,1,HIGH,False,1,10.1038/s41586-023-06023-6
Plant Height,E058,Rht-B1,Anther_Length,-1,MEDIUM,False,1,10.1111/tpj.16652
Plant Height,E059,TaTB1,Plant_Height,-1,LOW,False,1,10.1093/jxb/eraa494
Plant Height,E060,Rht-B1,Phytochrome_Interacting_Factor,-1,MEDIUM,False,1,10.1093/jxb/ert183
Plant Height,E061,Phytochrome_Interacting_Factor,Plant_Height,1,MEDIUM,False,1,10.1093/jxb/ert183
Plant Height,E062,Light,Phytochrome_Interacting_Factor,-1,MEDIUM,False,1,10.1093/jxb/ert183
Plant Height,E063,Rht-B1,TaGRF4,-1,HIGH,False,1,10.1038/s41586-018-0415-5
Plant Height,E064,TaCPS,Gibberellin,1,HIGH,False,1,10.1007/s10142-011-0243-2
Plant Height,E065,TaKS,Gibberellin,1,HIGH,False,1,10.1007/s10142-011-0243-2
Plant Height,E066,TaKO,Gibberellin,1,HIGH,False,1,10.1007/s10142-011-0243-2
Plant Height,E067,TaKAO,Gibberellin,1,HIGH,False,1,10.1007/s10142-011-0243-2
Plant Height,E068,Rht18,TaGA2ox,1,HIGH,False,1,10.1104/pp.18.00023
Plant Height,E069,Rht24,TaGA2ox,1,HIGH,False,1,10.1111/nph.17808
Plant Height,E070,Rht12,TaGA2ox,1,HIGH,False,2,10.1007/s00122-023-04502-y; 10.1093/jxb/eraa443
Plant Height,E071,TaDWF4,Brassinosteroid,1,HIGH,False,1,10.1038/s42003-022-03139-9
Plant Height,E072,TaSERK,TaBRI1,1,HIGH,False,1,10.1371/journal.pone.0153273
Plant Height,E073,TaERF-A1,Phytochrome_Interacting_Factor,1,HIGH,False,1,10.1016/j.xplc.2024.101194
Plant Height,E074,TaERF-A1,Plant_Height,1,HIGH,False,1,10.1016/j.xplc.2024.101194
Plant Height,E075,Ppd-D1,Plant_Height,-1,HIGH,False,1,10.3389/fpls.2018.01312
Plant Height,E076,Photoperiod,Ppd-D1,1,MEDIUM,False,1,10.3389/fpls.2018.01312
Plant Height,E077,TaOSCA1.4,Plant_Height,1,HIGH,False,1,10.3389/fpls.2024.1381243
Plant Height,E078,Nitrogen,Gibberellin,1,HIGH,False,1,10.1016/j.cub.2021.09.024
Plant Height,E079,Nitrogen,Rht-B1,-1,MEDIUM,False,1,10.1016/j.cub.2021.09.024
