node,node_type,activators,inhibitors,formula
LBD37,,Nitrogen,,"LBD37 = (max(Nitrogen, 0.01))^(1/1) * 1.0 * gene_modifier + exogenous_supply"
LOG,,IPA1,,"LOG = (max(IPA1, 0.01))^(1/1) * 1.0 * gene_modifier + exogenous_supply"
Light,,,,Light = gene_modifier + exogenous_supply
MADS57,,,miR444,"MADS57 = 1.0 * min(1/max(miR444, 0.1), 10.0) * gene_modifier + exogenous_supply"
MAX1,,,,MAX1 = gene_modifier + exogenous_supply
MAX1_1900,,Nitrogen,,"MAX1_1900 = (max(Nitrogen, 0.01))^(1/1) * 1.0 * gene_modifier + exogenous_supply"
MOC1,,SLR1,"D53,TAD1,TE","MOC1 = (max(SLR1, 0.01))^(1/1) * min(1/max(D53 * TAD1 * TE, 0.1), 10.0) * gene_modifier + exogenous_supply"
MOC2,,,,MOC2 = gene_modifier + exogenous_supply
MOC3,,MOC1,FON2,"MOC3 = (max(MOC1, 0.01))^(1/1) * min(1/max(FON2, 0.1), 10.0) * gene_modifier + exogenous_supply"
NCED1,,HOX12,,"NCED1 = (max(HOX12, 0.01))^(1/1) * 1.0 * gene_modifier + exogenous_supply"
NGR5,,"NRT1_1B,Nitrogen,SLR1,Sucrose",GID1,"NGR5 = (max(NRT1_1B, 0.01) * max(Nitrogen, 0.01) * max(SLR1, 0.01) * max(Sucrose, 0.01))^(1/4) * min(1/max(GID1, 0.1), 10.0) * gene_modifier + exogenous_supply"
NRT1_1B,,,,NRT1_1B = gene_modifier + exogenous_supply
Nitrogen,,,,Nitrogen = gene_modifier + exogenous_supply
HOX12,,,,HOX12 = gene_modifier + exogenous_supply
TIR1,,Auxin,,"TIR1 = (max(Auxin, 0.01))^(1/1) * 1.0 * gene_modifier + exogenous_supply"
PIN1B,,IPA1,,"PIN1B = (max(IPA1, 0.01))^(1/1) * 1.0 * gene_modifier + exogenous_supply"
PIN9,,Ammonium,,"PIN9 = (max(Ammonium, 0.01))^(1/1) * 1.0 * gene_modifier + exogenous_supply"
PRR1,,Photoperiod,CCA1,"PRR1 = (max(Photoperiod, 0.01))^(1/1) * min(1/max(CCA1, 0.1), 10.0) * gene_modifier + exogenous_supply"
Phosphate,,,,Phosphate = gene_modifier + exogenous_supply
Photoperiod,,,,Photoperiod = gene_modifier + exogenous_supply
RR21,,AHP,,"RR21 = (max(AHP, 0.01))^(1/1) * 1.0 * gene_modifier + exogenous_supply"
RR_TYPEA,,AHP,,"RR_TYPEA = (max(AHP, 0.01))^(1/1) * 1.0 * gene_modifier + exogenous_supply"
SHI1,,,,SHI1 = gene_modifier + exogenous_supply
SLR1,,,GID1,"SLR1 = 1.0 * min(1/max(GID1, 0.1), 10.0) * gene_modifier + exogenous_supply"
Strigolactone,,"D10,D17,D27,MAX1,MAX1_1900,T20",,"Strigolactone = (max(D10, 0.01) * max(D17, 0.01) * max(D27, 0.01) * max(MAX1, 0.01) * max(MAX1_1900, 0.01) * max(T20, 0.01))^(1/6) * 1.0 * gene_modifier + exogenous_supply"
Sucrose,,"DTN1,MOC2",,"Sucrose = (max(DTN1, 0.01) * max(MOC2, 0.01))^(1/2) * 1.0 * gene_modifier + exogenous_supply"
T20,,,,T20 = gene_modifier + exogenous_supply
T6P,,Sucrose,,"T6P = (max(Sucrose, 0.01))^(1/1) * 1.0 * gene_modifier + exogenous_supply"
TAD1,,,,TAD1 = gene_modifier + exogenous_supply
TAR2,,,,TAR2 = gene_modifier + exogenous_supply
TB1,,"BZR1,CCA1,IPA1","Cytokinin,HK4,NGR5,T6P,VIL2","TB1 = (max(BZR1, 0.01) * max(CCA1, 0.01) * max(IPA1, 0.01))^(1/3) * min(1/max(Cytokinin * HK4 * NGR5 * T6P * VIL2, 0.1), 10.0) * gene_modifier + exogenous_supply"
TCP19,,,"GATA8,LBD37","TCP19 = 1.0 * min(1/max(GATA8 * LBD37, 0.1), 10.0) * gene_modifier + exogenous_supply"
TE,,,,TE = gene_modifier + exogenous_supply
Tiller_Number,,"DLT,FON1,LAX1,PIN9","ABA,PIN1B,TB1","Tiller_Number = (max(DLT, 0.01) * max(FON1, 0.01) * max(LAX1, 0.01) * max(PIN9, 0.01))^(1/4) * min(1/max(ABA * PIN1B * TB1, 0.1), 10.0) * gene_modifier + exogenous_supply"
VIL2,,,,VIL2 = gene_modifier + exogenous_supply
YUCCA,,,,YUCCA = gene_modifier + exogenous_supply
miR156,,,,miR156 = gene_modifier + exogenous_supply
miR444,,,,miR444 = gene_modifier + exogenous_supply
