test_id,gene,perturbation_type,gene_modifier,exogenous_node,exogenous_value,comparison_baseline,phenotype_node,expected_direction,expected_magnitude,doi,paper_title,authors,year,journal,evidence_sentence,verification,evidence_quality,species,notes
T022,OsTB1,knockout,,,,WT,Tiller_Number,increased,strong,,,,,,fc1 mutant (OsTB1 loss-of-function) causes increase in the number of tillers; NIL-fc1 produces 143% more panicles.,,,Oryza sativa,OsTB1 = FC1
T023,OsTB1,overexpression,,,,WT,Tiller_Number,decreased,strong,,,,,,Transgenic rice plants overexpressing OsTB1 exhibited markedly reduced lateral branching.,,,Oryza sativa,OsTB1 OE represses buds
T024,IPA1,gain_of_function,,,,WT,Tiller_Number,decreased,strong,,,,,,"ipa1-1D: miR156 binding site mutation, IPA1 accumulation, reduced tiller number.",,,Oryza sativa,"ipa1-1D — miR156 binding-site GOF, stabilised IPA1 (Trap: GOF=2.0, NOT KO)"
T025,IPA1,gain_of_function,,,,WT,Tiller_Number,decreased,moderate,,,,,,"ipa1-2D novel allele generates large panicles and moderate panicle number, with reduced tillers.",,,Oryza sativa,"ipa1-2D — miR156 binding-site GOF, stabilised IPA1"
T026,IPA1,knockdown,,,,WT,Tiller_Number,increased,moderate,,,,,,"ipa1-10 loss-of-function: more tillers, smaller panicles.",,,Oryza sativa,IPA1 knockdown
T027,miR156,overexpression,,,,WT,Tiller_Number,increased,strong,,,,,,"miR156 OE degrades OsSPL14 mRNA, resulting in increased tiller number.",,,Oryza sativa,miR156 OE degrades IPA1 → high tillers
T028,miR529,overexpression,,,,WT,Tiller_Number,increased,moderate,,,,,,miR529a OE increases tiller number by targeting OsSPL14.,,,Oryza sativa,"miR529 mapped to miR156 node (shares SPL target site, same tillering phenotype)"
T029,Gn1a,knockout,,,,WT,Tiller_Number,increased,moderate,,,,,,Gn1a reduced-function allele: more tillers and more grains per panicle due to CK accumulation.,,,Oryza sativa,Gn1a is OsCKX2 reduced-function allele → CKX2 gm=0.0
T030,OsCKX2,knockdown,,,,WT,Tiller_Number,increased,strong,,,,,,OsCKX2-RNAi: 27-81% increased panicle/tiller number vs wild-type.,,,Oryza sativa,OsCKX2 knockdown
T031,OsCKX2,overexpression,,,,WT,Tiller_Number,decreased,moderate,,,,,,OsCKX2-OE: reduced tillers (gene-dosage dependent).,,,Oryza sativa,OsCKX2 OE
T032,OsCKX4,knockout,,,,WT,Tiller_Number,increased,moderate,,,,,,osckx4 increases tillers via CK accumulation.,,,Oryza sativa,"OsCKX4 not separately in network (CKX2, CKX9 only)"
T033,OsCKX9,knockout,,,,WT,Tiller_Number,increased,moderate,,,,,,"osckx9 mutant: increased tillers, decreased plant height and panicle size.",,,Oryza sativa,OsCKX9 KO
T034,OsCKX9,overexpression,,,,WT,Tiller_Number,increased,slight,,,,,,"OsCKX9-OX: increased tillers, decreased height and panicle branches (paradox â€” CK depletion in node but altered SL response).",,,Oryza sativa,OsCKX9 OE
T035,OsCKX11,knockout,,,,WT,Tiller_Number,increased,moderate,,,,,,osckx11 increases tiller number and alters source-sink relationship.,,,Oryza sativa,OsCKX11 not in network
T036,OsIPT4,overexpression,,,,WT,Tiller_Number,increased,moderate,,,,,,OsIPT OE increases cytokinin levels; expected to promote tillering.,,,Oryza sativa,OsIPT4 single OE → IPT family node (CK biosynthesis gene family)
T037,OsIPT4_OsIPT7,double_knockout,,,,WT,Tiller_Number,decreased,moderate,,,,,,osipt4/7 loss reduces CK biosynthesis and expected reduced tiller outgrowth.,,,Oryza sativa,"OsIPT4/OsIPT7 double KO → IPT composite collapsed, gm=0.0"
T038,OsAHP,knockdown,,,,WT,Tiller_Number,decreased,moderate,,,,,,"OsAHP-RNAi plants exhibited phenotypes expected for a deficiency in cytokinin signaling, including dwarfism and reduced tiller numbers.",,,Oryza sativa,OsAHP knockdown
T039,OsHK4,knockout,,,,WT,Tiller_Number,decreased,moderate,,,,,,"ohk4 loss-of-function: reduced panicle, decreased higher-order tillers.",,,Oryza sativa,"OsHK4 = OHK4, CK receptor"
T040,NGR5,knockout,,,,WT,Tiller_Number,decreased,moderate,,,,,,ngr5 loss-of-function mutant failed to induce tiller outgrowth in response to nitrogen.,,,Oryza sativa,ngr5 KO — no N-induced tillering
T041,NGR5,overexpression,,,,WT,Tiller_Number,increased,strong,,,,,,NGR5-OE/high-expression allele: increased tiller number and yield.,,,Oryza sativa,NGR5 OE — constitutive N response
T042,OsTCP19,loss_of_function,,,,WT,Tiller_Number,increased,moderate,,,,,,Accessions with 29-bp insertion in OsTCP19 promoter (loss of expression) show high tillering response to nitrogen.,,,Oryza sativa,OsTCP19 LOF
T043,OsTCP19,overexpression,,,,WT,Tiller_Number,decreased,moderate,,,,,,OsTCP19-OE: reduced tillers via DLT repression.,,,Oryza sativa,OsTCP19 OE
T044,DLT,knockout,,,,WT,Tiller_Number,decreased,moderate,,,,,,dlt mutant: dwarf and low tillering phenotype.,,,Oryza sativa,dlt KO — BR signalling dwarf
T045,OsLBD37,overexpression,,,,WT,Tiller_Number,increased,moderate,,,,,,OsLBD37-OE: represses OsTCP19 and increases tillers.,,,Oryza sativa,OsLBD37 OE suppresses N-response pathway
T046,NRT1.1B,overexpression,,,,WT,Tiller_Number,increased,moderate,,,,,,Indica NRT1.1B allele in japonica background increases tiller number and NUE.,,,Oryza sativa,NRT1.1B indica allele hyperactive — encoded as NRT1_1B gm=2.0
T047,OsNLP4,knockout,,,,WT,Tiller_Number,decreased,strong,,,,,,osnlp4 mutant: significantly decreased tiller number and plant height.,,,Oryza sativa,OsNLP4 transcription factor not in network
T048,TAD1,knockout,,,,WT,Tiller_Number,increased,strong,,,,,,tad1 mutant showed an increased tiller number.,,,Oryza sativa,"tad1 KO — MOC1 stabilised, more tillers"
T049,TAD1,overexpression,,,,WT,Tiller_Number,decreased,strong,,,,,,TAD1-overexpressing transgenic plants showed a reduced tiller number.,,,Oryza sativa,TAD1 OE — MOC1 degraded
T050,TE,knockout,,,,WT,Tiller_Number,increased,strong,,,,,,te mutant displays drastically increased tiller number (~3-fold).,,,Oryza sativa,te KO — MOC1 stabilised
T051,TE,overexpression,,,,WT,Tiller_Number,decreased,strong,,,,,,TE-OE reduced tiller number.,,,Oryza sativa,TE OE — MOC1 degraded
T052,TE_MOC1,double_mutant,,,,WT,Tiller_Number,decreased,strong,,,,,,te moc1-5 double: reduced tillers like moc1-5 alone; MOC1 epistatic over TE.,,,Oryza sativa,te moc1 double — moc1 epistatic
T053,SLR1,knockout,,,,WT,Tiller_Number,decreased,moderate,,,,,,slr1 recessive mutant exhibited fewer tillers and taller stature.,,,Oryza sativa,"slr1 LOF — DELLA lost, constitutive GA response"
T054,SLR1,overexpression,,,,WT,Tiller_Number,increased,moderate,,,,,,SLR1-OE: tiller number was increased.,,,Oryza sativa,slr1-d stabilised DELLA / SLR1 OE
T055,SLR1_MOC1,double_mutant,,,,WT,Tiller_Number,decreased,strong,,,,,,slr1 moc1 double: low tillers like moc1 alone (moc1 epistatic).,,,Oryza sativa,slr1 moc1 double — moc1 epistatic
T056,OsGA20ox2,knockout,,,,WT,Tiller_Number,increased,moderate,,,,,,sd1 (GA20ox2 null) produces more tillers and shorter plants.,,,Oryza sativa,OsGA20ox2 KO — GA biosynthesis lost
T057,OsGA20ox2,overexpression,,,,WT,Tiller_Number,decreased,moderate,,,,,,GA20ox1-OE line: fewer tillers and taller stature.,,,Oryza sativa,OsGA20ox2 OE
T058,IPI1,knockout,,,,WT,Tiller_Number,increased,moderate,,,,,,ipi1-1 CRISPR mutant: reduced IPA1 in shoot apex causing increased tillers.,,,Oryza sativa,ipi1 KO — IPA1 stabilised
T059,IPI1,overexpression,,,,WT,Tiller_Number,decreased,moderate,,,,,,"Ub:IPI1-OE: increased IPA1 accumulation in shoot apex, reduced tillers.",,,Oryza sativa,IPI1 OE — IPA1 degraded
T060,OsSHI1,knockout,,,,WT,Tiller_Number,decreased,strong,,,,,,shi1 mutant: dramatically reduced tiller number.,,,Oryza sativa,OsSHI1 KO — IPA1 disinhibited
T061,OsSHI1,overexpression,,,,WT,Tiller_Number,decreased,moderate,,,,,,"OsSHI1-OE: reduced plant height, decreased panicle, ectopic tillers at upper internodes but reduced normal tillers.",,,Oryza sativa,OsSHI1 OE — IPA1 suppressed (paper reports decreased)
T062,OsMADS57,gain_of_function,,,,WT,Tiller_Number,increased,strong,,,,,,osmads57-1 activation-tagged: 28 tillers vs WT 10.,,,Oryza sativa,OsMADS57 GOF (escapes miR444)
T063,OsMADS57,knockdown,,,,WT,Tiller_Number,decreased,moderate,,,,,,OsMADS57-antisense: reduced tillers.,,,Oryza sativa,OsMADS57 knockdown
T064,miR444a,overexpression,,,,WT,Tiller_Number,decreased,moderate,,,,,,"OsMIR444a-OE lines: suppresses OsMADS57 expression, fewer tillers.",,,Oryza sativa,miR444a OE → cleaves MADS57 → derepresses D14
T065,OsCCA1,knockout,,,,WT,Tiller_Number,increased,moderate,,,,,,oscca1 mutant shows more tillers and delayed flowering.,,,Oryza sativa,OsCCA1 KO
T066,OsCCA1,overexpression,,,,WT,Tiller_Number,decreased,moderate,,,,,,OsCCA1-OE: fewer tillers than transgenic control.,,,Oryza sativa,OsCCA1 OE
T067,OsPRR1,overexpression,,,,WT,Tiller_Number,decreased,moderate,,,,,,OsPRR1-OE: reduced tiller numbers.,,,Oryza sativa,OsPRR1 OE
T068,OsPIN1a,knockout,,,,WT,Tiller_Number,increased,moderate,,,,,,Knockdown of OsPIN1a decreases crown roots and increases tiller number.,,,Oryza sativa,OsPIN1a separate paralog from PIN1B; not in network
T069,OsPIN1b,knockout,,,,WT,Tiller_Number,increased,moderate,,,,,,"OsPIN1b CRISPR mutant: increased tiller numbers, altered root gravitropism.",,,Oryza sativa,OsPIN1b KO = PIN1B
T070,OsPIN2,overexpression,,,,WT,Tiller_Number,increased,moderate,,,,,,"OsPIN2-OE leads to increased tiller numbers, tiller angle and shorter plant.",,,Oryza sativa,OsPIN2 not separately encoded
T071,OsPIN9,knockout,,,,WT,Tiller_Number,decreased,moderate,,,,,,ospin9 knockout: decreased tillering.,,,Oryza sativa,OsPIN9 KO
T072,OsPIN9,overexpression,,,,WT,Tiller_Number,increased,moderate,,,,,,OsPIN9-OE: increased tillering.,,,Oryza sativa,OsPIN9 OE
T073,OsTIR1_OsAFB2,double_knockout,,,,WT,Tiller_Number,decreased,strong,,,,,,OsTIR1/OsAFB2 double mutants show severely compromised plant development including tillering defects.,,,Oryza sativa,OsTIR1 + OsAFB2 double — only TIR1 in network; AFB2 absent
T074,OsTB2,gain_of_function,,,,WT,Tiller_Number,increased,moderate,,,,,,"japonica OsTB2-3bp+ allele: promotes axillary bud elongation, increased tillers.",,,Oryza sativa,OsTB2 paralog of TB1 not separately encoded
T075,DST,gain_of_function,,,,WT,Tiller_Number,increased,moderate,,,,,,"reg1 allele of DST: reduced OsCKX2 expression, elevated CK, enhanced grain number and moderately increased tillers (Gn1a-independent +20% yield).",,,Oryza sativa,DST reg1 allele is a semi-dominant LOF that reduces DST binding to OsCKX2 promoter; re-encoded from gm=2.0 to gm=0.5. Evidence: Li 2013 PNAS.
T076,DST,overexpression,,,,WT,Tiller_Number,decreased,moderate,,,,,,"DST-OE: activates OsCKX2, reduced CK, reduced panicle branches and grain number; reduces tillers.",,,Oryza sativa,DST OE (paper reports decreased tillers via CKX2 induction)
T077,Strigolactone,exogenous_treatment,,,,WT,Tiller_Number,decreased,strong,,,,,,WT + 10uM GR24 completely inhibited the outgrowth of third leaf tiller buds.,,,Oryza sativa,Exogenous GR24 → Strigolactone exogenous=1.0
T078,D27,knockout_plus_GR24,,,,mutant,Tiller_Number,decreased,strong,,,,,,d27 + 1.0 uM GR24 fully rescues tillering dwarf phenotype.,,,Oryza sativa,d27 + GR24 rescued (biosynthesis mutant)
T079,D10,knockout_plus_GR24,,,,mutant,Tiller_Number,decreased,strong,,,,,,d10-2 + 1 uM GR24: sufficient to inhibit the outgrowth of first and second leaf buds; SL-biosynthesis-mutant responds.,,,Oryza sativa,d10 + GR24 rescued
T080,D17,knockout_plus_GR24,,,,mutant,Tiller_Number,decreased,strong,,,,,,d17 SL-biosynthesis mutant + GR24: phenotype rescued; SL-responsive.,,,Oryza sativa,d17 + GR24 rescued
T081,D3,knockout_plus_GR24,,,,mutant,Tiller_Number,unchanged,,,,,,,d3-2 + 10uM GR24: tillers not suppressed; SL-insensitive.,,,Oryza sativa,"d3 + GR24 Trap-5: F-box lost, no D53 degradation, unchanged"
T082,D14,knockout_plus_GR24,,,,mutant,Tiller_Number,unchanged,,,,,,,d14 + GR24 treatment: axillary buds still grow (SL-insensitive).,,,Oryza sativa,"d14 + GR24 Trap-5: receptor lost, unchanged"
T083,D53,gain_of_function_plus_GR24,,,,mutant,Tiller_Number,unchanged,,,,,,,d53 is resistant to exogenous application of GR24.,,,Oryza sativa,"d53-D + GR24 Trap-5: stabilised D53 cannot be degraded, unchanged"
T084,FC1,knockout_plus_GR24,,,,mutant,Tiller_Number,unchanged,,,,,,,fc1 + 10uM GR24: third and fourth leaf tiller buds were not affected (SL-insensitive via FC1 requirement).,,,Oryza sativa,"fc1 (=ostb1) + GR24 — downstream of D53, GR24 cannot suppress without TB1"
T085,Cytokinin,exogenous_treatment,,,,WT,Tiller_Number,increased,strong,,,,,,BAP (cytokinin) treatment suppresses FC1 expression and promotes tiller bud outgrowth.,,,Oryza sativa,Exogenous CK
T086,Auxin_IAA,exogenous_treatment,,,,WT,Tiller_Number,decreased,moderate,,,,,,Apical IAA application suppresses bud outgrowth via BRC1/FC1 induction.,,,Oryza sativa,Exogenous IAA
T087,Auxin_NAA,exogenous_treatment,,,,WT,Tiller_Number,decreased,strong,,,,,,NAA treatment rescued OsPIN1 RNAi phenotype and suppressed WT tillering.,,,Oryza sativa,Exogenous NAA
T088,TIBA,chemical_treatment,,,,WT,Tiller_Number,increased,strong,,,,,,"NPA (auxin transport inhibitor, similar to TIBA) treatment largely rescued tiller number; blocks polar auxin transport.",,,Oryza sativa,TIBA = auxin transport inhibitor → PIN1B knockdown analog
T089,Gibberellin,exogenous_treatment,,,,WT,Tiller_Number,decreased,moderate,,,,,,GA (10^-5 M) 1 month treatment: decreased tiller number.,,,Oryza sativa,Exogenous GA3
T090,PBZ,inhibitor_PBZ,,,,WT,Tiller_Number,increased,strong,,,,,,"PBZ (paclobutrazol, GA inhibitor) significantly increased tiller number and decreased plant height.",,,Oryza sativa,PBZ paclobutrazol = GA biosynthesis inhibitor → GA20OX2 KD
T091,Nitrogen_high,high_nitrate_treatment,,,,WT,Tiller_Number,increased,strong,,,,,,High nitrogen fertilization causes downregulation of OsTB1 via NGR5-PRC2 H3K27me3 and promotes tiller formation.,,,Oryza sativa,High-N treatment
T092,Nitrogen_low,environmental,,,,WT,Tiller_Number,decreased,moderate,,,,,,"Low nitrogen: reduced tillers, NGR5 not accumulated.",,,Oryza sativa,Low N encoded as Nitrogen gm=0.5 (graded source)
T093,NGR5_plus_N,knockout_plus_treatment,,,,mutant,Tiller_Number,unchanged,,,,,,,ngr5 + high N: no tiller response to nitrogen (N-insensitive) compared to ngr5 alone.,,,Oryza sativa,ngr5 + high N unchanged (N-insensitive due to NGR5 loss)
T094,Phosphate_low,environmental,,,,WT,Tiller_Number,decreased,moderate,,,,,,Low P conditions elevate SL biosynthesis genes D10/D17 and reduce tiller bud outgrowth.,,,Oryza sativa,Low phosphate encoded as Phosphate gm=0.5
T095,d53_ipa1_1D,double_mutant,,,,WT,Tiller_Number,decreased,strong,,,,,,ipa1-1D significantly suppressed the high tillering phenotype of d53.,,,Oryza sativa,d53-D ipa1-1D (both stabilised GOF)
T096,d27_ipa1_1D,double_mutant,,,,WT,Tiller_Number,decreased,strong,,,,,,ipa1-1D could repress the high-tillering phenotype of d27.,,,Oryza sativa,d27 ipa1-1D
T097,d3_FC1_OX,FC1_OE_in_d3_background,,,,mutant,Tiller_Number,decreased,moderate,,,,,,"35S-FC1/d3-2 lines showed partial rescue of d3 defects (plant height, tiller number, stem thickness).",,,Oryza sativa,"FC1-OE in d3 background — TB1 OE downstream, partial rescue"
T098,D53_RNAi_in_d3,knockdown_in_d3_background,,,,mutant,Tiller_Number,decreased,strong,,,,,,D53-RNAi in d3 background obviously reduced the tiller number.,,,Oryza sativa,D53-RNAi in d3 background — rescues d3 high-tillering
T099,D53_RNAi_in_d14,knockdown_in_d14_background,,,,mutant,Tiller_Number,decreased,strong,,,,,,D53-RNAi in d14 background: tiller number restored to nearly wild type levels.,,,Oryza sativa,D53-RNAi in d14 background — rescues d14 high-tillering
T100,d14_d53,double_mutant,,,,WT,Tiller_Number,increased,strong,,,,,,"d14 d53 double mutant showed dwarf tillering phenotype resembling d14 and d53 parental plants (no additive effect, epistatic).",,,Oryza sativa,"d14 d53-D double — both high-tillering, epistatic"
T101,d3_d53,double_mutant,,,,WT,Tiller_Number,increased,strong,,,,,,d3 d53 double: dwarf tillering phenotype resembling d3; d3 phenotype epistatic over d53.,,,Oryza sativa,d3 d53-D double — both high-tillering
T102,d27_d10,double_mutant,,,,WT,Tiller_Number,increased,strong,,,,,,d27d10 double mutant showed similar tiller number and plant height to d10 (d10 epistatic).,,,Oryza sativa,d27 d10 double — SL biosynthesis blocked
T103,lax1_moc1,double_mutant,,,,WT,Tiller_Number,decreased,strong,,,,,,lax1 moc1 double mutant shows enhanced suppression of axillary meristem formation.,,,Oryza sativa,lax1 moc1 double — moc1 epistatic
T104,Sucrose,exogenous_treatment,,,,WT,Tiller_Number,increased,moderate,,,,,,Exogenous sucrose promotes D53 accumulation and tillering in rice.,,,Oryza sativa,Sucrose treatment
T105,Sucrose_d53,exogenous_treatment,,,,mutant,Tiller_Number,unchanged,,,,,,,Sucrose effect on tillering partially depends on D53; d53 does not further increase with sucrose.,,,Oryza sativa,"sucrose on d53-D — D53 already maximal, no further change"
T106,Decapitation,environmental,,,,WT,Tiller_Number,increased,strong,,,,,,"Panicle removal (decapitation, DeP): increased sugar content, reduced OsCCA1 expression, threefold tiller increase.",,,Oryza sativa,Decapitation environmental node
T107,Defoliation,environmental,,,,WT,Tiller_Number,decreased,moderate,,,,,,"Leaf removal (defoliation, DeF): decreased sugars, elevated OsCCA1, reduced tillers.",,,Oryza sativa,Defoliation → reduced photosynthate → Sucrose gm=0.5 analog
T108,GT1,knockout,,,,WT,Tiller_Number,increased,moderate,,,,,,gt1 mutant: increased tiller bud outgrowth.,,,Oryza sativa,GT1 (GRASSY-TILLERS1) not in network
T109,PROG1,loss_of_function,,,,WT,Tiller_Number,increased,moderate,,,,,,~110 kb deletion eliminating PROG1 cluster increased tiller number (domestication).,,,Oryza sativa,PROG1 domestication locus not in network
T110,TIG1,loss_of_function,,,,WT,Tiller_Number,increased,slight,,,,,,tig1 allele: pleiotropic effects including altered tiller number.,,,Oryza sativa,TIG1 (TILLER INCLINED GROWTH) not in network
T111,OsAAP3,knockout,,,,WT,Tiller_Number,increased,moderate,,,,,,Knocking out OsAAP3 can promote growth of buds and effective tillers.,,,Oryza sativa,OsAAP3 amino-acid permease not in network
T112,OsAAP5,overexpression,,,,WT,Tiller_Number,decreased,moderate,,,,,,OsAAP5-OE: altered amino acid levels affect CK biosynthesis; reduced tillers.,,,Oryza sativa,OsAAP5 not in network
T113,GS1_2,knockout,,,,WT,Tiller_Number,decreased,moderate,,,,,,gs1;2 mutant: reduced tiller bud growth due to reduced CK production.,,,Oryza sativa,GS1.2 glutamine synthetase not in network
T114,OsBZR1,knockdown,,,,WT,Tiller_Number,increased,moderate,,,,,,osbzr1 loss: failure to recruit D53 to OsTB1 promoter; increased tiller outgrowth.,,,Oryza sativa,OsBZR1 knockdown
T115,Brassinosteroid,exogenous_treatment,,,,WT,Tiller_Number,decreased,moderate,,,,,,"Exogenous BR stabilizes OsBZR1-D53 complex, representing OsTB1 and reducing tiller outgrowth.",,,Oryza sativa,BR treatment
T116,OsAAP7,knockdown,,,,WT,Tiller_Number,increased,moderate,,,,,,Blocking of OsAAP7 promoted tillering and yield by determining basic and neutral amino acids accumulation.,,,Oryza sativa,OsAAP7 not in network
T117,OsVIL2,knockout,,,,WT,Tiller_Number,decreased,moderate,,,,,,"osvil2 shows defective axillary bud outgrowth, reduced tillers.",,,Oryza sativa,OsVIL2 KO
T118,TN1,gain_of_function,,,,WT,Tiller_Number,increased,moderate,,,,,,Natural variation in Tn1a promoter increases rice tillering via TIF1 interaction.,,,Oryza sativa,TN1 (Tn1a promoter variant) not in network
T119,DEP1,knockout,,,,WT,Tiller_Number,decreased,moderate,,,,,,"dep1 mutant: reduced panicle length, reduced grain number, altered tiller number.",,,Oryza sativa,DEP1 panicle architecture gene not in network
T120,ASN1,knockout,,,,WT,Tiller_Number,decreased,moderate,,,,,,asn1 mutant reduces asparagine concentration and inhibits tiller outgrowth.,,,Oryza sativa,ASN1 asparagine synthetase not in network
T121,OsTB1_d3,FC1_OE_in_d3_background,,,,mutant,Tiller_Number,decreased,moderate,,,,,,Overexpression of OsTB1 partially suppressed the tiller-overproducing phenotype of dwarf3 (d3).,,,Oryza sativa,OsTB1-OE in d3 background — same as T097 duplicate entry
T122,D10_D3,double_mutant,,,,WT,Tiller_Number,increased,strong,,,,,,d10 d3 double: high-tillering dwarf like each single mutant (parallel pathways converge).,,,Oryza sativa,d10 d3 double — SL biosynthesis + signalling both lost
T123,D14_D53,double_mutant,,,,WT,Tiller_Number,increased,strong,,,,,,d14 d53 double: resembling d14 and d53 parental plants.,,,Oryza sativa,d14 d53-D double — duplicate of T100 from second source
T124,Kinetin,exogenous_treatment,,,,WT,Tiller_Number,increased,moderate,,,,,,Kinetin (cytokinin) treatment suppresses FC1 expression and promotes bud outgrowth.,,,Oryza sativa,Kinetin = CK analog
T125,BAP,exogenous_treatment,,,,WT,Tiller_Number,increased,strong,,,,,,BAP treatment clearly suppressed FC1 expression in a concentration-dependent manner and promoted bud outgrowth.,,,Oryza sativa,BAP = CK analog
T126,NPF7.7,overexpression,,,,WT,Tiller_Number,increased,moderate,,,,,,NPF7.7-OE increases effective tiller number by enhancing N uptake.,,,Oryza sativa,NPF7.7 nitrate transporter not in network
T127,NPF7.1,overexpression,,,,WT,Tiller_Number,increased,slight,,,,,,NPF7.1-OE promotes rice axillary buds outgrowth.,,,Oryza sativa,NPF7.1 not in network
T128,NPF7.4,knockout,,,,WT,Tiller_Number,increased,slight,,,,,,npf7.4 knockout promotes rice axillary buds outgrowth.,,,Oryza sativa,NPF7.4 not in network
T129,OsMAX1_d14,double_mutant,,,,WT,Tiller_Number,increased,strong,,,,,,SL biosynthesis mutant combinations give similar high-tiller phenotype (d10 d14 etc).,,,Oryza sativa,osmax1 d14 double mutant
T130,FON1,knockout,,,,WT,Tiller_Number,decreased,moderate,,,,,,fon1 mutant forms axillary buds normally but fails to elongate tiller buds.,,,Oryza sativa,fon1 KO
T131,OsARF12_17_25,triple_knockout,,,,WT,Tiller_Number,increased,moderate,,,,,,osarf12 osarf17 osarf25 triple mutant: altered tiller angle and increased tillers.,,,Oryza sativa,"OsARF12/17/25 triple — ARF genes absent; mapped to TIR1 KO (auxin signalling loss, same phenotypic direction)"
T132,OsIAA,overexpression,,,,WT,Tiller_Number,increased,slight,,,,,,"OsIAA stabilized variants block auxin signaling, partially derepress bud outgrowth.",,,Oryza sativa,Stabilised OsIAA blocks ARF response → analog of TIR1 KO
