source,source_type,target,target_type,effect,edge_type,confidence,mechanism,doi,paper_title,authors,year,journal,evidence_sentence,verification,species_validated
Cytokinin,HORMONE,OsTB1,GENE,repression,transcriptional,HIGH,BAP cytokinin suppresses OsTB1/FC1 expression in a dose-dependent manner; independent of SL pathway,,,,,,BAP treatment clearly suppressed FC1 expression in a concentration-dependent manner; negative control of FC1 expression by cytokinin is independent of the SL pathway.,,
OsIPT,GENE,Cytokinin,HORMONE,activation,biosynthesis,HIGH,"OsIPT genes (especially OsIPT4, OsIPT7) catalyze rate-limiting step of cytokinin biosynthesis (adenylate isopentenyltransferase)",,,,,,"Of eight IPTs implicated in cytokinin biosynthesis, OsIPT4 and OsIPT7 are major contributors in roots and shoots.",,
Auxin,HORMONE,OsIPT,GENE,repression,transcriptional,HIGH,"Apical auxin signaling represses IPT genes in nodes, reducing cytokinin biosynthesis; apical dominance mechanism",,,,,,Auxin down-regulates the expression of pea IPT family genes through AXR-TIR-dependent auxin signaling pathway.,,
OsLOG,GENE,Cytokinin,HORMONE,activation,biosynthesis,HIGH,OsLOG converts inactive cytokinin nucleotides to active free-base form,,,,,,OsLOG converts cytokinin nucleotides to active free bases; multiple OsLOG genes expressed with tissue specificity.,,
Cytokinin,HORMONE,OsHK4,GENE,activation,signaling,HIGH,CK binds OsHK4 histidine kinase CHASE domain activating phosphorelay,,,,,,Cytokinin binds OsHK4 histidine kinase receptor activating downstream phosphorelay; D86-Q87 deletion abolishes receptor dimerization and CK binding.,,
OsHK4,GENE,OsAHP,GENE,activation,post-translational,HIGH,Activated OsHK4 phosphorylates OsAHP1/2 histidine phosphotransfer proteins,,,,,,OsAHP1/2 are downstream phosphotransfer proteins in rice CK signaling connecting OsHKs to response regulators.,,
OsAHP,GENE,OsRR21,GENE,activation,post-translational,HIGH,OsAHP phosphorelay activates type-B OsRR21 response regulator for target gene transcription,,,,,,The response of OsRR21 phosphorylation to CK was diminished in the pal1 mutant; OsAHP mediates this relay.,,
OsRR21,GENE,IPA1,GENE,activation,transcriptional,HIGH,Type-B OsRR21 directly binds CK response elements in IPA1 promoter activating transcription,,,,,,"OsRR21 directly activates IPA1 by binding to 10 CK response elements in IPA1 promoter (Y1H, ChIP-qPCR validated).",,
Strigolactone,HORMONE,OsCKX9,GENE,activation,transcriptional,HIGH,SL induces OsCKX9 via D53 degradation and derepression; primary SL-responsive gene,,,,,,SL can induce the expression of OsCKX9 to down-regulate CK content; GR24 treatment activates OsCKX9.,,
OsPIN1a,GENE,Tiller_Number,PHENOTYPE,inhibition,developmental,HIGH,OsPIN1a auxin efflux transporter maintains apical dominance by polar auxin transport; knockout increases tiller number,,,,,,Knockdown of OsPIN1/1b decrease the number of crown root and increase tiller number.,,
OsPIN1b,GENE,Tiller_Number,PHENOTYPE,inhibition,developmental,HIGH,"OsPIN1b auxin efflux transporter, knockout shows increased tillers",,,,,,Knockout mutants of OsPIN1b increase tiller numbers.,,
OsPIN2,GENE,Tiller_Number,PHENOTYPE,activation,developmental,MEDIUM,OsPIN2 OE increases tiller number; enhances shoot-to-root auxin transport,,,,,,"Overexpression of OsPIN2 leads to increased tiller numbers, angle and shorter plant.",,
OsPIN9,GENE,Tiller_Number,PHENOTYPE,activation,developmental,HIGH,OsPIN9 ammonium-induced auxin efflux transporter promotes tiller bud outgrowth,,,,,,Overexpression of OsPIN9 result in increased tillering; knockout result in decreased tillering.,,
Ammonium,ENVIRONMENT,OsPIN9,GENE,activation,transcriptional,HIGH,Ammonium specifically induces OsPIN9 expression (not nitrate),,,,,,"OsPIN9 expression is induced by ammonium, a major source of nitrogen.",,
Auxin,HORMONE,OsTB1,GENE,activation,transcriptional,MEDIUM,Apical auxin signaling activates OsTB1/FC1 expression in axillary buds (conserved with Arabidopsis BRC1),,,,,,Auxin-induced apical dominance requires the activity of BRC1; same mechanism in rice via OsTB1/FC1.,,
Auxin,HORMONE,OsTIR1,GENE,activation,perception,HIGH,"OsTIR1 is auxin receptor F-box, binds IAA and promotes Aux/IAA degradation; not a transcriptional target but catalytic activation",,,,,,"OsTIR1/OsAFB family members are auxin receptors; exhibit partial redundancy in regulating yield, tillering, plant height.",,
OsTIR1,GENE,OsIAA,GENE,inhibition,post-translational,HIGH,OsTIR1-auxin complex ubiquitinates OsIAA repressors for proteasomal degradation,,,,,,OsIAA proteins are degraded upon auxin perception via TIR1/AFB complex.,,
OsIAA,GENE,OsARF,GENE,inhibition,post-translational,HIGH,OsIAA repressors bind OsARF transcription factors inhibiting auxin-responsive gene expression; auxin signaling destabilizes IAAs to derepress ARFs,,,,,,OsIAA12 directly interacts with OsARF17 to regulate leaf inclination.,,
OsCCA1,GENE,OsTB1,GENE,activation,transcriptional,HIGH,OsCCA1 circadian MYB-like TF binds CBS element in OsTB1 promoter,,,,,,OsCCA1 directly binds CBS elements in OsTB1 promoter activating expression.,,
OsCCA1,GENE,D14,GENE,activation,transcriptional,HIGH,OsCCA1 directly binds CBS in D14 promoter,,,,,,OsCCA1 directly binds CBS in D14 promoter; ChIP-qPCR confirmed.,,
OsCCA1,GENE,D10,GENE,activation,transcriptional,MEDIUM,OsCCA1 binds CBS in D10 promoter,,,,,,OsCCA1 directly binds CBS in D10 promoter.,,
OsCCA1,GENE,IPA1,GENE,activation,transcriptional,MEDIUM,OsCCA1 binds CBS/EE elements in IPA1 promoter,,,,,,OsCCA1 directly binds CBS/EE elements in IPA1 promoter.,,
OsPRR1,GENE,OsCCA1,GENE,repression,transcriptional,HIGH,OsPRR1 pseudo-response regulator represses OsCCA1 in reciprocal feedback loop,,,,,,OsPRR1 forms reciprocal feedback loop with OsCCA1 (negative repression).,,
OsCCA1,GENE,OsPRR1,GENE,repression,transcriptional,HIGH,OsCCA1 binds CBS in OsPRR1 promoter and represses expression (part of evening loop),,,,,,OsCCA1 directly binds CBS on OsPRR1 promoter (negative regulation in reciprocal feedback).,,
Sucrose,METABOLITE,D53,PROTEIN_COMPLEX,activation,post-translational,HIGH,Sucrose signaling stabilizes D53 protein (antagonizes SL-induced degradation),,,,,,Sucrose promotes D53 accumulation and tillering in rice; antagonizes SL-mediated D53 degradation.,,
Sucrose,METABOLITE,Tiller_Number,PHENOTYPE,activation,signaling,HIGH,Sugars are primary signals for bud outgrowth; sugar status antagonizes SL inhibition,,,,,,Sugars are key regulators of axillary bud elongation; sucrose restricts growth of axillary buds when depleted.,,
Sucrose,METABOLITE,OsCCA1,GENE,repression,transcriptional,MEDIUM,Photosynthetic sugars downregulate OsCCA1 in roots and buds (tissue-dependent),,,,,,Photosynthetic sugars negatively regulate OsCCA1 expression in roots/buds.,,
MOC2,GENE,Sucrose,METABOLITE,activation,biosynthesis,HIGH,"MOC2 encodes fructose-1,6-bisphosphatase1 for sucrose biosynthesis pathway",,,,,,"MOC2 encodes a fructose-1,6-bisphosphatase1 responsible for the sucrose biosynthesis pathway.",,
LAX1,GENE,Tiller_Number,PHENOTYPE,activation,developmental,HIGH,LAX1 bHLH TF required for axillary meristem initiation; non-cell-autonomous movement essential,,,,,,LAX1 is required for AM initiation throughout plant's lifetime; lax1 mutants fail to progress into AM formation.,,
LAX2,GENE,Tiller_Number,PHENOTYPE,activation,developmental,HIGH,LAX2 nuclear protein physically interacts with LAX1 to promote axillary meristem,,,,,,LAX2 nuclear cofactor acts together with LAX1 to maintain axillary meristems; lax1 lax2 double mutant completely lacks tillers.,,
LAX1,GENE,LAX2,GENE,activation,post-translational,HIGH,LAX1 and LAX2 physically interact; cooperative nuclear function,,,,,,Yeast two-hybrid and in vitro binding assays demonstrated that LAX1 and LAX2 physically interact.,,
TAB1,GENE,Tiller_Number,PHENOTYPE,activation,developmental,HIGH,TAB1 (OsWUS) is rice ortholog of WUSCHEL; required for axillary meristem initiation via premeristem stem cell maintenance,,,,,,tab1-1 produces no tillers even in 2-month-old shoots; TAB1 required to initiate axillary meristem development.,,
TAB1,GENE,OSH1,GENE,activation,transcriptional,HIGH,TAB1 required for proper OSH1 expression in premeristem zone,,,,,,TAB1 is required for the proper expression of OSH1 in premeristem zone.,,
FON2,GENE,TAB1,GENE,repression,transcriptional,HIGH,FON2 CLV3-like peptide restricts TAB1 expression domain via CLAVATA-like receptor signaling,,,,,,FON2 restricts the stem cell population by moderately repressing TAB1 expression.,,
MOC3,GENE,FON1,GENE,activation,transcriptional,MEDIUM,MOC3 (TAB1/OsWUS) physically interacts with MOC1 to activate FON1,,,,,,Physical interaction between MOC1 and MOC3 can up-regulate the expression of FON1.,,
FON1,GENE,Tiller_Number,PHENOTYPE,activation,developmental,MEDIUM,FON1 (CLAVATA1 ortholog) specifically affects tiller bud elongation; fon1 forms buds but fails to elongate,,,,,,fon1 mutant forms them normally but fails to elongate tiller buds.,,
OsBZR1,GENE,OsTB1,GENE,repression,transcriptional,HIGH,OsBZR1 recruits D53 to OsTB1 promoter repressing transcription; D53-BZR1 complex under BR signaling,,,,,,OsBZR1 recruits D53 to repress the expression of OsTB1 forming D53-BZR1 complex.,,
Brassinosteroid,HORMONE,OsBZR1,GENE,activation,post-translational,HIGH,BR stabilizes OsBZR1 via inhibition of OsBIN2 kinase (dephosphorylated BZR1),,,,,,BR is known to stabilize the OsBZR1 protein.,,
Strigolactone,HORMONE,OsBZR1,GENE,inhibition,post-translational,HIGH,SL treatment triggers OsBZR1 degradation,,,,,,SL treatment triggers the degradation of OsBZR1.,,
OsTB2,GENE,D14,GENE,repression,transcriptional,MEDIUM,OsTB2 japonica allele reduces D14 expression via interaction with OsTB1 interfering with positive D14 regulation,,,,,,japonica OsTB2-3bp+ allele reduces the expression of D14 via interaction with OsTB1.,,
OsTB2,GENE,OsTB1,GENE,inhibition,post-translational,MEDIUM,OsTB2 physically binds OsTB1 and antagonizes its function,,,,,,OsTB2 protein directly interacts with OsTB1 and interferes with positive regulatory effect of OsTB1 on D14.,,
OsTB1,GENE,GT1,GENE,activation,transcriptional,MEDIUM,OsTB1/FC1 directly binds GT1 (GRASSY TILLER1) promoter,,,,,,"Upon up-regulation of OsTB1/FC1, its protein enhances expression of GRASSY TILLER1 (GT1) by directly binding.",,
GT1,GENE,NCED1,GENE,activation,transcriptional,MEDIUM,GT1 regulates NCED1 (ABA biosynthesis) to induce bud dormancy,,,,,,GT1 is likely to regulate genes such as OsNCED1 that encode abscisic acid biosynthesis enzymes.,,
NCED1,GENE,ABA,HORMONE,activation,biosynthesis,HIGH,NCED1 (9-cis-epoxycarotenoid dioxygenase) is rate-limiting ABA biosynthesis enzyme,,,,,,NCED1 encodes abscisic acid biosynthesis enzymes.,,
ABA,HORMONE,Tiller_Number,PHENOTYPE,inhibition,signaling,HIGH,ABA promotes bud dormancy,,,,,,ABA involved in axillary bud dormancy and suppression of outgrowth.,,
DST,GENE,OsCKX2,GENE,activation,transcriptional,HIGH,DST zinc finger protein binds DBS motif in OsCKX2 promoter and activates transcription; reg1 allele loses activation but retains binding,,,,,,ChIP assay confirms DST binds DBS motif in OsCKX2 promoter; DST-REG1 increases luciferase activity driven by OsCKX2 promoter.,,
OsNLP4,GENE,OsNiR,GENE,activation,transcriptional,HIGH,OsNLP4 RWP-RK domain binds NRE motif in OsNiR promoter; nitrate signaling,,,,,,OsNLP4 RWP-RK domain binds NRE motif in OsNiR promoter enhancing transcription.,,
Nitrogen,ENVIRONMENT,OsNLP4,GENE,activation,post-translational,HIGH,Nitrate triggers nuclear retention of NLP4 for transcription activation,,,,,,Nitrate triggers nuclear retention of NLP4 and transcription activation.,,
OsNiR,GENE,Tiller_Number,PHENOTYPE,activation,metabolic,MEDIUM,"OsNiR reduces nitrite to ammonia, enabling N assimilation that supports tiller growth",,,,,,OsNiR converts nitrite to ammonia; enhanced nitrogen assimilation supports tiller growth.,,
Phosphate,ENVIRONMENT,D27,GENE,repression,transcriptional,HIGH,"P-sufficient conditions repress SL biosynthesis genes D27, D10, D17; P-deficiency elevates them",,,,,,"Under P-deficient conditions, expression levels of SL biosynthesis genes were elevated; P-deficiency elevates SL content.",,
Phosphate,ENVIRONMENT,D10,GENE,repression,transcriptional,HIGH,P deficiency elevates D10/CCD8 expression,,,,,,P deficiency elevates D10 expression driving SL biosynthesis.,,
Phosphate,ENVIRONMENT,D17,GENE,repression,transcriptional,HIGH,P deficiency elevates D17 expression,,,,,,P deficiency elevates D17 expression.,,
Strigolactone,HORMONE,Tiller_Number,PHENOTYPE,inhibition,signaling,HIGH,Strigolactone inhibits axillary bud outgrowth via the D14-D53-IPA1-OsTB1 cascade and via OsCKX9-mediated CK degradation; encoded here as direct summary edge (the detailed cascade is also represented),,,,,,SLs move to axillary buds and inhibit their outgrowth.,,
IPA1,GENE,Tiller_Number,PHENOTYPE,inhibition,developmental,HIGH,IPA1 accumulation (ipa1-1D) reduces tiller number (via OsTB1 activation); summary edge — the detailed IPA1→OsTB1→Tiller cascade is also represented,,,,,,Accumulation of OsSPL14 leads to the formation of ideal plant architecture with decreased tiller number and increased plant height and panicle branches.,,
NPF7.7,GENE,Tiller_Number,PHENOTYPE,activation,transport,MEDIUM,NPF7.7 nitrate/ammonium transporter promotes effective tillers,,,,,,"NPF7.7 can increase the inflow of both NO3- and NH4+, thereby promoting the number of effective tillers.",,
OsAAP5,GENE,Cytokinin,HORMONE,activation,metabolic,MEDIUM,OsAAP5 amino acid permease affects cytokinin biosynthesis precursors,,,,,,OsAAP5 can affect rice tiller number and yield by regulating cytokinin biosynthesis.,,
GS1_2,GENE,Cytokinin,HORMONE,activation,metabolic,MEDIUM,GS1;2 (glutamine synthetase) promotes CK production via primary N assimilation,,,,,,GS1;2 functions in primary assimilation of NH4+ and promotes tiller bud growth by CK production.,,
SLR1,GENE,Tiller_Number,PHENOTYPE,activation,developmental,HIGH,SLR1 increases tiller number via MOC1 protein stabilization and NGR5 stabilization,,,,,,SLR1-OE: tiller number was increased; SLR1 protects MOC1 from degradation.,,
Gibberellin,HORMONE,Tiller_Number,PHENOTYPE,inhibition,signaling,HIGH,GA inhibits tillering via SLR1 and NGR5 degradation; summary edge,,,,,,GA-deficient and GA-signaling mutants produce more tillers than wild type; sd1 allele increases tillers.,,
OsARF12,GENE,OsCDKF_2,GENE,activation,transcriptional,MEDIUM,OsARF12 activates OsCDKF;2 for cell cycle progression,,,,,,OsARF12 targets OsCDKF;2; redundantly controls tiller angle with OsARF17/25.,,
Strigolactone,HORMONE,PIN1,GENE,inhibition,post-translational,MEDIUM,"SL promotes depletion of PIN1 from plasma membrane via endocytosis, reducing auxin transport",,,,,,OsPIN1/1b responds to nitric oxide and strigolactone in rice; SL-mediated PIN1 depletion reported in dicots.,,
Decapitation,ENVIRONMENT,Auxin,HORMONE,inhibition,transport,HIGH,"Decapitation removes apical auxin source, releasing axillary buds from apical dominance",,,,,,Decapitation removes apical auxin source; rapid sugar flux precedes auxin depletion at buds.,,
Auxin,HORMONE,Tiller_Number,PHENOTYPE,inhibition,signaling,HIGH,"Apical auxin maintains bud dormancy via cytokinin suppression, SL biosynthesis activation, and BRC1/OsTB1 activation; summary edge",,,,,,Auxins inhibit axillary bud outgrowth and do not migrate to axillary buds.,,
miR444a,REGULATORY_RNA,Tiller_Number,PHENOTYPE,inhibition,post-transcriptional,HIGH,miR444a OE reduces tillers via OsMADS57 mRNA cleavage (summary edge),,,,,,"OsMIR444a-overexpressing lines: suppressed OsMADS57 expression, fewer tillers.",,
