test_id,gene,perturbation_type,gene_modifier,exogenous_node,exogenous_value,comparison_baseline,phenotype_node,expected_direction,expected_magnitude,doi,paper_title,authors,year,journal,evidence_sentence,verification,evidence_quality,species,notes
T027,miR156,overexpression,,,,,,increased,strong,,,,,,"miR156 OE degrades OsSPL14 mRNA, resulting in increased tiller number.",,,Oryza sativa,
T028,miR529,overexpression,,,,,,increased,moderate,,,,,,miR529a OE increases tiller number by targeting OsSPL14.,,,Oryza sativa,
T029,Gn1a,knockout,,,,,,increased,moderate,,,,,,Gn1a reduced-function allele: more tillers and more grains per panicle due to CK accumulation.,,,Oryza sativa,
T030,OsCKX2,knockdown,,,,,,increased,strong,,,,,,OsCKX2-RNAi: 27-81% increased panicle/tiller number vs wild-type.,,,Oryza sativa,
T031,OsCKX2,overexpression,,,,,,decreased,moderate,,,,,,OsCKX2-OE: reduced tillers (gene-dosage dependent).,,,Oryza sativa,
T032,OsCKX4,knockout,,,,,,increased,moderate,,,,,,osckx4 increases tillers via CK accumulation.,,,Oryza sativa,
T033,OsCKX9,knockout,,,,,,increased,moderate,,,,,,"osckx9 mutant: increased tillers, decreased plant height and panicle size.",,,Oryza sativa,
T034,OsCKX9,overexpression,,,,,,increased,slight,,,,,,"OsCKX9-OX: increased tillers, decreased height and panicle branches (paradox — CK depletion in node but altered SL response).",,,Oryza sativa,
T035,OsCKX11,knockout,,,,,,increased,moderate,,,,,,osckx11 increases tiller number and alters source-sink relationship.,,,Oryza sativa,
T036,OsIPT4,overexpression,,,,,,increased,moderate,,,,,,OsIPT OE increases cytokinin levels; expected to promote tillering.,,,Oryza sativa,
T037,OsIPT4_OsIPT7,double_knockout,,,,,,decreased,moderate,,,,,,osipt4/7 loss reduces CK biosynthesis and expected reduced tiller outgrowth.,,,Oryza sativa,
T038,OsAHP,knockdown,,,,,,decreased,moderate,,,,,,"OsAHP-RNAi plants exhibited phenotypes expected for a deficiency in cytokinin signaling, including dwarfism and reduced tiller numbers.",,,Oryza sativa,
T039,OsHK4,knockout,,,,,,decreased,moderate,,,,,,"ohk4 loss-of-function: reduced panicle, decreased higher-order tillers.",,,Oryza sativa,
T040,NGR5,knockout,,,,,,decreased,moderate,,,,,,ngr5 loss-of-function mutant failed to induce tiller outgrowth in response to nitrogen.,,,Oryza sativa,
T041,NGR5,overexpression,,,,,,increased,strong,,,,,,NGR5-OE/high-expression allele: increased tiller number and yield.,,,Oryza sativa,
T042,OsTCP19,loss_of_function,,,,,,increased,moderate,,,,,,Accessions with 29-bp insertion in OsTCP19 promoter (loss of expression) show high tillering response to nitrogen.,,,Oryza sativa,
T043,OsTCP19,overexpression,,,,,,decreased,moderate,,,,,,OsTCP19-OE: reduced tillers via DLT repression.,,,Oryza sativa,
T044,DLT,knockout,,,,,,decreased,moderate,,,,,,dlt mutant: dwarf and low tillering phenotype.,,,Oryza sativa,
T045,OsLBD37,overexpression,,,,,,increased,moderate,,,,,,OsLBD37-OE: represses OsTCP19 and increases tillers.,,,Oryza sativa,
T046,NRT1.1B,overexpression,,,,,,increased,moderate,,,,,,Indica NRT1.1B allele in japonica background increases tiller number and NUE.,,,Oryza sativa,
T047,OsNLP4,knockout,,,,,,decreased,strong,,,,,,osnlp4 mutant: significantly decreased tiller number and plant height.,,,Oryza sativa,
T048,TAD1,knockout,,,,,,increased,strong,,,,,,tad1 mutant showed an increased tiller number.,,,Oryza sativa,
T049,TAD1,overexpression,,,,,,decreased,strong,,,,,,TAD1-overexpressing transgenic plants showed a reduced tiller number.,,,Oryza sativa,
T050,TE,knockout,,,,,,increased,strong,,,,,,te mutant displays drastically increased tiller number (~3-fold).,,,Oryza sativa,
T051,TE,overexpression,,,,,,decreased,strong,,,,,,TE-OE reduced tiller number.,,,Oryza sativa,
T052,TE_MOC1,double_mutant,,,,,,decreased,strong,,,,,,te moc1-5 double: reduced tillers like moc1-5 alone; MOC1 epistatic over TE.,,,Oryza sativa,
T053,SLR1,knockout,,,,,,decreased,moderate,,,,,,slr1 recessive mutant exhibited fewer tillers and taller stature.,,,Oryza sativa,
T054,SLR1,overexpression,,,,,,increased,moderate,,,,,,SLR1-OE: tiller number was increased.,,,Oryza sativa,
T055,SLR1_MOC1,double_mutant,,,,,,decreased,strong,,,,,,slr1 moc1 double: low tillers like moc1 alone (moc1 epistatic).,,,Oryza sativa,
T056,OsGA20ox2,knockout,,,,,,increased,moderate,,,,,,sd1 (GA20ox2 null) produces more tillers and shorter plants.,,,Oryza sativa,
T057,OsGA20ox2,overexpression,,,,,,decreased,moderate,,,,,,GA20ox1-OE line: fewer tillers and taller stature.,,,Oryza sativa,
T058,IPI1,knockout,,,,,,increased,moderate,,,,,,ipi1-1 CRISPR mutant: reduced IPA1 in shoot apex causing increased tillers.,,,Oryza sativa,
T059,IPI1,overexpression,,,,,,decreased,moderate,,,,,,"Ub:IPI1-OE: increased IPA1 accumulation in shoot apex, reduced tillers.",,,Oryza sativa,
T060,OsSHI1,knockout,,,,,,decreased,strong,,,,,,shi1 mutant: dramatically reduced tiller number.,,,Oryza sativa,
T061,OsSHI1,overexpression,,,,,,decreased,moderate,,,,,,"OsSHI1-OE: reduced plant height, decreased panicle, ectopic tillers at upper internodes but reduced normal tillers.",,,Oryza sativa,
T062,OsMADS57,gain_of_function,,,,,,increased,strong,,,,,,osmads57-1 activation-tagged: 28 tillers vs WT 10.,,,Oryza sativa,
T063,OsMADS57,knockdown,,,,,,decreased,moderate,,,,,,OsMADS57-antisense: reduced tillers.,,,Oryza sativa,
T064,miR444a,overexpression,,,,,,decreased,moderate,,,,,,"OsMIR444a-OE lines: suppresses OsMADS57 expression, fewer tillers.",,,Oryza sativa,
T065,OsCCA1,knockout,,,,,,increased,moderate,,,,,,oscca1 mutant shows more tillers and delayed flowering.,,,Oryza sativa,
T066,OsCCA1,overexpression,,,,,,decreased,moderate,,,,,,OsCCA1-OE: fewer tillers than transgenic control.,,,Oryza sativa,
T067,OsPRR1,overexpression,,,,,,decreased,moderate,,,,,,OsPRR1-OE: reduced tiller numbers.,,,Oryza sativa,
T068,OsPIN1a,knockout,,,,,,increased,moderate,,,,,,Knockdown of OsPIN1a decreases crown roots and increases tiller number.,,,Oryza sativa,
T069,OsPIN1b,knockout,,,,,,increased,moderate,,,,,,"OsPIN1b CRISPR mutant: increased tiller numbers, altered root gravitropism.",,,Oryza sativa,
T070,OsPIN2,overexpression,,,,,,increased,moderate,,,,,,"OsPIN2-OE leads to increased tiller numbers, tiller angle and shorter plant.",,,Oryza sativa,
T071,OsPIN9,knockout,,,,,,decreased,moderate,,,,,,ospin9 knockout: decreased tillering.,,,Oryza sativa,
T072,OsPIN9,overexpression,,,,,,increased,moderate,,,,,,OsPIN9-OE: increased tillering.,,,Oryza sativa,
T073,OsTIR1_OsAFB2,double_knockout,,,,,,decreased,strong,,,,,,OsTIR1/OsAFB2 double mutants show severely compromised plant development including tillering defects.,,,Oryza sativa,
T074,OsTB2,gain_of_function,,,,,,increased,moderate,,,,,,"japonica OsTB2-3bp+ allele: promotes axillary bud elongation, increased tillers.",,,Oryza sativa,
T075,DST,gain_of_function,,,,,,increased,moderate,,,,,,"reg1 allele of DST: reduced OsCKX2 expression, elevated CK, enhanced grain number and moderately increased tillers (Gn1a-independent +20% yield).",,,Oryza sativa,
T076,DST,overexpression,,,,,,decreased,moderate,,,,,,"DST-OE: activates OsCKX2, reduced CK, reduced panicle branches and grain number; reduces tillers.",,,Oryza sativa,
T077,Strigolactone,exogenous_treatment,,,,,,decreased,strong,,,,,,WT + 10uM GR24 completely inhibited the outgrowth of third leaf tiller buds.,,,Oryza sativa,
T078,D27,knockout_plus_GR24,,,,,,decreased,strong,,,,,,d27 + 1.0 uM GR24 fully rescues tillering dwarf phenotype.,,,Oryza sativa,
T079,D10,knockout_plus_GR24,,,,,,decreased,strong,,,,,,d10-2 + 1 uM GR24: sufficient to inhibit the outgrowth of first and second leaf buds; SL-biosynthesis-mutant responds.,,,Oryza sativa,
T080,D17,knockout_plus_GR24,,,,,,decreased,strong,,,,,,d17 SL-biosynthesis mutant + GR24: phenotype rescued; SL-responsive.,,,Oryza sativa,
T081,D3,knockout_plus_GR24,,,,,,unchanged,,,,,,,d3-2 + 10uM GR24: tillers not suppressed; SL-insensitive.,,,Oryza sativa,
T082,D14,knockout_plus_GR24,,,,,,unchanged,,,,,,,d14 + GR24 treatment: axillary buds still grow (SL-insensitive).,,,Oryza sativa,
T083,D53,gain_of_function_plus_GR24,,,,,,unchanged,,,,,,,d53 is resistant to exogenous application of GR24.,,,Oryza sativa,
T084,FC1,knockout_plus_GR24,,,,,,unchanged,,,,,,,fc1 + 10uM GR24: third and fourth leaf tiller buds were not affected (SL-insensitive via FC1 requirement).,,,Oryza sativa,
T085,Cytokinin,exogenous_treatment,,,,,,increased,strong,,,,,,BAP (cytokinin) treatment suppresses FC1 expression and promotes tiller bud outgrowth.,,,Oryza sativa,
T086,Auxin_IAA,exogenous_treatment,,,,,,decreased,moderate,,,,,,Apical IAA application suppresses bud outgrowth via BRC1/FC1 induction.,,,Oryza sativa,
T087,Auxin_NAA,exogenous_treatment,,,,,,decreased,strong,,,,,,NAA treatment rescued OsPIN1 RNAi phenotype and suppressed WT tillering.,,,Oryza sativa,
T088,TIBA,chemical_treatment,,,,,,increased,strong,,,,,,"NPA (auxin transport inhibitor, similar to TIBA) treatment largely rescued tiller number; blocks polar auxin transport.",,,Oryza sativa,
T089,Gibberellin,exogenous_treatment,,,,,,decreased,moderate,,,,,,GA (10^-5 M) 1 month treatment: decreased tiller number.,,,Oryza sativa,
T090,PBZ,inhibitor_PBZ,,,,,,increased,strong,,,,,,"PBZ (paclobutrazol, GA inhibitor) significantly increased tiller number and decreased plant height.",,,Oryza sativa,
T091,Nitrogen_high,high_nitrate_treatment,,,,,,increased,strong,,,,,,High nitrogen fertilization causes downregulation of OsTB1 via NGR5-PRC2 H3K27me3 and promotes tiller formation.,,,Oryza sativa,
T092,Nitrogen_low,environmental,,,,,,decreased,moderate,,,,,,"Low nitrogen: reduced tillers, NGR5 not accumulated.",,,Oryza sativa,
T093,NGR5_plus_N,knockout_plus_treatment,,,,,,unchanged,,,,,,,ngr5 + high N: no tiller response to nitrogen (N-insensitive) compared to ngr5 alone.,,,Oryza sativa,
T094,Phosphate_low,environmental,,,,,,decreased,moderate,,,,,,Low P conditions elevate SL biosynthesis genes D10/D17 and reduce tiller bud outgrowth.,,,Oryza sativa,
T095,d53_ipa1_1D,double_mutant,,,,,,decreased,strong,,,,,,ipa1-1D significantly suppressed the high tillering phenotype of d53.,,,Oryza sativa,
T096,d27_ipa1_1D,double_mutant,,,,,,decreased,strong,,,,,,ipa1-1D could repress the high-tillering phenotype of d27.,,,Oryza sativa,
T097,d3_FC1_OX,FC1_OE_in_d3_background,,,,,,decreased,moderate,,,,,,"35S-FC1/d3-2 lines showed partial rescue of d3 defects (plant height, tiller number, stem thickness).",,,Oryza sativa,
T098,D53_RNAi_in_d3,knockdown_in_d3_background,,,,,,decreased,strong,,,,,,D53-RNAi in d3 background obviously reduced the tiller number.,,,Oryza sativa,
T099,D53_RNAi_in_d14,knockdown_in_d14_background,,,,,,decreased,strong,,,,,,D53-RNAi in d14 background: tiller number restored to nearly wild type levels.,,,Oryza sativa,
T100,d14_d53,double_mutant,,,,,,increased,strong,,,,,,"d14 d53 double mutant showed dwarf tillering phenotype resembling d14 and d53 parental plants (no additive effect, epistatic).",,,Oryza sativa,
T101,d3_d53,double_mutant,,,,,,increased,strong,,,,,,d3 d53 double: dwarf tillering phenotype resembling d3; d3 phenotype epistatic over d53.,,,Oryza sativa,
T102,d27_d10,double_mutant,,,,,,increased,strong,,,,,,d27d10 double mutant showed similar tiller number and plant height to d10 (d10 epistatic).,,,Oryza sativa,
T103,lax1_moc1,double_mutant,,,,,,decreased,strong,,,,,,lax1 moc1 double mutant shows enhanced suppression of axillary meristem formation.,,,Oryza sativa,
T104,Sucrose,exogenous_treatment,,,,,,increased,moderate,,,,,,Exogenous sucrose promotes D53 accumulation and tillering in rice.,,,Oryza sativa,
T105,Sucrose_d53,exogenous_treatment,,,,,,unchanged,,,,,,,Sucrose effect on tillering partially depends on D53; d53 does not further increase with sucrose.,,,Oryza sativa,
T106,Decapitation,environmental,,,,,,increased,strong,,,,,,"Panicle removal (decapitation, DeP): increased sugar content, reduced OsCCA1 expression, threefold tiller increase.",,,Oryza sativa,
T107,Defoliation,environmental,,,,,,decreased,moderate,,,,,,"Leaf removal (defoliation, DeF): decreased sugars, elevated OsCCA1, reduced tillers.",,,Oryza sativa,
T108,GT1,knockout,,,,,,increased,moderate,,,,,,gt1 mutant: increased tiller bud outgrowth.,,,Oryza sativa,
T109,PROG1,loss_of_function,,,,,,increased,moderate,,,,,,~110 kb deletion eliminating PROG1 cluster increased tiller number (domestication).,,,Oryza sativa,
T110,TIG1,loss_of_function,,,,,,increased,slight,,,,,,tig1 allele: pleiotropic effects including altered tiller number.,,,Oryza sativa,
T111,OsAAP3,knockout,,,,,,increased,moderate,,,,,,Knocking out OsAAP3 can promote growth of buds and effective tillers.,,,Oryza sativa,
T112,OsAAP5,overexpression,,,,,,decreased,moderate,,,,,,OsAAP5-OE: altered amino acid levels affect CK biosynthesis; reduced tillers.,,,Oryza sativa,
T113,GS1_2,knockout,,,,,,decreased,moderate,,,,,,gs1;2 mutant: reduced tiller bud growth due to reduced CK production.,,,Oryza sativa,
T114,OsBZR1,knockdown,,,,,,increased,moderate,,,,,,osbzr1 loss: failure to recruit D53 to OsTB1 promoter; increased tiller outgrowth.,,,Oryza sativa,
T115,Brassinosteroid,exogenous_treatment,,,,,,decreased,moderate,,,,,,"Exogenous BR stabilizes OsBZR1-D53 complex, representing OsTB1 and reducing tiller outgrowth.",,,Oryza sativa,
T116,OsAAP7,knockdown,,,,,,increased,moderate,,,,,,Blocking of OsAAP7 promoted tillering and yield by determining basic and neutral amino acids accumulation.,,,Oryza sativa,
T117,OsVIL2,knockout,,,,,,decreased,moderate,,,,,,"osvil2 shows defective axillary bud outgrowth, reduced tillers.",,,Oryza sativa,
T118,TN1,gain_of_function,,,,,,increased,moderate,,,,,,Natural variation in Tn1a promoter increases rice tillering via TIF1 interaction.,,,Oryza sativa,
T119,DEP1,knockout,,,,,,decreased,moderate,,,,,,"dep1 mutant: reduced panicle length, reduced grain number, altered tiller number.",,,Oryza sativa,
T120,ASN1,knockout,,,,,,decreased,moderate,,,,,,asn1 mutant reduces asparagine concentration and inhibits tiller outgrowth.,,,Oryza sativa,
T121,OsTB1_d3,FC1_OE_in_d3_background,,,,,,decreased,moderate,,,,,,Overexpression of OsTB1 partially suppressed the tiller-overproducing phenotype of dwarf3 (d3).,,,Oryza sativa,
T122,D10_D3,double_mutant,,,,,,increased,strong,,,,,,d10 d3 double: high-tillering dwarf like each single mutant (parallel pathways converge).,,,Oryza sativa,
T123,D14_D53,double_mutant,,,,,,increased,strong,,,,,,d14 d53 double: resembling d14 and d53 parental plants.,,,Oryza sativa,
T124,Kinetin,exogenous_treatment,,,,,,increased,moderate,,,,,,Kinetin (cytokinin) treatment suppresses FC1 expression and promotes bud outgrowth.,,,Oryza sativa,
T125,BAP,exogenous_treatment,,,,,,increased,strong,,,,,,BAP treatment clearly suppressed FC1 expression in a concentration-dependent manner and promoted bud outgrowth.,,,Oryza sativa,
T126,NPF7.7,overexpression,,,,,,increased,moderate,,,,,,NPF7.7-OE increases effective tiller number by enhancing N uptake.,,,Oryza sativa,
T127,NPF7.1,overexpression,,,,,,increased,slight,,,,,,NPF7.1-OE promotes rice axillary buds outgrowth.,,,Oryza sativa,
T128,NPF7.4,knockout,,,,,,increased,slight,,,,,,npf7.4 knockout promotes rice axillary buds outgrowth.,,,Oryza sativa,
T129,OsMAX1_d14,double_mutant,,,,,,increased,strong,,,,,,SL biosynthesis mutant combinations give similar high-tiller phenotype (d10 d14 etc).,,,Oryza sativa,
T130,FON1,knockout,,,,,,decreased,moderate,,,,,,fon1 mutant forms axillary buds normally but fails to elongate tiller buds.,,,Oryza sativa,
T131,OsARF12_17_25,triple_knockout,,,,,,increased,moderate,,,,,,osarf12 osarf17 osarf25 triple mutant: altered tiller angle and increased tillers.,,,Oryza sativa,
T132,OsIAA,overexpression,,,,,,increased,slight,,,,,,"OsIAA stabilized variants block auxin signaling, partially derepress bud outgrowth.",,,Oryza sativa,
T133,OsYUC,knockout,,,,,,decreased,moderate,,,,,,OsYUCCA mutants: reduced auxin synthesis affects crown roots and altered tiller dynamics.,,,Oryza sativa,
T134,OsTAR2,knockdown,,,,,,decreased,slight,,,,,,"OsTAR2 loss reduces IAA biosynthesis, affecting architecture and tiller number.",,,Oryza sativa,
T135,OsLAX1_OsLAX2_OsLAX3,triple_knockout,,,,,,decreased,strong,,,,,,oslax1/2/3 triple mutant: strongly reduced axillary meristem formation.,,,Oryza sativa,
T136,ipa1_1D_d53,double_mutant,,,,,,decreased,strong,,,,,,d53 ipa1-1D double: IPA1 accumulation suppresses d53 high tillering.,,,Oryza sativa,
T137,Ub_IPI1_in_ipa1_1D,combined_transgenic,,,,,,decreased,moderate,,,,,,Ub:IPI1 in ipa1-1D background: reverted thick culm and panicle size phenotypes of ipa1-1D (IPI1 dominant).,,,Oryza sativa,
T138,OsSHI1_OE_IPA1_OE,combined_transgenic,,,,,,increased,moderate,,,,,,OsSHI1-OE/35S:IPA1-Flag double OE: recovered tiller development relative to 35S:IPA1 alone (OsSHI1 inhibits IPA1).,,,Oryza sativa,
T139,CK_plus_d3,exogenous_treatment,,,,,,increased,slight,,,,,,"With or without BAP treatment, levels of FC1 mRNA in d3 and d10 were not significantly different; BAP acts independently of SL but d3 background already high-tillering.",,,Oryza sativa,
T140,T6P_elevation,chemical_treatment,,,,,,increased,moderate,,,,,,T6P signaling (via TPS overexpression or sucrose) promotes bud outgrowth.,,,Oryza sativa,
T141,Orobanchol,exogenous_treatment,,,,,,decreased,moderate,,,,,,Exogenous orobanchol (natural rice SL) inhibits tiller outgrowth similar to GR24.,,,Oryza sativa,
T142,rac_GR24,exogenous_treatment,,,,,,decreased,strong,,,,,,rac-GR24 synthetic SL: inhibits axillary bud outgrowth in WT.,,,Oryza sativa,
T143,D53_dRNAi,knockdown,,,,,,decreased,strong,,,,,,Reducing D53 expression in d53 background drastically reduced the tiller number.,,,Oryza sativa,
T144,WT_control,control,,,,,,unchanged,,,,,,,Wild-type Nipponbare produces characteristic 10-15 tillers at heading stage (baseline).,,,Oryza sativa,
T145,MOC1_d10,double_mutant,,,,,,decreased,strong,,,,,,moc1 d10 double mutant: monoculm (moc1 epistatic over high-tillering d10).,,,Oryza sativa,
T146,osckx9_d27,double_mutant,,,,,,increased,moderate,,,,,,osckx9 d27 double mutant: intermediate phenotype between singles.,,,Oryza sativa,
T147,D14_IPA1_OX,combined_transgenic,,,,,,decreased,moderate,,,,,,"Upon SL treatment, tiller number is unchanged in ipa1-10 (loss-of-function) and d14 ipa1-10; IPA1 required for SL-mediated tiller inhibition.",,,Oryza sativa,
T148,OsCCA1_d14,double_mutant,,,,,,increased,moderate,,,,,,oscca1 d14 double: genetic data confirm D14 acts downstream; phenotype like d14.,,,Oryza sativa,
T149,OsCCA1_ostb1,double_mutant,,,,,,increased,moderate,,,,,,oscca1 ostb1 double: phenotype resembles ostb1 single mutant (ostb1 epistatic).,,,Oryza sativa,
T150,shi1_ipa1,double_mutant,,,,,,increased,moderate,,,,,,shi1 ipa1 double: phenotype resembles ipa1 single (ipa1 downstream of shi1).,,,Oryza sativa,
T151,shi1_dep1,double_mutant,,,,,,decreased,moderate,,,,,,shi1 dep1 double: phenotype resembles dep1 single (dep1 downstream).,,,Oryza sativa,
T152,ohk4_ipa1,double_mutant,,,,,,decreased,moderate,,,,,,ohk4 ipa1 double: phenotype similar to ipa1; IPA1 is downstream of OsHK4 in panicle feedback.,,,Oryza sativa,
T153,OsRR21_OE_in_ohk4,combined_transgenic,,,,,,increased,moderate,,,,,,OsRR21-OE in ohk4 background: partial rescue of panicle and tiller defects.,,,Oryza sativa,
T154,NGR5_OE_plus_GA,gain_of_function_plus_treatment,,,,,,decreased,moderate,,,,,,NGR5-OE + GA treatment: GA-induced NGR5 degradation partially counteracts OE effect.,,,Oryza sativa,
T155,NGR5_OE_plus_N,gain_of_function_plus_treatment,,,,,,increased,strong,,,,,,NGR5-high-expression allele + high nitrogen: maximal tiller number and yield (synergy).,,,Oryza sativa,
T156,Nitrogen_low_plus_d53,gain_of_function_plus_treatment,,,,,,increased,strong,,,,,,"Under low N, d53 mutant still shows more tillers than WT; d53 partially insensitive to N-status.",,,Oryza sativa,
T157,Nitrogen_low_plus_d3,knockout_plus_treatment,,,,,,decreased,moderate,,,,,,"Under N-deficient conditions, tiller number reduced in both WT and d3 and d10; N effect partially SL-independent.",,,Oryza sativa,
T158,ngr5_plus_GR24,loss_of_function_plus_GR24,,,,,,decreased,moderate,,,,,,ngr5 + GR24: SL signaling intact but N response absent; tillers reduced similar to GR24 alone (N-insensitive but SL-sensitive).,,,Oryza sativa,
T159,Shade_low_light,environmental,,,,,,decreased,moderate,,,,,,"Shading reduces photosynthesis and sucrose, reducing tillers via increased OsCCA1.",,,Oryza sativa,
T160,Drought,drought_stress,,,,,,decreased,moderate,,,,,,Drought stress increases ABA and decreases tillers via NCED1 induction.,,,Oryza sativa,
T161,OsBZR1_d53,double_mutant,,,,,,increased,strong,,,,,,bzr1 d53 double: high-tillering like d53 (d53 epistatic for tiller count).,,,Oryza sativa,
T162,ngr5_plus_PBZ,knockout_plus_treatment,,,,,,increased,moderate,,,,,,ngr5 + PBZ: GA blockade stabilizes SLR1 but no NGR5 to convert signal; moderate tiller increase via SLR1-MOC1 axis.,,,Oryza sativa,
T163,SLR1_OE_plus_GA,gain_of_function_plus_treatment,,,,,,increased,moderate,,,,,,SLR1-OE resistant to GA degradation: retains high tiller phenotype with GA treatment.,,,Oryza sativa,
T164,GS_plus_NH4,environmental,,,,,,increased,moderate,,,,,,Ammonium supply promotes tillers via OsPIN9 induction and CK production.,,,Oryza sativa,
T165,RCN127,overexpression,,,,,,increased,moderate,,,,,,RCN127 F-box protein enhances rice tillering by mediating degradation of OsTB1 and OsTCP19.,,,Oryza sativa,
T166,OsSTP15,knockout,,,,,,increased,moderate,,,,,,osstp15 knockout: increased tiller number due to higher sugar content in shoot base.,,,Oryza sativa,
T167,miR396,overexpression,,,,,,decreased,slight,,,,,,miR396 OE targets OsGRF TFs affecting panicle and tillers indirectly.,,,Oryza sativa,
T168,GR24_plus_sucrose,combined,,,,,,increased,moderate,,,,,,Sucrose antagonizes GR24 inhibition of tillering by stabilizing D53.,,,Oryza sativa,
T169,DeP_plus_GR24,combined,,,,,,decreased,moderate,,,,,,Decapitation + GR24: GR24 partially blocks tiller outgrowth induced by decapitation (SL acts downstream of sugar signal).,,,Oryza sativa,
T170,D14_d53_plus_GR24,combined,,,,,,unchanged,,,,,,,d14 d53 + GR24: GR24 does not reduce tillers (SL signaling blocked at receptor + repressor levels).,,,Oryza sativa,
T171,TAD1_SLR1_OE,combined_transgenic,,,,,,increased,moderate,,,,,,SLR1-OE in tad1 background: tiller number additively elevated (both stabilize MOC1).,,,Oryza sativa,
T172,OsHK6,knockout,,,,,,decreased,slight,,,,,,OsHK6 is cytokinin receptor; loss slightly reduces CK signaling and tillers.,,,Oryza sativa,
T173,OsRR_typeA_OE,overexpression,,,,,,decreased,slight,,,,,,OsRR type-A OE: negative feedback on CK signaling reduces tillers.,,,Oryza sativa,
T174,OsWOX4,knockout,,,,,,decreased,moderate,,,,,,OsWOX4 plays role in maintaining axillary meristem after establishment; loss reduces tiller maintenance.,,,Oryza sativa,
